Interaction	rec-Y2H | Table S2	Both eCLIP - HepG2	Both eCLIP - K562
HEATR1-LMNA	False	False	False
HEATR1-LPAR1	False	False	False
HEATR1-LSM1	False	False	False
HEATR1-LSM14B	False	False	False
HEATR1-LSM2	False	False	False
HEATR1-LSM3	False	False	False
HEATR1-LSM4	False	False	False
HEATR1-LSM5	False	False	False
HEATR1-LSM6	False	False	False
HEATR1-LSM7	False	False	False
HEATR1-LSM8	False	False	False
HEATR1-LUC7L	False	False	False
HEATR1-LUC7L2	False	False	False
HEATR1-LUC7L3	False	False	False
HEATR1-LYAR	False	False	False
HEATR1-MAGOH	False	False	False
HEATR1-MAK16	False	False	False
HEATR1-MANF	False	False	False
HEATR1-MAP1S	False	False	False
HEATR1-MAP2	False	False	False
HEATR1-MAP4	False	False	False
HEATR1-MAP7	False	False	False
HEATR1-MAPRE1	False	False	False
HEATR1-MAPRE2	False	False	False
HEATR1-MAPRE3	False	False	False
HEATR1-MAPT	False	False	False
HEATR1-MAZ	False	False	False
HEATR1-MBNL1	False	False	False
HEATR1-MBNL2	False	False	False
HEATR1-MBP	False	False	False
HEATR1-MDH2	False	False	False
HEATR1-MECP2	False	False	False
HEATR1-MED1	False	False	False
HEATR1-MEPCE	False	False	False
HEATR1-METTL14	False	False	False
HEATR1-METTL16	False	False	False
HEATR1-MFAP1	False	False	False
HEATR1-MIF	False	False	False
HEATR1-MKRN1	False	False	False
HEATR1-MMTAG2	False	False	False
HEATR1-MOCS3	False	False	False
HEATR1-MORF4L1	False	False	False
HEATR1-MOV10	False	False	False
HEATR1-MREG	False	False	False
HEATR1-MRPL1	False	False	False
HEATR1-MRPL10	False	False	False
HEATR1-MRPL11	False	False	False
HEATR1-MRPL13	False	False	False
HEATR1-MRPL14	False	False	False
HEATR1-MRPL2	False	False	False
HEATR1-MRPL27	False	False	False
HEATR1-MRPL28	False	False	False
HEATR1-MRPL3	False	False	False
HEATR1-MRPL37	False	False	False
HEATR1-MRPL39	False	False	False
HEATR1-MRPL4	False	False	False
HEATR1-MRPL41	False	False	False
HEATR1-MRPL42	False	False	False
HEATR1-MRPL44	False	False	False
HEATR1-MRPS11	False	False	False
HEATR1-MRPS15	False	False	False
HEATR1-MRPS18C	False	False	False
HEATR1-MRPS21	False	False	False
HEATR1-MRPS23	False	False	False
HEATR1-MRPS24	False	False	False
HEATR1-MRPS27	False	False	False
HEATR1-MRPS30	False	False	False
HEATR1-MRPS31	False	False	False
HEATR1-MRPS35	False	False	False
HEATR1-MRPS5	False	False	False
HEATR1-MRPS7	False	False	False
HEATR1-MRTO4	False	False	False
HEATR1-MSI2	False	False	False
HEATR1-MTDH	False	False	False
HEATR1-MTG1	False	False	False
HEATR1-MTPAP	False	False	False
HEATR1-MTREX	False	False	False
HEATR1-MYH9	False	False	False
HEATR1-MYO10	False	False	False
HEATR1-MYO18B	False	False	False
HEATR1-MYO19	False	False	False
HEATR1-MYO1C	False	False	False
HEATR1-MYO1D	False	False	False
HEATR1-MYO1F	False	False	False
HEATR1-MYO5A_CTER	False	False	False
HEATR1-MYO5A_NTER	False	False	False
HEATR1-MYO6	False	False	False
HEATR1-NAB2	False	False	False
HEATR1-NABP2	False	False	False
HEATR1-NAP1L1	False	False	False
HEATR1-NAT10	False	False	False
HEATR1-NAV1	False	False	False
HEATR1-NCBP3	False	False	False
HEATR1-NCL	False	False	False
HEATR1-NDE1	False	False	False
HEATR1-NDEL1	False	False	False
HEATR1-NDUFA4	False	False	False
HEATR1-NDUFA9	False	False	False
HEATR1-NDUFV3	False	False	False
HEATR1-NELFE	False	False	False
HEATR1-NGDN	False	False	False
HEATR1-NGRN	False	False	False
HEATR1-NHP2	False	False	False
HEATR1-NIFK	False	False	False
HEATR1-NIN	False	False	False
HEATR1-NIP7	False	False	False
HEATR1-NKRF	False	False	False
HEATR1-NMD3	False	False	False
HEATR1-NME1	False	False	False
HEATR1-NMT1	False	False	False
HEATR1-NOA1	False	False	False
HEATR1-NOC2L	False	False	False
HEATR1-NOL10	False	False	False
HEATR1-NOL7	False	False	False
HEATR1-NOL8	False	False	False
HEATR1-NOLC1	False	False	False
HEATR1-NONO	False	False	False
HEATR1-NOP16	False	False	False
HEATR1-NOP2	False	False	False
HEATR1-NOP53	False	False	False
HEATR1-NOP56	False	False	False
HEATR1-NOP58	False	False	False
HEATR1-NOP9	False	False	False
HEATR1-NOSIP	False	False	False
HEATR1-NOVA1	False	False	False
HEATR1-NPM1	False	False	False
HEATR1-NPM3	False	False	False
HEATR1-NSA2	False	False	False
HEATR1-NSUN2	False	False	False
HEATR1-NSUN5	False	False	False
HEATR1-NUDT16	False	False	False
HEATR1-NUDT21	False	False	False
HEATR1-NUFIP2	False	False	False
HEATR1-NUSAP1	False	False	False
HEATR1-NVL	False	False	False
HEATR1-NXF1	False	False	False
HEATR1-NXF2	False	False	False
HEATR1-NXF3	False	False	False
HEATR1-NXF5	False	False	False
HEATR1-NXT1	False	False	False
HEATR1-OCIAD1	False	False	False
HEATR1-OS9	False	False	False
HEATR1-P4HB	False	False	False
HEATR1-P53	False	False	False
HEATR1-PA2G4	False	False	False
HEATR1-PABPC1	False	False	False
HEATR1-PABPC5	False	False	False
HEATR1-PACSIN2	False	False	False
HEATR1-PANK1	False	False	False
HEATR1-PARD3B	False	False	False
HEATR1-PARD6G	False	False	False
HEATR1-PARP12	False	False	False
HEATR1-PATL1	False	False	False
HEATR1-PCBP1	False	False	False
HEATR1-PCBP2	False	False	False
HEATR1-PCBP3	False	False	False
HEATR1-PCBP4	False	False	False
HEATR1-PCGF5	False	False	False
HEATR1-PCM1	False	False	False
HEATR1-PCNP	False	False	False
HEATR1-PDAP1	False	False	False
HEATR1-PDIA3	False	False	False
HEATR1-PDIA4	False	False	False
HEATR1-PDIA6	False	False	False
HEATR1-PEBP1	False	False	False
HEATR1-PEF1	False	False	False
HEATR1-PEG10	False	False	False
HEATR1-PES1	False	False	False
HEATR1-PFN1	False	False	False
HEATR1-PGK1	False	False	False
HEATR1-PHB	False	False	False
HEATR1-PHC1	False	False	False
HEATR1-PHF5A	False	False	False
HEATR1-PHF8	False	False	False
HEATR1-PIF1	False	False	False
HEATR1-PKM	False	False	False
HEATR1-PKP2	False	False	False
HEATR1-PLRG1	False	False	False
HEATR1-PNISR	False	False	False
HEATR1-PNKP	False	False	False
HEATR1-PNN	False	False	False
HEATR1-PNO1	False	False	False
HEATR1-POLDIP3	False	False	False
HEATR1-POLR2A	False	False	False
HEATR1-POLRMT	False	False	False
HEATR1-PPAN	False	False	False
HEATR1-PPFIBP1	False	False	False
HEATR1-PPIA	False	False	False
HEATR1-PPIB	False	False	False
HEATR1-PPID	False	False	False
HEATR1-PPIE	False	False	False
HEATR1-PPIG	False	False	False
HEATR1-PPIL2	False	False	False
HEATR1-PPIL3	False	False	False
HEATR1-PPIL4	False	False	False
HEATR1-PPM1G	False	False	False
HEATR1-PPWD1	False	False	False
HEATR1-PQBP1	False	False	False
HEATR1-PRC1	False	False	False
HEATR1-PRDX1	False	False	False
HEATR1-PRDX2	False	False	False
HEATR1-PRDX4	False	False	False
HEATR1-PRDX6	False	False	False
HEATR1-PRKCI	False	False	False
HEATR1-PRKRA	False	False	False
HEATR1-PRPF19	False	False	False
HEATR1-PRPF3	False	False	False
HEATR1-PRPF31	False	False	False
HEATR1-PRPF38A	False	False	False
HEATR1-PRPF38B	False	False	False
HEATR1-PRPF39	False	False	False
HEATR1-PRPF4	False	False	False
HEATR1-PRPF40A	False	False	False
HEATR1-PRPF6	False	False	False
HEATR1-PRR3	False	False	False
HEATR1-PRRC2B	False	False	False
HEATR1-PSMD4	False	False	False
HEATR1-PSPC1	False	False	False
HEATR1-PTBP1	False	False	False
HEATR1-PTBP2	False	False	False
HEATR1-PTBP3	False	False	False
HEATR1-PTCD1	False	False	False
HEATR1-PTCD2	False	False	False
HEATR1-PTCD3	False	False	False
HEATR1-PUF60	False	False	False
HEATR1-PUM2	False	False	False
HEATR1-PUM3	False	False	False
HEATR1-PURA	False	False	False
HEATR1-PURB	False	False	False
HEATR1-PUS7	False	False	False
HEATR1-PWP2	False	False	False
HEATR1-QARS1	False	False	False
HEATR1-QKI	False	False	False
HEATR1-RAB2A	False	False	False
HEATR1-RAB2B	False	False	False
HEATR1-RAB4A	False	False	False
HEATR1-RAB5C	False	False	False
HEATR1-RAB6A	False	False	False
HEATR1-RACK1	False	False	False
HEATR1-RAD21	False	False	False
HEATR1-RAE1	False	False	False
HEATR1-RALY	False	False	False
HEATR1-RALYL	False	False	False
HEATR1-RAMAC	False	False	False
HEATR1-RAN	False	False	False
HEATR1-RARS1	False	False	False
HEATR1-RBBP4	False	False	False
HEATR1-RBBP6	False	False	False
HEATR1-RBBP7	False	False	False
HEATR1-RBFOX2	False	False	False
HEATR1-RBM10	False	False	False
HEATR1-RBM10 316F	False	False	False
HEATR1-RBM10 343G	False	False	False
HEATR1-RBM10 354E	False	False	False
HEATR1-RBM10 408V	False	False	False
HEATR1-RBM10 580F	False	False	False
HEATR1-RBM10 598F	False	False	False
HEATR1-RBM10 605F	False	False	False
HEATR1-RBM10 776Q	False	False	False
HEATR1-RBM10 784L	False	False	False
HEATR1-RBM10 WTV	False	False	False
HEATR1-RBM12	False	False	False
HEATR1-RBM12B	False	False	False
HEATR1-RBM14	False	False	False
HEATR1-RBM15	False	False	False
HEATR1-RBM17	False	False	False
HEATR1-RBM19	False	False	False
HEATR1-RBM22	False	False	False
HEATR1-RBM25	False	False	False
HEATR1-RBM26	False	False	False
HEATR1-RBM28	False	False	False
HEATR1-RBM3	False	False	False
HEATR1-RBM33	False	False	False
HEATR1-RBM34	False	False	False
HEATR1-RBM38	False	False	False
HEATR1-RBM4	False	False	False
HEATR1-RBM42	False	False	False
HEATR1-RBM47	False	False	False
HEATR1-RBM5	False	False	False
HEATR1-RBM6	False	False	False
HEATR1-RBM7	False	False	False
HEATR1-RBMS1	False	False	False
HEATR1-RBMS2	False	False	False
HEATR1-RBMS3	False	False	False
HEATR1-RBMX	False	False	False
HEATR1-RBMX2	False	False	False
HEATR1-RBPMS	False	False	False
HEATR1-RC3H2	False	False	False
HEATR1-RDX	False	False	False
HEATR1-REEP2	False	False	False
HEATR1-REXO4	False	False	False
HEATR1-RHOA	False	False	False
HEATR1-RING1	False	False	False
HEATR1-RNF20	False	False	False
HEATR1-RNMT	False	False	False
HEATR1-RNPC3	False	False	False
HEATR1-RNPS1	False	False	False
HEATR1-RPA2	False	False	False
HEATR1-RPF1	False	False	False
HEATR1-RPL10A	False	False	False
HEATR1-RPL11	False	False	False
HEATR1-RPL12	False	False	False
HEATR1-RPL13	False	False	False
HEATR1-RPL13A	False	False	False
HEATR1-RPL14	False	False	False
HEATR1-RPL15	False	False	False
HEATR1-RPL17	False	False	False
HEATR1-RPL18	False	False	False
HEATR1-RPL18A	False	False	False
HEATR1-RPL19	False	False	False
HEATR1-RPL21	False	False	False
HEATR1-RPL22	False	False	False
HEATR1-RPL22L1	False	False	False
HEATR1-RPL23	False	False	False
HEATR1-RPL23A	False	False	False
HEATR1-RPL24	False	False	False
HEATR1-RPL26	False	False	False
HEATR1-RPL26L1	False	False	False
HEATR1-RPL27	False	False	False
HEATR1-RPL27A	False	False	False
HEATR1-RPL28	False	False	False
HEATR1-RPL3	False	False	False
HEATR1-RPL30	False	False	False
HEATR1-RPL31	False	False	False
HEATR1-RPL32	False	False	False
HEATR1-RPL34	False	False	False
HEATR1-RPL35	False	False	False
HEATR1-RPL35A	False	False	False
HEATR1-RPL36	False	False	False
HEATR1-RPL36AL	False	False	False
HEATR1-RPL37	False	False	False
HEATR1-RPL37A	False	False	False
HEATR1-RPL39	False	False	False
HEATR1-RPL39L	False	False	False
HEATR1-RPL4	False	False	False
HEATR1-RPL5	False	False	False
HEATR1-RPL6	False	False	False
HEATR1-RPL7	False	False	False
HEATR1-RPL7A	False	False	False
HEATR1-RPL7L1	False	False	False
HEATR1-RPL8	False	False	False
HEATR1-RPL9	False	False	False
HEATR1-RPLP0	False	False	False
HEATR1-RPLP2	False	False	False
HEATR1-RPN1	False	False	False
HEATR1-RPP30	False	False	False
HEATR1-RPRD1B	False	False	False
HEATR1-RPS10	False	False	False
HEATR1-RPS11	False	False	False
HEATR1-RPS13	False	False	False
HEATR1-RPS14	False	False	False
HEATR1-RPS15	False	False	False
HEATR1-RPS15A	False	False	False
HEATR1-RPS16	False	False	False
HEATR1-RPS18	False	False	False
HEATR1-RPS19	False	False	False
HEATR1-RPS19BP1	False	False	False
HEATR1-RPS2	False	False	False
HEATR1-RPS20	False	False	False
HEATR1-RPS21	False	False	False
HEATR1-RPS24	False	False	False
HEATR1-RPS25	False	False	False
HEATR1-RPS26	False	False	False
HEATR1-RPS27	False	False	False
HEATR1-RPS27A	False	False	False
HEATR1-RPS27L	False	False	False
HEATR1-RPS28	False	False	False
HEATR1-RPS29	False	False	False
HEATR1-RPS3	False	False	False
HEATR1-RPS3A	False	False	False
HEATR1-RPS4X	False	False	False
HEATR1-RPS4Y1	False	False	False
HEATR1-RPS5	False	False	False
HEATR1-RPS6	False	False	False
HEATR1-RPS6KA5	False	False	False
HEATR1-RPS7	False	False	False
HEATR1-RPS8	False	False	False
HEATR1-RPSA	False	False	False
HEATR1-RPUSD3	False	False	False
HEATR1-RPUSD4	False	False	False
HEATR1-RRP1	False	False	False
HEATR1-RRP36	False	False	False
HEATR1-RRP7A	False	False	False
HEATR1-RRS1	False	False	False
HEATR1-RSL1D1	False	False	False
HEATR1-RTCB	False	False	False
HEATR1-RTN4	False	False	False
HEATR1-RTRAF	False	False	False
HEATR1-RUVBL1	False	False	False
HEATR1-RYBP	False	False	False
HEATR1-S100A16	False	False	False
HEATR1-SAFB2	False	False	False
HEATR1-SAMD4B	False	False	False
HEATR1-SAP18	False	False	False
HEATR1-SARNP	False	False	False
HEATR1-SARS1	False	False	False
HEATR1-SART3	False	False	False
HEATR1-SBDS	False	False	False
HEATR1-SCAF11	False	False	False
HEATR1-SDHC	False	False	False
HEATR1-SEC61A1	False	False	False
HEATR1-SEC63	False	False	False
HEATR1-SECISBP2	False	False	False
HEATR1-SERBP1	False	False	False
HEATR1-SERPINA3	False	False	False
HEATR1-SERPINB5	False	False	False
HEATR1-SF1	False	False	False
HEATR1-SF3A1	False	False	False
HEATR1-SF3A3	False	False	False
HEATR1-SF3B2	False	False	False
HEATR1-SF3B3	False	False	False
HEATR1-SF3B4	False	False	False
HEATR1-SF3B6	False	False	False
HEATR1-SFPQ	False	False	False
HEATR1-SFSWAP	False	False	False
HEATR1-SGO2	False	False	False
HEATR1-SLAIN1	False	False	False
HEATR1-SLAIN2	False	False	False
HEATR1-SLC25A3	False	False	False
HEATR1-SLC25A5	False	False	False
HEATR1-SLIRP	False	False	False
HEATR1-SLU7	False	False	False
HEATR1-SMARCB1	False	False	False
HEATR1-SMARCC2	False	False	False
HEATR1-SMCHD1	False	False	False
HEATR1-SMNDC1	False	False	False
HEATR1-SMU1	False	False	False
HEATR1-SNIP1	False	False	False
HEATR1-SNRNP27	False	False	False
HEATR1-SNRNP40	False	False	False
HEATR1-SNRNP48	False	False	False
HEATR1-SNRNP70	False	False	False
HEATR1-SNRPA	False	False	False
HEATR1-SNRPA1	False	False	False
HEATR1-SNRPB	False	False	False
HEATR1-SNRPC	False	False	False
HEATR1-SNRPD1	False	False	False
HEATR1-SNRPD2	False	False	False
HEATR1-SNRPE	False	False	False
HEATR1-SNRPF	False	False	False
HEATR1-SNRPG	False	False	False
HEATR1-SNRPN	False	False	False
HEATR1-SNU13	False	False	False
HEATR1-SNW1	False	False	False
HEATR1-SPATS2	False	False	False
HEATR1-SPATS2L	False	False	False
HEATR1-SPCS2	False	False	False
HEATR1-SPOUT1	False	False	False
HEATR1-SQSTM1	False	False	False
HEATR1-SRBD1	False	False	False
HEATR1-SREK1	False	False	False
HEATR1-SRFBP1	False	False	False
HEATR1-SRP14	False	False	False
HEATR1-SRP54	False	False	False
HEATR1-SRP68	False	False	False
HEATR1-SRPK1	False	False	False
HEATR1-SRPK2	False	False	False
HEATR1-SRRM3	False	False	False
HEATR1-SRRM4	False	False	False
HEATR1-SRSF1	False	False	False
HEATR1-SRSF10	False	False	False
HEATR1-SRSF11	False	False	False
HEATR1-SRSF11 CONSERVED PEPTIDE	False	False	False
HEATR1-SRSF12	False	False	False
HEATR1-SRSF2	False	False	False
HEATR1-SRSF3	False	False	False
HEATR1-SRSF4	False	False	False
HEATR1-SRSF5	False	False	False
HEATR1-SRSF6	False	False	False
HEATR1-SRSF7	False	False	False
HEATR1-SRSF8	False	False	False
HEATR1-SRSF9	False	False	False
HEATR1-SSBP1	False	False	False
HEATR1-SSR1	False	False	False
HEATR1-SSRP1	False	False	False
HEATR1-ST13	False	False	False
HEATR1-STAU1	False	False	False
HEATR1-STAU2	False	False	False
HEATR1-STIP1	False	False	False
HEATR1-STRAP	False	False	False
HEATR1-STRBP	False	False	False
HEATR1-SUB1	False	False	False
HEATR1-SUCLG1	False	False	False
HEATR1-SUGP1	False	False	False
HEATR1-SUGP2	False	False	False
HEATR1-SUMO1	False	False	False
HEATR1-SUMO2	False	False	False
HEATR1-SUN2	False	False	False
HEATR1-SUPT5H	False	False	False
HEATR1-SUPV3L1	False	False	False
HEATR1-SURF2	False	False	False
HEATR1-SURF6	False	False	False
HEATR1-SUV39H1	False	False	False
HEATR1-SYF2	False	False	False
HEATR1-SYNCRIP	False	False	False
HEATR1-SYT4	False	False	False
HEATR1-SYT4_38_425	False	False	False
HEATR1-SYT4_38_STOP	False	False	False
HEATR1-TACC3	False	False	False
HEATR1-TAF15	False	False	False
HEATR1-TAGLN2	False	False	False
HEATR1-TARBP2	False	False	False
HEATR1-TARDBP	False	False	False
HEATR1-TBRG1	False	False	False
HEATR1-TBRG4	False	False	False
HEATR1-TCEA1	False	False	False
HEATR1-TCF25	False	False	False
HEATR1-TDRD3	False	False	False
HEATR1-TDRD9	False	False	False
HEATR1-TEFM	False	False	False
HEATR1-TES	False	False	False
HEATR1-TEX10	False	False	False
HEATR1-TFIP11	False	False	False
HEATR1-THOC1	False	False	False
HEATR1-THOC3	False	False	False
HEATR1-THOC5	False	False	False
HEATR1-THOC7	False	False	False
HEATR1-THRAP3	False	False	False
HEATR1-THUMPD1	False	False	False
HEATR1-TIA1	False	False	False
HEATR1-TIAL1	False	False	False
HEATR1-TMA16	False	False	False
HEATR1-TMED9	False	False	False
HEATR1-TMEM214	False	False	False
HEATR1-TNRC6A	False	False	False
HEATR1-TOP3B	False	False	False
HEATR1-TOPBP1	False	False	False
HEATR1-TPI1	False	False	False
HEATR1-TPPP3	False	False	False
HEATR1-TPT1	False	False	False
HEATR1-TRA2A	False	False	False
HEATR1-TRA2B	False	False	False
HEATR1-TRAK1	False	False	False
HEATR1-TRAK2	False	False	False
HEATR1-TRMT1	False	False	False
HEATR1-TRMT10C	False	False	False
HEATR1-TRMT1L	False	False	False
HEATR1-TRMT2A	False	False	False
HEATR1-TRNAU1AP	False	False	False
HEATR1-TRUB2	False	False	False
HEATR1-TSFM	False	False	False
HEATR1-TSN	False	False	False
HEATR1-TSNAX	False	False	False
HEATR1-TSNAXIP1	False	False	False
HEATR1-TSR1	False	False	False
HEATR1-TUBA1A	False	False	False
HEATR1-TUBB4B	False	False	False
HEATR1-TUBB5	False	False	False
HEATR1-TUBG1	False	False	False
HEATR1-TUFM	False	False	False
HEATR1-TUT4	False	False	False
HEATR1-TWF2	False	False	False
HEATR1-TWISTNB	False	False	False
HEATR1-TXN	False	False	False
HEATR1-TXNL4A	False	False	False
HEATR1-U2AF1	False	False	False
HEATR1-U2AF2	False	False	False
HEATR1-U2SURP	False	False	False
HEATR1-UBA1	False	False	False
HEATR1-UBA52	False	False	False
HEATR1-UBE2I	False	False	False
HEATR1-UBE2L3	False	False	False
HEATR1-UBE2O	False	False	False
HEATR1-UBL5	False	False	False
HEATR1-UCHL5	False	False	False
HEATR1-UNKL	False	False	False
HEATR1-USO1	False	False	False
HEATR1-USP10	False	False	False
HEATR1-USP36	False	False	False
HEATR1-USP39	False	False	False
HEATR1-USP42	False	False	False
HEATR1-UTP14A	False	False	False
HEATR1-UTP15	False	False	False
HEATR1-UTP18	False	False	False
HEATR1-UTP23	False	False	False
HEATR1-UTP3	False	False	False
HEATR1-UTP6	False	False	False
HEATR1-VAPA	False	False	False
HEATR1-VCP	False	False	False
HEATR1-VIM	False	False	False
HEATR1-VPS4B	False	False	False
HEATR1-WBP11	False	False	False
HEATR1-WBP4	False	False	False
HEATR1-WDR18	False	False	False
HEATR1-WDR3	False	False	False
HEATR1-WDR33	False	False	False
HEATR1-WDR36	False	False	False
HEATR1-WDR46	False	False	False
HEATR1-WDR59	False	False	False
HEATR1-WDR83	False	False	False
HEATR1-WTAP	False	False	False
HEATR1-XPO5	False	False	False
HEATR1-XRCC6	False	False	False
HEATR1-XRN2	False	False	False
HEATR1-YARS1	False	False	False
HEATR1-YARS2	False	False	False
HEATR1-YBX2	False	False	False
HEATR1-YTHDC1	False	False	False
HEATR1-YTHDF1	False	False	False
HEATR1-YTHDF2	False	False	False
HEATR1-YTHDF3	False	False	False
HEATR1-YWHAE	False	False	False
HEATR1-YWHAG	False	False	False
HEATR1-YWHAH	False	False	False
HEATR1-YWHAZ	False	False	False
HEATR1-ZADH2	False	False	False
HEATR1-ZC3H10	False	False	False
HEATR1-ZC3H11A	False	False	False
HEATR1-ZC3H14	False	False	False
HEATR1-ZC3H18	False	False	False
HEATR1-ZC3H7A	False	False	False
HEATR1-ZC3H7B	False	False	False
HEATR1-ZC3H8	False	False	False
HEATR1-ZC3HAV1	False	False	False
HEATR1-ZCCHC17	False	False	False
HEATR1-ZCCHC9	False	False	False
HEATR1-ZCRB1	False	False	False
HEATR1-ZFP36L1	False	False	False
HEATR1-ZMAT3	False	False	False
HEATR1-ZMAT5	False	False	False
HEATR1-ZNF830	False	False	False
HEATR1-ZRANB2	False	False	False
HEATR1-ZRSR2	False	False	False
HEATR1-ZRSR2P1	False	False	False
HEXIM1-HFM1	False	False	False
HEXIM1-HJURP	False	False	False
HEXIM1-HMGA1	False	False	False
HEXIM1-HMGB1	False	False	False
HEXIM1-HMGB2	False	False	False
HEXIM1-HMGB3	False	False	False
HEXIM1-HNRNPA0	False	False	False
HEXIM1-HNRNPA1	False	False	False
HEXIM1-HNRNPA2B1	False	False	False
HEXIM1-HNRNPA3	False	False	False
HEXIM1-HNRNPC	False	False	False
HEXIM1-HNRNPCL1	False	False	False
HEXIM1-HNRNPDL	False	False	False
HEXIM1-HNRNPDL_CTER	False	False	False
HEXIM1-HNRNPF	False	False	False
HEXIM1-HNRNPH1	False	False	False
HEXIM1-HNRNPH2	False	False	False
HEXIM1-HNRNPH3	False	False	False
HEXIM1-HNRNPK	False	False	False
HEXIM1-HNRNPLL	False	False	False
HEXIM1-HNRNPR	False	False	False
HEXIM1-HNRNPU	False	False	False
HEXIM1-HOOK1	False	False	False
HEXIM1-HOOK3	False	False	False
HEXIM1-HP1BP3	False	False	False
HEXIM1-HSD17B10	False	False	False
HEXIM1-HSP90AA1	False	False	False
HEXIM1-HSP90AB1	False	False	False
HEXIM1-HSP90B1	False	False	False
HEXIM1-HSPA1A	False	False	False
HEXIM1-HSPA5	False	False	False
HEXIM1-HSPA8	False	False	False
HEXIM1-HSPA9	False	False	False
HEXIM1-HSPD1	False	False	False
HEXIM1-HTATSF1	False	False	False
HEXIM1-IDH3A	False	False	False
HEXIM1-IFIT2	False	False	False
HEXIM1-IGF2BP1	False	False	False
HEXIM1-IGF2BP2	False	False	False
HEXIM1-IGF2BP3	False	False	False
HEXIM1-ILF2	False	False	False
HEXIM1-ILF3	False	False	False
HEXIM1-IMP3	False	False	False
HEXIM1-INTS4	False	False	False
HEXIM1-INTS6	False	False	False
HEXIM1-INTS7	False	False	False
HEXIM1-IPO5	False	False	False
HEXIM1-ISY1	False	False	False
HEXIM1-KARS1	False	False	False
HEXIM1-KAT5	False	False	False
HEXIM1-KATNB1	False	False	False
HEXIM1-KCNAB1	False	False	False
HEXIM1-KDM4B	False	False	False
HEXIM1-KHDRBS1	False	False	False
HEXIM1-KHDRBS2	False	False	False
HEXIM1-KHDRBS3	False	False	False
HEXIM1-KIF11_CTER	False	False	False
HEXIM1-KIF12	False	False	False
HEXIM1-KIF13A	False	False	False
HEXIM1-KIF13B	False	False	False
HEXIM1-KIF14	False	False	False
HEXIM1-KIF16B_CTER	False	False	False
HEXIM1-KIF17	False	False	False
HEXIM1-KIF17V2	False	False	False
HEXIM1-KIF18A	False	False	False
HEXIM1-KIF18B	False	False	False
HEXIM1-KIF19A_CTER	False	False	False
HEXIM1-KIF1B_CTER	False	False	False
HEXIM1-KIF1B_NTER	False	False	False
HEXIM1-KIF1C	False	False	False
HEXIM1-KIF1C_CTER	False	False	False
HEXIM1-KIF20A	False	False	False
HEXIM1-KIF20A_CTER	False	False	False
HEXIM1-KIF21B	False	False	False
HEXIM1-KIF22	False	False	False
HEXIM1-KIF23_CTER	False	False	False
HEXIM1-KIF24	False	False	False
HEXIM1-KIF2A	False	False	False
HEXIM1-KIF2C	False	False	False
HEXIM1-KIF3A	False	False	False
HEXIM1-KIF3B	False	False	False
HEXIM1-KIF3C	False	False	False
HEXIM1-KIF5A	False	False	False
HEXIM1-KIF6	False	False	False
HEXIM1-KIF7_DEL	False	False	False
HEXIM1-KIF9	False	False	False
HEXIM1-KIFAP3	False	False	False
HEXIM1-KIFC1	False	False	False
HEXIM1-KIFC2_NTER	False	False	False
HEXIM1-KIFC3_NTER	False	False	False
HEXIM1-KLC1	False	False	False
HEXIM1-KLC2	False	False	False
HEXIM1-KLC4	False	False	False
HEXIM1-KPNA1	False	False	False
HEXIM1-KPNA2	False	False	False
HEXIM1-KRR1	False	False	False
HEXIM1-KRT31	False	False	False
HEXIM1-KRT81	False	False	False
HEXIM1-LACTB	False	False	False
HEXIM1-LAM	False	False	False
HEXIM1-LARGET	False	False	False
HEXIM1-LARP1	False	False	False
HEXIM1-LARP1B	False	False	False
HEXIM1-LARP4	False	False	False
HEXIM1-LARP4B	False	False	False
HEXIM1-LARP7	False	False	False
HEXIM1-LBR	False	False	False
HEXIM1-LDHA	False	False	False
HEXIM1-LENG1	False	False	False
HEXIM1-LGALS3	False	False	False
HEXIM1-LIN28A	False	False	False
HEXIM1-LIN28B	False	False	False
HEXIM1-LIN7A	False	False	False
HEXIM1-LLPH	False	False	False
HEXIM1-LMNA	False	False	False
HEXIM1-LPAR1	False	False	False
HEXIM1-LSM1	False	False	False
HEXIM1-LSM14B	False	False	False
HEXIM1-LSM2	False	False	False
HEXIM1-LSM3	False	False	False
HEXIM1-LSM4	False	False	False
HEXIM1-LSM5	False	False	False
HEXIM1-LSM6	False	False	False
HEXIM1-LSM7	False	False	False
HEXIM1-LSM8	False	False	False
HEXIM1-LUC7L	False	False	False
HEXIM1-LUC7L2	False	False	False
HEXIM1-LUC7L3	False	False	False
HEXIM1-LYAR	False	False	False
HEXIM1-MAGOH	False	False	False
HEXIM1-MAK16	False	False	False
HEXIM1-MANF	False	False	False
HEXIM1-MAP1S	False	False	False
HEXIM1-MAP2	False	False	False
HEXIM1-MAP4	False	False	False
HEXIM1-MAP7	False	False	False
HEXIM1-MAPRE1	False	False	False
HEXIM1-MAPRE2	False	False	False
HEXIM1-MAPRE3	False	False	False
HEXIM1-MAPT	False	False	False
HEXIM1-MAZ	False	False	False
HEXIM1-MBNL1	False	False	False
HEXIM1-MBNL2	False	False	False
HEXIM1-MBP	False	False	False
HEXIM1-MDH2	False	False	False
HEXIM1-MECP2	False	False	False
HEXIM1-MED1	False	False	False
HEXIM1-MEPCE	False	False	False
HEXIM1-METTL14	False	False	False
