Interaction	rec-Y2H | Table S2	Both eCLIP - HepG2	Both eCLIP - K562
BRD4-S100A16	False	False	False
BRD4-SAFB2	False	False	False
BRD4-SAMD4B	False	False	False
BRD4-SAP18	False	False	False
BRD4-SARNP	False	False	False
BRD4-SARS1	False	False	False
BRD4-SART3	False	False	False
BRD4-SBDS	False	False	False
BRD4-SCAF11	False	False	False
BRD4-SDHC	False	False	False
BRD4-SEC61A1	False	False	False
BRD4-SEC63	False	False	False
BRD4-SECISBP2	False	False	False
BRD4-SERBP1	False	False	False
BRD4-SERPINA3	False	False	False
BRD4-SERPINB5	False	False	False
BRD4-SF1	False	False	False
BRD4-SF3A1	False	False	False
BRD4-SF3A3	False	False	False
BRD4-SF3B2	False	False	False
BRD4-SF3B3	False	False	False
BRD4-SF3B4	False	False	False
BRD4-SF3B6	False	False	False
BRD4-SFPQ	False	False	False
BRD4-SFSWAP	False	False	False
BRD4-SGO2	False	False	False
BRD4-SLAIN1	False	False	False
BRD4-SLAIN2	False	False	False
BRD4-SLC25A3	False	False	False
BRD4-SLC25A5	False	False	False
BRD4-SLIRP	False	False	False
BRD4-SLU7	False	False	False
BRD4-SMARCB1	False	False	False
BRD4-SMARCC2	False	False	False
BRD4-SMCHD1	False	False	False
BRD4-SMNDC1	False	False	False
BRD4-SMU1	False	False	False
BRD4-SNIP1	False	False	False
BRD4-SNRNP27	False	False	False
BRD4-SNRNP40	False	False	False
BRD4-SNRNP48	False	False	False
BRD4-SNRNP70	False	False	False
BRD4-SNRPA	False	False	False
BRD4-SNRPA1	False	False	False
BRD4-SNRPB	False	False	False
BRD4-SNRPC	False	False	False
BRD4-SNRPD1	False	False	False
BRD4-SNRPD2	False	False	False
BRD4-SNRPE	False	False	False
BRD4-SNRPF	False	False	False
BRD4-SNRPG	False	False	False
BRD4-SNRPN	False	False	False
BRD4-SNU13	False	False	False
BRD4-SNW1	False	False	False
BRD4-SPATS2	False	False	False
BRD4-SPATS2L	False	False	False
BRD4-SPCS2	False	False	False
BRD4-SPOUT1	False	False	False
BRD4-SQSTM1	False	False	False
BRD4-SRBD1	False	False	False
BRD4-SREK1	False	False	False
BRD4-SRFBP1	False	False	False
BRD4-SRP14	False	False	False
BRD4-SRP54	False	False	False
BRD4-SRP68	False	False	False
BRD4-SRPK1	False	False	False
BRD4-SRPK2	False	False	False
BRD4-SRRM3	False	False	False
BRD4-SRRM4	False	False	False
BRD4-SRSF1	False	False	False
BRD4-SRSF10	False	False	False
BRD4-SRSF11	False	False	False
BRD4-SRSF11 CONSERVED PEPTIDE	False	False	False
BRD4-SRSF12	False	False	False
BRD4-SRSF2	False	False	False
BRD4-SRSF3	False	False	False
BRD4-SRSF4	False	False	False
BRD4-SRSF5	False	False	False
BRD4-SRSF6	False	False	False
BRD4-SRSF7	False	False	False
BRD4-SRSF8	False	False	False
BRD4-SRSF9	False	False	False
BRD4-SSBP1	False	False	False
BRD4-SSR1	False	False	False
BRD4-SSRP1	False	False	False
BRD4-ST13	False	False	False
BRD4-STAU1	False	False	False
BRD4-STAU2	False	False	False
BRD4-STIP1	False	False	False
BRD4-STRAP	False	False	False
BRD4-STRBP	False	False	False
BRD4-SUB1	False	False	False
BRD4-SUCLG1	False	False	False
BRD4-SUGP1	False	False	False
BRD4-SUGP2	False	False	False
BRD4-SUMO1	False	False	False
BRD4-SUMO2	False	False	False
BRD4-SUN2	False	False	False
BRD4-SUPT5H	False	False	False
BRD4-SUPV3L1	False	False	False
BRD4-SURF2	False	False	False
BRD4-SURF6	False	False	False
BRD4-SUV39H1	False	False	False
BRD4-SYF2	False	False	False
BRD4-SYNCRIP	False	False	False
BRD4-SYT4	False	False	False
BRD4-SYT4_38_425	False	False	False
BRD4-SYT4_38_STOP	False	False	False
BRD4-TACC3	False	False	False
BRD4-TAF15	False	False	False
BRD4-TAGLN2	False	False	False
BRD4-TARBP2	False	False	False
BRD4-TARDBP	False	False	False
BRD4-TBRG1	False	False	False
BRD4-TBRG4	False	False	False
BRD4-TCEA1	False	False	False
BRD4-TCF25	False	False	False
BRD4-TDRD3	False	False	False
BRD4-TDRD9	False	False	False
BRD4-TEFM	False	False	False
BRD4-TES	False	False	False
BRD4-TEX10	False	False	False
BRD4-TFIP11	False	False	False
BRD4-THOC1	False	False	False
BRD4-THOC3	False	False	False
BRD4-THOC5	False	False	False
BRD4-THOC7	False	False	False
BRD4-THRAP3	False	False	False
BRD4-THUMPD1	False	False	False
BRD4-TIA1	False	False	False
BRD4-TIAL1	False	False	False
BRD4-TMA16	False	False	False
BRD4-TMED9	False	False	False
BRD4-TMEM214	False	False	False
BRD4-TNRC6A	False	False	False
BRD4-TOP3B	False	False	False
BRD4-TOPBP1	False	False	False
BRD4-TPI1	False	False	False
BRD4-TPPP3	False	False	False
BRD4-TPT1	False	False	False
BRD4-TRA2A	False	False	False
BRD4-TRA2B	False	False	False
BRD4-TRAK1	False	False	False
BRD4-TRAK2	False	False	False
BRD4-TRMT1	False	False	False
BRD4-TRMT10C	False	False	False
BRD4-TRMT1L	False	False	False
BRD4-TRMT2A	False	False	False
BRD4-TRNAU1AP	False	False	False
BRD4-TRUB2	False	False	False
BRD4-TSFM	False	False	False
BRD4-TSN	False	False	False
BRD4-TSNAX	False	False	False
BRD4-TSNAXIP1	False	False	False
BRD4-TSR1	False	False	False
BRD4-TUBA1A	False	False	False
BRD4-TUBB4B	False	False	False
BRD4-TUBB5	False	False	False
BRD4-TUBG1	False	False	False
BRD4-TUFM	False	False	False
BRD4-TUT4	False	False	False
BRD4-TWF2	False	False	False
BRD4-TWISTNB	False	False	False
BRD4-TXN	False	False	False
BRD4-TXNL4A	False	False	False
BRD4-U2AF1	False	False	False
BRD4-U2AF2	False	False	False
BRD4-U2SURP	False	False	False
BRD4-UBA1	False	False	False
BRD4-UBA52	False	False	False
BRD4-UBE2I	False	False	False
BRD4-UBE2L3	False	False	False
BRD4-UBE2O	False	False	False
BRD4-UBL5	False	False	False
BRD4-UCHL5	False	False	False
BRD4-UNKL	False	False	False
BRD4-USO1	False	False	False
BRD4-USP10	False	False	False
BRD4-USP36	False	False	False
BRD4-USP39	False	False	False
BRD4-USP42	False	False	False
BRD4-UTP14A	False	False	False
BRD4-UTP15	False	False	False
BRD4-UTP18	False	False	False
BRD4-UTP23	False	False	False
BRD4-UTP3	False	False	False
BRD4-UTP6	False	False	False
BRD4-VAPA	False	False	False
BRD4-VCP	False	False	False
BRD4-VIM	False	False	False
BRD4-VPS4B	False	False	False
BRD4-WBP11	False	False	False
BRD4-WBP4	False	False	False
BRD4-WDR18	False	False	False
BRD4-WDR3	False	False	False
BRD4-WDR33	False	False	False
BRD4-WDR36	False	False	False
BRD4-WDR46	False	False	False
BRD4-WDR59	False	False	False
BRD4-WDR83	False	False	False
BRD4-WTAP	False	False	False
BRD4-XPO5	False	False	False
BRD4-XRCC6	False	False	False
BRD4-XRN2	False	False	False
BRD4-YARS1	False	False	False
BRD4-YARS2	False	False	False
BRD4-YBX2	False	False	False
BRD4-YTHDC1	False	False	False
BRD4-YTHDF1	False	False	False
BRD4-YTHDF2	False	False	False
BRD4-YTHDF3	False	False	False
BRD4-YWHAE	False	False	False
BRD4-YWHAG	False	False	False
BRD4-YWHAH	False	False	False
BRD4-YWHAZ	False	False	False
BRD4-ZADH2	False	False	False
BRD4-ZC3H10	False	False	False
BRD4-ZC3H11A	False	False	False
BRD4-ZC3H14	False	False	False
BRD4-ZC3H18	False	False	False
BRD4-ZC3H7A	False	False	False
BRD4-ZC3H7B	False	False	False
BRD4-ZC3H8	False	False	False
BRD4-ZC3HAV1	False	False	False
BRD4-ZCCHC17	False	False	False
BRD4-ZCCHC9	False	False	False
BRD4-ZCRB1	False	False	False
BRD4-ZFP36L1	False	False	False
BRD4-ZMAT3	False	False	False
BRD4-ZMAT5	False	False	False
BRD4-ZNF830	False	False	False
BRD4-ZRANB2	False	False	False
BRD4-ZRSR2	False	False	False
BRD4-ZRSR2P1	False	False	False
BRIX1-BTF3	False	False	False
BRIX1-BUB3	False	False	False
BRIX1-BUD13	False	False	False
BRIX1-BUD31	False	False	False
BRIX1-BYSL	False	False	False
BRIX1-BZW1	False	False	False
BRIX1-BZW2	False	False	False
BRIX1-C1ORF131	False	False	False
BRIX1-C9ORF78	False	False	False
BRIX1-CALD1	False	False	False
BRIX1-CALM1	False	False	False
BRIX1-CALR	False	False	False
BRIX1-CANX	False	False	False
BRIX1-CASK	False	False	False
BRIX1-CCAR2	False	False	False
BRIX1-CCDC12	False	False	False
BRIX1-CCDC124	False	False	False
BRIX1-CCDC59	False	False	False
BRIX1-CCDC9	False	False	False
BRIX1-CCL14	False	False	False
BRIX1-CCSER2	False	False	False
BRIX1-CCT4	False	False	False
BRIX1-CD2BP2	False	False	False
BRIX1-CDC42	False	False	False
BRIX1-CDK13	False	False	False
BRIX1-CELF1	False	False	False
BRIX1-CEP55	False	False	False
BRIX1-CFAP20	False	False	False
BRIX1-CFL1	False	False	False
BRIX1-CHD1	False	False	False
BRIX1-CHD2	False	False	False
BRIX1-CHTOP	False	False	False
BRIX1-CIRBP	False	False	False
BRIX1-CISD1	False	False	False
BRIX1-CISD2	False	False	False
BRIX1-CKAP2	False	False	False
BRIX1-CKAP5	False	False	False
BRIX1-CLASP1	False	False	False
BRIX1-CLASP2	False	False	False
BRIX1-CLIP2	False	False	False
BRIX1-CLIP4	False	False	False
BRIX1-CLK1	False	False	False
BRIX1-CLK2	False	False	False
BRIX1-CLK3	False	False	False
BRIX1-CLK4	False	False	False
BRIX1-CNBP	False	False	False
BRIX1-CNN3	False	False	False
BRIX1-CNOT4	False	False	False
BRIX1-CPEB1	False	False	False
BRIX1-CPEB2	False	False	False
BRIX1-CPEB4	False	False	False
BRIX1-CPSF2	False	False	False
BRIX1-CPSF4	False	False	False
BRIX1-CPSF6	False	False	False
BRIX1-CPSF7	False	False	False
BRIX1-CSDE1	False	False	False
BRIX1-CSNK1E	False	False	False
BRIX1-CSRP1	False	False	False
BRIX1-CSTF2T	False	False	False
BRIX1-CTBP1	False	False	False
BRIX1-CTCF	False	False	False
BRIX1-CTNNA1	False	False	False
BRIX1-CTNNBL1	False	False	False
BRIX1-CTNND1	False	False	False
BRIX1-CTTN	False	False	False
BRIX1-CUL1	False	False	False
BRIX1-CWC15	False	False	False
BRIX1-CWC22	False	False	False
BRIX1-CXORF56	False	False	False
BRIX1-DAP3	False	False	False
BRIX1-DAPK1	False	False	False
BRIX1-DBR1	False	False	False
BRIX1-DCAF13	False	False	False
BRIX1-DCAF7	False	False	False
BRIX1-DCN	False	False	False
BRIX1-DCX	False	False	False
BRIX1-DDX1	False	False	False
BRIX1-DDX11	False	False	False
BRIX1-DDX17	False	False	False
BRIX1-DDX18	False	False	False
BRIX1-DDX19A	False	False	False
BRIX1-DDX20	False	False	False
BRIX1-DDX21	False	False	False
BRIX1-DDX23	False	False	False
BRIX1-DDX28	False	False	False
BRIX1-DDX31	False	False	False
BRIX1-DDX39A	False	False	False
BRIX1-DDX39AB_ZEBRAFISH	False	False	False
BRIX1-DDX39A_NTER	False	False	False
BRIX1-DDX3X	False	False	False
BRIX1-DDX41	False	False	False
BRIX1-DDX42	False	False	False
BRIX1-DDX47	False	False	False
BRIX1-DDX49	False	False	False
BRIX1-DDX50	False	False	False
BRIX1-DDX52	False	False	False
BRIX1-DDX54	False	False	False
BRIX1-DDX6	False	False	False
BRIX1-DENND1A	False	False	False
BRIX1-DENND1B	False	False	False
BRIX1-DENND2A	False	False	False
BRIX1-DENND2C	False	False	False
BRIX1-DENND2D	False	False	False
BRIX1-DENND5A	False	False	False
BRIX1-DHX16	False	False	False
BRIX1-DHX30	False	False	False
BRIX1-DHX32	False	False	False
BRIX1-DHX33	False	False	False
BRIX1-DHX36	False	False	False
BRIX1-DHX37	False	False	False
BRIX1-DHX38	False	False	False
BRIX1-DHX57	False	False	False
BRIX1-DHX8	False	False	False
BRIX1-DHX9	False	False	False
BRIX1-DICER1	False	False	False
BRIX1-DIDO1	False	False	False
BRIX1-DIEXF	False	False	False
BRIX1-DIMT1	False	False	False
BRIX1-DIS3	False	False	False
BRIX1-DIS3L	False	False	False
BRIX1-DKC1	False	False	False
BRIX1-DLD	False	False	False
BRIX1-DMRTB1	False	False	False
BRIX1-DNAJA1	False	False	False
BRIX1-DNAJC1	False	False	False
BRIX1-DNAJC8	False	False	False
BRIX1-DNTTIP2	False	False	False
BRIX1-DPYSL2	False	False	False
BRIX1-DST	False	False	False
BRIX1-DUSP14	False	False	False
BRIX1-DUT	False	False	False
BRIX1-DYNC1H1	False	False	False
BRIX1-DYNC1I1	False	False	False
BRIX1-DYNC1I2	False	False	False
BRIX1-DYNC1LI1	False	False	False
BRIX1-DYNC1LI2	False	False	False
BRIX1-DYNC2LI1	False	False	False
BRIX1-DYNLL1	False	False	False
BRIX1-DYNLRB1	False	False	False
BRIX1-DYNLT1	False	False	False
BRIX1-EBNA1BP2	False	False	False
BRIX1-EDF1	False	False	False
BRIX1-EEF1A1	False	False	False
BRIX1-EEF1A2	False	False	False
BRIX1-EEF1D	False	False	False
BRIX1-EEF1G	False	False	False
BRIX1-EEF2	False	False	False
BRIX1-EFTUD2	False	False	False
BRIX1-EHMT2	False	False	False
BRIX1-EIF1A	False	False	False
BRIX1-EIF1B	False	False	False
BRIX1-EIF2B4	False	False	False
BRIX1-EIF2S1	False	False	False
BRIX1-EIF2S2	False	False	False
BRIX1-EIF3C	False	False	False
BRIX1-EIF3D	False	False	False
BRIX1-EIF3E	False	False	False
BRIX1-EIF3G	False	False	False
BRIX1-EIF3H	False	False	False
BRIX1-EIF3I	False	False	False
BRIX1-EIF3L	False	False	False
BRIX1-EIF4A1	False	False	False
BRIX1-EIF4A2	False	False	False
BRIX1-EIF4A3	False	False	False
BRIX1-EIF4B	False	False	False
BRIX1-EIF4E	False	False	False
BRIX1-EIF4ENIF1	False	False	False
BRIX1-EIF4H	False	False	False
BRIX1-EIF5	False	False	False
BRIX1-EIF5A	False	False	False
BRIX1-EIF5A2	False	False	False
BRIX1-EIF5B	False	False	False
BRIX1-ELAC2	False	False	False
BRIX1-ELAVL1	False	False	False
BRIX1-ELAVL2	False	False	False
BRIX1-ELAVL3	False	False	False
BRIX1-ELAVL4	False	False	False
BRIX1-EMG1	False	False	False
BRIX1-EMIC SRRM3	False	False	False
BRIX1-EMIC SRRM3 MUT 2	False	False	False
BRIX1-EMIC SRRM3 MUT 25	False	False	False
BRIX1-EMIC SRRM3 MUT 5	False	False	False
BRIX1-EMIC SRRM4	False	False	False
BRIX1-EMIC SRRM4 MUT 2	False	False	False
BRIX1-EMIC SRRM4 MUT 25	False	False	False
BRIX1-EMIC SRRM4 MUT 5	False	False	False
BRIX1-ENO1	False	False	False
BRIX1-ERAL1	False	False	False
BRIX1-ERCC3	False	False	False
BRIX1-ERH	False	False	False
BRIX1-ERI3	False	False	False
BRIX1-ERP29	False	False	False
BRIX1-ESRP1	False	False	False
BRIX1-ESRP2_ZEBRAFISH	False	False	False
BRIX1-ESS2	False	False	False
BRIX1-EWSR1	False	False	False
BRIX1-EXOSC1	False	False	False
BRIX1-EXOSC3	False	False	False
BRIX1-EXOSC3_8023	False	False	False
BRIX1-EXOSC4	False	False	False
BRIX1-EXOSC5	False	False	False
BRIX1-EXOSC7	False	False	False
BRIX1-EXOSC8	False	False	False
BRIX1-EZH2	False	False	False
BRIX1-EZR	False	False	False
BRIX1-FAM120A	False	False	False
BRIX1-FAM32A	False	False	False
BRIX1-FAM50B	False	False	False
BRIX1-FAM98A	False	False	False
BRIX1-FARSA	False	False	False
BRIX1-FARSB	False	False	False
BRIX1-FASN	False	False	False
BRIX1-FASTKD1	False	False	False
BRIX1-FASTKD2	False	False	False
BRIX1-FASTKD5	False	False	False
BRIX1-FAU_UBIM_RS30	False	False	False
BRIX1-FBL	False	False	False
BRIX1-FBXW7	False	False	False
BRIX1-FEZ1	False	False	False
BRIX1-FEZ2	False	False	False
BRIX1-FHIT	False	False	False
BRIX1-FIP1L1	False	False	False
BRIX1-FKBP3	False	False	False
BRIX1-FKBP4	False	False	False
BRIX1-FMR1	False	False	False
BRIX1-FNDC3B	False	False	False
BRIX1-FRG1	False	False	False
BRIX1-FTSJ3	False	False	False
BRIX1-FUBP3	False	False	False
BRIX1-FUS	False	False	False
BRIX1-FXR1	False	False	False
BRIX1-FXR2	False	False	False
BRIX1-FYTTD1	False	False	False
BRIX1-G3BP1	False	False	False
BRIX1-G3BP2	False	False	False
BRIX1-GAA	False	False	False
BRIX1-GANAB	False	False	False
BRIX1-GAR1	False	False	False
BRIX1-GDI2	False	False	False
BRIX1-GFP	False	False	False
BRIX1-GIMAP4	False	False	False
BRIX1-GNL2	False	False	False
BRIX1-GNL3	False	False	False
BRIX1-GNL3L	False	False	False
BRIX1-GOLGA4	False	False	False
BRIX1-GOT2	False	False	False
BRIX1-GPATCH4	False	False	False
BRIX1-GPX4	False	False	False
BRIX1-GRB2	False	False	False
BRIX1-GRIP1	False	False	False
BRIX1-GRN	False	False	False
BRIX1-GSPT2	False	False	False
BRIX1-GTF2F1	False	False	False
BRIX1-GTPBP4	False	False	False
BRIX1-GTSE1	False	False	False
BRIX1-H1-2	False	False	False
BRIX1-H1-4	False	False	False
BRIX1-H2AFY2	False	False	False
BRIX1-H2AX	False	False	False
BRIX1-HADHA	False	False	False
BRIX1-HADHB	False	False	False
BRIX1-HDAC1	False	False	False
BRIX1-HDAC6	False	False	False
BRIX1-HDGF	False	False	False
BRIX1-HEATR1	False	False	False
BRIX1-HEXIM1	False	False	False
BRIX1-HFM1	False	False	False
BRIX1-HJURP	False	False	False
BRIX1-HMGA1	False	False	False
BRIX1-HMGB1	False	False	False
BRIX1-HMGB2	False	False	False
BRIX1-HMGB3	False	False	False
BRIX1-HNRNPA0	False	False	False
BRIX1-HNRNPA1	False	False	False
BRIX1-HNRNPA2B1	False	False	False
BRIX1-HNRNPA3	False	False	False
BRIX1-HNRNPC	False	False	False
BRIX1-HNRNPCL1	False	False	False
BRIX1-HNRNPDL	False	False	False
BRIX1-HNRNPDL_CTER	False	False	False
BRIX1-HNRNPF	False	False	False
BRIX1-HNRNPH1	False	False	False
BRIX1-HNRNPH2	False	False	False
BRIX1-HNRNPH3	False	False	False
BRIX1-HNRNPK	False	False	False
BRIX1-HNRNPLL	False	False	False
BRIX1-HNRNPR	False	False	False
BRIX1-HNRNPU	False	False	False
BRIX1-HOOK1	False	False	False
BRIX1-HOOK3	False	False	False
BRIX1-HP1BP3	False	False	False
BRIX1-HSD17B10	False	False	False
BRIX1-HSP90AA1	False	False	False
BRIX1-HSP90AB1	False	False	False
BRIX1-HSP90B1	False	False	False
BRIX1-HSPA1A	False	False	False
BRIX1-HSPA5	False	False	False
BRIX1-HSPA8	False	False	False
BRIX1-HSPA9	False	False	False
BRIX1-HSPD1	False	False	False
BRIX1-HTATSF1	False	False	False
BRIX1-IDH3A	False	False	False
BRIX1-IFIT2	False	False	False
BRIX1-IGF2BP1	False	False	False
BRIX1-IGF2BP2	False	False	False
BRIX1-IGF2BP3	False	False	False
BRIX1-ILF2	False	False	False
BRIX1-ILF3	False	False	False
BRIX1-IMP3	False	False	False
BRIX1-INTS4	False	False	False
BRIX1-INTS6	False	False	False
BRIX1-INTS7	False	False	False
BRIX1-IPO5	False	False	False
BRIX1-ISY1	False	False	False
BRIX1-KARS1	False	False	False
BRIX1-KAT5	False	False	False
BRIX1-KATNB1	False	False	False
BRIX1-KCNAB1	False	False	False
BRIX1-KDM4B	False	False	False
BRIX1-KHDRBS1	False	False	False
BRIX1-KHDRBS2	False	False	False
BRIX1-KHDRBS3	False	False	False
BRIX1-KIF11_CTER	False	False	False
BRIX1-KIF12	False	False	False
BRIX1-KIF13A	False	False	False
BRIX1-KIF13B	False	False	False
BRIX1-KIF14	False	False	False
BRIX1-KIF16B_CTER	False	False	False
BRIX1-KIF17	False	False	False
BRIX1-KIF17V2	False	False	False
BRIX1-KIF18A	False	False	False
BRIX1-KIF18B	False	False	False
BRIX1-KIF19A_CTER	False	False	False
BRIX1-KIF1B_CTER	False	False	False
BRIX1-KIF1B_NTER	False	False	False
BRIX1-KIF1C	False	False	False
BRIX1-KIF1C_CTER	False	False	False
BRIX1-KIF20A	False	False	False
BRIX1-KIF20A_CTER	False	False	False
BRIX1-KIF21B	False	False	False
BRIX1-KIF22	False	False	False
BRIX1-KIF23_CTER	False	False	False
BRIX1-KIF24	False	False	False
BRIX1-KIF2A	False	False	False
BRIX1-KIF2C	False	False	False
BRIX1-KIF3A	False	False	False
BRIX1-KIF3B	False	False	False
BRIX1-KIF3C	False	False	False
BRIX1-KIF5A	False	False	False
BRIX1-KIF6	False	False	False
BRIX1-KIF7_DEL	False	False	False
BRIX1-KIF9	False	False	False
BRIX1-KIFAP3	False	False	False
BRIX1-KIFC1	False	False	False
BRIX1-KIFC2_NTER	False	False	False
BRIX1-KIFC3_NTER	False	False	False
BRIX1-KLC1	False	False	False
BRIX1-KLC2	False	False	False
BRIX1-KLC4	False	False	False
BRIX1-KPNA1	False	False	False
BRIX1-KPNA2	False	False	False
BRIX1-KRR1	False	False	False
BRIX1-KRT31	False	False	False
BRIX1-KRT81	False	False	False
BRIX1-LACTB	False	False	False
BRIX1-LAM	False	False	False
BRIX1-LARGET	False	False	False
BRIX1-LARP1	False	False	False
BRIX1-LARP1B	False	False	False
BRIX1-LARP4	False	False	False
BRIX1-LARP4B	False	False	False
BRIX1-LARP7	False	False	False
BRIX1-LBR	False	False	False
BRIX1-LDHA	False	False	False
BRIX1-LENG1	False	False	False
BRIX1-LGALS3	False	False	False
BRIX1-LIN28A	False	False	False
BRIX1-LIN28B	False	False	False
BRIX1-LIN7A	False	False	False
BRIX1-LLPH	False	False	False
BRIX1-LMNA	False	False	False
BRIX1-LPAR1	False	False	False
BRIX1-LSM1	False	False	False
BRIX1-LSM14B	False	False	False
BRIX1-LSM2	False	False	False
BRIX1-LSM3	False	False	False
BRIX1-LSM4	False	False	False
BRIX1-LSM5	False	False	False
BRIX1-LSM6	False	False	False
BRIX1-LSM7	False	False	False
BRIX1-LSM8	False	False	False
BRIX1-LUC7L	False	False	False
BRIX1-LUC7L2	False	False	False
BRIX1-LUC7L3	False	False	False
BRIX1-LYAR	False	False	False
BRIX1-MAGOH	False	False	False
BRIX1-MAK16	False	False	False
BRIX1-MANF	False	False	False
BRIX1-MAP1S	False	False	False
BRIX1-MAP2	False	False	False
BRIX1-MAP4	False	False	False
BRIX1-MAP7	False	False	False
BRIX1-MAPRE1	False	False	False
BRIX1-MAPRE2	False	False	False
BRIX1-MAPRE3	False	False	False
BRIX1-MAPT	False	False	False
BRIX1-MAZ	False	False	False
BRIX1-MBNL1	False	False	False
BRIX1-MBNL2	False	False	False
BRIX1-MBP	False	False	False
BRIX1-MDH2	False	False	False
BRIX1-MECP2	False	False	False
BRIX1-MED1	False	False	False
BRIX1-MEPCE	False	False	False
BRIX1-METTL14	False	False	False
BRIX1-METTL16	False	False	False
BRIX1-MFAP1	False	False	False
BRIX1-MIF	False	False	False
BRIX1-MKRN1	False	False	False
BRIX1-MMTAG2	False	False	False
BRIX1-MOCS3	False	False	False
BRIX1-MORF4L1	False	False	False
BRIX1-MOV10	False	False	False
BRIX1-MREG	False	False	False
BRIX1-MRPL1	False	False	False
BRIX1-MRPL10	False	False	False
BRIX1-MRPL11	False	False	False
BRIX1-MRPL13	False	False	False
BRIX1-MRPL14	False	False	False
BRIX1-MRPL2	False	False	False
BRIX1-MRPL27	False	False	False
BRIX1-MRPL28	False	False	False
BRIX1-MRPL3	False	False	False
BRIX1-MRPL37	False	False	False
BRIX1-MRPL39	False	False	False
BRIX1-MRPL4	False	False	False
BRIX1-MRPL41	False	False	False
BRIX1-MRPL42	False	False	False
BRIX1-MRPL44	False	False	False
BRIX1-MRPS11	False	False	False
BRIX1-MRPS15	False	False	False
BRIX1-MRPS18C	False	False	False
BRIX1-MRPS21	False	False	False
BRIX1-MRPS23	False	False	False
BRIX1-MRPS24	False	False	False
BRIX1-MRPS27	False	False	False
BRIX1-MRPS30	False	False	False
BRIX1-MRPS31	False	False	False
BRIX1-MRPS35	False	False	False
BRIX1-MRPS5	False	False	False
BRIX1-MRPS7	False	False	False
BRIX1-MRTO4	False	False	False
BRIX1-MSI2	False	False	False
BRIX1-MTDH	False	False	False
BRIX1-MTG1	False	False	False
BRIX1-MTPAP	False	False	False
BRIX1-MTREX	False	False	False
BRIX1-MYH9	False	False	False
BRIX1-MYO10	False	False	False
BRIX1-MYO18B	False	False	False
BRIX1-MYO19	False	False	False
BRIX1-MYO1C	False	False	False
BRIX1-MYO1D	False	False	False
BRIX1-MYO1F	False	False	False
BRIX1-MYO5A_CTER	False	False	False
BRIX1-MYO5A_NTER	False	False	False
BRIX1-MYO6	False	False	False
BRIX1-NAB2	False	False	False
BRIX1-NABP2	False	False	False
BRIX1-NAP1L1	False	False	False
BRIX1-NAT10	False	False	False
BRIX1-NAV1	False	False	False
BRIX1-NCBP3	False	False	False
BRIX1-NCL	False	False	False
BRIX1-NDE1	False	False	False
BRIX1-NDEL1	False	False	False
BRIX1-NDUFA4	False	False	False
BRIX1-NDUFA9	False	False	False
BRIX1-NDUFV3	False	False	False
BRIX1-NELFE	False	False	False
BRIX1-NGDN	False	False	False
BRIX1-NGRN	False	False	False
BRIX1-NHP2	False	False	False
BRIX1-NIFK	False	False	False
BRIX1-NIN	False	False	False
BRIX1-NIP7	False	False	False
BRIX1-NKRF	False	False	False
BRIX1-NMD3	False	False	False
BRIX1-NME1	False	False	False
BRIX1-NMT1	False	False	False
BRIX1-NOA1	False	False	False
BRIX1-NOC2L	False	False	False
BRIX1-NOL10	False	False	False
BRIX1-NOL7	False	False	False
BRIX1-NOL8	False	False	False
BRIX1-NOLC1	False	False	False
BRIX1-NONO	False	False	False
BRIX1-NOP16	False	False	False
BRIX1-NOP2	False	False	False
BRIX1-NOP53	False	False	False
BRIX1-NOP56	False	False	False
BRIX1-NOP58	False	False	False
BRIX1-NOP9	False	False	False
BRIX1-NOSIP	False	False	False
BRIX1-NOVA1	False	False	False
BRIX1-NPM1	False	False	False
BRIX1-NPM3	False	False	False
BRIX1-NSA2	False	False	False
BRIX1-NSUN2	False	False	False
BRIX1-NSUN5	False	False	False
BRIX1-NUDT16	False	False	False
BRIX1-NUDT21	False	False	False
BRIX1-NUFIP2	False	False	False
BRIX1-NUSAP1	False	False	False
BRIX1-NVL	False	False	False
BRIX1-NXF1	False	False	False
BRIX1-NXF2	False	False	False
BRIX1-NXF3	False	False	False
BRIX1-NXF5	False	False	False
BRIX1-NXT1	False	False	False
BRIX1-OCIAD1	False	False	False
BRIX1-OS9	False	False	False
BRIX1-P4HB	False	False	False
BRIX1-P53	False	False	False
BRIX1-PA2G4	False	False	False
BRIX1-PABPC1	False	False	False
BRIX1-PABPC5	False	False	False
BRIX1-PACSIN2	False	False	False
BRIX1-PANK1	False	False	False
BRIX1-PARD3B	False	False	False
BRIX1-PARD6G	False	False	False
BRIX1-PARP12	False	False	False
BRIX1-PATL1	False	False	False
BRIX1-PCBP1	False	False	False
BRIX1-PCBP2	False	False	False
BRIX1-PCBP3	False	False	False
BRIX1-PCBP4	False	False	False
BRIX1-PCGF5	False	False	False
BRIX1-PCM1	False	False	False
BRIX1-PCNP	False	False	False
BRIX1-PDAP1	False	False	False
BRIX1-PDIA3	False	False	False
BRIX1-PDIA4	False	False	False
BRIX1-PDIA6	False	False	False
BRIX1-PEBP1	False	False	False
BRIX1-PEF1	False	False	False
BRIX1-PEG10	False	False	False
BRIX1-PES1	False	False	False
BRIX1-PFN1	False	False	False
BRIX1-PGK1	False	False	False
BRIX1-PHB	False	False	False
BRIX1-PHC1	False	False	False
