Data Mode	Binding Type	Cell Line	Feature	Zero Cutoff	# Non-Zeros	% Non-Zeros	Num Positive	Sum Positive	Num Negative	Sum Negative	ARBS	NARBS
Unique Binding	Bound Only	HepG2	AGGF1_5	0.005	36	9.30232558139535	23	1.5863478183746338	13	-0.4650460481643677	1.1213017702102661	0.5466048121452332
Unique Binding	Bound Only	HepG2	AGGF1_5	0.01	36	9.30232558139535	23	1.5863478183746338	13	-0.4650460481643677	1.1213017702102661	0.5466048121452332
Unique Binding	Bound Only	HepG2	AGGF1_6	0.0	386	100.0	386	10.667147636413574	0	0.0	10.667147636413574	1.0
Unique Binding	Bound Only	HepG2	AGGF1_6	1e-07	386	100.0	386	10.667147636413574	0	0.0	10.667147636413574	1.0
Unique Binding	Bound Only	HepG2	AGGF1_6	1e-06	386	100.0	386	10.667147636413574	0	0.0	10.667147636413574	1.0
Unique Binding	Bound Only	HepG2	AGGF1_6	1e-05	386	100.0	386	10.667147636413574	0	0.0	10.667147636413574	1.0
Unique Binding	Bound Only	HepG2	AGGF1_6	0.0001	386	100.0	386	10.667147636413574	0	0.0	10.667147636413574	1.0
Unique Binding	Bound Only	HepG2	AGGF1_6	0.001	386	100.0	386	10.667147636413574	0	0.0	10.667147636413574	1.0
Unique Binding	Bound Only	HepG2	AGGF1_6	0.005	386	100.0	386	10.667147636413574	0	0.0	10.667147636413574	1.0
Unique Binding	Bound Only	HepG2	AGGF1_6	0.01	386	100.0	386	10.667147636413574	0	0.0	10.667147636413574	1.0
Unique Binding	Bound Only	HepG2	AKAP1_1	0.0	154	100.0	154	76.54299926757812	0	0.0	76.54299926757812	1.0
Unique Binding	Bound Only	HepG2	AKAP1_1	1e-07	154	100.0	154	76.54299926757812	0	0.0	76.54299926757812	1.0
Unique Binding	Bound Only	HepG2	AKAP1_1	1e-06	154	100.0	154	76.54299926757812	0	0.0	76.54299926757812	1.0
Unique Binding	Bound Only	HepG2	AKAP1_1	1e-05	154	100.0	154	76.54299926757812	0	0.0	76.54299926757812	1.0
Unique Binding	Bound Only	HepG2	AKAP1_1	0.0001	154	100.0	154	76.54299926757812	0	0.0	76.54299926757812	1.0
Unique Binding	Bound Only	HepG2	AKAP1_1	0.001	154	100.0	154	76.54299926757812	0	0.0	76.54299926757812	1.0
Unique Binding	Bound Only	HepG2	AKAP1_1	0.005	154	100.0	154	76.54299926757812	0	0.0	76.54299926757812	1.0
Unique Binding	Bound Only	HepG2	AKAP1_1	0.01	154	100.0	154	76.54299926757812	0	0.0	76.54299926757812	1.0
Unique Binding	Bound Only	HepG2	AKAP1_2	0.0	226	100.0	226	106.4368896484375	0	0.0	106.4368896484375	1.0
Unique Binding	Bound Only	HepG2	AKAP1_2	1e-07	226	100.0	226	106.4368896484375	0	0.0	106.4368896484375	1.0
Unique Binding	Bound Only	HepG2	AKAP1_2	1e-06	226	100.0	226	106.4368896484375	0	0.0	106.4368896484375	1.0
Unique Binding	Bound Only	HepG2	AKAP1_2	1e-05	226	100.0	226	106.4368896484375	0	0.0	106.4368896484375	1.0
Unique Binding	Bound Only	HepG2	AKAP1_2	0.0001	226	100.0	226	106.4368896484375	0	0.0	106.4368896484375	1.0
Unique Binding	Bound Only	HepG2	AKAP1_2	0.001	226	100.0	226	106.4368896484375	0	0.0	106.4368896484375	1.0
Unique Binding	Bound Only	HepG2	AKAP1_2	0.005	226	100.0	226	106.4368896484375	0	0.0	106.4368896484375	1.0
Unique Binding	Bound Only	HepG2	AKAP1_2	0.01	226	100.0	226	106.4368896484375	0	0.0	106.4368896484375	1.0
Unique Binding	Bound Only	HepG2	AKAP1_3	0.0	0	0.0	0	0.0	0	0.0		
Unique Binding	Bound Only	HepG2	AKAP1_3	1e-07	0	0.0	0	0.0	0	0.0		
Unique Binding	Bound Only	HepG2	AKAP1_3	1e-06	0	0.0	0	0.0	0	0.0		
Unique Binding	Bound Only	HepG2	AKAP1_3	1e-05	0	0.0	0	0.0	0	0.0		
Unique Binding	Bound Only	HepG2	AKAP1_3	0.0001	0	0.0	0	0.0	0	0.0		
Unique Binding	Bound Only	HepG2	AKAP1_3	0.001	0	0.0	0	0.0	0	0.0		
Unique Binding	Bound Only	HepG2	AKAP1_3	0.005	0	0.0	0	0.0	0	0.0		
Unique Binding	Bound Only	HepG2	AKAP1_3	0.01	0	0.0	0	0.0	0	0.0		
Unique Binding	Bound Only	HepG2	AKAP1_4	0.0	195	100.0	0	0.0	195	-0.5535272359848022	-0.5535272359848022	-1.0
Unique Binding	Bound Only	HepG2	AKAP1_4	1e-07	195	100.0	0	0.0	195	-0.5535272359848022	-0.5535272359848022	-1.0
Unique Binding	Bound Only	HepG2	AKAP1_4	1e-06	195	100.0	0	0.0	195	-0.5535272359848022	-0.5535272359848022	-1.0
Unique Binding	Bound Only	HepG2	AKAP1_4	1e-05	120	61.53846153846154	0	0.0	120	-0.5534019470214844	-0.5534019470214844	-1.0
Unique Binding	Bound Only	HepG2	AKAP1_4	0.0001	120	61.53846153846154	0	0.0	120	-0.5534019470214844	-0.5534019470214844	-1.0
Unique Binding	Bound Only	HepG2	AKAP1_4	0.001	120	61.53846153846154	0	0.0	120	-0.5534019470214844	-0.5534019470214844	-1.0
Unique Binding	Bound Only	HepG2	AKAP1_4	0.005	61	31.28205128205128	0	0.0	61	-0.3119640648365021	-0.3119640648365021	-1.0
Unique Binding	Bound Only	HepG2	AKAP1_4	0.01	0	0.0	0	0.0	0	0.0		
Unique Binding	Bound Only	HepG2	AKAP1_5	0.0	331	100.0	0	0.0	331	-0.15375244617462158	-0.15375244617462158	-1.0
Unique Binding	Bound Only	HepG2	AKAP1_5	1e-07	331	100.0	0	0.0	331	-0.15375244617462158	-0.15375244617462158	-1.0
