Feature	RBP	Position	Statistic	P-Val	Global SHAP	FDR P-Val
METAP2_5_left	METAP2	1	207.58716886830805	8.375659690065584e-46	0.0036308157172014947	1.9749706428941627e-45
TARDBP_center_left	TARDBP	3	206.34173316080015	1.561212252357629e-45	0.0009679499938557279	3.6704606640974345e-45
U2AF2_center_left	U2AF2	3	205.6302585370034	2.2282129939806447e-45	0.001584964102820252	5.223193400595805e-45
PUM2_3_right	PUM2	6	202.547906267321	1.0405932238465621e-44	0.000992548706837922	2.432119646351056e-44
TIA1_5_right	TIA1	2	202.113305949	1.2931629508277471e-44	0.0016047646571255233	3.013599040379282e-44
IGF2BP2_3_right	IGF2BP2	6	201.3795797117062	1.8662932340737454e-44	0.0019107470933146108	4.336547252352114e-44
PHF6_center_left	PHF6	3	200.42865672248865	3.002411294014241e-44	0.0	6.956168027120204e-44
RNF187_center_right	RNF187	4	200.33959119769875	3.139138794043814e-44	9.73793092467626e-05	7.251865561892522e-44
CPEB4_3_left	CPEB4	5	198.85920806441408	6.580693003885786e-44	0.00024285614199741123	1.5158417121667548e-43
HNRNPL_3_left	HNRNPL	5	195.59496487903814	3.3658366299585474e-43	0.00016312238178978867	7.730754449789517e-43
PRPF8_3_left	PRPF8	5	194.92915117479322	4.695400494416655e-43	0.016643677265015352	1.075354653462665e-42
BUD13_5_right	BUD13	2	191.74464635485984	2.307698547976245e-42	0.005616184534823737	5.270016454834003e-42
SMNDC1_center_right	SMNDC1	4	187.66655990591082	1.7730635325302512e-41	0.0002505217507758281	4.0375189583617434e-41
FTO_5_left	FTO	1	184.89150174512903	7.101016481379059e-41	4.249636515364894e-06	1.6123960500453305e-40
SRSF7_5_left	SRSF7	1	183.4670843153205	1.447534207198109e-40	0.0005536919186229223	3.2775135316389e-40
EIF4G2_center_left	EIF4G2	3	183.13956091046188	1.7050991551042735e-40	0.0009569019454021531	3.849756449343076e-40
SRSF7_5_right	SRSF7	2	182.92866507367373	1.894720213276678e-40	0.0012393805616600121	4.265796638365854e-40
TIA1_5_left	TIA1	1	182.32359862196273	2.5640919716167984e-40	0.0019476325892733223	5.7565670461368685e-40
SLTM_3_left	SLTM	5	181.41765273363018	4.033269562853152e-40	0.0	9.029538880881918e-40
DHX30_3_left	DHX30	5	178.53371072433077	1.7056789875048658e-39	0.0008392256073285359	3.807916395073888e-39
ADAT1_center_right	ADAT1	4	177.89927005869623	2.3424176913585994e-39	0.000615263492049776	5.214823743052524e-39
ILF3_5_right	ILF3	2	177.81352217874806	2.4450303535600286e-39	0.0003623486476197377	5.4281035982934336e-39
MTPAP_center_left	MTPAP	3	177.36508051137224	3.05958220118397e-39	0.0002039208115203342	6.7735750398434e-39
DDX43_3_left	DDX43	5	176.9511382282433	3.7631241849431514e-39	0.0038609224111888934	8.308060873683356e-39
BUD13_3_left	BUD13	5	175.35169433870084	8.372658507419351e-39	0.036069531150517	1.8433726050865256e-38
FTO_center_right	FTO	4	174.47236531356887	1.2995926601093033e-38	0.001193045499674126	2.8533756201297924e-38
SRSF9_5_right	SRSF9	2	173.31863079995952	2.313862332717332e-38	0.00014207920562768088	5.066341426306905e-38
LSM11_5_right	LSM11	2	171.4734297944675	5.82127108009728e-38	0.001166762518670871	1.271110424886995e-37
TIA1_center_left	TIA1	3	165.12902076476004	1.3889568050404698e-36	0.004275245695090842	3.0245862667138104e-36
HLTF_5_right	HLTF	2	163.63395604705332	2.933174619193219e-36	0.0007154947355175457	6.36986422751225e-36
SMNDC1_3_left	SMNDC1	5	163.58375951595752	3.0077238293063207e-36	0.0002105404328589303	6.514010575970482e-36
WDR43_5_left	WDR43	1	163.07083122894167	3.887039186773171e-36	0.0	8.395583284168611e-36
WRN_5_left	WRN	1	163.04613317051985	3.935337954894405e-36	0.0004300248600246354	8.476930675813083e-36
SLTM_5_right	SLTM	2	162.9229502629357	4.1853411431985255e-36	0.0006872782646645186	8.991150649944002e-36
DDX1_5_left	DDX1	1	162.3869656550765	5.47165166316908e-36	0.0	1.1722866600929455e-35
AATF_3_left	AATF	5	161.4394489210691	8.787575837456803e-36	0.00015092849483101654	1.8776670087005554e-35
DDX55_center_right	DDX55	4	159.31772440729836	2.53860838544243e-35	0.0009287456579888488	5.409815195715552e-35
NOLC1_3_left	NOLC1	5	158.5453197164277	3.735263618106435e-35	3.859718458049393e-05	7.938680276348876e-35
NCBP2_center_left	NCBP2	3	157.99314426966257	4.922941018797416e-35	0.00029758048111366565	1.0435063808461544e-34
GARS_center_right	GARS	4	157.85639107942316	5.271330065631635e-35	2.232426723899046e-05	1.1143899369518337e-34
GEMIN5_center_left	GEMIN5	3	157.6602998281824	5.814346167514519e-35	6.30236702000131e-06	1.225934892991818e-34
RBFOX2_3_right	RBFOX2	6	156.1100251455393	1.2622307461274345e-34	0.002312589538403175	2.654348033413101e-34
TARDBP_5_left	TARDBP	1	155.87881708428964	1.4169187500534176e-34	0.00043602188587915316	2.971800641559405e-34
PTBP1_5_left	PTBP1	1	155.47523258602806	1.7337329679605348e-34	0.00043724806468796353	3.6267327440014337e-34
PUM1_3_left	PUM1	5	153.75987203241377	4.0875965044280275e-34	0.0008940453073065315	8.52830998436947e-34
NIPBL_5_right	NIPBL	2	153.7218328715519	4.166084917205111e-34	0.00012365206985765547	8.669372530058678e-34
METTL1_5_left	METTL1	1	152.6857904355073	6.993617476447748e-34	0.0001055239074308741	1.4515398772731395e-33
U2AF1_5_left	U2AF1	1	151.86114808040546	1.0562596424568217e-33	0.002704084207073499	2.186594636462563e-33
TRA2A_3_left	TRA2A	5	148.45329461957385	5.8046583502005066e-33	0.0006608045459244184	1.1985266075413999e-32
ZRANB2_3_left	ZRANB2	5	147.9253827074832	7.558076412783612e-33	1.862540301909062e-05	1.5565340829427748e-32
AQR_3_right	AQR	6	147.91512222309927	7.596950807554235e-33	0.0052895707696845595	1.5605076787682283e-32
SAFB_center_left	SAFB	3	147.13470276928078	1.1222903932978905e-32	0.00032738208896177824	2.2993970268853954e-32
DDX47_center_left	DDX47	3	147.04488264991593	1.1738414378779008e-32	0.0	2.3988503230479153e-32
DDX52_5_left	DDX52	1	146.35439445143393	1.6578569097979477e-32	0.0	3.3793144683093714e-32
AARS_center_left	AARS	3	144.60968189819616	3.966491801060444e-32	0.0	8.064525422054015e-32
TARDBP_3_left	TARDBP	5	142.0985135582836	1.392194255684931e-31	0.001619494597186495	2.8233557806129516e-31
GARS_5_right	GARS	2	141.583928436705	1.800696734018605e-31	3.8285729718222246e-05	3.6425261345503253e-31
MTPAP_3_left	MTPAP	5	140.30862467268065	3.4069775404359114e-31	6.6945604395530325e-06	6.8743318980441045e-31
