Feature	RBP	Position	Statistic	P-Val	Global SHAP	FDR P-Val
LARP7_5_left	LARP7	1	58.99782308443164	1.5444914023025428e-13	0.0	2.3091660671680174e-13
YBX3_5_right	YBX3	2	58.3563760708682	2.1285014201408336e-13	0.0005144624150432578	3.174537570381194e-13
EIF3D_3_left	EIF3D	5	57.73583501938279	2.9028374777393206e-13	1.8344570295338835e-05	4.31885575956338e-13
PTBP1_5_right	PTBP1	2	56.85827456507045	4.5017622282096665e-13	0.0	6.681447589313617e-13
UPF1_center_right	UPF1	4	56.568062480032	5.204767169108117e-13	0.0007646973245527509	7.706087313485319e-13
UPF1_center_left	UPF1	3	56.144138587753545	6.433617099791321e-13	4.04652016878879e-05	9.502436878626407e-13
DDX52_5_right	DDX52	2	55.604958981387064	8.424353338589637e-13	0.0	1.2412694532704537e-12
HNRNPL_5_left	HNRNPL	1	55.377519423417624	9.438966537586434e-13	0.0004740035109536761	1.3874143585368011e-12
RBM5_center_left	RBM5	3	54.6324735110662	1.3699638606375889e-12	0.0001510957278428487	2.008841237954157e-12
ZC3H11A_center_right	ZC3H11A	4	54.08682967120671	1.7996753370445106e-12	0.0	2.63261859855432e-12
IGF2BP1_5_right	IGF2BP1	2	52.44330461876965	4.093370879576206e-12	0.0004197293024969687	5.973579513257143e-12
DDX52_3_left	DDX52	5	51.992300622119984	5.128795338834026e-12	0.00011164462643765865	7.466742617395598e-12
SSB_center_right	SSB	4	51.6431552583185	6.107047833437649e-12	0.0	8.869759948564205e-12
GRSF1_3_right	GRSF1	6	51.5945541862862	6.257270219192783e-12	4.5491651290794044e-05	9.066353524246075e-12
BUD13_3_left	BUD13	5	51.42202242957635	6.821026004892376e-12	0.003397813303211617	9.859776926503197e-12
NOLC1_center_right	NOLC1	4	51.15918443231474	7.779008592272294e-12	7.584278081748583e-05	1.1217955653158627e-11
SRSF7_5_right	SRSF7	2	51.012770302963226	8.369850010488173e-12	0.0008350968176884772	1.2041529496221192e-11
UCHL5_5_right	UCHL5	2	50.65188753454543	1.0024953639125801e-11	0.006444855515350758	1.4388756987921738e-11
WDR43_3_left	WDR43	5	50.601967143877566	1.0278327415218913e-11	0.0	1.4717792777660887e-11
RBM5_5_left	RBM5	1	49.706756511544164	1.608107090586165e-11	3.506289351026189e-05	2.2972958436945215e-11
GRWD1_5_left	GRWD1	1	48.97002043190994	2.3243160110916626e-11	0.005804866267150557	3.312693380294192e-11
LARP7_center_left	LARP7	3	48.494893845901714	2.9475935744540006e-11	0.0	4.1912169706688585e-11
SUPV3L1_5_right	SUPV3L1	2	47.749089141525616	4.2797365423427624e-11	0.0002586608504965348	6.071254164718803e-11
HNRNPM_3_right	HNRNPM	6	47.62669561033108	4.5498224843306887e-11	0.0	6.43942393373949e-11
TARDBP_3_right	TARDBP	6	47.043188919968095	6.09117841467936e-11	0.00015948682129589823	8.6009695207278e-11
FUS_center_left	FUS	3	46.85515868170635	6.691624582349325e-11	0.0001469787251846429	9.426999988990964e-11
MATR3_5_right	MATR3	2	46.18917028911304	9.335747776370993e-11	0.0	1.312167314190393e-10
CSTF2_5_right	CSTF2	2	45.85376156119012	1.1040333429490068e-10	2.7486172821785204e-05	1.5481846878135497e-10
HNRNPUL1_5_left	HNRNPUL1	1	44.7206761706089	1.9454879986240406e-10	0.0	2.7218983466987724e-10
FUS_3_right	FUS	6	44.57843556656302	2.088890673133444e-10	0.0006008864691467258	2.9158428160443956e-10
FASTKD2_center_left	FASTKD2	3	44.224223634930475	2.493629083036947e-10	0.0001091787381168291	3.4728624215811365e-10
IGF2BP3_3_right	IGF2BP3	6	43.95419897192315	2.8540854070116664e-10	4.7317843276121364e-05	3.965813435710971e-10
XRN2_3_right	XRN2	6	43.40764281195189	3.751026455389016e-10	0.00034495804839408255	5.200286676789317e-10
XRN2_center_left	XRN2	3	42.997570999698596	4.604644325304074e-10	0.00045936226324531395	6.369235914819694e-10
TIAL1_5_left	TIAL1	1	42.33303714577382	6.419449440246268e-10	0.0020227756316912927	8.859421173190552e-10
ZC3H11A_5_right	ZC3H11A	2	41.70136966635592	8.803647258063959e-10	1.0812103718222085e-05	1.212240367363209e-09
NOLC1_3_right	NOLC1	6	40.92110465625047	1.3004540969505706e-09	0.0	1.7866599079726307e-09
NCBP2_center_left	NCBP2	3	40.801801815906224	1.3803884278123985e-09	0.001617998944994519	1.892217844866434e-09
GRSF1_center_left	GRSF1	3	40.60085174297102	1.526290017301021e-09	4.5059959588618435e-05	2.087526705277181e-09
TAF15_center_left	TAF15	3	39.24498379930144	3.0064919600230536e-09	2.9205313732261645e-05	4.102819005848015e-09
LARP7_3_left	LARP7	5	38.931976490954	3.51583690233197e-09	0.00010890757899671772	4.787188639335942e-09
TARDBP_5_right	TARDBP	2	38.8252725568537	3.708507700059574e-09	0.00019707596136298808	5.038284403198976e-09
PRPF4_5_left	PRPF4	1	38.675467159066734	3.996952746481696e-09	0.0004763346616421105	5.418091500786298e-09
U2AF2_5_left	U2AF2	1	38.66607004229162	4.015776850779139e-09	0.0032268718334276638	5.431538534313248e-09
SSB_3_right	SSB	6	38.621332920650815	4.106616184478173e-09	0.0	5.542114762238242e-09
DKC1_3_right	DKC1	6	38.43186336265857	4.514679305287836e-09	0.0	6.079369483941678e-09
DDX55_5_left	DDX55	1	38.14913657793779	5.200202400367632e-09	1.687321167250706e-05	6.987056088599682e-09
RBM22_3_right	RBM22	6	37.68623782088832	6.55446781647805e-09	0.0010113320311338385	8.78730850121233e-09
FUS_center_right	FUS	4	37.645318670693484	6.689950677886081e-09	6.2062274103905915e-06	8.949276126119538e-09
HNRNPUL1_3_left	HNRNPUL1	5	37.473713624545766	7.289310971944524e-09	0.0	9.7297148640835e-09
STAU2_center_right	STAU2	4	37.208061738578465	8.324766335436621e-09	0.0	1.1087570883441788e-08
RBM15_center_right	RBM15	4	36.81407445964627	1.0137370115955737e-08	0.0002960759756612911	1.3472321940594772e-08
SDAD1_5_left	SDAD1	1	36.74244982191807	1.050699184952087e-08	0.0	1.3933184843929851e-08
SMNDC1_center_right	SMNDC1	4	36.52654663344516	1.1704723990937892e-08	1.3938817661033749e-05	1.5487812656121722e-08
GRSF1_3_left	GRSF1	5	36.42263914477662	1.2328902030107463e-08	4.0005237177594575e-05	1.6278420429362665e-08
TAF15_3_left	TAF15	5	35.473962430049866	1.9811936744257965e-08	0.0	2.6102119684659523e-08
SMNDC1_5_left	SMNDC1	1	35.168280170718454	2.3083677166480186e-08	0.0	3.0273946163809256e-08
TAF15_center_right	TAF15	4	35.16481486433082	2.312370784307289e-08	2.4676703500407778e-06	3.0273946163809256e-08
TRA2A_5_left	TRA2A	1	35.16450335989447	2.3127309692352646e-08	0.0006189080853184916	3.0273946163809256e-08
SFPQ_5_right	SFPQ	2	34.940028293824795	2.587433860330764e-08	5.506070279438455e-05	3.379731594864595e-08
WDR43_5_left	WDR43	1	34.672311026495734	2.958035101066466e-08	4.621160783300073e-05	3.855558571902873e-08
FTO_3_left	FTO	5	34.617938755634555	3.039555738644581e-08	0.0	3.953366738962035e-08
UTP18_3_right	UTP18	6	33.913508401508224	4.322900302017301e-08	0.0	5.610572732405433e-08
RBM5_3_right	RBM5	6	33.760643923438494	4.666264143362016e-08	0.0001918360406500106	6.04335695849433e-08
DDX55_5_right	DDX55	2	33.420608627444935	5.531043137639421e-08	3.290718418995511e-05	7.148170156695014e-08
HNRNPU_5_left	HNRNPU	1	32.679018190240456	8.01385283720934e-08	0.0	1.0334989916908452e-07
PRPF4_3_right	PRPF4	6	32.06414314519664	1.0898325693701522e-07	0.002423901193840286	1.40252714623585e-07
SRSF9_center_left	SRSF9	3	31.551955801348786	1.4079260714486083e-07	3.6393116954535766e-05	1.808073481228739e-07
GTF2F1_center_right	GTF2F1	4	31.236630930010605	1.648358898433985e-07	0.00025758696457302727	2.1123927059763254e-07
DDX52_center_left	DDX52	3	31.07263546551786	1.789216685482176e-07	0.0	2.2880968095264723e-07
DDX52_3_right	DDX52	6	30.822087437750394	2.0280037444097472e-07	0.0	2.588038251234196e-07
ILF3_3_right	ILF3	6	30.38527027396405	2.52302988338971e-07	0.0	3.2130443191392963e-07
TROVE2_5_right	TROVE2	2	30.2371645096181	2.716959423823632e-07	0.0	3.452802601109199e-07
AKAP1_5_left	AKAP1	1	30.062274634822938	2.965241067552481e-07	0.00020966340771899424	3.760492829952211e-07
NCBP2_center_right	NCBP2	4	29.970415264574054	3.104609736230516e-07	0.000451660088686884	3.9290704130718153e-07
UTP18_center_right	UTP18	4	29.33655744133542	4.2623341394671863e-07	0.0	5.383072101604521e-07
KHSRP_3_right	KHSRP	6	28.072683189976434	8.018521521709957e-07	0.0001497992952950497	1.0105987868270812e-06
PRPF8_3_right	PRPF8	6	28.048204475973094	8.117266121771826e-07	0.03324745709040569	1.0209345019135699e-06
DDX55_center_left	DDX55	3	27.76474980649134	9.353220735838687e-07	0.0	1.1739639195188475e-06
DDX59_5_right	DDX59	2	27.66904672184906	9.811668003228427e-07	0.0017896577463026296	1.2289768956815894e-06
ZNF800_5_left	ZNF800	1	27.655463533956397	9.87853166665728e-07	0.0006151970904019405	1.2348164583321597e-06
HNRNPC_3_left	HNRNPC	5	27.23053485830769	1.2216997524622899e-06	0.0	1.5240017362004024e-06
CDC40_3_right	CDC40	6	26.57388256511929	1.696503342383943e-06	7.440488848668548e-05	2.1119735486820513e-06
TROVE2_center_right	TROVE2	4	25.93979391296534	2.3294067035457594e-06	0.0	2.893967595036483e-06
DDX52_center_right	DDX52	4	25.744067482106594	2.5688974958191533e-06	0.0	3.185015187905861e-06
UTP18_5_right	UTP18	2	25.622789248585345	2.7294931528720327e-06	0.0	3.377263333168235e-06
UTP18_3_left	UTP18	5	25.2514168919598	3.2864307977620465e-06	0.0	4.049945023504744e-06
LARP7_5_right	LARP7	2	25.2514168919598	3.2864307977620465e-06	0.0	4.049945023504744e-06
DKC1_5_left	DKC1	1	25.105648343992357	3.5349048624803866e-06	0.00037169863075887287	4.3473628349053145e-06
NOL12_3_left	NOL12	5	24.76264212817065	4.196242549845223e-06	0.0	5.150317817717477e-06
YBX3_3_left	YBX3	5	23.67821770174079	7.216728306742258e-06	0.00014604140557886272	8.839767604644132e-06
LARP7_3_right	LARP7	6	23.023199791097063	1.0013264483771719e-05	0.0	1.2240663998197891e-05
AKAP1_5_right	AKAP1	2	22.852792879091233	1.090383016088506e-05	0.0	1.3302672796279772e-05
SRSF9_3_left	SRSF9	5	22.78109188958193	1.130182947632229e-05	3.921627638053563e-05	1.3760710540033127e-05
ILF3_5_left	ILF3	1	22.754371167515863	1.1453839189656864e-05	0.00010349637880576237	1.3918011764324078e-05
DKC1_center_left	DKC1	3	22.29740582183292	1.4393945215996191e-05	0.0021790200088505057	1.7455877896138524e-05
STAU2_3_right	STAU2	6	22.280467248418272	1.4516369355672027e-05	0.0	1.7569415291587175e-05
SLTM_3_right	SLTM	6	21.122849569054786	2.5895928962525297e-05	0.0004977084122121114	3.128023102404046e-05
SSB_5_left	SSB	1	20.795011899346225	3.0508477880724338e-05	0.0	3.677899507360049e-05
WDR43_center_left	WDR43	3	20.762711704611327	3.100519297127965e-05	0.0	3.730407832836407e-05
SAFB_center_right	SAFB	4	20.457372781195595	3.6119185099287654e-05	0.0	4.337146242237297e-05
HNRNPU_center_right	HNRNPU	4	19.96626320978482	4.617224929803908e-05	0.0	5.5334129807080235e-05
HNRNPC_5_left	HNRNPC	1	19.85767533217092	4.8748425129142855e-05	0.000919950019379515	5.830693986034733e-05
U2AF1_3_right	U2AF1	6	19.585536908531076	5.585405363865105e-05	0.0030587037549817757	6.667509338469107e-05
AGGF1_3_right	AGGF1	6	18.395160709129456	0.00010128417738012014	0.0003963745824778252	0.00012067060195678376
STAU2_3_left	STAU2	5	18.317555858740246	0.00010529149309917275	0.0	0.0001252004108976518
NSUN2_center_left	NSUN2	3	17.37747568069903	0.00016847253131726527	0.00030640383455207975	0.00019993821810025645
HNRNPK_5_right	HNRNPK	2	17.276186301661713	0.00017722452067655498	0.0009347200277848662	0.00020991642254892918
ZC3H11A_5_left	ZC3H11A	1	16.840976435910502	0.00022030706870342315	0.0009297206177073306	0.0002604405269555971
IGF2BP3_5_left	IGF2BP3	1	16.811492830059965	0.000223578848810138	6.046119450833317e-05	0.0002637970943407818
NIP7_3_right	NIP7	6	16.764922017468496	0.00022884605972445785	0.0	0.00026949053365235386
DDX55_3_left	DDX55	5	16.380497777772813	0.00027734484759948605	0.0	0.00032597371297820134
PCBP1_3_left	PCBP1	5	16.240495118364567	0.0002974550136060476	6.037760155161378e-05	0.00034893761211478666
DKC1_3_left	DKC1	5	16.043633923839774	0.0003282231118005987	0.0	0.00038429193512162226
DDX6_5_right	DDX6	2	15.913874061926654	0.0003502242021599099	0.0	0.0004092658301102395
UTP18_5_left	UTP18	1	15.787960736576073	0.0003729820106559097	0.0	0.0004350268193118641
SDAD1_3_left	SDAD1	5	15.085590159840576	0.0005299143968077076	6.56628818830155e-05	0.0006168850802532474
IGF2BP3_5_right	IGF2BP3	2	14.931050665730746	0.0005724842505530018	0.0010085703624001863	0.0006651721768330117
SSB_5_right	SSB	2	14.855586248888796	0.0005944980484909872	0.0	0.0006876039876633677
TROVE2_3_right	TROVE2	6	14.853320317078827	0.0005951719762069806	0.0	0.0006876039876633677
TAF15_5_right	TAF15	2	14.853320317078827	0.0005951719762069806	0.0	0.0006876039876633677
STAU2_5_left	STAU2	1	14.110623473021773	0.0008628137246155975	0.0	0.0009949269792353772
BCCIP_3_left	BCCIP	5	13.982605132178932	0.0009198475887111443	0.0	0.001058692507761883
AKAP1_center_left	AKAP1	3	12.921423292737904	0.0015636825253527394	1.1221299082335044e-05	0.0017963207918364804
UPF1_5_right	UPF1	2	12.427717238503478	0.002001499520200291	0.0002930505307962756	0.0022949524573725143
NSUN2_3_right	NSUN2	6	12.14032439374655	0.002310798375933101	0.0	0.0026446285353080514
TROVE2_3_left	TROVE2	5	12.023474255201478	0.0024498288167012984	0.0	0.00279849359211197
TROVE2_center_left	TROVE2	3	11.882552411975281	0.002628672781497031	0.0	0.0029971783116134374
TAF15_5_left	TAF15	1	11.792727609258737	0.002749424107663073	0.0	0.0031290087792434232
EIF3D_5_right	EIF3D	2	11.607549395831441	0.0030161481824969934	0.00013193358370239286	0.0034261646020915565
DDX6_3_right	DDX6	6	11.535959977692418	0.0031260658284282578	0.0	0.0035444240805599203
NIP7_5_left	NIP7	1	11.477812123008976	0.0032182869583378903	0.0	0.0036422171513657013
NSUN2_5_right	NSUN2	2	11.19454061565392	0.0037079715354676693	0.0	0.004188634512287553
FUS_5_right	FUS	2	11.070371698590405	0.0039454753040406325	2.036592095322122e-05	0.004448687496238051
BCCIP_5_left	BCCIP	1	11.064812224423896	0.003956457945410233	0.0	0.004452840123063176
HNRNPM_3_left	HNRNPM	5	11.04087243331344	0.004004100905564709	0.00029954492209092125	0.00449816123829553
AGGF1_5_left	AGGF1	1	10.385149241333316	0.005557679462682401	0.0006338617585065226	0.0062319567504343105
DDX6_5_left	DDX6	1	10.252959545428359	0.005937424813362536	7.47778973532386e-06	0.006645558047983756
EXOSC5_3_right	EXOSC5	6	10.088426170214916	0.006446531239852883	0.0	0.007202168601300841
UCHL5_5_left	UCHL5	1	9.805509414412606	0.007426098142820068	0.0017525416580648197	0.00828138915378472
SRSF7_3_left	SRSF7	5	9.724626617148157	0.007732575352272629	0.0	0.008607428768040699
GRSF1_5_right	GRSF1	2	9.7159722115225	0.0077661082736387894	0.0002323493770171203	0.008629009192931988
AGGF1_center_left	AGGF1	3	9.276843675171966	0.009672951075983156	0.00022760032111035145	0.010728182102454046
MATR3_3_left	MATR3	5	9.011014249176267	0.01104798606060371	0.0	0.012230982753118446
HNRNPL_5_right	HNRNPL	2	8.938931111693844	0.01145343543667331	3.424475994430744e-05	0.012656876116613622
EXOSC5_5_left	EXOSC5	1	8.261735939241216	0.016068925428795462	0.0	0.01772521611494617
XRN2_5_left	XRN2	1	8.129816273867267	0.017164565990845287	1.1084898632985888e-05	0.01889961237259138
FKBP4_5_left	FKBP4	1	7.971944310664805	0.01857437836173004	0.0	0.020415082523703287
HNRNPC_5_right	HNRNPC	2	7.818400606426397	0.020056533795797485	0.0	0.02200447053136055
BUD13_5_right	BUD13	2	7.707651333616125	0.021198482780811448	0.00973270888633227	0.02321557360196586
WDR43_3_right	WDR43	6	7.548920453589928	0.022949474810879517	0.0	0.02508813554594356
SMNDC1_5_right	SMNDC1	2	7.213701885674884	0.02713716895003622	0.0	0.02961301083993219
HNRNPU_center_left	HNRNPU	3	7.114326036339833	0.028519619695925532	6.123381742464474e-05	0.031066014311633167
PTBP1_3_left	PTBP1	5	7.055597990666027	0.02936948715841905	0.0006225936344360345	0.03193473648241643
SRSF7_3_right	SRSF7	6	6.718881007844869	0.03475469862357627	0.0	0.0377230714597536
AKAP1_3_left	AKAP1	5	6.493638081254519	0.03889774338817175	0.00010247604137884782	0.042144979514715394
SMNDC1_center_left	SMNDC1	3	6.479650117069751	0.039170747087506674	0.0	0.042365524332232396
TROVE2_5_left	TROVE2	1	6.17583630142324	0.04559678128941098	0.0	0.04922838333901008
TIA1_5_left	TIA1	1	5.952784478905073	0.0509764132030355	6.804867837012241e-05	0.054939243911398684
HNRNPUL1_center_right	HNRNPUL1	4	5.796255152963587	0.055126343342792726	0.0	0.05930700077443309
NOLC1_3_left	NOLC1	5	5.399385916576795	0.0672261508036216	2.574334248784522e-05	0.07219709857431193
TIAL1_3_right	TIAL1	6	5.379441333783568	0.0678999034140639	0.0008941341830607439	0.0727925150836186
HNRNPUL1_5_right	HNRNPUL1	2	5.198514463980898	0.07432876674578692	0.0	0.07940551263560425
DDX52_5_left	DDX52	1	5.198514463980898	0.07432876674578692	0.0	0.07940551263560425
PCBP1_5_right	PCBP1	2	5.077570977555857	0.07896224210726868	0.0009290282627583292	0.08420798546404527
SLTM_3_left	SLTM	5	4.948849037410099	0.08421143842310007	1.813591004248027e-05	0.0896491752846266
SRSF7_center_left	SRSF7	3	4.923502799393179	0.08528545117527876	0.00021115848981066105	0.09063436448940775
DHX30_3_right	DHX30	6	4.827186729316472	0.08949313463268446	0.0	0.09494054282771743
STAU2_5_right	STAU2	2	4.663723476635397	0.09711477638134941	0.0	0.10284724582052628
TAF15_3_right	TAF15	6	4.610920111795067	0.09971291658447469	0.0	0.10541573503731293
HNRNPA1_center_left	HNRNPA1	3	4.369312518364614	0.11251640348824755	0.0	0.11854059780281695
HNRNPU_3_right	HNRNPU	6	4.369312518364614	0.11251640348824755	0.0	0.11854059780281695
SUB1_5_left	SUB1	1	4.309172455974597	0.1159511580324407	0.0008314375112642043	0.12194863172377385
XPO5_center_left	XPO5	3	4.081094402644986	0.12995757845952294	0.0016088330334385653	0.13639144296122593
DGCR8_5_left	DGCR8	1	4.078429559729965	0.13013085213677622	8.595211457198416e-06	0.13639144296122593
MATR3_5_left	MATR3	1	3.518221146208821	0.1721979532230056	0.0	0.18017281555065767
HNRNPK_5_left	HNRNPK	1	3.4874554957626613	0.1748673228264112	0.0006750921158519126	0.18265251185635417
HNRNPC_3_right	HNRNPC	6	3.476990949394442	0.17578467425421535	0.0005076337159276174	0.1832968398206348
POLR2G_5_left	POLR2G	1	3.341883902971608	0.18806982952258633	0.0	0.1954388347679347
SAFB_3_right	SAFB	6	3.341883902971608	0.18806982952258633	0.0	0.1954388347679347
XRCC6_5_left	XRCC6	1	2.970560224450309	0.2264389034870001	0.0	0.2349111073589627
HNRNPU_3_left	HNRNPU	5	2.7747546990952836	0.24972939944814346	0.0	0.2586331641143761
UTP18_center_left	UTP18	3	2.599237357149658	0.2726357350621384	0.0	0.28187762438627867
NOLC1_5_left	NOLC1	1	2.4704091728408675	0.29077526761099826	0.000622371022286294	0.300123372661098
BCCIP_5_right	BCCIP	2	2.3844619943194036	0.303543303835529	0.0	0.3127726610467444
HNRNPL_center_left	HNRNPL	3	2.2637530407232873	0.3224276463366296	0.001393693678613076	0.3316709346801755
DDX59_5_left	DDX59	1	2.162462141698988	0.339177716721659	3.8003574556854786e-05	0.3483138168353737
DROSHA_5_left	DROSHA	1	2.1528128562578894	0.3408180819297214	0.0002488013309818798	0.34941013441534463
AKAP1_center_right	AKAP1	4	1.932835791739173	0.3804433880228844	1.517004418121612e-06	0.38937997767442867
LARP7_center_right	LARP7	4	1.8714771692560472	0.3922960146989185	0.0	0.40083847398046946
HNRNPUL1_3_right	HNRNPUL1	6	1.8565940561996737	0.39522619670360853	0.0	0.4031571571725773
BCCIP_center_left	BCCIP	3	1.7331156922152078	0.4203961297614933	0.0	0.4281162590225558
ZC3H11A_3_left	ZC3H11A	5	1.632976614628297	0.44198103400583055	1.859612727559875e-06	0.4493473845725944
MATR3_3_right	MATR3	6	1.4852736225450234	0.47585751334598203	0.0	0.48218120123097846
BCCIP_3_right	BCCIP	6	1.4852736225450234	0.47585751334598203	0.0	0.48218120123097846
ZC3H11A_3_right	ZC3H11A	6	1.2704332621899708	0.5298207002462443	4.33031013119882e-05	0.5359711893038291
HNRNPA1_5_right	HNRNPA1	2	1.1139540001003887	0.5729384414573733	0.0	0.5786298829288041
IGF2BP1_3_left	IGF2BP1	5	0.8533750309615765	0.6526674688460554	8.504275961004896e-05	0.6580614148695766
BCCIP_center_right	BCCIP	4	0.7426351888631121	0.6898248222428001	0.0	0.6943781213995183
FASTKD2_3_right	FASTKD2	6	0.5009397567095962	0.7784349274013013	1.971633256454708e-05	0.7822822169930705
XRCC6_5_right	XRCC6	2	0.37131718883053544	0.8305571034170431	0.0	0.8319209081845588
HNRNPA1_center_right	HNRNPA1	4	0.37131718883053544	0.8305571034170431	0.0	0.8319209081845588
CSTF2_5_left	CSTF2	1	0.2349333453472611	0.8891701449162658	0.0008317488223758887	0.8891701449162658
DHX30_5_left	DHX30	1			0.0	
HNRNPA1_5_left	HNRNPA1	1			0.0	
SAFB_5_left	SAFB	1			0.0	
TBRG4_5_left	TBRG4	1			0.0	
DHX30_5_right	DHX30	2			0.0	
HNRNPU_5_right	HNRNPU	2			0.0	
POLR2G_5_right	POLR2G	2			0.0	
TBRG4_5_right	TBRG4	2			0.0	
DHX30_center_left	DHX30	3			0.0	
POLR2G_center_left	POLR2G	3			0.0	
TBRG4_center_left	TBRG4	3			0.0	
DHX30_center_right	DHX30	4			0.0	
POLR2G_center_right	POLR2G	4			0.0	
TBRG4_center_right	TBRG4	4			0.0	
POLR2G_3_left	POLR2G	5			0.0	
TBRG4_3_left	TBRG4	5			0.0	
HNRNPA1_3_right	HNRNPA1	6			0.0	
POLR2G_3_right	POLR2G	6			0.0	
TBRG4_3_right	TBRG4	6			0.0	
XRCC6_3_right	XRCC6	6			0.0	
