Feature	RBP	Position	Global SHAP	Chi-Square Statistic	Chi-Square P-Val	Chi-Square FDR P-Val	Kruskal-Wallis Statistic	Kruskal-Wallis P-Val	Kruskal-Wallis FDR P-Val	ANOVA Statistic	ANOVA P-Val	ANOVA FDR P-Val	Linear Regression beta	Linear Regression pvalue	Linear Regression adj_pvalue	Chi-Square Rank	ANOVA Rank	Kruskal-Wallis Rank	Global SHAP Rank	Beta Coefficient Rank
G3BP1_5_right	G3BP1	2	0.002651706982615152	4089.6145417431903	0.0	0.0	5851.340991194603	0.0	0.0	1540.541112978932	0.0	0.0	0.0245144331735221	2.51647242547979e-27	7.71718210480469e-27	23.0	120.0	303.0	111.0	223.0
G3BP1_center_left	G3BP1	3	0.0036731457400518315	4705.318090936531	0.0	0.0	132563.76665981364	0.0	0.0	7104.959174652515	0.0	0.0	0.0082314192653839	0.0198565151224039	0.0237009901061827	19.0	21.0	42.0	88.0	285.0
G3BP1_center_right	G3BP1	4	0.05034686657172987	9336.419322865591	0.0	0.0	400141.0362891672	0.0	0.0	18455.821355358323	0.0	0.0	0.1265686662652428	0.0	0.0	7.0	9.0	6.0	8.0	72.0
G3BP1_3_left	G3BP1	5	0.0006647115747349831	1845.1946499833864	0.0	0.0	1955.1517590081717	0.0	0.0	668.3488412273438	6.805798972554143e-291	1.507235479775405e-290	0.0260499583914697	8.80593258355304e-17	2.0650775235155762e-16	49.0	205.0	359.0	221.0	220.0
G3BP1_3_right	G3BP1	6	0.002138384478044741	2785.9820274296453	0.0	0.0	2896.27578913619	0.0	0.0	2854.801737181001	0.0	0.0	-0.010566053957593	1.6970398449388322e-06	2.622299295280159e-06	35.0	62.0	340.0	127.0	334.0
GRSF1_5_left	GRSF1	1	0.0011532602523554364	81.34569328531869	2.1677397421409777e-18	3.612899570234963e-18	24241.92807893616	0.0	0.0	167.66054939651303	1.5552805560932598e-73	2.0290154381216666e-73	0.1494893939367754	1.2329681023889208e-36	4.468575304415604e-36	366.0	348.0	170.0	175.0	58.0
GRSF1_5_right	GRSF1	2	0.0002323493770171203	9.7159722115225	0.0077661082736387	0.0086290091929319	3962.674438279554	0.0	0.0	67.5841218045598	4.462118703521951e-30	5.102775545085556e-30	-0.0068388004689046	0.2861331542169743	0.3111047749486375	549.0	397.0	324.0	319.0	324.0
GRSF1_center_left	GRSF1	3	4.5059959588618435e-05	40.60085174297102	1.5262900173010211e-09	2.087526705277181e-09	10455.856940016198	0.0	0.0	1810.207181351681	0.0	0.0	0.0259049262683036	0.0055594877847528	0.0069117956242873	446.0	105.0	249.0	402.0	221.0
GRSF1_center_right	GRSF1	4	0.00016023693186961063	248.5035564316072	1.0917880945420387e-54	3.027230625775653e-54	12447.80835324463	0.0	0.0	48.17740236845933	1.1948239348458988e-21	1.3198298453042287e-21	-0.0617039196853393	9.634040643925576e-12	1.939783267699493e-11	220.0	411.0	235.0	337.0	472.0
GRSF1_3_left	GRSF1	5	4.000523717759458e-05	36.42263914477662	1.2328902030107464e-08	1.6278420429362665e-08	103082.83521470184	0.0	0.0	111.66382964167026	3.218210574339392e-49	3.9595327933606615e-49	0.096022820040431	2.560977964194306e-18	6.225466758488597e-18	462.0	369.0	55.0	407.0	91.0
GRSF1_3_right	GRSF1	6	4.5491651290794044e-05	51.5945541862862	6.257270219192783e-12	9.066353524246077e-12	52268.0193421803	0.0	0.0	41.45885239979306	9.885702484412133e-19	1.0660591277727099e-18	0.0333952325220753	9.934733769502522e-05	0.0001404484821315	421.0	421.0	106.0	401.0	193.0
GRWD1_5_left	GRWD1	1	0.0058048662261094095	48.97002043190994	2.3243160110916623e-11	3.312693380294192e-11	40559.14892519589	0.0	0.0	4571.341455691382	0.0	0.0	0.0158234915730992	2.967617915239784e-31	9.644758224529296e-31	428.0	33.0	124.0	62.0	255.0
GRWD1_5_right	GRWD1	2	0.015333017610783433	662.5137008133441	1.3708116154574782e-144	6.689560683432493e-144	2853.878409667397	0.0	0.0	3118.7383939741107	0.0	0.0	-0.0196833065678938	5.374396194347399e-88	4.463734616971867e-87	125.0	55.0	342.0	34.0	368.0
GRWD1_center_left	GRWD1	3	0.013665206722279501	8566.521945399498	0.0	0.0	193292.72346271	0.0	0.0	19034.488455408435	0.0	0.0	0.0212982738094532	1.089173463870091e-37	4.0707858212144654e-37	9.0	8.0	24.0	35.0	236.0
GRWD1_center_right	GRWD1	4	0.14544660841385681	25222.91887721721	0.0	0.0	404075.6637054996	0.0	0.0	51541.89380002323	0.0	0.0	0.1278071123686232	0.0	0.0	3.0	3.0	5.0	4.0	70.0
GRWD1_3_left	GRWD1	5	0.006354933013715126	257.69390714221515	1.1027550468087556e-56	3.0856907273089032e-56	5957.79705966013	0.0	0.0	3675.406658510295	0.0	0.0	-0.0116837606322661	3.2959763440007705e-17	7.852565154232912e-17	218.0	49.0	301.0	59.0	340.0
GRWD1_3_right	GRWD1	6	0.026777494100838645	206.67685844301752	1.3203541066333064e-45	3.247645181638375e-45	6572.24684555708	0.0	0.0	2425.409442700129	0.0	0.0	-0.0186432029518931	4.2861216390414185e-71	2.847889711274188e-70	248.0	73.0	295.0	17.0	361.0
GTF2F1_5_left	GTF2F1	1	0.0003571618843311936	77.95264196510277	1.1824938001255237e-17	1.933837045781688e-17	12945.20792741212	0.0	0.0	690.9281964665059	1.0794054425415768e-300	2.4259904500686925e-300	-0.0767553880045885	2.9550561178610875e-31	9.644758224529296e-31	373.0	202.0	229.0	284.0	493.0
GTF2F1_5_right	GTF2F1	2	5.586868092673452e-05	1238.0746689328453	1.4305450835867804e-269	1.246617858554194e-268	1683.993602804483	0.0	0.0	536.9204724295206	7.559388133010287e-234	1.4480853216821397e-233	0.058670564555461	4.380493512100612e-43	1.8447430424198357e-42	70.0	237.0	371.0	392.0	147.0
GTF2F1_center_left	GTF2F1	3	0.0005334273800055972	82.32980459029454	1.3252874492577789e-18	2.214863956293822e-18	24630.67733694999	0.0	0.0	1847.0128766901687	0.0	0.0	0.0328094933163564	2.5908748708766035e-10	4.918549754870504e-10	365.0	101.0	166.0	253.0	195.0
GTF2F1_center_right	GTF2F1	4	0.00025758696457302727	31.236630930010605	1.648358898433985e-07	2.1123927059763254e-07	14364.04809501792	0.0	0.0	96.65011000586938	1.0649716120297008e-42	1.285896574099692e-42	0.0284072164993192	3.2919374168843595e-06	4.983743228599613e-06	476.0	376.0	216.0	313.0	213.0
GTF2F1_3_left	GTF2F1	5	0.00044214525418357346	861.6124217801062	8.002760885477157e-188	4.5623216263000613e-187	11927.34153053745	0.0	0.0	2226.3409849266204	0.0	0.0	0.0038575033681017	0.4104560811488373	0.4367486415071259	107.0	83.0	239.0	269.0	296.0
GTF2F1_3_right	GTF2F1	6	9.54536980679478e-05	110.81714702251848	8.636987159327664e-25	1.6161233641686731e-24	2277.3693920075307	0.0	0.0	297.04214883427744	1.0342528545383624e-129	1.6080506710973168e-129	0.0369072438619189	1.2520269054823255e-09	2.29666285116083e-09	326.0	292.0	353.0	366.0	183.0
HLTF_5_left	HLTF	1	0.001514881206498357	184.1524023501957	1.0275759117048434e-40	2.4108511774613637e-40	1462.0902606094398	0.0	0.0	184.1787154630972	1.0453744529249762e-80	1.3958823577292329e-80	-0.1090274016173445	8.836736771551913e-46	4.06489891491388e-45	260.0	340.0	378.0	152.0	532.0
HLTF_5_right	HLTF	2	0.0007817605999328814	285.2928671759953	1.1205752590882244e-62	3.4338345809818363e-62	10913.395188772463	0.0	0.0	583.5354728488021	4.412990945617591e-254	8.98429546775958e-254	-0.0137636691268876	0.001702343845517	0.0021987076017692	199.0	223.0	245.0	209.0	346.0
HLTF_center_left	HLTF	3	0.0009828803256174267	300.27801332106543	6.243928034700125e-66	1.9532287698292695e-65	79261.22121170156	0.0	0.0	554.7151824126898	1.4268892190793046e-241	2.7922745925086395e-241	0.0986219489809028	1.900292025521002e-40	7.626675377594356e-40	195.0	232.0	79.0	188.0	90.0
HLTF_center_right	HLTF	4	0.002909302184860395	339.684768782847	1.7313691126818225e-74	5.8674175485328434e-74	61163.60500076721	0.0	0.0	685.937982249923	1.581158867909873e-298	3.536187812960997e-298	-0.1323798596557919	9.325999392933133e-141	1.4676177992036876e-139	180.0	203.0	92.0	103.0	547.0
HLTF_3_left	HLTF	5	0.0005091849344423057	223.63413905280143	2.744503077408748e-49	7.124029264763134e-49	24353.42358975711	0.0	0.0	1223.642394769191	0.0	0.0	0.0231384255289343	0.0005314605388732	0.0007125861036909	235.0	140.0	168.0	257.0	230.0
HLTF_3_right	HLTF	6	9.074366551104273e-05	247.7850259085862	1.563742626289344e-54	4.2967702794436927e-54	5586.177672031645	0.0	0.0	66.06530642326364	2.0375671917311203e-29	2.324260062929469e-29	0.0302289696100083	2.8924306450089657e-10	5.473650397833421e-10	222.0	398.0	307.0	369.0	204.0
HNRNPA1_5_left	HNRNPA1	1	0.0																542.5	
HNRNPA1_5_right	HNRNPA1	2	0.0	1.1139540001003887	0.5729384414573733	0.5786298829288041							0.0949480498796642	0.1372971599013697	0.1549126445679605	604.0			542.5	92.0
HNRNPA1_center_left	HNRNPA1	3	0.0	4.369312518364614	0.1125164034882475	0.1185405978028169							0.0644567461987323	0.5720339784358988	0.5938824984456033	578.5			542.5	139.0
HNRNPA1_center_right	HNRNPA1	4	0.0	0.3713171888305354	0.8305571034170431	0.8319209081845588							0.0343892613876543	0.9097172827594012	0.9127700253189966	608.5			542.5	191.0
HNRNPA1_3_left	HNRNPA1	5	0.0	110.01650541556688	1.288900493191311e-24	2.3897547138197564e-24										329.0			542.5	
HNRNPA1_3_right	HNRNPA1	6	0.0																542.5	
HNRNPC_5_left	HNRNPC	1	0.0009199500246094672	19.85767533217092	4.8748425129142855e-05	5.830693986034733e-05	4761.84946098901	0.0	0.0	8.286943638954442	0.0002517911281626	0.00025804327807182935	0.1207315951768794	2.154406069879939e-22	5.882807441955267e-22	510.0	443.0	315.0	200.0	74.0
HNRNPC_5_right	HNRNPC	2	0.0	7.818400606426397	0.0200565337957974	0.0220044705313605							0.2059191560232652	1.476943567838149e-26	4.416061267836066e-26	556.0			542.5	32.0
HNRNPC_center_left	HNRNPC	3	8.878861068976717e-05	122.2502957322856	2.842402498390426e-27	5.5751303023091946e-27	19134.560147535693	0.0	0.0	553.4979106727118	4.816854708139419e-241	9.385631062211572e-241	-0.0479786963243675	1.171196346556044e-07	1.978461624973205e-07	311.0	233.0	186.0	370.0	444.0
HNRNPC_center_right	HNRNPC	4	0.0	838.8751818195452	6.927376070784897e-183	3.876788443283291e-182							-0.1206181756130537	1.9405099037725814e-20	5.023484512796554e-20	109.0			542.5	543.0
HNRNPC_3_left	HNRNPC	5	0.0	27.23053485830769	1.22169975246229e-06	1.5240017362004024e-06							-0.0696742409806278	8.754647552123345e-11	1.7053026827914526e-10	489.0			542.5	486.0
HNRNPC_3_right	HNRNPC	6	0.0005076337160142444	3.476990949394442	0.1757846742542153	0.1832968398206348	304.45198712019493	7.746240822321427e-67	8.066039755353045e-67	27.694476503931355	9.388616175979854e-13	9.889632816461377e-13	-0.33183421752774	3.9134489164268467e-78	2.8539542097844568e-77	585.0	431.0	436.0	258.0	589.0
HNRNPK_5_left	HNRNPK	1	0.0006750921117015035	3.4874554957626613	0.1748673228264112	0.1826525118563541	422.6516525489097	1.6686289162734802e-92	1.7495554918895153e-92	8.42229019708589	0.0002199179264156	0.0002258885488522226	-0.0786182465773925	2.9456231137136687e-53	1.5588341787617468e-52	584.0	442.0	433.0	220.0	494.0
HNRNPK_5_right	HNRNPK	2	0.0009347200251078397	17.276186301661713	0.0001772245206765	0.0002099164225489	2645.960319930187	0.0	0.0	394.6365590297176	4.405370659136571e-172	7.32614754303298e-172	-0.0676217989259415	2.085879844442436e-45	9.521802648676156e-45	515.0	273.0	346.0	197.0	485.0
HNRNPK_center_left	HNRNPK	3	0.002501924554799572	430.3941130571261	3.476208585286019e-94	1.2929800225758973e-93	1772.9828189926689	0.0	0.0	1343.84309574308	0.0	0.0	-0.044629670850432	2.4678135416038124e-36	8.890075288428191e-36	164.0	131.0	366.0	117.0	437.0
HNRNPK_center_right	HNRNPK	4	0.0006448581206276864	640.07843830709	1.020312316042406e-139	4.824732657254788e-139	6854.863910217801	0.0	0.0	733.1525393249542	5.10404e-319	1.219596e-318	-0.0238278184006603	1.379643176961743e-06	2.16542419901082e-06	129.0	190.0	291.0	224.0	380.0
HNRNPK_3_left	HNRNPK	5	0.0010625657744821482	107.42923086624516	4.6993622063654434e-24	8.63437031892446e-24	15645.715582800183	0.0	0.0	1468.9364431227666	0.0	0.0	0.014260586396438	0.0003419038141725	0.0004657368584855	332.0	124.0	206.0	181.0	266.0
HNRNPK_3_right	HNRNPK	6	0.0021935894476584317	176.18321091775087	5.52461282426583e-39	1.2574678443291627e-38	846.8494050754649	1.2852516980971618e-184	1.423181148624662e-184	399.7747688536013	2.590222090815898e-174	4.323385401582418e-174	0.0833777728547589	3.9596830803790613e-45	1.7938564258080896e-44	268.0	272.0	410.0	125.0	111.0
HNRNPL_5_left	HNRNPL	1	0.00047400352545955854	55.37751942341762	9.438966537586434e-13	1.3874143585368013e-12	92571.14176193593	0.0	0.0	229.13983363330755	3.13891898814474e-100	4.467301632030445e-100	0.0028433966624047	0.7562176734395993	0.7730225106271459	415.0	319.0	60.0	263.0	299.0
HNRNPL_5_right	HNRNPL	2	3.4244759944307447e-05	8.938931111693844	0.0114534354366733	0.0126568761166136	2541.9916352141354	0.0	0.0	209.30910032656865	1.2804001645405533e-91	1.7561984129952e-91	0.178466028185329	7.576272602497058e-63	4.576374763932567e-62	552.0	331.0	349.0	413.0	40.0
HNRNPL_center_left	HNRNPL	3	0.0013936936784747715	2.2637530407232878	0.3224276463366296	0.3316709346801755	73506.04695056104	0.0	0.0	56.91900303654884	1.910145798988309e-25	2.1465499820314163e-25	0.0464403372251347	4.856110983957902e-10	9.131931976122091e-10	593.0	404.0	82.0	160.0	163.0
HNRNPL_center_right	HNRNPL	4	0.001120214796578819	80.36849231687013	3.5334881073508145e-18	5.825480393199992e-18	251.0248521435004	3.0948951951263967e-55	3.1861279333047257e-55	31.269225484440632	2.631187356812088e-14	2.797562201388028e-14	0.1636047790183455	3.5607581319494654e-51	1.8199430452186158e-50	370.0	427.0	441.0	178.0	51.0
HNRNPL_3_left	HNRNPL	5	4.6771509438570576e-05	75.87222187533101	3.346234364284698e-17	5.414331464757735e-17	1429.298649178202	4.2829384683544e-311	5.1035539754146e-311	413.5906269916616	2.603323062349417e-180	4.4101069787561016e-180	0.0088254019495273	0.43784609505722	0.4634194068039249	377.0	268.0	381.0	399.0	282.0
HNRNPL_3_right	HNRNPL	6	0.0	715.235031824379	4.882994188267184e-156	2.4616747560685805e-155							0.0427903593135237	0.006256744107221	0.007730440033302	121.0			542.5	170.0
HNRNPM_5_left	HNRNPM	1	8.939923563668746e-06	144.83835404439606	3.537944658590461e-32	7.572442953474318e-32	42422.57251037444	0.0	0.0	10.62490084649732	2.4304558035335263e-05	2.5077884881914112e-05	0.0187574947929576	0.1137061497848542	0.129270489679359	285.0	440.0	121.0	438.0	242.0
HNRNPM_5_right	HNRNPM	2	0.0005350241684032764	222.2929566117794	5.36658223622728e-49	1.3754685563439662e-48	6606.390903600687	0.0	0.0	529.4203754114246	1.3616665666674694e-230	2.5865967417030592e-230	-0.2476694921958079	1.815981505844574e-77	1.3083818560181387e-76	238.0	239.0	293.0	252.0	579.0
HNRNPM_center_left	HNRNPM	3	0.00041963189215895127	435.9734854267312	2.1357996525340946e-95	7.99286986531164e-95	1052.318206160722	3.104594823596969e-229	3.550342694995022e-229	404.8271782992548	1.6593985356261187e-176	2.800620576855977e-176	0.059940645186909	3.518338637920605e-16	7.999872644397423e-16	163.0	269.0	397.0	272.0	145.0
HNRNPM_center_right	HNRNPM	4	0.002544610370169467	1092.0406114763557	7.351808919237329e-238	5.605754300918464e-237	7309.014849713782	0.0	0.0	1214.5561030885542	0.0	0.0	-0.2697741559271978	2.8032474058218127e-217	7.619736130370202e-216	80.0	141.0	283.0	114.0	584.0
HNRNPM_3_left	HNRNPM	5	0.0002995449220909212	11.04087243331344	0.0040041009055647	0.0044981612382955	112063.7653809414	0.0	0.0	654.6848240164339	5.7985528722986296e-285	1.2535919066778943e-284	-0.0363870716518942	5.733738708503011e-06	8.571939369212002e-06	543.0	210.0	51.0	297.0	414.0
HNRNPM_3_right	HNRNPM	6	0.0	47.62669561033108	4.5498224843306887e-11	6.43942393373949e-11							0.0473648953659377	0.0002810960020949	0.0003846576870772	431.0			542.5	160.0
HNRNPU_5_left	HNRNPU	1	0.0	32.679018190240456	8.01385283720934e-08	1.0334989916908453e-07							-0.2613251522321493	1.001607661551554e-19	2.537971955965378e-19	473.0			542.5	582.0
HNRNPU_5_right	HNRNPU	2	0.0																542.5	
HNRNPU_center_left	HNRNPU	3	6.123381742464475e-05	7.114326036339833	0.0285196196959255	0.0310660143116331	625.0980492720347	1.8267674994055807e-136	1.9746486779288897e-136	271.17923096415404	1.7526131552488917e-118	2.6611584363979826e-118	0.0619805776972056	0.0061889499012403	0.0076625094015357	560.0	299.0	420.0	389.0	142.0
HNRNPU_center_right	HNRNPU	4	0.0	19.96626320978482	4.617224929803908e-05	5.533412980708024e-05							-0.1123621448642821	0.0011241982112638	0.0014775176490895	509.0			542.5	537.0
HNRNPU_3_left	HNRNPU	5	0.0	2.774754699095284	0.2497293994481434	0.2586331641143761							0.0850788369235035	0.3529038890556319	0.3795620965022804	589.0			542.5	109.0
HNRNPU_3_right	HNRNPU	6	0.0	4.369312518364614	0.1125164034882475	0.1185405978028169										578.5			542.5	
HNRNPUL1_5_left	HNRNPUL1	1	0.0	44.7206761706089	1.9454879986240406e-10	2.7218983466987724e-10							0.25818522590008	0.0868495399926548	0.0998769709915531	436.0			542.5	15.0
HNRNPUL1_5_right	HNRNPUL1	2	0.0	5.198514463980898	0.0743287667457869	0.0794055126356042							0.5569731230631618	1.6937145359374374e-15	3.7512640462614345e-15	570.5			542.5	4.0
HNRNPUL1_center_left	HNRNPUL1	3	0.000415594055338037	62.66500742722588	2.4686898586161893e-14	3.7367265850021717e-14	857.3985469437574	6.580685491876854e-187	7.358697569734217e-187	718.028966948621	1.86820823765e-312	4.41753406195e-312	-0.184211301239302	1.115566595976649e-23	3.1467397377077175e-23	403.0	192.0	406.0	273.0	567.0
HNRNPUL1_center_right	HNRNPUL1	4	0.0	5.796255152963587	0.0551263433427927	0.059307000774433							0.5707643275666783	4.931186812992035e-37	1.7980790940056324e-36	567.0			542.5	3.0
HNRNPUL1_3_left	HNRNPUL1	5	0.0	37.473713624545766	7.289310971944524e-09	9.7297148640835e-09							-0.2071411033229235	4.358829741576311e-07	7.044811312061171e-07	457.0			542.5	572.0
HNRNPUL1_3_right	HNRNPUL1	6	0.0	1.8565940561996737	0.3952261967036085	0.4031571571725773							0.5218380290554177	2.228372495978988e-08	3.851348995940564e-08	598.0			542.5	5.0
IGF2BP1_5_left	IGF2BP1	1	0.001095660278227655	85.53619944453874	2.667167491305928e-19	4.595966581063887e-19	36202.384178406304	0.0	0.0	488.1165479522847	1.1570090031668619e-212	2.1011283497510215e-212	0.023841534348159	1.2636306109437317e-05	1.8430514764496377e-05	354.0	250.0	130.0	179.0	226.0
IGF2BP1_5_right	IGF2BP1	2	0.0004197293031167118	52.44330461876965	4.093370879576206e-12	5.973579513257143e-12	12855.726487606757	0.0	0.0	220.44879081236988	1.863964127565127e-96	2.5958273432962198e-96	0.028221634195826	8.756334805170944e-13	1.8181556296848001e-12	418.0	326.0	230.0	271.0	214.0
IGF2BP1_center_left	IGF2BP1	3	0.003095828890931238	951.4471464806292	2.4881538491815158e-207	1.581014425000755e-206	126050.05878457132	0.0	0.0	1936.7692021786515	0.0	0.0	0.0632615536027606	9.674780239941248e-23	2.6661375960759755e-22	96.0	96.0	46.0	99.0	140.0
IGF2BP1_center_right	IGF2BP1	4	0.013584622608383575	1312.615267201276	9.315717204414915e-286	8.609981052565302e-285	359101.75188492244	0.0	0.0	3223.8121899239286	0.0	0.0	0.1627602773865913	1.4662255988542455e-226	4.6147521479728355e-225	66.0	53.0	11.0	36.0	52.0
IGF2BP1_3_left	IGF2BP1	5	8.504275961004896e-05	0.8533750309615765	0.6526674688460554	0.6580614148695766	13947.314125341372	0.0	0.0	250.65185462607505	1.433440058016078e-109	2.1060899234281536e-109	-0.0500170188971963	4.803334383444275e-19	1.1820551281068624e-18	605.0	309.0	219.0	372.0	448.0
IGF2BP1_3_right	IGF2BP1	6	0.0006623507814984442	104.05472539127987	2.539823126128001e-23	4.610988413506192e-23	3272.386991153438	0.0	0.0	419.60147609275344	6.398721896281434e-183	1.0880223748733224e-182	0.0235286832656746	4.1742084063776975e-09	7.451273513474217e-09	336.0	267.0	334.0	222.0	227.0
IGF2BP3_5_left	IGF2BP3	1	6.046119450833317e-05	16.811492830059965	0.0002235788488101	0.0002637970943407	21200.807758931223	0.0	0.0	171.51813970228068	3.2866337631072873e-75	4.300091436457373e-75	-0.1350213253186042	9.36399128475179e-45	4.178855812150426e-44	517.0	347.0	178.0	390.0	549.0
IGF2BP3_5_right	IGF2BP3	2	0.0010085703603223881	14.931050665730746	0.000572484250553	0.000665172176833	5490.075630098388	0.0	0.0	35.813286499147544	2.7974008494655736e-16	2.9812675719656585e-16	0.0774776720287561	2.76466436785942e-27	8.435047408060883e-27	525.0	426.0	308.0	185.0	123.0
IGF2BP3_center_left	IGF2BP3	3	0.0	231.59144334248165	5.135196304917158e-51	1.350202476723908e-50							0.009548454067073	0.5697620059178732	0.5925524861545881	232.0			542.5	280.0
IGF2BP3_center_right	IGF2BP3	4	0.0015022125716416977	364.9728020231824	5.5867986339324596e-80	1.9813646318016285e-79	3765.9524119625135	0.0	0.0	892.3734016132964	0.0	0.0	0.0437859152483419	8.69097604668562e-06	1.2800994275660102e-05	172.0	177.0	327.0	153.0	167.0
IGF2BP3_3_left	IGF2BP3	5	0.00013911434971767967	65.90747329608702	4.8794853189132936e-15	7.554533107962206e-15	8290.017889250408	0.0	0.0	260.71246021047875	6.1402550972268794e-114	9.110051680199356e-114	0.1469230740406823	1.5472922373945948e-27	4.769488443102927e-27	394.0	306.0	274.0	349.0	60.0
IGF2BP3_3_right	IGF2BP3	6	4.731784327612136e-05	43.95419897192315	2.8540854070116664e-10	3.9658134357109707e-10	9034.18240822174	0.0	0.0	182.73686782451549	4.4192449438845966e-80	5.883686816784771e-80	-0.0073217237036073	0.2720347735824981	0.2968554646027991	439.0	341.0	265.0	398.0	325.0
ILF3_5_left	ILF3	1	0.00010349637871196303	22.754371167515863	1.1453839189656864e-05	1.3918011764324078e-05	10042.307112052962	0.0	0.0	46.882326729360486	4.362369527596952e-21	4.8070771007985834e-21	0.289121870333252	3.1381027150551096e-41	1.2941968438641072e-40	502.0	412.0	253.0	363.0	10.0
ILF3_5_right	ILF3	2	5.079186120312876e-05	70.14540569477754	5.862983715738788e-16	9.170307863078617e-16	18753.089335642177	0.0	0.0	75.05889944570964	2.532262500885951e-33	2.9783605580368442e-33	-0.0341904743520562	0.0686903243532507	0.0800717621115865	390.0	386.0	189.0	396.0	407.0
ILF3_center_left	ILF3	3	2.6759045604098798e-05	906.4988255629796	1.4331152027713633e-197	8.655448254361697e-197	28.364372707286226	6.930342933390632e-07	6.961008167609175e-07	199.31606880058573	2.7952005178097213e-87	3.799464176903034e-87	0.0084713758489416	0.4693175047986303	0.4941054011788396	101.0	334.0	452.0	419.0	284.0
ILF3_center_right	ILF3	4	0.002362136729910115	704.4687669640115	1.063043208345172e-153	5.31521604172586e-153	4603.52601810827	0.0	0.0	868.5747657995847	0.0	0.0	-0.2671700651200904	3.3253225719375126e-121	3.899103721605162e-120	122.0	181.0	317.0	121.0	583.0
ILF3_3_left	ILF3	5	1.0065342715568413e-05	85.08721733504733	3.338454914020249e-19	5.72038622907964e-19	9727.928463567549	0.0	0.0	94.25827214190102	1.1641389564089448e-41	1.4019073904765543e-41	-0.0420087385246134	0.0020487541880907	0.0026347419451144	356.0	377.0	257.0	437.0	429.0
ILF3_3_right	ILF3	6	0.0	30.38527027396405	2.52302988338971e-07	3.213044319139297e-07							0.2564632325776534	3.905461887631648e-60	2.312342780993788e-59	479.0			542.5	16.0
KHSRP_5_left	KHSRP	1	0.0007722322190624252	138.17811629395442	9.885605763606596e-31	2.058095397883967e-30	13997.046678396322	0.0	0.0	354.3058796923568	1.4225860379770803e-154	2.2984130293295174e-154	0.0503578970634591	3.201942750904685e-36	1.1397391458577389e-35	293.0	281.0	218.0	211.0	152.0
KHSRP_5_right	KHSRP	2	0.0021336994905176523	222.64177298563533	4.507682051663374e-49	1.1602050850272819e-48	29305.576027807256	0.0	0.0	700.0039672279428	1.2423892412420317e-304	2.8061926145466786e-304	-0.0633503023099176	2.4790594823661188e-61	1.4824775704549394e-60	237.0	201.0	156.0	128.0	476.0
KHSRP_center_left	KHSRP	3	0.002106148127921847	740.5423873388975	1.5605000309976205e-161	7.999201839567635e-161	9795.739915966711	0.0	0.0	3840.5549367973754	0.0	0.0	0.0134629361991203	2.5540759098821077e-06	3.886354692390586e-06	119.0	43.0	255.0	129.0	267.0
KHSRP_center_right	KHSRP	4	0.0031989353694095815	1061.8443879204635	2.651067850789897e-231	1.9964831962738726e-230	161.3431280445649	9.221146005973524e-36	9.386547728053766e-36	1827.759770046183	0.0	0.0	-0.0444792838812233	7.325390610997032e-33	2.4610020142563062e-32	81.0	104.0	446.0	96.0	435.0
KHSRP_3_left	KHSRP	5	0.004187543378385339	634.9074472256518	1.35394048740548e-138	6.353105363979559e-138	34145.55008177865	0.0	0.0	2543.4609573339662	0.0	0.0	-0.0506254237061069	2.8414204474029816e-66	1.769968153694774e-65	130.0	69.0	135.0	82.0	451.0
KHSRP_3_right	KHSRP	6	0.0001497992952950497	28.072683189976438	8.018521521709957e-07	1.0105987868270812e-06	18204.372203882467	0.0	0.0	300.53419573115696	3.151265432962844e-131	4.916407239055434e-131	0.0021096416261978	0.7059637546082151	0.7253716928792313	484.0	291.0	194.0	342.0	302.0
LARP4_5_left	LARP4	1	0.0024031174427862393	180.71303949659068	5.736699078415168e-40	1.3305651854879284e-39	765.2985581628824	6.569458759861139e-167	7.221632631905465e-167	448.6140887097725	1.6267668127246877e-195	2.8626051665775514e-195	-0.099335873016665	7.2059337090393235e-115	7.97990436667688e-114	263.0	258.0	413.0	120.0	522.0
LARP4_5_right	LARP4	2	0.0036289489830419286	821.2008692342562	4.769764958821978e-179	2.645051477164915e-178	15235.162075190126	0.0	0.0	1473.582987681228	0.0	0.0	-0.0368595179016789	9.710581256233992e-34	3.31824433784453e-33	110.0	123.0	209.0	89.0	415.0
LARP4_center_left	LARP4	3	0.00015168798602608702	312.7280443938189	1.2358563451644146e-68	3.946975762043419e-68	6280.400080416445	0.0	0.0	39.20802877071638	9.386203450878812e-18	1.0097953475590001e-17	0.072396104003011	3.658017502252534e-36	1.2943754238739735e-35	191.0	422.0	298.0	340.0	130.0
LARP4_center_right	LARP4	4	0.013197104764837328	1227.889735457589	2.328797641314317e-267	2.000797973523568e-266	345263.3896006862	0.0	0.0	4558.482422336132	0.0	0.0	0.0931035041003943	9.146569921760798e-106	8.822014214859607e-105	71.0	34.0	15.0	38.0	98.0
LARP4_3_left	LARP4	5	0.001728423923221505	120.65078118690552	6.324347817164761e-27	1.2286153402772305e-26	60496.95808907785	0.0	0.0	248.853646543706	8.652550762964325e-109	1.2671800149631623e-108	0.0720021389697835	6.331109563868653e-41	2.593153095337983e-40	314.0	310.0	93.0	141.0	131.0
