Feature	RBP	Position	Global SHAP	Chi-Square Statistic	Chi-Square P-Val	Chi-Square FDR P-Val	Kruskal-Wallis Statistic	Kruskal-Wallis P-Val	Kruskal-Wallis FDR P-Val	ANOVA Statistic	ANOVA P-Val	ANOVA FDR P-Val	Linear Regression beta	Linear Regression pvalue	Linear Regression adj_pvalue	Chi-Square Rank	ANOVA Rank	Kruskal-Wallis Rank	Global SHAP Rank	Beta Coefficient Rank
CPSF6_5_right	CPSF6	2	0.00021047825119409826	10.90268159250486	0.004290548081606	0.0049202400302734	49.660662912553526	1.6455991892149375e-11	1.6486131071439026e-11	639.6466649792629	1.9224508742889343e-278	3.729009319985982e-278	-0.0215699698919411	0.0011566166174951	0.0014436096795343	695.0	282.0	546.0	376.0	549.0
CPSF6_center_left	CPSF6	3	2.2533843263847756e-05	19.728743705580253	5.199453958953461e-05	6.385153783183218e-05	61175.36670517789	0.0	0.0	676.7767698966318	1.4718925933144172e-294	3.0154503690748547e-294	0.1090817999157248	4.040727415221672e-23	7.582039082494597e-23	649.0	267.0	64.0	507.0	134.0
CPSF6_center_right	CPSF6	4	0.0001959879393880037	323.5739077159837	5.455300716801839e-71	1.6469222239738882e-70	281.3401278972063	8.086627868387921e-62	8.361787228748947e-62	141.28681248039638	4.403177727591291e-62	5.473950493164628e-62	0.0039550709316842	0.6168414897064098	2.019853505509224	264.0	440.0	529.0	381.0	374.0
CPSF6_3_left	CPSF6	5	0.000416212305990528	38.05522916293825	5.4501942785343255e-09	7.647543732380032e-09	18529.751393917843	0.0	0.0	203.94117277803505	2.7383809674219175e-89	3.626862927796099e-89	0.0564612944216048	4.1312499583699996e-08	2.1163151627232818e-07	568.0	413.0	208.0	304.0	222.0
CPSF6_3_right	CPSF6	6	0.00031927523641296586	60.392192456515936	7.691340407991762e-14	1.204321867420321e-13	9502.827162847518	0.0	0.0	211.3204592479013	1.7112021054593827e-92	2.2829940285031276e-92	-0.0114638551258057	0.18086652157816	0.1969016238823515	509.0	410.0	294.0	332.0	507.0
CSTF2T_5_left	CSTF2T	1	3.6151353913093134e-05	377.1229478792164	1.2846723250955742e-82	4.4132924271602265e-82	528.796778453495	1.4901793287301798e-115	1.588943650712297e-115	51.1997727416652	5.817370646127918e-23	6.313693935380895e-23	-0.0464529385473377	2.881873430338634e-15	4.7183614006524686e-15	232.0	504.0	513.0	495.0	622.0
CSTF2T_5_right	CSTF2T	2	0.0008797843763579476	1046.1810391804229	6.67842120081662e-228	4.795226754099861e-227	45387.03143102102	0.0	0.0	1283.414430225469	0.0	0.0	-0.0019171835683944	0.6677561670878291	0.6917821333974409	111.0	178.0	89.0	230.0	466.0
CSTF2T_center_left	CSTF2T	3	0.0005194472195615591	1505.8237849911343	0.0	0.0	10241.058985386788	0.0	0.0	1565.842616610102	0.0	0.0	0.0141717704878011	0.0001734600985516	0.0002235172566213	84.0	147.0	286.0	284.0	341.0
CSTF2T_center_right	CSTF2T	4	0.005427176923414069	1920.5184256322689	0.0	0.0	3407.852799535403	0.0	0.0	2807.0644390832394	0.0	0.0	-0.1825182263033167	0.0	0.0	63.0	82.0	395.0	67.0	771.0
CSTF2T_3_left	CSTF2T	5	0.0005961395865124114	868.6762996436909	2.3406595626395525e-189	1.4240501308578042e-188	6395.475917135149	0.0	0.0	379.8530868911388	1.1474121711238802e-165	1.7729786937987642e-165	0.0004855624501638	0.891244849319736	2.797704696172856	131.0	354.0	335.0	272.0	392.0
CSTF2T_3_right	CSTF2T	6	0.00013300534693841228	102.20464927897476	6.405343086781269e-23	1.1344574311477048e-22	2628.813999731218	0.0	0.0	262.1245849151668	1.4927510437436736e-114	2.067176761842505e-114	0.0482264698463681	4.319645497892905e-19	7.545824248411246e-19	450.0	395.0	420.0	411.0	242.0
DDX1_5_left	DDX1	1	0.0	162.3869656550765	5.4716516631690795e-36	1.1722866600929456e-35							-0.0077342481652951	0.6329201701959124	0.658142393665737	372.0			691.0	492.0
DDX1_5_right	DDX1	2	5.882094778478452e-05	499.7106129284033	3.0847440012554666e-109	1.2871942246076477e-108	725.8181419520405	2.458063185902335e-158	2.678407495395572e-158	580.4420603788476	9.597668657389949e-253	1.767651432859361e-252	-0.1045700758775731	3.2291506236229243e-16	5.403488518487257e-16	191.0	297.0	502.0	472.0	710.0
DDX1_center_left	DDX1	3	0.0	985.614731046692	9.472846761068855e-215	6.508499024630929e-214							-0.0844156106375324	2.7053815362924124e-15	4.4381013414620115e-15	116.0			691.0	686.0
DDX1_center_right	DDX1	4	4.226450938151674e-05	354.936988933356	8.441354545111971e-78	2.723789300588761e-77	16745.235346337537	0.0	0.0	140.3935983281416	1.0755625669411262e-61	1.3280648399927674e-61	0.200054440649333	1.0221782159240118e-48	1.2193125861379284e-47	247.0	443.0	223.0	489.0	71.0
DDX1_3_left	DDX1	5	8.604504427676779e-05	428.2557790276257	1.0126028900452729e-93	3.8248554661899627e-93	13399.83509923173	0.0	0.0	90.993606455979	3.044917050169444e-40	3.528749208565012e-40	0.0908974461691148	1.2427068939775462e-18	8.436262247733748e-18	211.0	472.0	248.0	448.0	158.0
DDX1_3_right	DDX1	6	0.0	102.18399753687366	6.471826492342259e-23	1.143690845764253e-22							-0.1152011724376955	6.472343207839763e-16	1.0744347074644537e-15	451.0			691.0	732.0
DDX21_5_left	DDX21	1	0.0	3.701948136083649	0.1570840811847043	0.1667057426154586							-0.3820001016153889	9.898646689912645e-06	1.3224591977723296e-05	751.0			691.0	816.0
DDX21_5_right	DDX21	2	0.0	9.879638210243668	0.0071558927195823	0.0080897113439817							0.206274281054153	0.001147213447718	0.0014340168096475	703.5			691.0	67.0
DDX21_center_left	DDX21	3	0.0	12.854345247967064	0.0016170162903927	0.0018841549465541							-0.0938671288820607	0.2336480081943812	0.2523351600874223	684.0			691.0	696.0
DDX21_center_right	DDX21	4	0.0	2.469862492962971	0.2908547589684811	0.3006630906587282							0.0364857508975231	0.6628278381185123	2.1619579876131163	769.5			691.0	280.0
DDX21_3_left	DDX21	5	0.0	16.477113968825716	0.0002642653134143	0.0003181562761197							0.5440779582810898	1.8828952362202883e-07	9.248338366140824e-07	662.0			691.0	6.0
DDX21_3_right	DDX21	6	0.0	4.234069195656844	0.1203880988410256	0.1287910265453656							-0.1848135400250085	0.0275536631788263	0.0319102756647989	743.5			691.0	773.0
