Protein1,Protein2,Position,Pearson_Corr,Pearson_P,Spearman_Corr,Spearman_P,n
IGF2BP3,ILF3,6,NaN,NaN,NaN,NaN,16
IGF2BP3,NCBP2,2,-0.9617116432041187,1.592297452372815e-7,-0.9725274725274725,2.6191330438273957e-8,13
IGF2BP3,NCBP2,4,NaN,NaN,NaN,NaN,4
IGF2BP3,NKRF,4,NaN,NaN,NaN,NaN,9
IGF2BP3,PABPN1,1,0.9978933633449399,3.907847701294287e-7,0.9642857142857145,0.0004541491691941689,7
IGF2BP3,PABPN1,3,0.9993380666587707,0.000661933341229215,1.0,0.0,4
IGF2BP3,PABPN1,4,0.9983994782764234,1.0237720262757717e-8,0.9700772721497398,0.00006548558831120599,8
IGF2BP3,PABPN1,5,-0.3240260656273626,0.05040969286340932,-0.2047907031898494,0.22403253632076478,37
IGF2BP3,PABPN1,6,-0.16358732223819922,0.3404243101725903,-0.22757422022967042,0.1819256353477871,36
IGF2BP3,PRPF8,1,0.978225523700144,4.783766255159132e-13,0.9562922295448875,1.6579173523122118e-10,19
IGF2BP3,PRPF8,2,-0.8724565304774502,3.765103588466983e-102,-0.9232449056888027,8.202685394817012e-136,324
IGF2BP3,PRPF8,3,0.30213312616163385,0.1335812803393532,0.8597811217510258,1.8298872131147216e-8,26
IGF2BP3,PRPF8,4,0.9448259051949871,1.0417024309482111e-138,0.9353167302780289,2.8771303142162328e-129,284
IGF2BP3,PRPF8,5,0.037397120071134944,0.7824071378233026,0.22503484264091006,0.09237541125986788,57
IGF2BP3,PRPF8,6,0.6279034302619366,6.160840815362906e-44,0.760509377290692,2.1743605255466e-74,388
IGF2BP3,PTBP1,2,-0.6894356673080217,4.63802853296631e-6,-0.7882319898890605,1.893008872232945e-8,35
IGF2BP3,PTBP1,3,-0.9920297071531209,2.7381047703876332e-21,-0.9599651871192342,1.212157217522823e-13,24
IGF2BP3,PTBP1,4,-0.9285651498595826,5.182840123368065e-14,-0.9671132764920828,8.667247095215184e-19,31
