Feature,AUROC,AUPRC,PRC Baseline,AUPRC - Baseline,Total Events,Num Significant
SRSF1_2_binding,0.4894291754756871,0.06612479872776639,0.06811145510835913,-0.001986656380592741,323,22
SRSF1_3_binding,0.43730886850152906,0.05340049259470773,0.05217391304347826,0.0012265795512294703,115,6
SRSF1_4_binding,0.3057017543859649,0.046009607990067175,0.0594059405940594,-0.013396332603992228,202,12
SRSF1_5_binding,0.5230769230769231,0.10240416176986133,0.09722222222222222,0.005181939547639111,144,14
SRSF1_6_binding,0.2859216255442671,0.05359414156047369,0.0755813953488372,-0.02198725378836351,172,13
SRSF9_1_binding,0.9444444444444445,0.7,0.06896551724137931,0.6310344827586206,29,2
SRSF9_2_binding,,,0.0,,41,0
SRSF9_3_binding,0.5,0.1111111111111111,0.058823529411764705,0.0522875816993464,17,1
SRSF9_4_binding,,,0.0,,29,0
SRSF9_5_binding,0.5,0.05,0.05,0.0,20,1
SRSF9_6_binding,0.7916666666666666,0.16666666666666666,0.04,0.12666666666666665,25,1
SSB_1_binding,,,0.0,,1,0
SSB_2_binding,,,0.0,,2,0
SSB_3_binding,,,0.0,,1,0
SSB_4_binding,,,0.0,,7,0
SSB_5_binding,,,0.0,,1,0
SSB_6_binding,,,0.0,,5,0
SUB1_1_binding,,,0.0,,110,0
SUB1_2_binding,,,0.0,,146,0
SUB1_3_binding,,,0.0,,131,0
