Feature,AUROC,AUPRC,PRC Baseline,AUPRC - Baseline,Total Events,Num Significant
UCHL5_3_binding,0.690566037735849,0.0413385352778156,0.0037593984962406,0.037579136781575,1064,4
KHSRP_1_binding,0.5913661581137308,0.0478708862897978,0.0109739368998628,0.036896949389935,729,8
AQR_4_binding,0.637866551434321,0.0908703195450615,0.057027225901398,0.0338430936436634,8154,465
FTO_5_binding,0.6153846153846154,0.0588235294117647,0.025,0.0338235294117647,40,1
EWSR1_2_binding,0.7881944444444444,0.0465367965367965,0.0136986301369863,0.0328381663998102,146,2
FMR1_3_binding,0.8638743455497382,0.037037037037037,0.0052083333333333,0.0318287037037037,192,1
PUM2_6_binding,0.9230088495575222,0.0323814380418154,0.0035273368606701,0.0288541011811452,567,2
U2AF1_2_binding,0.5782828282828283,0.1973974585229844,0.1698113207547169,0.0275861377682674,53,9
SF3B4_1_binding,0.5759727215948414,0.0953960397335833,0.0679925994449583,0.0274034402886249,2162,147
TIA1_5_binding,0.73,0.0357142857142857,0.0099009900990099,0.0258132956152758,101,1
SF3B4_3_binding,0.6158115162848683,0.0787250294808439,0.0531208499335989,0.0256041795472449,2259,120
GPKOW_6_binding,0.3399122807017544,0.0444797819173103,0.0193548387096774,0.0251249432076328,155,3
GEMIN5_6_binding,0.4516129032258065,0.0555555555555555,0.03125,0.0243055555555555,32,1
RBM15_3_binding,0.6314814814814814,0.0532096965899506,0.029940119760479,0.0232695768294715,334,10
U2AF1_3_binding,0.6086711711711712,0.1196757139038104,0.0975609756097561,0.0221147382940543,246,24
HNRNPL_4_binding,0.4399999999999999,0.1589181286549707,0.1379310344827586,0.0209870941722121,29,4
PHF6_5_binding,0.2666666666666667,0.0833333333333333,0.0625,0.0208333333333333,16,1
U2AF2_5_binding,0.4419559481813061,0.1192960881828002,0.0993485342019544,0.0199475539808458,1228,122
EFTUD2_5_binding,0.6530837004405287,0.059278274655135,0.0394922425952045,0.0197860320599305,709,28
EIF3G_1_binding,0.5625,0.0344827586206896,0.0153846153846153,0.0190981432360742,65,1
DDX24_3_binding,0.9247491638795988,0.0212432915921288,0.0022246941045606,0.0190185974875681,899,2
HNRNPL_1_binding,0.2777777777777778,0.0714285714285714,0.0526315789473684,0.018796992481203,19,1
AGGF1_3_binding,0.5428571428571429,0.1002420687203295,0.081967213114754,0.0182748556055755,61,5
TIA1_3_binding,0.5988372093023255,0.0407925407925407,0.0227272727272727,0.018065268065268,88,2
