Feature-Feature Interaction	Cell Line	interaction_shap	f1_main_effect	f2_main_effect	abs_difference_interaction_vs_main1	abs_difference_interaction_vs_main2	avg_of_abs_differences	avg_multiplicative_difference	MWU p-value (Both Bound vs F1 Bound Only)	MWU p-value (Both Bound vs F2 Bound Only)	Both MWU Significant	Rec-Y2H	Street et al | IP-MS	Street et al | IP/SEC-MS (Both)	Rec-Y2H/Street et al. IP-MS (Union)
U2AF1_2-U2AF2_2-interaction-shap	HepG2	-0.2977565824985504	-0.2576357126235962	-0.2393088936805725	0.040120869874954224	0.058447688817977905	0.049284279346466064	1.1999812341315517	0.9999975009299388	0.00040237622671153276	false	Same-Position	Same-Position	False	Same-Position
TIA1_3-KHSRP_6-interaction-shap	K562	-0.10639523714780807	-0.02320350520312786	-0.0919075608253479	0.08319173194468021	0.014487676322460175	0.048839704133570194	2.871470975954954	6.367453078832824e-69	4.7270915521729425e-85	true	None	False	False	False
PPIG_1-U2AF2_6-interaction-shap	HepG2	-0.0886552557349205	0.006828615441918373	-0.07305508106946945	0.08182664029300213	0.01560017466545105	0.04871340747922659	7.098221730027171	0.38841658498072196	0.9927448228016261	false	False	Different-Position	False	Different-Position
EFTUD2_6-KHSRP_6-interaction-shap	HepG2	-0.058918386697769165	-0.013448944315314293	-0.012297364883124828	0.04546944238245487	0.04662102181464434	0.046045232098549604	4.5860161154469345	1.294130821851054e-99	3.483577967673953e-84	true	None	None	None	None
EFTUD2_5-SND1_6-interaction-shap	HepG2	-0.07544256001710892	0.06256677955389023	0.00028563340310938656	0.012875780463218689	0.07515692661399953	0.04401635353860911	132.66476160859875	1.0	0.9822742275673243	false	None	None	None	None
GTF2F1_1-PRPF8_2-interaction-shap	HepG2	0.1817699521780014	0.10285104066133499	-0.17347882688045502	0.07891891151666641	0.008291125297546387	0.0436050184071064	1.4075530078743141	8.428803685477505e-95	4.7800044288475867e-70	true	None	False	False	False
PTBP1_6-TIA1_6-interaction-shap	K562	-0.09512527287006378	-0.010393250733613968	-0.09421670436859131	0.08473202213644981	0.0009085685014724731	0.042820295318961143	5.081121993946554	5.137541574849619e-10	9.873871314026402e-11	true	False	False	False	False
FAM120A_2-PRPF4_5-interaction-shap	HepG2	-0.08999963849782944	-0.06402026116847992	0.034602005034685135	0.025979377329349518	0.0553976334631443	0.04068850539624691	2.003397099422772	2.0657680530467732e-290	0.0	true	False	None	None	False
PRPF8_1-SUB1_5-interaction-shap	HepG2	-0.18443995714187622	-0.13666246831417084	-0.15214145183563232	0.04777748882770538	0.032298505306243896	0.04003799706697464	1.2809473637116153	1.8613096329810335e-246	6.379003291933593e-265	true	None	False	False	False
AQR_1-SRSF1_1-interaction-shap	HepG2	0.08650344610214233	-0.0681835189461708	-0.025781650096178055	0.018319927155971527	0.06072179600596428	0.0395208615809679	2.3119593376961007	9.005527396159308e-43	2.322498468543983e-181	true	None	False	False	False
DDX43_1-KHSRP_2-interaction-shap	K562	-0.16168621182441711	-0.10231444984674454	-0.14459437131881714	0.05937176197767258	0.017091840505599976	0.038231801241636276	1.3492462995057903	0.0	5.722955395907072e-259	true	None	None	None	None
FMR1_1-GTF2F1_4-interaction-shap	K562	-0.08884525299072266	0.06715258210897446	-0.03507205843925476	0.0216926708817482	0.053773194551467896	0.03773293271660805	1.9281279588378784	1.7379697706911844e-252	2.2901219975474946e-225	true	False	None	None	False
PPIG_6-TIAL1_6-interaction-shap	HepG2	-0.0643821582198143	0.02143123187124729	-0.03276895731687546	0.04295092634856701	0.03161320090293884	0.037282063625752926	2.4844289431135747	8.756717687684362e-111	6.03651313005786e-132	true	False	None	None	False
KHSRP_5-ELAVL1_6-interaction-shap	K562	-0.08406265825033188	-0.023024987429380417	0.0711812973022461	0.06103767082095146	0.012881360948085785	0.03695951588451862	2.4159486513361954	6.877057821220408e-47	1.0607283587697705e-96	true	None	None	None	None
EFTUD2_1-GRWD1_5-interaction-shap	K562	-0.07813403755426407	0.039707399904727936	-0.0436827652156353	0.03842663764953613	0.03445127233862877	0.03643895499408245	1.8782073376661157	1.440128211293513e-12	0.16486038579960804	false	None	None	None	None
FTO_1-KHSRP_6-interaction-shap	K562	0.1514478623867035	-0.1383020132780075	-0.0919075608253479	0.013145849108695984	0.05954030156135559	0.03634307533502579	1.3714399333423102	0.0000741122310799189	0.9999997020532094	false	None	None	None	None
SRSF7_4-U2AF2_6-interaction-shap	K562	-0.09181483834981918	-0.08175051957368851	-0.02949175052344799	0.010064318776130676	0.06232308782637119	0.036193703301250935	2.1181740741746626	1.1131141245004318e-298	1.0835371932405665e-192	true	False	False	False	False
BCLAF1_1-TRA2A_4-interaction-shap	HepG2	0.048568014055490494	-0.013582208193838596	-0.014453796669840813	0.0349858058616519	0.03411421738564968	0.03455001162365079	3.4680404345795943	1.839213740749296e-263	2.639415714410448e-105	true	None	None	None	None
PPIG_1-EIF3H_6-interaction-shap	HepG2	-0.0649666041135788	0.006828615441918373	0.05447776988148689	0.05813798867166042	0.010488834232091904	0.034313411451876163	5.353205363332261	1.0	1.584574462512839e-104	false	False	None	None	False
CSTF2T_5-PRPF4_5-interaction-shap	HepG2	-0.055805813521146774	-0.012346219271421432	0.034602005034685135	0.04345959424972534	0.02120380848646164	0.03233170136809349	3.066432208299263	1.0	7.427419042212964e-8	false	False	False	False	False
PUM2_1-KHSRP_4-interaction-shap	K562	-0.23280374705791473	-0.22497674822807312	0.1760461926460266	0.007826998829841614	0.05675755441188812	0.03229227662086487	1.1785958722134127	3.745381608702109e-51	3.908468582467511e-82	true	None	False	False	False
DDX3X_1-HNRNPK_2-interaction-shap	HepG2	-0.11977128684520721	-0.11173701286315918	-0.06588339060544968	0.008034273982048035	0.05388789623975754	0.030961085110902786	1.444915912571468	3.035291176879684e-112	3.979866312379931e-89	true	False	False	False	False
RBFOX2_5-PPIG_6-interaction-shap	HepG2	0.07572099566459656	-0.0699026957154274	0.02143123187124729	0.005818299949169159	0.054289763793349266	0.030054031871259212	2.3082210369652736	0.0	2.448393003057051e-49	true	False	False	False	False
NONO_1-GRWD1_5-interaction-shap	K562	-0.04979869723320007	0.0004031087155453861	-0.0436827652156353	0.04939558851765469	0.0061159320175647736	0.02775576026760973	62.33832513839156	1.0520253181149142e-124	2.2988487262425653e-133	true	None	None	None	None
HNRNPK_1-HNRNPK_6-interaction-shap	HepG2	0.05774715542793274	-0.03131905570626259	-0.028741776943206787	0.02642809972167015	0.029005378484725952	0.02771673910319805	1.9265029363787218	2.062000279810389e-13	5.188527271954523e-10	true				
ELAVL1_6-LIN28B_6-interaction-shap	K562	-0.10142558813095093	0.0711812973022461	-0.07628697901964188	0.030244290828704834	0.02513860911130905	0.027691449970006943	1.3772089206029565	4.575961445677577e-40	1.1620939019638909e-23	true	False	False	False	False
KHSRP_6-PABPC4_6-interaction-shap	K562	-0.11102226376533508	-0.0919075608253479	-0.07606550306081772	0.019114702939987183	0.034956760704517365	0.027035731822252274	1.3337693852099761	2.2431920748135716e-23	3.04619635904749e-42	true	None	None	None	None
KHSRP_3-U2AF2_3-interaction-shap	K562	-0.042530614882707596	0.012336434796452522	0.018797004595398903	0.030194180086255074	0.023733610287308693	0.026963895186781883	2.8550942645558934	9.929144073106e-192	4.665229020777038e-263	true	None	False	False	False
HLTF_4-LSM11_6-interaction-shap	HepG2	0.06476731598377228	-0.025771446526050568	0.0516427643597126	0.03899586945772171	0.013124551624059677	0.026060210540890694	1.8836417955649374	1.0	1.0	false	None	None	None	None
EIF4G2_5-FAM120A_6-interaction-shap	K562	0.052412666380405426	-0.042476437985897064	-0.011516518890857697	0.009936228394508362	0.04089614748954773	0.025416187942028046	2.8925045825507687	6.2036273946530954e-9	1.1348734614192176e-7	true	None	False	False	False
ZNF800_1-QKI_5-interaction-shap	K562	-0.0401536263525486	-0.02342391014099121	-0.006668966729193926	0.01672971621155739	0.03348465962335467	0.02510718791745603	3.867591007135866	4.3943088457472256e-287	1.6902377113910246e-199	true	None	None	None	None
U2AF2_3-TARDBP_5-interaction-shap	HepG2	-0.10178496688604355	0.09508994966745377	-0.05914580449461937	0.006695017218589783	0.04263916239142418	0.02466708980500698	1.3956616479282942	1.7158903865967438e-139	2.055269630373184e-82	true	False	False	False	False
EIF3H_3-PCBP2_5-interaction-shap	HepG2	-0.06266744434833527	0.054999783635139465	0.022515788674354553	0.007667660713195801	0.04015165567398071	0.023909658193588257	1.9613396197485473	2.4317665653916014e-135	1.5707930765586034e-77	true	False	None	None	False
NOLC1_3-FXR2_6-interaction-shap	K562	-0.04235224798321724	-0.013312330469489098	-0.02452963776886463	0.029039917513728142	0.017822610214352608	0.023431263864040375	2.4540022858866695	4.594602884627994e-79	4.229756431671916e-53	true	False	None	None	False
GRSF1_1-PCBP2_5-interaction-shap	HepG2	-0.06169252470135689	0.05548010766506195	0.022515788674354553	0.006212417036294937	0.039176736027002335	0.022694576531648636	1.9259714382140256	8.757349379586818e-180	2.5819215902473565e-181	true	None	None	None	None
BCLAF1_1-EIF3H_5-interaction-shap	HepG2	0.029396336525678635	-0.013582208193838596	0.003268861910328269	0.01581412833184004	0.026127474615350366	0.020970801473595202	5.578580986684311	9.216015771168397e-96	2.186799318300914e-71	true	None	None	None	None
TIAL1_4-RBFOX2_6-interaction-shap	HepG2	0.02713552676141262	0.0031737121753394604	-0.00950104184448719	0.02396181458607316	0.01763448491692543	0.020798149751499295	5.703074329689215	2.870692645470332e-8	0.00012390974609852517	true	False	False	False	False
GPKOW_5-EWSR1_6-interaction-shap	K562	-0.03487282246351242	0.027285423129796982	-0.0012916872510686517	0.007587399333715439	0.03358113521244377	0.020584267273079604	14.137979556374438	4.9857255327416606e-39	3.2988335464270947e-38	true	None	False	False	False
IGF2BP1_5-TIA1_6-interaction-shap	K562	0.09574982523918152	-0.05651776120066643	-0.09421670436859131	0.03923206403851509	0.00153312087059021	0.02038259245455265	1.3552134425230242	4.074604824027589e-56	7.042229409645495e-115	true	False	False	False	False
GEMIN5_2-ZNF800_6-interaction-shap	K562	0.03859638050198555	-0.03050769492983818	-0.0059967441484332085	0.00808868557214737	0.03259963635355234	0.020344160962849855	3.8506792808483334	4.062482640387304e-58	0.5984976432072415	false	None	None	None	None
HNRNPUL1_4-AATF_5-interaction-shap	K562	0.028674740344285965	0.014068782329559326	0.002987730083987117	0.014605958014726639	0.025687010260298848	0.020146484137512743	5.817841195576077	1.8659802186301833e-26	0.30633725481821295	false	None	None	None	None
SF3B4_1-MTPAP_5-interaction-shap	K562	-0.058651622384786606	0.04066191986203194	-0.039968669414520264	0.01798970252275467	0.018682952970266342	0.018336327746510506	1.4549306645561915	4.188928931239157e-144	3.6321804612185346e-106	true	False	False	False	False
PPIG_5-SRSF1_6-interaction-shap	HepG2	-0.030296489596366882	-0.023685477674007416	-0.0006028373609296978	0.0066110119223594666	0.029693652235437185	0.018152332078898326	25.767803170746223	1.0	1.0	false	False	False	False	False
DDX43_2-DDX43_5-interaction-shap	K562	-0.08735168725252151	-0.08699648082256317	-0.051684629172086716	0.0003552064299583435	0.0356670580804348	0.01801113225519657	1.3470866181735541	0.0	0.0	true				
EIF4E_4-ELAC2_6-interaction-shap	K562	-0.03768862038850784	0.019233202561736107	0.021106518805027008	0.018455417826771736	0.016582101583480835	0.017518759705126286	1.872599590369596	0.949956563984913	0.9452073301139525	false	False	False	False	False
GPKOW_1-GPKOW_6-interaction-shap	K562	-0.07913772761821747	0.05627955123782158	-0.06938031315803528	0.02285817638039589	0.00975741446018219	0.01630779542028904	1.2733954248257233	0.0	0.0	true				
FXR1_1-DDX24_5-interaction-shap	K562	-0.04093893617391586	-0.01977352425456047	-0.03191124647855759	0.021165411919355392	0.009027689695358276	0.015096550807356834	1.6766457104066474	4.791200116191463e-42	4.983202642395385e-16	true	None	None	None	None
KHSRP_3-DDX24_5-interaction-shap	K562	0.03658285364508629	0.012336434796452522	-0.03191124647855759	0.024246418848633766	0.004671607166528702	0.014459013007581234	2.055912679765613	1.0704528521750445e-162	1.365910475108418e-67	true	None	None	None	None
PCBP2_4-PRPF8_5-interaction-shap	HepG2	0.015639865770936012	0.0029850832652300596	-0.0016077853506430984	0.012654782505705953	0.014032080420292914	0.013343431462999433	7.483461537191637	3.1402375944083052e-19	2.2161694366424517e-7	true	None	False	False	False
GEMIN5_4-RBM22_6-interaction-shap	K562	-0.020875651389360428	0.0023975158110260963	-0.01289984118193388	0.01847813557833433	0.007975810207426548	0.01322697289288044	5.162744095156668	0.99976516199565	1.0	false	None	False	False	False
BUD13_5-LIN28B_6-interaction-shap	K562	-0.08678378164768219	-0.07166457921266556	-0.07628697901964188	0.015119202435016632	0.010496802628040314	0.012808002531528473	1.1742840077647683	1.0	1.0	false	False	False	False	False
DDX6_1-FXR2_5-interaction-shap	K562	-0.016165677458047867	-0.0043727438896894455	0.0034385300241410732	0.011792933568358421	0.012727147433906794	0.012260040501132607	4.199126117841956	1.1246096900512668e-198	0.0	true	False	None	None	False
LIN28B_5-SND1_6-interaction-shap	HepG2	-0.017141368240118027	-0.010469846427440643	0.00028563340310938656	0.006671521812677383	0.01685573483700864	0.011763628324843012	30.824495239805263	1.0	1.0	false	None	False	False	False
PUM1_1-CPSF6_6-interaction-shap	K562	-0.013329599052667618	-0.0032722551841288805	0.00013007227971684188	0.010057343868538737	0.013199526772950776	0.011628435320744757	53.27596010380821	1.8771506385824987e-116	6.502815629009784e-76	true	None	None	None	None
AGGF1_5-NOL12_5-interaction-shap	HepG2	0.10144686698913574	0.07914610952138901	-0.1009889543056488	0.022300757467746735	0.0004579126834869385	0.011379335075616837	1.143150614783944	1.3793637929534627e-31	1.2409940162329131e-27	true	None	None	None	None
SF3B4_1-HNRNPK_3-interaction-shap	K562	-0.04980628937482834	0.04066191986203194	-0.036270350217819214	0.009144369512796402	0.013535939157009125	0.011340154334902763	1.2990417534443877	0.0	7.708984116795623e-49	true	False	False	False	False
TRA2A_1-GPKOW_5-interaction-shap	K562	-0.03065977431833744	-0.011634644120931625	0.027285423129796982	0.019025130197405815	0.0033743511885404587	0.011199740692973137	1.8794412019742281	0.0	0.0	true	None	False	False	False
IGF2BP2_1-DDX43_2-interaction-shap	K562	-0.09681781381368637	-0.08650519698858261	-0.08699648082256317	0.01031261682510376	0.0098213329911232	0.01006697490811348	1.116053646413738	0.22458073585663307	0.7478012818401701	false	None	False	False	False
PPIG_5-KHSRP_6-interaction-shap	HepG2	0.027601273730397224	-0.023685477674007416	-0.012297364883124828	0.003915796056389809	0.015303908847272396	0.009609852451831102	1.704905806446202	1.0567693937108533e-47	1.3536781086665985e-91	true	None	None	None	None
FXR2_5-SF3B4_6-interaction-shap	K562	-0.013201246038079262	0.0034385300241410732	0.0042488775216042995	0.009762716013938189	0.008952368516474962	0.009357542265206575	3.473104112189594	3.43632267291505e-151	4.589571433312697e-69	true	False	False	False	False
KHSRP_1-NOLC1_2-interaction-shap	K562	0.011045015417039394	0.003378988243639469	-0.00044993835035711527	0.007666027173399925	0.010595077066682279	0.009130552120041102	13.908288115239666	3.444586653299323e-45	5.638510030269551e-45	true	None	None	None	None
AKAP8L_5-CPSF6_6-interaction-shap	K562	-0.009852597489953041	0.0019512348808348179	0.00013007227971684188	0.007901362609118223	0.0097225252102362	0.008811943909677211	40.39825634144592	0.00292959714879394	8.95029896509332e-7	true	None	None	None	None
BCLAF1_1-PPIG_6-interaction-shap	HepG2	-0.026233306154608727	-0.013582208193838596	0.02143123187124729	0.01265109796077013	0.004802074283361435	0.008726586122065783	1.5777576548756311	3.622035631124057e-34	1.0	false	None	None	None	None
KHSRP_1-PUM1_1-interaction-shap	K562	-0.011945393867790699	0.003378988243639469	-0.0032722551841288805	0.00856640562415123	0.008673138683661819	0.008619772153906524	3.5928532266224185	1.1837831861210984e-33	6.906266577682841e-42	true	None	None	None	None
PABPN1_5-CSTF2_6-interaction-shap	HepG2	0.017388351261615753	-0.017283044755458832	-0.0003082932671532035	0.00010530650615692139	0.01708005799446255	0.008592682250309736	28.704037456586242	1.1550832163643008e-43	6.863174165642967e-62	true	None	False	False	False
UCHL5_1-TIAL1_4-interaction-shap	HepG2	0.01392348576337099	-0.009112688712775707	0.0031737121753394604	0.0048107970505952835	0.01074977358803153	0.007780285319313407	2.957526113969024	1.0	1.0	false	False	None	None	False
KHSRP_1-U2AF1_3-interaction-shap	K562	-0.01774618960916996	0.003378988243639469	0.016814537346363068	0.014367201365530491	0.0009316522628068924	0.007649426814168692	3.1536657965213486	4.231515464823759e-73	2.3439701469803452e-88	true	None	None	None	None
KHSRP_1-PRPF8_6-interaction-shap	K562	0.009521217085421085	0.003378988243639469	0.0006011514342390001	0.006142228841781616	0.008920065651182085	0.007531147246481851	9.328036066323083	3.651375425774003e-42	6.473421927705596e-78	true	None	False	False	False
SF3B4_1-DROSHA_3-interaction-shap	HepG2	-0.01099993847310543	0.0023197485134005547	0.004686260595917702	0.008680189959704876	0.006313677877187729	0.007496933918446302	3.5445704902073807	5.192373370679491e-115	0.0007442157129005953	true	None	False	False	False
EXOSC10_1-FXR1_1-interaction-shap	K562	0.02050125040113926	-0.006538862828165293	-0.01977352425456047	0.013962387572973967	0.0007277261465787888	0.007345056859776378	2.086047994100394	1.322769816845729e-26	0.00006372192481271615	true	None	False	False	False
KHSRP_6-PPIG_6-interaction-shap	HepG2	-0.02405795268714428	-0.012297364883124828	0.02143123187124729	0.011760587804019451	0.002626720815896988	0.0071936543099582195	1.539457661730364	1.0	0.9999999426824473	false	None	None	None	None
PTBP1_6-UPF1_6-interaction-shap	K562	0.01922786794602871	-0.010393250733613968	-0.014318179339170456	0.008834617212414742	0.0049096886068582535	0.0068721529096364975	1.596466507655339	0.05754170957288468	0.06461709162185934	false	None	False	False	False
KHSRP_3-IGF2BP2_5-interaction-shap	K562	-0.01597662828862667	0.012336434796452522	-0.006785288453102112	0.0036401934921741486	0.009191339835524559	0.006415766663849354	1.8248374332668407	1.0	1.0	false	None	False	False	False
EXOSC10_5-FXR2_5-interaction-shap	K562	-0.010764599777758121	-0.0057030632160604	0.0034385300241410732	0.0050615365616977215	0.007326069753617048	0.006193803157657385	2.5090468965736727	3.954228186850293e-62	8.00255885624216e-62	true	None	False	False	False
EIF4G2_1-EIF4G2_2-interaction-shap	K562	-0.011487094685435295	-0.000021945808839518577	0.010633048601448536	0.011465148876595777	0.0008540460839867592	0.006159597480291268	262.25515917484137	3.4800753124002593e-12	0.00003772043003322962	true				
DHX30_2-EWSR1_4-interaction-shap	K562	-0.010367526672780514	-0.005324391648173332	-0.0034054333809763193	0.0050431350246071815	0.0069620932918041945	0.006002614158205688	2.4957916227807324	3.153928777475239e-110	1.9997646833439146e-16	true	False	Different-Position	False	Different-Position
UCHL5_1-SF3B4_6-interaction-shap	K562	0.0088624507188797	0.00174663623329252	0.0042488775216042995	0.00711581448558718	0.0046135731972754	0.00586469384143129	3.5799219960863162	0.4836796498069587	2.2301017993081593e-15	false	False	False	False	False
AQR_1-PCBP1_4-interaction-shap	K562	-0.0071515426971018314	-0.0025427292566746473	-0.0011694846907630563	0.004608813440427184	0.005982058006338775	0.00529543572338298	4.463834426113639	0.994224872701942	1.513217799683962e-13	false	None	None	None	None
AKAP8L_2-DDX24_2-interaction-shap	K562	0.007565855979919434	-0.00040666828863322735	-0.0043973298743367195	0.007159187691286206	0.003168526105582714	0.00516385689843446	10.162523259566173	3.2808759370108695e-171	3.7527862029653984e-11	true	None	None	None	None
DROSHA_3-FTO_4-interaction-shap	K562	-0.015553216449916363	0.009452288039028645	0.01155167631804943	0.006100928410887718	0.004001540131866932	0.005051234271377325	1.4959240150972868	1.0	1.0	false	None	None	None	None
DGCR8_1-CSTF2T_6-interaction-shap	K562	0.00863244105130434	-0.005338639952242374	-0.0018443348817527294	0.003293801099061966	0.006788106169551611	0.0050409536343067884	3.148745488197985	1.0	1.0	false	None	False	False	False
CSTF2T_2-RBFOX2_3-interaction-shap	HepG2	0.010149098001420498	-0.008918183855712414	-0.0015507969073951244	0.001230914145708084	0.008598301094025373	0.004914607619866729	3.8412317027547793	0.00011365006369308657	0.9999999607192197	false	False	False	False	False
AQR_1-FMR1_6-interaction-shap	K562	-0.0063278526067733765	-0.0025427292566746473	-0.0002939293044619262	0.003785123350098729	0.00603392330231145	0.00490952332620509	12.008545733814207	2.6274093159178757e-11	2.3896707148820817e-150	true	None	None	None	None
DDX59_2-RBFOX2_6-interaction-shap	HepG2	-0.011268355883657932	-0.0038499808870255947	-0.00950104184448719	0.007418374996632338	0.001767314039170742	0.00459284451790154	2.0564364356731755	5.549012346749756e-307	0.0	true	None	False	False	False
FAM120A_3-FAM120A_4-interaction-shap	HepG2	-0.004599916748702526	7.058183655317407e-7	0.00037649000296369195	0.004599210930336994	0.004223426745738834	0.004411318838037914	3264.6786985907142	9.32932799657889e-27	2.7455987123580484e-30	true				
XRN2_3-SRSF1_5-interaction-shap	K562	0.009122926741838455	-0.004287945106625557	-0.005289855413138866	0.004834981635212898	0.0038330713286995888	0.0043340264819562435	1.9260917042059984	9.54607588777712e-22	3.8788733404031833e-28	true	False	False	False	False
AATF_5-ZRANB2_5-interaction-shap	K562	-0.007156656589359045	0.002987730083987117	0.0028945717494934797	0.004168926505371928	0.004262084839865565	0.004215505672618747	2.4338948322532037	1.0	1.0	false	None	None	None	None
UCHL5_1-PRPF8_5-interaction-shap	HepG2	-0.009382382035255432	-0.009112688712775707	-0.0016077853506430984	0.0002696933224797249	0.007774596684612334	0.004022145003546029	3.4325945223880328	1.0	1.0	false	None	False	False	False
XRN2_1-HNRNPK_2-interaction-shap	K562	-0.0061225006356835365	-0.0025704610161483288	0.0018089088844135404	0.0035520396195352077	0.004313591751269996	0.003932815685402602	2.8832530417126323	0.9999999999728251	1.0	false	False	None	None	False
HNRNPM_2-RBM15_2-interaction-shap	K562	-0.012991847470402718	0.006624982692301273	-0.012530762702226639	0.006366864778101444	0.0004610847681760788	0.0034139747731387615	1.4989174644831458	1.440016839712089e-299	5.4545344028629315e-282	true	None	None	None	None
LIN28B_2-LIN28B_5-interaction-shap	K562	-0.004692375659942627	0.00115653604734689	0.0014909730525687337	0.003535839612595737	0.0032014026073738933	0.003368621109984815	3.602228612098811	0.0	0.0	true				
YBX3_1-SRSF1_5-interaction-shap	K562	-0.008058549836277962	0.0041923220269382	-0.005289855413138866	0.0038662278093397617	0.0027686944231390953	0.0033174611162394285	1.7228066591895872	1.0	1.0	false	None	False	False	False
HNRNPK_2-DROSHA_6-interaction-shap	K562	0.0048704808577895164	0.0018089088844135404	-0.001632547122426331	0.003061571973375976	0.0032379337353631854	0.0031497528543695807	2.837929809094482	1.0	0.9999999999998898	false	None	None	None	None
DHX30_1-AQR_6-interaction-shap	K562	-0.0034316920209676027	0.000379434903152287	0.00043447353527881205	0.0030522571178153157	0.0029972184856887907	0.003024737801752053	8.471362278020921	0.9999999984057162	0.9999998586478016	false	None	None	None	None
BCLAF1_1-G3BP1_2-interaction-shap	HepG2	-0.018451739102602005	-0.013582208193838596	-0.017455529421567917	0.004869530908763409	0.0009962096810340881	0.0029328702948987484	1.207797033006393	1.0	1.7803040252042503e-19	false	None	None	None	None
NONO_1-MTPAP_6-interaction-shap	K562	-0.0034154194872826338	0.0004031087155453861	-0.0007214657380245626	0.0030123107717372477	0.002693953749258071	0.0028531322604976594	6.603350812389793	1.0	1.0	false	False	None	None	False
DKC1_3-SMNDC1_5-interaction-shap	HepG2	-0.006039773114025593	0.0024267195258289576	0.0039649102836847305	0.0036130535881966352	0.0020748628303408623	0.0028439582092687488	2.006084826864037	0.9989836699326277	0.9999999617145509	false	False	None	None	False
AKAP8L_1-FXR2_5-interaction-shap	K562	0.006775846239179373	-0.004776835907250643	0.0034385300241410732	0.00199901033192873	0.0033373162150382996	0.002668163273483515	1.6945224057742605	8.498621825795532e-20	4.0700582743738625e-10	true	None	None	None	None
FXR2_2-TARDBP_4-interaction-shap	K562	-0.03962338715791702	-0.03843935579061508	-0.03577263653278351	0.001184031367301941	0.0038507506251335144	0.0025173909962177277	1.0692238626605421	5.415532726328871e-221	1.543968071634193e-204	true	False	None	None	False
YBX3_1-LIN28B_2-interaction-shap	K562	0.004983692429959774	0.0041923220269382	0.00115653604734689	0.000791370403021574	0.003827156382612884	0.002309263392817229	2.7489605174965153	0.0002485797250950681	0.95249393374562	false	None	False	False	False
AQR_1-BUD13_6-interaction-shap	K562	0.005164971109479666	-0.0025427292566746473	-0.0032581293489784002	0.0026222418528050184	0.0019068417605012655	0.002264541806653142	1.8082635940692455	2.3020146942864055e-15	3.808816044861952e-55	true	None	False	False	False
EIF4E_2-AQR_6-interaction-shap	K562	0.0028873076662421227	-0.0008222008473239839	0.00043447353527881205	0.0020651068189181387	0.0024528341309633106	0.0022589704749407247	5.078606715115502	8.243155272482895e-20	0.9999587784668768	false	None	False	False	False
AQR_6-NIPBL_6-interaction-shap	K562	0.0027898254338651896	0.00043447353527881205	0.0007271429640240967	0.0023553518985863775	0.002062682469841093	0.002209017184213735	5.1289288172587675	3.2669356711991893e-282	8.336661531551743e-142	true	None	None	None	None
XRCC6_5-PRPF8_6-interaction-shap	K562	-0.0025338120758533478	-0.00026162868016399443	0.0006011514342390001	0.0022721833956893533	0.0019326606416143477	0.0021024220186518505	6.949847817209673	7.261628495813739e-104	7.705506441811847e-80	true	None	False	False	False
BUD13_2-RBFOX2_3-interaction-shap	HepG2	-0.004349191207438707	-0.0029569657053798437	-0.0015507969073951244	0.0013922255020588636	0.002798394300043583	0.0020953099010512233	2.1376585146473466	1.208195527123665e-241	9.203848804228208e-125	true	False	False	False	False
LSM11_5-RBM22_6-interaction-shap	K562	-0.015999045222997665	-0.015087376348674297	-0.01289984118193388	0.0009116688743233681	0.0030992040410637856	0.002005436457693577	1.150338635777901	1.468042097567665e-232	2.6463582170785916e-308	true	None	False	False	False
CSTF2T_1-EIF4E_2-interaction-shap	K562	-0.00263228639960289	0.0010518872877582908	-0.0008222008473239839	0.0015803991118445992	0.001810085552278906	0.0016952423320617527	2.8519770652806917	2.9837291802537555e-37	7.397994082206139e-49	true	False	False	False	False
FMR1_2-DDX24_6-interaction-shap	K562	-0.0028234245255589485	0.0023157300893217325	-0.00009217706247000024	0.000507694436237216	0.0027312474630889483	0.0016194709496630821	15.92484160706812	1.0	1.0	false	None	None	None	None
CSTF2T_5-EFTUD2_6-interaction-shap	HepG2	0.01439682673662901	-0.012346219271421432	-0.013448944315314293	0.0020506074652075768	0.0009478824213147163	0.0014992449432611465	1.1182859988751939	0.08787119979028907	0.9999999999510252	false	False	False	False	False
EWSR1_4-LIN28B_5-interaction-shap	K562	-0.003722031135112047	-0.0034054333809763193	0.0014909730525687337	0.0003165977541357279	0.0022310580825433135	0.0012738279183395207	1.7946728093050703	1.2608136265109495e-105	7.560136780902532e-131	true	False	False	False	False
AQR_1-AATF_5-interaction-shap	K562	-0.004009041003882885	-0.0025427292566746473	0.002987730083987117	0.0014663117472082376	0.0010213109198957682	0.001243811333552003	1.459251761152316	2.328391835862202e-16	0.000013708269318913708	true	None	None	None	None
CSTF2T_2-EIF4G2_4-interaction-shap	K562	0.002623951528221369	0.002531220903620124	0.0002481711271684617	0.00009273062460124493	0.002375780401052907	0.001234255512827076	5.80489433534142	1.7512117381039906e-28	4.596005873033462e-34	true	None	False	False	False
KHDRBS1_2-KHSRP_3-interaction-shap	K562	0.014654874801635742	-0.014510801993310452	0.012336434796452522	0.00014407280832529068	0.00231844000518322	0.0012312564067542553	1.098931510716735	6.2053953873861484e-61	9.76520471291421e-32	true	None	None	None	None
APOBEC3C_5-NONO_5-interaction-shap	K562	0.0048534926027059555	-0.004799650516360998	-0.002524323295801878	0.00005384208634495735	0.0023291693069040775	0.0011915056966245174	1.4669542452793998	0.0009886983188820886	2.198155131920079e-6	true	False	None	None	False
