Cell Line	Feature	RBP	Position	Avg. SHAP	Avg. |SHAP|	Activity Score
HepG2	RBM15_5	RBM15	5	-0.028139629581041648	0.028139629581041648	
HepG2	RBM15_6	RBM15	6	-0.20644444545952853	0.20644444545952853	
HepG2	RBM22_1	RBM22	1	-0.584217021972435	0.584217021972435	
HepG2	RBM22_2	RBM22	2	-0.365153846853919	0.365153846853919	0.2448979591836734
HepG2	RBM22_3	RBM22	3	-0.6435788577916671	0.6435788577916671	
HepG2	RBM22_4	RBM22	4	0.587773087848174	0.587773087848174	0.5454545454545454
HepG2	RBM22_5	RBM22	5	0.0	0.0	
HepG2	RBM22_6	RBM22	6	-0.043746557363572434	0.043746557363572434	0.2666666666666666
HepG2	RBM5_1	RBM5	1	-0.005644773701505707	0.005644773701505707	
HepG2	RBM5_2	RBM5	2	0.0	0.0	
HepG2	RBM5_3	RBM5	3	0.4885937508271665	0.4885937508271665	
HepG2	RBM5_4	RBM5	4	-0.013898467503114758	0.013898467503114758	
HepG2	RBM5_5	RBM5	5	-0.01831395105009385	0.01831395105009385	
HepG2	RBM5_6	RBM5	6	0.0	0.0	
HepG2	RPS3_1	RPS3	1	0.02634589368015876	0.026522440062311872	
HepG2	RPS3_2	RPS3	2	-0.130855817091778	0.13094050253979603	
HepG2	RPS3_3	RPS3	3	0.57730466297125	0.57730466297125	
HepG2	RPS3_4	RPS3	4	0.6561394006900879	0.6561394006900879	
HepG2	RPS3_5	RPS3	5	-0.23148334448143443	0.23148334448143443	
HepG2	RPS3_6	RPS3	6	-0.26650622461111945	0.26650622461111945	
HepG2	SAFB_1	SAFB	1	0.0	0.0	
HepG2	SAFB_2	SAFB	2	0.0	0.0	
HepG2	SAFB_3	SAFB	3	0.0	0.0	
HepG2	SAFB_4	SAFB	4			
HepG2	SAFB_5	SAFB	5			
HepG2	SAFB_6	SAFB	6	0.0	0.0	
HepG2	SDAD1_1	SDAD1	1	0.03234920581355257	0.03234920581355257	
HepG2	SDAD1_2	SDAD1	2	0.0	0.0	
HepG2	SDAD1_3	SDAD1	3	0.0	0.0	
HepG2	SDAD1_4	SDAD1	4	-0.004844211967823965	0.004844211967823965	
HepG2	SDAD1_5	SDAD1	5	-0.08001410821120596	0.08001410821120596	
HepG2	SDAD1_6	SDAD1	6	-0.03539045126370022	0.03539045126370022	
HepG2	SF3A3_1	SF3A3	1	-0.021696741192857628	0.022968043240870862	0.8
HepG2	SF3A3_2	SF3A3	2	0.0	0.0	
HepG2	SF3A3_3	SF3A3	3	0.4835982661321347	0.4835982661321347	0.711340206185567
HepG2	SF3A3_4	SF3A3	4	0.0	0.0	
HepG2	SF3A3_5	SF3A3	5	-0.41966623038671536	0.4196775469569519	0.6470588235294118
HepG2	SF3A3_6	SF3A3	6	0.01995655390246104	0.01995655390246104	
HepG2	SF3B4_1	SF3B4	1	-0.0033945527700426272	0.006926590715535177	0.674074074074074
HepG2	SF3B4_2	SF3B4	2	0.13791235024020784	0.13791235024020784	
HepG2	SF3B4_3	SF3B4	3	0.8102473075559132	0.8102562766914849	0.7777777777777778
HepG2	SF3B4_4	SF3B4	4	-0.504098024885386	0.504098024885386	0.5
HepG2	SF3B4_5	SF3B4	5	-0.24822532759250113	0.2483326691238609	0.636963696369637
HepG2	SF3B4_6	SF3B4	6	0.0	0.0	1.0
HepG2	SFPQ_1	SFPQ	1	0.0	0.0	
HepG2	SFPQ_2	SFPQ	2	0.0	0.0	
HepG2	SFPQ_3	SFPQ	3	-0.5659679969151815	0.5659679969151815	
HepG2	SFPQ_4	SFPQ	4	0.0	0.0	
HepG2	SFPQ_5	SFPQ	5	0.0	0.0	
HepG2	SFPQ_6	SFPQ	6	0.0	0.0	
HepG2	SLTM_1	SLTM	1	0.0	0.0	
HepG2	SLTM_2	SLTM	2	-0.050132012736101295	0.050132012736101295	
HepG2	SLTM_3	SLTM	3	0.0	0.0	
HepG2	SLTM_4	SLTM	4	0.0	0.0	
HepG2	SLTM_5	SLTM	5	0.0	0.0	
HepG2	SLTM_6	SLTM	6	0.0	0.0	
HepG2	SMNDC1_1	SMNDC1	1	0.12878668599350507	0.12878668599350507	
HepG2	SMNDC1_2	SMNDC1	2	0.0	0.0	
HepG2	SMNDC1_3	SMNDC1	3	0.0	0.0	
HepG2	SMNDC1_4	SMNDC1	4	0.0	0.0	
HepG2	SMNDC1_5	SMNDC1	5	-0.008048034188937968	0.009880595184414252	
HepG2	SMNDC1_6	SMNDC1	6	0.0	0.0	
HepG2	SND1_1	SND1	1	-0.029359629050650517	0.03065583746682461	
HepG2	SND1_2	SND1	2	-0.15947103579229518	0.15947103579229518	
HepG2	SND1_3	SND1	3	1.088642879307084	1.088642879307084	
HepG2	SND1_4	SND1	4	1.4132669263203488	1.4132669263203488	
HepG2	SND1_5	SND1	5	0.03421398863816584	0.0430749160061637	
HepG2	SND1_6	SND1	6	-0.0026741720385312327	0.010815012503934213	
HepG2	SRSF1_1	SRSF1	1	-0.09718708682652152	0.09853652114575417	0.3529411764705882
HepG2	SRSF1_2	SRSF1	2	-0.26419202091114463	0.2642805297907216	0.4516129032258064
HepG2	SRSF1_3	SRSF1	3	-0.16064911151405356	0.16064911151405356	0.7894736842105263
HepG2	SRSF1_4	SRSF1	4	-0.0613511616266522	0.0613511616266522	0.7931034482758621
HepG2	SRSF1_5	SRSF1	5	0.05964573660610169	0.06003622008186057	0.4285714285714285
HepG2	SRSF1_6	SRSF1	6	-0.006898595963970017	0.007896436234001564	0.6666666666666666
HepG2	SRSF7_1	SRSF7	1	0.0	0.0	
HepG2	SRSF7_2	SRSF7	2	0.0	0.0	
HepG2	SRSF7_3	SRSF7	3	0.0	0.0	
HepG2	SRSF7_4	SRSF7	4	0.12543380353258643	0.12543380353258643	
HepG2	SRSF7_5	SRSF7	5	0.0	0.0	
HepG2	SRSF7_6	SRSF7	6	0.0018972140369231366	0.0018972140369231366	
HepG2	SRSF9_1	SRSF9	1	-0.14921117549942386	0.14921117549942386	
HepG2	SRSF9_2	SRSF9	2	0.0	0.0	
HepG2	SRSF9_3	SRSF9	3	0.0	0.0	
HepG2	SRSF9_4	SRSF9	4	-0.026520171649984003	0.026520171649984003	
HepG2	SRSF9_5	SRSF9	5	0.0	0.0	
HepG2	SRSF9_6	SRSF9	6	0.0271227359109936	0.0271227359109936	
HepG2	SSB_1	SSB	1	0.0	0.0	
HepG2	SSB_2	SSB	2	0.0	0.0	
HepG2	SSB_3	SSB	3	0.0	0.0	
HepG2	SSB_4	SSB	4	0.0	0.0	
HepG2	SSB_5	SSB	5	0.0	0.0	
HepG2	SSB_6	SSB	6	0.0	0.0	
HepG2	STAU2_1	STAU2	1	0.0	0.0	
HepG2	STAU2_2	STAU2	2	0.0	0.0	
HepG2	STAU2_3	STAU2	3	0.0	0.0	
HepG2	STAU2_4	STAU2	4	0.0	0.0	
HepG2	STAU2_5	STAU2	5	0.0	0.0	
HepG2	STAU2_6	STAU2	6	0.0	0.0	
HepG2	SUB1_1	SUB1	1	0.004907815515088181	0.0059872719151244525	
HepG2	SUB1_2	SUB1	2	-0.20561559763686224	0.20561559763686224	
HepG2	SUB1_3	SUB1	3	0.4309198476466895	0.4309198476466895	
HepG2	SUB1_4	SUB1	4	0.9680053434781068	0.9680053434781068	
HepG2	SUB1_5	SUB1	5	-0.12417929468731291	0.12438636397181313	
HepG2	SUB1_6	SUB1	6	-0.02740177856584473	0.02753656839830318	
HepG2	SUGP2_1	SUGP2	1	0.0	0.0	
HepG2	SUGP2_2	SUGP2	2	0.0	0.0	
HepG2	SUGP2_3	SUGP2	3	-1.3688989559809366	1.3688989559809366	
HepG2	SUGP2_4	SUGP2	4	-1.5595238715410233	1.5595238715410233	
HepG2	SUGP2_5	SUGP2	5	0.0	0.0	
HepG2	SUGP2_6	SUGP2	6	0.0	0.0	
HepG2	SUPV3L1_1	SUPV3L1	1	0.0	0.0	
HepG2	SUPV3L1_2	SUPV3L1	2	0.0	0.0	
HepG2	SUPV3L1_3	SUPV3L1	3	0.0	0.0	
HepG2	SUPV3L1_4	SUPV3L1	4	0.0	0.0	
HepG2	SUPV3L1_5	SUPV3L1	5	0.0	0.0	
HepG2	SUPV3L1_6	SUPV3L1	6	0.012774440762921098	0.012774440762921098	
HepG2	TAF15_1	TAF15	1	0.0	0.0	
HepG2	TAF15_2	TAF15	2	0.0	0.0	
HepG2	TAF15_3	TAF15	3	0.0	0.0	
HepG2	TAF15_4	TAF15	4	0.0	0.0	
HepG2	TAF15_5	TAF15	5	0.0	0.0	
HepG2	TAF15_6	TAF15	6	0.0	0.0	
HepG2	TARDBP_1	TARDBP	1	0.1744742902285523	0.1744742902285523	
HepG2	TARDBP_2	TARDBP	2	0.0	0.0	
HepG2	TARDBP_3	TARDBP	3	-0.44953308829655475	0.44953308829655475	
HepG2	TARDBP_4	TARDBP	4	-0.017081859194499782	0.02032140218957353	
HepG2	TARDBP_5	TARDBP	5	-0.16420157678044453	0.16420157678044453	
HepG2	TARDBP_6	TARDBP	6	0.0	0.0	
HepG2	TBRG4_1	TBRG4	1			
HepG2	TBRG4_2	TBRG4	2			
HepG2	TBRG4_3	TBRG4	3			
HepG2	TBRG4_4	TBRG4	4			
HepG2	TBRG4_5	TBRG4	5			
HepG2	TBRG4_6	TBRG4	6			
HepG2	TIA1_1	TIA1	1	0.0	0.0	
HepG2	TIA1_2	TIA1	2	-0.238703136912966	0.238703136912966	-0.9166666666666666
HepG2	TIA1_3	TIA1	3	-0.006566777568629109	0.006566777568629109	
HepG2	TIA1_4	TIA1	4	-0.16490139114619956	0.16490139114619956	-0.4545454545454545
HepG2	TIA1_5	TIA1	5	0.0	0.0	
HepG2	TIA1_6	TIA1	6	0.004948973163128152	0.009675684679147149	-0.3333333333333333
HepG2	TIAL1_1	TIAL1	1	0.0	0.0	
HepG2	TIAL1_2	TIAL1	2	-0.05981210709846922	0.06067025978449104	-0.1063829787234042
HepG2	TIAL1_3	TIAL1	3	0.0	0.0	
HepG2	TIAL1_4	TIAL1	4	-0.02625153776309834	0.044299890707132444	-0.1052631578947368
HepG2	TIAL1_5	TIAL1	5	0.0	0.0	
HepG2	TIAL1_6	TIAL1	6	-0.06179844809885628	0.06186169097759593	0.1111111111111111
HepG2	TRA2A_1	TRA2A	1	-0.13603263468094612	0.13603263468094612	
HepG2	TRA2A_2	TRA2A	2	-0.17197329374464182	0.17197329374464182	
HepG2	TRA2A_3	TRA2A	3	0.011546765838747754	0.011546765838747754	
HepG2	TRA2A_4	TRA2A	4	-0.04900610547848724	0.04900714289102498	
HepG2	TRA2A_5	TRA2A	5	-0.032700102726242346	0.03357212748294141	
HepG2	TRA2A_6	TRA2A	6	-0.008107264457221397	0.008107264457221397	
HepG2	TROVE2_1	TROVE2	1	0.0	0.0	
HepG2	TROVE2_2	TROVE2	2	-0.04955429555848241	0.04955429555848241	
HepG2	TROVE2_3	TROVE2	3	0.0	0.0	
HepG2	TROVE2_4	TROVE2	4	0.00540238408474008	0.00540238408474008	
HepG2	TROVE2_5	TROVE2	5	0.0054615509025632706	0.0054615509025632706	
HepG2	TROVE2_6	TROVE2	6	0.0	0.0	
HepG2	U2AF1_1	U2AF1	1	-0.011092046279247954	0.011092046279247954	0.7872340425531915
HepG2	U2AF1_2	U2AF1	2	-0.3730543143040425	0.3730543143040425	0.5789473684210527
HepG2	U2AF1_3	U2AF1	3	-0.1382081297363515	0.1382081297363515	0.4929577464788732
HepG2	U2AF1_4	U2AF1	4	-0.45778229289604	0.45778229289604	0.3103448275862069
HepG2	U2AF1_5	U2AF1	5	-0.15962496488302239	0.15962496488302239	0.6190476190476191
HepG2	U2AF1_6	U2AF1	6	0.03275844591710439	0.03275844591710439	0.875
HepG2	U2AF2_1	U2AF2	1	-0.0018546280424921859	0.0021477643221314985	0.6938775510204082
HepG2	U2AF2_2	U2AF2	2	-0.21395764435347042	0.21397630462923545	0.3333333333333333
HepG2	U2AF2_3	U2AF2	3	0.04661141454959308	0.10992647249915673	0.4695863746958637
HepG2	U2AF2_4	U2AF2	4	-0.305159688462573	0.30516040419867374	0.2473118279569892
HepG2	U2AF2_5	U2AF2	5	-0.15678461149647588	0.1568211581749315	0.5670498084291188
HepG2	U2AF2_6	U2AF2	6	-0.04885848480903957	0.04987133433238976	0.6206896551724138
HepG2	UCHL5_1	UCHL5	1	0.004526472141938373	0.015762446436567667	-0.8
HepG2	UCHL5_2	UCHL5	2	-0.4158963896522212	0.4158963896522212	-0.5789473684210527
HepG2	UCHL5_3	UCHL5	3	0.10234017779377742	0.10234017779377742	
HepG2	UCHL5_4	UCHL5	4	0.05490548424509141	0.05490694095023843	
HepG2	UCHL5_5	UCHL5	5	-0.02381582147031772	0.024184397323412692	
HepG2	UCHL5_6	UCHL5	6	-0.1944328430324324	0.194699165021547	
HepG2	UPF1_1	UPF1	1	0.0	0.0	
HepG2	UPF1_2	UPF1	2	0.0	0.0	
HepG2	UPF1_3	UPF1	3	0.0	0.0	
HepG2	UPF1_4	UPF1	4	0.18400435523478845	0.18400435523478845	
HepG2	UPF1_5	UPF1	5	0.0006232459049686996	0.0006232459049686996	
HepG2	UPF1_6	UPF1	6	-0.009192861603959136	0.009192861603959136	
HepG2	UTP18_1	UTP18	1	0.0	0.0	
HepG2	UTP18_2	UTP18	2	0.0	0.0	
HepG2	UTP18_3	UTP18	3	0.0	0.0	
HepG2	UTP18_4	UTP18	4	0.0	0.0	
HepG2	UTP18_5	UTP18	5	0.0	0.0	
HepG2	UTP18_6	UTP18	6	0.0	0.0	
HepG2	WDR43_1	WDR43	1	0.4794727705773853	0.4794727705773853	
HepG2	WDR43_2	WDR43	2	0.0	0.0	
HepG2	WDR43_3	WDR43	3	0.0	0.0	
HepG2	WDR43_4	WDR43	4	0.0	0.0	
HepG2	WDR43_5	WDR43	5	0.0	0.0	
HepG2	WDR43_6	WDR43	6	0.0	0.0	
HepG2	XPO5_1	XPO5	1	0.0	0.0	
HepG2	XPO5_2	XPO5	2	0.0	0.0	
HepG2	XPO5_3	XPO5	3	-0.16090518468897977	0.16090518468897977	
HepG2	XPO5_4	XPO5	4	0.0	0.0	
HepG2	XPO5_5	XPO5	5	0.05008676403558979	0.05008676403558979	
HepG2	XPO5_6	XPO5	6	0.0431464939190521	0.0431464939190521	
HepG2	XRCC6_1	XRCC6	1	0.0	0.0	
HepG2	XRCC6_2	XRCC6	2	0.0	0.0	
HepG2	XRCC6_3	XRCC6	3	0.0	0.0	
HepG2	XRCC6_4	XRCC6	4	0.0	0.0	
HepG2	XRCC6_5	XRCC6	5	0.0	0.0	
HepG2	XRCC6_6	XRCC6	6	0.0	0.0	
HepG2	XRN2_1	XRN2	1	-0.39936184039980377	0.39936184039980377	
HepG2	XRN2_2	XRN2	2	-0.28405928510023887	0.28405928510023887	0.0769230769230769
HepG2	XRN2_3	XRN2	3	-0.015680704659515	0.015680704659515	
HepG2	XRN2_4	XRN2	4	-0.4199895393557665	0.4199895393557665	
HepG2	XRN2_5	XRN2	5	-0.049692206858749685	0.049692206858749685	
HepG2	XRN2_6	XRN2	6	0.0	0.0	
HepG2	YBX3_1	YBX3	1	-0.38957439331958693	0.38957439331958693	
HepG2	YBX3_2	YBX3	2	-0.01309794665822277	0.015097357677190618	
HepG2	YBX3_3	YBX3	3	1.0335500620676008	1.0335500620676008	
HepG2	YBX3_4	YBX3	4	1.3961228686255833	1.3961228686255833	
HepG2	YBX3_5	YBX3	5	-0.07376794892743296	0.07376794892743296	
HepG2	YBX3_6	YBX3	6	0.0	0.0	
HepG2	ZC3H11A_1	ZC3H11A	1	-0.18869040811818744	0.18869040811818744	
HepG2	ZC3H11A_2	ZC3H11A	2	0.0	0.0	
HepG2	ZC3H11A_3	ZC3H11A	3	0.0	0.0	
HepG2	ZC3H11A_4	ZC3H11A	4	0.0	0.0	
HepG2	ZC3H11A_5	ZC3H11A	5	0.0	0.0	
HepG2	ZC3H11A_6	ZC3H11A	6	-0.139281906947263	0.139281906947263	
HepG2	ZNF800_1	ZNF800	1	-0.09541423790402333	0.09541423790402333	
HepG2	ZNF800_2	ZNF800	2	-0.04090040256895219	0.050950226025551264	
HepG2	ZNF800_3	ZNF800	3	0.27485753470254387	0.27485753470254387	
HepG2	ZNF800_4	ZNF800	4	0.23047162825105924	0.23047162825105924	
HepG2	ZNF800_5	ZNF800	5	-0.01781792990898966	0.029448657571129758	
HepG2	ZNF800_6	ZNF800	6	-0.18674889582106227	0.18674889582106227	
K562	AARS_1	AARS	1	0.0	0.0	
K562	AARS_2	AARS	2	0.0	0.0	
K562	AARS_3	AARS	3	0.0	0.0	
K562	AARS_4	AARS	4	0.0	0.0	
K562	AARS_5	AARS	5	0.0	0.0	
K562	AARS_6	AARS	6			
K562	AATF_1	AATF	1	0.0005808766619395877	0.0006007607160267049	
K562	AATF_2	AATF	2	0.0060460936466465364	0.015256180324460602	
K562	AATF_3	AATF	3	0.03592125069347106	0.03695929116083972	
K562	AATF_4	AATF	4	-0.1626498977991118	0.1626498977991118	
K562	AATF_5	AATF	5	0.010500368758113056	0.01666554911458765	
K562	AATF_6	AATF	6	6.719437095386595e-06	6.719437095386595e-06	
K562	ABCF1_1	ABCF1	1	0.0	0.0	
K562	ABCF1_2	ABCF1	2	0.0	0.0	
K562	ABCF1_3	ABCF1	3	0.0	0.0	
K562	ABCF1_4	ABCF1	4	0.0	0.0	
K562	ABCF1_5	ABCF1	5	0.0	0.0	
K562	ABCF1_6	ABCF1	6	0.0	0.0	
K562	ADAT1_1	ADAT1	1	0.0	0.0	
K562	ADAT1_2	ADAT1	2	0.0	0.0	
K562	ADAT1_3	ADAT1	3	0.0	0.0	
K562	ADAT1_4	ADAT1	4	0.0	0.0	
K562	ADAT1_5	ADAT1	5	0.07980516459792852	0.07980516459792852	
K562	ADAT1_6	ADAT1	6	0.588917592074722	0.588917592074722	
K562	AGGF1_1	AGGF1	1	-0.000606328668349885	0.001465725997354582	
K562	AGGF1_2	AGGF1	2	0.035933678780158664	0.035933678780158664	
K562	AGGF1_3	AGGF1	3	-0.4859750053257618	0.4859750053257618	
K562	AGGF1_4	AGGF1	4	-0.11432018957305595	0.1222745523907385	1.0
K562	AGGF1_5	AGGF1	5	-0.009366043390263246	0.009366043390263246	1.0
K562	AGGF1_6	AGGF1	6	-0.00642312385521854	0.00642312385521854	
K562	AKAP1_1	AKAP1	1	0.0	0.0	
K562	AKAP1_2	AKAP1	2	0.0	0.0	
K562	AKAP1_3	AKAP1	3	-0.0019723499647591744	0.0019723499647591744	
K562	AKAP1_4	AKAP1	4	0.0	0.0	
K562	AKAP1_5	AKAP1	5	0.0	0.0	
K562	AKAP1_6	AKAP1	6	-0.6447181207834235	0.6447181207834235	
K562	AKAP8L_1	AKAP8L	1	-0.015857008768437916	0.015857008768437916	
K562	AKAP8L_2	AKAP8L	2	-0.0008703798433399505	0.00952404707739944	0.8947368421052632
K562	AKAP8L_3	AKAP8L	3	-0.009252608487118145	0.02034977648671721	1.0
K562	AKAP8L_4	AKAP8L	4	8.469167555574586e-05	8.469167555574586e-05	
K562	AKAP8L_5	AKAP8L	5	-0.0006793858329975009	0.0025108380226757953	
K562	AKAP8L_6	AKAP8L	6	0.0	0.0	
K562	APEX1_1	APEX1	1	0.0	0.0	
K562	APEX1_2	APEX1	2	0.0	0.0	
K562	APEX1_3	APEX1	3	0.0	0.0	
K562	APEX1_4	APEX1	4	0.0	0.0	
K562	APEX1_5	APEX1	5	0.0	0.0	
K562	APEX1_6	APEX1	6	0.0	0.0	
K562	APOBEC3C_1	APOBEC3C	1	-0.11793670354332132	0.11793670354332132	
K562	APOBEC3C_2	APOBEC3C	2	-0.004009261605642235	0.004009261605642235	
K562	APOBEC3C_3	APOBEC3C	3	0.029881113463157718	0.029881113463157718	
K562	APOBEC3C_4	APOBEC3C	4	-0.0024212065876660274	0.0024765588118959977	
K562	APOBEC3C_5	APOBEC3C	5	-0.015329641654946803	0.015445377510521212	
K562	APOBEC3C_6	APOBEC3C	6	-0.020847727857960935	0.021636694029169592	
K562	AQR_1	AQR	1	-0.016039169479387026	0.018633338739107507	0.7422434367541766
K562	AQR_2	AQR	2	-0.23183257767311366	0.23183257767311366	0.6926051232479459
K562	AQR_3	AQR	3	0.5177471288268317	0.5178164905826047	0.8550185873605948
K562	AQR_4	AQR	4	1.0292456501520604	1.0292456501520604	0.8918128654970761
K562	AQR_5	AQR	5	-0.3816079053668225	0.3816079053668225	0.644891122278057
K562	AQR_6	AQR	6	-0.0005466928278564456	0.009653763849413494	0.7656631407648494
K562	BUD13_1	BUD13	1	0.1198398045618544	0.1262228341641135	0.5483870967741935
K562	BUD13_2	BUD13	2	-0.1343527564656814	0.1343527564656814	0.36
K562	BUD13_3	BUD13	3	0.824750914376847	0.824750914376847	0.6190476190476191
K562	BUD13_4	BUD13	4	0.3738327373463	0.37414453391560987	0.0
K562	BUD13_5	BUD13	5	-0.0856955264884223	0.08592492399437564	0.4074074074074074
K562	BUD13_6	BUD13	6	-0.01620900528834852	0.02700731207547714	0.2
K562	CPEB4_1	CPEB4	1	0.0	0.0	
K562	CPEB4_2	CPEB4	2	-0.22518947815641444	0.22518947815641444	
K562	CPEB4_3	CPEB4	3	0.0	0.0	
K562	CPEB4_4	CPEB4	4	0.0	0.0	
K562	CPEB4_5	CPEB4	5	0.0	0.0	
K562	CPEB4_6	CPEB4	6	-0.03408335051440363	0.03408335051440363	
K562	CPSF6_1	CPSF6	1	-0.06076036211088649	0.06076036211088649	
K562	CPSF6_2	CPSF6	2	-0.020291669799841126	0.030672815450143116	
K562	CPSF6_3	CPSF6	3	0.19449363830890365	0.19449363830890365	
K562	CPSF6_4	CPSF6	4	-0.10949699558227895	0.10949699558227895	
K562	CPSF6_5	CPSF6	5	0.1468677520705387	0.1468677520705387	
K562	CPSF6_6	CPSF6	6	-0.0024102434241069157	0.006879604026224318	
K562	CSTF2T_1	CSTF2T	1	0.009927959109309204	0.011443912118080901	
K562	CSTF2T_2	CSTF2T	2	0.007209397854411996	0.008963370687151629	
K562	CSTF2T_3	CSTF2T	3	-0.1467945993885953	0.1467945993885953	
K562	CSTF2T_4	CSTF2T	4	-0.1307449837323922	0.1307449837323922	
K562	CSTF2T_5	CSTF2T	5	-0.0038678931483394265	0.008602515428066861	
K562	CSTF2T_6	CSTF2T	6	-0.0069524261366302265	0.011759696838532034	
K562	DDX1_1	DDX1	1	0.01835822129585158	0.02073920127266427	
K562	DDX1_2	DDX1	2	-0.004197207260287355	0.004248780362608019	
K562	DDX1_3	DDX1	3	0.001536449972093281	0.002133442163732584	
K562	DDX1_4	DDX1	4	-0.00035461177447500513	0.0005631904624957805	
K562	DDX1_5	DDX1	5	0.0	0.0	
K562	DDX1_6	DDX1	6	0.0	0.0	
K562	DDX21_1	DDX21	1	0.0	0.0	
K562	DDX21_2	DDX21	2	0.0	0.0	
K562	DDX21_3	DDX21	3	0.0	0.0	
K562	DDX21_4	DDX21	4	0.0	0.0	
K562	DDX21_5	DDX21	5	0.03497353962447286	0.037183454242882295	
K562	DDX21_6	DDX21	6	0.0	0.0	
K562	DDX24_1	DDX24	1	-0.01637554577029716	0.017352953897363285	
K562	DDX24_2	DDX24	2	-0.010869934618209984	0.01352925907202747	0.2727272727272727
K562	DDX24_3	DDX24	3	0.8824179218071546	0.8824179218071546	
K562	DDX24_4	DDX24	4	1.0511978448030992	1.0511978448030992	
K562	DDX24_5	DDX24	5	-0.028846867027576672	0.03282853562656722	0.1666666666666666
K562	DDX24_6	DDX24	6	-0.0003007544386778101	0.006946277162369026	
K562	DDX3X_1	DDX3X	1	-0.3895769467588912	0.3895769467588912	0.0588235294117647
K562	DDX3X_2	DDX3X	2	-0.13830645814702688	0.13830645814702688	0.6
K562	DDX3X_3	DDX3X	3	1.0972215350611034	1.0972215350611034	
K562	DDX3X_4	DDX3X	4	0.79347367195812	0.79347367195812	
K562	DDX3X_5	DDX3X	5	-1.7307191582850066	1.7307191582850066	
K562	DDX3X_6	DDX3X	6	-1.3653550811907873	1.3653550811907873	
K562	DDX42_1	DDX42	1	0.0	0.0	
K562	DDX42_2	DDX42	2	0.0	0.0	
K562	DDX42_3	DDX42	3	0.0	0.0	
K562	DDX42_4	DDX42	4	0.022029851543872308	0.022029851543872308	
K562	DDX42_5	DDX42	5	-0.031962642487007795	0.031962642487007795	
K562	DDX42_6	DDX42	6	0.0	0.0	
K562	DDX43_1	DDX43	1	-0.1076817959024883	0.1076817959024883	
K562	DDX43_2	DDX43	2	-0.09001968929539597	0.09003133805214841	
K562	DDX43_3	DDX43	3	0.757184382434417	0.7573349701525229	
K562	DDX43_4	DDX43	4	0.7839560887295983	0.7839560887295983	
K562	DDX43_5	DDX43	5	-0.06985738708658785	0.06986262310088744	
K562	DDX43_6	DDX43	6	-0.13202639524919335	0.13202885613789792	
K562	DDX47_1	DDX47	1	0.0	0.0	
K562	DDX47_2	DDX47	2	-0.08810177762220558	0.08810177762220558	
K562	DDX47_3	DDX47	3	-0.14787812903523445	0.14787812903523445	
K562	DDX47_4	DDX47	4	0.0	0.0	
K562	DDX47_5	DDX47	5	0.0	0.0	
K562	DDX47_6	DDX47	6			
K562	DDX51_1	DDX51	1	0.0893883240071072	0.0893883240071072	
K562	DDX51_2	DDX51	2	-0.004326749956297655	0.008575603811810393	
K562	DDX51_3	DDX51	3	0.0	0.0	
K562	DDX51_4	DDX51	4	-0.011638826744263453	0.011638826744263453	
K562	DDX51_5	DDX51	5	0.0	0.0	
K562	DDX51_6	DDX51	6	0.0	0.0	
K562	DDX52_1	DDX52	1	0.005847296290701589	0.006014638078768793	
K562	DDX52_2	DDX52	2	-0.0073985157230457765	0.00795725918639401	
K562	DDX52_3	DDX52	3	-0.014780404636295172	0.014780404636295172	
K562	DDX52_4	DDX52	4	-0.00011082397174041384	0.00011082397174041384	
K562	DDX52_5	DDX52	5	-0.0016938055491440343	0.0016938055491440343	
K562	DDX52_6	DDX52	6	0.001627207266281248	0.001627207266281248	
K562	DDX55_1	DDX55	1	-0.006588409506631168	0.006588409506631168	
K562	DDX55_2	DDX55	2	-0.06165783263080175	0.06165783263080175	
K562	DDX55_3	DDX55	3	-0.0024058627482560126	0.0024058627482560126	
K562	DDX55_4	DDX55	4	0.18664570692988527	0.18664570692988527	
K562	DDX55_5	DDX55	5	-0.028765420526921385	0.028765420526921385	
K562	DDX55_6	DDX55	6	-0.03465190395017934	0.03465190395017934	
K562	DDX6_1	DDX6	1	-0.01341888805454733	0.02420640050500989	
K562	DDX6_2	DDX6	2	-5.806368373864418e-05	0.006049944527047533	
K562	DDX6_3	DDX6	3	0.00029569994011914867	0.00029569994011914867	
K562	DDX6_4	DDX6	4	0.023613762351022756	0.023613762351022756	
K562	DDX6_5	DDX6	5	0.015675869068370738	0.020033711452045067	
K562	DDX6_6	DDX6	6	-0.04491560233743337	0.04571136818711968	
K562	DGCR8_1	DGCR8	1	-0.013914257098576141	0.013914257098576141	
K562	DGCR8_2	DGCR8	2	0.0007251887927804819	0.0007251887927804819	
K562	DGCR8_3	DGCR8	3	-0.09001805446762312	0.09001805446762312	
K562	DGCR8_4	DGCR8	4	-0.06657343747930264	0.06657343747930264	
K562	DGCR8_5	DGCR8	5	0.000988945169720247	0.000988945169720247	
K562	DGCR8_6	DGCR8	6	-0.12693079014819475	0.12693079014819475	
K562	DHX30_1	DHX30	1	0.0024696061083618976	0.0024696061083618976	
K562	DHX30_2	DHX30	2	-0.0021437436511005555	0.008076712146144426	
K562	DHX30_3	DHX30	3	-0.19924467217562528	0.19924467217562528	
K562	DHX30_4	DHX30	4	0.0025879671797849283	0.0025879671797849283	
K562	DHX30_5	DHX30	5	-0.05936940429772405	0.05936940429772405	
K562	DHX30_6	DHX30	6	0.0050407343779473495	0.0050407343779473495	
