Cell Line	Column	Column Type	Sorted RBP Pair	RBP 1	Position 1	RBP 2	Position 2	# UBPs - Bound-Only	Value - Bound-Only	PPI	Abs. SHAP Value
K562	AQR_3-DDX3X_3-interaction-shap	interaction	AQR-DDX3X	AQR	3	DDX3X	3	530	0.24967776238918304	false	0.24967776238918304
K562	NONO_3-SF3B4_3-interaction-shap	interaction	NONO-SF3B4	NONO	3	SF3B4	3	514	0.24918656051158905	false	0.24918656051158905
K562	DDX3X_3-FUS_4-interaction-shap	interaction	DDX3X-FUS	DDX3X	3	FUS	4	39	0.24869391322135925	false	0.24869391322135925
K562	EFTUD2_5-U2AF1_5-interaction-shap	interaction	EFTUD2-U2AF1	EFTUD2	5	U2AF1	5	220	0.24825254082679749	false	0.24825254082679749
K562	RBFOX2_4-UCHL5_4-interaction-shap	interaction	RBFOX2-UCHL5	RBFOX2	4	UCHL5	4	167	0.24788162112236023	false	0.24788162112236023
K562	XRN2_2-DDX3X_6-interaction-shap	interaction	DDX3X-XRN2	XRN2	2	DDX3X	6	43	0.24786895513534546	false	0.24786895513534546
K562	DDX3X_3-NIPBL_4-interaction-shap	interaction	DDX3X-NIPBL	DDX3X	3	NIPBL	4	35	0.24778461456298828	false	0.24778461456298828
K562	PTBP1_3-IGF2BP1_5-interaction-shap	interaction	IGF2BP1-PTBP1	PTBP1	3	IGF2BP1	5	18	0.24765712022781372	true	0.24765712022781372
K562	PRPF8_3-U2AF2_3-interaction-shap	interaction	PRPF8-U2AF2	PRPF8	3	U2AF2	3	286	0.24701429903507233	false	0.24701429903507233
K562	ZNF622_4-GPKOW_6-interaction-shap	interaction	GPKOW-ZNF622	ZNF622	4	GPKOW	6	261	0.24691815674304962	false	0.24691815674304962
K562	IGF2BP2_2-AQR_5-interaction-shap	interaction	AQR-IGF2BP2	IGF2BP2	2	AQR	5	319	0.2467605471611023	false	0.2467605471611023
K562	LIN28B_4-U2AF2_5-interaction-shap	interaction	LIN28B-U2AF2	LIN28B	4	U2AF2	5	314	0.24647215008735657	false	0.24647215008735657
K562	UCHL5_4-MBNL1_6-interaction-shap	interaction	MBNL1-UCHL5	UCHL5	4	MBNL1	6	64	0.24472829699516296	false	0.24472829699516296
