Cell Line	Column	Column Type	Sorted RBP Pair	RBP 1	Position 1	RBP 2	Position 2	# UBPs - Bound-Only	Value - Bound-Only	PPI	Abs. SHAP Value
K562	DDX52_2-EIF4G2_3-interaction-shap	interaction	DDX52-EIF4G2	DDX52	2	EIF4G2	3	6	0.00003061798634007573	false	0.00003061798634007573
K562	SLTM_1-EIF4E_2-interaction-shap	interaction	EIF4E-SLTM	SLTM	1	EIF4E	2	84	0.00003034748078789562	false	0.00003034748078789562
K562	FUS_2-AKAP1_6-interaction-shap	interaction	AKAP1-FUS	FUS	2	AKAP1	6	2	0.000029192306101322174	false	0.000029192306101322174
K562	U2AF2_1-TROVE2_2-interaction-shap	interaction	TROVE2-U2AF2	U2AF2	1	TROVE2	2	19	0.000028826785637647845	false	0.000028826785637647845
K562	APOBEC3C_1-HNRNPK_3-interaction-shap	interaction	APOBEC3C-HNRNPK	APOBEC3C	1	HNRNPK	3	1	0.000027768313884735107	true	0.000027768313884735107
K562	DHX30_2-U2AF1_5-interaction-shap	interaction	DHX30-U2AF1	DHX30	2	U2AF1	5	6	0.00002692903763090726	false	0.00002692903763090726
K562	RPS3_3-ZRANB2_5-interaction-shap	interaction	RPS3-ZRANB2	RPS3	3	ZRANB2	5	5	0.000026447951313457452	false	0.000026447951313457452
K562	FASTKD2_1-EIF4E_2-interaction-shap	interaction	EIF4E-FASTKD2	FASTKD2	1	EIF4E	2	20	0.000025908579118549824	false	0.000025908579118549824
K562	IGF2BP2_1-DDX51_4-interaction-shap	interaction	DDX51-IGF2BP2	IGF2BP2	1	DDX51	4	1	0.00002490566112101078	false	0.00002490566112101078
K562	EFTUD2_2-SAFB2_4-interaction-shap	interaction	EFTUD2-SAFB2	EFTUD2	2	SAFB2	4	9	0.000024478158593410626	false	0.000024478158593410626
K562	HNRNPK_3-EXOSC10_4-interaction-shap	interaction	EXOSC10-HNRNPK	HNRNPK	3	EXOSC10	4	2	0.00002445373684167862	false	0.00002445373684167862
K562	IGF2BP1_5-CPSF6_6-interaction-shap	interaction	CPSF6-IGF2BP1	IGF2BP1	5	CPSF6	6	13	0.00002335662065888755	false	0.00002335662065888755
K562	EXOSC5_4-EWSR1_5-interaction-shap	interaction	EWSR1-EXOSC5	EXOSC5	4	EWSR1	5	20	0.000023242086172103882	false	0.000023242086172103882
K562	METAP2_4-RPS6_6-interaction-shap	interaction	METAP2-RPS6	METAP2	4	RPS6	6	15	0.000022295365852187388	false	0.000022295365852187388
K562	DDX51_2-SRSF1_6-interaction-shap	interaction	DDX51-SRSF1	DDX51	2	SRSF1	6	40	0.000020843992388108745	false	0.000020843992388108745
K562	EIF3G_1-EIF4E_2-interaction-shap	interaction	EIF3G-EIF4E	EIF3G	1	EIF4E	2	106	0.000020335610315669328	true	0.000020335610315669328
K562	RBM15_1-CPEB4_6-interaction-shap	interaction	CPEB4-RBM15	RBM15	1	CPEB4	6	7	0.0000187914956768509	false	0.0000187914956768509
K562	LIN28B_5-RPS6_6-interaction-shap	interaction	LIN28B-RPS6	LIN28B	5	RPS6	6	39	0.000017746964658726938	false	0.000017746964658726938
K562	CPEB4_2-UCHL5_6-interaction-shap	interaction	CPEB4-UCHL5	CPEB4	2	UCHL5	6	2	0.000017113983631134033	false	0.000017113983631134033
K562	NCBP2_2-U2AF2_3-interaction-shap	interaction	NCBP2-U2AF2	NCBP2	2	U2AF2	3	201	0.000017101005141739734	false	0.000017101005141739734
K562	GTF2F1_2-ELAVL1_3-interaction-shap	interaction	ELAVL1-GTF2F1	GTF2F1	2	ELAVL1	3	21	0.000016137037164298818	false	0.000016137037164298818
K562	FUS_2-QKI_3-interaction-shap	interaction	FUS-QKI	FUS	2	QKI	3	1	0.000014098826795816422	false	0.000014098826795816422
K562	DDX51_2-FUS_5-interaction-shap	interaction	DDX51-FUS	DDX51	2	FUS	5	52	0.000012818180948670488	false	0.000012818180948670488
K562	CSTF2T_1-EIF3G_2-interaction-shap	interaction	CSTF2T-EIF3G	CSTF2T	1	EIF3G	2	2	0.000012698117643594742	false	0.000012698117643594742
K562	EIF3G_2-ZC3H8_5-interaction-shap	interaction	EIF3G-ZC3H8	EIF3G	2	ZC3H8	5	2	0.000012693926692008972	false	0.000012693926692008972
