Feature	Statistic	P-Val	RBP	Position	FDR P-Val
NONO_5_right_shap	4202.708764332256	0.0	NONO	2	0.0
IGF2BP2_3_right_shap	4174.712101886976	0.0	IGF2BP2	6	0.0
PABPC4_3_left_shap	4130.220634578441	0.0	PABPC4	5	0.0
XRCC6_3_right_shap	4090.4778942662665	0.0	XRCC6	6	0.0
DDX42_5_left_shap	4015.0684216189975	0.0	DDX42	1	0.0
PCBP1_5_right_shap	4008.6993769661576	0.0	PCBP1	2	0.0
GEMIN5_center_left_shap	3996.342960734184	0.0	GEMIN5	3	0.0
MTPAP_5_left_shap	3938.535938037375	0.0	MTPAP	1	0.0
KHDRBS1_center_left_shap	3904.29173249712	0.0	KHDRBS1	3	0.0
AKAP8L_3_right_shap	3769.766295003226	0.0	AKAP8L	6	0.0
NONO_3_left_shap	3749.9386854072072	0.0	NONO	5	0.0
DDX51_center_left_shap	3747.4426434223337	0.0	DDX51	3	0.0
EIF4E_3_left_shap	3677.609657532222	0.0	EIF4E	5	0.0
CPEB4_3_left_shap	3672.1771530828587	0.0	CPEB4	5	0.0
AATF_3_right_shap	3628.213573136778	0.0	AATF	6	0.0
GTF2F1_5_left_shap	3568.2506344736653	0.0	GTF2F1	1	0.0
YBX3_5_right_shap	3518.085350381072	0.0	YBX3	2	0.0
TRA2A_3_left_shap	3409.514351548252	0.0	TRA2A	5	0.0
CSTF2T_center_right_shap	3407.852799535403	0.0	CSTF2T	4	0.0
SSB_3_left_shap	3374.2234103524515	0.0	SSB	5	0.0
MATR3_center_right_shap	3359.48520884731	0.0	MATR3	4	0.0
NOLC1_center_left_shap	3327.691166805277	0.0	NOLC1	3	0.0
FTO_5_right_shap	3300.2109369237633	0.0	FTO	2	0.0
DHX30_3_right_shap	3289.5883524636097	0.0	DHX30	6	0.0
MORC2_3_left_shap	3289.4482887722247	0.0	MORC2	5	0.0
DDX47_3_left_shap	3282.092206105549	0.0	DDX47	5	0.0
GEMIN5_center_right_shap	3178.166951828782	0.0	GEMIN5	4	0.0
GPKOW_5_left_shap	3175.5502627765254	0.0	GPKOW	1	0.0
ZRANB2_5_right_shap	3099.777186520781	0.0	ZRANB2	2	0.0
PABPC4_5_left_shap	3066.5346254613232	0.0	PABPC4	1	0.0
EIF4G2_center_left_shap	3038.630904578348	0.0	EIF4G2	3	0.0
AKAP8L_3_left_shap	3020.09230396061	0.0	AKAP8L	5	0.0
DGCR8_center_left_shap	2953.746896249927	0.0	DGCR8	3	0.0
ELAVL1_5_left_shap	2941.880709368017	0.0	ELAVL1	1	0.0
AKAP1_3_right_shap	2912.2173846625956	0.0	AKAP1	6	0.0
PABPC4_5_right_shap	2835.5668464290866	0.0	PABPC4	2	0.0
QKI_5_left_shap	2815.8554372084873	0.0	QKI	1	0.0
IGF2BP2_3_left_shap	2803.0252935964822	0.0	IGF2BP2	5	0.0
XRCC6_5_right_shap	2798.9229206066098	0.0	XRCC6	2	0.0
ZC3H11A_center_right_shap	2730.5173404595603	0.0	ZC3H11A	4	0.0
LIN28B_center_left_shap	2687.058456617261	0.0	LIN28B	3	0.0
FAM120A_3_right_shap	2635.639469089107	0.0	FAM120A	6	0.0
PUM2_5_left_shap	2632.4284418113416	0.0	PUM2	1	0.0
CSTF2T_3_right_shap	2628.813999731218	0.0	CSTF2T	6	0.0
DHX30_center_right_shap	2593.457840223418	0.0	DHX30	4	0.0
DDX43_3_left_shap	2539.3171382260302	0.0	DDX43	5	0.0
RBFOX2_3_right_shap	2488.8858045336033	0.0	RBFOX2	6	0.0
PTBP1_center_right_shap	2473.309335974786	0.0	PTBP1	4	0.0
GEMIN5_3_right_shap	2466.569215112246	0.0	GEMIN5	6	0.0
UPF1_5_right_shap	2442.8234895128153	0.0	UPF1	2	0.0
FTO_5_left_shap	2439.351771672298	0.0	FTO	1	0.0
AATF_3_left_shap	2430.171462992238	0.0	AATF	5	0.0
KHDRBS1_3_left_shap	2407.0425941207927	0.0	KHDRBS1	5	0.0
ZNF622_3_right_shap	2322.7723880784547	0.0	ZNF622	6	0.0
SMNDC1_5_left_shap	2321.9330854655745	0.0	SMNDC1	1	0.0
NIPBL_center_left_shap	2315.899990370054	0.0	NIPBL	3	0.0
SAFB_center_right_shap	2297.367808231082	0.0	SAFB	4	0.0
DROSHA_5_right_shap	2274.8439104554554	0.0	DROSHA	2	0.0
FUS_center_right_shap	2249.5277809156264	0.0	FUS	4	0.0
RBM15_5_left_shap	2218.1246744617174	0.0	RBM15	1	0.0
TRA2A_center_left_shap	2204.8434045937497	0.0	TRA2A	3	0.0
FXR1_center_left_shap	2194.7081736547098	0.0	FXR1	3	0.0
UCHL5_5_right_shap	2175.3569190589897	0.0	UCHL5	2	0.0
QKI_5_right_shap	2173.028784271736	0.0	QKI	2	0.0
FMR1_5_right_shap	2171.9601302104816	0.0	FMR1	2	0.0
EIF4E_5_right_shap	2128.8297605305524	0.0	EIF4E	2	0.0
EFTUD2_5_left_shap	2114.604959153899	0.0	EFTUD2	1	0.0
PHF6_5_right_shap	2066.4298397523753	0.0	PHF6	2	0.0
ELAC2_5_right_shap	2065.9105538510653	0.0	ELAC2	2	0.0
GTF2F1_5_right_shap	2050.8029131002277	0.0	GTF2F1	2	0.0
EIF3G_5_right_shap	2002.8703568841008	0.0	EIF3G	2	0.0
TRA2A_3_right_shap	1965.4539767914712	0.0	TRA2A	6	0.0
PUM1_3_left_shap	1945.6058200903874	0.0	PUM1	5	0.0
FXR1_3_right_shap	1911.0778839315985	0.0	FXR1	6	0.0
SND1_5_left_shap	1804.3271586630076	0.0	SND1	1	0.0
RBM15_center_left_shap	1779.5556634857755	0.0	RBM15	3	0.0
HNRNPK_3_left_shap	1778.2015897390008	0.0	HNRNPK	5	0.0
DDX55_3_right_shap	1721.0791469287578	0.0	DDX55	6	0.0
TARDBP_3_right_shap	1688.8391955099557	0.0	TARDBP	6	0.0
DDX42_3_right_shap	1605.8958595716779	0.0	DDX42	6	0.0
AGGF1_5_left_shap	1598.3873740154588	0.0	AGGF1	1	0.0
AKAP8L_5_left_shap	1564.8965058794415	0.0	AKAP8L	1	0.0
DDX52_center_right_shap	1547.548750109915	0.0	DDX52	4	0.0
LIN28B_5_right_shap	1453.9402939908005	0.0	LIN28B	2	0.0
NCBP2_5_left_shap	1449.2152485465265	0.0	NCBP2	1	0.0
DDX24_3_right_shap	1425.7034325176835	2.58483730871475e-310	DDX24	6	3.06040261443066e-310
DGCR8_3_left_shap	1376.1948905389058	1.455715505002754e-299	DGCR8	5	1.7198193979190203e-299
ZNF800_5_right_shap	1339.0766652237596	1.6718477457927382e-291	ZNF800	2	1.970906717561698e-291
AKAP8L_5_right_shap	1331.007439304361	9.449457345428931e-290	AKAP8L	2	1.1115813264407796e-289
XRN2_3_right_shap	1265.492287197929	1.5916273356900917e-275	XRN2	6	1.868283589318627e-275
NCBP2_3_right_shap	1263.4026237620226	4.5248692981647475e-275	NCBP2	6	5.3000075077004645e-275
KHDRBS1_3_right_shap	1255.698038532071	2.1312552413667197e-273	KHDRBS1	6	2.4910184124521275e-273
MORC2_5_right_shap	1251.6814202062978	1.5879362087910098e-272	MORC2	2	1.8520279450078516e-272
UPF1_5_left_shap	1247.9980276470496	1.0015475741202971e-271	UPF1	1	1.1656309000931968e-271
TIA1_3_right_shap	1215.0638449601367	1.4198369915769764e-264	TIA1	6	1.6489402004089304e-264
HNRNPUL1_center_right_shap	1192.487448163727	1.1340723495673384e-259	HNRNPUL1	4	1.3142745237570637e-259
GARS_5_right_shap	1189.5029983428922	5.0431955255257586e-259	GARS	2	5.832194402669324e-259
KHDRBS1_center_right_shap	1182.4334749881182	1.7291525022939746e-257	KHDRBS1	4	1.9954565796514855e-257
DDX6_3_left_shap	1180.1066150425434	5.534832912149181e-257	DDX6	5	6.3737970588328466e-257
LSM11_3_right_shap	1157.0591749750433	5.594902677018494e-252	LSM11	6	6.429436479683017e-252
FASTKD2_3_left_shap	1088.3151668250991	4.7354825229839836e-237	FASTKD2	5	5.430417065140963e-237
GARS_3_right_shap	1060.1703648820394	6.122521617120695e-231	GARS	6	7.006316578587908e-231
RBFOX2_5_left_shap	1039.8609352470646	1.574225480830574e-226	RBFOX2	1	1.7977063424098623e-226
KHSRP_5_left_shap	1038.471986848494	3.152631788447327e-226	KHSRP	1	3.5926866422514335e-226
PTBP1_5_left_shap	1035.9288963959552	1.1243417189475795e-225	PTBP1	1	1.2786172978468315e-225
HNRNPC_center_right_shap	1020.3541952769226	2.709578279108208e-222	HNRNPC	4	3.0749778395688585e-222
ILF3_center_right_shap	976.3112886244523	9.924242443066316e-213	ILF3	4	1.123925593448711e-212
FUS_3_left_shap	962.4476794165248	1.0165806862702052e-209	FUS	5	1.1489042053508311e-209
BUD13_3_right_shap	955.1411208063157	3.924107510834411e-208	BUD13	6	4.425745996755511e-208
EXOSC10_5_left_shap	951.1794975449257	2.8444379112048217e-207	EXOSC10	1	3.2014558383313526e-207
MBNL1_5_right_shap	941.1693517866623	4.242989834751523e-205	MBNL1	2	4.765740122400582e-205
RNF187_center_right_shap	938.4444948915828	1.6571703260659383e-204	RNF187	4	1.8575249351599757e-204
EWSR1_3_right_shap	932.203599677405	3.754571030296322e-203	EWSR1	6	4.1998984735625526e-203
PUM2_center_left_shap	924.823146303103	1.5038530885206119e-201	PUM2	3	1.6787911008587237e-201
SAFB2_3_left_shap	917.9876065778674	4.586949975645365e-200	SAFB2	5	5.110105166350335e-200
EXOSC10_5_right_shap	916.081436790954	1.1897165795817383e-199	EXOSC10	2	1.322713351689453e-199
FXR1_5_right_shap	915.4444592665023	1.6359176039261374e-199	FXR1	2	1.815105333362266e-199
EWSR1_5_left_shap	902.864635838314	8.819325566131352e-197	EWSR1	1	9.765528511485525e-197
XRCC6_center_left_shap	873.680878825662	1.9169363412714469e-190	XRCC6	3	2.1183114720716797e-190
FTO_3_left_shap	843.7457077958346	6.066629706052245e-184	FTO	5	6.690416228247133e-184
RBM15_3_left_shap	824.5255869658347	9.047814673496964e-180	RBM15	5	9.958057598396054e-180
SAFB2_center_right_shap	819.6263537528893	1.0480902268290531e-178	SAFB2	4	1.151215570432715e-178
HNRNPL_center_right_shap	816.7624258657992	4.388263628548681e-178	HNRNPL	4	4.8103811719762097e-178
LSM11_3_left_shap	774.4575117386961	6.740437586606768e-169	LSM11	5	7.374038719747805e-169
DDX6_5_left_shap	771.7034132641111	2.671363432479488e-168	DDX6	1	2.9166383184955686e-168
DDX1_5_right_shap	725.8181419520405	2.458063185902335e-158	DDX1	2	2.678407495395572e-158
FXR1_5_left_shap	698.1495893057883	2.504626150797933e-152	FXR1	1	2.723718696792186e-152
AGGF1_3_right_shap	697.0915327152298	4.2510575083564835e-152	AGGF1	6	4.613746938632929e-152
MBNL1_center_left_shap	673.0961399668245	6.902879799046397e-147	MBNL1	3	7.476980693224514e-147
SMNDC1_3_left_shap	671.4341217873559	1.5846486066132581e-146	SMNDC1	5	1.7130489877815263e-146
FASTKD2_center_left_shap	626.3858838277716	9.594747624487158e-137	FASTKD2	3	1.0351729685590682e-136
AGGF1_3_left_shap	574.7063924646787	1.5998988234721093e-125	AGGF1	5	1.7227257016520548e-125
UPF1_center_left_shap	573.6372757503161	2.7305382449822243e-125	UPF1	3	2.934389823193078e-125
GTF2F1_center_right_shap	539.7252198300839	6.311864133843548e-118	GTF2F1	4	6.769783688651806e-118
ZRANB2_center_left_shap	537.5598210951149	1.863665659111853e-117	ZRANB2	3	1.994961087151044e-117
GRWD1_3_right_shap	533.870335454059	1.1790429620389417e-116	GRWD1	6	1.2596416020220725e-116
CSTF2T_5_left_shap	528.796778453495	1.4901793287301795e-115	CSTF2T	1	1.5889436507122969e-115
HLTF_5_right_shap	521.762176962549	5.020914658758868e-114	HLTF	2	5.343269101830935e-114
DROSHA_center_right_shap	492.20839873336814	1.3131194731495235e-107	DROSHA	4	1.3947113627432803e-107
KHDRBS1_5_right_shap	481.26354912052216	3.1257060826481496e-105	KHDRBS1	2	3.313490750404143e-105
TROVE2_5_left_shap	475.1190628429822	6.748486448502329e-104	TROVE2	1	7.14008140682935e-104
ZRANB2_3_left_shap	445.54126881617464	1.786252075754403e-97	ZRANB2	5	1.8862546050920046e-97
QKI_center_left_shap	427.82068959828797	1.2586866666450774e-93	QKI	3	1.3265926910498215e-93
ILF3_center_left_shap	420.5914783564517	4.67434654839325e-92	ILF3	3	4.9170530037905914e-92
AQR_3_right_shap	416.7768632481888	3.148140113699461e-91	AQR	6	3.3052449946134456e-91
RPS6_5_left_shap	409.81193458321104	1.0243988829142534e-89	RPS6	1	1.0734601320959706e-89
EIF4G2_3_left_shap	406.4181152471432	5.590203288135144e-89	EIF4G2	5	5.846732693326814e-89
FUS_5_right_shap	394.6740226023806	1.984380344323386e-86	FUS	2	2.071481008291779e-86
TARDBP_3_left_shap	358.74329602401747	1.2585864693878755e-78	TARDBP	5	1.3113272357241294e-78
GTF2F1_3_left_shap	334.90524001845796	1.8890834782977558e-73	GTF2F1	5	1.9645031608913925e-73
DDX52_3_left_shap	301.00175933059575	4.348089148176064e-66	DDX52	5	4.513102019074586e-66
AATF_center_left_shap	296.8797299374822	3.4149610106523318e-65	AATF	3	3.537847865202321e-65
CPSF6_center_right_shap	281.3401278972063	8.086627868387921e-62	CPSF6	4	8.361787228748947e-62
NOLC1_3_left_shap	268.90123316473466	4.062928033838818e-59	NOLC1	5	4.193248366999686e-59
FMR1_5_left_shap	263.3406464372434	6.550963742170757e-58	FMR1	1	6.748356246642945e-58
GRWD1_5_right_shap	241.31728162234614	3.9684243133411656e-53	GRWD1	2	4.080315976311311e-53
IGF2BP2_5_right_shap	215.7424894377065	1.4194289628092114e-47	IGF2BP2	2	1.456712275153168e-47
PPIL4_center_left_shap	212.22175220283947	8.25338376260966e-47	PPIL4	3	8.45430883548218e-47
PUM1_5_left_shap	196.36431396503784	2.2910311870309606e-43	PUM1	1	2.342418802441001e-43
EWSR1_3_left_shap	184.8792252209516	7.144738432755784e-41	EWSR1	5	7.291365527457862e-41
TARDBP_center_right_shap	167.201958628224	4.9266986891963155e-37	TARDBP	4	5.0184435437437325e-37
SRSF9_5_right_shap	157.40582713285883	6.603268068421167e-35	SRSF9	2	6.713731660643826e-35
PHF6_3_right_shap	156.59861965769952	9.886482557887226e-35	PHF6	6	1.0033220703458834e-34
MTPAP_5_right_shap	137.0844382402374	1.7080180610618712e-30	MTPAP	2	1.7301590359274882e-30
METTL1_5_left_shap	132.38624360059816	1.7893383175765386e-29	METTL1	1	1.8091831048324706e-29
TARDBP_5_right_shap	129.01759788312089	9.642387609281791e-29	TARDBP	2	9.731339524496567e-29
U2AF1_5_right_shap	70.120645703229	5.936018582232778e-16	U2AF1	2	5.9797461592658e-16
DDX51_5_right_shap	67.7322020019008	1.9594726755562284e-15	DDX51	2	1.970278591046428e-15
GTF2F1_3_right_shap	55.208253179784265	1.027259447923681e-12	GTF2F1	6	1.0310292073656027e-12
CPSF6_5_right_shap	49.660662912553526	1.6455991892149375e-11	CPSF6	2	1.6486131071439026e-11
SRSF1_3_right_shap	22.34699922314291	1.4041411762017576e-05	SRSF1	6	1.4041411762017576e-05
ADAT1_5_left_shap			ADAT1	1	
AARS_5_left_shap			AARS	1	
ABCF1_5_left_shap			ABCF1	1	
APEX1_5_left_shap			APEX1	1	
DDX21_5_left_shap			DDX21	1	
DDX47_5_left_shap			DDX47	1	
DDX1_5_left_shap			DDX1	1	
DDX55_5_left_shap			DDX55	1	
AKAP1_5_left_shap			AKAP1	1	
DDX52_5_left_shap			DDX52	1	
DHX30_5_left_shap			DHX30	1	
EEF2_5_left_shap			EEF2	1	
FASTKD2_5_left_shap			FASTKD2	1	
EXOSC5_5_left_shap			EXOSC5	1	
GNL3_5_left_shap			GNL3	1	
HNRNPA1_5_left_shap			HNRNPA1	1	
HNRNPUL1_5_left_shap			HNRNPUL1	1	
KHDRBS1_5_left_shap			KHDRBS1	1	
LARP4_5_left_shap			LARP4	1	
LSM11_5_left_shap			LSM11	1	
MATR3_5_left_shap			MATR3	1	
LARP7_5_left_shap			LARP7	1	
MORC2_5_left_shap			MORC2	1	
NSUN2_5_left_shap			NSUN2	1	
PHF6_5_left_shap			PHF6	1	
NPM1_5_left_shap			NPM1	1	
PPIL4_5_left_shap			PPIL4	1	
PUS1_5_left_shap			PUS1	1	
RPS10_5_left_shap			RPS10	1	
RYBP_5_left_shap			RYBP	1	
SAFB_5_left_shap			SAFB	1	
RPS11_5_left_shap			RPS11	1	
SDAD1_5_left_shap			SDAD1	1	
SERBP1_5_left_shap			SERBP1	1	
SBDS_5_left_shap			SBDS	1	
SF3B1_5_left_shap			SF3B1	1	
SLBP_5_left_shap			SLBP	1	
SUPV3L1_5_left_shap			SUPV3L1	1	
SSB_5_left_shap			SSB	1	
TBRG4_5_left_shap			TBRG4	1	
UTP18_5_left_shap			UTP18	1	
UTP3_5_left_shap			UTP3	1	
WDR43_5_left_shap			WDR43	1	
XRCC6_5_left_shap			XRCC6	1	
WDR3_5_left_shap			WDR3	1	
ZC3H11A_5_left_shap			ZC3H11A	1	
ZC3H8_5_left_shap			ZC3H8	1	
YWHAG_5_left_shap			YWHAG	1	
ABCF1_5_right_shap			ABCF1	2	
AARS_5_right_shap			AARS	2	
ZRANB2_5_left_shap			ZRANB2	1	
AKAP1_5_right_shap			AKAP1	2	
ADAT1_5_right_shap			ADAT1	2	
APEX1_5_right_shap			APEX1	2	
CPEB4_5_right_shap			CPEB4	2	
DDX21_5_right_shap			DDX21	2	
DDX42_5_right_shap			DDX42	2	
DDX47_5_right_shap			DDX47	2	
DHX30_5_right_shap			DHX30	2	
EEF2_5_right_shap			EEF2	2	
GNL3_5_right_shap			GNL3	2	
HNRNPA1_5_right_shap			HNRNPA1	2	
HNRNPL_5_right_shap			HNRNPL	2	
HNRNPU_5_right_shap			HNRNPU	2	
LARP7_5_right_shap			LARP7	2	
LARP4_5_right_shap			LARP4	2	
METTL1_5_right_shap			METTL1	2	
MATR3_5_right_shap			MATR3	2	
NPM1_5_right_shap			NPM1	2	
NSUN2_5_right_shap			NSUN2	2	
PUS1_5_right_shap			PUS1	2	
RPS10_5_right_shap			RPS10	2	
RNF187_5_right_shap			RNF187	2	
RPS6_5_right_shap			RPS6	2	
SAFB_5_right_shap			SAFB	2	
SDAD1_5_right_shap			SDAD1	2	
RPS11_5_right_shap			RPS11	2	
RYBP_5_right_shap			RYBP	2	
SF3B1_5_right_shap			SF3B1	2	
SBDS_5_right_shap			SBDS	2	
SERBP1_5_right_shap			SERBP1	2	
SAFB2_5_right_shap			SAFB2	2	
TBRG4_5_right_shap			TBRG4	2	
TAF15_5_right_shap			TAF15	2	
SSB_5_right_shap			SSB	2	
SLBP_5_right_shap			SLBP	2	
SUPV3L1_5_right_shap			SUPV3L1	2	
UTP3_5_right_shap			UTP3	2	
WDR3_5_right_shap			WDR3	2	
UTP18_5_right_shap			UTP18	2	
WRN_5_right_shap			WRN	2	
ZC3H8_5_right_shap			ZC3H8	2	
ABCF1_center_left_shap			ABCF1	3	
ZC3H11A_5_right_shap			ZC3H11A	2	
APEX1_center_left_shap			APEX1	3	
AKAP1_center_left_shap			AKAP1	3	
APOBEC3C_center_left_shap			APOBEC3C	3	
AARS_center_left_shap			AARS	3	
DDX21_center_left_shap			DDX21	3	
DDX1_center_left_shap			DDX1	3	
CPEB4_center_left_shap			CPEB4	3	
ADAT1_center_left_shap			ADAT1	3	
DDX42_center_left_shap			DDX42	3	
DDX47_center_left_shap			DDX47	3	
EEF2_center_left_shap			EEF2	3	
EIF4E_center_left_shap			EIF4E	3	
DHX30_center_left_shap			DHX30	3	
EXOSC5_center_left_shap			EXOSC5	3	
GARS_center_left_shap			GARS	3	
GNL3_center_left_shap			GNL3	3	
HNRNPA1_center_left_shap			HNRNPA1	3	
HNRNPC_center_left_shap			HNRNPC	3	
HNRNPUL1_center_left_shap			HNRNPUL1	3	
HNRNPU_center_left_shap			HNRNPU	3	
LARP7_center_left_shap			LARP7	3	
LARP4_center_left_shap			LARP4	3	
LSM11_center_left_shap			LSM11	3	
MORC2_center_left_shap			MORC2	3	
METTL1_center_left_shap			METTL1	3	
NPM1_center_left_shap			NPM1	3	
NSUN2_center_left_shap			NSUN2	3	
PHF6_center_left_shap			PHF6	3	
PUS1_center_left_shap			PUS1	3	
RPS11_center_left_shap			RPS11	3	
RPS10_center_left_shap			RPS10	3	
RNF187_center_left_shap			RNF187	3	
SAFB2_center_left_shap			SAFB2	3	
RYBP_center_left_shap			RYBP	3	
SF3B1_center_left_shap			SF3B1	3	
SBDS_center_left_shap			SBDS	3	
SDAD1_center_left_shap			SDAD1	3	
SLBP_center_left_shap			SLBP	3	
SRSF7_center_left_shap			SRSF7	3	
SERBP1_center_left_shap			SERBP1	3	
SRSF9_center_left_shap			SRSF9	3	
SSB_center_left_shap			SSB	3	
TBRG4_center_left_shap			TBRG4	3	
SUPV3L1_center_left_shap			SUPV3L1	3	
UTP3_center_left_shap			UTP3	3	
TROVE2_center_left_shap			TROVE2	3	
WRN_center_left_shap			WRN	3	
WDR3_center_left_shap			WDR3	3	
WDR43_center_left_shap			WDR43	3	
XRN2_center_left_shap			XRN2	3	
ABCF1_center_right_shap			ABCF1	4	
AARS_center_right_shap			AARS	4	
AKAP1_center_right_shap			AKAP1	4	
CPEB4_center_right_shap			CPEB4	4	
APEX1_center_right_shap			APEX1	4	
DDX21_center_right_shap			DDX21	4	
DDX47_center_right_shap			DDX47	4	
DDX42_center_right_shap			DDX42	4	
DDX51_center_right_shap			DDX51	4	
EEF2_center_right_shap			EEF2	4	
FASTKD2_center_right_shap			FASTKD2	4	
GNL3_center_right_shap			GNL3	4	
HNRNPA1_center_right_shap			HNRNPA1	4	
HNRNPU_center_right_shap			HNRNPU	4	
LARP4_center_right_shap			LARP4	4	
LARP7_center_right_shap			LARP7	4	
MORC2_center_right_shap			MORC2	4	
METTL1_center_right_shap			METTL1	4	
NIPBL_center_right_shap			NIPBL	4	
NCBP2_center_right_shap			NCBP2	4	
NPM1_center_right_shap			NPM1	4	
NSUN2_center_right_shap			NSUN2	4	
PPIL4_center_right_shap			PPIL4	4	
PUS1_center_right_shap			PUS1	4	
RPS10_center_right_shap			RPS10	4	
RPS11_center_right_shap			RPS11	4	
RPS6_center_right_shap			RPS6	4	
SDAD1_center_right_shap			SDAD1	4	
RYBP_center_right_shap			RYBP	4	
SLBP_center_right_shap			SLBP	4	
SF3B1_center_right_shap			SF3B1	4	
SERBP1_center_right_shap			SERBP1	4	
SBDS_center_right_shap			SBDS	4	
SRSF9_center_right_shap			SRSF9	4	
SSB_center_right_shap			SSB	4	
SUPV3L1_center_right_shap			SUPV3L1	4	
TBRG4_center_right_shap			TBRG4	4	
UTP3_center_right_shap			UTP3	4	
WDR3_center_right_shap			WDR3	4	
WRN_center_right_shap			WRN	4	
WDR43_center_right_shap			WDR43	4	
ZRANB2_center_right_shap			ZRANB2	4	
AARS_3_left_shap			AARS	5	
ABCF1_3_left_shap			ABCF1	5	
ZC3H8_center_right_shap			ZC3H8	4	
AKAP1_3_left_shap			AKAP1	5	
DDX21_3_left_shap			DDX21	5	
APOBEC3C_3_left_shap			APOBEC3C	5	
DDX51_3_left_shap			DDX51	5	
DDX42_3_left_shap			DDX42	5	
EEF2_3_left_shap			EEF2	5	
EIF3G_3_left_shap			EIF3G	5	
GARS_3_left_shap			GARS	5	
GNL3_3_left_shap			GNL3	5	
HLTF_3_left_shap			HLTF	5	
HNRNPA1_3_left_shap			HNRNPA1	5	
HNRNPUL1_3_left_shap			HNRNPUL1	5	
HNRNPU_3_left_shap			HNRNPU	5	
LARP4_3_left_shap			LARP4	5	
HNRNPC_3_left_shap			HNRNPC	5	
LARP7_3_left_shap			LARP7	5	
METTL1_3_left_shap			METTL1	5	
NIPBL_3_left_shap			NIPBL	5	
NPM1_3_left_shap			NPM1	5	
NSUN2_3_left_shap			NSUN2	5	
PHF6_3_left_shap			PHF6	5	
PUS1_3_left_shap			PUS1	5	
RPS10_3_left_shap			RPS10	5	
RPS11_3_left_shap			RPS11	5	
RNF187_3_left_shap			RNF187	5	
RYBP_3_left_shap			RYBP	5	
SDAD1_3_left_shap			SDAD1	5	
SLTM_3_left_shap			SLTM	5	
SBDS_3_left_shap			SBDS	5	
SAFB_3_left_shap			SAFB	5	
SLBP_3_left_shap			SLBP	5	
TAF15_3_left_shap			TAF15	5	
SUPV3L1_3_left_shap			SUPV3L1	5	
TBRG4_3_left_shap			TBRG4	5	
SRSF9_3_left_shap			SRSF9	5	
UTP3_3_left_shap			UTP3	5	
UTP18_3_left_shap			UTP18	5	
WDR3_3_left_shap			WDR3	5	
WDR43_3_left_shap			WDR43	5	
WRN_3_left_shap			WRN	5	
ZC3H8_3_left_shap			ZC3H8	5	
YWHAG_3_left_shap			YWHAG	5	
AARS_3_right_shap			AARS	6	
ZC3H11A_3_left_shap			ZC3H11A	5	
ADAT1_3_right_shap			ADAT1	6	
ABCF1_3_right_shap			ABCF1	6	
DDX1_3_right_shap			DDX1	6	
APEX1_3_right_shap			APEX1	6	
CPEB4_3_right_shap			CPEB4	6	
DDX21_3_right_shap			DDX21	6	
DDX47_3_right_shap			DDX47	6	
DDX51_3_right_shap			DDX51	6	
EEF2_3_right_shap			EEF2	6	
EIF4G2_3_right_shap			EIF4G2	6	
DGCR8_3_right_shap			DGCR8	6	
FASTKD2_3_right_shap			FASTKD2	6	
EXOSC5_3_right_shap			EXOSC5	6	
GNL3_3_right_shap			GNL3	6	
HNRNPA1_3_right_shap			HNRNPA1	6	
HNRNPU_3_right_shap			HNRNPU	6	
HNRNPUL1_3_right_shap			HNRNPUL1	6	
ILF3_3_right_shap			ILF3	6	
LARP7_3_right_shap			LARP7	6	
MATR3_3_right_shap			MATR3	6	
METTL1_3_right_shap			METTL1	6	
MORC2_3_right_shap			MORC2	6	
NPM1_3_right_shap			NPM1	6	
NSUN2_3_right_shap			NSUN2	6	
NIPBL_3_right_shap			NIPBL	6	
PPIL4_3_right_shap			PPIL4	6	
PTBP1_3_right_shap			PTBP1	6	
PUS1_3_right_shap			PUS1	6	
QKI_3_right_shap			QKI	6	
RPS11_3_right_shap			RPS11	6	
RPS6_3_right_shap			RPS6	6	
SF3B1_3_right_shap			SF3B1	6	
RPS10_3_right_shap			RPS10	6	
RYBP_3_right_shap			RYBP	6	
SBDS_3_right_shap			SBDS	6	
SAFB_3_right_shap			SAFB	6	
SDAD1_3_right_shap			SDAD1	6	
SAFB2_3_right_shap			SAFB2	6	
SRSF9_3_right_shap			SRSF9	6	
RNF187_3_right_shap			RNF187	6	
SLBP_3_right_shap			SLBP	6	
TAF15_3_right_shap			TAF15	6	
SERBP1_3_right_shap			SERBP1	6	
SSB_3_right_shap			SSB	6	
SUPV3L1_3_right_shap			SUPV3L1	6	
TBRG4_3_right_shap			TBRG4	6	
UTP18_3_right_shap			UTP18	6	
UTP3_3_right_shap			UTP3	6	
WDR43_3_right_shap			WDR43	6	
WDR3_3_right_shap			WDR3	6	
WRN_3_right_shap			WRN	6	
YWHAG_3_right_shap			YWHAG	6	
ZC3H8_3_right_shap			ZC3H8	6	
ZRANB2_3_right_shap			ZRANB2	6	
