Data Partition	Cell Line	RBP Pair	Position	# Graphs Used in OLS Reg.	# Rows - RBP 1 Bound	% Rows - RBP 1 Bound	# Rows - RBP 2 Bound	% Rows - RBP 2 Bound	# Rows - PPI Interaction	% Rows - PPI Interaction	Intercept Beta Coefficient	Intercept Param P-value	Intercept Param FDR BH	RBP 1 Beta Coefficient	RBP 1 Param P-value	RBP 1 Param FDR BH	RBP 2 Beta Coefficient	RBP 2 Param P-value	RBP 2 Param FDR BH	Interaction Beta Coefficient	Interaction Param P-value	Interaction Param FDR BH
All	K562	PCBP1-RBFOX2	3	2252043	9455	0.4198410065882401	24510	1.0883451159680344	657	0.02917351045250912	0.7211102952808696	0.0	0.0	0.00993289635358742	0.0076832546126406045	0.008450133133299648	-0.012161840159903447	8.504495207005038e-08	1.0177510657563406e-07	-0.11996278222035144	4.6492249809682006e-17	6.373585419918848e-17
All	HepG2	PCBP2-QKI	3	2083000	23464	1.126452232357177	23234	1.115410465674508	581	0.027892462794047047	0.7078658339727901	0.0	0.0	-0.04740048851984867	1.5283459961750627e-90	3.1876930777365597e-90	-0.16259580351324784	0.0	0.0	-0.12353563488289586	2.0600336590033186e-16	2.804334864470718e-16
All	K562	HNRNPK-U2AF2	1	2252043	10948	0.4861363659574884	33305	1.4788793997272698	89	0.003951967169365771	0.7213657220345869	0.0	0.0	-0.02260386551004718	1.625454663519958e-11	2.0862978538366055e-11	-0.01912469361455973	3.473466162375386e-23	5.046030444843845e-23	0.2943403651798984	2.4221644471635878e-15	3.2744074933878132e-15
All	K562	EWSR1-NONO	3	2252043	15693	0.6968339414478321	15615	0.6933704196589497	6344	0.281699772162432	0.7220531402343594	0.0	0.0	-0.07330781987924448	1.733854994643292e-91	3.642342866444901e-91	-0.10203582818603404	6.239858659170473e-174	1.5775227086387688e-173	0.05318331993683791	2.8199343747121013e-15	3.8033295030759054e-15
All	K562	MBNL1-RBFOX2	1	2252043	1641	0.07286716994302507	10513	0.4668205713656445	44	0.00195378152193364	0.7211329856741251	0.0	0.0	-0.24758038705171215	6.903493392400296e-177	1.760541546358853e-176	0.008602232589309311	0.011806792941633329	0.012960840372018542	-0.4145980130299105	8.28201472015625e-15	1.1093340817823968e-14
All	K562	RBFOX2-SF3B4	4	2252043	18963	0.8420354318279002	143883	6.388998789099498	3369	0.14959749880441892	0.7100684045330012	0.0	0.0	-0.07391789792789874	1.2571780132235204e-155	3.0338510732336194e-155	0.1793963605437942	0.0	0.0	0.05148251842545807	9.149450848395866e-15	1.2227183742478686e-14
All	K562	PUM2-QKI	6	2252043	20419	0.9066878385537044	2010	0.08925229225196855	243	0.010790202496133511	0.720698766557676	0.0	0.0	0.026215314528771665	2.2241940068009107e-26	3.373842337588914e-26	0.03155477051080126	0.00014398538610388976	0.00016487738330327767	0.18550645704473034	1.0598178244570955e-14	1.4130904326094607e-14
All	HepG2	HNRNPK-PCBP1	6	2083000	8640	0.414786365818531	4597	0.22069131060969754	340	0.01632261161785886	0.7053366871117035	0.0	0.0	0.02316469843048227	2.6388060388326493e-09	3.2580607329350258e-09	0.012075457591130562	0.026118261353818915	0.028404217189255582	0.14949668627845256	1.8622173191474598e-13	2.4604862316337476e-13
All	K562	HNRNPK-PCBP1	2	2252043	13004	0.5774312479823875	17296	0.7680137546219143	3186	0.14147154383819494	0.7213135843885352	0.0	0.0	-0.0117639306912366	0.0008548048561048319	0.0009655822745942395	-0.044398134353104975	2.494192282246789e-51	4.495704607506558e-51	0.05652409270854218	2.0930134679935445e-13	2.759187054871851e-13
All	K562	RBM22-TIA1	2	2252043	25582	1.1359463385024176	36166	1.605919602778455	4117	0.1828117846772908	0.7221977067205245	0.0	0.0	-0.08574110294695235	2.3081880453144618e-281	6.57552106567632e-281	-0.0199401947856616	2.903701599012744e-24	4.239404334558607e-24	0.04437744576069617	1.2347282833743944e-12	1.613157309822475e-12
All	K562	QKI-RBFOX2	1	2252043	3307	0.14684444302351243	10513	0.4668205713656445	64	0.0028418640319034763	0.7210274261075548	0.0	0.0	-0.04895804590404581	1.3836256255764638e-15	1.8747966713147446e-15	0.00433055073234084	0.20547750189217373	0.21505172241044704	0.3127406940641315	1.4267996133758527e-12	1.8599352102935223e-12
All	K562	CPSF6-RBM15	5	2252043	3963	0.17597354935052306	43792	1.9445454638299535	201	0.008925229225196854	0.72063525379351	0.0	0.0	0.07412750537713533	8.986885391968388e-39	1.4910059854856643e-38	0.010441436348933377	6.052455450602836e-10	7.585051465991537e-10	0.17815152587342672	1.9308128148524935e-12	2.5113467346856484e-12
All	K562	CSTF2T-NONO	3	2252043	23498	1.0434081409635607	15615	0.6933704196589497	5965	0.26487060859850364	0.722119999594392	0.0	0.0	-0.047617689664531365	1.594242536861726e-72	3.1776028721066484e-72	-0.1090350255011337	2.758723201584947e-206	7.29001968201633e-206	0.044361801908253826	2.2704855520825542e-12	2.9465856942582484e-12
All	HepG2	RBM22-TIA1	5	2083000	47838	2.296591454632741	10217	0.49049447911665867	1175	0.05640902544407105	0.7082374281878648	0.0	0.0	-0.10327673127596383	0.0	0.0	-0.08660117514650428	1.5946734062930064e-119	3.652114781471042e-119	0.07625154206439255	6.0369392355332516e-12	7.817233954659464e-12
All	K562	PCBP1-RBFOX2	6	2252043	13994	0.6213913322258944	8049	0.35740880613736065	116	0.00515087855782505	0.7208609108225756	0.0	0.0	-0.021171186078377053	1.0158251352900066e-12	1.3301387421734615e-12	0.06819278891271104	1.1282832218281722e-67	2.203737128921915e-67	0.2243416242741242	7.441490447826024e-12	9.614669074182296e-12
All	K562	IGF2BP2-PCBP1	3	2252043	11493	0.5103366143541664	9455	0.4198410065882401	1731	0.07686354123788933	0.7200461415264773	0.0	0.0	0.21474718975809787	0.0	0.0	-0.025252446549790898	2.0594086160629823e-10	2.608882064600394e-10	-0.06689443759440518	1.5437703272182817e-11	1.9902028059502793e-11
All	K562	HNRNPK-LARP4	2	2252043	13004	0.5774312479823875	2589	0.11496228091559531	249	0.011056627249124462	0.7209624091127161	0.0	0.0	-0.006731205663079122	0.029765988931900432	0.03225109004866392	0.06830660798130268	2.8640248719113017e-21	4.079489085844391e-21	-0.157646245165868	1.8106948184090973e-11	2.318960030594107e-11
All	HepG2	RBM22-TIA1	4	2083000	17371	0.8339414306289006	8215	0.3943831012962074	340	0.01632261161785886	0.7043086311580488	0.0	0.0	0.14826270933868924	0.0	0.0	-0.020945139094550244	1.5462195978190464e-07	1.842841316584333e-07	0.13092968095076082	3.547979693847958e-11	4.533960921678791e-11
All	K562	FMR1-FXR2	6	2252043	45091	2.002226422852494	49506	2.198270636928336	26090	1.1585036342556514	0.7183839121498344	0.0	0.0	0.10408145809384187	0.0	0.0	0.03743478019728258	4.283489134125625e-60	8.09565583925361e-60	-0.026425370831910117	5.830501867416248e-11	7.434526398626832e-11
All	K562	CSTF2T-EWSR1	6	2252043	10384	0.46109243917633896	4464	0.19822001622526747	2216	0.09839954210465786	0.720987990368895	0.0	0.0	0.0021321736859490283	0.5813453294529453	0.5894195701397917	0.0289590736880437	8.347121581424594e-05	9.577051087528415e-05	-0.07173492366347123	1.1769606066130858e-10	1.4942282483957438e-10
All	K562	RBFOX2-SF3B4	3	2252043	24510	1.0883451159680344	127986	5.683106406049973	6980	0.3099407959794729	0.7136712899953345	0.0	0.0	-0.055658369287976	4.518522051286559e-99	9.846331634146829e-99	0.13766275542389267	0.0	0.0	0.030838722149534658	8.228284116786602e-10	1.0289760009000803e-09
All	HepG2	PCBP2-RBFOX2	5	2083000	18053	0.8666826692270764	41555	1.9949591934709552	1982	0.09515122419587134	0.7064868574890386	0.0	0.0	-0.05416111546925773	2.9827904881668954e-83	6.0484362676717605e-83	-0.029236522664794748	1.350418663366502e-59	2.544014514213023e-59	0.05215548296588147	1.3925262114525027e-09	1.7376822809578238e-09
All	K562	RBM22-TIA1	6	2252043	15762	0.699897826107228	27025	1.2000214915967413	1915	0.08503390032961182	0.7215463754273193	0.0	0.0	0.026177933087159606	1.3087818877711497e-18	1.837328419371037e-18	-0.05833781310155411	4.502377082420967e-153	1.0776181213663298e-152	-0.05279119515182604	1.874402741766639e-09	2.329045108918547e-09
All	HepG2	QKI-RBFOX2	3	2083000	23234	1.115410465674508	45069	2.1636581853096493	1948	0.09351896303408545	0.7080855547208352	0.0	0.0	-0.15980104847257848	0.0	0.0	-0.03564942151427675	1.920640778691492e-95	4.138945441903436e-95	-0.051287035452635826	1.9024094655291005e-09	2.3588261738195217e-09
All	HepG2	RBFOX2-SF3B4	1	2083000	17777	0.8534325492078733	70027	3.3618338934229475	3020	0.14498319731156983	0.70327585531294	0.0	0.0	0.05903914773646768	9.177711059117918e-91	1.9210692682884816e-90	0.052550901593052986	0.0	0.0	-0.04315414967557017	2.040698878783997e-09	2.524932511037827e-09
All	K562	MBNL1-RBFOX2	3	2252043	3031	0.1345889043859287	24510	1.0883451159680344	512	0.02273491225522781	0.721212760009601	0.0	0.0	-0.055916610744004086	8.915844750176819e-16	1.210896124210061e-15	-0.01615790127136937	9.51048257309567e-13	1.2481172635253643e-12	0.10111663481830212	3.0890426620620283e-09	3.805909102624946e-09
All	K562	EWSR1-NONO	5	2252043	10944	0.48595874945549444	17984	0.7985637929648768	5072	0.22521772452835045	0.7214605475213707	0.0	0.0	0.03958832850042873	3.7306061416064884e-18	5.199699252262981e-18	-0.07139777645568225	5.261677466739036e-119	1.1956496655936177e-118	-0.043573911080315664	3.2141355445233204e-09	3.951695069477093e-09
All	HepG2	U2AF1-U2AF2	5	2083000	13651	0.6553528564570331	122107	5.862073931829093	8083	0.38804608737397983	0.709643442394487	0.0	0.0	-0.030999494837026225	6.357572016534472e-11	8.088936944784601e-11	-0.06989069735835442	0.0	0.0	0.03622775932705061	6.745099048527229e-09	8.258150617064784e-09
All	K562	FXR1-FXR2	2	2252043	30638	1.3604535970227922	57271	2.5430686714241246	17351	0.7704559815243315	0.7181889100773107	0.0	0.0	0.11621181995955339	0.0	0.0	0.05541106487259271	1.3563554595583116e-217	3.667183279546546e-217	-0.025234652381656397	8.679630470056537e-09	1.0582263454098158e-08
All	K562	FXR1-FXR2	1	2252043	18089	0.8032262261422184	26742	1.1874551240806681	8125	0.360783519675246	0.7192154992671537	0.0	0.0	0.07536649591550555	7.321048359762848e-103	1.6133932989062277e-102	0.107882556273494	0.0	0.0	-0.03250762837921386	2.1709073030070582e-08	2.6248651448366915e-08
All	K562	HNRNPK-PCBP1	6	2252043	11388	0.5056741811768248	13994	0.6213913322258944	2184	0.09697861008870612	0.7209333661605006	0.0	0.0	0.041157626885993046	1.361305968831388e-29	2.1313744927547737e-29	-0.03277980985229127	2.294419694001469e-24	3.36668618416296e-24	0.04829802010249238	5.820283545738573e-08	6.993920968541825e-08
All	K562	FXR1-FXR2	6	2252043	30118	1.3373634517635764	49506	2.198270636928336	17504	0.7772498127256007	0.7184116914156352	0.0	0.0	0.1519317365215807	0.0	0.0	0.033083074536495054	7.928009102180252e-64	1.5280387180439825e-63	-0.02395483885395567	1.1340004336866751e-07	1.3543072664069903e-07
All	HepG2	HNRNPK-LARP4	4	2083000	14584	0.700144023043687	18441	0.8853096495439271	532	0.025540086413826213	0.7038812998443807	0.0	0.0	-0.06836308179711734	9.240725784264648e-116	2.083623111200986e-115	0.23268911168056577	0.0	0.0	0.08278515147519776	1.6686639057801107e-07	1.9847244826386653e-07
All	K562	IGF2BP2-PCBP1	5	2252043	14959	0.664241313331939	8869	0.3938201890461239	1040	0.046180290518431484	0.721012995148605	0.0	0.0	-0.030402965692454917	1.1689081215479935e-24	1.7282084632507044e-24	0.03701880967959242	6.988762178912196e-21	9.906400758458063e-21	0.060207218556561935	4.0945372766876435e-07	4.860182458507284e-07
All	HepG2	HNRNPK-U2AF2	3	2083000	21375	1.0261641862698032	102736	4.932117138742199	1559	0.07484397503600576	0.7067032114598291	0.0	0.0	-0.042150551992744346	1.635905097483809e-62	3.1236707935259172e-62	-0.015280491869413649	6.312700074839753e-41	1.062425603373607e-40	-0.04436357234431998	2.2255455536752276e-06	2.6204004099724455e-06
All	K562	APOBEC3C-PCBP1	1	2252043	3533	0.15687977538617157	8129	0.36096113617723996	562	0.0249551185301524	0.7211793166983713	0.0	0.0	-0.061766661026898914	5.135299473172026e-22	7.386736188010993e-22	-0.021688369163032212	6.676235498775343e-08	8.005999037545791e-08	-0.07811307654404501	2.3281360474293743e-06	2.735676965188641e-06
All	HepG2	U2AF1-U2AF2	1	2083000	5784	0.27767642822851657	64558	3.099279884781565	4197	0.2014882381180989	0.7059198943404446	0.0	0.0	-0.03248385149228817	0.0002562718290203596	0.00029174024980095517	-0.014360957278432972	8.725537118988245e-23	1.2613152667052315e-22	0.04924073525468383	2.9132479983874784e-06	3.4163390181893323e-06
All	HepG2	FUBP3-RBFOX2	6	2083000	5334	0.25607297167546805	14707	0.7060489678348536	29	0.0013922227556409025	0.7054490096403851	0.0	0.0	-0.03693213876384714	3.1323986916867605e-14	4.1575473544206095e-14	0.017717838704066693	1.4918019829227582e-09	1.8575956461127734e-09	0.30809287662629725	2.9867286600837334e-06	3.4954900550879765e-06
All	K562	HNRNPK-PCBP1	1	2252043	10948	0.4861363659574884	8129	0.36096113617723996	1908	0.08472307145112237	0.7211342561146622	0.0	0.0	-0.009114676468647373	0.013160158551838604	0.014419385730344736	-0.01872829244322209	2.3488379739594204e-05	2.727080271952886e-05	-0.04450617189881495	6.110009791701209e-06	7.1364914367070125e-06
All	K562	FMR1-FXR2	5	2252043	26743	1.1874995282061664	30056	1.3346103959826698	13880	0.6163292619190663	0.7196455284990796	0.0	0.0	0.052259392592425416	1.9832659606320733e-64	3.847931299033657e-64	0.06427957659488985	1.1063042519101166e-120	2.5436286736831025e-120	-0.02261014610137663	8.474886673667894e-06	9.878909815213673e-06
All	HepG2	RBFOX2-SF3B4	3	2083000	45069	2.1636581853096493	79767	3.829428708593375	6102	0.2929428708593375	0.7011500568151151	0.0	0.0	-0.060543004694094064	7.975936381716067e-247	2.2286827018766426e-246	0.14569389893048637	0.0	0.0	0.022006079430294534	1.2257892616850075e-05	1.4260177865020805e-05
All	HepG2	HNRNPK-LARP4	3	2083000	21375	1.0261641862698032	8543	0.41012962073931836	587	0.028180508881421026	0.705266480382185	0.0	0.0	-0.04818119079204752	4.578238942031708e-85	9.381373832093043e-85	0.17797465838100437	0.0	0.0	-0.06446539941919954	2.590799184712994e-05	3.0020371505404535e-05
All	HepG2	HNRNPK-QKI	3	2083000	21375	1.0261641862698032	23234	1.115410465674508	573	0.027508401344215075	0.7077584797966024	0.0	0.0	-0.04151239768912504	9.350011636409228e-64	1.796186445941773e-63	-0.1642293769326568	0.0	0.0	-0.06121914845580462	5.322039034601056e-05	6.130317152282084e-05
All	K562	FMR1-FXR2	2	2252043	50034	2.2217160151915394	57271	2.5430686714241246	26860	1.1926948108894901	0.7186794346835838	0.0	0.0	0.020174194383491214	1.8864909488173433e-18	2.635671564854853e-18	0.0669106314109204	2.961172687535718e-242	8.195852367397437e-242	0.013029838554030166	0.00045618873955682095	0.0005183156107026915
All	HepG2	HNRNPK-IGF2BP3	4	2083000	14584	0.700144023043687	5830	0.27988478156505037	72	0.0034565530484877583	0.7053234489188215	0.0	0.0	-0.060016082601282376	2.9505726517372194e-92	6.28881178326473e-92	0.20567299081718457	0.0	0.0	0.14248492064305202	0.0007005515021991412	0.0007944118005520359
All	K562	RBFOX2-SF3B4	2	2252043	16181	0.718503154691096	247252	10.979008837753097	4163	0.18485437445022143	0.7193579953662553	0.0	0.0	-0.026986136487911695	2.755604314776952e-17	3.795454999598443e-17	0.016238746979148948	3.9284811526587515e-104	8.690276489214815e-104	0.020386271394488332	0.001250303522123721	0.0014068925952220675
All	HepG2	RBFOX2-SF3B4	2	2083000	24110	1.157465194431109	116358	5.58607777244359	4313	0.20705712914066252	0.7053300825181252	0.0	0.0	0.008528709218006972	0.0007399766827301539	0.0008374929897566084	0.0016520987483317818	0.12856483510818187	0.13577190543070203	-0.01799721091107061	0.002905763792395574	0.003244676968946492
All	HepG2	QKI-RBFOX2	5	2083000	13906	0.6675948151704273	41555	1.9949591934709552	764	0.03667786845895343	0.7066232872997776	0.0	0.0	-0.08742483957492363	1.9670099252081474e-175	4.9944947666154694e-175	-0.027141060828248922	3.980452817747045e-53	7.287098575436597e-53	-0.039173879043189516	0.003185752717147328	0.003550533562622213
All	HepG2	RBM22-TIA1	6	2083000	25164	1.2080652904464715	7409	0.3556889102256361	555	0.026644263082093132	0.7061887902965511	0.0	0.0	-0.03785868748864208	1.6367179157858401e-62	3.1236707935259172e-62	-0.06617026097060494	6.633871668431661e-54	1.2260066627734462e-53	-0.045976058053530555	0.00356777439312011	0.003968724277299322
All	K562	MBNL1-RBFOX2	5	2252043	1961	0.08707649010254245	21494	0.954422273464583	342	0.015186210920484201	0.7212180113327913	0.0	0.0	-0.18127668952922782	4.953364399598104e-97	1.0753772525521536e-96	-0.008838496393301637	0.00024437412020391394	0.00027873923085758935	0.05815887049616113	0.005382658263936933	0.005953546261627214
All	K562	PTBP1-ZC3H8	6	2252043	4678	0.20772249908194473	167	0.007415488958248133	50	0.0022202062749245906	0.7212403083682791	0.0	0.0	-0.13337222280215077	7.0696147038887526e-149	1.678315035394728e-148	0.2390930249650614	1.2167472477187264e-13	1.6112934074098327e-13	0.16409888946882678	0.005532840698518537	0.006108088786266211
All	HepG2	HNRNPK-PCBP1	1	2083000	9578	0.45981757081132985	2611	0.12534805568891022	694	0.03331733077292367	0.7053053074938267	0.0	0.0	-0.008825005827907227	0.018968586917832427	0.020667266343309957	0.1851892151978627	3.976060320274519e-116	9.00007452341209e-116	-0.03913061196466057	0.015191736432278039	0.016614183663764746
All	K562	EWSR1-NONO	1	2252043	5930	0.2633164642060565	8172	0.3628705135736751	2391	0.10617026406689392	0.7212442446030323	0.0	0.0	-0.0008517608505764193	0.8845870672486946	0.8891546424668462	-0.06428316520499665	1.688299100029195e-44	2.908456266716961e-44	-0.022699029965286895	0.027737107322884702	0.030108681554952912
All	K562	CSTF2T-EWSR1	1	2252043	10041	0.4458618241303563	5930	0.2633164642060565	2402	0.10665870944737733	0.7213115064101707	0.0	0.0	-0.06842500294111162	1.1257343638234357e-65	2.191429561576288e-65	-0.016730582373897775	0.00441596401529088	0.004902895408611927	0.02087634368420611	0.03788489152522321	0.04089607513998217
All	HepG2	RBFOX2-SF3B4	6	2083000	14707	0.7060489678348536	93415	4.4846375420067215	2683	0.12880460873739796	0.7028840324015292	0.0	0.0	0.013347629275112937	3.68852563643047e-05	4.2571125922438624e-05	0.05631088780303636	0.0	0.0	-0.015364390702189977	0.04447758215718586	0.04783592629796785
All	K562	EWSR1-RBM15	3	2252043	15693	0.6968339414478321	25671	1.1398983056717833	566	0.025132735032146365	0.7207115161368379	0.0	0.0	-0.09570315360626518	3.897560252429107e-248	1.0943149939512495e-247	0.08183098535689777	2.8507323957323676e-299	8.324138595538513e-299	0.028741040805121833	0.05680865152217343	0.06087385777788859
All	K562	MBNL1-RBFOX2	4	2252043	2058	0.09138369027589616	18963	0.8420354318279002	439	0.01949341109383791	0.7214110602874081	0.0	0.0	-0.074958311677137	5.431247926980904e-18	7.552020927040115e-18	-0.041739445085496395	3.67663803239868e-59	6.90404054958466e-59	-0.033150661155722974	0.08013784663696166	0.08555850536743256
All	K562	RBFOX2-SF3B4	1	2252043	10513	0.4668205713656445	117909	5.235646033401671	2434	0.10807964146332907	0.7188571052959575	0.0	0.0	-0.00451417919123206	0.2454903619605754	0.2564693584704401	0.040754001004103035	0.0	0.0	0.01375845497828281	0.09064188395449221	0.09659646027267053
All	K562	U2AF1-U2AF2	5	2252043	19863	0.8819991447765428	59370	2.636272930845459	15707	0.6974555992048109	0.7222731893332324	0.0	0.0	-0.045108968928992126	8.007030335507323e-17	1.0925480644710926e-16	-0.031093414695678473	5.459207902998665e-76	1.091841580599733e-75	-0.010177541558824369	0.1068834797355961	0.11349082211925113
All	HepG2	HNRNPK-IGF2BP3	3	2083000	21375	1.0261641862698032	2264	0.1086893903024484	28	0.0013442150744119058	0.7057014869458866	0.0	0.0	-0.04593985767714737	1.7537679306148817e-79	3.519589249069041e-79	0.23217619641726403	3.129058852157346e-211	8.38243288834812e-211	0.10436574574255213	0.12100609087068676	0.12825327961611807
All	HepG2	HNRNPK-LARP4	6	2083000	8640	0.414786365818531	29299	1.4065770523283725	165	0.007921267402784446	0.7052455721274812	0.0	0.0	0.03027324793153282	3.834310255988257e-15	5.159532694693876e-15	0.008251887884877207	7.72895438718993e-05	8.885254649840391e-05	-0.042773738246898084	0.1251216712531528	0.13237510147072687
All	K562	PTBP1-ZC3H8	5	2252043	7682	0.34111249207941413	1588	0.070513751291605	932	0.04138464496459437	0.7211442420015118	0.0	0.0	-0.06555320496446798	1.2596466539176005e-53	2.3133133518486755e-53	0.0755531665350725	2.9067433482685607e-08	3.507310155762065e-08	0.025928221320591693	0.15603247950208812	0.16418552798057562
All	K562	U2AF1-U2AF2	1	2252043	14104	0.6262757860307285	33305	1.4788793997272698	10643	0.4725931076804484	0.721353160349698	0.0	0.0	-0.06286746257449244	3.127137021910059e-26	4.7312124891074466e-26	0.004811917754611727	0.03879918830746665	0.04180576747520391	-0.009725408445352489	0.17745540381231426	0.18639200688199914
All	K562	PTBP1-ZC3H8	3	2252043	12959	0.5754330623349555	3274	0.1453791068820622	1811	0.08041587127776867	0.7217878778399034	0.0	0.0	-0.1556463277860809	0.0	0.0	0.07115197178415485	6.024538000523682e-15	8.088115384611104e-15	-0.013728640556907477	0.27950349425899007	0.29096263929991123
All	K562	DDX42-U2AF2	4	2252043	324	0.014386936661511349	71444	3.172408342114249	43	0.0019093773964351478	0.7199300345178999	0.0	0.0	0.25471765231483207	1.8630783047702541e-34	3.0139549307086662e-34	0.03212232469275763	1.524310039204745e-129	3.560788251582284e-129	-0.0573165231533953	0.3157070165939475	0.3280656542542088
All	K562	FXR1-FXR2	5	2252043	17661	0.784221260428864	30056	1.3346103959826698	7799	0.34630777476273766	0.7192013803469515	0.0	0.0	0.16823200030607688	0.0	0.0	0.036253645038315706	8.225983705861901e-54	1.5154493641083123e-53	-0.005746007612091193	0.3200184612800111	0.3319552067274005
All	HepG2	PCBP2-RBFOX2	1	2083000	10499	0.5040326452232357	17777	0.8534325492078733	768	0.03686989918386942	0.7048744069546367	0.0	0.0	0.022599182604501455	3.2501945519473174e-10	4.099597447812599e-10	0.0586252108947463	9.875242661828487e-103	2.1680983889127206e-102	-0.013068852537216926	0.3343495762682852	0.34559319033748415
All	HepG2	SF3B4-TAF15	5	2083000	117524	5.642054728756601	360	0.01728276524243879	186	0.008929428708593375	0.7059413392954369	0.0	0.0	-0.008869410338077022	7.337092269998915e-17	1.0034805352879078e-16	0.2640960170263949	7.169562193365047e-23	1.0389638513462003e-22	-0.030719021252588713	0.410577125281937	0.4214007753333062
All	HepG2	U2AF1-U2AF2	2	2083000	19508	0.9365338454152664	142906	6.860585693710994	14582	0.700048007681229	0.7074848777987233	0.0	0.0	0.007171740146862753	0.15529515047655293	0.16370463515939876	-0.030597689899340624	9.229799795674058e-198	2.4171314263110536e-197	0.004422487397453531	0.45490970815172205	0.4652666717348611
All	K562	CSTF2T-NONO	6	2252043	10384	0.46109243917633896	10203	0.453055292461112	2172	0.09644576058272422	0.7213256462132458	0.0	0.0	0.011845444872967908	0.00212604634669693	0.002378565261438711	-0.08614235646103878	3.7253349705189875e-108	8.303800086958354e-108	-0.005551985085591324	0.5494345915557604	0.5590066227675332
All	K562	CPSF6-RBM15	4	2252043	5091	0.22606140291282184	44403	1.9716763845095322	317	0.014076107783021903	0.7181208362197236	0.0	0.0	0.12312308920970064	1.8513767182733284e-131	4.35969356238558e-131	0.1310545028902037	0.0	0.0	0.010633748336543018	0.5998704200895555	0.6060974486718
All	HepG2	QKI-RBFOX2	1	2083000	8227	0.3949591934709553	17777	0.8534325492078733	302	0.014498319731156983	0.7051499632041625	0.0	0.0	-0.044059616201005264	1.8486987423456264e-28	2.879040174746256e-28	0.05941741877010054	2.725126791644284e-108	6.097601710039317e-108	0.005442565352585845	0.7946970603722919	0.8015597292874239
All	K562	CSTF2T-TAF15	3	2252043	23498	1.0434081409635607	714	0.03170454560592316	151	0.006705022950272264	0.7216446059707851	0.0	0.0	-0.06368769501861256	1.537018651249227e-169	3.852441597980896e-169	0.012874044118016754	0.3811687033772575	0.39190584995126476	0.007046528373532989	0.8259526858296313	0.8316489112491461
All	HepG2	HNRNPK-PCBP1	4	2083000	14584	0.700144023043687	4086	0.19615938550168027	553	0.026548247719635144	0.7057587040040517	0.0	0.0	-0.06186885295992648	1.1128176004080834e-94	2.3892848479350028e-94	0.08037829005199112	1.73074571017443e-41	2.929726071715557e-41	0.0023349330449461275	0.887155087151656	0.8902037300628302
All	K562	U2AF1-U2AF2	6	2252043	30532	1.3557467597199522	83323	3.699884948910834	24880	1.1047746424024765	0.7219037325687396	0.0	0.0	-0.049059606595630134	4.5070953112463094e-26	6.783875416927435e-26	-0.006961746359954436	1.9203533655020673e-06	2.2656290211175907e-06	0.00032636234826082205	0.9512942564620832	0.9529259790289135
All	HepG2	RBFOX2-SF3B4	5	2083000	41555	1.9949591934709552	117524	5.642054728756601	10264	0.49275084013442155	0.7064051665171636	0.0	0.0	-0.02766573664915081	7.590212507716181e-43	1.2999073620252933e-42	-0.006560280259465063	3.403066299581978e-09	4.1751905860417545e-09	0.00014421360268447044	0.9724430413905631	0.9724430413905631
