Interaction Term	Same Position	K562 - # Interaction Rows	K562 - Mean PSI (Interaction Rows)	K562 - # Single Binders	K562 - Mean PSI (Single Binders)	K562 - Difference in Mean PSI(Interaction - Single)	K562 - Interaction Beta Coefficient	K562 - Interaction P-value	K562 - Beta (trained on All Data and All Position PPI)	K562 - P-value (trained on All Data and All Position PPI)	HepG2 - # Interaction Rows	HepG2 - Mean PSI (Interaction Rows)	HepG2 - # Single Binders	HepG2 - Mean PSI (Single Binders)	HepG2 - Difference in Mean PSI(Interaction - Single)	HepG2 - Interaction Beta Coefficient	HepG2 - Interaction P-value	HepG2 - Beta (trained on All Data and All Position PPI)	HepG2 - P-value (trained on All Data and All Position PPI)
HNRNPK-6_HNRNPU-3_interaction	False	0.0		11442.0	0.7659365495542738				7.378404528000808e-16	0.4303216828384744									
HNRNPK-6_HNRNPU-4_interaction	False	0.0		11421.0	0.7628921285351545				-3.696352972554131e-15	0.0054707024463404									
HNRNPK-6_HNRNPU-5_interaction	False	2.0	0.9285	11502.0	0.7666221961398018	0.1618778038601982	-0.0378701090906433	0.8790133342538404	0.255318420402268	0.1130890799277251									
HNRNPK-6_HNRNPU-6_interaction	True	0.0		11388.0	0.7650670881629786				-1.0029080695573129e-15	0.4238222585429569									
HNRNPK-6_IGF2BP3-1_interaction	False										235.0	0.7057531914893616	12273.0	0.7211971808033896	-0.015443989314028	-0.0142705887073702	0.5535025766775896	0.1594846629518759	2.3249978421384226e-07
HNRNPK-6_IGF2BP3-2_interaction	False										235.0	0.7057531914893616	17532.0	0.7410581222906685	-0.0353049308013069	-0.0707552880992643	0.0028241356116573	0.1594846629518959	2.324997842130686e-07
HNRNPK-6_IGF2BP3-3_interaction	False										27.0	0.982037037037037	10850.0	0.7761426267281105	0.2058944103089265	0.0149865817917194	0.8270546163471225	0.0841782895563307	0.6128912438093845
HNRNPK-6_IGF2BP3-4_interaction	False										7.0	0.9957857142857144	14456.0	0.8060523312119535	0.1897333830737608	0.0540035316623143	0.6865094265142496	0.0079942142541961	0.9716730251055054
HNRNPK-6_IGF2BP3-5_interaction	False										3.0	0.9963333333333332	11288.0	0.770759124734231	0.2255742085991022	0.0786759363289315	0.7003029398461579	0.1490480396271267	0.6014253216209968
HNRNPK-6_IGF2BP3-6_interaction	True										265.0	0.4277094339622642	16827.0	0.7519476436679147	-0.3242382097056505	-0.3709777154845689	1.489230498166488e-61	-0.0327946213395753	0.6327533332503361
HNRNPK-6_LARP4-1_interaction	False	0.0		12031.0	0.7613840910979968				-1.2972619677495916e-15	0.2717999152057164	224.0	0.7470290178571428	20923.0	0.7132072121588682	0.0338218056982746	0.0190390649035178	0.4307313314117971	0.1616669341096066	0.0142709280962075
HNRNPK-6_LARP4-2_interaction	False	0.0		13977.0	0.7666216999356085				1.928378226604484e-15	0.0717624745189169	151.0	0.947473509933775	40940.0	0.7015810698583292	0.2458924400754457	0.2280751220322943	4.753129892774554e-15	0.2616789110226146	4.006433637689635e-21
HNRNPK-6_LARP4-3_interaction	False	0.0		11931.0	0.7750460564914928				2.013556708391708e-15	0.0735107698270697	0.0		17183.0	0.8047833323633823				5.2369824439441985e-15	0.2868683845033298
HNRNPK-6_LARP4-4_interaction	False	0.0		12116.0	0.7777628755364807				-2.7952977735100464e-15	0.0220392513459575	58.0	0.990206896551724	26965.0	0.8719929538290376	0.1182139427226863	0.0235464679197551	0.61336433661485	-0.2574321686394153	0.0043997971501143
HNRNPK-6_LARP4-5_interaction	False	0.0		12069.0	0.7728353218990803				-4.30226521499529e-15	0.0071756019628689	109.0	0.552454128440367	22184.0	0.7352138703570141	-0.1827597419166471	-0.2135431515020237	4.474316896934899e-10	-0.0114052052658397	0.8408965315052801
HNRNPK-6_LARP4-6_interaction	True	0.0		13854.0	0.764637938501516				-5.588143920781766e-16	0.5647199506818404	165.0	0.7009969696969697	37609.0	0.7184598633305858	-0.017462893633616	-0.042773738246898	0.1251216712531528	0.0620470941569303	0.2570177550313165
HNRNPK-6_PCBP1-1_interaction	False	1464.0	0.6782250683060109	16589.0	0.7435222436554344	-0.0652971753494234	-0.0711750462488625	2.459578363116764e-11	-0.0723753233187326	0.0284323678249549	94.0	0.9480904255319148	11063.0	0.7649593690680648	0.1831310564638499	0.0456105237599778	0.2221696183066628	-0.033065798616402	0.5412999479238982
HNRNPK-6_PCBP1-2_interaction	False	1362.0	0.7188127753303964	25960.0	0.7166823382126349	0.0021304371177615	-0.0137855955403885	0.1869937659405663	-0.0594390092043967	0.0517972225302417	0.0		13402.0	0.7298675197731681				-1.094499668413004e-15	0.7208300183287264
HNRNPK-6_PCBP1-3_interaction	False	619.0	0.7853069466882068	19605.0	0.7429523845957665	0.0423545620924402	0.0247594012127985	0.0963266051159507	0.1693911983662979	0.0002670539179327	241.0	0.9083796680497924	11976.0	0.719871826987308	0.1885078410624845	0.1875053840234039	3.915999709267401e-15	-0.6838221802667492	0.0169324603433148
HNRNPK-6_PCBP1-4_interaction	False	1117.0	0.942927036705461	21375.0	0.7747924210526317	0.1681346156528292	0.1158804082079262	5.73743405816169e-24	-0.1770789711446498	2.6795654215840178e-12	2.0	0.998	12722.0	0.7486580726300897	0.2493419273699103	0.1904476446786104	0.4466853728281301	1.1295773673774905	3.033908888748345e-06
HNRNPK-6_PCBP1-5_interaction	False	1956.0	0.837974437627812	16345.0	0.7456964515142246	0.0922779861135874	0.0688319724260857	8.870750451488358e-13	0.1239354664881143	2.929962866951671e-09	157.0	0.8738375796178344	11233.0	0.722821285498086	0.1510162941197483	0.1533063257968544	1.6541600086303462e-07	-0.3940040090080547	8.921190691309049e-11
HNRNPK-6_PCBP1-6_interaction	True	2184.0	0.7776092032967032	21014.0	0.7205376891596079	0.0570715141370953	0.0482980201024923	5.8202835457385733e-08	-0.1496056807276269	8.328851454138066e-39	340.0	0.8900735294117647	12557.0	0.7247419765867643	0.1653315528250003	0.1494966862784525	1.8622173191474603e-13	0.1420813775188296	0.0007363700098715
HNRNPK-6_QKI-1_interaction	False	0.0		14695.0	0.7455195644777135				1.874966391507259e-15	0.1585405330584733	2.0	0.994	16863.0	0.6999696673189824	0.2940303326810176	0.3013381175397943	0.2285282954013169	0.0773443627736588	0.1557147097302101
HNRNPK-6_QKI-2_interaction	False	0.0		14587.0	0.7203386577089189				5.976039338469091e-15	0.0012690220940008	2.0	0.994	17108.0	0.6891975099368716	0.3048024900631284	0.322127896258029	0.1979944981385014	0.0773443627736553	0.1557147097302256
HNRNPK-6_QKI-3_interaction	False	0.0		20026.0	0.6900538050534306				9.899009496933424e-16	0.5360750732153066	238.0	0.3648550420168067	31398.0	0.5970127237403656	-0.2321576817235589	-0.2161203925585761	2.1063373704445043e-20	-0.620472628866395	7.832538663339731e-17
HNRNPK-6_QKI-4_interaction	False	0.0		18951.0	0.6556486465094191				-4.672898957699121e-16	0.6077977319987291	30.0	0.86535	27427.0	0.5562201297991031	0.3091298702008969	0.3637291973755395	1.832854463329313e-08	0.2267532181291504	0.088168245592056
HNRNPK-6_QKI-5_interaction	False	25.0	0.99124	18898.0	0.7080746639856069	0.283165336014393	0.3248825518957486	3.4047971409464392e-06	0.2150595206498977	0.3368644859795965	60.0	0.8869416666666666	22426.0	0.6600669981271738	0.2268746685394927	0.2447394080680096	9.886579690002985e-08	-0.7329859457823734	0.0001160969241108
HNRNPK-6_QKI-6_interaction	True	0.0		13398.0	0.7669847738468428				-2.616960586013639e-15	0.0105160146552224	45.0	0.9882444444444444	13415.0	0.7130197912784199	0.2752246531660244	0.2836994719598861	9.302524826941652e-08	0.9325193781616408	6.512747994023568e-06
HNRNPK-6_U2AF2-1_interaction	False	31.0	0.9884354838709678	44631.0	0.7184159664806973	0.2700195173902705	0.2423096949796102	0.0001130437115667	0.0572844510546971	0.5159220681911485	274.0	0.9226259124087592	72650.0	0.6959336269786649	0.2266922854300943	0.2080473278443188	1.2084318216643616e-21	-0.2890182477278066	1.2856228460940566e-15
HNRNPK-6_U2AF2-2_interaction	False	306.0	0.5553137254901961	97071.0	0.7118722429973937	-0.1565585175071976	-0.1983966782073561	1.149793734694989e-22	-0.0213109973170881	0.5836689959990815	1157.0	0.7028560933448574	149232.0	0.6809738192880882	0.0218822740567692	-0.00744167594999	0.5070703466903527	-0.1028261156276731	7.197149691056797e-17
HNRNPK-6_U2AF2-3_interaction	False	27.0	0.993148148148148	52506.0	0.7425983601874072	0.2505497879607409	0.2125445048721775	0.0015698366433556	0.2636604837070253	0.0663111876103104	164.0	0.9621128048780492	111048.0	0.6927881861897557	0.2693246186882934	0.248152814149993	6.166461133479602e-19	0.0856453431739872	0.0352979919282587
HNRNPK-6_U2AF2-4_interaction	False	208.0	0.8973389423076923	82416.0	0.7532203455639683	0.1441185967437239	0.1027285259414677	2.6359178767590252e-05	0.1899052994892595	2.1822759579198255e-11	349.0	0.9394541547277936	174733.0	0.6767045749801124	0.2627495797476813	0.2470468020786717	2.477040161793655e-37	0.139991189559099	0.0001376294065775
HNRNPK-6_U2AF2-5_interaction	False	221.0	0.8905656108597285	70316.0	0.6895430911883497	0.2010225196713788	0.1742096147923069	2.1345191137107442e-13	-0.2367655021456077	0.0007047769489597	64.0	0.9896796875	130619.0	0.6460243609275834	0.3436553265724166	0.3262588861699715	1.9081861529461245e-13	0.117145203253183	0.1316589455811097
HNRNPK-6_U2AF2-6_interaction	True	442.0	0.5844739819004525	93827.0	0.7093324629371077	-0.1248584810366552	-0.1673747502140784	5.909583273679058e-23	0.1213798438817777	0.0254630635580797	59.0	0.9886610169491526	145221.0	0.6806296437843011	0.3080313731648515	0.2855508061635541	6.505606834637251e-10	0.1435184014770597	0.0963842430083913
IGF2BP1-1_PTBP1-1_interaction	True	110.0	0.97105	22474.0	0.7383955014683634	0.2326544985316366	0.2630320977220545	6.264776295800781e-15	0.2066800426788706	0.0767348271326255	96.0	0.9646875	14486.0	0.711682900731741	0.2530045992682591	0.2770672403575761	4.19341655011366e-14	-0.861475539776148	6.94493912021438e-13
IGF2BP1-1_PTBP1-2_interaction	False	4.0	0.999125	21309.0	0.7295239570134685	0.2696010429865315	0.3711105055072046	0.0334451557271666	-0.0019252717395211	0.9695744020772696	0.0		12732.0	0.69811027332705				3.4545545221583933e-15	0.5048067245519035
IGF2BP1-1_PTBP1-3_interaction	False	877.0	0.4432371721778791	28840.0	0.6949116678224687	-0.2516744956445895	-0.1941137425496433	1.7405688049443785e-54	-0.0070110516074787	0.9411545429605432	0.0		21591.0	0.6590402019359919				-2.9056372073871484e-15	0.3512204886480445
IGF2BP1-1_PTBP1-4_interaction	False	0.0		25037.0	0.6936244757758518				5.2175421839375885e-15	1.5509953046333966e-05	211.0	0.6709407582938388	17368.0	0.643117140718563	0.0278236175752758	0.1240595493311646	6.579099856675477e-07	0.1149171002102896	0.5015860941672674
IGF2BP1-1_PTBP1-5_interaction	False	8.0	0.99075	25301.0	0.7309216038891744	0.2598283961108256	0.2855507284865615	0.0206778163890275	1.678563105060453	6.269018025764882e-13	0.0		15574.0	0.714839764992937				-6.099618694220031e-15	0.0915598320418586
IGF2BP1-1_PTBP1-6_interaction	False	0.0		22313.0	0.7237159951597724				-4.580104800087668e-15	2.92686604897492e-05	0.0		13533.0	0.6860094583610433				4.7084479148475225e-15	0.3648446626366584
IGF2BP1-2_PTBP1-1_interaction	False	78.0	0.9820512820512824	45685.0	0.7396550508919776	0.2423962311593047	0.2815728883708823	1.5766876560102221e-12	0.0676243330949338	0.4427216365742461	61.0	0.9866475409836064	28508.0	0.7103017223235584	0.2763458186600481	0.3124406766084057	7.856574968793359e-12	0.9944361518677524	5.166414706730191e-61
IGF2BP1-2_PTBP1-2_interaction	True	21.0	0.9975476190476192	44422.0	0.7349406037548961	0.262607015292723	0.381679441939709	5.751270290756081e-07	0.610343772260617	0.0002662911818466	0.0		26684.0	0.7031679658222155				6.161726593772631e-15	0.0111208024378144
IGF2BP1-2_PTBP1-3_interaction	False	457.0	0.5163884026258206	52827.0	0.7095371874230981	-0.1931487847972774	-0.0894393403903703	8.459458476059735e-08	-0.5968341421337062	1.4445112930664126e-38	124.0	0.083883064516129	35295.0	0.6823495679274686	-0.5984665034113396	-0.5284486724570211	3.479789279652711e-61	-0.4975546283906032	1.220039791860916e-16
IGF2BP1-2_PTBP1-4_interaction	False	90.0	0.0907277777777778	48004.0	0.7183975189567536	-0.6276697411789758	-0.4822003405697055	8.653989546363166e-39	-0.618709825227834	1.3007865725750305e-15	232.0	0.6579181034482758	31278.0	0.6721182780228915	-0.0142001745746156	0.1289002806946759	5.312121635684906e-08	-0.1004141864768721	0.3342294696216713
IGF2BP1-2_PTBP1-5_interaction	False	129.0	0.867298449612403	48206.0	0.7347870804464173	0.1325113691659857	0.1756287887602206	1.4977428632510038e-08	-0.7520389306309209	7.138958311979309e-36	186.0	0.1290456989247312	29154.0	0.718937487137271	-0.5898917882125398	-0.5823047153522967	5.31766902176566e-107	-0.2589250243320561	0.3928759316703545
IGF2BP1-2_PTBP1-6_interaction	False	51.0	0.9911568627450982	45358.0	0.7315839873892146	0.2595728753558836	0.376217517089018	1.9061803029224794e-14	0.8718770945467392	0.000519620514177	29.0	0.9958275862068966	27427.0	0.6964305975863202	0.2993969886205764	0.4555252621437586	5.198087270926659e-12	0.215279313898411	0.3161250420364005
IGF2BP1-3_PTBP1-1_interaction	False	3.0	0.9998333333333336	18255.0	0.8487728293618186	0.1510605039715148	0.1276702925542175	0.525916813188349	0.1625909658142894	0.0682244319993207	181.0	0.8946298342541437	11170.0	0.8214051924798569	0.0732246417742867	0.0184981756421972	0.4959351955879989	0.307069159920488	4.347484637287588e-36
IGF2BP1-3_PTBP1-2_interaction	False	22.0	0.9977272727272728	16840.0	0.8433215261282659	0.1544057465990067	0.215304241615386	0.0038904969729226	0.4990459146690649	0.0005133062898807	0.0		9586.0	0.8233500417275192				1.919836750207839e-15	0.1966242843229465
IGF2BP1-3_PTBP1-3_interaction	True	106.0	0.9644764150943396	25949.0	0.7440069752206251	0.2204694398737144	0.2003782978109657	4.2373380302030165e-09	0.8165949965587593	1.0510612871966443e-16	66.0	0.9841439393939396	18313.0	0.7155421558455742	0.2686017835483653	0.177873509116659	4.972163012516674e-05	-0.048766069674179	0.5416295637742992
IGF2BP1-3_PTBP1-4_interaction	False	7.0	0.9995714285714288	20590.0	0.7792276590577951	0.2203437695136335	0.2674360715235771	0.0423907909552744	0.1963476413432233	0.0114951007697237	0.0		14644.0	0.714086929800601				3.125118736528699e-16	0.8428603217371508
IGF2BP1-3_PTBP1-5_interaction	False	0.0		20884.0	0.823640825512354				-2.0030253174088998e-15	0.0530658958485678	0.0		12428.0	0.8156749275828774				-3.195008355401841e-16	0.9310889311448292
IGF2BP1-3_PTBP1-6_interaction	False	0.0		17880.0	0.8299938758389261				-2.3450788693440192e-15	0.0351299906718453	9.0	0.9983333333333332	10369.0	0.797578310348153	0.2007550229851803	0.2493075331121738	0.0347406034258754	-0.1436613267043749	0.0054214231857997
IGF2BP1-4_PTBP1-1_interaction	False	119.0	0.981621848739496	32109.0	0.9047290790744028	0.0768927696650931	0.0819215158942796	0.0113181200225487	0.2754180339121345	0.1220885197794234	12.0	0.9955000000000002	19106.0	0.8690705537527478	0.1264294462472523	0.1038329321881365	0.3095078875203127	0.106834998022054	0.3221684934368251
IGF2BP1-4_PTBP1-2_interaction	False	34.0	0.9423088235294116	30902.0	0.9049440974694196	0.0373647260599921	0.125769477759127	0.03599621903352	-0.2624323225820823	0.0663740985425685	0.0		17184.0	0.8741873545158287				5.327330594337289e-15	0.0025496249475982
IGF2BP1-4_PTBP1-3_interaction	False	246.0	0.9800548780487806	39755.0	0.8253488617783926	0.1547060162703879	0.1856954790101814	1.47531315944777e-16	0.1760757653582446	0.0198693057375005	115.0	0.9758869565217394	25813.0	0.7801719482431334	0.195715008278606	0.1634428778313758	8.752728485392116e-07	0.2234691084836989	2.8563914075266797e-12
IGF2BP1-4_PTBP1-4_interaction	True	4.0	0.999375	34682.0	0.8602018770543798	0.1391731229456202	0.2322128174668579	0.1818862069315978	0.0337566755289269	0.666288325732268	12.0	0.9995416666666668	22218.0	0.7904627779278063	0.2090788887388603	0.2542784326605845	0.0127270675392613	-0.0198444342098624	0.7663254612489414
IGF2BP1-4_PTBP1-5_interaction	False	154.0	0.9921168831168832	34662.0	0.8850778374011887	0.1070390457156944	0.1020763729927383	0.0003253888858282	-0.3212492828816207	9.392247624621922e-08	61.0	0.989762295081967	19904.0	0.8614278034565916	0.1283344916253753	0.0930802051343698	0.0411853026711075	-0.3070757785151475	0.0002977301842697
IGF2BP1-4_PTBP1-6_interaction	False	51.0	0.9911568627450982	31864.0	0.8951298487321115	0.0960270140129866	0.1745138078924269	0.0003713860032221	0.8718770945467434	0.000519620514177	75.0	0.9906666666666666	17835.0	0.8561178301093356	0.1345488365573309	0.243542441786923	3.8956731213385076e-09	0.2512802288176388	0.0505994965215923
IGF2BP1-5_PTBP1-1_interaction	False	75.0	0.98134	22527.0	0.7285641230523373	0.2527758769476628	0.2845401809906979	2.6131888505990765e-12	-0.0949666327193643	0.4062456119138748	0.0		15257.0	0.7006924034869241				-9.055881180919184e-15	3.4837888795152662e-06
IGF2BP1-5_PTBP1-2_interaction	False	7.0	0.9984285714285714	21286.0	0.718344193366532	0.2800843780620394	0.3842869277819369	0.0035943032237781	-0.0188798806174263	0.8995563882237345	0.0		13311.0	0.6824540229885058				-3.3655579631154856e-15	0.0228767349626922
IGF2BP1-5_PTBP1-3_interaction	False	14.0	0.99975	30549.0	0.6724256440472683	0.3273243559527315	0.4026760537827143	1.5781238649720073e-05	-0.3745989518568473	0.0008740464623679	435.0	0.2255965517241379	21300.0	0.6680222300469484	-0.4424256783228104	-0.4084796063296156	1.2628880743657857e-118	0.3286163677247653	5.5169793670158713e-14
IGF2BP1-5_PTBP1-4_interaction	False	75.0	0.2281666666666666	24870.0	0.6869032770406113	-0.4587366103739446	-0.3398639678454437	5.2477992494375553e-17	-0.1626844493432076	0.191561017431185	12.0	0.9995416666666668	18345.0	0.6336665031343691	0.3658751635322975	0.4723678125296644	3.824322246532097e-06	-0.0198444342098548	0.7663254612490257
IGF2BP1-5_PTBP1-5_interaction	True	118.0	0.8552161016949152	25064.0	0.7204876316629427	0.1347284700319725	0.1667390953864088	2.813635560311526e-07	0.2949582371616552	0.0033144641479113	25.0	0.987	16103.0	0.7004514686704341	0.2865485313295659	0.3063634767705068	1.6019521504304134e-05	0.4351354263136165	2.14859845825952e-11
IGF2BP1-5_PTBP1-6_interaction	False	0.0		22296.0	0.7131103561176894				-4.045729476615888e-16	0.760232019675944	0.0		14112.0	0.6717383432539681				-8.294228109369748e-15	0.0346674436299764
IGF2BP1-6_PTBP1-1_interaction	False	8.0	0.9918125	42967.0	0.7298760909535225	0.2619364090464775	0.2982224524075088	0.0156915003431719	-0.1461657367464237	0.0340455757374977	88.0	0.9715965909090908	27440.0	0.728191472303207	0.2434051186058837	0.2768563153625513	4.027825488943973e-13	-0.0393327450930889	0.2811689116452581
IGF2BP1-6_PTBP1-2_interaction	False	86.0	0.9943197674418603	41434.0	0.7228488560119709	0.2714709114298895	0.3977874361616257	1.6160261580523655e-25	0.2867203432716108	0.1019753011009494	0.0		25670.0	0.7224875925204519				-3.0656479646818425e-15	0.0201741918486104
IGF2BP1-6_PTBP1-3_interaction	False	310.0	0.3263677419354838	50263.0	0.700007281698267	-0.3736395397627831	-0.2726358452263405	8.176540782015015e-42	0.1315534930444371	0.0092186637971243	211.0	0.1711516587677725	34107.0	0.6982445685636379	-0.5270929097958654	-0.4679367371581349	4.1895046889684656e-80	-0.166744030688144	3.258475579540615e-07
IGF2BP1-6_PTBP1-4_interaction	False	161.0	0.2672422360248447	45004.0	0.7076781508310372	-0.4404359148061925	-0.2952102468857229	2.871693163836375e-26	0.4043982857323281	2.5736644470647203e-05	100.0	0.26507	30528.0	0.6897830843815513	-0.4247130843815513	-0.2956337014488986	1.1623082537925234e-16	-0.195852861569301	5.3170048800382126e-08
IGF2BP1-6_PTBP1-5_interaction	False	142.0	0.8798098591549295	45322.0	0.7243095406204492	0.1555003185344803	0.2004409905781515	1.2749415196224382e-11	-0.0462271349199224	0.6386692032786894	444.0	0.5719256756756758	27624.0	0.7342514118158123	-0.1623257361401365	-0.1501864376998651	2.0420070401970108e-17	-0.1610072249184924	2.0947320905317182e-24
IGF2BP1-6_PTBP1-6_interaction	True	0.0		42602.0	0.72100836815173				7.464187280318456e-16	0.2378173148743405	27.0	0.995537037037037	26417.0	0.7149912367036378	0.2805458003333991	0.4324755073894686	2.5601606032567485e-10	0.1858345884532284	0.4711678525362783
IGF2BP2-1_PCBP1-1_interaction	True	1084.0	0.8028095018450183	19167.0	0.6861284238534981	0.1166810779915201	0.1575320857829635	1.4937141989612749e-40	0.227220333345385	9.5546257501754e-20									
IGF2BP2-1_PCBP1-2_interaction	False	1131.0	0.8125305039787798	28240.0	0.6833058250708215	0.1292246789079583	0.1649453386705803	3.58443057866068e-49	-0.0003229541004861	0.9879994855876232									
IGF2BP2-1_PCBP1-3_interaction	False	163.0	0.9940613496932516	22335.0	0.7067431609581375	0.287318188735114	0.2987075166404448	4.668610781886003e-27	0.0694819386446199	0.1068655485164258									
IGF2BP2-1_PCBP1-4_interaction	False	312.0	0.9920625	24803.0	0.7507164859089627	0.2413460140910374	0.2067208047161524	1.698443063847131e-24	-0.1036554466106896	0.0055955297755881									
IGF2BP2-1_PCBP1-5_interaction	False	410.0	0.7530987804878048	21255.0	0.72549538932016	0.0276033911676447	0.0106930514529187	0.5504412310392487	-0.062027825007257	0.143248435805684									
IGF2BP2-1_PCBP1-6_interaction	False	445.0	0.9085044943820224	26310.0	0.6955829722538959	0.2129215221281266	0.2385707664113945	2.6749293204153617e-44	-0.1063144833395957	0.0001100400788654									
IGF2BP2-1_PTBP1-1_interaction	True	0.0		18265.0	0.6960978921434438				-4.084756216745141e-17	0.9537714395822656									
IGF2BP2-1_PTBP1-2_interaction	False	4.0	0.999125	16880.0	0.6783958827014218	0.3207291172985782	0.427146660995521	0.0143796595545983	-0.0019252717395179	0.9695744020773196									
IGF2BP2-1_PTBP1-3_interaction	False	174.0	0.9743362068965516	25817.0	0.6346793972963553	0.3396568096001964	0.4281933334087519	1.5922801131653747e-57	0.2945984067689786	0.0024465132815216									
IGF2BP2-1_PTBP1-4_interaction	False	0.0		20608.0	0.644030109666149				1.507863545944626e-15	0.303087936169061									
IGF2BP2-1_PTBP1-5_interaction	False	58.0	0.991	20772.0	0.6884190256114	0.3025809743886001	0.3450950326978161	6.902695882872418e-14	0.7179782865798714	1.7450025593387694e-06									
IGF2BP2-1_PTBP1-6_interaction	False	50.0	0.99104	17784.0	0.6722372638326586	0.3188027361673415	0.4226218507152074	1.795621059055457e-17	-0.9605848184806076	5.204886327458402e-05									
IGF2BP2-1_RBFOX2-1_interaction	True	2.0	0.99975	23715.0	0.7135794433902594	0.2861705566097406	0.2909351109095121	0.2382733616349077	0.5907052254720649	1.0222809840335266e-05									
IGF2BP2-1_RBFOX2-2_interaction	False	8.0	0.9955625	29371.0	0.7021815736610943	0.2933809263389056	0.3123114954582612	0.0113740835029901	0.249728319916109	0.1060000739531697									
IGF2BP2-1_RBFOX2-3_interaction	False	18.0	0.9935833333333332	37680.0	0.7046770966029724	0.2889062367303608	0.3064410071137244	0.0001966679819054	-0.1010161062161134	0.1861998712867255									
IGF2BP2-1_RBFOX2-4_interaction	False	51.0	0.9737450980392156	32067.0	0.6868679951351857	0.2868771029040299	0.3168861330337001	1.001538187789366e-10	0.2176766534298248	0.0003477571791013									
IGF2BP2-1_RBFOX2-5_interaction	False	88.0	0.9211420454545454	34524.0	0.7065120785540493	0.214629966900496	0.2312419726771316	6.199630620293825e-10	0.3060718268977997	1.4733154488354372e-11									
IGF2BP2-1_RBFOX2-6_interaction	False	0.0		21255.0	0.7367031757233592				1.589592038334004e-15	0.031945261643418									
IGF2BP2-2_PCBP1-1_interaction	False	1533.0	0.7375645792563601	40197.0	0.7164981341891186	0.0210664450672415	0.0559820351308322	2.747124822827561e-08	-0.1677403740532319	3.1458743687316075e-20									
IGF2BP2-2_PCBP1-2_interaction	True	3643.0	0.763319516881691	45144.0	0.7031696017189437	0.0601499151627472	0.1002744719778295	3.1512345436528238e-49	0.0831999893834716	2.1306140200552926e-16									
IGF2BP2-2_PCBP1-3_interaction	False	787.0	0.9621683608640408	43015.0	0.7152308148320353	0.2469375460320053	0.2640717127236459	4.7722070560189825e-90	-0.0777380892566864	0.0022935014814406									
IGF2BP2-2_PCBP1-4_interaction	False	1392.0	0.921917025862069	44571.0	0.7368779026721411	0.1850391231899278	0.1252950403822077	2.9697415896835264e-35	0.2732445035513343	1.1262610358601843e-38									
IGF2BP2-2_PCBP1-5_interaction	False	627.0	0.8223365231259968	42749.0	0.7293192706262135	0.0930172524997833	0.0634989335500683	1.3185266274567567e-05	0.2732962872164167	1.058907324465006e-19									
IGF2BP2-2_PCBP1-6_interaction	False	1525.0	0.8950026229508196	46078.0	0.7064224358696124	0.1885801870812071	0.2208745945117584	7.779484032059179e-116	-0.0433960272086832	0.0096223825915351									
IGF2BP2-2_PTBP1-1_interaction	False	8.0	0.9918125	40177.0	0.7185527291734076	0.2732597708265923	0.3108375740296487	0.0117973230797072	-0.146165736746429	0.0340455757374925									
IGF2BP2-2_PTBP1-2_interaction	True	238.0	0.3252794117647058	38340.0	0.7166253651538863	-0.3913459533891805	-0.290005954708571	3.9929208791914204e-35	-0.7763555897969182	1.265034224242966e-21									
IGF2BP2-2_PTBP1-3_interaction	False	196.0	0.1796989795918367	47701.0	0.6881423659881345	-0.5084433863962977	-0.4063470022662445	1.16875568681429e-58	0.1454639991805498	0.0054769342818867									
IGF2BP2-2_PTBP1-4_interaction	False	13.0	0.3076153846153846	42510.0	0.6924278640319924	-0.3848124794166078	-0.2347195149317959	0.015324721918259	0.1493556647182969	0.261104517685024									
IGF2BP2-2_PTBP1-5_interaction	False	17.0	0.9956176470588236	42782.0	0.7141292833434623	0.2814883637153612	0.3251789831885637	0.0001237668309914	-0.4721096859051075	0.0243915594291284									
IGF2BP2-2_PTBP1-6_interaction	False	0.0		39812.0	0.7089597483170903				1.0925791618440054e-15	0.262141223367143									
IGF2BP2-2_RBFOX2-1_interaction	False	40.0	0.9758125000000002	45567.0	0.7246341541027498	0.2511783458972504	0.2464812213726525	8.278322701799975e-06	-0.0797291080621022	0.274739626294731									
IGF2BP2-2_RBFOX2-2_interaction	True	33.0	0.4237121212121211	51249.0	0.7177246970672597	-0.2940125758551385	-0.282377580444145	3.4279663115932597e-06	-0.5120685916975863	1.838299666826721e-12									
IGF2BP2-2_RBFOX2-3_interaction	False	320.0	0.5273093750000001	59004.0	0.7189590197274763	-0.1916496447274762	-0.1863076875244239	3.4407797092951585e-21	0.2592725172068833	1.4742424573532603e-26									
IGF2BP2-2_RBFOX2-4_interaction	False	21.0	0.9977619047619048	54055.0	0.7076893164369623	0.2900725883249424	0.3179118716052312	3.0042933211023236e-05	0.0822556432120757	0.3089496006736099									
IGF2BP2-2_RBFOX2-5_interaction	False	357.0	0.8588865546218487	55914.0	0.7173772758164323	0.1415092788054164	0.1488981040632349	1.758539494068453e-15	0.1871892533709134	1.9393888492459128e-17									
IGF2BP2-2_RBFOX2-6_interaction	False	64.0	0.9802890625	43055.0	0.7363623969341541	0.2439266655658459	0.1864517892567327	2.086213369633176e-05	0.2625663268285846	0.0103666395294381									
IGF2BP2-3_PCBP1-1_interaction	False	116.0	0.9930818965517242	19390.0	0.8231680247550284	0.1699138717966958	0.107555780926785	0.0010256860268806	-0.0896655073103045	0.0500399581041721									
