Interaction Term	Same Position	K562 - # Interaction Rows	K562 - Mean PSI (Interaction Rows)	K562 - # Single Binders	K562 - Mean PSI (Single Binders)	K562 - Difference in Mean PSI(Interaction - Single)	K562 - Interaction Beta Coefficient	K562 - Interaction P-value	K562 - Beta (trained on All Data and All Position PPI)	K562 - P-value (trained on All Data and All Position PPI)	HepG2 - # Interaction Rows	HepG2 - Mean PSI (Interaction Rows)	HepG2 - # Single Binders	HepG2 - Mean PSI (Single Binders)	HepG2 - Difference in Mean PSI(Interaction - Single)	HepG2 - Interaction Beta Coefficient	HepG2 - Interaction P-value	HepG2 - Beta (trained on All Data and All Position PPI)	HepG2 - P-value (trained on All Data and All Position PPI)
EWSR1-1_RBM15-6_interaction	False	213.0	0.3033427230046948	75932.0	0.7069244192171944	-0.4035816962124995	-0.3822181464360714	2.1007215978679942e-55	0.053064378717213	0.3664679340984345									
EWSR1-2_HNRNPK-1_interaction	False	291.0	0.9166649484536082	22010.0	0.6803390958655157	0.2363258525880925	0.2764415236540168	1.2258600291450279e-39	1.2044788674141158	1.8026400280367767e-41									
EWSR1-2_HNRNPK-2_interaction	True	230.0	0.9417478260869564	24188.0	0.6890043203241277	0.2527435057628288	0.2873585027520102	1.4528308461497243e-34	-0.8282198908122056	1.4899481234749769e-15									
EWSR1-2_HNRNPK-3_interaction	False	8.0	0.9955625	35499.0	0.6621948646440745	0.3333676353559255	0.387815630822233	0.0016684501840457	0.2497283199161098	0.1060000739531731									
EWSR1-2_HNRNPK-4_interaction	False	0.0		30555.0	0.647150891834397				4.414690022066913e-15	0.199303246765209									
EWSR1-2_HNRNPK-5_interaction	False	36.0	0.9950694444444445	29122.0	0.7216953162557517	0.2733741281886926	0.2894999875701802	6.794383675163606e-07	0.0085444246656747	0.9088240359463906									
EWSR1-2_HNRNPK-6_interaction	False	55.0	0.9820363636363636	22922.0	0.7171182052176949	0.2649181584186687	0.2677819823000133	1.4577061176302113e-08	0.766236933552038	0.003205218216719									
EWSR1-2_NONO-1_interaction	False	1518.0	0.5632753623188407	16780.0	0.6814955601907032	-0.1182201978718625	-0.0743415972610241	1.522631715205785e-12	-0.3436278111424429	5.365461801362135e-64									
EWSR1-2_NONO-2_interaction	True	5248.0	0.5543412728658537	17246.0	0.6638724051954077	-0.109531132329554	-0.0950945373332372	1.06253982669141e-38	-0.0273268250793402	0.0108342372421616									
EWSR1-2_NONO-3_interaction	False	2833.0	0.5336161313095659	21593.0	0.6651996017227806	-0.1315834704132147	-0.0912534075259375	3.717944654693364e-29	-0.1014855074882038	3.7877392947235705e-06									
EWSR1-2_NONO-4_interaction	False	2112.0	0.4947310606060605	20181.0	0.6006148605123631	-0.1058837999063025	0.004089011685285	0.6509379447698835	0.1104154032701709	1.8646551178909586e-05									
EWSR1-2_NONO-5_interaction	False	811.0	0.9132305795314428	28006.0	0.6435220131400414	0.2697085663914014	0.3439423399838875	7.229168153756941e-155	0.0477984748781647	0.2713060424372025									
EWSR1-2_NONO-6_interaction	False	145.0	0.943489655172414	21557.0	0.6519486013823816	0.2915410537900322	0.3637175035863939	2.91079412421935e-35	0.6110446190761853	4.3965591919770703e-20									
EWSR1-2_RBM15-1_interaction	False	268.0	0.5552891791044777	42734.0	0.6614996723920064	-0.1062104932875286	-0.0544714068994192	0.0118389375453993	-0.0609340853284811	0.0125712178039039									
EWSR1-2_RBM15-2_interaction	True	798.0	0.4939949874686716	98432.0	0.7023596645399869	-0.2083646770713152	-0.1743618895568354	6.055073728388898e-42	-0.131002213854681	5.7081543869237855e-16									
EWSR1-2_RBM15-3_interaction	False	178.0	0.5959691011235956	36959.0	0.7626079304093727	-0.1666388292857771	-0.1601466742857401	1.3671741518098683e-09	0.1247241956943134	0.0032294234967296									
EWSR1-2_RBM15-4_interaction	False	505.0	0.9150534653465346	55037.0	0.811406017769864	0.1036474475766706	0.1226044805572215	1.4332547389654742e-14	-0.0855134947343467	5.0204859119531965e-06									
EWSR1-2_RBM15-5_interaction	False	213.0	0.7191009389671362	55010.0	0.7197401381566987	-0.0006391991895624	0.0359560668327006	0.1370175537288346	-0.4349213683029048	3.008418371318322e-14									
EWSR1-2_RBM15-6_interaction	False	377.0	0.5814389920424403	81318.0	0.7026522356673799	-0.1212132436249395	-0.0796201987558493	1.3727829647000638e-05	0.2960419182492634	5.158655500622583e-18									
EWSR1-3_HNRNPK-1_interaction	False	518.0	0.7180559845559845	25605.0	0.6561793790275338	0.0618766055284507	0.1136783944550416	1.0363083558975101e-12	-0.8351936048772161	1.33778484858783e-32									
EWSR1-3_HNRNPK-2_interaction	False	199.0	0.9295527638190956	28299.0	0.6631504646807307	0.2664022991383648	0.3169709952930296	1.2219050402448499e-36	0.8823399427774169	1.320024827659468e-07									
EWSR1-3_HNRNPK-3_interaction	True	6.0	0.7360000000000001	39552.0	0.6460348149271845	0.0899651850728155	0.1721075430450863	0.2267858059325878	0.1311267730239017	0.0776562097127489									
EWSR1-3_HNRNPK-4_interaction	False	5.0	0.9784	34594.0	0.6302112505058681	0.3481887494941319	0.4406034380751993	0.0047275284568329	0.2001070655983453	0.3594973673783876									
EWSR1-3_HNRNPK-5_interaction	False	162.0	0.9821604938271604	32919.0	0.692859822594854	0.2893006712323064	0.3250375530693061	7.269582170435233e-32	0.3237884508272473	0.0201837251023197									
EWSR1-3_HNRNPK-6_interaction	False	8.0	0.9891875	27065.0	0.686037206724552	0.303150293275448	0.3168740913433617	0.0102139041149532	0.0760047248294679	0.5158377422813416									
EWSR1-3_NONO-1_interaction	False	979.0	0.5972957099080695	21907.0	0.6396910120052951	-0.0423953020972256	0.0307746296284062	0.0118216971834273	-0.175025261166837	2.411609756426088e-15									
EWSR1-3_NONO-2_interaction	False	1820.0	0.5282508241758243	28151.0	0.6174662711804199	-0.0892154470045956	0.015070279096816	0.1002869161678113	0.2112818986202884	2.6674379214412675e-30									
EWSR1-3_NONO-3_interaction	True	6344.0	0.5998928121059268	18620.0	0.6344414876476907	-0.0345486755417638	0.0531833199368379	2.8199343747121013e-15	-0.0557362712834226	1.2158238643643163e-06									
EWSR1-3_NONO-4_interaction	False	3644.0	0.5517074643249177	21166.0	0.5776965416233582	-0.0259890772984404	0.1429527587312412	2.6926463606571618e-80	0.1214958960435875	1.1991878325531674e-13									
EWSR1-3_NONO-5_interaction	False	2868.0	0.7321741631799163	27941.0	0.6206507641100891	0.1115233990698272	0.215337063584692	3.497972567242488e-170	0.0032752218006682	0.918114387666547									
EWSR1-3_NONO-6_interaction	False	990.0	0.6817813131313132	23916.0	0.6278373264759993	0.0539439866553138	0.1466817263163647	2.7823777058092063e-34	-0.2017282762909071	2.180745808262688e-06									
EWSR1-3_RBM15-1_interaction	False	420.0	0.6349642857142858	46479.0	0.6469676305428258	-0.01200334482854	0.0728496103387529	2.709470227127664e-05	0.4336562396616513	1.1794695937901209e-07									
EWSR1-3_RBM15-2_interaction	False	685.0	0.7282547445255474	102707.0	0.690926519127226	0.0373282253983213	0.1239079147598024	1.3129481768711331e-19	0.0230376067282365	0.7240814551814667									
EWSR1-3_RBM15-3_interaction	True	566.0	0.7355803886925796	40232.0	0.7357906890037782	-0.0002103003111986	0.0287410408051218	0.0568086515221734	-0.0002008259950232	0.992235856114514									
EWSR1-3_RBM15-4_interaction	False	334.0	0.9725164670658684	59428.0	0.7903603099549036	0.1821561571109646	0.2208533678340518	3.2193854576133075e-30	0.2612669674731691	2.188618026047333e-19									
EWSR1-3_RBM15-5_interaction	False	546.0	0.7331163003663004	58393.0	0.7044730618396042	0.0286432385266961	0.0970708779926792	2.1446236698776117e-10	0.2350478730265247	5.751486699955806e-07									
EWSR1-3_RBM15-6_interaction	False	992.0	0.6284632056451613	84137.0	0.693718875167881	-0.0652556695227196	0.014102213192482	0.2208357705126409	0.187379567815222	1.6759569298227147e-20									
EWSR1-4_HNRNPK-1_interaction	False	284.0	0.9263538732394366	21676.0	0.6562911515039676	0.2700627217354691	0.334135665786151	8.326029168329023e-56	0.7125354674468055	2.5714225202791844e-18									
EWSR1-4_HNRNPK-2_interaction	False	99.0	0.974939393939394	24102.0	0.6700678781843831	0.3048715157550109	0.362496514414986	1.0980721554465084e-24	0.4255568998445673	0.0688375147161355									
EWSR1-4_HNRNPK-3_interaction	False	478.0	0.6156673640167364	34211.0	0.6482938236239807	-0.0326264596072443	0.0526441342051362	0.0013807309645609	-0.6749949437362898	1.0369204238457757e-12									
EWSR1-4_HNRNPK-4_interaction	True	238.0	0.2509453781512605	29731.0	0.6356469341764489	-0.3847015560251884	-0.2977545352219303	2.229911730958495e-38	0.0002705966134817	0.9974157489586504									
EWSR1-4_HNRNPK-5_interaction	False	113.0	0.9278141592920356	28620.0	0.7031217155835081	0.2246924437085273	0.2713336215029241	2.353353818122539e-16	0.6926489936729445	1.8040735168623583e-05									
EWSR1-4_HNRNPK-6_interaction	False	178.0	0.1385814606741573	22328.0	0.7049733966320315	-0.5663919359578742	-0.5495942669904696	3.615060635123016e-95	0.2541736024772764	0.0479253161424039									
EWSR1-4_NONO-1_interaction	False	1254.0	0.6113337320574163	16960.0	0.6401266509433963	-0.02879291888598	0.0474626686951532	2.4864082250286847e-05	-0.0980674973165766	1.870872822178231e-08									
EWSR1-4_NONO-2_interaction	False	1754.0	0.3671009122006841	23886.0	0.6373563175081637	-0.2702554053074795	-0.1977954131480652	5.595040773574929e-96	-0.3060217420708928	1.32733975176919e-25									
EWSR1-4_NONO-3_interaction	False	4298.0	0.5568013029315961	18315.0	0.6467394758394759	-0.0899381729078797	-0.0234039819436651	0.0018410890203057	0.1385389614100259	1.0103264386360641e-18									
EWSR1-4_NONO-4_interaction	True	3939.0	0.5352343234323432	16179.0	0.5710087150009272	-0.0357743915685839	0.0982767581045086	3.119394156079313e-36	-0.1426558909231025	7.25344698266186e-27									
EWSR1-4_NONO-5_interaction	False	2253.0	0.6880796715490457	24774.0	0.6316066844272221	0.0564729871218235	0.1555518967555036	6.016673804244729e-72	-0.0010802475281955	0.9625756886793304									
EWSR1-4_NONO-6_interaction	False	946.0	0.6356194503171247	19607.0	0.6308588514306115	0.0047605988865132	0.0951065539079849	1.6334386279417938e-14	0.0248908074872156	0.4576033238004908									
EWSR1-4_RBM15-1_interaction	False	39.0	0.2356666666666667	42844.0	0.648677842871814	-0.4130111762051472	-0.3259168154256224	5.756370654549137e-09	0.0125623267467938	0.9445557365877606									
EWSR1-4_RBM15-2_interaction	False	54.0	0.4215462962962962	99572.0	0.6941884164222873	-0.2726421201259911	-0.1864195991512474	8.948131431887771e-05	-0.2899726542560756	0.0150663580334166									
EWSR1-4_RBM15-3_interaction	False	30.0	0.00785	36907.0	0.7489390630503697	-0.7410890630503697	-0.7018032364061023	3.6580623734282764e-28	-0.3650032948472062	0.1230487736991796									
EWSR1-4_RBM15-4_interaction	True	18.0	0.9864444444444443	55663.0	0.8046677056572588	0.1817767387871857	0.2292654492073118	0.0052708269311355	-0.1410562504696347	0.1773951100855638									
EWSR1-4_RBM15-5_interaction	False	231.0	0.8061168831168831	54626.0	0.7097534049719915	0.0963634781448916	0.1727378261103916	1.079408696399375e-13	-0.4130146238306133	3.7523651206997275e-17									
EWSR1-4_RBM15-6_interaction	False	526.0	0.4924496197718631	80672.0	0.6979224018246727	-0.2054727820528095	-0.1266538055725776	5.367890938985106e-16	-0.0686222147790865	0.0529108742358203									
EWSR1-5_HNRNPK-1_interaction	False	557.0	0.6941077199281867	20778.0	0.7049324044662625	-0.0108246845380758	0.0053824061895187	0.7293104426104164	-0.3990237639815383	3.1388409999585753e-43									
EWSR1-5_HNRNPK-2_interaction	False	85.0	0.9734235294117646	23778.0	0.7084665447051898	0.2649569847065748	0.2780424469090323	2.958929184539404e-13	-0.2994541207625757	0.0161861232558925									
EWSR1-5_HNRNPK-3_interaction	False	466.0	0.8017178111587983	33883.0	0.6696143346220818	0.1321034765367165	0.1654781011692525	3.179928675595321e-23	0.5274695019418569	5.812796301148756e-10									
EWSR1-5_HNRNPK-4_interaction	False	139.0	0.5426043165467626	29577.0	0.6604933056090883	-0.1178889890623257	-0.0775457687371603	0.0094476987655596	-0.710210149521887	3.529790790815657e-14									
EWSR1-5_HNRNPK-5_interaction	True	243.0	0.9538930041152264	28008.0	0.7332841688089118	0.2206088353063146	0.2200027452379574	4.650480745202779e-22	-0.6663249054790324	1.5277046338131347e-05									
EWSR1-5_HNRNPK-6_interaction	False	19.0	0.9156052631578948	22294.0	0.7366813268143895	0.1789239363435054	0.1642120386560953	0.0405051292105046	0.429499700239814	0.0183242823163147									
EWSR1-5_NONO-1_interaction	False	676.0	0.8582721893491124	17764.0	0.6697688865120469	0.1885033028370655	0.2504715461958711	1.5676780707024035e-67	0.4609369390876206	1.850773579266647e-65									
EWSR1-5_NONO-2_interaction	False	405.0	0.861262962962963	26232.0	0.6283335430009148	0.2329294199620482	0.3024969271066389	2.941552341213161e-64	-0.1838645975051188	6.009642102314164e-07									
EWSR1-5_NONO-3_interaction	False	1504.0	0.7593297872340427	23551.0	0.6375788289244617	0.1217509583095809	0.1854993669222172	4.620129986381564e-75	0.3102586680735049	3.5129279718671276e-33									
EWSR1-5_NONO-4_interaction	False	2199.0	0.6445327421555251	19307.0	0.5846924172579893	0.0598403248975358	0.1734798340363402	3.660007742440616e-83	-0.3781407243864769	2.676114930484626e-66									
EWSR1-5_NONO-5_interaction	True	5072.0	0.6460771884858045	18784.0	0.6847577459540034	-0.0386805574681988	-0.0435739110803156	3.21413554452332e-09	-0.1113925418511887	1.5068848672563714e-20									
EWSR1-5_NONO-6_interaction	False	1991.0	0.6949279256654948	17165.0	0.6683963879988348	0.0265315376666599	0.0833572843879769	1.2679880280283506e-18	0.2131673103980771	7.265825555406556e-26									
EWSR1-5_RBM15-1_interaction	False	279.0	0.5439032258064516	42012.0	0.6706470294201657	-0.1267438036137141	-0.1027447557861565	1.3198821236859191e-06	0.0872178456343286	0.2153651782990303									
EWSR1-5_RBM15-2_interaction	False	582.0	0.5759140893470791	98164.0	0.7045890295831465	-0.1286749402360674	-0.1208256972265447	5.269647533991417e-16	-0.1466521733908038	0.0060140596159683									
EWSR1-5_RBM15-3_interaction	False	272.0	0.7322205882352942	36071.0	0.7737967480801753	-0.041576159844881	-0.0566012120470076	0.0085490511543134	0.1567185194278466	1.0503378450079376e-05									
EWSR1-5_RBM15-4_interaction	False	287.0	0.9796759581881536	54773.0	0.8203272050097675	0.1593487531783859	0.1484201317249538	1.247784441728756e-12	-0.1365336540174918	7.642744351825081e-06									
EWSR1-5_RBM15-5_interaction	True	256.0	0.5037773437499999	54224.0	0.7294531388315136	-0.2256757950815137	-0.2216508163636839	1.2704477897152097e-23	0.3155066031167438	7.161091585380974e-13									
EWSR1-5_RBM15-6_interaction	False	378.0	0.505292328042328	80616.0	0.7083858973404783	-0.2030935692981502	-0.1956133126603348	1.2026634412412442e-26	-0.176665505211761	1.9145211132307183e-10									
EWSR1-6_HNRNPK-1_interaction	False	43.0	0.5875	15326.0	0.7058291791726479	-0.1183291791726478	-0.1094947794434555	0.0409131017813945	-0.0982230403169441	0.1585951509644441									
EWSR1-6_HNRNPK-2_interaction	False	165.0	0.9155666666666666	17138.0	0.7093595518730307	0.2062071147936359	0.2190026228381693	3.680032067262307e-15	0.3300745497832557	6.557985782954129e-14									
EWSR1-6_HNRNPK-3_interaction	False	133.0	0.9540375939849624	28069.0	0.66371124728348	0.2903263467014825	0.3120458754137118	3.8323281557356365e-24	-0.1663893196027073	0.0079866752237801									
EWSR1-6_HNRNPK-4_interaction	False	19.0	0.9218684210526318	23337.0	0.6469968290697177	0.2748715919829141	0.298002091432566	0.0002031846916368	0.307428771054294	0.0426130907063486									
EWSR1-6_HNRNPK-5_interaction	False	20.0	0.92385	21974.0	0.7468918949667789	0.1769581050332211	0.1750061139169008	0.0252579479364947	0.0029506858253749	0.973205427942589									
EWSR1-6_HNRNPK-6_interaction	True	20.0	0.92385	15812.0	0.7506421705034152	0.1732078294965848	0.1653783597998999	0.0345408697146449	0.0029506858253834	0.973205427942512									
EWSR1-6_NONO-1_interaction	False	275.0	0.91572	12086.0	0.6621093827569088	0.2536106172430913	0.2939345461222903	1.749988970566598e-40	0.2406850284689624	1.6632759787164748e-10									
EWSR1-6_NONO-2_interaction	False	268.0	0.9231660447761194	20026.0	0.6058620293618296	0.3173040154142897	0.3626886431875287	2.6143093077743593e-60	0.2320934734601177	4.499567827318401e-05									
EWSR1-6_NONO-3_interaction	False	853.0	0.8601705744431418	18373.0	0.6139429325640886	0.2462276418790532	0.3032950441989409	1.931255710448632e-110	-0.0320281221842855	0.3528049366058615									
EWSR1-6_NONO-4_interaction	False	962.0	0.6536398128898129	15301.0	0.5433272335141495	0.1103125793756634	0.1562883079029562	6.913512625169197e-33	0.1430672922239696	2.8973881668958964e-08									
EWSR1-6_NONO-5_interaction	False	1810.0	0.5834215469613261	18828.0	0.6772919056724028	-0.0938703587110767	-0.1567839573158536	3.069995198907593e-46	-0.2508887499121114	2.3284051721980084e-25									
EWSR1-6_NONO-6_interaction	True	1856.0	0.7175676185344827	10955.0	0.641201049748973	0.0763665687855097	0.1065939594224017	2.9156642680177838e-21	0.1920427407389917	8.431381427008644e-20									
EWSR1-6_RBM15-1_interaction	False	17.0	0.9771764705882352	36056.0	0.6626702490570224	0.3145062215312127	0.329320261758026	0.0001023154285695	0.2399892419247098	0.0251621890219116									
EWSR1-6_RBM15-2_interaction	False	289.0	0.5843910034602077	92270.0	0.7038647989595751	-0.1194737954993674	-0.1212266451513304	1.165179163483666e-08	0.1479019401737804	0.0078763675707757									
EWSR1-6_RBM15-3_interaction	False	16.0	0.9983125	30103.0	0.7881522107431153	0.2101602892568848	0.2030645788616923	0.0201074301001569	-0.4284713287827987	0.006650573455444									
EWSR1-6_RBM15-4_interaction	False	25.0	0.98602	48817.0	0.8376704119466579	0.148349588053342	0.1404914603485604	0.0443974988143688	-0.3947762422288507	9.074200874785404e-05									
EWSR1-6_RBM15-5_interaction	False	4.0	0.9995	48248.0	0.7306322852760736	0.2688677147239264	0.272922349527652	0.1178083111114409	0.7475009330409329	0.0011255384629132									
EWSR1-6_RBM15-6_interaction	True	26.0	0.9908653846153844	74840.0	0.706646913415286	0.2842184712000986	0.2923611602149369	2.039947776097911e-05	-0.0692088006589775	0.3464976438229238									
FMR1-1_FXR2-1_interaction	True	10758.0	0.8269320970440602	25960.0	0.8194625385208013	0.0074695585232589	-0.0748905666351579	4.45281367431346e-41	-0.0268539020416595	0.0007642163575626									
FMR1-1_FXR2-2_interaction	False	12225.0	0.824519591002045	53555.0	0.7902701708523948	0.0342494201496501	-0.0177589518742891	0.0006272129396618	-0.0664765422963991	5.2506334755057204e-18									
FMR1-1_FXR2-3_interaction	False	4076.0	0.9508259322865554	35265.0	0.8578520204168438	0.0929739118697116	-0.0366472068740116	2.8202099470284146e-08	-0.0002724133764579	0.9792205495529764									
FMR1-1_FXR2-4_interaction	False	6662.0	0.987260657460222	49114.0	0.8763390072077208	0.1109216502525012	0.0495177489182252	2.0275697019419002e-19	0.0397474696557185	1.3873910608037853e-05									
FMR1-1_FXR2-5_interaction	False	3535.0	0.9481998585572842	43720.0	0.7746670974382432	0.1735327611190409	0.1199819002126073	6.767157542423012e-70	0.0867908332558309	4.9736564300110555e-14									
FMR1-1_FXR2-6_interaction	False	6342.0	0.8902667139703564	57556.0	0.7775123097505038	0.1127544042198526	0.0652257631277881	3.2483105403172437e-32	0.0255189079903766	0.0069386939796999									
FMR1-2_FXR2-1_interaction	False	12544.0	0.8344583466198979	51688.0	0.7863836286952486	0.0480747179246493	-0.056013135053357	1.5231231424848345e-33	-0.0108958106915661	0.1214677706608612									
FMR1-2_FXR2-2_interaction	True	26860.0	0.8187940990320178	53585.0	0.7653778762713445	0.0534162227606733	0.0130298385540301	0.0004561887395568	0.0145174965352068	0.0014324892066605									
FMR1-2_FXR2-3_interaction	False	7900.0	0.9635804430379746	56917.0	0.7958023613331693	0.1677780817048053	0.0011014791572899	0.8304544505120233	0.0346691354463771	2.2351090908544025e-05									
FMR1-2_FXR2-4_interaction	False	12994.0	0.9758186085885794	65750.0	0.8114246463878327	0.1643939622007466	0.0413382715842365	6.5258244980717204e-24	0.0185292946748953	0.0054634674524679									
FMR1-2_FXR2-5_interaction	False	7579.0	0.8562837445573294	64932.0	0.7717094652867614	0.0845742792705679	0.0289850374277181	4.2966188234081695e-09	-0.0002091375630413	0.9797659958248436									
FMR1-2_FXR2-6_interaction	False	13414.0	0.8366565528552259	72712.0	0.7717129084607767	0.0649436443944492	0.0116489674982963	0.0033821799301827	-0.0980709309903306	1.2435950073934726e-49									
FMR1-3_FXR2-1_interaction	False	4450.0	0.9482973033707868	38198.0	0.8619480077490969	0.0863492956216898	-0.0749426029307313	3.9641965266844524e-32	-0.0335300957808125	0.0008423797204219									
FMR1-3_FXR2-2_interaction	False	8509.0	0.9590473028557996	60609.0	0.7995573842168656	0.159489918638934	-0.003038453342595	0.558853453539743	-0.0167117209990744	0.0384819945415758									
FMR1-3_FXR2-3_interaction	True	10029.0	0.9688882241499652	22981.0	0.9080693616465776	0.0608188625033877	-0.125823591530845	4.723264620745339e-105	0.0603997959122328	2.106864064823322e-13									
FMR1-3_FXR2-4_interaction	False	10787.0	0.9761122184110504	40486.0	0.924644259744109	0.0514679586669413	-0.1226105121868063	7.061838419682107e-120	-0.0672992284275687	1.485143480548797e-17									
FMR1-3_FXR2-5_interaction	False	4262.0	0.9817285312060068	41888.0	0.8236960943468296	0.1580324368591771	0.0188137661625376	0.0032028817059264	0.0204153651618337	0.0602665301265054									
FMR1-3_FXR2-6_interaction	False	6748.0	0.9673601807943094	56366.0	0.8034305432352836	0.1639296375590258	0.0065981543627932	0.2265111422734525	0.0342904818073399	0.0003750704910272									
FMR1-4_FXR2-1_interaction	False	7179.0	0.9733671820587826	50570.0	0.888079582756575	0.0852875993022076	-0.0507360565941534	1.416220159582778e-22	-0.0298562306594861	0.0005663556995623									
FMR1-4_FXR2-2_interaction	False	13033.0	0.9731997621422542	69391.0	0.8204993442953696	0.1527004178468846	-0.0046407556989704	0.2581988098981631	0.0099580496848366	0.1539624850581882									
FMR1-4_FXR2-3_interaction	False	11569.0	0.9782724522430633	37731.0	0.9326094855688956	0.0456629666741675	-0.1563478370276765	1.3790855398987815e-207	-0.0847504389864708	6.059975961738368e-28									
FMR1-4_FXR2-4_interaction	True	20609.0	0.9727555194332574	38672.0	0.9288376603227142	0.0439178591105432	-0.1703999333833341	0.0	-0.0697701548609945	4.3225727056352275e-33									
FMR1-4_FXR2-5_interaction	False	8382.0	0.967736220472441	51478.0	0.8580240199696957	0.1097122005027453	0.0029355949017013	0.5497058470889854	-0.0155873531525985	0.0660814870752031									
FMR1-4_FXR2-6_interaction	False	12490.0	0.9728305044035228	62712.0	0.822196828358209	0.1506336760453137	0.007673204515241	0.0680379962635444	-0.0140156807037288	0.0530680713294895									
FMR1-5_FXR2-1_interaction	False	4048.0	0.9152701333992096	45389.0	0.7992659565092866	0.1160041768899229	0.0357514465313476	2.1520189548878482e-08	0.0426690870371909	7.205904753272348e-05									
FMR1-5_FXR2-2_interaction	False	8233.0	0.8767022349082958	67548.0	0.7797275270918458	0.09697470781645	0.0502552078335388	7.798307063914775e-25	-0.0637026518144086	1.3636550291851174e-16									
FMR1-5_FXR2-3_interaction	False	4680.0	0.9816638888888888	40066.0	0.8345555208905306	0.1471083679983582	0.0126720989513655	0.0402453474872059	0.0097217106898892	0.344749833220148									
FMR1-5_FXR2-4_interaction	False	8152.0	0.9631730250245338	52143.0	0.8651898241374681	0.0979832008870656	0.0145682558161555	0.0035391081198214	0.0106419227799846	0.1966836663794084									
FMR1-5_FXR2-5_interaction	True	13880.0	0.8135743515850145	29039.0	0.7786006921725955	0.0349736594124189	-0.0226101461013766	8.474886673667894e-06	0.0085452361733263	0.2395928142862606									
FMR1-5_FXR2-6_interaction	False	14966.0	0.804924261659762	46317.0	0.7896029427639961	0.0153213188957659	-0.0483695723476368	6.416765385230927e-25	-0.0032031987796083	0.6179592436240067									
FMR1-6_FXR2-1_interaction	False	6827.0	0.9281521898344808	58179.0	0.8107137626978808	0.1174384271365999	0.0250458810525828	1.4949682544342868e-06	0.0283862765572352	0.0015206028612353									
FMR1-6_FXR2-2_interaction	False	13756.0	0.8783662401861007	74850.0	0.7894562257849032	0.0889100144011975	0.0121325649941408	0.002085858050034	-0.0264230686388573	3.2293045400843354e-05									
FMR1-6_FXR2-3_interaction	False	7252.0	0.9764112658576944	53270.0	0.8375333771353484	0.138877888722346	-0.0350512831622469	2.9564803176952874e-11	0.0250648441208987	0.0039812853343971									
FMR1-6_FXR2-4_interaction	False	12732.0	0.9810700989632424	61331.0	0.8476430108754138	0.1334270880878284	-0.0075195216248908	0.0716367645886223	0.0185546857507512	0.0080562370181992									
FMR1-6_FXR2-5_interaction	False	14585.0	0.8368803222488858	45977.0	0.8033235530808882	0.0335567691679975	-0.030225811608088	1.7758110684716775e-11	-0.0115937524420226	0.1058535281448373									
FMR1-6_FXR2-6_interaction	True	26090.0	0.8334747796090456	42417.0	0.7856735506990122	0.0478012289100333	-0.0264253708319101	5.830501867416247e-11	-0.0109174063120215	0.0320146762055899									
FUBP3-1_LARP4-1_interaction	True										187.0	0.9762566844919788	16050.0	0.7269252647975077	0.2493314196944709	0.1468953642244736	3.943688197627242e-08	0.0626886528981957	0.0463652383799083
FUBP3-1_LARP4-2_interaction	False										252.0	0.980686507936508	35791.0	0.7065957084183174	0.2740907995181905	0.157144349633294	1.1897220109376952e-11	0.0951803292777835	0.0008797621942974
FUBP3-1_LARP4-3_interaction	False										106.0	0.9764150943396228	12024.0	0.864667248835662	0.1117478455039607	-0.0354395411676705	0.3121447252137549	0.0478585606270032	0.7382938451616177
FUBP3-1_LARP4-4_interaction	False										114.0	0.977907894736842	21906.0	0.9212251437962202	0.0566827509406218	-0.0974678779784159	0.0038216008768979	0.0033782349653205	0.9757390155912352
FUBP3-1_LARP4-5_interaction	False										111.0	0.9782702702702702	17233.0	0.7536941043347067	0.2245761659355635	0.1108717999542362	0.001199607155157	-0.0555895977770413	0.2900303374145439
FUBP3-1_LARP4-6_interaction	False										111.0	0.9782702702702702	32770.0	0.7265754348489473	0.251694835421323	0.1290600539418539	0.0001580035114525	-0.0555895977770347	0.290030337414594
FUBP3-1_RBFOX2-1_interaction	True										0.0		21470.0	0.7780347228691198				5.074770123199939e-15	0.1805502435556429
FUBP3-1_RBFOX2-2_interaction	False										0.0		27803.0	0.7288779088587563				4.491515692470403e-15	0.3449935274380055
FUBP3-1_RBFOX2-3_interaction	False										7.0	0.9975	48748.0	0.6770577869861328	0.3204422130138671	0.1946707961657378	0.1457913430471469	-0.1810260015481703	0.0019259430599054
FUBP3-1_RBFOX2-4_interaction	False										0.0		32688.0	0.676739873959863				1.7601596890950486e-14	0.0148493096151026
FUBP3-1_RBFOX2-5_interaction	False										0.0		45248.0	0.6909369695898162				-1.1236715334739124e-14	0.0096351858366258
FUBP3-1_RBFOX2-6_interaction	False										7.0	0.9975	18386.0	0.7480619493092571	0.2494380506907428	0.1332997310480318	0.3193976551757189	-0.1810260015481756	0.0019259430599049
FUBP3-1_U2AF2-1_interaction	True										0.0		68251.0	0.700947150957495				1.2645632126404332e-15	0.7877376159321047
FUBP3-1_U2AF2-2_interaction	False										182.0	0.8930274725274726	146235.0	0.6817765856327145	0.2112508868947581	0.0789039689555336	0.0033627295790754	0.155331879929121	2.902306222988905e-05
FUBP3-1_U2AF2-3_interaction	False										344.0	0.7508793604651163	105741.0	0.6951596589780691	0.0557197014870471	-0.0887912914519472	9.602086808868044e-06	0.1884062469431304	1.5529829026951734e-13
