RBP	Cell Line	Feature	Global SHAP	ElasticNet Coefficient	Binding Sum	# RBP Differential Events
PPIG	HepG2	PPIG_5	0.007707964	0.0	422968	204.0
PPIG	HepG2	PPIG_6	0.0054065958	0.0013152006827891135	598752	204.0
PRPF4	HepG2	PRPF4_1	0.0002494016	-0.0	66173	224.0
PRPF4	HepG2	PRPF4_2	0.004199466	-0.02339120257578539	149383	224.0
PRPF4	HepG2	PRPF4_3	0.0010152358	-0.007637204747924649	65200	224.0
PRPF4	HepG2	PRPF4_4	0.00017800629	-0.002458677502253819	50603	224.0
PRPF4	HepG2	PRPF4_5	0.0020838412	0.03457038800419543	55995	224.0
PRPF4	HepG2	PRPF4_6	0.00026490373	0.0	38040	224.0
PRPF8	HepG2	PRPF8_1	0.0049109096	-0.02763160981110925	78451	600.0
PRPF8	HepG2	PRPF8_2	0.10199358	-0.03569784969301009	1275024	600.0
PRPF8	HepG2	PRPF8_3	0.0066660848	0.02897548099199232	78319	600.0
PRPF8	HepG2	PRPF8_4	0.32873368	0.1356809867713265	777844	600.0
PRPF8	HepG2	PRPF8_5	0.0005774031	0.0015392581609112437	81426	600.0
PRPF8	HepG2	PRPF8_6	0.020781104	-0.013220586311558438	741664	600.0
PTBP1	HepG2	PTBP1_1	1.403047e-05	0.0	5965	907.0
PTBP1	HepG2	PTBP1_2	0.0005520449	-0.0	8200	907.0
PTBP1	HepG2	PTBP1_3	0.0074797273	-0.1558513450282747	13260	907.0
PTBP1	HepG2	PTBP1_4	0.0025731192	-0.026909096855764522	10698	907.0
PTBP1	HepG2	PTBP1_5	1.2331788e-05	0.0	5777	907.0
PTBP1	HepG2	PTBP1_6	0.00055037066	-0.037483136882509274	7936	907.0
QKI	HepG2	QKI_1	0.00061175466	0.0	9391	568.0
QKI	HepG2	QKI_2	0.00022107783	-0.0	16184	568.0
QKI	HepG2	QKI_3	0.0056458195	-0.10920540166703493	22761	568.0
QKI	HepG2	QKI_4	0.0091734445	-0.16563018702061374	21618	568.0
QKI	HepG2	QKI_5	0.0020042511	-0.034274981634339924	20819	568.0
QKI	HepG2	QKI_6	0.0007353682	-0.0053370389121069825	10761	568.0
RBFOX2	HepG2	RBFOX2_1	2.1739668e-05	0.010267852260828693	23197	556.0
RBFOX2	HepG2	RBFOX2_2	0.00046181388	0.011371635830200939	57430	556.0
RBFOX2	HepG2	RBFOX2_3	0.0005192876	-0.0	36104	556.0
RBFOX2	HepG2	RBFOX2_4	0.010681146	-0.06266492701919502	51521	556.0
RBFOX2	HepG2	RBFOX2_5	0.0005442946	-0.0	30581	556.0
RBFOX2	HepG2	RBFOX2_6	9.33436e-05	-0.0	31335	556.0
RBM15	HepG2	RBM15_1	8.00566e-05	-0.0	9072	413.0
RBM15	HepG2	RBM15_2	0.0019805757	-0.023924602374965475	12988	413.0
RBM15	HepG2	RBM15_3	0.0	0.0	5529	413.0
RBM15	HepG2	RBM15_4	0.00012444925	0.0	4782	413.0
RBM15	HepG2	RBM15_5	0.00015993044	0.0	9792	413.0
RBM15	HepG2	RBM15_6	7.468819e-05	-0.0	10450	413.0
RBM22	HepG2	RBM22_1	2.5552505e-05	-0.0	3533	781.0
RBM22	HepG2	RBM22_2	0.028637692	-0.05253324588507933	185838	781.0
RBM22	HepG2	RBM22_3	0.0011490594	-0.0274723466511135	4866	781.0
RBM22	HepG2	RBM22_4	0.01724594	0.04655344405509266	76538	781.0
RBM22	HepG2	RBM22_5	0.0002187877	0.0	1291	781.0
RBM22	HepG2	RBM22_6	0.0063811876	-0.026718225105059272	81172	781.0
RBM5	HepG2	RBM5_1	0.001406093	-0.03747544461752011	21923	
RBM5	HepG2	RBM5_2	0.0	0.0	6221	
RBM5	HepG2	RBM5_3	0.004051925	0.05698945245261998	21630	
RBM5	HepG2	RBM5_4	0.0011543158	-0.0	7985	
RBM5	HepG2	RBM5_5	0.00073516025	-0.005605486479873211	32939	
RBM5	HepG2	RBM5_6	0.0	-0.0	4210	
RPS3	HepG2	RPS3_1	0.0002611259	-0.0011813633827887594	123969	
RPS3	HepG2	RPS3_2	0.009882378	-0.02364032633068523	139404	
RPS3	HepG2	RPS3_3	0.030536963	0.03506948449158727	121358	
RPS3	HepG2	RPS3_4	0.023262314	0.04445445428983755	113049	
RPS3	HepG2	RPS3_5	0.0120982835	-0.01604695779113726	132258	
RPS3	HepG2	RPS3_6	0.013783791	-0.04474721122397652	117737	
SAFB	HepG2	SAFB_1	0.0	0.0	59	
SAFB	HepG2	SAFB_2	0.0	0.0	570	
SAFB	HepG2	SAFB_3	7.0951705e-06	-0.0	183	
SAFB	HepG2	SAFB_4	0.0	0.0	0	
SAFB	HepG2	SAFB_5	0.0	0.0	0	
SAFB	HepG2	SAFB_6	0.0	0.0	15	
SDAD1	HepG2	SDAD1_1	0.0011892066	0.0	20846	
SDAD1	HepG2	SDAD1_2	5.2081235e-05	0.0	28109	
SDAD1	HepG2	SDAD1_3	3.4361914e-05	0.0	21508	
SDAD1	HepG2	SDAD1_4	0.00014806446	-0.007688928839241234	21852	
SDAD1	HepG2	SDAD1_5	5.0856357e-05	-0.0024495718691189944	24925	
SDAD1	HepG2	SDAD1_6	0.00016321473	0.0	25617	
SF3A3	HepG2	SF3A3_1	0.00022977263	0.011996792747961055	101164	1992.0
SF3A3	HepG2	SF3A3_2	0.0	0.0	1601	1992.0
SF3A3	HepG2	SF3A3_3	0.024385385	0.0358587053758293	116315	1992.0
SF3A3	HepG2	SF3A3_4	0.0	0.0	4295	1992.0
SF3A3	HepG2	SF3A3_5	0.044078678	-0.0672579414999908	212812	1992.0
SF3A3	HepG2	SF3A3_6	0.0004164363	0.0	4101	1992.0
SF3B4	HepG2	SF3B4_1	0.0010577322	0.0	225434	1133.0
SF3B4	HepG2	SF3B4_2	0.002643765	0.03544622451405198	10481	1133.0
SF3B4	HepG2	SF3B4_3	0.078285575	0.09320630043502438	254048	1133.0
SF3B4	HepG2	SF3B4_4	0.0029155777	-0.10374022189276312	15521	1133.0
SF3B4	HepG2	SF3B4_5	0.037605997	-0.024397605420673013	389513	1133.0
SF3B4	HepG2	SF3B4_6	0.00017056077	0.0	12918	1133.0
SFPQ	HepG2	SFPQ_1	0.0001635182	0.0	963	854.0
SFPQ	HepG2	SFPQ_2	0.0006402141	-0.0	5139	854.0
SFPQ	HepG2	SFPQ_3	0.00040963723	-0.04967064451383881	1008	854.0
SFPQ	HepG2	SFPQ_4	1.4533001e-05	-0.0	1177	854.0
SFPQ	HepG2	SFPQ_5	0.0	0.0	75	854.0
SFPQ	HepG2	SFPQ_6	0.0	0.0	93	854.0
SLTM	HepG2	SLTM_1	0.0	0.0	2541	196.0
SLTM	HepG2	SLTM_2	0.00044513625	-0.0	5125	196.0
SLTM	HepG2	SLTM_3	0.00015870402	-0.0	1677	196.0
SLTM	HepG2	SLTM_4	0.00018051438	-0.0	1981	196.0
SLTM	HepG2	SLTM_5	0.0	0.0	834	196.0
SLTM	HepG2	SLTM_6	0.0	-0.0	726	196.0
SMNDC1	HepG2	SMNDC1_1	0.00036883296	0.0	4069	198.0
SMNDC1	HepG2	SMNDC1_2	0.0	-0.0	1576	198.0
SMNDC1	HepG2	SMNDC1_3	4.7858184e-06	0.0	4250	198.0
SMNDC1	HepG2	SMNDC1_4	0.0	-0.0	1195	198.0
SMNDC1	HepG2	SMNDC1_5	0.00029990505	0.0	8869	198.0
SMNDC1	HepG2	SMNDC1_6	0.0	-0.0	444	198.0
SND1	HepG2	SND1_1	0.00068028725	-0.021871186607220296	100782	85.0
SND1	HepG2	SND1_2	0.008032766	-0.017985177508765056	128613	85.0
SND1	HepG2	SND1_3	0.0447261	0.07894609911502384	119149	85.0
SND1	HepG2	SND1_4	0.07925104	0.11519842949802411	149911	85.0
SND1	HepG2	SND1_5	0.005498627	0.0	165402	85.0
SND1	HepG2	SND1_6	0.0041677826	-0.006992022902266937	158737	85.0
SRSF1	HepG2	SRSF1_1	0.000639428	-0.0	34463	1840.0
SRSF1	HepG2	SRSF1_2	0.0077854954	-0.026573821323327678	65018	1840.0
SRSF1	HepG2	SRSF1_3	0.00069552683	-0.0	19374	1840.0
SRSF1	HepG2	SRSF1_4	0.00032239602	0.0008873562751908685	33723	1840.0
SRSF1	HepG2	SRSF1_5	5.8775095e-05	0.018224149806884936	27956	1840.0
SRSF1	HepG2	SRSF1_6	0.00028173064	-0.030296103059002495	33585	1840.0
SRSF7	HepG2	SRSF7_1	4.0135175e-05	0.0	2470	
SRSF7	HepG2	SRSF7_2	5.5835164e-05	-0.0	6572	
SRSF7	HepG2	SRSF7_3	0.0	-0.0	3235	
SRSF7	HepG2	SRSF7_4	8.205808e-05	0.0	4113	
SRSF7	HepG2	SRSF7_5	0.0007451592	-0.0	5786	
SRSF7	HepG2	SRSF7_6	0.0	-0.0	4841	
SRSF9	HepG2	SRSF9_1	0.00043680394	-0.0	7515	573.0
SRSF9	HepG2	SRSF9_2	0.0	0.0	8605	573.0
SRSF9	HepG2	SRSF9_3	6.567295e-05	0.0	4484	573.0
SRSF9	HepG2	SRSF9_4	8.04585e-05	-0.0	6612	573.0
SRSF9	HepG2	SRSF9_5	0.0	0.0	5141	573.0
SRSF9	HepG2	SRSF9_6	0.0006527369	0.0	5955	573.0
SSB	HepG2	SSB_1	0.0	0.0	238	511.0
SSB	HepG2	SSB_2	0.0	-0.0	337	511.0
SSB	HepG2	SSB_3	1.0890137e-05	0.0	238	511.0
SSB	HepG2	SSB_4	9.917996e-05	0.0	900	511.0
SSB	HepG2	SSB_5	0.0	0.0	107	511.0
SSB	HepG2	SSB_6	0.0	0.0	782	511.0
STAU2	HepG2	STAU2_1	8.926061e-05	-0.0	1056	
STAU2	HepG2	STAU2_2	0.0	0.0	172	
STAU2	HepG2	STAU2_3	1.7873093e-05	-0.0	1035	
STAU2	HepG2	STAU2_4	0.0	-0.0	781	
STAU2	HepG2	STAU2_5	0.0	-0.0	541	
STAU2	HepG2	STAU2_6	0.00036593326	0.0	1245	
SUB1	HepG2	SUB1_1	0.00019503901	-0.0	27839	116.0
SUB1	HepG2	SUB1_2	0.0025236707	-0.06117692189241949	37860	116.0
SUB1	HepG2	SUB1_3	0.0036339103	0.04825475844899929	31149	116.0
SUB1	HepG2	SUB1_4	0.010249761	0.07776863478569696	32764	116.0
SUB1	HepG2	SUB1_5	0.0011173243	0.0	54720	116.0
SUB1	HepG2	SUB1_6	0.0018982172	-0.02502835682259141	63811	116.0
SUGP2	HepG2	SUGP2_1	0.0	0.0	865	238.0
SUGP2	HepG2	SUGP2_2	4.0985426e-05	0.0	793	238.0
SUGP2	HepG2	SUGP2_3	0.0030265593	-0.27075528731041804	3343	238.0
SUGP2	HepG2	SUGP2_4	0.0026241844	-0.3268247691487677	1831	238.0
SUGP2	HepG2	SUGP2_5	6.7739543e-06	0.0	750	238.0
SUGP2	HepG2	SUGP2_6	3.105492e-05	0.0	272	238.0
SUPV3L1	HepG2	SUPV3L1_1	5.4947788e-05	0.0	1528	588.0
SUPV3L1	HepG2	SUPV3L1_2	0.0	0.03190009872510566	11596	588.0
SUPV3L1	HepG2	SUPV3L1_3	0.00020314987	-0.0	2970	588.0
SUPV3L1	HepG2	SUPV3L1_4	9.375816e-06	0.0	5489	588.0
SUPV3L1	HepG2	SUPV3L1_5	2.147517e-05	0.0	2738	588.0
SUPV3L1	HepG2	SUPV3L1_6	0.00022698936	0.0341504626187044	6787	588.0
TAF15	HepG2	TAF15_1	9.116186e-06	0.0	1679	416.0
TAF15	HepG2	TAF15_2	4.5099056e-05	0.0	677	416.0
TAF15	HepG2	TAF15_3	0.0	0.0	1004	416.0
TAF15	HepG2	TAF15_4	0.0	0.0	710	416.0
TAF15	HepG2	TAF15_5	0.0	0.0	630	416.0
TAF15	HepG2	TAF15_6	0.0	0.0	334	416.0
TARDBP	HepG2	TARDBP_1	0.003162195	0.051308181689844815	13877	452.0
TARDBP	HepG2	TARDBP_2	1.1500655e-05	0.007885313581672078	22574	452.0
TARDBP	HepG2	TARDBP_3	0.0020239383	-0.0532303154297551	16622	452.0
TARDBP	HepG2	TARDBP_4	0.0005239075	0.0	23154	452.0
TARDBP	HepG2	TARDBP_5	3.559776e-05	-0.0	15924	452.0
TARDBP	HepG2	TARDBP_6	1.43295565e-05	0.0	13328	452.0
TBRG4	HepG2	TBRG4_1	0.0	0.0	0	646.0
TBRG4	HepG2	TBRG4_2	0.0	0.0	0	646.0
TBRG4	HepG2	TBRG4_3	0.0	0.0	0	646.0
TBRG4	HepG2	TBRG4_4	0.0	0.0	0	646.0
TBRG4	HepG2	TBRG4_5	0.0	0.0	0	646.0
TBRG4	HepG2	TBRG4_6	0.0	0.0	0	646.0
TIA1	HepG2	TIA1_1	9.1880254e-05	0.0	2197	308.0
TIA1	HepG2	TIA1_2	0.009414154	-0.06443824848151332	39587	308.0
TIA1	HepG2	TIA1_3	2.0494364e-05	0.0	6124	308.0
TIA1	HepG2	TIA1_4	0.0003332473	-0.0	30455	308.0
TIA1	HepG2	TIA1_5	0.00023068786	-0.0	9245	308.0
TIA1	HepG2	TIA1_6	0.0005297649	-0.02365820441614261	37942	308.0
TIAL1	HepG2	TIAL1_1	1.3353882e-05	0.0	4827	757.0
TIAL1	HepG2	TIAL1_2	0.007518879	-0.023500677510912414	89472	757.0
TIAL1	HepG2	TIAL1_3	2.2152944e-05	-0.0	7288	757.0
TIAL1	HepG2	TIAL1_4	0.0006012554	0.012149759317895041	66514	757.0
TIAL1	HepG2	TIAL1_5	0.0	0.0	10958	757.0
TIAL1	HepG2	TIAL1_6	0.00078829454	-0.0017078111418636222	62057	757.0
TRA2A	HepG2	TRA2A_1	0.0013860284	-0.04513840603639982	24250	130.0
TRA2A	HepG2	TRA2A_2	0.0017254184	-0.0561351365830218	31118	130.0
TRA2A	HepG2	TRA2A_3	0.00023280707	-0.0	19251	130.0
TRA2A	HepG2	TRA2A_4	0.0011655682	-0.0	23861	130.0
TRA2A	HepG2	TRA2A_5	0.0003514157	-0.0037694687105123167	29932	130.0
TRA2A	HepG2	TRA2A_6	0.00016908866	0.013573464055930738	28472	130.0
TROVE2	HepG2	TROVE2_1	0.0	0.0	322	144.0
TROVE2	HepG2	TROVE2_2	0.00043219767	-0.0	990	144.0
TROVE2	HepG2	TROVE2_3	0.0	0.0	553	144.0
TROVE2	HepG2	TROVE2_4	1.3273255e-05	0.0	1625	144.0
TROVE2	HepG2	TROVE2_5	3.6555033e-05	0.0	2519	144.0
TROVE2	HepG2	TROVE2_6	0.00024071443	0.0	1818	144.0
U2AF1	HepG2	U2AF1_1	2.160415e-05	0.0	23138	3655.0
U2AF1	HepG2	U2AF1_2	0.00018663696	-0.03793966378760699	9569	3655.0
U2AF1	HepG2	U2AF1_3	0.0056166947	-0.04479320627398063	38211	3655.0
U2AF1	HepG2	U2AF1_4	0.0042010853	-0.08481707113831241	15115	3655.0
U2AF1	HepG2	U2AF1_5	0.0005465307	0.012760828391068745	42860	3655.0
U2AF1	HepG2	U2AF1_6	7.587757e-05	0.0	6929	3655.0
U2AF2	HepG2	U2AF2_1	0.0033149696	0.005680341635611616	206704	2840.0
U2AF2	HepG2	U2AF2_2	0.009204562	-0.061940945671329135	50573	2840.0
U2AF2	HepG2	U2AF2_3	0.018351201	0.024517898538913858	309309	2840.0
U2AF2	HepG2	U2AF2_4	0.004656567	-0.043733023334165025	59433	2840.0
U2AF2	HepG2	U2AF2_5	0.023938825	-0.02985837177024448	377908	2840.0
U2AF2	HepG2	U2AF2_6	0.0010689672	-0.01748808900490575	48722	2840.0
UCHL5	HepG2	UCHL5_1	0.00036385164	0.013016306603214815	53950	261.0
UCHL5	HepG2	UCHL5_2	0.016467648	-0.05529101006432037	73700	261.0
UCHL5	HepG2	UCHL5_3	0.0019853848	0.006493675156276436	39349	261.0
UCHL5	HepG2	UCHL5_4	0.0021332863	-0.0	47489	261.0
UCHL5	HepG2	UCHL5_5	1.5986958e-05	-0.0076266777763504354	55907	261.0
UCHL5	HepG2	UCHL5_6	0.0063666482	-0.016365586635643584	67272	261.0
UPF1	HepG2	UPF1_1	4.31247e-05	0.0	4520	227.0
UPF1	HepG2	UPF1_2	2.1027035e-05	0.012731993212298356	5015	227.0
UPF1	HepG2	UPF1_3	6.254795e-05	0.0	2299	227.0
UPF1	HepG2	UPF1_4	0.00017420191	0.0	5536	227.0
UPF1	HepG2	UPF1_5	1.0950066e-06	0.0205682783589484	13785	227.0
UPF1	HepG2	UPF1_6	0.00053789	-0.0	46385	227.0
UTP18	HepG2	UTP18_1	0.0	-0.0	299	137.0
UTP18	HepG2	UTP18_2	0.0	0.0	260	137.0
UTP18	HepG2	UTP18_3	0.0	-0.0	854	137.0
UTP18	HepG2	UTP18_4	0.0	0.0	138	137.0
UTP18	HepG2	UTP18_5	0.0	0.0	466	137.0
UTP18	HepG2	UTP18_6	0.0	0.0	805	137.0
WDR43	HepG2	WDR43_1	0.0	0.0	2672	
WDR43	HepG2	WDR43_2	2.5826366e-06	0.0	2414	
WDR43	HepG2	WDR43_3	2.1290003e-05	-0.0	3180	
WDR43	HepG2	WDR43_4	0.0	-0.0	1669	
WDR43	HepG2	WDR43_5	7.140675e-07	0.0	2341	
WDR43	HepG2	WDR43_6	1.07399865e-05	0.0	3698	
XPO5	HepG2	XPO5_1	0.0	-0.0	8005	262.0
XPO5	HepG2	XPO5_2	0.00031624513	-0.03544891156395902	13363	262.0
XPO5	HepG2	XPO5_3	0.00060516485	-0.05838912272254651	11373	262.0
XPO5	HepG2	XPO5_4	0.00023853971	-0.0	9513	262.0
XPO5	HepG2	XPO5_5	0.0008668178	0.02792683102709531	8871	262.0
XPO5	HepG2	XPO5_6	1.9509009e-05	0.0	6326	262.0
XRCC6	HepG2	XRCC6_1	0.0	0.0	337	309.0
XRCC6	HepG2	XRCC6_2	0.0	0.0	6	309.0
XRCC6	HepG2	XRCC6_3	3.281903e-06	-0.0	334	309.0
XRCC6	HepG2	XRCC6_4	0.0	0.0	58	309.0
XRCC6	HepG2	XRCC6_5	0.0	0.0	12	309.0
XRCC6	HepG2	XRCC6_6	0.0	0.0	26	309.0
XRN2	HepG2	XRN2_1	0.00033901335	-0.0	5740	281.0
XRN2	HepG2	XRN2_2	2.601351e-05	-0.00605838466578553	37465	281.0
XRN2	HepG2	XRN2_3	0.0	0.0	4558	281.0
XRN2	HepG2	XRN2_4	0.0	0.0	5709	281.0
XRN2	HepG2	XRN2_5	0.0006901739	-0.032651300882802485	6149	281.0
XRN2	HepG2	XRN2_6	9.259833e-05	-0.0	2927	281.0
YBX3	HepG2	YBX3_1	0.0037860842	-0.10715426118280487	14118	147.0
YBX3	HepG2	YBX3_2	0.00019979733	0.0	21995	147.0
YBX3	HepG2	YBX3_3	0.004882294	0.06585367384107274	17327	147.0
YBX3	HepG2	YBX3_4	0.008871182	0.09031298125447002	19346	147.0
YBX3	HepG2	YBX3_5	0.005841774	-0.057199117633300545	27772	147.0
YBX3	HepG2	YBX3_6	0.00033520954	-0.0	21970	147.0
ZC3H11A	HepG2	ZC3H11A_1	0.0	-0.0	1297	
ZC3H11A	HepG2	ZC3H11A_2	0.0	-0.0	1750	
ZC3H11A	HepG2	ZC3H11A_3	0.0	-0.0	1407	
ZC3H11A	HepG2	ZC3H11A_4	0.0	0.0	2570	
ZC3H11A	HepG2	ZC3H11A_5	0.0005945734	-0.0	4465	
ZC3H11A	HepG2	ZC3H11A_6	0.00037322054	-0.008993078617994282	18181	
ZNF800	HepG2	ZNF800_1	0.002219895	-0.016323192739106856	60785	
ZNF800	HepG2	ZNF800_2	0.000868868	-0.014189850190511919	80079	
ZNF800	HepG2	ZNF800_3	0.0057357475	0.0	56647	
ZNF800	HepG2	ZNF800_4	0.0006698137	-0.006156208301250073	59669	
ZNF800	HepG2	ZNF800_5	0.0010459713	-0.008569683028976621	79504	
ZNF800	HepG2	ZNF800_6	0.0029543305	-0.023303324801009464	81085	
AARS	K562	AARS_1	0.0	0.0	1357	213.0
AARS	K562	AARS_2	0.0	0.0	434	213.0
AARS	K562	AARS_3	2.4153587e-05	-0.0	1336	213.0
AARS	K562	AARS_4	0.0	0.0	386	213.0
AARS	K562	AARS_5	0.0	-0.0	1004	213.0
AARS	K562	AARS_6	0.0	0.0	0	213.0
AATF	K562	AATF_1	5.2874522e-05	-0.0	12635	82.0
AATF	K562	AATF_2	8.420989e-05	0.04649389291870687	16446	82.0
AATF	K562	AATF_3	4.36045e-05	0.02687175966512786	19478	82.0
AATF	K562	AATF_4	0.0027384567	-0.06569485189537723	10843	82.0
AATF	K562	AATF_5	0.00016174099	0.0	14943	82.0
AATF	K562	AATF_6	2.6546173e-05	0.0	9382	82.0
ABCF1	K562	ABCF1_1	1.4380761e-05	-0.0	930	242.0
ABCF1	K562	ABCF1_2	0.0	0.0	1035	242.0
ABCF1	K562	ABCF1_3	1.654091e-05	-0.0	782	242.0
ABCF1	K562	ABCF1_4	0.0	0.0	527	242.0
ABCF1	K562	ABCF1_5	0.0	-0.0	47	242.0
ABCF1	K562	ABCF1_6	0.0	0.0	102	242.0
ADAT1	K562	ADAT1_1	0.0	-0.0	739	
ADAT1	K562	ADAT1_2	0.0	-0.0	1269	
ADAT1	K562	ADAT1_3	0.0	0.0	411	
ADAT1	K562	ADAT1_4	0.00016788581	-0.0	480	
ADAT1	K562	ADAT1_5	4.6824876e-05	0.0	1452	
ADAT1	K562	ADAT1_6	0.0011612173	0.010441322391376046	6381	
AGGF1	K562	AGGF1_1	0.00011372083	-0.0	7770	1442.0
AGGF1	K562	AGGF1_2	0.00026781994	0.0	15899	1442.0
AGGF1	K562	AGGF1_3	0.00080229767	-0.033295660998683155	11747	1442.0
AGGF1	K562	AGGF1_4	0.00063561363	-0.0	15816	1442.0
AGGF1	K562	AGGF1_5	0.0003264081	-0.0	13125	1442.0
AGGF1	K562	AGGF1_6	5.2827017e-05	0.0	16018	1442.0
AKAP1	K562	AKAP1_1	2.6994458e-05	0.0	1076	121.0
AKAP1	K562	AKAP1_2	1.0302052e-07	0.0	1160	121.0
AKAP1	K562	AKAP1_3	1.6779421e-06	-0.0	1001	121.0
AKAP1	K562	AKAP1_4	0.0	0.0	730	121.0
AKAP1	K562	AKAP1_5	0.0	0.0	1509	121.0
AKAP1	K562	AKAP1_6	0.000885364	-0.03364925466744352	6126	121.0
AKAP8L	K562	AKAP8L_1	4.422851e-05	-0.0	7606	1258.0
AKAP8L	K562	AKAP8L_2	0.00043164962	-0.0	24582	1258.0
AKAP8L	K562	AKAP8L_3	4.5148245e-05	0.0	8965	1258.0
AKAP8L	K562	AKAP8L_4	6.051173e-06	0.0	7299	1258.0
AKAP8L	K562	AKAP8L_5	8.516717e-06	0.0	6961	1258.0
AKAP8L	K562	AKAP8L_6	3.0291528e-06	0.0	4827	1258.0
APEX1	K562	APEX1_1	3.810629e-07	0.0	1326	
APEX1	K562	APEX1_2	0.00011112309	-0.0	1105	
APEX1	K562	APEX1_3	1.3306535e-06	0.0	1190	
APEX1	K562	APEX1_4	0.0	-0.0	172	
APEX1	K562	APEX1_5	0.0	0.0	412	
APEX1	K562	APEX1_6	0.0	-0.0	611	
APOBEC3C	K562	APOBEC3C_1	0.0002029489	-0.0	14274	373.0
APOBEC3C	K562	APOBEC3C_2	8.8047294e-05	-0.005446496093581011	19640	373.0
APOBEC3C	K562	APOBEC3C_3	0.0013804192	0.0	19375	373.0
APOBEC3C	K562	APOBEC3C_4	2.1154752e-05	0.012238699602267901	16078	373.0
APOBEC3C	K562	APOBEC3C_5	0.00033846026	0.0	34731	373.0
APOBEC3C	K562	APOBEC3C_6	0.00017253358	-0.017505031796492092	36961	373.0
AQR	K562	AQR_1	0.0019767142	-0.001354380916614291	286153	4008.0
AQR	K562	AQR_2	0.10433186	-0.04604950909814235	1412618	4008.0
AQR	K562	AQR_3	0.05778933	0.07793369258150723	359612	4008.0
AQR	K562	AQR_4	0.24708349	0.11182082583949725	986604	4008.0
AQR	K562	AQR_5	0.045038242	-0.06356025340886665	402214	4008.0
AQR	K562	AQR_6	0.005126817	-0.0051395196834725446	892033	4008.0
BUD13	K562	BUD13_1	0.017337296	0.0211483714516932	304312	214.0
BUD13	K562	BUD13_2	0.011504095	-0.016055327651112953	270534	214.0
BUD13	K562	BUD13_3	0.057604812	0.057538686658876174	300753	214.0
BUD13	K562	BUD13_4	0.023178395	0.02839294485515542	179087	214.0
BUD13	K562	BUD13_5	0.008980896	-0.01292156508438766	419906	214.0
BUD13	K562	BUD13_6	0.0010959427	0.01600118859816357	181092	214.0
CPEB4	K562	CPEB4_1	0.0	0.0	192	143.0
CPEB4	K562	CPEB4_2	0.00022113304	-0.0	849	143.0
CPEB4	K562	CPEB4_3	1.327958e-06	0.0	469	143.0
CPEB4	K562	CPEB4_4	0.0	-0.0	772	143.0
CPEB4	K562	CPEB4_5	0.0	0.0	294	143.0
CPEB4	K562	CPEB4_6	9.4345436e-05	-0.0	3405	143.0
CPSF6	K562	CPSF6_1	0.00035205006	0.0	8952	565.0
CPSF6	K562	CPSF6_2	8.421788e-05	0.0	14316	565.0
CPSF6	K562	CPSF6_3	1.668882e-05	-0.0	11785	565.0
CPSF6	K562	CPSF6_4	5.046987e-05	-0.00090504980093561	14425	565.0
CPSF6	K562	CPSF6_5	0.00059619686	0.03706587863461723	17279	565.0
CPSF6	K562	CPSF6_6	0.0010239644	-0.018223017078054092	29017	565.0
CSTF2T	K562	CSTF2T_1	0.00016138329	-0.0	29361	52.0
CSTF2T	K562	CSTF2T_2	0.00021752508	0.0	74970	52.0
CSTF2T	K562	CSTF2T_3	0.0010400544	-0.02514135291373465	33744	52.0
CSTF2T	K562	CSTF2T_4	0.000674877	-0.013618886881226856	25407	52.0
CSTF2T	K562	CSTF2T_5	0.00021100503	-0.011062012400853758	19491	52.0
CSTF2T	K562	CSTF2T_6	0.0003196052	-0.013509979834396432	33395	52.0
DDX1	K562	DDX1_1	1.24540375e-05	-0.0	3637	89.0
DDX1	K562	DDX1_2	8.00321e-06	0.0	5813	89.0
DDX1	K562	DDX1_3	2.614231e-06	0.0	5246	89.0
DDX1	K562	DDX1_4	2.2917932e-06	0.0	4931	89.0
DDX1	K562	DDX1_5	3.0406245e-06	0.0	2926	89.0
DDX1	K562	DDX1_6	5.004978e-05	0.0	2006	89.0
DDX21	K562	DDX21_1	0.0	0.0	1796	
DDX21	K562	DDX21_2	0.0	-0.0	78	
DDX21	K562	DDX21_3	0.0	0.0	2179	
DDX21	K562	DDX21_4	0.0	-0.0	12	
DDX21	K562	DDX21_5	0.0	-0.0	3117	
DDX21	K562	DDX21_6	0.0	0.0	579	
DDX24	K562	DDX24_1	0.0023464835	-0.006300711368839471	285978	121.0
DDX24	K562	DDX24_2	0.009221623	-0.0	344130	121.0
DDX24	K562	DDX24_3	0.054020856	0.04719915105127177	263110	121.0
DDX24	K562	DDX24_4	0.06703526	0.06884602118871122	272566	121.0
DDX24	K562	DDX24_5	0.0028974444	-0.004493429477972971	305754	121.0
DDX24	K562	DDX24_6	0.0013115427	0.0010390457825340063	347702	121.0
DDX3X	K562	DDX3X_1	0.04718464	-0.05955725305533518	394325	148.0
DDX3X	K562	DDX3X_2	0.025633143	-0.04613562898595545	487559	148.0
DDX3X	K562	DDX3X_3	0.060315534	0.13647149734052924	193282	148.0
DDX3X	K562	DDX3X_4	0.015738457	0.14478435652355692	74551	148.0
DDX3X	K562	DDX3X_5	0.081329845	-0.39625326687085427	114192	148.0
DDX3X	K562	DDX3X_6	0.013256382	-0.18568371407634562	32396	148.0
DDX42	K562	DDX42_1	2.2184591e-05	0.0	1221	
DDX42	K562	DDX42_2	1.9217527e-05	0.0	2447	
DDX42	K562	DDX42_3	5.5633784e-05	-0.0	3501	
