RBP	Cell Line	Feature	Global SHAP	ElasticNet Coefficient	Binding Sum	# RBP Differential Events
DDX42	K562	DDX42_4	7.7394085e-05	-0.0	1333	
DDX42	K562	DDX42_5	6.2077226e-05	-0.0	2065	
DDX42	K562	DDX42_6	0.0	0.0	812	
DDX43	K562	DDX43_1	0.0057212873	-0.009150570999276578	268150	
DDX43	K562	DDX43_2	0.014414935	-0.02413505207081108	353779	
DDX43	K562	DDX43_3	0.03896136	0.0598400444465402	176802	
DDX43	K562	DDX43_4	0.044161294	0.05686558155621005	229133	
DDX43	K562	DDX43_5	0.009906826	-0.0252998597206485	263408	
DDX43	K562	DDX43_6	0.0053501334	-0.013179921763593923	347946	
DDX47	K562	DDX47_1	7.6917485e-07	0.0	741	973.0
DDX47	K562	DDX47_2	5.3141275e-07	-0.0	4024	973.0
DDX47	K562	DDX47_3	1.9829113e-05	-0.0	674	973.0
DDX47	K562	DDX47_4	6.727427e-06	-0.0	694	973.0
DDX47	K562	DDX47_5	0.0	0.0	39	973.0
DDX47	K562	DDX47_6	0.0	0.0	0	973.0
DDX51	K562	DDX51_1	0.00020027105	0.0	4270	127.0
DDX51	K562	DDX51_2	7.1695766e-05	-0.0	10798	127.0
DDX51	K562	DDX51_3	1.3903041e-06	-0.0	2741	127.0
DDX51	K562	DDX51_4	0.0	0.0	862	127.0
DDX51	K562	DDX51_5	2.4103508e-06	-0.0	990	127.0
DDX51	K562	DDX51_6	0.0	0.0	559	127.0
DDX52	K562	DDX52_1	0.00013882534	0.0	5205	93.0
DDX52	K562	DDX52_2	0.00013050147	-0.0	17311	93.0
DDX52	K562	DDX52_3	1.3203686e-05	-0.0	4513	93.0
DDX52	K562	DDX52_4	1.17926065e-05	0.0	3110	93.0
DDX52	K562	DDX52_5	3.663646e-06	0.0	2376	93.0
DDX52	K562	DDX52_6	0.0	0.0	1536	93.0
DDX55	K562	DDX55_1	0.0002077913	-0.0	9638	140.0
DDX55	K562	DDX55_2	0.0009440991	0.0	18859	140.0
DDX55	K562	DDX55_3	3.9004164e-05	0.002473710424782945	9546	140.0
DDX55	K562	DDX55_4	0.0004776707	0.0	14632	140.0
DDX55	K562	DDX55_5	0.00036947924	0.0013570014322346817	18237	140.0
DDX55	K562	DDX55_6	0.0008012398	-0.0	22845	140.0
DDX6	K562	DDX6_1	8.412042e-05	-0.0	16240	
DDX6	K562	DDX6_2	0.0002729295	0.02636124251147321	22805	
DDX6	K562	DDX6_3	6.941208e-05	-0.0	10843	
DDX6	K562	DDX6_4	2.8196686e-05	0.0	11872	
DDX6	K562	DDX6_5	9.108138e-05	0.03041888564225897	16523	
DDX6	K562	DDX6_6	0.0013535762	-0.0	35252	
DGCR8	K562	DGCR8_1	8.389656e-06	0.0	4319	
DGCR8	K562	DGCR8_2	3.4592385e-06	0.0	9143	
DGCR8	K562	DGCR8_3	0.00033696735	-0.0	6824	
DGCR8	K562	DGCR8_4	9.116417e-05	-0.0	6457	
DGCR8	K562	DGCR8_5	0.00010303247	-0.0	6717	
DGCR8	K562	DGCR8_6	5.7739053e-06	0.0	3059	
DHX30	K562	DHX30_1	0.00010605498	0.0	4012	129.0
DHX30	K562	DHX30_2	0.00015108922	0.0	9055	129.0
DHX30	K562	DHX30_3	0.0001176799	-0.0	3429	129.0
DHX30	K562	DHX30_4	8.154311e-07	0.0	1614	129.0
DHX30	K562	DHX30_5	0.00048636808	-0.0	2586	129.0
DHX30	K562	DHX30_6	1.3895564e-05	0.0	938	129.0
DROSHA	K562	DROSHA_1	8.756834e-05	0.0	49798	414.0
DROSHA	K562	DROSHA_2	0.0015887849	-0.009158056187086502	86854	414.0
DROSHA	K562	DROSHA_3	0.00023039205	3.157062273088077e-05	34523	414.0
DROSHA	K562	DROSHA_4	0.00024843952	0.0	17659	414.0
DROSHA	K562	DROSHA_5	0.0070513263	-0.11817475748366554	23583	414.0
DROSHA	K562	DROSHA_6	5.7018904e-05	-0.0	9712	414.0
EEF2	K562	EEF2_1	0.0	0.0	520	283.0
EEF2	K562	EEF2_2	0.0	0.0	2146	283.0
EEF2	K562	EEF2_3	0.0	-0.0	400	283.0
EEF2	K562	EEF2_4	6.6115463e-06	-0.0	1038	283.0
EEF2	K562	EEF2_5	0.0	-0.0	271	283.0
EEF2	K562	EEF2_6	0.0	0.0	245	283.0
EFTUD2	K562	EFTUD2_1	0.00050789077	0.005314256931465795	106824	1382.0
EFTUD2	K562	EFTUD2_2	0.010652406	-0.012266432627862638	375777	1382.0
EFTUD2	K562	EFTUD2_3	0.0023603432	-0.0	125522	1382.0
EFTUD2	K562	EFTUD2_4	0.03440536	0.039740664514919595	241185	1382.0
EFTUD2	K562	EFTUD2_5	0.020198142	0.05314573107552783	148336	1382.0
EFTUD2	K562	EFTUD2_6	0.002056399	-0.010473190526972634	210073	1382.0
EIF3G	K562	EIF3G_1	0.0018703488	0.04940872109556325	17175	544.0
EIF3G	K562	EIF3G_2	0.00011173914	-0.0	21895	544.0
EIF3G	K562	EIF3G_3	1.4973031e-06	-0.0	7226	544.0
EIF3G	K562	EIF3G_4	4.8212877e-07	0.009197487923087019	3409	544.0
EIF3G	K562	EIF3G_5	3.9045528e-05	-0.0	3235	544.0
EIF3G	K562	EIF3G_6	6.0268735e-06	-0.0	1474	544.0
EIF4E	K562	EIF4E_1	0.005098719	-0.02714595128477214	115913	
EIF4E	K562	EIF4E_2	0.0003803335	-0.0	85873	
EIF4E	K562	EIF4E_3	0.00014176963	0.0	13735	
EIF4E	K562	EIF4E_4	0.00016862758	0.0	3912	
EIF4E	K562	EIF4E_5	0.0002847975	-0.0	4313	
EIF4E	K562	EIF4E_6	0.000461716	-0.01861845899785771	2087	
EIF4G2	K562	EIF4G2_1	0.00010417833	-0.0	6286	325.0
EIF4G2	K562	EIF4G2_2	0.00016674344	0.024609931829055447	8000	325.0
EIF4G2	K562	EIF4G2_3	0.00093658426	-0.0	9896	325.0
EIF4G2	K562	EIF4G2_4	2.3847555e-05	-0.0	6181	325.0
EIF4G2	K562	EIF4G2_5	0.00023491653	-0.0	10607	325.0
EIF4G2	K562	EIF4G2_6	4.808923e-06	0.0	6148	325.0
ELAC2	K562	ELAC2_1	0.00015681086	0.0	17988	
ELAC2	K562	ELAC2_2	0.00011826302	-0.0	28273	
ELAC2	K562	ELAC2_3	0.0006728186	-0.0	17575	
ELAC2	K562	ELAC2_4	0.0001882731	-0.018665614908631337	18053	
ELAC2	K562	ELAC2_5	0.000110865054	0.0	16042	
ELAC2	K562	ELAC2_6	0.0007699801	0.01115697839441934	22189	
ELAVL1	K562	ELAVL1_1	0.00054189423	-0.0	14321	
ELAVL1	K562	ELAVL1_2	7.475831e-05	-0.0	20054	
ELAVL1	K562	ELAVL1_3	0.00536594	-0.10928626434417481	22844	
ELAVL1	K562	ELAVL1_4	0.00030793974	-0.005446426967348212	16910	
ELAVL1	K562	ELAVL1_5	0.00028826058	-0.011673057316729511	19585	
ELAVL1	K562	ELAVL1_6	0.0012367108	0.0251183988500678	33294	
EWSR1	K562	EWSR1_1	0.00011809671	-0.0	17775	143.0
EWSR1	K562	EWSR1_2	0.00021375604	0.010268358636361883	35535	143.0
EWSR1	K562	EWSR1_3	0.0011751178	-0.011808591672953143	22999	143.0
EWSR1	K562	EWSR1_4	0.0020535886	-0.026850712981160207	21043	143.0
EWSR1	K562	EWSR1_5	0.00027297976	0.0	17718	143.0
EWSR1	K562	EWSR1_6	3.0983804e-07	0.02177402981369457	8243	143.0
EXOSC10	K562	EXOSC10_1	0.00018567781	0.0	21337	
EXOSC10	K562	EXOSC10_2	0.000101631354	-0.0	26706	
EXOSC10	K562	EXOSC10_3	5.8421785e-05	-0.0	19053	
EXOSC10	K562	EXOSC10_4	0.00081858895	0.011868770285284666	21090	
EXOSC10	K562	EXOSC10_5	1.062203e-05	0.0	22773	
EXOSC10	K562	EXOSC10_6	0.00045595187	-0.0	25804	
EXOSC5	K562	EXOSC5_1	1.7310852e-07	0.0	2215	
EXOSC5	K562	EXOSC5_2	8.913473e-05	0.0	8109	
EXOSC5	K562	EXOSC5_3	6.944523e-05	-0.0	5284	
EXOSC5	K562	EXOSC5_4	0.0007140365	-0.0365398732818122	5029	
EXOSC5	K562	EXOSC5_5	8.4758874e-05	0.0	956	
EXOSC5	K562	EXOSC5_6	0.0	-0.0	571	
FAM120A	K562	FAM120A_1	0.000106675296	-0.0	6116	85.0
FAM120A	K562	FAM120A_2	0.00014205482	0.0	5145	85.0
FAM120A	K562	FAM120A_3	0.0006960556	-0.026400811420625822	5929	85.0
FAM120A	K562	FAM120A_4	1.3079699e-05	-0.0	2913	85.0
FAM120A	K562	FAM120A_5	0.00041037134	0.0	7103	85.0
FAM120A	K562	FAM120A_6	0.00046247352	-0.012748616235006952	24635	85.0
FASTKD2	K562	FASTKD2_1	1.6341388e-06	-0.0	3761	68.0
FASTKD2	K562	FASTKD2_2	3.801336e-05	0.0	6541	68.0
FASTKD2	K562	FASTKD2_3	3.8972715e-07	0.0	2424	68.0
FASTKD2	K562	FASTKD2_4	1.6616243e-05	-0.0	2121	68.0
FASTKD2	K562	FASTKD2_5	1.5866395e-05	0.0	1385	68.0
FASTKD2	K562	FASTKD2_6	0.0	0.0	2278	68.0
FMR1	K562	FMR1_1	0.0006129194	0.029088776943837394	74387	552.0
FMR1	K562	FMR1_2	0.00036321123	0.006720643424506904	80813	552.0
FMR1	K562	FMR1_3	0.012305731	0.038716699632021234	59309	552.0
FMR1	K562	FMR1_4	0.0060434057	0.02119373162860318	60045	552.0
FMR1	K562	FMR1_5	0.0025451337	-0.01910873842739688	66527	552.0
FMR1	K562	FMR1_6	0.0005021805	0.0	64271	552.0
FTO	K562	FTO_1	0.0023197192	-0.01775654923844985	24367	354.0
FTO	K562	FTO_2	4.642429e-05	0.0	28573	354.0
FTO	K562	FTO_3	0.00017226976	0.036261454230085484	18397	354.0
FTO	K562	FTO_4	0.0006615534	0.012447660007683124	6599	354.0
FTO	K562	FTO_5	0.002928492	-0.03202710175812974	11870	354.0
FTO	K562	FTO_6	2.9600002e-05	-0.0	3896	354.0
FUS	K562	FUS_1	3.2192205e-05	-0.0	10495	123.0
FUS	K562	FUS_2	0.0021205742	-0.01746640037823683	31137	123.0
FUS	K562	FUS_3	0.0012804394	-0.021596364037534677	16321	123.0
FUS	K562	FUS_4	0.0002272994	0.0	13322	123.0
FUS	K562	FUS_5	0.00047464127	0.009168810530058422	12689	123.0
FUS	K562	FUS_6	0.00019302554	0.01587657116621885	9345	123.0
FXR1	K562	FXR1_1	0.0007929926	-0.021056342194833332	49456	1261.0
FXR1	K562	FXR1_2	4.1906045e-05	-0.0	60898	1261.0
FXR1	K562	FXR1_3	0.0075111794	0.028885439652395834	44167	1261.0
FXR1	K562	FXR1_4	0.015879022	0.061124608709550055	56834	1261.0
FXR1	K562	FXR1_5	8.6102445e-05	-0.0	50773	1261.0
FXR1	K562	FXR1_6	0.0003154375	-0.0	60621	1261.0
FXR2	K562	FXR2_1	0.00028281525	-0.0	76920	
FXR2	K562	FXR2_2	0.0020313351	-0.020664176104453313	80396	
FXR2	K562	FXR2_3	0.0025254132	0.0051449163184322	55086	
FXR2	K562	FXR2_4	0.005355331	0.02777300336033779	54753	
FXR2	K562	FXR2_5	0.00019564597	0.0	59449	
FXR2	K562	FXR2_6	0.00033225585	-0.006236640165891618	53802	
GARS	K562	GARS_1	0.00017276601	-0.0	4679	
GARS	K562	GARS_2	6.751967e-06	0.0	7426	
GARS	K562	GARS_3	0.0	0.0	2142	
GARS	K562	GARS_4	3.419749e-05	0.0	4210	
GARS	K562	GARS_5	2.2157783e-06	0.0	3253	
GARS	K562	GARS_6	0.00012390665	-0.0	2351	
GEMIN5	K562	GEMIN5_1	0.0002917547	0.00554621757428349	84171	174.0
GEMIN5	K562	GEMIN5_2	0.00031263047	-0.00030160439692253864	105746	174.0
GEMIN5	K562	GEMIN5_3	7.270871e-05	-0.006195835736968111	32906	174.0
GEMIN5	K562	GEMIN5_4	0.00017762055	0.03416498696570675	20940	174.0
GEMIN5	K562	GEMIN5_5	0.0020296583	-0.0	19786	174.0
GEMIN5	K562	GEMIN5_6	0.00017115987	-0.013599230905882937	8671	174.0
GNL3	K562	GNL3_1	0.0	0.0	0	
GNL3	K562	GNL3_2	0.0	0.0	0	
GNL3	K562	GNL3_3	0.0	0.0	444	
GNL3	K562	GNL3_4	0.0	0.0	0	
GNL3	K562	GNL3_5	0.0	0.0	338	
GNL3	K562	GNL3_6	0.0	0.0	423	
GPKOW	K562	GPKOW_1	0.00082178006	-0.0	55551	425.0
GPKOW	K562	GPKOW_2	0.0024134587	-0.027275385230109396	53545	425.0
GPKOW	K562	GPKOW_3	0.0052989693	0.00798123143018557	59883	425.0
GPKOW	K562	GPKOW_4	0.0036344929	0.013338112415346735	39172	425.0
GPKOW	K562	GPKOW_5	0.0021659601	-0.03057352770303896	82138	425.0
GPKOW	K562	GPKOW_6	0.0028023734	-0.055967464685459406	44746	425.0
GRWD1	K562	GRWD1_1	0.002499837	-0.011544082462110269	130730	62.0
GRWD1	K562	GRWD1_2	0.0009905661	0.0	182783	62.0
GRWD1	K562	GRWD1_3	0.012489042	0.025620962771718665	111077	62.0
GRWD1	K562	GRWD1_4	0.019778766	0.00896064258485784	123849	62.0
GRWD1	K562	GRWD1_5	0.003283528	-0.015245653208675117	189317	62.0
GRWD1	K562	GRWD1_6	0.011986352	-0.031363006365842376	175940	62.0
GTF2F1	K562	GTF2F1_1	6.092549e-05	-0.005069869823885658	23954	65.0
GTF2F1	K562	GTF2F1_2	0.00013525083	-0.0016327614799102213	64278	65.0
GTF2F1	K562	GTF2F1_3	0.00028472688	-0.003225892599735002	21899	65.0
GTF2F1	K562	GTF2F1_4	9.533612e-05	-0.0	19746	65.0
GTF2F1	K562	GTF2F1_5	5.030225e-05	0.0	12322	65.0
GTF2F1	K562	GTF2F1_6	9.488627e-05	0.0	11032	65.0
HLTF	K562	HLTF_1	0.00072519	0.0	4707	183.0
HLTF	K562	HLTF_2	0.0010764488	-0.011816379208206725	2623	183.0
HLTF	K562	HLTF_3	1.2276649e-06	0.0	5654	183.0
HLTF	K562	HLTF_4	0.00028121463	0.0	2766	183.0
HLTF	K562	HLTF_5	9.157806e-05	-0.0	6161	183.0
HLTF	K562	HLTF_6	1.7810582e-05	-0.0	3613	183.0
HNRNPA1	K562	HNRNPA1_1	0.0	-0.0	164	330.0
HNRNPA1	K562	HNRNPA1_2	0.0	0.0	486	330.0
HNRNPA1	K562	HNRNPA1_3	2.5410384e-06	0.0	648	330.0
HNRNPA1	K562	HNRNPA1_4	0.0	0.0	497	330.0
HNRNPA1	K562	HNRNPA1_5	0.0	-0.0	336	330.0
HNRNPA1	K562	HNRNPA1_6	0.0	0.0	160	330.0
HNRNPC	K562	HNRNPC_1	0.0	0.0	1556	2207.0
HNRNPC	K562	HNRNPC_2	0.00016839792	0.0	1812	2207.0
HNRNPC	K562	HNRNPC_3	9.695642e-06	0.0	1513	2207.0
HNRNPC	K562	HNRNPC_4	4.3703017e-06	-0.01014464801626232	2229	2207.0
HNRNPC	K562	HNRNPC_5	3.3786786e-05	-0.0	1477	2207.0
HNRNPC	K562	HNRNPC_6	2.1698893e-06	0.0	2675	2207.0
HNRNPK	K562	HNRNPK_1	0.00010399482	-0.0	15684	972.0
HNRNPK	K562	HNRNPK_2	0.00031453473	0.0	31537	972.0
HNRNPK	K562	HNRNPK_3	0.001244188	-0.05314793694978704	22906	972.0
HNRNPK	K562	HNRNPK_4	0.0036143928	-0.04343667607348085	19394	972.0
HNRNPK	K562	HNRNPK_5	0.00018250807	0.0	13093	972.0
HNRNPK	K562	HNRNPK_6	0.00011691941	0.0	15400	972.0
HNRNPL	K562	HNRNPL_1	0.0001092565	-0.0	2792	702.0
HNRNPL	K562	HNRNPL_2	0.00023147659	0.006286664914754026	7078	702.0
HNRNPL	K562	HNRNPL_3	0.0010826059	-0.013572368530772073	4584	702.0
HNRNPL	K562	HNRNPL_4	0.001669525	-0.04068148451499252	6960	702.0
HNRNPL	K562	HNRNPL_5	3.920774e-05	-0.0	3687	702.0
HNRNPL	K562	HNRNPL_6	0.0009049354	-0.03021474905276055	7019	702.0
HNRNPM	K562	HNRNPM_1	2.2763625e-05	0.0007407396680926052	8919	335.0
HNRNPM	K562	HNRNPM_2	0.00033663603	0.0	21965	335.0
HNRNPM	K562	HNRNPM_3	0.0011762851	-0.0	7851	335.0
HNRNPM	K562	HNRNPM_4	0.0022465657	-0.0839243573389434	8318	335.0
HNRNPM	K562	HNRNPM_5	0.00010003625	0.0	2686	335.0
HNRNPM	K562	HNRNPM_6	0.00031693876	-0.013068368496827049	5151	335.0
HNRNPUL1	K562	HNRNPUL1_1	1.5919462e-05	0.0	2593	704.0
HNRNPUL1	K562	HNRNPUL1_2	0.0	0.0	1047	704.0
HNRNPUL1	K562	HNRNPUL1_3	1.6619744e-05	0.0	5709	704.0
HNRNPUL1	K562	HNRNPUL1_4	0.00011790043	0.0	2204	704.0
HNRNPUL1	K562	HNRNPUL1_5	0.00040519872	-0.0	4758	704.0
HNRNPUL1	K562	HNRNPUL1_6	0.0	-0.0	585	704.0
HNRNPU	K562	HNRNPU_1	0.0	-0.0	11	1303.0
HNRNPU	K562	HNRNPU_2	0.0	0.0	8	1303.0
HNRNPU	K562	HNRNPU_3	0.0	0.0	147	1303.0
HNRNPU	K562	HNRNPU_4	0.0	0.0	0	1303.0
HNRNPU	K562	HNRNPU_5	0.0	0.0	0	1303.0
HNRNPU	K562	HNRNPU_6	0.0	0.0	0	1303.0
IGF2BP1	K562	IGF2BP1_1	0.001359055	-0.015169548647357069	67477	
IGF2BP1	K562	IGF2BP1_2	0.009054564	-0.029012956657690703	85771	
IGF2BP1	K562	IGF2BP1_3	0.018189823	0.061019972927315355	78501	
IGF2BP1	K562	IGF2BP1_4	0.024125746	0.08738673458076153	86408	
IGF2BP1	K562	IGF2BP1_5	0.0022284416	-0.007030706709070383	121881	
IGF2BP1	K562	IGF2BP1_6	0.010295183	-0.03479831417397352	129379	
IGF2BP2	K562	IGF2BP2_1	0.0024457916	-0.031046390027007684	56061	422.0
IGF2BP2	K562	IGF2BP2_2	0.003344744	-0.0	83258	422.0
IGF2BP2	K562	IGF2BP2_3	0.0090988595	0.044759276944643996	49796	422.0
IGF2BP2	K562	IGF2BP2_4	0.012744619	0.05925008573710604	70208	422.0
IGF2BP2	K562	IGF2BP2_5	0.00076714164	-0.0001897928187621126	75350	422.0
IGF2BP2	K562	IGF2BP2_6	0.000991438	0.0	97835	422.0
ILF3	K562	ILF3_1	3.705739e-05	-0.01628420646012057	3998	131.0
ILF3	K562	ILF3_2	0.00018375702	-0.0	9733	131.0
ILF3	K562	ILF3_3	0.00083998626	-0.045496030936842485	4965	131.0
ILF3	K562	ILF3_4	0.00026483764	-0.0	5707	131.0
ILF3	K562	ILF3_5	3.7076406e-05	-0.0	2426	131.0
ILF3	K562	ILF3_6	0.0002828031	-0.0	4541	131.0
KHDRBS1	K562	KHDRBS1_1	0.0	0.0	6	154.0
KHDRBS1	K562	KHDRBS1_2	0.00051009556	-0.0	1143	154.0
KHDRBS1	K562	KHDRBS1_3	8.518986e-05	-0.0	1269	154.0
KHDRBS1	K562	KHDRBS1_4	3.203767e-05	0.0	739	154.0
KHDRBS1	K562	KHDRBS1_5	0.0	-0.0	933	154.0
KHDRBS1	K562	KHDRBS1_6	0.00020894835	-0.0	3332	154.0
KHSRP	K562	KHSRP_1	0.0021479717	0.004254241413058404	188541	253.0
KHSRP	K562	KHSRP_2	0.006664284	-0.028921459994396232	290197	253.0
KHSRP	K562	KHSRP_3	0.01504501	0.029614258132027893	248045	253.0
KHSRP	K562	KHSRP_4	0.01594386	0.02764018886724324	254312	253.0
KHSRP	K562	KHSRP_5	0.0046450067	-0.0018259618524966116	274998	253.0
KHSRP	K562	KHSRP_6	0.0047387704	-0.019445004448739193	248149	253.0
LARP4	K562	LARP4_1	0.00029474995	0.013093837045688105	6403	431.0
LARP4	K562	LARP4_2	3.8858666e-06	0.0	6832	431.0
LARP4	K562	LARP4_3	6.4465655e-07	0.0	4145	431.0
LARP4	K562	LARP4_4	2.0538032e-06	-0.0	4947	431.0
LARP4	K562	LARP4_5	1.1914921e-06	0.0	8924	431.0
LARP4	K562	LARP4_6	3.732093e-05	0.001754981359780392	13420	431.0
LARP7	K562	LARP7_1	0.0	0.0	651	191.0
LARP7	K562	LARP7_2	0.0	0.0	34	191.0
LARP7	K562	LARP7_3	0.0	0.0	493	191.0
LARP7	K562	LARP7_4	0.0	0.0	280	191.0
LARP7	K562	LARP7_5	0.0	0.0	0	191.0
LARP7	K562	LARP7_6	0.0	0.0	405	191.0
LIN28B	K562	LIN28B_1	0.003076669	0.011104166822966444	138681	129.0
LIN28B	K562	LIN28B_2	0.0029050312	-0.0053505399705248684	170562	129.0
LIN28B	K562	LIN28B_3	0.042877268	0.072210015046689	138446	129.0
LIN28B	K562	LIN28B_4	0.050166	0.08424826230168683	164298	129.0
LIN28B	K562	LIN28B_5	0.0019003185	-0.009461166484790442	206451	129.0
LIN28B	K562	LIN28B_6	0.0024147655	-0.009407317866326457	209892	129.0
LSM11	K562	LSM11_1	1.4369092e-05	-0.0	4897	65.0
LSM11	K562	LSM11_2	3.7419155e-05	0.018502222406519324	8443	65.0
LSM11	K562	LSM11_3	0.00013569786	0.023721211839814554	8958	65.0
LSM11	K562	LSM11_4	1.3320215e-06	0.0	5484	65.0
LSM11	K562	LSM11_5	0.00016163405	-0.03559359283129346	13147	65.0
LSM11	K562	LSM11_6	0.0002081718	-0.0	7158	65.0
MATR3	K562	MATR3_1	2.1483488e-06	-0.0	1164	459.0
MATR3	K562	MATR3_2	0.00064256816	-0.0	3743	459.0
MATR3	K562	MATR3_3	0.00019954737	-0.0	2616	459.0
MATR3	K562	MATR3_4	5.8528917e-06	-0.012688558810237192	3216	459.0
MATR3	K562	MATR3_5	0.0	-0.0	1130	459.0
MATR3	K562	MATR3_6	0.0	0.0	558	459.0
MBNL1	K562	MBNL1_1	2.950776e-07	0.0	3157	637.0
MBNL1	K562	MBNL1_2	0.0002467759	0.0	4424	637.0
MBNL1	K562	MBNL1_3	0.00011988462	-0.0	4191	637.0
MBNL1	K562	MBNL1_4	0.00012492859	-0.0	2956	637.0
MBNL1	K562	MBNL1_5	0.0	-0.0	1732	637.0
MBNL1	K562	MBNL1_6	0.00046742655	-0.013307765019995452	6276	637.0
METAP2	K562	METAP2_1	0.00030527162	-0.005154692637391943	54613	380.0
METAP2	K562	METAP2_2	0.0011092824	-0.022509555000553075	69471	380.0
METAP2	K562	METAP2_3	0.008239149	0.013978221435001546	67465	380.0
METAP2	K562	METAP2_4	0.0052539897	0.030650723329801448	68161	380.0
METAP2	K562	METAP2_5	0.0018226764	-0.0302244903082044	88993	380.0
METAP2	K562	METAP2_6	0.0016320281	-0.023037555992213552	75006	380.0
METTL1	K562	METTL1_1	0.0	0.0	343	
METTL1	K562	METTL1_2	0.0	0.0	12	
METTL1	K562	METTL1_3	0.0	0.0	476	
METTL1	K562	METTL1_4	0.0	0.0	0	
METTL1	K562	METTL1_5	1.1421735e-07	-0.0	849	
METTL1	K562	METTL1_6	3.1055246e-05	0.0	927	
MORC2	K562	MORC2_1	0.00019360306	0.0	3253	
MORC2	K562	MORC2_2	0.00013222455	0.0439236693459904	9418	
MORC2	K562	MORC2_3	0.0001014636	-0.0	2165	
MORC2	K562	MORC2_4	2.5624315e-05	0.0	1735	
MORC2	K562	MORC2_5	0.0	-0.0	516	
MORC2	K562	MORC2_6	9.636128e-06	-0.0	1645	
MTPAP	K562	MTPAP_1	0.00019815259	0.0	19797	319.0
MTPAP	K562	MTPAP_2	0.00024455637	-0.0	23784	319.0
MTPAP	K562	MTPAP_3	0.00013015023	0.0	15845	319.0
MTPAP	K562	MTPAP_4	0.00016280348	-0.0	16583	319.0
MTPAP	K562	MTPAP_5	0.00016127287	-0.0	17885	319.0
MTPAP	K562	MTPAP_6	0.00012234067	0.0046088340303621295	23606	319.0
NCBP2	K562	NCBP2_1	0.0006713247	-0.002825363165643306	14757	313.0
NCBP2	K562	NCBP2_2	0.00016561188	0.0066422511108687075	29421	313.0
NCBP2	K562	NCBP2_3	1.5133155e-07	0.0	4206	313.0
NCBP2	K562	NCBP2_4	0.0	-0.0	2760	313.0
NCBP2	K562	NCBP2_5	4.912151e-05	-0.0	3017	313.0
NCBP2	K562	NCBP2_6	0.0	0.0	994	313.0
NIPBL	K562	NIPBL_1	2.8481036e-06	0.0	5478	
NIPBL	K562	NIPBL_2	4.690148e-06	0.0	8410	
NIPBL	K562	NIPBL_3	1.9927837e-05	0.0	8456	
NIPBL	K562	NIPBL_4	3.274357e-05	-0.0	9893	
NIPBL	K562	NIPBL_5	0.00014723354	-0.029285668221741716	7351	
NIPBL	K562	NIPBL_6	0.00016829997	0.0	12036	
NOLC1	K562	NOLC1_1	0.00033387868	0.0	14080	
NOLC1	K562	NOLC1_2	0.00010446792	-0.0	13017	
NOLC1	K562	NOLC1_3	0.00047664082	0.0	15026	
NOLC1	K562	NOLC1_4	0.000111316636	0.017533830988395793	13188	
NOLC1	K562	NOLC1_5	0.002229314	0.03319573480106959	26215	
NOLC1	K562	NOLC1_6	0.00019821296	0.0	36856	
NONO	K562	NONO_1	0.0003303098	-0.0	22373	177.0
NONO	K562	NONO_2	0.0013822621	-0.005371066910963195	63501	177.0
NONO	K562	NONO_3	0.0057668905	-0.07535890760231638	28340	177.0
NONO	K562	NONO_4	0.0049454584	-0.1066373499179191	23618	177.0
NONO	K562	NONO_5	0.0001588934	-0.0	13510	177.0
NONO	K562	NONO_6	0.00010162981	-0.0	7751	177.0
NPM1	K562	NPM1_1	4.183644e-05	-0.0	328	
NPM1	K562	NPM1_2	4.0457703e-06	0.0	350	
NPM1	K562	NPM1_3	0.0	0.0	468	
NPM1	K562	NPM1_4	0.0	0.0	513	
NPM1	K562	NPM1_5	0.0	0.0	658	
NPM1	K562	NPM1_6	0.0	0.0	594	
NSUN2	K562	NSUN2_1	5.907027e-05	-0.0	440	399.0
NSUN2	K562	NSUN2_2	0.0	0.0	28	399.0
NSUN2	K562	NSUN2_3	0.0	0.0	28	399.0
NSUN2	K562	NSUN2_4	0.0	0.0	49	399.0
NSUN2	K562	NSUN2_5	0.0	0.0	49	399.0
NSUN2	K562	NSUN2_6	0.0	0.0	4	399.0
PABPC4	K562	PABPC4_1	0.005503917	-0.02496740236819323	77958	196.0
PABPC4	K562	PABPC4_2	0.010546252	-0.04795391101328649	103555	196.0
PABPC4	K562	PABPC4_3	0.01056523	0.057805193735617016	74743	196.0
PABPC4	K562	PABPC4_4	0.015017641	0.08774166438118626	78972	196.0
PABPC4	K562	PABPC4_5	0.012976731	-0.07534487265051011	125029	196.0
PABPC4	K562	PABPC4_6	0.0010679758	-0.00994079863532745	165778	196.0
PCBP1	K562	PCBP1_1	0.0001300702	-0.0	26794	389.0
PCBP1	K562	PCBP1_2	0.0008727321	-0.0071804332776467215	25239	389.0
PCBP1	K562	PCBP1_3	0.0015451865	0.03695913695751621	21514	389.0
PCBP1	K562	PCBP1_4	0.00019402472	0.0	18591	389.0
PCBP1	K562	PCBP1_5	0.00022377456	-0.0	27505	389.0
PCBP1	K562	PCBP1_6	0.0068140025	-0.09164667236651126	29573	389.0
PHF6	K562	PHF6_1	4.4968674e-05	-0.0	6254	155.0
PHF6	K562	PHF6_2	0.00014159501	0.0	8443	155.0
PHF6	K562	PHF6_3	1.7095885e-05	-0.0	8383	155.0
PHF6	K562	PHF6_4	2.771379e-06	0.0	2645	155.0
PHF6	K562	PHF6_5	3.325881e-06	-0.0	4765	155.0
