,Cell Line,Significant Events,MCC,dpsi_dshap_concordance,FET OR,FET P-Value
0,K562,1800,0.054311321749414145,46.03351955307263,1.288607748920382,0.02286765885976358
1,HepG2,140,0.001794560566479151,52.293577981651374,1.0076804915514592,1.0
