Position,AARS,AATF,ABCF1,ADAT1,AGGF1,AKAP1,AKAP8L,APEX1,APOBEC3C,AQR,BUD13,CPEB4,CPSF6,CSTF2T,DDX1,DDX21,DDX24,DDX3X,DDX42,DDX43,DDX47,DDX51,DDX52,DDX55,DDX6,DGCR8,DHX30,DROSHA,EEF2,EFTUD2,EIF3G,EIF4E,EIF4G2,ELAC2,ELAVL1,EWSR1,EXOSC10,EXOSC5,FAM120A,FASTKD2,FMR1,FTO,FUS,FXR1,FXR2,GARS,GEMIN5,GNL3,GPKOW,GRWD1,GTF2F1,HLTF,HNRNPA1,HNRNPC,HNRNPK,HNRNPL,HNRNPM,HNRNPU,HNRNPUL1,IGF2BP1,IGF2BP2,ILF3,KHDRBS1,KHSRP,LARP4,LARP7,LIN28B,LSM11,MATR3,MBNL1,METAP2,METTL1,MORC2,MTPAP,NCBP2,NIPBL,NOLC1,NONO,NPM1,NSUN2,PABPC4,PCBP1,PHF6,PPIL4,PRPF8,PTBP1,PUM1,PUM2,PUS1,QKI,RBFOX2,RBM15,RBM22,RNF187,RPS10,RPS11,RPS3,RPS6,RYBP,SAFB,SAFB2,SBDS,SDAD1,SERBP1,SF3B1,SF3B4,SLBP,SLTM,SMNDC1,SND1,SRSF1,SRSF7,SRSF9,SSB,SUPV3L1,TAF15,TARDBP,TBRG4,TIA1,TRA2A,TROVE2,U2AF1,U2AF2,UCHL5,UPF1,UTP18,UTP3,WDR3,WDR43,WRN,XRCC6,XRN2,YBX3,YWHAG,ZC3H11A,ZC3H8,ZNF622,ZNF800,ZRANB2
1,0.0,0.0005808766619395877,0.0,0.0,-0.000606328668349885,0.0,-0.015857008768437916,0.0,-0.11793670354332132,-0.016039169479387026,0.1198398045618544,0.0,-0.06076036211088649,0.009927959109309204,0.01835822129585158,0.0,-0.01637554577029716,-0.3895769467588912,0.0,-0.1076817959024883,0.0,0.0893883240071072,0.005847296290701589,-0.006588409506631168,-0.01341888805454733,-0.013914257098576141,0.0024696061083618976,-0.001380458308692569,0.0,0.025368148119454047,0.004924338831615334,-0.189876641351452,-0.00021112301244353258,-0.030689428921846642,-0.006724043943885046,0.00678987306368111,-0.007156952909846067,0.0,-0.004194048825929615,-0.21070153973365235,0.05238847355562889,-0.109102812546221,-0.00064863331205132,-0.02217019955482548,0.004015120989836187,-0.016352438991172957,-0.007130144524284086,,0.02905409160703542,-0.024775836009346037,-0.007964598119887572,0.30630759235288274,0.0,0.0,0.002647631621041057,0.0,0.009993015504179005,0.0,0.011160179772237433,-0.02702213335649142,-0.08434459727881048,-0.5035103398429996,0.0,-0.00042035168868547964,0.05081460846526319,0.0,-0.012502438529501626,-0.003443441025195942,0.0,-0.05077644218941649,-0.008666694030273014,0.0,-0.00010891348130864467,-0.0006949540582201121,-0.05987396959640216,0.001882304843717263,0.34351880020138736,0.0055919363536398176,0.0,0.0,-0.061986012869170465,-0.043202793318312616,-0.016234439876199692,0.0,0.16142586652342258,-0.01137848699273008,-0.0024220942477631664,-0.2651178375551743,0.0,-0.0963961287658401,-0.0025166808143084816,-0.22398241204067923,0.0,0.0,0.0,0.0,-0.03510930187511282,0.0,,0.0,0.0,,0.0,0.0009949836800474936,0.0,0.029195945984956107,0.0,0.11355615780876205,-0.0017999916865588214,-0.17718816560276682,-0.09592380786379623,-0.012461245353012506,-0.36769041900016086,-0.00016550115561192962,,-0.000970374141995896,0.0002651246631825247,0.016736549088007705,-0.006866259462658643,-0.03414250115842125,0.0,-0.009415492157721436,-0.010522222830542653,-0.0039829991103709755,-0.004005921932901195,0.0,,0.0,0.0,0.0,0.012546082702175868,-0.008110705413985396,-0.0023007103358968634,0.0,-0.0005666287040718278,-6.921262882484803e-06,-0.015618987383506071,-0.01993122485341692,0.0
2,0.0,0.0060460936466465364,0.0,0.0,0.035933678780158664,0.0,-0.0008703798433399505,0.0,-0.004009261605642235,-0.23183257767311366,-0.1343527564656814,-0.22518947815641444,-0.020291669799841126,0.007209397854411996,-0.004197207260287355,0.0,-0.010869934618209984,-0.13830645814702688,0.0,-0.09001968929539597,-0.08810177762220558,-0.004326749956297655,-0.0073985157230457765,-0.06165783263080175,-5.806368373864418e-05,0.0007251887927804819,-0.0021437436511005555,-0.028826780324283242,0.0,-0.11474996175265298,-0.008811872249376412,-0.0015376961366859226,0.0023184875234331164,-0.20239010609110794,-0.00019752873926308408,-0.006027676589417171,-0.0027421851766271464,0.3523573089504506,0.09572368465737607,-0.00744763475403296,0.0011067765470894858,-0.002068600212230394,-0.03014891419643283,0.004029249186220291,-0.031573400055817935,0.012684714902059739,-0.024951199186607063,,-0.3467357138862143,-0.011241628238359936,-0.016372037905453572,-0.11945884598090369,0.0,0.0,-0.0003261130170906195,0.3647835702378286,-0.007288847321388067,0.0,0.0,-0.2395939573568751,-0.1350895962695444,-0.04717461660424161,-0.0024006066378206015,-0.14216036520399566,0.0,0.0,0.0059238210275478695,-0.0016842107450101037,0.0,0.001098546693389869,-0.04054026083571978,0.0,0.29334996057408197,-0.017569894363362516,-0.00553317645785381,-0.00016078374233029807,-0.0060419197576745435,-0.018036472636943416,0.0,0.0,-0.4624639812603221,-0.034580681373610714,0.06562091237261095,0.0,-0.1606228629858343,-0.0010027607481556526,-0.034474359916033856,-0.002582563619220209,,-0.0035320027828822996,-0.058746104441611824,-0.01859073380919654,-0.4014310154366737,0.0,-3.9649646986505473e-05,0.0,-0.014368232648426483,-0.010324633015701565,0.0,0.0,0.0,,-0.0021486454012394933,0.06656509154829486,0.0,-0.06587873434387226,0.0,0.001241643199639971,0.028706412749144365,-0.21640992503556788,-0.08462282874330297,-0.13792371103430495,0.0036259595922765193,0.0,,0.0,-0.002059074771971903,-0.029145516432490852,-0.17547670759916695,-0.4254005672670464,-0.29613515873581675,-0.014449800712478847,5.848558331317782e-05,-0.20845169451335885,0.0037683849246158813,-0.00025206135417307497,,,0.0,0.0,0.010338747149957831,-0.44705615129865955,-0.10469401993623312,0.0,0.0,0.0002531305278272446,-0.03254067898553178,-0.4050222479749717,-0.0008006781360887837
3,0.0,0.03592125069347106,0.0,0.0,-0.4859750053257618,-0.0019723499647591744,-0.009252608487118145,0.0,0.029881113463157718,0.5177471288268317,0.824750914376847,0.0,0.19449363830890365,-0.1467945993885953,0.001536449972093281,0.0,0.8824179218071546,1.0972215350611034,0.0,0.757184382434417,-0.14787812903523445,0.0,-0.014780404636295172,-0.0024058627482560126,0.00029569994011914867,-0.09001805446762312,-0.19924467217562528,0.01640942547975278,0.0,0.02802940935444916,-0.01046767981833045,0.011448475131990888,-0.005727388968055122,-0.014083334355714452,-0.8768898907982176,-0.08085427259145599,-0.015189613090650015,-0.35792707080642383,-0.25556642472355684,0.0,0.8738250350241539,0.010122919749993334,-0.01330814479373375,0.9246432183647839,0.18610698999750272,0.0,-0.03490934319441637,0.0,0.051151383724964125,0.7067207735157118,-0.025238270132889602,0.0,0.0,0.0,-0.05847767835010465,-0.40796464460018356,-0.25657353717191467,0.0,-0.027395462690037675,1.1926448769145663,0.9451397269824711,-0.3789960962391185,-0.24731842655202615,0.00368755557015466,0.0,0.0,1.2557704557975133,-0.004868612710635304,-0.6468110962493999,0.002225765694920729,0.5043971938714342,0.0,-0.0598676057009817,0.007231144131215057,0.0,0.0,-0.025762911975107272,-0.6513001186728645,0.0,0.0,0.7124042585378524,-0.00029679822745604047,-0.022264026414620622,0.0,-0.4784785493146695,-0.21217323267552315,0.20677248745996032,0.8777627036926594,,-0.3679326140078517,-0.20685100848805438,0.023585840953184115,-0.10518891339443522,0.0,,,1.3167967574694215,0.0,,-2.283453627636558,-1.0835698246955872,,0.0,-0.029003636806669553,0.0,1.068200054047719,,-0.5097286068039499,-0.006859475815082857,1.2547257303021278,0.36964197717641795,-0.052555811500857,0.0,0.0,0.0,0.0,0.00473584203807857,0.0,-0.06914573553912887,0.17927663622222925,0.29631402630072373,-0.0016622364232631974,-0.0009897787929609547,1.117757612592074,0.3497294622678726,0.0,0.0,0.0,0.0,0.0,-0.03275241758262128,-0.007892975080183032,1.2465137414711998,-0.00045817669618486434,-0.0006377178153798013,0.0071170953105836885,0.8259903625722838,0.5737611761557743,-0.0030401010609326378
4,0.0,-0.1626498977991118,0.0,0.0,-0.11432018957305595,0.0,8.469167555574586e-05,0.0,-0.0024212065876660274,1.0292456501520604,0.3738327373463,0.0,-0.10949699558227895,-0.1307449837323922,-0.00035461177447500513,0.0,1.0511978448030992,0.79347367195812,0.022029851543872308,0.7839560887295983,0.0,-0.011638826744263453,-0.00011082397174041384,0.18664570692988527,0.023613762351022756,-0.06657343747930264,0.0025879671797849283,-0.030530409990336092,0.0,0.6225392626491775,0.004415207221871242,0.07577347998752944,-0.0006926115701031239,-0.09090407351280409,-0.003554134905094449,-0.000662114159719456,0.30683862961972297,-0.7399787139269262,0.0,-0.031730575209524506,0.5162689041832219,0.043117817664774606,-0.021410103451373865,1.2414154757758578,0.3490275946709118,0.0,0.0057340552091434,,0.4446525009184299,0.6420099828625888,-0.09016833681491547,0.0,0.0,-4.2690685643539116e-05,-0.2596947881512176,-0.5501844972240767,-0.5131198019617134,,-0.040881596872762695,1.327069416214112,0.7733688309391631,-0.14013083285611608,0.0,0.1513815404293512,0.0,0.0,1.3286179516174859,-0.005042550279597793,-0.0001293203847927867,0.0,0.7781316363450252,,0.0,-0.0029307807980258945,-0.012462431113909251,-0.09440287923195748,0.004740985662908151,-0.47895856515553276,0.0,0.0,0.9297338086697791,-0.0052566429592470505,0.0,0.0,0.8979943622722161,-4.534610265588098e-05,0.09687059976563406,0.9882702309872218,,7.562450830183595e-06,-0.09069116855827827,0.25910426623931526,0.3962120583470059,0.0,0.0,,0.8966935439956673,0.0,0.0,0.0005777887440155445,-0.0033772741399593215,,0.0,0.06592943452029343,,-0.05590757647521328,,-0.00675083688621396,-0.36515581121801116,1.2945175925305992,0.8709125658089436,-0.12862306761743367,0.0,0.0,,0.0,-0.03459024658376301,0.0,-0.025294411127686676,-0.021247501053425048,0.9642087662220001,-0.13066233025458843,-0.008493996252533656,0.9231288941862021,0.39535428790841254,0.0,,,0.0,0.0,0.0,-0.10452274927037639,1.2566537811471028,-0.01466642453683069,0.12985019545469964,-0.01843668686880214,1.0206427144344374,0.7940311538100074,-0.03262254104862366
5,0.0,0.010500368758113056,0.0,0.07980516459792852,-0.009366043390263246,0.0,-0.0006793858329975009,0.0,-0.015329641654946803,-0.3816079053668225,-0.0856955264884223,0.0,0.1468677520705387,-0.0038678931483394265,0.0,0.03497353962447286,-0.028846867027576672,-1.7307191582850066,-0.031962642487007795,-0.06985738708658785,0.0,0.0,-0.0016938055491440343,-0.028765420526921385,0.015675869068370738,0.000988945169720247,-0.05936940429772405,-0.3258356719898092,0.0,0.4455827246011364,-0.00019871434504837627,-0.2676944943616189,-0.09963540887732185,0.0026219234426059245,-0.31481849982349175,0.0008677540955494534,-0.011337293630723024,0.078711898624897,0.320329876718196,0.002543512297744082,-0.11071673687181699,-0.38327113558717124,-0.07171921429728279,0.08240604868379732,-0.0145593456099355,0.0,-0.34704744102795737,0.0,-0.005297017303475741,-0.0209008574549572,0.003733675506503568,-0.13279507081184921,0.0,-0.03789874074192574,-0.0006728009160738792,-1.4757115055705292e-05,-2.9375711140317087e-05,,-0.10583478955211183,-0.0459873532462721,-0.014094020369860967,0.0,0.0,-0.03423024814818372,0.004581832073168002,,-0.0010961956993411261,-0.02921339775452316,0.0,-0.03370805665603072,-0.1477486655921588,-0.011408397611780351,0.0,-0.03366677107879464,-0.00650434129146932,-0.052362326859974835,0.18162964622532107,-0.002527810385172149,0.0,0.0,-0.23049394378369634,-0.0046672455169971695,0.015366731786343735,0.0,0.047441809656199985,-0.008327426998965659,-0.04015934753803319,0.06194485031623678,,-0.06308930455729618,-0.03121818992383119,0.020454363336248605,0.0,0.0,,,-0.037631698163340714,-0.002148629661900012,0.0,0.0,-0.16020164442689797,,0.0,-0.033509793366900964,-0.05715091856090362,-0.22545772301503797,,0.0766202796073187,-0.012914160689217828,0.019977561006074722,0.0012526247622865504,-0.1481116897611662,0.0,0.01530785231250731,0.0,0.0,-0.14413218558765947,0.0,-0.0016858657658927508,0.0032881357501157666,0.04633973414361801,-0.2696399121569383,-0.016283147064976772,-0.17360278595142406,-0.024954438551384777,0.01673442877542514,,,0.3550767165773055,0.0,-0.006105623973704035,-0.05455751177854836,-0.019036018182053926,0.0,0.2244022898200267,0.0005335858727341274,-0.13921237849826612,-0.02687167989313155,-0.0019245748554097273
6,,6.719437095386595e-06,0.0,0.588917592074722,-0.00642312385521854,-0.6447181207834235,0.0,0.0,-0.020847727857960935,-0.0005466928278564456,-0.01620900528834852,-0.03408335051440363,-0.0024102434241069157,-0.0069524261366302265,0.0,0.0,-0.0003007544386778101,-1.3653550811907873,0.0,-0.13202639524919335,,0.0,0.001627207266281248,-0.03465190395017934,-0.04491560233743337,-0.12693079014819475,0.0050407343779473495,-0.005986767822319032,0.0,-0.017740777343080917,0.0,-0.12826593548700374,0.0006463629936531236,0.013341936131617058,0.056125083303455045,-0.0053614455854724425,-0.11685134057506852,0.0,-0.017661252383855346,0.0,-0.008174210046407478,-0.22228200855802316,0.03507886720258312,-0.03045835321434679,-0.05697285771226594,0.0,-0.03308360025484385,0.0,-0.12701226567693796,-0.2618911728033281,0.01453745495090363,0.0,0.0,0.0,-0.004238765768573627,-0.005339407441507125,-0.023238950790243736,,0.0,-0.21962757587796258,-0.0695551023947121,-0.014948390440686661,-0.5066466671186727,-0.08652265865156367,-0.006612156378183728,0.0,-0.07755612491757459,-0.03490099592814572,0.0,-0.23096993484635478,-0.3363676035380536,0.0018708793239235748,0.04446739483286034,-0.0023955764478939125,0.0,-0.009844800962408291,-0.01794449904428643,0.006856179361210565,0.0,0.0,-0.056170883701667104,-0.4284480643537846,0.0,0.0,-0.006823701202160568,-0.015894119889776716,-0.1275519491347846,0.044592991092242386,,-0.0006936513024330078,-0.03508916179664799,-0.21052333752218055,-0.03257173753644562,-0.020521387096475035,0.0,,-0.2966334413231972,-0.1206531809821884,0.0,-0.021131138252231348,2.0916064292109127e-05,,0.0,0.0,,-0.0014029111298179972,0.0,-0.0036495553002515364,-0.004026208586898246,-0.010902480675960544,-0.17413368618112254,0.0020952457055530963,0.0,0.0,0.0,0.0,-0.01649564877622808,0.0,-0.08747273747995968,-0.2254082668973407,0.00023442775818693917,0.6290332435671963,-0.060546711714407384,-0.08140989564377024,-0.024331414363659692,0.002653458101439823,,,0.0,0.0,0.0,-0.032810794000665264,-0.22033418389828743,0.0,0.1849569681508466,-0.02861112945760889,-0.1135625965834862,-0.0036273336430254232,0.0
