Cell Line	Column	Column Type	RBP 1	Position 1	RBP 2	Position 2	# UBPs - Signed-Local-SHAP-Mean-Bound-Only	Value - Signed-Local-SHAP-Mean-Bound-Only	PPI	Abs. SHAP Value
HepG2	IGF2BP1_2-WDR43_2-interaction-shap	interaction	IGF2BP1	2	WDR43	2	10	0.0	false	0.0
HepG2	IGF2BP1_2-XRN2_2-interaction-shap	interaction	IGF2BP1	2	XRN2	2	21	0.0	false	0.0
HepG2	IGF2BP1_2-YBX3_2-interaction-shap	interaction	IGF2BP1	2	YBX3	2	24	0.0	false	0.0
HepG2	IGF2BP1_2-ZNF800_2-interaction-shap	interaction	IGF2BP1	2	ZNF800	2	76	0.0	false	0.0
HepG2	IGF2BP3_2-LARP7_2-interaction-shap	interaction	IGF2BP3	2	LARP7	2	6	0.0	false	0.0
HepG2	IGF2BP3_2-LIN28B_2-interaction-shap	interaction	IGF2BP3	2	LIN28B	2	44	0.0	false	0.0
HepG2	IGF2BP3_2-PRPF8_2-interaction-shap	interaction	IGF2BP3	2	PRPF8	2	324	0.0	false	0.0
HepG2	IGF2BP3_2-PTBP1_2-interaction-shap	interaction	IGF2BP3	2	PTBP1	2	35	0.0	false	0.0
HepG2	IGF2BP3_2-RBFOX2_2-interaction-shap	interaction	IGF2BP3	2	RBFOX2	2	48	0.0	false	0.0
HepG2	IGF2BP3_2-RBM22_2-interaction-shap	interaction	IGF2BP3	2	RBM22	2	29	0.0	false	0.0
