RBP	Position	Cell Line	Feature	Global SHAP	ElasticNet Coefficient	Binding Percentage	# RBP Diff. Events	# RBP Diff. Events w/ RBP KD	# RBP Diff. Events w/ RBP KD at Position
IGF2BP1	2	HepG2	IGF2BP1_2	0.0018058775	-0.02042689904636847	0.008536180424199282	0.0	0.0	0.0
IGF2BP1	3	HepG2	IGF2BP1_3	0.014767912	0.10520913668966983	0.007128618758506847	0.0	0.0	0.0
IGF2BP1	4	HepG2	IGF2BP1_4	0.014943301	0.08496654706002982	0.007848736981805026	0.0	0.0	0.0
IGF2BP1	5	HepG2	IGF2BP1_5	0.0009232639	-0.0	0.011375279406507162	0.0	0.0	0.0
IGF2BP1	6	HepG2	IGF2BP1_6	0.0021102845	0.023485197108229734	0.011275769846481574	0.0	0.0	0.0
IGF2BP3	1	HepG2	IGF2BP3_1	0.0026590233	-0.0	0.0034998085130534687	735.0	6.0	1.0
IGF2BP3	2	HepG2	IGF2BP3_2	0.0005763492	0.0	0.004438253681482417	735.0	6.0	0.0
IGF2BP3	3	HepG2	IGF2BP3_3	0.0010417228	0.002406244441806456	0.003574705900450127	735.0	6.0	0.0
IGF2BP3	4	HepG2	IGF2BP3_4	0.0077184844	0.044911033438911306	0.004296097167160148	735.0	6.0	1.0
IGF2BP3	5	HepG2	IGF2BP3_5	0.00076841004	-0.0034311532605597926	0.005845390999370904	735.0	6.0	2.0
IGF2BP3	6	HepG2	IGF2BP3_6	0.00038666863	-0.011223646707973418	0.007954399584987847	735.0	6.0	4.0
ILF3	1	HepG2	ILF3_1	9.280987e-06	0.0	0.0002756138986636227	363.0	5.0	0.0
ILF3	2	HepG2	ILF3_2	0.00013273938	0.0	0.0003091373751754413	363.0	5.0	0.0
ILF3	3	HepG2	ILF3_3	0.0022657148	-0.2523606038540381	0.0005584417099943456	363.0	5.0	3.0
ILF3	4	HepG2	ILF3_4	0.0023257514	-0.2706854215217206	0.0005913286648002436	363.0	5.0	2.0
ILF3	5	HepG2	ILF3_5	0.0	0.0	0.00022384346658208	363.0	5.0	0.0
ILF3	6	HepG2	ILF3_6	0.0	-0.0	0.0004440799768306099	363.0	5.0	0.0
KHSRP	1	HepG2	KHSRP_1	5.059283e-05	-0.0	0.0033353737390239787	446.0	43.0	4.0
KHSRP	2	HepG2	KHSRP_2	0.0056591555	-0.026376303420907785	0.012432329786139316	446.0	43.0	18.0
KHSRP	3	HepG2	KHSRP_3	0.003042525	-0.04473183591515191	0.007957370019615478	446.0	43.0	13.0
KHSRP	4	HepG2	KHSRP_4	0.00087496836	-0.0	0.008539150858826911	446.0	43.0	14.0
KHSRP	5	HepG2	KHSRP_5	0.0044326046	-0.051710868000283856	0.006485944009429008	446.0	43.0	9.0
KHSRP	6	HepG2	KHSRP_6	0.00067529175	-0.011172603530866078	0.007297721358379756	446.0	43.0	9.0
LARP4	1	HepG2	LARP4_1	0.0030391947	-0.013267554143302189	0.007807150897018214	621.0	16.0	0.0
LARP4	2	HepG2	LARP4_2	0.005404945	-0.053456526292620155	0.010849300303514766	621.0	16.0	2.0
LARP4	3	HepG2	LARP4_3	0.01605393	0.08170031395125564	0.009980448174933139	621.0	16.0	2.0
LARP4	4	HepG2	LARP4_4	0.027248688	0.09959690860846242	0.011912079378500206	621.0	16.0	0.0
LARP4	5	HepG2	LARP4_5	0.010362717	-0.03873389521607762	0.02093201629919915	621.0	16.0	7.0
LARP4	6	HepG2	LARP4_6	0.0022250358	-0.0042028452452727155	0.023811428322882	621.0	16.0	7.0
LARP7	1	HepG2	LARP7_1	0.00010549394	-0.0	0.0007977738714204937	199.0	0.0	0.0
LARP7	2	HepG2	LARP7_2	0.0	-0.0	0.0004434434551246893	199.0	0.0	0.0
LARP7	3	HepG2	LARP7_3	8.102345e-06	0.0	0.0007470643088488187	199.0	0.0	0.0
LARP7	4	HepG2	LARP7_4	0.0	-0.0	0.0006891408336100435	199.0	0.0	0.0
LARP7	5	HepG2	LARP7_5	0.0001695466	-0.0	0.000999551252197326	199.0	0.0	0.0
LARP7	6	HepG2	LARP7_6	0.0	0.0	0.0005325564939535742	199.0	0.0	0.0
LIN28B	1	HepG2	LIN28B_1	0.00047436808	0.00018914254027228072	0.010861818563731205	256.0	5.0	2.0
LIN28B	2	HepG2	LIN28B_2	0.00077914033	-0.008402722332475165	0.01246861152337679	256.0	5.0	1.0
LIN28B	3	HepG2	LIN28B_3	0.020925963	0.0633581022570131	0.010679985529739885	256.0	5.0	1.0
LIN28B	4	HepG2	LIN28B_4	0.025847172	0.0682126098087823	0.011038135076271213	256.0	5.0	0.0
LIN28B	5	HepG2	LIN28B_5	0.001210218	-0.0029251207628964195	0.014634694888624615	256.0	5.0	0.0
LIN28B	6	HepG2	LIN28B_6	0.0067993635	0.02994274252335577	0.016023585250943377	256.0	5.0	2.0
LSM11	1	HepG2	LSM11_1	8.543347e-05	-0.0	0.002364678137495054	166.0	5.0	0.0
LSM11	2	HepG2	LSM11_2	0.0011668304	-0.016211298871384477	0.002978072888100545	166.0	5.0	2.0
LSM11	3	HepG2	LSM11_3	5.488878e-06	-0.0	0.0035059615562107013	166.0	5.0	0.0
LSM11	4	HepG2	LSM11_4	8.5216176e-05	0.0	0.003958740663022226	166.0	5.0	0.0
LSM11	5	HepG2	LSM11_5	0.00019244158	0.0	0.007078121369837146	166.0	5.0	3.0
LSM11	6	HepG2	LSM11_6	0.0017002099	0.0	0.007122465715349615	166.0	5.0	1.0
MATR3	1	HepG2	MATR3_1	0.0	0.0	4.9648693061807315e-05	1046.0	4.0	0.0
MATR3	2	HepG2	MATR3_2	0.0	-0.0	0.0003144417227247797	1046.0	4.0	2.0
MATR3	3	HepG2	MATR3_3	0.0005695566	-0.039811317080970555	0.0003121078098030708	1046.0	4.0	2.0
MATR3	4	HepG2	MATR3_4	0.0	-0.0	4.073738917891883e-05	1046.0	4.0	0.0
MATR3	5	HepG2	MATR3_5	9.079564e-06	-0.0	0.00014873390528344842	1046.0	4.0	0.0
MATR3	6	HepG2	MATR3_6	0.0	-0.0	0.00012009042851702113	1046.0	4.0	0.0
NCBP2	1	HepG2	NCBP2_1	0.0010774373	-0.015602082986341883	0.01874174510912634	893.0	60.0	22.0
NCBP2	2	HepG2	NCBP2_2	0.016493035	-0.04705012260032391	0.024014478747070675	893.0	60.0	35.0
NCBP2	3	HepG2	NCBP2_3	0.0030469855	0.021613881496014047	0.0025312346505442793	893.0	60.0	1.0
NCBP2	4	HepG2	NCBP2_4	0.0	0.0	0.000692111268237673	893.0	60.0	4.0
NCBP2	5	HepG2	NCBP2_5	0.0024670758	-0.3307278729197286	0.0005675651877792076	893.0	60.0	0.0
NCBP2	6	HepG2	NCBP2_6	0.00028290262	-0.0	0.0003214434614899064	893.0	60.0	1.0
NIP7	1	HepG2	NIP7_1	8.5648106e-05	0.0	0.0008045634362836468	149.0	0.0	0.0
NIP7	2	HepG2	NIP7_2	0.00049454515	0.0	0.001712667736730379	149.0	0.0	0.0
NIP7	3	HepG2	NIP7_3	0.0	0.0	0.0012066329805234966	149.0	0.0	0.0
NIP7	4	HepG2	NIP7_4	0.0	-0.0	0.001661533826354757	149.0	0.0	0.0
NIP7	5	HepG2	NIP7_5	0.00048980495	-0.0	0.0012064208066215232	149.0	0.0	0.0
NIP7	6	HepG2	NIP7_6	0.0	0.0	0.0008098677838329852	149.0	0.0	0.0
NKRF	1	HepG2	NKRF_1	0.0001171954	-0.0	0.0013288451480602532	267.0	5.0	1.0
NKRF	2	HepG2	NKRF_2	0.0044129	-0.04416625995690723	0.005260427551629867	267.0	5.0	0.0
NKRF	3	HepG2	NKRF_3	0.0022760958	-0.12762277624569698	0.0010207686423946796	267.0	5.0	2.0
NKRF	4	HepG2	NKRF_4	0.0	-0.01563422279193842	0.0008756416934447812	267.0	5.0	1.0
NKRF	5	HepG2	NKRF_5	0.0	-0.0	0.000316139113940568	267.0	5.0	1.0
NKRF	6	HepG2	NKRF_6	0.0	-0.0	0.0003244138961175359	267.0	5.0	0.0
NOL12	1	HepG2	NOL12_1	7.952206e-06	-0.0	0.001384222536475346	232.0	0.0	0.0
NOL12	2	HepG2	NOL12_2	0.0	-0.0	0.0012613738472326689	232.0	0.0	0.0
NOL12	3	HepG2	NOL12_3	0.0	-0.0	0.0014391755770864917	232.0	0.0	0.0
NOL12	4	HepG2	NOL12_4	0.0	-0.0	0.001011857338511791	232.0	0.0	0.0
NOL12	5	HepG2	NOL12_5	2.7412996e-06	-0.0	0.0011209147241261882	232.0	0.0	0.0
NOL12	6	HepG2	NOL12_6	0.0	0.0	0.0007540660476139453	232.0	0.0	0.0
NOLC1	1	HepG2	NOLC1_1	0.00021124695	-0.0	0.003907606752646604	0.0	0.0	0.0
NOLC1	2	HepG2	NOLC1_2	0.00037404077	0.00442437965397062	0.0035428798151540966	0.0	0.0	0.0
NOLC1	3	HepG2	NOLC1_3	0.00066583895	0.004119172854621294	0.004973992783965594	0.0	0.0	0.0
NOLC1	4	HepG2	NOLC1_4	0.0017411351	-0.02842396050363891	0.0037079511108895073	0.0	0.0	0.0
NOLC1	5	HepG2	NOLC1_5	0.0006787983	-0.0	0.0046589145395348934	0.0	0.0	0.0
NOLC1	6	HepG2	NOLC1_6	0.00035188842	0.0	0.003601227638196819	0.0	0.0	0.0
NSUN2	1	HepG2	NSUN2_1	0.0	0.0	0.00010778434220255606	316.0	0.0	0.0
NSUN2	2	HepG2	NSUN2_2	0.0	0.0	0.0001504312964992367	316.0	0.0	0.0
NSUN2	3	HepG2	NSUN2_3	0.0	0.0	0.0001330330365374068	316.0	0.0	0.0
NSUN2	4	HepG2	NSUN2_4	0.0	0.0	9.208347345651442e-05	316.0	0.0	0.0
NSUN2	5	HepG2	NSUN2_5	5.6361455e-06	-0.0	0.00011139129853610616	316.0	0.0	0.0
NSUN2	6	HepG2	NSUN2_6	0.0	0.0	4.582956282628368e-05	316.0	0.0	0.0
PABPN1	1	HepG2	PABPN1_1	0.003581791	-0.03884733948135891	0.007579912648004557	0.0	0.0	0.0
PABPN1	2	HepG2	PABPN1_2	0.00012416471	0.0	0.00927836473330271	0.0	0.0	0.0
PABPN1	3	HepG2	PABPN1_3	0.0120660355	0.038919763534157194	0.009422218638840766	0.0	0.0	0.0
PABPN1	4	HepG2	PABPN1_4	0.011391774	0.05456976237165453	0.010258608160420443	0.0	0.0	0.0
PABPN1	5	HepG2	PABPN1_5	0.0017722992	-0.009847375629908475	0.015776190481242236	0.0	0.0	0.0
PABPN1	6	HepG2	PABPN1_6	0.0004744372	-0.0	0.01599409307856906	0.0	0.0	0.0
PCBP1	1	HepG2	PCBP1_1	4.8354934e-05	0.015480297717812822	0.0019685494625104626	989.0	14.0	3.0
PCBP1	2	HepG2	PCBP1_2	0.001307293	-0.0	0.001692511216042893	989.0	14.0	2.0
PCBP1	3	HepG2	PCBP1_3	1.1100251e-05	-0.0	0.0022505285782332914	989.0	14.0	3.0
PCBP1	4	HepG2	PCBP1_4	0.00024508985	0.0	0.0019275998994295704	989.0	14.0	2.0
PCBP1	5	HepG2	PCBP1_5	8.670508e-07	0.0	0.002768445072950692	989.0	14.0	3.0
PCBP1	6	HepG2	PCBP1_6	0.0018433217	-0.0	0.002715401597457308	989.0	14.0	4.0
PCBP2	1	HepG2	PCBP2_1	0.00011247002	0.0	0.005399613631324506	457.0	26.0	3.0
PCBP2	2	HepG2	PCBP2_2	0.0014929672	-0.0	0.008043724797718706	457.0	26.0	7.0
PCBP2	3	HepG2	PCBP2_3	0.0013356698	-0.0	0.005661436226359849	457.0	26.0	9.0
PCBP2	4	HepG2	PCBP2_4	0.0002845041	-0.0	0.004642577149082931	457.0	26.0	6.0
PCBP2	5	HepG2	PCBP2_5	0.00060517975	1.2833121749883338e-05	0.0038636867549380824	457.0	26.0	4.0
PCBP2	6	HepG2	PCBP2_6	0.003352259	-0.04509628627616654	0.006720396171109765	457.0	26.0	0.0
POLR2G	1	HepG2	POLR2G_1	0.0	-0.0	3.394782431576569e-06	0.0	0.0	0.0
POLR2G	2	HepG2	POLR2G_2	0.0	0.0	0.0	0.0	0.0	0.0
POLR2G	3	HepG2	POLR2G_3	0.0	0.0	0.0	0.0	0.0	0.0
POLR2G	4	HepG2	POLR2G_4	0.0	0.0	0.0	0.0	0.0	0.0
POLR2G	5	HepG2	POLR2G_5	0.0	0.0	1.5700868746041632e-05	0.0	0.0	0.0
POLR2G	6	HepG2	POLR2G_6	0.0	0.0	0.0	0.0	0.0	0.0
PPIG	1	HepG2	PPIG_1	0.004739397	0.0	0.0836094599855934	204.0	66.0	18.0
PPIG	2	HepG2	PPIG_2	0.033458214	-0.02530493177039847	0.1271025638033445	204.0	66.0	19.0
PPIG	3	HepG2	PPIG_3	0.09365689	0.07329287477843112	0.06904181204999242	204.0	66.0	3.0
PPIG	4	HepG2	PPIG_4	0.18263881	0.10322126948836408	0.09637023497198774	204.0	66.0	12.0
PPIG	5	HepG2	PPIG_5	0.007707964	0.0	0.08974277096994239	204.0	66.0	22.0
PPIG	6	HepG2	PPIG_6	0.0054065958	0.0013152006827891135	0.12703954815445836	204.0	66.0	23.0
PRPF4	1	HepG2	PRPF4_1	0.0002494016	-0.0	0.014040183615294768	224.0	14.0	3.0
PRPF4	2	HepG2	PRPF4_2	0.004199466	-0.02339120257578539	0.03169517399851266	224.0	14.0	7.0
PRPF4	3	HepG2	PRPF4_3	0.0010152358	-0.007637204747924649	0.013833738408674518	224.0	14.0	7.0
PRPF4	4	HepG2	PRPF4_4	0.00017800629	-0.002458677502253819	0.010736635961566819	224.0	14.0	3.0
PRPF4	5	HepG2	PRPF4_5	0.0020838412	0.03457038800419543	0.011880677641008123	224.0	14.0	1.0
PRPF4	6	HepG2	PRPF4_6	0.00026490373	0.0	0.008071095231073293	224.0	14.0	0.0
PRPF8	1	HepG2	PRPF8_1	0.0049109096	-0.02763160981110925	0.016645254783725836	600.0	292.0	13.0
PRPF8	2	HepG2	PRPF8_2	0.10199358	-0.03569784969301009	0.2705268171899052	600.0	292.0	208.0
PRPF8	3	HepG2	PRPF8_3	0.0066660848	0.02897548099199232	0.01661724782866533	600.0	292.0	10.0
PRPF8	4	HepG2	PRPF8_4	0.32873368	0.1356809867713265	0.1650381966067028	600.0	292.0	67.0
PRPF8	5	HepG2	PRPF8_5	0.0005774031	0.0015392581609112437	0.017276472142097106	600.0	292.0	9.0
PRPF8	6	HepG2	PRPF8_6	0.020781104	-0.013220586311558438	0.15736174483330026	600.0	292.0	98.0
PTBP1	1	HepG2	PTBP1_1	1.403047e-05	0.0	0.0012656173252721396	907.0	20.0	1.0
PTBP1	2	HepG2	PTBP1_2	0.0005520449	-0.0	0.0017398259961829915	907.0	20.0	1.0
PTBP1	3	HepG2	PTBP1_3	0.0074797273	-0.1558513450282747	0.0028134259401690815	907.0	20.0	11.0
PTBP1	4	HepG2	PTBP1_4	0.0025731192	-0.026909096855764522	0.0022698364033128834	907.0	20.0	4.0
PTBP1	5	HepG2	PTBP1_5	1.2331788e-05	0.0	0.001225728631701115	907.0	20.0	2.0
PTBP1	6	HepG2	PTBP1_6	0.00055037066	-0.037483136882509274	0.001683812086061978	907.0	20.0	2.0
QKI	1	HepG2	QKI_1	0.00061175466	0.0	0.0019925251134334724	568.0	59.0	4.0
QKI	2	HepG2	QKI_2	0.00022107783	-0.0	0.0034338224295396994	568.0	59.0	4.0
QKI	3	HepG2	QKI_3	0.0056458195	-0.10920540166703493	0.004829290182819642	568.0	59.0	23.0
QKI	4	HepG2	QKI_4	0.0091734445	-0.16563018702061374	0.004586775412863892	568.0	59.0	28.0
QKI	5	HepG2	QKI_5	0.0020042511	-0.034274981634339924	0.004417248465187037	568.0	59.0	14.0
QKI	6	HepG2	QKI_6	0.0007353682	-0.0053370389121069825	0.002283203359137216	568.0	59.0	0.0
RBFOX2	1	HepG2	RBFOX2_1	2.1739668e-05	0.010267852260828693	0.004921798004080104	556.0	54.0	3.0
RBFOX2	2	HepG2	RBFOX2_2	0.00046181388	0.011371635830200939	0.012185147190340147	556.0	54.0	11.0
RBFOX2	3	HepG2	RBFOX2_3	0.0005192876	-0.0	0.007660326556852527	556.0	54.0	15.0
RBFOX2	4	HepG2	RBFOX2_4	0.010681146	-0.06266492701919502	0.010931411603578524	556.0	54.0	36.0
RBFOX2	5	HepG2	RBFOX2_5	0.0005442946	-0.0	0.00648849009625269	556.0	54.0	12.0
RBFOX2	6	HepG2	RBFOX2_6	9.33436e-05	-0.0	0.006648469218340737	556.0	54.0	1.0
RBM15	1	HepG2	RBM15_1	8.00566e-05	-0.0	0.0019248416387039145	413.0	4.0	0.0
RBM15	2	HepG2	RBM15_2	0.0019805757	-0.023924602374965475	0.00275571463883228	413.0	4.0	3.0
RBM15	3	HepG2	RBM15_3	0.0	0.0	0.001173109504011678	413.0	4.0	0.0
RBM15	4	HepG2	RBM15_4	0.00012444925	0.0	0.001014615599237447	413.0	4.0	0.0
RBM15	5	HepG2	RBM15_5	0.00015993044	0.0	0.00207760684812486	413.0	4.0	1.0
RBM15	6	HepG2	RBM15_6	7.468819e-05	-0.0	0.0022172172756234464	413.0	4.0	1.0
RBM22	1	HepG2	RBM22_1	2.5552505e-05	-0.0	0.0007496103956725011	781.0	72.0	0.0
RBM22	2	HepG2	RBM22_2	0.028637692	-0.05253324588507933	0.0394299735949579	781.0	72.0	48.0
RBM22	3	HepG2	RBM22_3	0.0011490594	-0.0274723466511135	0.001032438207003224	781.0	72.0	2.0
RBM22	4	HepG2	RBM22_4	0.01724594	0.04655344405509266	0.016239366109250464	781.0	72.0	11.0
RBM22	5	HepG2	RBM22_5	0.0002187877	0.0	0.0002739165074478344	781.0	72.0	0.0
RBM22	6	HepG2	RBM22_6	0.0063811876	-0.026718225105059272	0.017222579970995827	781.0	72.0	16.0
RBM5	1	HepG2	RBM5_1	0.001406093	-0.03747544461752011	0.00465148845296582	0.0	0.0	0.0
RBM5	2	HepG2	RBM5_2	0.0	0.0	0.0013199338441773646	0.0	0.0	0.0
RBM5	3	HepG2	RBM5_3	0.004051925	0.05698945245261998	0.004589321499687574	0.0	0.0	0.0
RBM5	4	HepG2	RBM5_4	0.0011543158	-0.0	0.0016942086072586813	0.0	0.0	0.0
RBM5	5	HepG2	RBM5_5	0.00073516025	-0.005605486479873211	0.006988796157106287	0.0	0.0	0.0
RBM5	6	HepG2	RBM5_6	0.0	-0.0	0.0008932521273085847	0.0	0.0	0.0
RPS3	1	HepG2	RPS3_1	0.0002611259	-0.0011813633827887594	0.02630298645375723	0.0	0.0	0.0
RPS3	2	HepG2	RPS3_2	0.009882378	-0.02364032633068523	0.02957789063071875	0.0	0.0	0.0
RPS3	3	HepG2	RPS3_3	0.030536963	0.03506948449158727	0.025749000395704328	0.0	0.0	0.0
RPS3	4	HepG2	RPS3_4	0.023262314	0.04445445428983755	0.02398604744420622	0.0	0.0	0.0
RPS3	5	HepG2	RPS3_5	0.0120982835	-0.01604695779113726	0.028061695927215864	0.0	0.0	0.0
RPS3	6	HepG2	RPS3_6	0.013783791	-0.04474721122397652	0.024980718696658154	0.0	0.0	0.0
SAFB	1	HepG2	SAFB_1	0.0	0.0	1.2518260216438598e-05	0.0	0.0	0.0
SAFB	2	HepG2	SAFB_2	0.0	0.0	0.00012093912412491526	0.0	0.0	0.0
SAFB	3	HepG2	SAFB_3	7.0951705e-06	-0.0	3.8827824061157005e-05	0.0	0.0	0.0
SAFB	4	HepG2	SAFB_4	0.0	0.0	0.0	0.0	0.0	0.0
SAFB	5	HepG2	SAFB_5	0.0	0.0	0.0	0.0	0.0	0.0
SAFB	6	HepG2	SAFB_6	0.0	0.0	3.1826085296030334e-06	0.0	0.0	0.0
SDAD1	1	HepG2	SDAD1_1	0.0011892066	0.0	0.004422977160540322	0.0	0.0	0.0
SDAD1	2	HepG2	SDAD1_2	5.2081235e-05	0.0	0.005963996210574111	0.0	0.0	0.0
SDAD1	3	HepG2	SDAD1_3	3.4361914e-05	0.0	0.004563436283646803	0.0	0.0	0.0
SDAD1	4	HepG2	SDAD1_4	0.00014806446	-0.007688928839241234	0.004636424105925699	0.0	0.0	0.0
SDAD1	5	HepG2	SDAD1_5	5.0856357e-05	-0.0024495718691189944	0.0052884345066903735	0.0	0.0	0.0
SDAD1	6	HepG2	SDAD1_6	0.00016321473	0.0	0.00543525884685606	0.0	0.0	0.0
SF3A3	1	HepG2	SF3A3_1	0.00022977263	0.011996792747961055	0.02146436061925075	1992.0	162.0	39.0
SF3A3	2	HepG2	SF3A3_2	0.0	0.0	0.0003396904170596304	1992.0	162.0	2.0
SF3A3	3	HepG2	SF3A3_3	0.024385385	0.0358587053758293	0.024679007408051786	1992.0	162.0	38.0
SF3A3	4	HepG2	SF3A3_4	0.0	0.0	0.0009112869089763351	1992.0	162.0	0.0
SF3A3	5	HepG2	SF3A3_5	0.044078678	-0.0672579414999908	0.04515315242679205	1992.0	162.0	110.0
SF3A3	6	HepG2	SF3A3_6	0.0004164363	0.0	0.0008701251719934693	1992.0	162.0	3.0
SF3B4	1	HepG2	SF3B4_1	0.0010577322	0.0	0.04783121141750201	1133.0	214.0	55.0
SF3B4	2	HepG2	SF3B4_2	0.002643765	0.03544622451405198	0.002223794666584626	1133.0	214.0	2.0
SF3B4	3	HepG2	SF3B4_3	0.078285575	0.09320630043502438	0.05390235544857276	1133.0	214.0	59.0
SF3B4	4	HepG2	SF3B4_4	0.0029155777	-0.10374022189276312	0.0032931511325312453	1133.0	214.0	5.0
SF3B4	5	HepG2	SF3B4_5	0.037605997	-0.024397605420673013	0.08264449307941775	1133.0	214.0	144.0
SF3B4	6	HepG2	SF3B4_6	0.00017056077	0.0	0.0027408624656941323	1133.0	214.0	4.0
SFPQ	1	HepG2	SFPQ_1	0.0001635182	0.0	0.00020432346760051472	854.0	4.0	0.0
SFPQ	2	HepG2	SFPQ_2	0.0006402141	-0.0	0.0010903616822419992	854.0	4.0	4.0
SFPQ	3	HepG2	SFPQ_3	0.00040963723	-0.04967064451383881	0.00021387129318932384	854.0	4.0	0.0
SFPQ	4	HepG2	SFPQ_4	1.4533001e-05	-0.0	0.0002497286826228513	854.0	4.0	0.0
SFPQ	5	HepG2	SFPQ_5	0.0	0.0	1.5913042648015167e-05	854.0	4.0	0.0
SFPQ	6	HepG2	SFPQ_6	0.0	0.0	1.9732172883538808e-05	854.0	4.0	0.0
SLTM	1	HepG2	SLTM_1	0.0	0.0	0.0005391338849147538	196.0	0.0	0.0
SLTM	2	HepG2	SLTM_2	0.00044513625	-0.0	0.0010873912476143696	196.0	0.0	0.0
SLTM	3	HepG2	SLTM_3	0.00015870402	-0.0	0.00035581563360961914	196.0	0.0	0.0
SLTM	4	HepG2	SLTM_4	0.00018051438	-0.0	0.00042031649980957394	196.0	0.0	0.0
SLTM	5	HepG2	SLTM_5	0.0	0.0	0.00017695303424592864	196.0	0.0	0.0
SLTM	6	HepG2	SLTM_6	0.0	-0.0	0.0001540382528327868	196.0	0.0	0.0
SMNDC1	1	HepG2	SMNDC1_1	0.00036883296	0.0	0.0008633356071303162	198.0	1.0	0.0
SMNDC1	2	HepG2	SMNDC1_2	0.0	-0.0	0.00033438606951029205	198.0	1.0	0.0
SMNDC1	3	HepG2	SMNDC1_3	4.7858184e-06	0.0	0.0009017390833875261	198.0	1.0	1.0
SMNDC1	4	HepG2	SMNDC1_4	0.0	-0.0	0.000253547812858375	198.0	1.0	0.0
SMNDC1	5	HepG2	SMNDC1_5	0.00029990505	0.0	0.0018817703366032868	198.0	1.0	0.0
SMNDC1	6	HepG2	SMNDC1_6	0.0	-0.0	9.420521247624978e-05	198.0	1.0	0.0
SND1	1	HepG2	SND1_1	0.00068028725	-0.021871186607220296	0.02138331018869686	85.0	3.0	3.0
SND1	2	HepG2	SND1_2	0.008032766	-0.017985177508765056	0.027288322054522328	85.0	3.0	0.0
SND1	3	HepG2	SND1_3	0.0447261	0.07894609911502384	0.025280308246244786	85.0	3.0	0.0
SND1	4	HepG2	SND1_4	0.07925104	0.11519842949802411	0.03180720181875469	85.0	3.0	0.0
SND1	5	HepG2	SND1_5	0.005498627	0.0	0.03509398773422673	85.0	3.0	0.0
SND1	6	HepG2	SND1_6	0.0041677826	-0.006992022902266937	0.033679848677573114	85.0	3.0	0.0
SRSF1	1	HepG2	SRSF1_1	0.000639428	-0.0	0.007312149183713956	1840.0	94.0	17.0
SRSF1	2	HepG2	SRSF1_2	0.0077854954	-0.026573821323327678	0.013795122758515334	1840.0	94.0	30.0
SRSF1	3	HepG2	SRSF1_3	0.00069552683	-0.0	0.0041106571768352775	1840.0	94.0	12.0
SRSF1	4	HepG2	SRSF1_4	0.00032239602	0.0008873562751908685	0.007155140496253539	1840.0	94.0	12.0
SRSF1	5	HepG2	SRSF1_5	5.8775095e-05	0.018224149806884936	0.005931533603572159	1840.0	94.0	17.0
SRSF1	6	HepG2	SRSF1_6	0.00028173064	-0.030296103059002495	0.007125860497781192	1840.0	94.0	20.0
SRSF7	1	HepG2	SRSF7_1	4.0135175e-05	0.0	0.0005240695378746328	0.0	0.0	0.0
SRSF7	2	HepG2	SRSF7_2	5.5835164e-05	-0.0	0.0013944068837700757	0.0	0.0	0.0
SRSF7	3	HepG2	SRSF7_3	0.0	-0.0	0.0006863825728843875	0.0	0.0	0.0
SRSF7	4	HepG2	SRSF7_4	8.205808e-05	0.0	0.0008726712588171517	0.0	0.0	0.0
SRSF7	5	HepG2	SRSF7_5	0.0007451592	-0.0	0.0012276381968188766	0.0	0.0	0.0
SRSF7	6	HepG2	SRSF7_6	0.0	-0.0	0.0010271338594538856	0.0	0.0	0.0
SRSF9	1	HepG2	SRSF9_1	0.00043680394	-0.0	0.0015944868733311197	573.0	7.0	2.0
SRSF9	2	HepG2	SRSF9_2	0.0	0.0	0.0018257564264822733	573.0	7.0	0.0
SRSF9	3	HepG2	SRSF9_3	6.567295e-05	0.0	0.0009513877764493334	573.0	7.0	1.0
SRSF9	4	HepG2	SRSF9_4	8.04585e-05	-0.0	0.001402893839849017	573.0	7.0	0.0
SRSF9	5	HepG2	SRSF9_5	0.0	0.0	0.0010907860300459463	573.0	7.0	2.0
SRSF9	6	HepG2	SRSF9_6	0.0006527369	0.0	0.0012634955862524042	573.0	7.0	2.0
SSB	1	HepG2	SSB_1	0.0	0.0	5.049738866970146e-05	511.0	0.0	0.0
SSB	2	HepG2	SSB_2	0.0	-0.0	7.150260496508148e-05	511.0	0.0	0.0
SSB	3	HepG2	SSB_3	1.0890137e-05	0.0	5.049738866970146e-05	511.0	0.0	0.0
SSB	4	HepG2	SSB_4	9.917996e-05	0.0	0.000190956511776182	511.0	0.0	0.0
SSB	5	HepG2	SSB_5	0.0	0.0	2.2702607511168305e-05	511.0	0.0	0.0
SSB	6	HepG2	SSB_6	0.0	0.0	0.0001659199913433048	511.0	0.0	0.0
STAU2	1	HepG2	STAU2_1	8.926061e-05	-0.0	0.00022405564048405354	0.0	0.0	0.0
STAU2	2	HepG2	STAU2_2	0.0	0.0	3.6493911139448115e-05	0.0	0.0	0.0
STAU2	3	HepG2	STAU2_3	1.7873093e-05	-0.0	0.0002195999885426093	0.0	0.0	0.0
STAU2	4	HepG2	STAU2_4	0.0	-0.0	0.00016570781744133128	0.0	0.0	0.0
STAU2	5	HepG2	STAU2_5	0.0	-0.0	0.00011478608096768274	0.0	0.0	0.0
STAU2	6	HepG2	STAU2_6	0.00036593326	0.0	0.0002641565079570518	0.0	0.0	0.0
SUB1	1	HepG2	SUB1_1	0.00019503901	-0.0	0.005906709257041256	116.0	3.0	0.0
SUB1	2	HepG2	SUB1_2	0.0025236707	-0.06117692189241949	0.008032903928718057	116.0	3.0	0.0
SUB1	3	HepG2	SUB1_3	0.0036339103	0.04825475844899929	0.006609004872573659	116.0	3.0	0.0
