run_id	run_name	state	sweep_name	sweep_id	model.name	dataset.name	model.n_jobs	training.seed	dataset.window	model.max_depth	model.objective	model.reg_alpha	model.subsample	dataset.cell_line	model.eval_metric	model.n_estimators	training.criterion	model.learning_rate	training.batch_size	training.wandb.track	dataset.target_fields	training.wandb.entity	dataset.min_read_count	model.colsample_bytree	training.profile.plots	training.wandb.project	dataset.fold_filter.seed	dataset.fold_filter.side	training.profile.metrics	training.wandb.save_code	dataset.three_exon_combos	training.wandb.save_model	training.wandb.save_plots	training.data_split.method	model.early_stopping_rounds	dataset.fold_filter.num_folds	training.data_split.num_folds	training.wandb.save_artifacts	dataset.fold_filter.fold_index	dataset.fold_filter.group_column	training.data_split.group_column	training.data_split.validate_frac_of_train	dataset.features.binding_matrix.in_silico_kd	dataset.features.binding_matrix.binding_format	holdout_fold_mean_mean_absolute_error	holdout_fold_mean_r2_score	holdout_fold_mean_rmse	holdout_loss	holdout_mean_absolute_error	holdout_r2_score	holdout_rmse	model.reg_lambda	model.min_child_weight	model.gamma
a7g4atov	serene-sweep-85	finished	1D_reg_lambda	kuiwxxeo	XGBRegressor	RBPSEDataset	-1	400	100	7	reg:logistic	0.3	1.0	K562	['rmse', 'logloss']	20000	mean_squared_error	0.1	1024	True	['target_psi']	platiglab	40		['fancy_scatter', 'cumul_resid_dist', ['wandb_faux_pr_curve', {'thresh': 0.5}], ['wandb_faux_roc_curve', {'thresh': 0.5}]]	yogi-xgbregressor-hyperparameter-sweep-march-2025	17	train	['r2_score', 'mean_absolute_error', 'rmse']	False	all	False	False	cross_validation	100	5	5	False	1	ensembl_gene_id	ensembl_gene_id	0.1	True	binary	0.1844	0.2828	0.2828	0.07999	0.1844	0.283	0.2828	100.0		
edrljmdy	lemon-sweep-86	finished	1D_reg_lambda	kuiwxxeo	XGBRegressor	RBPSEDataset	-1	500	100	7	reg:logistic	0.3	1.0	K562	['rmse', 'logloss']	20000	mean_squared_error	0.1	1024	True	['target_psi']	platiglab	40		['fancy_scatter', 'cumul_resid_dist', ['wandb_faux_pr_curve', {'thresh': 0.5}], ['wandb_faux_roc_curve', {'thresh': 0.5}]]	yogi-xgbregressor-hyperparameter-sweep-march-2025	17	train	['r2_score', 'mean_absolute_error', 'rmse']	False	all	False	False	cross_validation	100	5	5	False	1	ensembl_gene_id	ensembl_gene_id	0.1	True	binary	0.1845	0.2768	0.2839	0.08064	0.1844	0.2772	0.284	100.0		
mr2tenrm	faithful-sweep-87	finished	1D_reg_lambda	kuiwxxeo	XGBRegressor	RBPSEDataset	-1	600	100	7	reg:logistic	0.3	1.0	K562	['rmse', 'logloss']	20000	mean_squared_error	0.1	1024	True	['target_psi']	platiglab	40		['fancy_scatter', 'cumul_resid_dist', ['wandb_faux_pr_curve', {'thresh': 0.5}], ['wandb_faux_roc_curve', {'thresh': 0.5}]]	yogi-xgbregressor-hyperparameter-sweep-march-2025	17	train	['r2_score', 'mean_absolute_error', 'rmse']	False	all	False	False	cross_validation	100	5	5	False	1	ensembl_gene_id	ensembl_gene_id	0.1	True	binary	0.1857	0.2803	0.2832	0.08026	0.1857	0.2806	0.2833	100.0		
uhoyjwus	glowing-sweep-88	finished	1D_reg_lambda	kuiwxxeo	XGBRegressor	RBPSEDataset	-1	700	100	7	reg:logistic	0.3	1.0	K562	['rmse', 'logloss']	20000	mean_squared_error	0.1	1024	True	['target_psi']	platiglab	40		['fancy_scatter', 'cumul_resid_dist', ['wandb_faux_pr_curve', {'thresh': 0.5}], ['wandb_faux_roc_curve', {'thresh': 0.5}]]	yogi-xgbregressor-hyperparameter-sweep-march-2025	17	train	['r2_score', 'mean_absolute_error', 'rmse']	False	all	False	False	cross_validation	100	5	5	False	1	ensembl_gene_id	ensembl_gene_id	0.1	True	binary	0.1847	0.2819	0.2829	0.08005	0.1846	0.2825	0.2829	100.0		
5zozior6	floral-sweep-89	finished	1D_reg_lambda	kuiwxxeo	XGBRegressor	RBPSEDataset	-1	800	100	7	reg:logistic	0.3	1.0	K562	['rmse', 'logloss']	20000	mean_squared_error	0.1	1024	True	['target_psi']	platiglab	40		['fancy_scatter', 'cumul_resid_dist', ['wandb_faux_pr_curve', {'thresh': 0.5}], ['wandb_faux_roc_curve', {'thresh': 0.5}]]	yogi-xgbregressor-hyperparameter-sweep-march-2025	17	train	['r2_score', 'mean_absolute_error', 'rmse']	False	all	False	False	cross_validation	100	5	5	False	1	ensembl_gene_id	ensembl_gene_id	0.1	True	binary	0.1843	0.282	0.2829	0.08002	0.1842	0.2827	0.2829	100.0		
nslh7pfv	desert-sweep-90	finished	1D_reg_lambda	kuiwxxeo	XGBRegressor	RBPSEDataset	-1	900	100	7	reg:logistic	0.3	1.0	K562	['rmse', 'logloss']	20000	mean_squared_error	0.1	1024	True	['target_psi']	platiglab	40		['fancy_scatter', 'cumul_resid_dist', ['wandb_faux_pr_curve', {'thresh': 0.5}], ['wandb_faux_roc_curve', {'thresh': 0.5}]]	yogi-xgbregressor-hyperparameter-sweep-march-2025	17	train	['r2_score', 'mean_absolute_error', 'rmse']	False	all	False	False	cross_validation	100	5	5	False	1	ensembl_gene_id	ensembl_gene_id	0.1	True	binary	0.1848	0.2782	0.2836	0.08045	0.1847	0.2789	0.2836	100.0		
ngf92i8b	sunny-sweep-91	finished	1D_reg_lambda	kuiwxxeo	XGBRegressor	RBPSEDataset	-1	100	100	7	reg:logistic	0.3	1.0	HepG2	['rmse', 'logloss']	20000	mean_squared_error	0.1	1024	True	['target_psi']	platiglab	40		['fancy_scatter', 'cumul_resid_dist', ['wandb_faux_pr_curve', {'thresh': 0.5}], ['wandb_faux_roc_curve', {'thresh': 0.5}]]	yogi-xgbregressor-hyperparameter-sweep-march-2025	17	train	['r2_score', 'mean_absolute_error', 'rmse']	False	all	False	False	cross_validation	100	5	5	False	1	ensembl_gene_id	ensembl_gene_id	0.1	True	binary	0.193	0.286	0.2909	0.08456	0.1928	0.2866	0.2908	0.01		
rftdi08e	rich-sweep-92	finished	1D_reg_lambda	kuiwxxeo	XGBRegressor	RBPSEDataset	-1	200	100	7	reg:logistic	0.3	1.0	HepG2	['rmse', 'logloss']	20000	mean_squared_error	0.1	1024	True	['target_psi']	platiglab	40		['fancy_scatter', 'cumul_resid_dist', ['wandb_faux_pr_curve', {'thresh': 0.5}], ['wandb_faux_roc_curve', {'thresh': 0.5}]]	yogi-xgbregressor-hyperparameter-sweep-march-2025	17	train	['r2_score', 'mean_absolute_error', 'rmse']	False	all	False	False	cross_validation	100	5	5	False	1	ensembl_gene_id	ensembl_gene_id	0.1	True	binary	0.1937	0.2857	0.2907	0.08453	0.1937	0.2868	0.2907	0.01		
z9a73xw4	generous-sweep-93	finished	1D_reg_lambda	kuiwxxeo	XGBRegressor	RBPSEDataset	-1	300	100	7	reg:logistic	0.3	1.0	HepG2	['rmse', 'logloss']	20000	mean_squared_error	0.1	1024	True	['target_psi']	platiglab	40		['fancy_scatter', 'cumul_resid_dist', ['wandb_faux_pr_curve', {'thresh': 0.5}], ['wandb_faux_roc_curve', {'thresh': 0.5}]]	yogi-xgbregressor-hyperparameter-sweep-march-2025	17	train	['r2_score', 'mean_absolute_error', 'rmse']	False	all	False	False	cross_validation	100	5	5	False	1	ensembl_gene_id	ensembl_gene_id	0.1	True	binary	0.193	0.289	0.2902	0.08425	0.193	0.2892	0.2903	0.01		
xfdolv6k	valiant-sweep-94	finished	1D_reg_lambda	kuiwxxeo	XGBRegressor	RBPSEDataset	-1	400	100	7	reg:logistic	0.3	1.0	HepG2	['rmse', 'logloss']	20000	mean_squared_error	0.1	1024	True	['target_psi']	platiglab	40		['fancy_scatter', 'cumul_resid_dist', ['wandb_faux_pr_curve', {'thresh': 0.5}], ['wandb_faux_roc_curve', {'thresh': 0.5}]]	yogi-xgbregressor-hyperparameter-sweep-march-2025	17	train	['r2_score', 'mean_absolute_error', 'rmse']	False	all	False	False	cross_validation	100	5	5	False	1	ensembl_gene_id	ensembl_gene_id	0.1	True	binary	0.1928	0.2872	0.2904	0.08438	0.1929	0.2881	0.2905	0.01		
65pkw9nh	avid-sweep-95	finished	1D_reg_lambda	kuiwxxeo	XGBRegressor	RBPSEDataset	-1	500	100	7	reg:logistic	0.3	1.0	HepG2	['rmse', 'logloss']	20000	mean_squared_error	0.1	1024	True	['target_psi']	platiglab	40		['fancy_scatter', 'cumul_resid_dist', ['wandb_faux_pr_curve', {'thresh': 0.5}], ['wandb_faux_roc_curve', {'thresh': 0.5}]]	yogi-xgbregressor-hyperparameter-sweep-march-2025	17	train	['r2_score', 'mean_absolute_error', 'rmse']	False	all	False	False	cross_validation	100	5	5	False	1	ensembl_gene_id	ensembl_gene_id	0.1	True	binary	0.1922	0.2903	0.2901	0.0841	0.1921	0.2904	0.29	0.01		
v7xfx9sb	avid-sweep-96	finished	1D_reg_lambda	kuiwxxeo	XGBRegressor	RBPSEDataset	-1	600	100	7	reg:logistic	0.3	1.0	HepG2	['rmse', 'logloss']	20000	mean_squared_error	0.1	1024	True	['target_psi']	platiglab	40		['fancy_scatter', 'cumul_resid_dist', ['wandb_faux_pr_curve', {'thresh': 0.5}], ['wandb_faux_roc_curve', {'thresh': 0.5}]]	yogi-xgbregressor-hyperparameter-sweep-march-2025	17	train	['r2_score', 'mean_absolute_error', 'rmse']	False	all	False	False	cross_validation	100	5	5	False	1	ensembl_gene_id	ensembl_gene_id	0.1	True	binary	0.1937	0.2807	0.2919	0.08518	0.1936	0.2813	0.2919	0.01		
46dve6o5	chocolate-sweep-97	finished	1D_reg_lambda	kuiwxxeo	XGBRegressor	RBPSEDataset	-1	700	100	7	reg:logistic	0.3	1.0	HepG2	['rmse', 'logloss']	20000	mean_squared_error	0.1	1024	True	['target_psi']	platiglab	40		['fancy_scatter', 'cumul_resid_dist', ['wandb_faux_pr_curve', {'thresh': 0.5}], ['wandb_faux_roc_curve', {'thresh': 0.5}]]	yogi-xgbregressor-hyperparameter-sweep-march-2025	17	train	['r2_score', 'mean_absolute_error', 'rmse']	False	all	False	False	cross_validation	100	5	5	False	1	ensembl_gene_id	ensembl_gene_id	0.1	True	binary	0.1925	0.2849	0.2911	0.08473	0.1924	0.2851	0.2911	0.01		
cmlswnux	spring-sweep-98	finished	1D_reg_lambda	kuiwxxeo	XGBRegressor	RBPSEDataset	-1	800	100	7	reg:logistic	0.3	1.0	HepG2	['rmse', 'logloss']	20000	mean_squared_error	0.1	1024	True	['target_psi']	platiglab	40		['fancy_scatter', 'cumul_resid_dist', ['wandb_faux_pr_curve', {'thresh': 0.5}], ['wandb_faux_roc_curve', {'thresh': 0.5}]]	yogi-xgbregressor-hyperparameter-sweep-march-2025	17	train	['r2_score', 'mean_absolute_error', 'rmse']	False	all	False	False	cross_validation	100	5	5	False	1	ensembl_gene_id	ensembl_gene_id	0.1	True	binary	0.1935	0.2871	0.2906	0.08441	0.1935	0.2878	0.2905	0.01		
rl89p783	graceful-sweep-99	finished	1D_reg_lambda	kuiwxxeo	XGBRegressor	RBPSEDataset	-1	900	100	7	reg:logistic	0.3	1.0	HepG2	['rmse', 'logloss']	20000	mean_squared_error	0.1	1024	True	['target_psi']	platiglab	40		['fancy_scatter', 'cumul_resid_dist', ['wandb_faux_pr_curve', {'thresh': 0.5}], ['wandb_faux_roc_curve', {'thresh': 0.5}]]	yogi-xgbregressor-hyperparameter-sweep-march-2025	17	train	['r2_score', 'mean_absolute_error', 'rmse']	False	all	False	False	cross_validation	100	5	5	False	1	ensembl_gene_id	ensembl_gene_id	0.1	True	binary	0.1943	0.2813	0.2917	0.0851	0.1943	0.282	0.2917	0.01		
tzy32ybx	floral-sweep-100	finished	1D_reg_lambda	kuiwxxeo	XGBRegressor	RBPSEDataset	-1	100	100	7	reg:logistic	0.3	1.0	HepG2	['rmse', 'logloss']	20000	mean_squared_error	0.1	1024	True	['target_psi']	platiglab	40		['fancy_scatter', 'cumul_resid_dist', ['wandb_faux_pr_curve', {'thresh': 0.5}], ['wandb_faux_roc_curve', {'thresh': 0.5}]]	yogi-xgbregressor-hyperparameter-sweep-march-2025	17	train	['r2_score', 'mean_absolute_error', 'rmse']	False	all	False	False	cross_validation	100	5	5	False	1	ensembl_gene_id	ensembl_gene_id	0.1	True	binary	0.1929	0.2843	0.2912	0.08477	0.1927	0.2848	0.2911	0.05		
45eumzzh	glad-sweep-101	finished	1D_reg_lambda	kuiwxxeo	XGBRegressor	RBPSEDataset	-1	200	100	7	reg:logistic	0.3	1.0	HepG2	['rmse', 'logloss']	20000	mean_squared_error	0.1	1024	True	['target_psi']	platiglab	40		['fancy_scatter', 'cumul_resid_dist', ['wandb_faux_pr_curve', {'thresh': 0.5}], ['wandb_faux_roc_curve', {'thresh': 0.5}]]	yogi-xgbregressor-hyperparameter-sweep-march-2025	17	train	['r2_score', 'mean_absolute_error', 'rmse']	False	all	False	False	cross_validation	100	5	5	False	1	ensembl_gene_id	ensembl_gene_id	0.1	True	binary	0.1941	0.2855	0.2907	0.08456	0.1941	0.2866	0.2908	0.05		
b46kthh4	fine-sweep-102	finished	1D_reg_lambda	kuiwxxeo	XGBRegressor	RBPSEDataset	-1	300	100	7	reg:logistic	0.3	1.0	HepG2	['rmse', 'logloss']	20000	mean_squared_error	0.1	1024	True	['target_psi']	platiglab	40		['fancy_scatter', 'cumul_resid_dist', ['wandb_faux_pr_curve', {'thresh': 0.5}], ['wandb_faux_roc_curve', {'thresh': 0.5}]]	yogi-xgbregressor-hyperparameter-sweep-march-2025	17	train	['r2_score', 'mean_absolute_error', 'rmse']	False	all	False	False	cross_validation	100	5	5	False	1	ensembl_gene_id	ensembl_gene_id	0.1	True	binary	0.1927	0.2881	0.2904	0.08435	0.1927	0.2883	0.2904	0.05		
olsoivl3	rare-sweep-103	finished	1D_reg_lambda	kuiwxxeo	XGBRegressor	RBPSEDataset	-1	400	100	7	reg:logistic	0.3	1.0	HepG2	['rmse', 'logloss']	20000	mean_squared_error	0.1	1024	True	['target_psi']	platiglab	40		['fancy_scatter', 'cumul_resid_dist', ['wandb_faux_pr_curve', {'thresh': 0.5}], ['wandb_faux_roc_curve', {'thresh': 0.5}]]	yogi-xgbregressor-hyperparameter-sweep-march-2025	17	train	['r2_score', 'mean_absolute_error', 'rmse']	False	all	False	False	cross_validation	100	5	5	False	1	ensembl_gene_id	ensembl_gene_id	0.1	True	binary	0.1937	0.2871	0.2904	0.08439	0.1937	0.288	0.2905	0.05		
l01i41mv	silvery-sweep-104	finished	1D_reg_lambda	kuiwxxeo	XGBRegressor	RBPSEDataset	-1	500	100	7	reg:logistic	0.3	1.0	HepG2	['rmse', 'logloss']	20000	mean_squared_error	0.1	1024	True	['target_psi']	platiglab	40		['fancy_scatter', 'cumul_resid_dist', ['wandb_faux_pr_curve', {'thresh': 0.5}], ['wandb_faux_roc_curve', {'thresh': 0.5}]]	yogi-xgbregressor-hyperparameter-sweep-march-2025	17	train	['r2_score', 'mean_absolute_error', 'rmse']	False	all	False	False	cross_validation	100	5	5	False	1	ensembl_gene_id	ensembl_gene_id	0.1	True	binary	0.192	0.291	0.2899	0.08402	0.192	0.2911	0.2899	0.05		
tqaoh6f6	happy-sweep-105	finished	1D_reg_lambda	kuiwxxeo	XGBRegressor	RBPSEDataset	-1	600	100	7	reg:logistic	0.3	1.0	HepG2	['rmse', 'logloss']	20000	mean_squared_error	0.1	1024	True	['target_psi']	platiglab	40		['fancy_scatter', 'cumul_resid_dist', ['wandb_faux_pr_curve', {'thresh': 0.5}], ['wandb_faux_roc_curve', {'thresh': 0.5}]]	yogi-xgbregressor-hyperparameter-sweep-march-2025	17	train	['r2_score', 'mean_absolute_error', 'rmse']	False	all	False	False	cross_validation	100	5	5	False	1	ensembl_gene_id	ensembl_gene_id	0.1	True	binary	0.1933	0.2823	0.2915	0.08499	0.1932	0.2829	0.2915	0.05		
f8d7vd4j	rich-sweep-106	finished	1D_reg_lambda	kuiwxxeo	XGBRegressor	RBPSEDataset	-1	700	100	7	reg:logistic	0.3	1.0	HepG2	['rmse', 'logloss']	20000	mean_squared_error	0.1	1024	True	['target_psi']	platiglab	40		['fancy_scatter', 'cumul_resid_dist', ['wandb_faux_pr_curve', {'thresh': 0.5}], ['wandb_faux_roc_curve', {'thresh': 0.5}]]	yogi-xgbregressor-hyperparameter-sweep-march-2025	17	train	['r2_score', 'mean_absolute_error', 'rmse']	False	all	False	False	cross_validation	100	5	5	False	1	ensembl_gene_id	ensembl_gene_id	0.1	True	binary	0.1919	0.2858	0.2909	0.08463	0.1918	0.286	0.2909	0.05		
s2rf67tf	helpful-sweep-107	finished	1D_reg_lambda	kuiwxxeo	XGBRegressor	RBPSEDataset	-1	800	100	7	reg:logistic	0.3	1.0	HepG2	['rmse', 'logloss']	20000	mean_squared_error	0.1	1024	True	['target_psi']	platiglab	40		['fancy_scatter', 'cumul_resid_dist', ['wandb_faux_pr_curve', {'thresh': 0.5}], ['wandb_faux_roc_curve', {'thresh': 0.5}]]	yogi-xgbregressor-hyperparameter-sweep-march-2025	17	train	['r2_score', 'mean_absolute_error', 'rmse']	False	all	False	False	cross_validation	100	5	5	False	1	ensembl_gene_id	ensembl_gene_id	0.1	True	binary	0.1931	0.2865	0.2907	0.08447	0.1931	0.2874	0.2906	0.05		
oj4lb6am	gallant-sweep-108	finished	1D_reg_lambda	kuiwxxeo	XGBRegressor	RBPSEDataset	-1	900	100	7	reg:logistic	0.3	1.0	HepG2	['rmse', 'logloss']	20000	mean_squared_error	0.1	1024	True	['target_psi']	platiglab	40		['fancy_scatter', 'cumul_resid_dist', ['wandb_faux_pr_curve', {'thresh': 0.5}], ['wandb_faux_roc_curve', {'thresh': 0.5}]]	yogi-xgbregressor-hyperparameter-sweep-march-2025	17	train	['r2_score', 'mean_absolute_error', 'rmse']	False	all	False	False	cross_validation	100	5	5	False	1	ensembl_gene_id	ensembl_gene_id	0.1	True	binary	0.1938	0.2809	0.2918	0.08515	0.1938	0.2816	0.2918	0.05		
b2kdggox	warm-sweep-109	finished	1D_reg_lambda	kuiwxxeo	XGBRegressor	RBPSEDataset	-1	100	100	7	reg:logistic	0.3	1.0	HepG2	['rmse', 'logloss']	20000	mean_squared_error	0.1	1024	True	['target_psi']	platiglab	40		['fancy_scatter', 'cumul_resid_dist', ['wandb_faux_pr_curve', {'thresh': 0.5}], ['wandb_faux_roc_curve', {'thresh': 0.5}]]	yogi-xgbregressor-hyperparameter-sweep-march-2025	17	train	['r2_score', 'mean_absolute_error', 'rmse']	False	all	False	False	cross_validation	100	5	5	False	1	ensembl_gene_id	ensembl_gene_id	0.1	True	binary	0.1922	0.2863	0.2908	0.08454	0.1921	0.2867	0.2908	0.1		
r84vr9in	twilight-sweep-110	finished	1D_reg_lambda	kuiwxxeo	XGBRegressor	RBPSEDataset	-1	200	100	7	reg:logistic	0.3	1.0	HepG2	['rmse', 'logloss']	20000	mean_squared_error	0.1	1024	True	['target_psi']	platiglab	40		['fancy_scatter', 'cumul_resid_dist', ['wandb_faux_pr_curve', {'thresh': 0.5}], ['wandb_faux_roc_curve', {'thresh': 0.5}]]	yogi-xgbregressor-hyperparameter-sweep-march-2025	17	train	['r2_score', 'mean_absolute_error', 'rmse']	False	all	False	False	cross_validation	100	5	5	False	1	ensembl_gene_id	ensembl_gene_id	0.1	True	binary	0.1943	0.2846	0.2909	0.08466	0.1944	0.2857	0.291	0.1		
ctvkc25n	soft-sweep-111	finished	1D_reg_lambda	kuiwxxeo	XGBRegressor	RBPSEDataset	-1	300	100	7	reg:logistic	0.3	1.0	HepG2	['rmse', 'logloss']	20000	mean_squared_error	0.1	1024	True	['target_psi']	platiglab	40		['fancy_scatter', 'cumul_resid_dist', ['wandb_faux_pr_curve', {'thresh': 0.5}], ['wandb_faux_roc_curve', {'thresh': 0.5}]]	yogi-xgbregressor-hyperparameter-sweep-march-2025	17	train	['r2_score', 'mean_absolute_error', 'rmse']	False	all	False	False	cross_validation	100	5	5	False	1	ensembl_gene_id	ensembl_gene_id	0.1	True	binary	0.1932	0.2888	0.2902	0.08427	0.1932	0.289	0.2903	0.1		
03pgd4ui	icy-sweep-112	finished	1D_reg_lambda	kuiwxxeo	XGBRegressor	RBPSEDataset	-1	400	100	7	reg:logistic	0.3	1.0	HepG2	['rmse', 'logloss']	20000	mean_squared_error	0.1	1024	True	['target_psi']	platiglab	40		['fancy_scatter', 'cumul_resid_dist', ['wandb_faux_pr_curve', {'thresh': 0.5}], ['wandb_faux_roc_curve', {'thresh': 0.5}]]	yogi-xgbregressor-hyperparameter-sweep-march-2025	17	train	['r2_score', 'mean_absolute_error', 'rmse']	False	all	False	False	cross_validation	100	5	5	False	1	ensembl_gene_id	ensembl_gene_id	0.1	True	binary	0.1925	0.2875	0.2903	0.08434	0.1925	0.2885	0.2904	0.1		
cxu268li	faithful-sweep-113	finished	1D_reg_lambda	kuiwxxeo	XGBRegressor	RBPSEDataset	-1	500	100	7	reg:logistic	0.3	1.0	HepG2	['rmse', 'logloss']	20000	mean_squared_error	0.1	1024	True	['target_psi']	platiglab	40		['fancy_scatter', 'cumul_resid_dist', ['wandb_faux_pr_curve', {'thresh': 0.5}], ['wandb_faux_roc_curve', {'thresh': 0.5}]]	yogi-xgbregressor-hyperparameter-sweep-march-2025	17	train	['r2_score', 'mean_absolute_error', 'rmse']	False	all	False	False	cross_validation	100	5	5	False	1	ensembl_gene_id	ensembl_gene_id	0.1	True	binary	0.1925	0.2912	0.2898	0.08399	0.1924	0.2914	0.2898	0.1		
gh3d3cki	frosty-sweep-114	finished	1D_reg_lambda	kuiwxxeo	XGBRegressor	RBPSEDataset	-1	600	100	7	reg:logistic	0.3	1.0	HepG2	['rmse', 'logloss']	20000	mean_squared_error	0.1	1024	True	['target_psi']	platiglab	40		['fancy_scatter', 'cumul_resid_dist', ['wandb_faux_pr_curve', {'thresh': 0.5}], ['wandb_faux_roc_curve', {'thresh': 0.5}]]	yogi-xgbregressor-hyperparameter-sweep-march-2025	17	train	['r2_score', 'mean_absolute_error', 'rmse']	False	all	False	False	cross_validation	100	5	5	False	1	ensembl_gene_id	ensembl_gene_id	0.1	True	binary	0.1937	0.2798	0.292	0.08528	0.1937	0.2805	0.292	0.1		
uxejgzo9	wise-sweep-115	finished	1D_reg_lambda	kuiwxxeo	XGBRegressor	RBPSEDataset	-1	700	100	7	reg:logistic	0.3	1.0	HepG2	['rmse', 'logloss']	20000	mean_squared_error	0.1	1024	True	['target_psi']	platiglab	40		['fancy_scatter', 'cumul_resid_dist', ['wandb_faux_pr_curve', {'thresh': 0.5}], ['wandb_faux_roc_curve', {'thresh': 0.5}]]	yogi-xgbregressor-hyperparameter-sweep-march-2025	17	train	['r2_score', 'mean_absolute_error', 'rmse']	False	all	False	False	cross_validation	100	5	5	False	1	ensembl_gene_id	ensembl_gene_id	0.1	True	binary	0.1931	0.2857	0.291	0.08464	0.1931	0.2859	0.2909	0.1		
ltgr127y	fragrant-sweep-117	finished	1D_reg_lambda	kuiwxxeo	XGBRegressor	RBPSEDataset	-1	900	100	7	reg:logistic	0.3	1.0	HepG2	['rmse', 'logloss']	20000	mean_squared_error	0.1	1024	True	['target_psi']	platiglab	40		['fancy_scatter', 'cumul_resid_dist', ['wandb_faux_pr_curve', {'thresh': 0.5}], ['wandb_faux_roc_curve', {'thresh': 0.5}]]	yogi-xgbregressor-hyperparameter-sweep-march-2025	17	train	['r2_score', 'mean_absolute_error', 'rmse']	False	all	False	False	cross_validation	100	5	5	False	1	ensembl_gene_id	ensembl_gene_id	0.1	True	binary	0.1942	0.282	0.2916	0.08502	0.1943	0.2827	0.2916	0.1		
y1g2skkj	lemon-sweep-116	finished	1D_reg_lambda	kuiwxxeo	XGBRegressor	RBPSEDataset	-1	800	100	7	reg:logistic	0.3	1.0	HepG2	['rmse', 'logloss']	20000	mean_squared_error	0.1	1024	True	['target_psi']	platiglab	40		['fancy_scatter', 'cumul_resid_dist', ['wandb_faux_pr_curve', {'thresh': 0.5}], ['wandb_faux_roc_curve', {'thresh': 0.5}]]	yogi-xgbregressor-hyperparameter-sweep-march-2025	17	train	['r2_score', 'mean_absolute_error', 'rmse']	False	all	False	False	cross_validation	100	5	5	False	1	ensembl_gene_id	ensembl_gene_id	0.1	True	binary	0.1926	0.2878	0.2904	0.08433	0.1925	0.2885	0.2904	0.1		
xr8hlf7m	twilight-sweep-118	finished	1D_reg_lambda	kuiwxxeo	XGBRegressor	RBPSEDataset	-1	100	100	7	reg:logistic	0.3	1.0	HepG2	['rmse', 'logloss']	20000	mean_squared_error	0.1	1024	True	['target_psi']	platiglab	40		['fancy_scatter', 'cumul_resid_dist', ['wandb_faux_pr_curve', {'thresh': 0.5}], ['wandb_faux_roc_curve', {'thresh': 0.5}]]	yogi-xgbregressor-hyperparameter-sweep-march-2025	17	train	['r2_score', 'mean_absolute_error', 'rmse']	False	all	False	False	cross_validation	100	5	5	False	1	ensembl_gene_id	ensembl_gene_id	0.1	True	binary	0.1928	0.2867	0.2907	0.08449	0.1926	0.2872	0.2907	0.5		
a9vb4saf	earnest-sweep-119	finished	1D_reg_lambda	kuiwxxeo	XGBRegressor	RBPSEDataset	-1	200	100	7	reg:logistic	0.3	1.0	HepG2	['rmse', 'logloss']	20000	mean_squared_error	0.1	1024	True	['target_psi']	platiglab	40		['fancy_scatter', 'cumul_resid_dist', ['wandb_faux_pr_curve', {'thresh': 0.5}], ['wandb_faux_roc_curve', {'thresh': 0.5}]]	yogi-xgbregressor-hyperparameter-sweep-march-2025	17	train	['r2_score', 'mean_absolute_error', 'rmse']	False	all	False	False	cross_validation	100	5	5	False	1	ensembl_gene_id	ensembl_gene_id	0.1	True	binary	0.1937	0.2853	0.2908	0.08459	0.1937	0.2863	0.2908	0.5		
9egbjl79	swift-sweep-120	finished	1D_reg_lambda	kuiwxxeo	XGBRegressor	RBPSEDataset	-1	300	100	7	reg:logistic	0.3	1.0	HepG2	['rmse', 'logloss']	20000	mean_squared_error	0.1	1024	True	['target_psi']	platiglab	40		['fancy_scatter', 'cumul_resid_dist', ['wandb_faux_pr_curve', {'thresh': 0.5}], ['wandb_faux_roc_curve', {'thresh': 0.5}]]	yogi-xgbregressor-hyperparameter-sweep-march-2025	17	train	['r2_score', 'mean_absolute_error', 'rmse']	False	all	False	False	cross_validation	100	5	5	False	1	ensembl_gene_id	ensembl_gene_id	0.1	True	binary	0.193	0.2874	0.2905	0.08444	0.193	0.2876	0.2906	0.5		
0wqllqpl	spring-sweep-121	finished	1D_reg_lambda	kuiwxxeo	XGBRegressor	RBPSEDataset	-1	400	100	7	reg:logistic	0.3	1.0	HepG2	['rmse', 'logloss']	20000	mean_squared_error	0.1	1024	True	['target_psi']	platiglab	40		['fancy_scatter', 'cumul_resid_dist', ['wandb_faux_pr_curve', {'thresh': 0.5}], ['wandb_faux_roc_curve', {'thresh': 0.5}]]	yogi-xgbregressor-hyperparameter-sweep-march-2025	17	train	['r2_score', 'mean_absolute_error', 'rmse']	False	all	False	False	cross_validation	100	5	5	False	1	ensembl_gene_id	ensembl_gene_id	0.1	True	binary	0.1923	0.2869	0.2905	0.08441	0.1923	0.2878	0.2905	0.5		
