,RBP,Cell Line,Significant Events,AUROC,AUPRC,Sign Concordance
321,TARDBP Position 3,HepG2,5,0.4679245283018868,0.09830461709278399,40.0
322,SND1 Position 5,HepG2,5,0.38148710166919575,0.007026710806516596,60.0
323,HNRNPUL1 Position 5,K562,5,0.37894736842105264,0.22043120278414396,20.0
324,UCHL5 Position 3,HepG2,5,0.1846153846153846,0.023626147791420565,40.0
325,UCHL5 Position 5,HepG2,5,0.7856287425149701,0.19133333333333336,80.0
326,DDX3X Position 5,K562,5,0.4950588235294118,0.013009718412431561,60.0
327,YBX3 Position 4,K562,5,0.6962025316455696,0.017038913134143383,60.0
328,UPF1 Position 6,HepG2,5,0.6465437788018433,0.044407954752782336,80.0
329,PUM1 Position 1,K562,5,0.5089605734767025,0.21704387109974632,60.0
330,RBM15 Position 2,HepG2,5,0.5358490566037736,0.10806488801054019,40.0
331,PCBP2 Position 5,HepG2,5,0.6180327868852459,0.45357142857142857,60.0
332,PCBP1 Position 6,HepG2,5,0.806060606060606,0.2765993265993266,40.0
333,DDX59 Position 5,HepG2,4,0.5,0.08888888888888889,0.0
334,METAP2 Position 3,K562,4,0.4405940594059406,0.04000400160064026,0.0
335,METAP2 Position 4,K562,4,0.6081730769230769,0.034032406065874626,25.0
336,MTPAP Position 1,K562,4,0.46718750000000003,0.05856107660455487,0.0
337,GRSF1 Position 1,HepG2,4,0.5543478260869565,0.4075091575091575,25.0
338,QKI Position 3,K562,4,0.46808510638297873,0.3118841358053519,100.0
339,PTBP1 Position 2,HepG2,4,0.9539473684210527,0.575,75.0
340,XRN2 Position 5,K562,4,0.8196428571428572,0.16904761904761906,100.0
341,FAM120A Position 5,K562,4,0.6875,0.3894230769230769,0.0
342,SUGP2 Position 3,HepG2,4,0.48333333333333334,0.23794440853264381,100.0
343,HNRNPUL1 Position 3,K562,4,0.42261904761904767,0.3733333333333333,25.0
344,UPF1 Position 2,K562,4,0.4330357142857143,0.09953703703703703,50.0
345,TIAL1 Position 3,HepG2,4,0.5,0.17391304347826086,0.0
346,TIAL1 Position 5,HepG2,4,0.5,0.08888888888888889,0.0
347,TRA2A Position 2,HepG2,4,0.6361940298507462,0.06025948530703597,75.0
348,GRWD1 Position 6,K562,4,0.31049149338374293,0.007806712080041395,100.0
349,FUBP3 Position 3,HepG2,4,0.5,0.6666666666666666,0.0
350,PCBP1 Position 1,K562,4,0.38829787234042556,0.05208287326708379,25.0
351,PCBP1 Position 2,HepG2,4,0.4930555555555556,0.1664534668149796,25.0
352,TARDBP Position 2,HepG2,4,0.5,0.04938271604938271,0.0
353,EIF4G2 Position 4,K562,4,0.6174242424242424,0.18563843563843563,50.0
354,EWSR1 Position 2,K562,4,0.5964285714285714,0.05921636947461912,25.0
355,DKC1 Position 3,HepG2,4,0.5071428571428571,0.1267361111111111,75.0
356,DKC1 Position 4,HepG2,4,0.4956896551724138,0.13248847926267282,25.0
357,ILF3 Position 4,HepG2,4,0.359375,0.3081709956709957,100.0
358,KHSRP Position 1,HepG2,4,0.5037878787878788,0.06517347386912604,75.0
359,SMNDC1 Position 3,K562,4,0.7323369565217391,0.09014398297476141,100.0
360,PRPF4 Position 6,HepG2,4,0.4345794392523365,0.044849404489234995,100.0
361,SRSF9 Position 6,HepG2,4,0.46052631578947373,0.19704968944099377,75.0
362,MBNL1 Position 5,K562,4,0.78125,0.8409090909090909,0.0
363,GPKOW Position 3,K562,4,0.577020202020202,0.03377109745663841,50.0
364,HNRNPM Position 6,HepG2,4,0.5,0.2857142857142857,0.0
365,DDX55 Position 2,HepG2,4,0.5426829268292683,0.29415584415584417,50.0
366,HNRNPC Position 6,K562,4,0.5,0.3333333333333333,0.0
367,MTPAP Position 2,K562,4,0.3738532110091743,0.06562149270482603,0.0
368,MTPAP Position 5,K562,4,0.6590909090909092,0.13935488270594654,0.0
369,XRN2 Position 4,HepG2,4,1.0,1.0,100.0
370,HNRNPL Position 6,HepG2,4,0.5446428571428572,0.16666666666666666,50.0
371,MBNL1 Position 2,K562,4,0.5192307692307693,0.18181818181818182,100.0
372,LSM11 Position 5,HepG2,4,0.55859375,0.04252873563218391,25.0
373,MATR3 Position 3,HepG2,4,0.8125,0.7208333333333333,75.0
374,MATR3 Position 3,K562,4,0.6000000000000001,0.5902777777777777,100.0
375,PABPC4 Position 4,K562,4,0.6634980988593155,0.03760905907800121,75.0
376,PUM1 Position 2,K562,4,0.7257653061224489,0.0316449367992145,100.0
377,AGGF1 Position 6,K562,3,0.4927536231884057,0.05258439962408733,0.0
378,HNRNPL Position 5,K562,3,0.5111111111111112,0.19444444444444445,66.66666666666666
379,IGF2BP3 Position 3,HepG2,3,0.284037558685446,0.045238095238095244,100.0
380,IGF2BP2 Position 1,K562,3,0.3993558776167472,0.015927505330490407,66.66666666666666
381,LIN28B Position 3,K562,3,0.12452543659832951,0.005046774365626176,66.66666666666666
382,FTO Position 2,HepG2,3,0.5,0.06818181818181818,0.0
383,RBM15 Position 6,HepG2,3,0.09523809523809526,0.04213422236678051,33.33333333333333
384,IGF2BP2 Position 4,K562,3,0.1680440771349862,0.00956078083407276,100.0
385,SF3B4 Position 2,HepG2,3,0.38181818181818183,0.05341687552213868,100.0
386,DDX55 Position 5,HepG2,3,0.11111111111111113,0.036925197089759436,66.66666666666666
387,HNRNPC Position 1,HepG2,3,0.5,0.3,0.0
388,HNRNPC Position 3,K562,3,0.5,0.42857142857142855,0.0
389,RBM15 Position 1,HepG2,3,0.5,0.07317073170731707,0.0
390,RBFOX2 Position 2,K562,3,0.4078014184397163,0.03330928330928331,0.0
391,FAM120A Position 2,HepG2,3,0.5450121654501217,0.03063213589529379,33.33333333333333
392,LARP4 Position 1,HepG2,3,0.37083333333333335,0.021210349335349335,0.0
393,BUD13 Position 1,HepG2,3,0.3756720430107527,0.006164142103024066,66.66666666666666
394,SFPQ Position 2,HepG2,3,0.5,0.23076923076923078,0.0
395,DDX55 Position 6,HepG2,3,0.5967261904761905,0.05735048361776472,33.33333333333333
396,LSM11 Position 6,HepG2,3,0.7628635346756152,0.05949644225506294,33.33333333333333
397,LSM11 Position 6,K562,3,0.3043478260869565,0.17623931623931624,100.0
398,UPF1 Position 5,K562,3,0.6507936507936507,0.06865800865800865,33.33333333333333
399,NCBP2 Position 2,K562,3,0.8263157894736841,0.48666666666666664,33.33333333333333
400,UTP18 Position 5,K562,3,0.7314814814814814,0.34444444444444444,100.0
401,UTP18 Position 3,K562,3,0.5,0.15,0.0
402,HNRNPL Position 4,HepG2,3,0.5,0.15,0.0
403,IGF2BP3 Position 4,HepG2,3,0.08730158730158728,0.024887646266956616,100.0
404,NONO Position 2,K562,3,0.37453183520599254,0.017022394855478983,33.33333333333333
405,IGF2BP3 Position 2,HepG2,3,0.7619047619047619,0.07901709401709403,33.33333333333333
406,UCHL5 Position 4,HepG2,3,0.24335378323108384,0.015644789070432936,66.66666666666666
407,LIN28B Position 1,HepG2,3,0.7077294685990339,0.03305928522947063,66.66666666666666
408,UPF1 Position 3,K562,3,0.3,0.11317829457364342,66.66666666666666
409,AKAP8L Position 1,K562,3,0.5277777777777777,0.12072649572649573,33.33333333333333
410,TARDBP Position 3,K562,3,0.5175438596491228,0.10648148148148148,100.0
411,METAP2 Position 1,K562,3,0.5887445887445888,0.03308039562633275,66.66666666666666
412,LIN28B Position 4,K562,3,0.3676870748299319,0.012217816723579907,33.33333333333333
413,MTPAP Position 3,K562,3,0.25,0.03683707596751075,33.33333333333333
414,IGF2BP3 Position 1,HepG2,3,0.7523148148148148,0.1879432624113475,100.0
415,SUB1 Position 5,HepG2,3,0.29793510324483774,0.012008659382508953,33.33333333333333
416,GEMIN5 Position 1,K562,3,0.2426470588235294,0.009198723868867574,33.33333333333333
417,EWSR1 Position 4,K562,3,0.6025641025641025,0.20068906115417742,33.33333333333333
418,GPKOW Position 4,K562,3,0.6317204301075269,0.05268719806763285,66.66666666666666
419,ZC3H8 Position 1,K562,3,0.34285714285714286,0.08571428571428572,0.0
420,AKAP1 Position 2,HepG2,3,0.5,0.15,0.0
421,EWSR1 Position 3,K562,3,0.7138047138047138,0.09292929292929292,0.0
422,ZC3H8 Position 6,K562,3,0.6752136752136751,0.358974358974359,33.33333333333333
423,SND1 Position 4,HepG2,3,0.5909090909090909,0.015603028192112962,0.0
424,SUPV3L1 Position 6,HepG2,3,0.27927927927927926,0.0642156862745098,100.0
425,CSTF2T Position 6,K562,3,0.7795275590551181,0.0967741935483871,0.0
426,ZC3H8 Position 2,K562,3,0.23529411764705882,0.08571428571428572,100.0
427,AKAP1 Position 5,HepG2,3,0.5,0.08333333333333333,0.0
428,LSM11 Position 2,HepG2,3,0.5,0.046875,0.0
429,CSTF2T Position 2,HepG2,3,0.7614942528735632,0.11702898550724639,0.0
430,SND1 Position 6,HepG2,3,0.14263074484944532,0.004040652549570923,66.66666666666666
431,APOBEC3C Position 6,K562,3,0.5495495495495495,0.027308105206655928,33.33333333333333
432,DHX30 Position 3,K562,2,0.725,0.39285714285714285,50.0
433,UPF1 Position 1,K562,2,0.8392857142857143,0.2857142857142857,0.0
434,TRA2A Position 5,HepG2,2,0.49782608695652175,0.07150900900900901,100.0
435,QKI Position 5,K562,2,0.5142857142857142,0.5277777777777778,50.0
436,EWSR1 Position 5,K562,2,0.2014925373134328,0.0264957264957265,100.0
437,TRA2A Position 1,HepG2,2,0.8722222222222222,0.21014492753623187,50.0
438,SRSF9 Position 5,HepG2,2,0.5,0.11764705882352941,0.0
439,SRSF9 Position 3,HepG2,2,0.5,0.11764705882352941,0.0
440,TARDBP Position 1,K562,2,0.45454545454545453,0.08333333333333333,100.0
441,EIF4G2 Position 3,K562,2,0.5737704918032787,0.12000000000000001,50.0
442,SERBP1 Position 5,K562,2,0.0,0.19642857142857142,0.0
443,EIF4G2 Position 2,K562,2,0.8315217391304347,0.13942307692307693,50.0
444,NKRF Position 1,HepG2,2,0.5,0.05555555555555555,0.0
445,NKRF Position 2,HepG2,2,0.7637795275590551,0.04665314401622718,100.0
446,PUM2 Position 2,K562,2,0.45707070707070707,0.025563671006668783,100.0
447,PCBP1 Position 3,K562,2,0.59375,0.05772357723577236,50.0
448,PCBP1 Position 5,HepG2,2,0.5909090909090909,0.037123745819397994,0.0
449,SUB1 Position 6,HepG2,2,0.4605263157894737,0.010989010989010988,50.0
450,HNRNPK Position 5,K562,2,0.4423076923076923,0.13703703703703704,0.0
451,XRCC6 Position 3,HepG2,2,,,0.0
452,FMR1 Position 3,K562,2,0.6605263157894736,0.02490996398559424,100.0
453,FTO Position 5,K562,2,0.29605263157894735,0.05077658303464755,50.0
454,PABPC4 Position 3,K562,2,0.9077868852459017,0.06084656084656084,100.0
455,UPF1 Position 4,K562,2,0.006666666666666654,0.019653679653679656,0.0
456,XPO5 Position 4,HepG2,2,0.5,0.06060606060606061,0.0
457,GRSF1 Position 5,HepG2,2,0.5,0.06060606060606061,0.0
458,GEMIN5 Position 6,K562,2,0.4166666666666667,0.09761904761904762,50.0
459,DKC1 Position 2,HepG2,2,0.5,0.06666666666666667,0.0
460,SMNDC1 Position 4,K562,2,0.8482142857142857,0.22549019607843135,50.0
461,GRWD1 Position 2,K562,2,0.5919540229885057,0.0067932960893854755,100.0
462,HNRNPC Position 1,K562,2,0.5,0.4,0.0
463,GTF2F1 Position 2,HepG2,2,0.611587982832618,0.0681497175141243,50.0
464,HNRNPL Position 6,K562,2,1.0,1.0,100.0
465,FTO Position 6,K562,2,0.6428571428571429,0.41666666666666663,100.0
466,DDX3X Position 6,K562,2,0.8174603174603174,0.06003584229390681,50.0
467,FUS Position 4,HepG2,2,0.75,0.20833333333333331,100.0
468,DDX55 Position 6,K562,2,0.75,0.07037037037037036,0.0
469,SND1 Position 3,HepG2,2,0.483974358974359,0.007634484378670425,0.0
470,CSTF2T Position 4,K562,2,0.5238095238095238,0.02835249042145594,50.0
471,DDX59 Position 1,HepG2,2,0.5,0.06451612903225806,0.0
472,U2AF1 Position 6,K562,2,0.42,0.13703703703703704,50.0
473,DDX55 Position 4,HepG2,2,0.5,0.05128205128205128,0.0
474,HNRNPL Position 5,HepG2,2,0.5,0.3333333333333333,0.0
475,FTO Position 1,HepG2,2,0.65,0.09545454545454546,0.0
476,HNRNPM Position 1,K562,2,0.6041666666666666,0.13392857142857142,50.0
477,HNRNPM Position 2,K562,2,0.5144927536231885,0.0873015873015873,0.0
478,HNRNPL Position 1,HepG2,2,0.5,0.2,0.0
479,HNRNPL Position 1,K562,2,0.5,0.10526315789473684,0.0
480,FTO Position 4,K562,2,0.7941176470588235,0.29166666666666663,50.0
481,HNRNPL Position 2,K562,2,0.5285714285714286,0.09259259259259259,100.0
482,GRWD1 Position 4,K562,2,0.012569832402234637,0.004217551043080122,0.0
483,PTBP1 Position 2,K562,2,0.6666666666666666,0.09475806451612903,0.0
484,PTBP1 Position 5,HepG2,2,0.4732142857142857,0.07614942528735633,100.0
485,PTBP1 Position 1,K562,2,0.39285714285714285,0.06871035940803383,0.0
486,RBM22 Position 3,HepG2,2,0.6363636363636364,0.5555555555555556,50.0
487,SMNDC1 Position 1,K562,2,0.5718232044198895,0.020323559150657228,100.0
488,RBM15 Position 5,HepG2,2,0.5121951219512195,0.12325581395348838,50.0
489,GRWD1 Position 3,K562,2,0.5608552631578947,0.012142857142857143,0.0
490,MATR3 Position 4,K562,2,0.35,0.16666666666666666,100.0
491,HNRNPL Position 3,HepG2,2,0.5,0.25,100.0
492,YBX3 Position 6,HepG2,2,0.5,0.023809523809523808,0.0
493,XRN2 Position 1,K562,2,0.75,0.13571428571428573,100.0
494,ILF3 Position 3,HepG2,2,0.4375,0.24285714285714285,100.0
495,XRN2 Position 3,K562,2,0.8125,0.5588235294117647,100.0
496,FAM120A Position 6,K562,2,0.8933333333333333,0.15555555555555556,100.0
497,LIN28B Position 2,HepG2,2,0.48565573770491804,0.011698628436666046,0.0
498,XRN2 Position 4,K562,2,0.9818181818181818,0.5833333333333333,100.0
499,LIN28B Position 3,HepG2,2,0.5886699507389163,0.01717342342342342,50.0
500,LIN28B Position 4,HepG2,2,0.43990384615384615,0.022072297184740963,50.0
501,BUD13 Position 3,HepG2,2,0.4428571428571429,0.006622931639645663,0.0
502,NCBP2 Position 1,K562,2,0.4418604651162791,0.06477732793522267,100.0
503,DDX59 Position 6,HepG2,2,0.46511627906976744,0.07692307692307693,0.0
504,DDX1 Position 1,K562,2,0.5,0.5909090909090909,100.0
505,CSTF2 Position 6,HepG2,2,0.6794871794871794,0.08531746031746032,100.0
506,AGGF1 Position 1,K562,2,0.9444444444444444,0.41666666666666663,100.0
507,TRA2A Position 4,HepG2,2,0.3132183908045977,0.022947475777664456,50.0
508,LIN28B Position 5,HepG2,2,0.5722591362126246,0.012863005050505052,100.0
509,MATR3 Position 2,HepG2,2,0.5,0.3333333333333333,0.0
510,HNRNPU Position 1,HepG2,2,,,0.0
511,DDX6 Position 1,HepG2,2,0.5,0.2222222222222222,0.0
512,ILF3 Position 5,K562,1,0.5,0.14285714285714285,0.0
513,EIF3D Position 3,HepG2,1,0.5,0.03225806451612903,0.0
514,SAFB2 Position 4,K562,1,0.5,0.09090909090909091,0.0
515,GRSF1 Position 2,HepG2,1,0.5,0.018867924528301886,0.0
516,EIF3D Position 6,HepG2,1,0.6428571428571429,0.1111111111111111,100.0
517,SAFB2 Position 5,K562,1,0.6666666666666667,0.2,100.0
518,NONO Position 4,K562,1,0.7922077922077922,0.058823529411764705,0.0
519,HNRNPC Position 2,HepG2,1,0.5,0.08333333333333333,0.0
520,LSM11 Position 1,HepG2,1,0.5,0.022727272727272728,0.0
521,HLTF Position 6,HepG2,1,0.5294117647058824,0.04,0.0
522,FAM120A Position 3,HepG2,1,0.5571428571428572,0.058823529411764705,100.0
523,RBM22 Position 1,HepG2,1,1.0,1.0,100.0
524,ILF3 Position 6,K562,1,0.9,0.5,100.0
525,BUD13 Position 2,HepG2,1,0.13626834381551367,0.002421307506053269,0.0
526,APOBEC3C Position 3,K562,1,0.7289156626506024,0.038461538461538464,0.0
527,CSTF2T Position 4,HepG2,1,0.7575757575757576,0.1111111111111111,0.0
528,SFPQ Position 3,HepG2,1,0.6,0.3333333333333333,100.0
529,HNRNPC Position 2,K562,1,0.5,0.2,0.0
530,HNRNPUL1 Position 4,K562,1,0.375,0.16666666666666666,100.0
531,FAM120A Position 4,HepG2,1,0.30952380952380953,0.023809523809523808,0.0
532,FTO Position 4,HepG2,1,0.5,0.03225806451612903,0.0
533,SERBP1 Position 3,K562,1,0.8181818181818181,0.3333333333333333,0.0
534,DDX6 Position 3,HepG2,1,0.6666666666666667,0.5,0.0
535,FTO Position 3,K562,1,0.4821428571428571,0.03333333333333333,0.0
536,HNRNPM Position 1,HepG2,1,0.5,0.25,0.0
537,HNRNPM Position 5,HepG2,1,0.5,0.14285714285714285,0.0
538,FTO Position 3,HepG2,1,0.5,0.02702702702702703,0.0
539,LSM11 Position 3,HepG2,1,0.5378787878787878,0.03125,0.0
540,DDX3X Position 4,K562,1,0.48897058823529416,0.007142857142857143,0.0
541,LARP4 Position 4,K562,1,0.5,0.07142857142857142,0.0
542,GTF2F1 Position 5,HepG2,1,0.12962962962962965,0.04,100.0
543,FTO Position 2,K562,1,0.9540229885057471,0.2,100.0
544,RBM22 Position 5,HepG2,1,0.5,0.1,0.0
545,GTF2F1 Position 4,K562,1,0.240506329113924,0.01639344262295082,0.0
546,NONO Position 3,K562,1,0.48913043478260865,0.020833333333333332,0.0
547,GTF2F1 Position 3,K562,1,0.1428571428571429,0.012658227848101266,100.0
548,FASTKD2 Position 1,HepG2,1,0.5,0.03225806451612903,0.0
549,PTBP1 Position 1,HepG2,1,0.62,0.07692307692307693,100.0
550,FKBP4 Position 2,HepG2,1,0.3939393939393939,0.041666666666666664,0.0
551,DROSHA Position 6,K562,1,0.04255319148936165,0.021739130434782608,100.0
552,TIAL1 Position 1,HepG2,1,0.5,0.0625,0.0
553,SRSF9 Position 2,HepG2,1,0.5,0.027777777777777776,0.0
554,DHX30 Position 2,K562,1,1.0,1.0,100.0
555,AKAP1 Position 1,K562,1,0.5,0.3333333333333333,0.0
556,AATF Position 4,K562,1,0.06060606060606055,0.03125,0.0
557,AKAP1 Position 1,HepG2,1,0.18181818181818177,0.1,100.0
558,EIF4G2 Position 6,K562,1,0.5365853658536586,0.03125,0.0
559,EWSR1 Position 1,K562,1,0.46153846153846156,0.027777777777777776,100.0
560,FMR1 Position 6,K562,1,0.6596858638743455,0.015151515151515152,100.0
561,HLTF Position 4,HepG2,1,1.0,1.0,0.0
562,AKAP1 Position 6,K562,1,0.9722222222222222,0.5,0.0
563,AKAP1 Position 5,K562,1,0.5,0.14285714285714285,0.0
564,EIF3G Position 2,K562,1,0.28846153846153844,0.017543859649122806,100.0
565,EIF3G Position 1,K562,1,0.33333333333333337,0.023255813953488372,0.0
566,SUB1 Position 3,HepG2,1,0.7615384615384616,0.03125,0.0
567,TAF15 Position 5,HepG2,1,0.5,0.3333333333333333,0.0
568,EIF3G Position 6,K562,1,,,0.0
569,SSB Position 4,HepG2,1,0.5,0.14285714285714285,0.0
570,EIF3G Position 5,K562,1,0.6111111111111112,0.2,100.0
571,TAF15 Position 3,HepG2,1,0.5,0.25,0.0
572,TARDBP Position 1,HepG2,1,0.35416666666666663,0.03125,0.0
573,TAF15 Position 1,HepG2,1,0.5,0.14285714285714285,0.0
574,XRN2 Position 6,K562,1,0.3846153846153846,0.1111111111111111,100.0
575,CSTF2T Position 2,K562,1,0.24567474048442905,0.0045662100456621,100.0
576,YBX3 Position 2,HepG2,1,0.29333333333333333,0.01818181818181818,0.0
577,TIA1 Position 1,K562,1,0.03333333333333338,0.016666666666666666,100.0
578,TARDBP Position 6,K562,1,0.8064516129032259,0.14285714285714285,0.0
579,SMNDC1 Position 6,K562,1,0.15909090909090906,0.02631578947368421,0.0
580,SND1 Position 1,K562,1,0.11507936507936511,0.004464285714285714,100.0
581,SND1 Position 2,K562,1,0.6587301587301587,0.007692307692307693,100.0
582,XRN2 Position 1,HepG2,1,0.31999999999999995,0.05555555555555555,100.0
583,TARDBP Position 5,HepG2,1,0.953125,0.25,100.0
584,SMNDC1 Position 3,HepG2,1,0.5,0.06666666666666667,0.0
585,ZC3H8 Position 3,K562,1,1.0,1.0,100.0
586,FUS Position 4,K562,1,0.5526315789473684,0.05555555555555555,0.0
587,FUS Position 3,K562,1,0.5294117647058824,0.058823529411764705,0.0
588,DDX55 Position 2,K562,1,0.4545454545454546,0.03225806451612903,0.0
589,DDX55 Position 3,HepG2,1,0.5,0.02702702702702703,0.0
590,DDX55 Position 3,K562,1,0.6785714285714285,0.1,0.0
591,ZRANB2 Position 4,K562,1,0.14999999999999997,0.1,0.0
592,FUS Position 2,K562,1,0.3529411764705882,0.017857142857142856,100.0
593,MBNL1 Position 4,K562,1,0.5,0.05555555555555555,0.0
594,MBNL1 Position 3,K562,1,0.7333333333333334,0.16666666666666666,100.0
595,ZRANB2 Position 5,K562,1,0.045454545454545414,0.045454545454545456,100.0
596,GTF2F1 Position 2,K562,1,0.34285714285714286,0.006172839506172839,100.0
597,GEMIN5 Position 3,K562,1,0.1367521367521367,0.00980392156862745,0.0
598,FUS Position 6,HepG2,1,0.19999999999999996,0.1111111111111111,100.0
599,XPO5 Position 2,HepG2,1,0.5,0.02631578947368421,0.0
600,TRA2A Position 6,HepG2,1,1.0,1.0,100.0
601,DDX51 Position 1,K562,1,1.0,1.0,100.0
602,PUM2 Position 3,K562,1,0.06557377049180324,0.008695652173913044,0.0
603,MATR3 Position 5,HepG2,1,0.5,0.25,0.0
604,UPF1 Position 2,HepG2,1,0.5,0.030303030303030304,0.0
605,NCBP2 Position 6,HepG2,1,0.2857142857142857,0.16666666666666666,0.0
606,PCBP1 Position 5,K562,1,0.9042553191489361,0.1,0.0
607,HNRNPL Position 3,K562,1,0.5263157894736843,0.1,100.0
608,UTP18 Position 1,K562,1,0.5,0.1,0.0
609,PHF6 Position 2,K562,1,0.19565217391304346,0.05,0.0
610,HNRNPK Position 6,K562,1,0.926829268292683,0.25,0.0
611,NKRF Position 4,HepG2,1,0.9545454545454546,0.5,100.0
612,TBRG4 Position 1,K562,1,1.0,1.0,0.0
613,DDX6 Position 6,HepG2,1,0.5,0.03225806451612903,0.0
614,CPSF6 Position 4,K562,1,0.7547169811320755,0.07142857142857142,100.0
615,PHF6 Position 4,K562,1,0.5,0.14285714285714285,0.0
616,HNRNPC Position 5,K562,1,1.0,1.0,100.0
617,NKRF Position 5,HepG2,1,0.5,0.1111111111111111,0.0
618,UPF1 Position 5,HepG2,1,0.52,0.014285714285714285,100.0
619,NSUN2 Position 5,HepG2,1,0.5,0.5,0.0
620,HNRNPC Position 6,HepG2,1,0.3235294117647059,0.0625,100.0
621,NCBP2 Position 4,K562,1,1.0,1.0,100.0
622,XPO5 Position 6,HepG2,1,0.4318181818181819,0.0625,100.0
623,DDX6 Position 4,HepG2,1,0.5,0.16666666666666666,0.0
624,XPO5 Position 1,HepG2,1,0.5,0.030303030303030304,0.0
625,LARP7 Position 3,K562,1,0.5,0.3333333333333333,0.0
626,NONO Position 5,K562,1,0.7777777777777778,0.07692307692307693,0.0
627,HNRNPC Position 5,HepG2,1,0.5,0.25,0.0
628,DDX47 Position 2,K562,1,0.6190476190476191,0.1111111111111111,0.0
629,NKRF Position 3,HepG2,1,0.1428571428571429,0.04,100.0
630,YBX3 Position 5,HepG2,1,0.5102040816326531,0.02040816326530612,100.0
631,NIP7 Position 1,HepG2,1,0.5,0.05263157894736842,0.0
632,PUM2 Position 1,K562,1,0.8461538461538461,0.05263157894736842,100.0
633,DDX47 Position 1,K562,1,,,0.0
634,NIP7 Position 2,HepG2,1,0.32352941176470584,0.041666666666666664,100.0
635,QKI Position 1,HepG2,1,0.47619047619047616,0.043478260869565216,0.0
636,RBFOX2 Position 1,K562,1,0.7692307692307692,0.07692307692307693,100.0
637,MATR3 Position 2,K562,1,0.5,0.08333333333333333,0.0
638,QKI Position 6,HepG2,1,0.06976744186046513,0.024390243902439025,0.0
639,TROVE2 Position 1,K562,1,0.5,0.125,0.0
640,NCBP2 Position 6,K562,1,0.5,0.2,0.0
641,SERBP1 Position 1,K562,1,0.16666666666666663,0.09090909090909091,100.0
642,MATR3 Position 6,HepG2,1,0.5,0.3333333333333333,0.0
643,HLTF Position 2,K562,1,0.75,0.3333333333333333,0.0
644,PUM2 Position 5,K562,1,0.9306930693069307,0.06666666666666667,0.0
645,NOL12 Position 2,HepG2,1,0.5,0.02857142857142857,0.0
646,PUM2 Position 4,K562,1,0.4388489208633094,0.012658227848101266,0.0
647,SERBP1 Position 6,K562,1,0.5,0.125,0.0
648,PHF6 Position 5,K562,1,0.4666666666666667,0.1111111111111111,0.0
649,XRCC6 Position 1,HepG2,1,0.5,0.3333333333333333,0.0
650,LSM11 Position 4,HepG2,1,0.5,0.0125,0.0
651,DHX30 Position 6,HepG2,0,,,
652,CPEB4 Position 3,HepG2,0,,,
653,DHX30 Position 6,K562,0,,,
654,DROSHA Position 1,HepG2,0,,,
655,CPEB4 Position 3,K562,0,,,
656,DHX30 Position 5,K562,0,,,
657,APOBEC3C Position 2,HepG2,0,,,
658,DKC1 Position 6,HepG2,0,,,
659,DKC1 Position 6,K562,0,,,
660,DDX1 Position 1,HepG2,0,,,
661,CPEB4 Position 4,HepG2,0,,,
662,CPEB4 Position 6,HepG2,0,,,
663,DKC1 Position 2,K562,0,,,
664,DROSHA Position 6,HepG2,0,,,
665,DKC1 Position 3,K562,0,,,
666,CPEB4 Position 4,K562,0,,,
667,DHX30 Position 5,HepG2,0,,,
668,AATF Position 3,HepG2,0,,,
669,EWSR1 Position 3,HepG2,0,,,
670,AATF Position 2,K562,0,,,
671,CPSF6 Position 3,HepG2,0,,,
672,AATF Position 2,HepG2,0,,,
673,EIF4G2 Position 2,HepG2,0,,,
674,DDX1 Position 4,K562,0,,,
675,EIF4G2 Position 3,HepG2,0,,,
676,DDX1 Position 4,HepG2,0,,,
677,APOBEC3C Position 6,HepG2,0,,,
678,DDX1 Position 3,K562,0,,,
679,EIF4G2 Position 4,HepG2,0,,,
680,EIF4G2 Position 5,HepG2,0,,,
681,EIF3G Position 4,HepG2,0,,,
682,DDX1 Position 2,HepG2,0,,,
683,DDX1 Position 3,HepG2,0,,,
684,EIF3G Position 4,K562,0,,,
685,DDX1 Position 2,K562,0,,,
686,AATF Position 1,HepG2,0,,,
687,AATF Position 1,K562,0,,,
688,DROSHA Position 2,HepG2,0,,,
689,CPEB4 Position 5,K562,0,,,
690,CPEB4 Position 5,HepG2,0,,,
691,DHX30 Position 1,HepG2,0,,,
692,DHX30 Position 1,K562,0,,,
693,CPEB4 Position 2,K562,0,,,
694,DHX30 Position 2,HepG2,0,,,
695,CPEB4 Position 2,HepG2,0,,,
696,CPSF6 Position 6,HepG2,0,,,
697,AATF Position 3,K562,0,,,
698,DDX52 Position 3,K562,0,,,
699,DHX30 Position 3,HepG2,0,,,
700,AATF Position 4,HepG2,0,,,
701,DHX30 Position 4,HepG2,0,,,
702,DHX30 Position 4,K562,0,,,
703,EIF4G2 Position 6,HepG2,0,,,
704,EWSR1 Position 1,HepG2,0,,,
705,CPSF6 Position 4,HepG2,0,,,
706,CPSF6 Position 3,K562,0,,,
707,EWSR1 Position 2,HepG2,0,,,
708,CPSF6 Position 5,HepG2,0,,,
709,DDX51 Position 2,K562,0,,,
710,AKAP8L Position 5,HepG2,0,,,
711,DDX51 Position 2,HepG2,0,,,
712,DDX51 Position 1,HepG2,0,,,
713,AKAP8L Position 2,HepG2,0,,,
714,DDX24 Position 5,HepG2,0,,,
715,DDX52 Position 6,K562,0,,,
716,AKAP8L Position 3,HepG2,0,,,
717,DDX55 Position 1,K562,0,,,
