,RBP,Cell Line,Significant Events,AUROC,AUPRC,Sign Concordance
718,DDX24 Position 6,HepG2,0,,,
719,EEF2 Position 1,HepG2,0,,,
720,EEF2 Position 1,K562,0,,,
721,EEF2 Position 2,HepG2,0,,,
722,DDX52 Position 6,HepG2,0,,,
723,EEF2 Position 2,K562,0,,,
724,EEF2 Position 3,HepG2,0,,,
725,DDX1 Position 5,HepG2,0,,,
726,AKAP8L Position 4,HepG2,0,,,
727,DDX47 Position 4,K562,0,,,
728,DDX47 Position 4,HepG2,0,,,
729,DDX24 Position 3,HepG2,0,,,
730,DDX47 Position 3,K562,0,,,
731,DDX47 Position 3,HepG2,0,,,
732,DDX24 Position 4,HepG2,0,,,
733,DDX47 Position 2,HepG2,0,,,
734,AGGF1 Position 6,HepG2,0,,,
735,AKAP8L Position 6,HepG2,0,,,
736,DDX47 Position 1,HepG2,0,,,
737,DDX51 Position 4,K562,0,,,
738,APOBEC3C Position 1,HepG2,0,,,
739,DDX51 Position 4,HepG2,0,,,
740,AKAP8L Position 6,K562,0,,,
741,AKAP8L Position 1,HepG2,0,,,
742,DDX51 Position 3,K562,0,,,
743,DDX51 Position 3,HepG2,0,,,
744,APOBEC3C Position 1,K562,0,,,
745,DDX59 Position 1,K562,0,,,
746,DDX52 Position 5,HepG2,0,,,
747,DDX24 Position 1,HepG2,0,,,
748,DDX24 Position 2,HepG2,0,,,
749,DDX52 Position 5,K562,0,,,
750,DDX55 Position 1,HepG2,0,,,
751,APOBEC3C Position 2,K562,0,,,
752,CPSF6 Position 2,K562,0,,,
753,EEF2 Position 3,K562,0,,,
754,CPSF6 Position 1,K562,0,,,
755,CPSF6 Position 1,HepG2,0,,,
756,DDX52 Position 1,HepG2,0,,,
757,CPEB4 Position 6,K562,0,,,
758,DDX52 Position 1,K562,0,,,
759,DDX52 Position 2,HepG2,0,,,
760,DDX52 Position 2,K562,0,,,
761,DDX52 Position 3,HepG2,0,,,
762,CPSF6 Position 2,HepG2,0,,,
763,DDX52 Position 4,K562,0,,,
764,DDX1 Position 5,K562,0,,,
765,DDX1 Position 6,HepG2,0,,,
766,DDX52 Position 4,HepG2,0,,,
767,APOBEC3C Position 5,K562,0,,,
768,EEF2 Position 4,HepG2,0,,,
769,APOBEC3C Position 5,HepG2,0,,,
770,EEF2 Position 4,K562,0,,,
771,DDX51 Position 5,HepG2,0,,,
772,DROSHA Position 3,HepG2,0,,,
773,DROSHA Position 4,HepG2,0,,,
774,DDX1 Position 6,K562,0,,,
775,DROSHA Position 5,HepG2,0,,,
776,APOBEC3C Position 4,K562,0,,,
777,APOBEC3C Position 4,HepG2,0,,,
778,DDX51 Position 6,HepG2,0,,,
779,DDX51 Position 5,K562,0,,,
780,APOBEC3C Position 3,HepG2,0,,,
781,DDX51 Position 6,K562,0,,,
782,PUM1 Position 3,HepG2,0,,,
783,PUM1 Position 4,HepG2,0,,,
784,PPIL4 Position 3,HepG2,0,,,
785,PPIL4 Position 3,K562,0,,,
786,PPIL4 Position 4,HepG2,0,,,
787,PPIL4 Position 4,K562,0,,,
788,PPIL4 Position 5,HepG2,0,,,
789,PPIL4 Position 5,K562,0,,,
790,PPIL4 Position 6,HepG2,0,,,
791,PPIL4 Position 6,K562,0,,,
792,SERBP1 Position 5,HepG2,0,,,
793,SERBP1 Position 6,HepG2,0,,,
794,CSTF2T Position 6,HepG2,0,,,
795,SLBP Position 2,K562,0,,,
796,SLBP Position 6,HepG2,0,,,
797,SLBP Position 6,K562,0,,,
798,SERBP1 Position 1,HepG2,0,,,
799,SERBP1 Position 2,HepG2,0,,,
800,SERBP1 Position 2,K562,0,,,
801,SERBP1 Position 3,HepG2,0,,,
802,WDR43 Position 3,K562,0,,,
803,WDR43 Position 4,HepG2,0,,,
804,WDR43 Position 4,K562,0,,,
805,TBRG4 Position 5,HepG2,0,,,
806,TBRG4 Position 5,K562,0,,,
807,TBRG4 Position 6,HepG2,0,,,
808,SLBP Position 2,HepG2,0,,,
809,PPIL4 Position 1,K562,0,,,
810,PPIL4 Position 2,HepG2,0,,,
811,PPIL4 Position 2,K562,0,,,
812,PHF6 Position 1,HepG2,0,,,
813,PHF6 Position 1,K562,0,,,
814,PHF6 Position 2,HepG2,0,,,
815,PHF6 Position 3,HepG2,0,,,
816,PHF6 Position 3,K562,0,,,
817,PHF6 Position 4,HepG2,0,,,
818,PABPC4 Position 3,HepG2,0,,,
819,PABPC4 Position 4,HepG2,0,,,
820,PABPC4 Position 5,HepG2,0,,,
821,PABPC4 Position 6,HepG2,0,,,
822,PUM1 Position 2,HepG2,0,,,
823,NONO Position 6,HepG2,0,,,
824,NONO Position 6,K562,0,,,
825,PABPC4 Position 1,HepG2,0,,,
826,PABPC4 Position 2,HepG2,0,,,
827,PUM2 Position 3,HepG2,0,,,
828,PUM2 Position 4,HepG2,0,,,
829,PUM2 Position 5,HepG2,0,,,
830,PUM2 Position 6,HepG2,0,,,
831,PUM1 Position 5,HepG2,0,,,
832,PUM1 Position 6,HepG2,0,,,
833,PUM2 Position 1,HepG2,0,,,
834,PUM2 Position 2,HepG2,0,,,
835,PUM1 Position 1,HepG2,0,,,
836,NONO Position 5,HepG2,0,,,
837,SAFB2 Position 1,K562,0,,,
838,AKAP1 Position 4,HepG2,0,,,
839,SAFB2 Position 2,K562,0,,,
840,ZRANB2 Position 3,HepG2,0,,,
841,ZRANB2 Position 3,K562,0,,,
842,ZRANB2 Position 4,HepG2,0,,,
843,ZRANB2 Position 5,HepG2,0,,,
844,BCLAF1 Position 1,K562,0,,,
845,BCCIP Position 2,K562,0,,,
846,ZC3H8 Position 5,HepG2,0,,,
847,ZC3H8 Position 6,HepG2,0,,,
848,ZRANB2 Position 1,HepG2,0,,,
849,TBRG4 Position 6,K562,0,,,
850,AKAP1 Position 3,HepG2,0,,,
851,AKAP1 Position 2,K562,0,,,
852,BCLAF1 Position 2,K562,0,,,
853,BCLAF1 Position 3,K562,0,,,
854,BCLAF1 Position 4,K562,0,,,
855,BCLAF1 Position 5,K562,0,,,
856,BCCIP Position 3,HepG2,0,,,
857,BCCIP Position 3,K562,0,,,
858,BCCIP Position 5,HepG2,0,,,
859,BCCIP Position 5,K562,0,,,
860,BCCIP Position 6,HepG2,0,,,
861,BCCIP Position 6,K562,0,,,
862,WRN Position 4,K562,0,,,
863,AKAP1 Position 3,K562,0,,,
864,UTP3 Position 3,HepG2,0,,,
865,UTP3 Position 3,K562,0,,,
866,WDR3 Position 3,HepG2,0,,,
867,WDR3 Position 3,K562,0,,,
868,TBRG4 Position 1,HepG2,0,,,
869,TBRG4 Position 2,HepG2,0,,,
870,TBRG4 Position 2,K562,0,,,
871,TBRG4 Position 3,HepG2,0,,,
872,TBRG4 Position 3,K562,0,,,
873,TBRG4 Position 4,HepG2,0,,,
874,SAFB2 Position 2,HepG2,0,,,
875,CSTF2 Position 4,HepG2,0,,,
876,CSTF2 Position 4,K562,0,,,
877,SAFB2 Position 1,HepG2,0,,,
878,CSTF2 Position 5,K562,0,,,
879,SERBP1 Position 4,HepG2,0,,,
880,SERBP1 Position 4,K562,0,,,
881,SAFB2 Position 3,HepG2,0,,,
882,SAFB2 Position 3,K562,0,,,
883,SAFB2 Position 4,HepG2,0,,,
884,SAFB2 Position 5,HepG2,0,,,
885,SAFB2 Position 6,HepG2,0,,,
886,SAFB2 Position 6,K562,0,,,
887,RPS10 Position 2,HepG2,0,,,
888,RPS10 Position 2,K562,0,,,
889,RPS10 Position 4,HepG2,0,,,
890,RPS10 Position 4,K562,0,,,
891,CSTF2 Position 5,HepG2,0,,,
892,HNRNPA1 Position 3,K562,0,,,
893,HNRNPA1 Position 4,HepG2,0,,,
894,HNRNPA1 Position 4,K562,0,,,
895,HNRNPUL1 Position 3,HepG2,0,,,
896,HNRNPUL1 Position 5,HepG2,0,,,
897,GPKOW Position 4,HepG2,0,,,
898,GPKOW Position 5,HepG2,0,,,
899,GPKOW Position 6,HepG2,0,,,
900,HNRNPA1 Position 2,HepG2,0,,,
901,HNRNPA1 Position 2,K562,0,,,
902,GEMIN5 Position 6,HepG2,0,,,
903,GPKOW Position 1,HepG2,0,,,
904,PPIL4 Position 1,HepG2,0,,,
905,GPKOW Position 3,HepG2,0,,,
906,GEMIN5 Position 2,HepG2,0,,,
907,GEMIN5 Position 3,HepG2,0,,,
908,GEMIN5 Position 4,HepG2,0,,,
909,GEMIN5 Position 4,K562,0,,,
910,GEMIN5 Position 5,HepG2,0,,,
911,GEMIN5 Position 5,K562,0,,,
912,MBNL1 Position 3,HepG2,0,,,
913,MBNL1 Position 4,HepG2,0,,,
914,MBNL1 Position 5,HepG2,0,,,
915,MBNL1 Position 6,HepG2,0,,,
916,KHDRBS1 Position 3,HepG2,0,,,
917,KHDRBS1 Position 3,K562,0,,,
918,GPKOW Position 2,HepG2,0,,,
919,EIF3G Position 5,HepG2,0,,,
920,EIF3G Position 6,HepG2,0,,,
921,EIF4G2 Position 1,HepG2,0,,,
922,EIF4G2 Position 1,K562,0,,,
923,EEF2 Position 6,HepG2,0,,,
924,EEF2 Position 6,K562,0,,,
925,EIF3G Position 1,HepG2,0,,,
926,EIF3G Position 2,HepG2,0,,,
927,EIF3G Position 3,HepG2,0,,,
928,EIF3G Position 3,K562,0,,,
929,FXR1 Position 4,HepG2,0,,,
930,FXR1 Position 5,HepG2,0,,,
931,FXR1 Position 6,HepG2,0,,,
932,HNRNPA1 Position 3,HepG2,0,,,
933,FMR1 Position 6,HepG2,0,,,
934,FXR1 Position 1,HepG2,0,,,
935,FXR1 Position 2,HepG2,0,,,
936,FXR1 Position 3,HepG2,0,,,
937,FMR1 Position 2,HepG2,0,,,
938,FMR1 Position 3,HepG2,0,,,
939,FMR1 Position 4,HepG2,0,,,
940,FMR1 Position 5,HepG2,0,,,
941,EWSR1 Position 4,HepG2,0,,,
942,EWSR1 Position 5,HepG2,0,,,
943,EWSR1 Position 6,HepG2,0,,,
944,EWSR1 Position 6,K562,0,,,
945,FMR1 Position 1,HepG2,0,,,
946,GEMIN5 Position 1,HepG2,0,,,
947,HNRNPUL1 Position 6,K562,0,,,
948,IGF2BP2 Position 1,HepG2,0,,,
949,IGF2BP2 Position 2,HepG2,0,,,
950,IGF2BP2 Position 3,HepG2,0,,,
951,NONO Position 1,HepG2,0,,,
952,NONO Position 1,K562,0,,,
953,NONO Position 2,HepG2,0,,,
954,NONO Position 3,HepG2,0,,,
955,NONO Position 4,HepG2,0,,,
956,MTPAP Position 3,HepG2,0,,,
957,MTPAP Position 4,HepG2,0,,,
958,MTPAP Position 4,K562,0,,,
959,KHDRBS1 Position 6,HepG2,0,,,
960,MTPAP Position 6,HepG2,0,,,
961,MTPAP Position 6,K562,0,,,
962,METAP2 Position 5,HepG2,0,,,
963,METAP2 Position 6,HepG2,0,,,
964,MTPAP Position 1,HepG2,0,,,
965,MTPAP Position 2,HepG2,0,,,
966,METAP2 Position 1,HepG2,0,,,
967,METAP2 Position 2,HepG2,0,,,
968,METAP2 Position 3,HepG2,0,,,
969,METAP2 Position 4,HepG2,0,,,
970,PHF6 Position 5,HepG2,0,,,
971,PHF6 Position 6,HepG2,0,,,
972,PHF6 Position 6,K562,0,,,
973,MTPAP Position 5,HepG2,0,,,
974,KHDRBS1 Position 6,K562,0,,,
975,MBNL1 Position 1,HepG2,0,,,
976,CSTF2 Position 6,K562,0,,,
977,ABCF1 Position 2,K562,0,,,
978,CSTF2 Position 1,HepG2,0,,,
979,CSTF2 Position 1,K562,0,,,
980,CSTF2 Position 2,HepG2,0,,,
981,CSTF2 Position 2,K562,0,,,
982,CSTF2 Position 3,HepG2,0,,,
983,CSTF2 Position 3,K562,0,,,
984,CSTF2T Position 3,HepG2,0,,,
985,CSTF2T Position 3,K562,0,,,
986,CSTF2T Position 5,HepG2,0,,,
987,HNRNPUL1 Position 6,HepG2,0,,,
988,DDX59 Position 2,K562,0,,,
989,DDX59 Position 3,K562,0,,,
990,DDX59 Position 4,K562,0,,,
991,DDX59 Position 5,K562,0,,,
992,DDX55 Position 4,K562,0,,,
993,DDX55 Position 5,K562,0,,,
994,MBNL1 Position 1,K562,0,,,
995,MBNL1 Position 2,HepG2,0,,,
996,IGF2BP2 Position 4,HepG2,0,,,
997,IGF2BP2 Position 5,HepG2,0,,,
998,IGF2BP2 Position 6,HepG2,0,,,
999,KHDRBS1 Position 2,HepG2,0,,,
1000,KHDRBS1 Position 2,K562,0,,,
1001,CSTF2T Position 5,K562,0,,,
1002,PRPF4 Position 4,K562,0,,,
1003,PRPF4 Position 5,K562,0,,,
1004,PPIG Position 4,K562,0,,,
1005,PPIG Position 5,K562,0,,,
1006,PPIG Position 6,K562,0,,,
1007,PRPF4 Position 1,K562,0,,,
1008,PCBP2 Position 6,K562,0,,,
1009,PPIG Position 1,K562,0,,,
1010,PPIG Position 2,K562,0,,,
1011,PPIG Position 3,K562,0,,,
1012,QKI Position 6,K562,0,,,
1013,QKI Position 1,K562,0,,,
1014,ZRANB2 Position 6,K562,0,,,
1015,HNRNPA1 Position 6,HepG2,0,,,
1016,HNRNPA1 Position 6,K562,0,,,
1017,HLTF Position 1,HepG2,0,,,
1018,HLTF Position 1,K562,0,,,
1019,HLTF Position 2,HepG2,0,,,
1020,HLTF Position 3,HepG2,0,,,
1021,HLTF Position 3,K562,0,,,
1022,HLTF Position 4,K562,0,,,
1023,GTF2F1 Position 3,HepG2,0,,,
1024,GTF2F1 Position 4,HepG2,0,,,
1025,GTF2F1 Position 5,K562,0,,,
1026,GTF2F1 Position 6,HepG2,0,,,
1027,GTF2F1 Position 6,K562,0,,,
1028,HNRNPA1 Position 5,K562,0,,,
1029,PCBP2 Position 3,K562,0,,,
1030,PCBP2 Position 4,K562,0,,,
1031,PCBP2 Position 5,K562,0,,,
1032,IGF2BP3 Position 4,K562,0,,,
1033,IGF2BP3 Position 5,K562,0,,,
1034,IGF2BP3 Position 6,K562,0,,,
1035,ILF3 Position 1,HepG2,0,,,
1036,ILF3 Position 1,K562,0,,,
1037,HNRNPU Position 4,HepG2,0,,,
1038,HNRNPU Position 4,K562,0,,,
1039,IGF2BP3 Position 1,K562,0,,,
1040,PCBP2 Position 1,K562,0,,,
1041,PRPF4 Position 3,K562,0,,,
1042,NOL12 Position 6,HepG2,0,,,
1043,NOL12 Position 6,K562,0,,,
1044,NSUN2 Position 1,HepG2,0,,,
1045,NSUN2 Position 1,K562,0,,,
1046,NSUN2 Position 2,HepG2,0,,,
1047,NSUN2 Position 2,K562,0,,,
1048,NSUN2 Position 3,HepG2,0,,,
1049,NSUN2 Position 3,K562,0,,,
1050,PRPF4 Position 6,K562,0,,,
1051,PRPF8 Position 1,K562,0,,,
1052,PRPF8 Position 2,K562,0,,,
1053,PRPF8 Position 3,K562,0,,,
1054,PRPF4 Position 2,K562,0,,,
1055,NSUN2 Position 5,K562,0,,,
1056,SFPQ Position 2,K562,0,,,
1057,SFPQ Position 3,K562,0,,,
1058,SF3A3 Position 4,K562,0,,,
1059,SF3A3 Position 5,K562,0,,,
1060,SF3A3 Position 6,K562,0,,,
1061,SF3A3 Position 1,K562,0,,,
1062,SF3A3 Position 2,K562,0,,,
1063,SF3A3 Position 3,K562,0,,,
1064,SMNDC1 Position 6,HepG2,0,,,
1065,SND1 Position 3,K562,0,,,
1066,SMNDC1 Position 2,HepG2,0,,,
1067,SMNDC1 Position 2,K562,0,,,
1068,HNRNPL Position 2,HepG2,0,,,
1069,FUS Position 5,K562,0,,,
1070,FUS Position 6,K562,0,,,
1071,FUBP3 Position 5,HepG2,0,,,
1072,FUBP3 Position 5,K562,0,,,
1073,FUBP3 Position 6,K562,0,,,
1074,FUS Position 1,HepG2,0,,,
1075,FUS Position 1,K562,0,,,
1076,FUS Position 2,HepG2,0,,,
1077,FTO Position 6,HepG2,0,,,
1078,FUBP3 Position 1,HepG2,0,,,
1079,FUBP3 Position 1,K562,0,,,
1080,FUBP3 Position 3,K562,0,,,
1081,FUBP3 Position 4,HepG2,0,,,
1082,SMNDC1 Position 4,HepG2,0,,,
1083,QKI Position 2,K562,0,,,
1084,PRPF8 Position 4,K562,0,,,
1085,PRPF8 Position 5,K562,0,,,
1086,PRPF8 Position 6,K562,0,,,
1087,RBM22 Position 3,K562,0,,,
1088,RBM22 Position 5,K562,0,,,
1089,RBM15 Position 4,HepG2,0,,,
1090,GRSF1 Position 3,HepG2,0,,,
1091,GRSF1 Position 3,K562,0,,,
1092,GRSF1 Position 4,HepG2,0,,,
1093,GRSF1 Position 4,K562,0,,,
1094,GRSF1 Position 5,K562,0,,,
1095,SFPQ Position 1,K562,0,,,
1096,GRSF1 Position 6,K562,0,,,
1097,G3BP1 Position 5,K562,0,,,
1098,G3BP1 Position 6,K562,0,,,
1099,GRSF1 Position 1,K562,0,,,
1100,GRSF1 Position 2,K562,0,,,
1101,HLTF Position 5,HepG2,0,,,
1102,HLTF Position 5,K562,0,,,
1103,HLTF Position 6,K562,0,,,
1104,HNRNPA1 Position 5,HepG2,0,,,
1105,RBM22 Position 1,K562,0,,,
1106,RBFOX2 Position 6,K562,0,,,
1107,RBM15 Position 3,HepG2,0,,,
1108,SFPQ Position 1,HepG2,0,,,
1109,GRSF1 Position 6,HepG2,0,,,
1110,WRN Position 5,HepG2,0,,,
1111,WRN Position 5,K562,0,,,
1112,WRN Position 6,HepG2,0,,,
1113,WRN Position 6,K562,0,,,
1114,BUD13 Position 4,HepG2,0,,,
1115,BUD13 Position 6,HepG2,0,,,
1116,CSTF2T Position 1,HepG2,0,,,
1117,CSTF2T Position 1,K562,0,,,
1118,BCLAF1 Position 6,K562,0,,,
1119,LARP4 Position 1,K562,0,,,
1120,ILF3 Position 6,HepG2,0,,,
1121,ILF3 Position 2,HepG2,0,,,
1122,PCBP2 Position 2,K562,0,,,
1123,ILF3 Position 3,K562,0,,,
1124,ILF3 Position 4,K562,0,,,
1125,ILF3 Position 5,HepG2,0,,,
1126,LSM11 Position 1,K562,0,,,
1127,LSM11 Position 2,K562,0,,,
1128,LSM11 Position 3,K562,0,,,
1129,IGF2BP3 Position 2,K562,0,,,
1130,IGF2BP3 Position 3,K562,0,,,
1131,HNRNPUL1 Position 1,HepG2,0,,,
1132,HNRNPUL1 Position 1,K562,0,,,
1133,HNRNPUL1 Position 2,HepG2,0,,,
1134,HNRNPUL1 Position 2,K562,0,,,
1135,HNRNPUL1 Position 4,HepG2,0,,,
1136,ILF3 Position 2,K562,0,,,
1137,ZRANB2 Position 6,HepG2,0,,,
1138,AKAP1 Position 4,K562,0,,,
1139,BCCIP Position 2,HepG2,0,,,
1140,WDR43 Position 5,HepG2,0,,,
1141,WDR43 Position 5,K562,0,,,
1142,TBRG4 Position 4,K562,0,,,
1143,WDR43 Position 6,K562,0,,,
1144,WRN Position 1,HepG2,0,,,
1145,WRN Position 1,K562,0,,,
1146,WRN Position 2,HepG2,0,,,
1147,WRN Position 2,K562,0,,,
1148,WDR43 Position 1,HepG2,0,,,
1149,WDR43 Position 6,HepG2,0,,,
1150,WDR43 Position 2,HepG2,0,,,
1151,WDR43 Position 2,K562,0,,,
1152,WDR43 Position 3,HepG2,0,,,
1153,ZRANB2 Position 1,K562,0,,,
1154,ZRANB2 Position 2,HepG2,0,,,
1155,ZRANB2 Position 2,K562,0,,,
1156,ZC3H8 Position 1,HepG2,0,,,
1157,ZC3H8 Position 2,HepG2,0,,,
1158,ZC3H8 Position 3,HepG2,0,,,
1159,ZC3H8 Position 4,HepG2,0,,,
1160,WRN Position 3,HepG2,0,,,
1161,WRN Position 3,K562,0,,,
1162,WRN Position 4,HepG2,0,,,
1163,WDR43 Position 1,K562,0,,,
1164,MATR3 Position 1,K562,0,,,
1165,NOL12 Position 2,K562,0,,,
1166,NOL12 Position 3,HepG2,0,,,
1167,NOL12 Position 3,K562,0,,,
1168,NOL12 Position 4,HepG2,0,,,
1169,NOL12 Position 4,K562,0,,,
1170,NOL12 Position 5,HepG2,0,,,
1171,NOL12 Position 5,K562,0,,,
1172,NKRF Position 4,K562,0,,,
1173,NKRF Position 5,K562,0,,,
1174,NKRF Position 6,HepG2,0,,,
1175,NKRF Position 6,K562,0,,,
1176,HNRNPU Position 1,K562,0,,,
1177,NOL12 Position 1,K562,0,,,
1178,NIP7 Position 6,HepG2,0,,,
1179,NIP7 Position 6,K562,0,,,
1180,NKRF Position 1,K562,0,,,
1181,NKRF Position 2,K562,0,,,
1182,NKRF Position 3,K562,0,,,
1183,NIP7 Position 2,K562,0,,,
1184,NIP7 Position 3,HepG2,0,,,
1185,NIP7 Position 3,K562,0,,,
1186,NIP7 Position 4,HepG2,0,,,
1187,NIP7 Position 4,K562,0,,,
1188,NIP7 Position 5,HepG2,0,,,
1189,NIP7 Position 5,K562,0,,,
1190,NOL12 Position 1,HepG2,0,,,
1191,HNRNPM Position 5,K562,0,,,
1192,HNRNPM Position 6,K562,0,,,
1193,LARP4 Position 2,K562,0,,,
1194,LARP4 Position 3,K562,0,,,
1195,LARP4 Position 5,K562,0,,,
1196,LARP7 Position 4,HepG2,0,,,
1197,LARP7 Position 4,K562,0,,,
1198,LARP7 Position 5,HepG2,0,,,
1199,LARP7 Position 5,K562,0,,,
1200,LARP7 Position 6,HepG2,0,,,
1201,LARP7 Position 6,K562,0,,,
1202,LARP4 Position 6,K562,0,,,
1203,MATR3 Position 1,HepG2,0,,,
1204,LARP7 Position 1,K562,0,,,
1205,LARP7 Position 2,HepG2,0,,,
1206,LARP7 Position 2,K562,0,,,
1207,LARP7 Position 3,HepG2,0,,,
1208,NCBP2 Position 5,HepG2,0,,,
1209,NCBP2 Position 5,K562,0,,,
1210,NIP7 Position 1,K562,0,,,
1211,MATR3 Position 6,K562,0,,,
1212,NCBP2 Position 3,K562,0,,,
1213,MATR3 Position 4,HepG2,0,,,
1214,MATR3 Position 5,K562,0,,,
1215,LSM11 Position 4,K562,0,,,
1216,LSM11 Position 5,K562,0,,,
1217,LARP7 Position 1,HepG2,0,,,
1218,TROVE2 Position 4,K562,0,,,
1219,TRA2A Position 3,HepG2,0,,,
1220,TRA2A Position 3,K562,0,,,
1221,TRA2A Position 4,K562,0,,,
1222,TRA2A Position 5,K562,0,,,
1223,TRA2A Position 6,K562,0,,,
1224,UPF1 Position 1,HepG2,0,,,
1225,UPF1 Position 3,HepG2,0,,,
1226,UPF1 Position 4,HepG2,0,,,
1227,XPO5 Position 5,HepG2,0,,,
1228,XPO5 Position 5,K562,0,,,
1229,XPO5 Position 6,K562,0,,,
1230,FUBP3 Position 4,K562,0,,,
1231,XRCC6 Position 3,K562,0,,,
1232,XPO5 Position 1,K562,0,,,
1233,XPO5 Position 2,K562,0,,,
1234,XPO5 Position 3,HepG2,0,,,
1235,XPO5 Position 3,K562,0,,,
1236,XPO5 Position 4,K562,0,,,
1237,UTP18 Position 3,HepG2,0,,,
1238,UTP18 Position 4,HepG2,0,,,
1239,UTP18 Position 4,K562,0,,,
1240,UTP18 Position 5,HepG2,0,,,
1241,UTP18 Position 6,HepG2,0,,,
1242,UTP18 Position 6,K562,0,,,
1243,UTP18 Position 1,HepG2,0,,,
1244,XRCC6 Position 1,K562,0,,,
1245,TIA1 Position 1,HepG2,0,,,
1246,TROVE2 Position 5,HepG2,0,,,
1247,TROVE2 Position 5,K562,0,,,
1248,TROVE2 Position 6,HepG2,0,,,
1249,TROVE2 Position 6,K562,0,,,
1250,FAM120A Position 2,K562,0,,,
1251,FAM120A Position 3,K562,0,,,
1252,EIF3D Position 2,HepG2,0,,,
1253,EIF3D Position 2,K562,0,,,
1254,EIF3D Position 3,K562,0,,,
1255,EIF3D Position 4,HepG2,0,,,
1256,EIF3D Position 4,K562,0,,,
1257,TROVE2 Position 4,HepG2,0,,,
1258,EIF3D Position 5,K562,0,,,
1259,EIF3D Position 1,HepG2,0,,,
1260,EIF3D Position 1,K562,0,,,
1261,FKBP4 Position 4,HepG2,0,,,
1262,FKBP4 Position 4,K562,0,,,
1263,FKBP4 Position 5,HepG2,0,,,
1264,FKBP4 Position 5,K562,0,,,
1265,FKBP4 Position 6,HepG2,0,,,
1266,TROVE2 Position 1,HepG2,0,,,
1267,TROVE2 Position 2,HepG2,0,,,
1268,TROVE2 Position 2,K562,0,,,
1269,TROVE2 Position 3,HepG2,0,,,
1270,TROVE2 Position 3,K562,0,,,
1271,EIF3D Position 5,HepG2,0,,,
1272,FASTKD2 Position 1,K562,0,,,
1273,EIF3D Position 6,K562,0,,,
1274,FAM120A Position 1,HepG2,0,,,
1275,FAM120A Position 1,K562,0,,,
1276,XRN2 Position 5,HepG2,0,,,
1277,XRN2 Position 6,HepG2,0,,,
1278,YBX3 Position 1,HepG2,0,,,
1279,XRN2 Position 3,HepG2,0,,,
1280,AGGF1 Position 2,HepG2,0,,,
1281,AGGF1 Position 3,HepG2,0,,,
1282,AGGF1 Position 4,HepG2,0,,,
1283,AGGF1 Position 5,HepG2,0,,,
1284,UTP18 Position 2,HepG2,0,,,
1285,ABCF1 Position 3,K562,0,,,
1286,ABCF1 Position 4,HepG2,0,,,
1287,ABCF1 Position 4,K562,0,,,
1288,ABCF1 Position 6,HepG2,0,,,
1289,ABCF1 Position 6,K562,0,,,
1290,AGGF1 Position 1,HepG2,0,,,
1291,AATF Position 5,HepG2,0,,,
1292,AATF Position 5,K562,0,,,
1293,AATF Position 6,HepG2,0,,,
1294,AATF Position 6,K562,0,,,
1295,ABCF1 Position 1,HepG2,0,,,
1296,ABCF1 Position 1,K562,0,,,
1297,ABCF1 Position 2,HepG2,0,,,
1298,ABCF1 Position 3,HepG2,0,,,
1299,AARS Position 1,HepG2,0,,,
1300,AARS Position 1,K562,0,,,
1301,AARS Position 2,HepG2,0,,,
1302,AARS Position 2,K562,0,,,
1303,AARS Position 3,HepG2,0,,,
1304,AARS Position 3,K562,0,,,
1305,AARS Position 5,HepG2,0,,,
1306,AARS Position 5,K562,0,,,
1307,YBX3 Position 3,HepG2,0,,,
1308,YBX3 Position 4,HepG2,0,,,
1309,DKC1 Position 4,K562,0,,,
1310,DKC1 Position 5,HepG2,0,,,
1311,FAM120A Position 6,HepG2,0,,,
1312,DDX6 Position 4,K562,0,,,
1313,DDX6 Position 5,HepG2,0,,,
1314,DDX6 Position 5,K562,0,,,
1315,DDX6 Position 6,K562,0,,,
1316,DKC1 Position 1,HepG2,0,,,
1317,DKC1 Position 1,K562,0,,,
1318,DDX59 Position 6,K562,0,,,
1319,DDX6 Position 1,K562,0,,,
1320,DDX6 Position 2,HepG2,0,,,
1321,DDX6 Position 2,K562,0,,,
1322,DDX6 Position 3,K562,0,,,
1323,FAM120A Position 4,K562,0,,,
1324,FAM120A Position 5,HepG2,0,,,
1325,DKC1 Position 5,K562,0,,,
1326,SRSF9 Position 3,K562,0,,,
1327,SND1 Position 4,K562,0,,,
1328,SND1 Position 5,K562,0,,,
1329,SND1 Position 6,K562,0,,,
1330,SUGP2 Position 2,HepG2,0,,,
1331,SUGP2 Position 2,K562,0,,,
1332,SUGP2 Position 3,K562,0,,,
1333,SUGP2 Position 4,HepG2,0,,,
1334,SUGP2 Position 4,K562,0,,,
1335,SUGP2 Position 5,HepG2,0,,,
1336,SUGP2 Position 5,K562,0,,,
1337,SUB1 Position 4,HepG2,0,,,
1338,TARDBP Position 6,HepG2,0,,,
1339,SUB1 Position 5,K562,0,,,
1340,SUB1 Position 6,K562,0,,,
1341,SUGP2 Position 1,HepG2,0,,,
1342,SUGP2 Position 1,K562,0,,,
1343,SSB Position 6,HepG2,0,,,
1344,SSB Position 6,K562,0,,,
1345,SUB1 Position 1,HepG2,0,,,
1346,SUB1 Position 1,K562,0,,,
1347,SUB1 Position 2,HepG2,0,,,
1348,SUB1 Position 2,K562,0,,,
1349,SUB1 Position 3,K562,0,,,
1350,SSB Position 2,HepG2,0,,,
