,Feature,Kruskal-Wallis Statistic,P-Val
513,RPS3_center_right_shap,344323.13606719766,0.0
514,RPS6_center_right_shap,4194304.0,0.0
515,RYBP_center_right_shap,4194304.0,0.0
516,SAFB_center_right_shap,2297.3673097701258,0.0
517,SAFB2_center_right_shap,819.6263537528893,1.0480902268290531e-178
518,SBDS_center_right_shap,4194304.0,0.0
519,SDAD1_center_right_shap,4194304.0,0.0
520,SERBP1_center_right_shap,4194304.0,0.0
521,SF3B1_center_right_shap,4194304.0,0.0
522,SF3B4_center_right_shap,320124.0557019942,0.0
523,SLBP_center_right_shap,4194304.0,0.0
524,SLTM_center_right_shap,11596.787385977294,0.0
525,SMNDC1_center_right_shap,14313.501169764886,0.0
526,SND1_center_right_shap,383567.66085249255,0.0
527,SRSF1_center_right_shap,206653.68394138312,0.0
528,SRSF7_center_right_shap,60291.30869355738,0.0
529,SRSF9_center_right_shap,4194304.0,0.0
530,SSB_center_right_shap,4194304.0,0.0
531,SUPV3L1_center_right_shap,4194304.0,0.0
532,TAF15_center_right_shap,11046.386512043002,0.0
533,TARDBP_center_right_shap,167.2021623237767,4.926196941441467e-37
534,TBRG4_center_right_shap,4194304.0,0.0
535,TIA1_center_right_shap,58996.05157352707,0.0
536,TRA2A_center_right_shap,55272.11856183218,0.0
537,TROVE2_center_right_shap,8528.470574918463,0.0
538,U2AF1_center_right_shap,6321.289913802512,0.0
539,U2AF2_center_right_shap,43199.23582632852,0.0
540,UCHL5_center_right_shap,393009.99166496267,0.0
541,UPF1_center_right_shap,10437.770711047935,0.0
542,UTP18_center_right_shap,8913.480352663952,0.0
543,UTP3_center_right_shap,4194304.0,0.0
544,WDR3_center_right_shap,4194304.0,0.0
545,WDR43_center_right_shap,4194304.0,0.0
546,WRN_center_right_shap,4194304.0,0.0
547,XRCC6_center_right_shap,12451.019158578774,0.0
548,XRN2_center_right_shap,32434.923496428473,0.0
549,YBX3_center_right_shap,394307.00521573133,0.0
550,YWHAG_center_right_shap,8251.997701546255,0.0
551,ZC3H11A_center_right_shap,2730.5173404595603,0.0
552,ZC3H8_center_right_shap,4194304.0,0.0
553,ZNF622_center_right_shap,385772.30043620686,0.0
554,ZNF800_center_right_shap,371066.5569389538,0.0
555,ZRANB2_center_right_shap,4194304.0,0.0
556,AARS_3_left_shap,4194304.0,0.0
557,AATF_3_left_shap,2430.171462992238,0.0
558,ABCF1_3_left_shap,4194304.0,0.0
559,ADAT1_3_left_shap,31559.612329572676,0.0
560,AGGF1_3_left_shap,574.7063924646787,1.5998988234721093e-125
561,AKAP1_3_left_shap,4194304.0,0.0
562,AKAP8L_3_left_shap,3020.09230396061,0.0
563,APEX1_3_left_shap,26151.64007183847,0.0
564,APOBEC3C_3_left_shap,4194304.0,0.0
565,AQR_3_left_shap,6904.73960925322,0.0
566,BUD13_3_left_shap,34730.37987786942,0.0
567,CPEB4_3_left_shap,3672.1771530828587,0.0
568,CPSF6_3_left_shap,18529.751393917843,0.0
569,CSTF2T_3_left_shap,6395.465926037648,0.0
570,DDX1_3_left_shap,13399.83509923173,0.0
571,DDX21_3_left_shap,4194304.0,0.0
572,DDX24_3_left_shap,52417.55667103348,0.0
573,DDX3X_3_left_shap,12956.251181850124,0.0
574,DDX42_3_left_shap,4194304.0,0.0
575,DDX43_3_left_shap,2539.3186519781516,0.0
576,DDX47_3_left_shap,3282.092206105549,0.0
577,DDX51_3_left_shap,4194304.0,0.0
578,DDX52_3_left_shap,301.00175933059575,4.348089148176064e-66
579,DDX55_3_left_shap,10008.437200320872,0.0
580,DDX6_3_left_shap,1180.1066150425434,5.534832912149181e-257
581,DGCR8_3_left_shap,1376.1948905389058,1.455715505002754e-299
582,DHX30_3_left_shap,24486.20722149574,0.0
583,DROSHA_3_left_shap,5944.456457208943,0.0
584,EEF2_3_left_shap,4194304.0,0.0
585,EFTUD2_3_left_shap,4497.777732281621,0.0
586,EIF3G_3_left_shap,4194304.0,0.0
587,EIF4E_3_left_shap,3677.609657532222,0.0
588,EIF4G2_3_left_shap,406.4181152471432,5.590203288135144e-89
589,ELAC2_3_left_shap,31034.89929175153,0.0
590,ELAVL1_3_left_shap,7296.91535214199,0.0
591,EWSR1_3_left_shap,184.8792252209516,7.144738432755784e-41
592,EXOSC10_3_left_shap,49745.29626889431,0.0
593,EXOSC5_3_left_shap,20438.6870496951,0.0
594,FAM120A_3_left_shap,39592.667448911954,0.0
595,FASTKD2_3_left_shap,1088.3151668250991,4.7354825229839836e-237
596,FMR1_3_left_shap,44451.49582998219,0.0
597,FTO_3_left_shap,843.7457077958346,6.066629706052245e-184
598,FUS_3_left_shap,962.4476787828412,1.0165810083655075e-209
599,FXR1_3_left_shap,7773.413110891792,0.0
600,FXR2_3_left_shap,29249.247654609175,0.0
601,GARS_3_left_shap,4194304.0,0.0
602,GEMIN5_3_left_shap,8173.4870523349355,0.0
603,GNL3_3_left_shap,4194304.0,0.0
604,GPKOW_3_left_shap,30334.491709060763,0.0
605,GRWD1_3_left_shap,4481.654704651776,0.0
606,GTF2F1_3_left_shap,334.90524001845796,1.8890834782977558e-73
607,HLTF_3_left_shap,4194304.0,0.0
608,HNRNPA1_3_left_shap,4194304.0,0.0
609,HNRNPC_3_left_shap,4194304.0,0.0
610,HNRNPK_3_left_shap,1778.2015897390008,0.0
611,HNRNPL_3_left_shap,15555.576755130334,0.0
612,HNRNPM_3_left_shap,5958.591851125117,0.0
613,HNRNPU_3_left_shap,4194304.0,0.0
614,HNRNPUL1_3_left_shap,4194304.0,0.0
615,IGF2BP1_3_left_shap,11460.874263206093,0.0
616,IGF2BP2_3_left_shap,2803.023551463013,0.0
617,ILF3_3_left_shap,4375.46856517874,0.0
618,KHDRBS1_3_left_shap,2407.0425990033555,0.0
619,KHSRP_3_left_shap,18095.650647128674,0.0
620,LARP4_3_left_shap,4194304.0,0.0
621,LARP7_3_left_shap,4194304.0,0.0
622,LIN28B_3_left_shap,10625.431983408362,0.0
623,LSM11_3_left_shap,774.4575117386961,6.740437586606768e-169
624,MATR3_3_left_shap,15402.945574819048,0.0
625,MBNL1_3_left_shap,12834.404116750105,0.0
626,METAP2_3_left_shap,18861.610029600237,0.0
627,METTL1_3_left_shap,4194304.0,0.0
628,MORC2_3_left_shap,3289.4482887722247,0.0
629,MTPAP_3_left_shap,37311.360677900484,0.0
630,NCBP2_3_left_shap,21808.230658713714,0.0
631,NIPBL_3_left_shap,4194304.0,0.0
632,NOLC1_3_left_shap,268.90123316473466,4.062928033838818e-59
633,NONO_3_left_shap,3749.9350675174373,0.0
634,NPM1_3_left_shap,4194304.0,0.0
635,NSUN2_3_left_shap,4194304.0,0.0
636,PABPC4_3_left_shap,4130.220634578441,0.0
637,PCBP1_3_left_shap,44714.54679464311,0.0
638,PHF6_3_left_shap,4194304.0,0.0
639,PPIL4_3_left_shap,23296.60463702288,0.0
640,PRPF8_3_left_shap,42242.38987903185,0.0
641,PTBP1_3_left_shap,5399.441205746501,0.0
642,PUM1_3_left_shap,1945.6045616672366,0.0
643,PUM2_3_left_shap,4901.151417081248,0.0
644,PUS1_3_left_shap,4194304.0,0.0
645,QKI_3_left_shap,16331.981614334516,0.0
646,RBFOX2_3_left_shap,58555.38316557882,0.0
647,RBM15_3_left_shap,824.5255830356625,9.047832453248976e-180
648,RBM22_3_left_shap,17350.43924592301,0.0
649,RNF187_3_left_shap,4194304.0,0.0
650,RPS10_3_left_shap,4194304.0,0.0
651,RPS11_3_left_shap,4194304.0,0.0
652,RPS3_3_left_shap,33294.57920002623,0.0
653,RPS6_3_left_shap,13820.750164822119,0.0
654,RYBP_3_left_shap,4194304.0,0.0
655,SAFB_3_left_shap,4194304.0,0.0
656,SAFB2_3_left_shap,917.9876065778674,4.586949975645365e-200
657,SBDS_3_left_shap,4194304.0,0.0
658,SDAD1_3_left_shap,4194304.0,0.0
659,SERBP1_3_left_shap,53574.11986872889,0.0
660,SF3B1_3_left_shap,8384.475611774775,0.0
661,SF3B4_3_left_shap,34962.45723166554,0.0
662,SLBP_3_left_shap,4194304.0,0.0
663,SLTM_3_left_shap,4194304.0,0.0
664,SMNDC1_3_left_shap,671.434121787356,1.5846486066131677e-146
665,SND1_3_left_shap,8523.540164825174,0.0
666,SRSF1_3_left_shap,11776.076136503616,0.0
667,SRSF7_3_left_shap,10185.876161842914,0.0
668,SRSF9_3_left_shap,4194304.0,0.0
669,SSB_3_left_shap,3374.2234103524515,0.0
670,SUPV3L1_3_left_shap,4194304.0,0.0
671,TAF15_3_left_shap,4194304.0,0.0
672,TARDBP_3_left_shap,358.7432961444139,1.2585863936232305e-78
673,TBRG4_3_left_shap,4194304.0,0.0
674,TIA1_3_left_shap,19665.85126675606,0.0
675,TRA2A_3_left_shap,3409.514351548252,0.0
676,TROVE2_3_left_shap,11009.719263618405,0.0
677,U2AF1_3_left_shap,28479.79414602377,0.0
678,U2AF2_3_left_shap,39975.27962030804,0.0
679,UCHL5_3_left_shap,22251.624424330763,0.0
680,UPF1_3_left_shap,18533.5746781653,0.0
681,UTP18_3_left_shap,4194304.0,0.0
682,UTP3_3_left_shap,4194304.0,0.0
683,WDR3_3_left_shap,4194304.0,0.0
684,WDR43_3_left_shap,4194304.0,0.0
685,WRN_3_left_shap,4194304.0,0.0
686,XRCC6_3_left_shap,25259.356255186492,0.0
687,XRN2_3_left_shap,42132.63480416236,0.0
688,YBX3_3_left_shap,8667.612352251015,0.0
689,YWHAG_3_left_shap,4194304.0,0.0
690,ZC3H11A_3_left_shap,4194304.0,0.0
691,ZC3H8_3_left_shap,4194304.0,0.0
692,ZNF622_3_left_shap,12770.901009927982,0.0
693,ZNF800_3_left_shap,11121.468601555544,0.0
694,ZRANB2_3_left_shap,445.54126881617464,1.786252075754403e-97
695,AARS_3_right_shap,4194304.0,0.0
696,AATF_3_right_shap,3628.213573136778,0.0
697,ABCF1_3_right_shap,4194304.0,0.0
698,ADAT1_3_right_shap,4194304.0,0.0
699,AGGF1_3_right_shap,697.0915327152298,4.2510575083564835e-152
700,AKAP1_3_right_shap,2912.2173846625956,0.0
701,AKAP8L_3_right_shap,3769.766295003226,0.0
702,APEX1_3_right_shap,4194304.0,0.0
703,APOBEC3C_3_right_shap,11046.891925569453,0.0
704,AQR_3_right_shap,416.7748180084023,3.1513611110538395e-91
705,BUD13_3_right_shap,955.1464166766367,3.91373047350724e-208
706,CPEB4_3_right_shap,4194304.0,0.0
707,CPSF6_3_right_shap,9502.827162847518,0.0
708,CSTF2T_3_right_shap,2628.813999731218,0.0
709,DDX1_3_right_shap,4194304.0,0.0
710,DDX21_3_right_shap,4194304.0,0.0
711,DDX24_3_right_shap,1425.7023425696982,2.58624636173713e-310
712,DDX3X_3_right_shap,47629.11018768849,0.0
713,DDX42_3_right_shap,1605.8958595716779,0.0
714,DDX43_3_right_shap,22875.492735493524,0.0
715,DDX47_3_right_shap,4194304.0,0.0
716,DDX51_3_right_shap,4194304.0,0.0
717,DDX52_3_right_shap,4876.355912655152,0.0
718,DDX55_3_right_shap,1721.079201577873,0.0
719,DDX6_3_right_shap,17725.18833657006,0.0
720,DGCR8_3_right_shap,4194304.0,0.0
721,DHX30_3_right_shap,3289.5883524636097,0.0
722,DROSHA_3_right_shap,24220.39221211159,0.0
723,EEF2_3_right_shap,4194304.0,0.0
724,EFTUD2_3_right_shap,56645.37058407906,0.0
725,EIF3G_3_right_shap,4531.89674834204,0.0
726,EIF4E_3_right_shap,20298.496056503354,0.0
727,EIF4G2_3_right_shap,4194304.0,0.0
728,ELAC2_3_right_shap,23601.984925151944,0.0
729,ELAVL1_3_right_shap,33206.762095460996,0.0
730,EWSR1_3_right_shap,932.203599677405,3.754571030296322e-203
731,EXOSC10_3_right_shap,22341.288150411056,0.0
732,EXOSC5_3_right_shap,4194304.0,0.0
733,FAM120A_3_right_shap,2635.639469089107,0.0
734,FASTKD2_3_right_shap,4194304.0,0.0
735,FMR1_3_right_shap,31775.493933391015,0.0
736,FTO_3_right_shap,8691.486239858,0.0
737,FUS_3_right_shap,5343.470509703983,0.0
738,FXR1_3_right_shap,1911.0778839316008,0.0
739,FXR2_3_right_shap,27718.05115715339,0.0
740,GARS_3_right_shap,1060.1703648820394,6.122521617120695e-231
741,GEMIN5_3_right_shap,2466.569215112246,0.0
742,GNL3_3_right_shap,4194304.0,0.0
743,GPKOW_3_right_shap,14624.352619729341,0.0
744,GRWD1_3_right_shap,533.870335454059,1.1790429620389417e-116
745,GTF2F1_3_right_shap,55.208253179784265,1.027259447923681e-12
746,HLTF_3_right_shap,10076.931302771074,0.0
747,HNRNPA1_3_right_shap,4194304.0,0.0
748,HNRNPC_3_right_shap,11073.091920265586,0.0
749,HNRNPK_3_right_shap,10001.276541559984,0.0
750,HNRNPL_3_right_shap,95794.83522575113,0.0
751,HNRNPM_3_right_shap,11662.884740280771,0.0
752,HNRNPU_3_right_shap,4194304.0,0.0
753,HNRNPUL1_3_right_shap,4194304.0,0.0
754,IGF2BP1_3_right_shap,11640.930688676217,0.0
755,IGF2BP2_3_right_shap,4174.711886797553,0.0
756,ILF3_3_right_shap,4194304.0,0.0
757,KHDRBS1_3_right_shap,1255.698038532071,2.1312552413667197e-273
758,KHSRP_3_right_shap,8995.422028111247,0.0
759,LARP4_3_right_shap,8580.32676638075,0.0
760,LARP7_3_right_shap,4194304.0,0.0
761,LIN28B_3_right_shap,28514.257492882818,0.0
762,LSM11_3_right_shap,1157.0591749750433,5.594902677018494e-252
763,MATR3_3_right_shap,4194304.0,0.0
764,MBNL1_3_right_shap,33051.72346207099,0.0
765,METAP2_3_right_shap,42412.56120296705,0.0
766,METTL1_3_right_shap,4194304.0,0.0
767,MORC2_3_right_shap,4194304.0,0.0
768,MTPAP_3_right_shap,70414.30912608244,0.0
769,NCBP2_3_right_shap,1263.4026237620226,4.5248692981647475e-275
770,NIPBL_3_right_shap,4194304.0,0.0
771,NOLC1_3_right_shap,10021.784857236806,0.0
772,NONO_3_right_shap,5988.332468489271,0.0
773,NPM1_3_right_shap,4194304.0,0.0
774,NSUN2_3_right_shap,4194304.0,0.0
775,PABPC4_3_right_shap,9083.686337700352,0.0
776,PCBP1_3_right_shap,4360.462857288658,0.0
777,PHF6_3_right_shap,156.59861965769952,9.886482557887226e-35
778,PPIL4_3_right_shap,4194304.0,0.0
779,PRPF8_3_right_shap,17988.392425373702,0.0
780,PTBP1_3_right_shap,4194304.0,0.0
781,PUM1_3_right_shap,10736.490997535408,0.0
782,PUM2_3_right_shap,11421.946717678376,0.0
783,PUS1_3_right_shap,4194304.0,0.0
784,QKI_3_right_shap,4194304.0,0.0
785,RBFOX2_3_right_shap,2488.8850846528753,0.0
786,RBM15_3_right_shap,52372.461985250964,0.0
787,RBM22_3_right_shap,21514.145787425336,0.0
788,RNF187_3_right_shap,4194304.0,0.0
789,RPS10_3_right_shap,4194304.0,0.0
790,RPS11_3_right_shap,4194304.0,0.0
791,RPS3_3_right_shap,4803.221494336072,0.0
792,RPS6_3_right_shap,4194304.0,0.0
793,RYBP_3_right_shap,4194304.0,0.0
794,SAFB_3_right_shap,4194304.0,0.0
795,SAFB2_3_right_shap,4194304.0,0.0
796,SBDS_3_right_shap,4194304.0,0.0
797,SDAD1_3_right_shap,4194304.0,0.0
798,SERBP1_3_right_shap,4194304.0,0.0
799,SF3B1_3_right_shap,4194304.0,0.0
800,SF3B4_3_right_shap,6169.514887174833,0.0
801,SLBP_3_right_shap,4194304.0,0.0
802,SLTM_3_right_shap,15263.952867346956,0.0
803,SMNDC1_3_right_shap,27666.53295657817,0.0
804,SND1_3_right_shap,19845.322030340943,0.0
805,SRSF1_3_right_shap,22.346003879584657,1.4048401515547862e-05
806,SRSF7_3_right_shap,19953.389624836807,0.0
807,SRSF9_3_right_shap,4194304.0,0.0
808,SSB_3_right_shap,4194304.0,0.0
809,SUPV3L1_3_right_shap,4194304.0,0.0
810,TAF15_3_right_shap,4194304.0,0.0
811,TARDBP_3_right_shap,1688.8391955099557,0.0
812,TBRG4_3_right_shap,4194304.0,0.0
813,TIA1_3_right_shap,1215.0638449601367,1.4198369915769764e-264
814,TRA2A_3_right_shap,1965.4539767914712,0.0
815,TROVE2_3_right_shap,11358.364695883414,0.0
816,U2AF1_3_right_shap,34269.9089006563,0.0
817,U2AF2_3_right_shap,27733.824795876535,0.0
818,UCHL5_3_right_shap,13901.915397665072,0.0
819,UPF1_3_right_shap,12356.863211134072,0.0
820,UTP18_3_right_shap,4194304.0,0.0
821,UTP3_3_right_shap,4194304.0,0.0
822,WDR3_3_right_shap,4194304.0,0.0
823,WDR43_3_right_shap,4194304.0,0.0
824,WRN_3_right_shap,4194304.0,0.0
825,XRCC6_3_right_shap,4090.4778942662665,0.0
826,XRN2_3_right_shap,1265.492287197929,1.5916273356900917e-275
827,YBX3_3_right_shap,9930.246924598456,0.0
828,YWHAG_3_right_shap,4194304.0,0.0
829,ZC3H11A_3_right_shap,17538.214052956748,0.0
830,ZC3H8_3_right_shap,4194304.0,0.0
831,ZNF622_3_right_shap,2322.772684756508,0.0
832,ZNF800_3_right_shap,7024.571889952461,0.0
833,ZRANB2_3_right_shap,4194304.0,0.0
