,Feature,Kruskal-Wallis Statistic,P-Val
507,TARDBP_3_left_shap,22533.260906308922,0.0
508,TBRG4_3_left_shap,-4194304.0,1.0
509,TIA1_3_left_shap,30922.37813419935,0.0
510,TIAL1_3_left_shap,10065.474111837484,0.0
511,TRA2A_3_left_shap,34491.536393891845,0.0
512,TROVE2_3_left_shap,-4194304.0,1.0
513,U2AF1_3_left_shap,349.7627749289346,1.1219627457076881e-76
514,U2AF2_3_left_shap,2839.2054198492237,0.0
515,UCHL5_3_left_shap,135929.52181355038,0.0
516,UPF1_3_left_shap,1634.6510606567672,0.0
517,UTP18_3_left_shap,-4194304.0,1.0
518,WDR43_3_left_shap,-4194304.0,1.0
519,XPO5_3_left_shap,11.27129527577548,0.003568365476028705
520,XRCC6_3_left_shap,-4194304.0,1.0
521,XRN2_3_left_shap,30042.422474612045,0.0
522,YBX3_3_left_shap,1771.1972116331685,0.0
523,ZC3H11A_3_left_shap,48721.67180876539,0.0
524,ZNF800_3_left_shap,462.13109136755565,4.4617841006912576e-101
525,AGGF1_3_right_shap,293.8451144427486,1.5571990555436516e-64
526,AKAP1_3_right_shap,10079.77800997487,0.0
527,AQR_3_right_shap,1421.8647661102034,1.761931552112726e-309
528,BCCIP_3_right_shap,-4194304.0,1.0
529,BCLAF1_3_right_shap,2554.8526035922127,0.0
530,BUD13_3_right_shap,1405.245445012332,7.158610873093074e-306
531,CDC40_3_right_shap,1724.9826467514984,0.0
532,CSTF2_3_right_shap,-4194304.0,1.0
533,CSTF2T_3_right_shap,4017.5327092788852,0.0
534,DDX3X_3_right_shap,13495.221002411357,0.0
535,DDX52_3_right_shap,-4194304.0,1.0
536,DDX55_3_right_shap,6952.641274938537,0.0
537,DDX59_3_right_shap,165304.60940661456,0.0
538,DDX6_3_right_shap,-4194304.0,1.0
539,DGCR8_3_right_shap,25942.33184951636,0.0
540,DHX30_3_right_shap,-4194304.0,1.0
541,DKC1_3_right_shap,-4194304.0,1.0
542,DROSHA_3_right_shap,5756.756321480365,0.0
543,EFTUD2_3_right_shap,134.03131552277918,7.86085224304673e-30
544,EIF3D_3_right_shap,163640.298374141,0.0
545,EIF3H_3_right_shap,2207.4163572222305,0.0
546,EXOSC5_3_right_shap,-4194304.0,1.0
547,FAM120A_3_right_shap,-4194304.0,1.0
548,FASTKD2_3_right_shap,99581.2339936392,0.0
549,FKBP4_3_right_shap,495.8818366268453,2.0923163002756466e-108
550,FTO_3_right_shap,15335.048656522344,0.0
551,FUBP3_3_right_shap,96154.788632405,0.0
552,FUS_3_right_shap,19393.443092658676,0.0
553,FXR2_3_right_shap,182291.51362654066,0.0
554,G3BP1_3_right_shap,2896.276231458619,0.0
555,GRSF1_3_right_shap,52268.0193421803,0.0
556,GRWD1_3_right_shap,6572.246845656732,0.0
557,GTF2F1_3_right_shap,2277.3693920075307,0.0
558,HLTF_3_right_shap,5586.177672031645,0.0
559,HNRNPA1_3_right_shap,-4194304.0,1.0
560,HNRNPC_3_right_shap,304.442783568593,7.781969430357908e-67
561,HNRNPK_3_right_shap,846.8495295377833,1.285171717882791e-184
562,HNRNPL_3_right_shap,-4194304.0,1.0
563,HNRNPM_3_right_shap,-4194304.0,1.0
564,HNRNPU_3_right_shap,-4194304.0,1.0
565,HNRNPUL1_3_right_shap,-4194304.0,1.0
566,IGF2BP1_3_right_shap,3272.386991153438,0.0
567,IGF2BP3_3_right_shap,9034.182408221739,0.0
568,ILF3_3_right_shap,-4194304.0,1.0
569,KHSRP_3_right_shap,18204.372203882467,0.0
570,LARP4_3_right_shap,32571.259099323415,0.0
571,LARP7_3_right_shap,-4194304.0,1.0
572,LIN28B_3_right_shap,3807.220146166487,0.0
573,LSM11_3_right_shap,133975.2161185758,0.0
574,MATR3_3_right_shap,-4194304.0,1.0
575,NCBP2_3_right_shap,440.3289714550084,2.4197959052153496e-96
576,NIP7_3_right_shap,-4194304.0,1.0
577,NKRF_3_right_shap,3939.280334052131,0.0
578,NOL12_3_right_shap,16529.84348867069,0.0
579,NOLC1_3_right_shap,-4194304.0,1.0
580,NSUN2_3_right_shap,-4194304.0,1.0
581,PABPN1_3_right_shap,64074.52204410938,0.0
582,PCBP1_3_right_shap,158.22189067746322,4.3908942856660297e-35
583,PCBP2_3_right_shap,10557.749285457314,0.0
584,POLR2G_3_right_shap,-4194304.0,1.0
585,PPIG_3_right_shap,527.2599121388088,3.2134001872891525e-115
586,PRPF4_3_right_shap,5780.997345750887,0.0
587,PRPF8_3_right_shap,8328.020549164443,0.0
588,PTBP1_3_right_shap,6967.134837874271,0.0
589,QKI_3_right_shap,9537.846611850962,0.0
590,RBFOX2_3_right_shap,221.76635947114067,6.983078191002105e-49
591,RBM15_3_right_shap,813.7285292120039,2.0002993691716057e-177
592,RBM22_3_right_shap,3640.6683228716615,0.0
593,RBM5_3_right_shap,13200.893945908225,0.0
594,RPS3_3_right_shap,1854.5894952777423,0.0
595,SAFB_3_right_shap,-4194304.0,1.0
596,SDAD1_3_right_shap,-4194304.0,1.0
597,SF3A3_3_right_shap,59651.40458152842,0.0
598,SF3B4_3_right_shap,80792.47603591905,0.0
599,SFPQ_3_right_shap,68515.37163458769,0.0
600,SLTM_3_right_shap,46110.10726875097,0.0
601,SMNDC1_3_right_shap,-4194304.0,1.0
602,SND1_3_right_shap,2969.3881014079957,0.0
603,SRSF1_3_right_shap,34595.7982760714,0.0
604,SRSF7_3_right_shap,-4194304.0,1.0
605,SRSF9_3_right_shap,1142.0840422801164,9.990823437693804e-249
606,SSB_3_right_shap,-4194304.0,1.0
607,STAU2_3_right_shap,-4194304.0,1.0
608,SUB1_3_right_shap,8519.46406649429,0.0
609,SUGP2_3_right_shap,-4194304.0,1.0
610,SUPV3L1_3_right_shap,72673.29876334588,0.0
611,TAF15_3_right_shap,-4194304.0,1.0
612,TARDBP_3_right_shap,1393.72413551462,2.2732611259081737e-303
613,TBRG4_3_right_shap,-4194304.0,1.0
614,TIA1_3_right_shap,-4194304.0,1.0
615,TIAL1_3_right_shap,78289.53822418582,0.0
616,TRA2A_3_right_shap,8878.9024772296,0.0
617,TROVE2_3_right_shap,-4194304.0,1.0
618,U2AF1_3_right_shap,19762.308849263856,0.0
619,U2AF2_3_right_shap,26209.606903028496,0.0
620,UCHL5_3_right_shap,51206.9697727534,0.0
621,UPF1_3_right_shap,22997.17152991565,0.0
622,UTP18_3_right_shap,-4194304.0,1.0
623,WDR43_3_right_shap,-4194304.0,1.0
624,XPO5_3_right_shap,13148.78820520532,0.0
625,XRCC6_3_right_shap,-4194304.0,1.0
626,XRN2_3_right_shap,2365.391177039019,0.0
627,YBX3_3_right_shap,2239.58205466612,0.0
628,ZC3H11A_3_right_shap,8486.38956589446,0.0
629,ZNF800_3_right_shap,1775.5091692263989,0.0
