Cell Line	Data Mode	Feature	Zero Cutoff	% Non Zero
HepG2	Unique-Binding	LSM11_3_shap	1e-08	100.0
HepG2	Unique-Binding	LSM11_3_shap	1e-07	100.0
HepG2	Unique-Binding	LSM11_3_shap	1e-06	100.0
HepG2	Unique-Binding	LSM11_3_shap	1e-05	100.0
HepG2	Unique-Binding	LSM11_3_shap	0.0001	2.0446675900277005
HepG2	Unique-Binding	LSM11_3_shap	0.001	2.0446675900277005
HepG2	Unique-Binding	LSM11_3_shap	0.01	0.9600069252077563
HepG2	Unique-Binding	LSM11_3_shap	0.05	0.0
HepG2	Unique-Binding	LSM11_3_shap	0.1	0.0
HepG2	Unique-Binding	LSM11_4_shap	1e-15	0.0
HepG2	Unique-Binding	LSM11_4_shap	1e-10	0.0
HepG2	Unique-Binding	LSM11_4_shap	1e-08	0.0
HepG2	Unique-Binding	LSM11_4_shap	1e-07	0.0
HepG2	Unique-Binding	LSM11_4_shap	1e-06	0.0
HepG2	Unique-Binding	LSM11_4_shap	1e-05	0.0
HepG2	Unique-Binding	LSM11_4_shap	0.0001	0.0
HepG2	Unique-Binding	LSM11_4_shap	0.001	0.0
HepG2	Unique-Binding	LSM11_4_shap	0.01	0.0
HepG2	Unique-Binding	LSM11_4_shap	0.05	0.0
HepG2	Unique-Binding	LSM11_4_shap	0.1	0.0
HepG2	Unique-Binding	LSM11_5_shap	1e-15	100.0
HepG2	Unique-Binding	LSM11_5_shap	1e-10	100.0
HepG2	Unique-Binding	LSM11_5_shap	1e-08	100.0
HepG2	Unique-Binding	LSM11_5_shap	1e-07	100.0
HepG2	Unique-Binding	LSM11_5_shap	1e-06	100.0
HepG2	Unique-Binding	LSM11_5_shap	1e-05	2.789127423822715
HepG2	Unique-Binding	LSM11_5_shap	0.0001	2.0446675900277005
HepG2	Unique-Binding	LSM11_5_shap	0.001	0.4293628808864266
HepG2	Unique-Binding	LSM11_5_shap	0.01	0.0
HepG2	Unique-Binding	LSM11_5_shap	0.05	0.0
HepG2	Unique-Binding	LSM11_5_shap	0.1	0.0
HepG2	Unique-Binding	LSM11_6_shap	1e-15	100.0
HepG2	Unique-Binding	LSM11_6_shap	1e-10	100.0
HepG2	Unique-Binding	LSM11_6_shap	1e-08	99.99913434903047
HepG2	Unique-Binding	LSM11_6_shap	1e-07	99.985283933518
HepG2	Unique-Binding	LSM11_6_shap	1e-06	99.53514542936288
HepG2	Unique-Binding	LSM11_6_shap	1e-05	95.79033933518005
HepG2	Unique-Binding	LSM11_6_shap	0.0001	83.28514542936288
HepG2	Unique-Binding	LSM11_6_shap	0.001	15.645775623268698
HepG2	Unique-Binding	LSM11_6_shap	0.01	1.4828601108033241
HepG2	Unique-Binding	LSM11_6_shap	0.05	1.1928670360110802
HepG2	Unique-Binding	LSM11_6_shap	0.1	0.3843490304709141
HepG2	Unique-Binding	MATR3_1_shap	1e-15	0.0
HepG2	Unique-Binding	MATR3_1_shap	1e-10	0.0
HepG2	Unique-Binding	MATR3_1_shap	1e-08	0.0
HepG2	Unique-Binding	MATR3_1_shap	1e-07	0.0
HepG2	Unique-Binding	MATR3_1_shap	1e-06	0.0
HepG2	Unique-Binding	MATR3_1_shap	1e-05	0.0
HepG2	Unique-Binding	MATR3_1_shap	0.0001	0.0
HepG2	Unique-Binding	MATR3_1_shap	0.001	0.0
HepG2	Unique-Binding	MATR3_1_shap	0.01	0.0
HepG2	Unique-Binding	MATR3_1_shap	0.05	0.0
HepG2	Unique-Binding	MATR3_1_shap	0.1	0.0
HepG2	Unique-Binding	MATR3_2_shap	1e-15	0.0
HepG2	Unique-Binding	MATR3_2_shap	1e-10	0.0
HepG2	Unique-Binding	MATR3_2_shap	1e-08	0.0
HepG2	Unique-Binding	MATR3_2_shap	1e-07	0.0
HepG2	Unique-Binding	MATR3_2_shap	1e-06	0.0
HepG2	Unique-Binding	MATR3_2_shap	1e-05	0.0
HepG2	Unique-Binding	MATR3_2_shap	0.0001	0.0
HepG2	Unique-Binding	MATR3_2_shap	0.001	0.0
HepG2	Unique-Binding	MATR3_2_shap	0.01	0.0
HepG2	Unique-Binding	MATR3_2_shap	0.05	0.0
HepG2	Unique-Binding	MATR3_2_shap	0.1	0.0
HepG2	Unique-Binding	MATR3_3_shap	1e-15	100.0
HepG2	Unique-Binding	MATR3_3_shap	1e-10	100.0
HepG2	Unique-Binding	MATR3_3_shap	1e-08	100.0
HepG2	Unique-Binding	MATR3_3_shap	1e-07	100.0
HepG2	Unique-Binding	MATR3_3_shap	1e-06	100.0
HepG2	Unique-Binding	MATR3_3_shap	1e-05	100.0
HepG2	Unique-Binding	MATR3_3_shap	0.0001	100.0
HepG2	Unique-Binding	MATR3_3_shap	0.001	0.03808864265927978
HepG2	Unique-Binding	MATR3_3_shap	0.01	0.03808864265927978
HepG2	Unique-Binding	MATR3_3_shap	0.05	0.03808864265927978
HepG2	Unique-Binding	MATR3_3_shap	0.1	0.03808864265927978
HepG2	Unique-Binding	MATR3_4_shap	1e-15	0.0
HepG2	Unique-Binding	MATR3_4_shap	1e-10	0.0
HepG2	Unique-Binding	MATR3_4_shap	1e-08	0.0
HepG2	Unique-Binding	MATR3_4_shap	1e-07	0.0
HepG2	Unique-Binding	MATR3_4_shap	1e-06	0.0
HepG2	Unique-Binding	MATR3_4_shap	1e-05	0.0
HepG2	Unique-Binding	MATR3_4_shap	0.0001	0.0
HepG2	Unique-Binding	MATR3_4_shap	0.001	0.0
HepG2	Unique-Binding	MATR3_4_shap	0.01	0.0
HepG2	Unique-Binding	MATR3_4_shap	0.05	0.0
HepG2	Unique-Binding	MATR3_4_shap	0.1	0.0
HepG2	Unique-Binding	MATR3_5_shap	1e-15	0.0
HepG2	Unique-Binding	MATR3_5_shap	1e-10	0.0
HepG2	Unique-Binding	MATR3_5_shap	1e-08	0.0
HepG2	Unique-Binding	MATR3_5_shap	1e-07	0.0
HepG2	Unique-Binding	MATR3_5_shap	1e-06	0.0
HepG2	Unique-Binding	MATR3_5_shap	1e-05	0.0
HepG2	Unique-Binding	MATR3_5_shap	0.0001	0.0
HepG2	Unique-Binding	MATR3_5_shap	0.001	0.0
HepG2	Unique-Binding	MATR3_5_shap	0.01	0.0
HepG2	Unique-Binding	MATR3_5_shap	0.05	0.0
HepG2	Unique-Binding	MATR3_5_shap	0.1	0.0
HepG2	Unique-Binding	MATR3_6_shap	1e-15	0.0
HepG2	Unique-Binding	MATR3_6_shap	1e-10	0.0
HepG2	Unique-Binding	MATR3_6_shap	1e-08	0.0
HepG2	Unique-Binding	MATR3_6_shap	1e-07	0.0
HepG2	Unique-Binding	MATR3_6_shap	1e-06	0.0
HepG2	Unique-Binding	MATR3_6_shap	1e-05	0.0
HepG2	Unique-Binding	MATR3_6_shap	0.0001	0.0
HepG2	Unique-Binding	MATR3_6_shap	0.001	0.0
HepG2	Unique-Binding	MATR3_6_shap	0.01	0.0
HepG2	Unique-Binding	MATR3_6_shap	0.05	0.0
HepG2	Unique-Binding	MATR3_6_shap	0.1	0.0
HepG2	Unique-Binding	NCBP2_1_shap	1e-15	100.0
HepG2	Unique-Binding	NCBP2_1_shap	1e-10	100.0
HepG2	Unique-Binding	NCBP2_1_shap	1e-08	100.0
HepG2	Unique-Binding	NCBP2_1_shap	1e-07	100.0
HepG2	Unique-Binding	NCBP2_1_shap	1e-06	100.0
HepG2	Unique-Binding	NCBP2_1_shap	1e-05	99.99394044321329
HepG2	Unique-Binding	NCBP2_1_shap	0.0001	99.83379501385042
HepG2	Unique-Binding	NCBP2_1_shap	0.001	94.58535318559557
HepG2	Unique-Binding	NCBP2_1_shap	0.01	4.14733379501385
HepG2	Unique-Binding	NCBP2_1_shap	0.05	2.1840373961218837
HepG2	Unique-Binding	NCBP2_1_shap	0.1	0.2674861495844875
HepG2	Unique-Binding	NCBP2_2_shap	1e-15	100.0
HepG2	Unique-Binding	NCBP2_2_shap	1e-10	100.0
HepG2	Unique-Binding	NCBP2_2_shap	1e-08	100.0
HepG2	Unique-Binding	NCBP2_2_shap	1e-07	100.0
HepG2	Unique-Binding	NCBP2_2_shap	1e-06	99.99913434903047
HepG2	Unique-Binding	NCBP2_2_shap	1e-05	99.99826869806094
HepG2	Unique-Binding	NCBP2_2_shap	0.0001	99.99047783933518
HepG2	Unique-Binding	NCBP2_2_shap	0.001	99.78099030470914
HepG2	Unique-Binding	NCBP2_2_shap	0.01	41.12361495844875
HepG2	Unique-Binding	NCBP2_2_shap	0.05	3.1708795013850417
HepG2	Unique-Binding	NCBP2_2_shap	0.1	3.083448753462604
HepG2	Unique-Binding	NCBP2_3_shap	1e-15	100.0
HepG2	Unique-Binding	NCBP2_3_shap	1e-10	100.0
HepG2	Unique-Binding	NCBP2_3_shap	1e-08	100.0
HepG2	Unique-Binding	NCBP2_3_shap	1e-07	100.0
HepG2	Unique-Binding	NCBP2_3_shap	1e-06	100.0
HepG2	Unique-Binding	NCBP2_3_shap	1e-05	100.0
HepG2	Unique-Binding	NCBP2_3_shap	0.0001	100.0
HepG2	Unique-Binding	NCBP2_3_shap	0.001	100.0
HepG2	Unique-Binding	NCBP2_3_shap	0.01	0.443213296398892
HepG2	Unique-Binding	NCBP2_3_shap	0.05	0.443213296398892
HepG2	Unique-Binding	NCBP2_3_shap	0.1	0.443213296398892
HepG2	Unique-Binding	NCBP2_4_shap	1e-15	100.0
HepG2	Unique-Binding	NCBP2_4_shap	1e-10	100.0
HepG2	Unique-Binding	NCBP2_4_shap	1e-08	100.0
HepG2	Unique-Binding	NCBP2_4_shap	1e-07	100.0
HepG2	Unique-Binding	NCBP2_4_shap	1e-06	100.0
HepG2	Unique-Binding	NCBP2_4_shap	1e-05	100.0
HepG2	Unique-Binding	NCBP2_4_shap	0.0001	15.36876731301939
HepG2	Unique-Binding	NCBP2_4_shap	0.001	1.0249307479224377
HepG2	Unique-Binding	NCBP2_4_shap	0.01	0.036357340720221606
HepG2	Unique-Binding	NCBP2_4_shap	0.05	0.0
HepG2	Unique-Binding	NCBP2_4_shap	0.1	0.0
HepG2	Unique-Binding	NCBP2_5_shap	1e-15	100.0
HepG2	Unique-Binding	NCBP2_5_shap	1e-10	100.0
HepG2	Unique-Binding	NCBP2_5_shap	1e-08	100.0
HepG2	Unique-Binding	NCBP2_5_shap	1e-07	100.0
HepG2	Unique-Binding	NCBP2_5_shap	1e-06	100.0
HepG2	Unique-Binding	NCBP2_5_shap	1e-05	100.0
HepG2	Unique-Binding	NCBP2_5_shap	0.0001	100.0
HepG2	Unique-Binding	NCBP2_5_shap	0.001	99.77406509695291
HepG2	Unique-Binding	NCBP2_5_shap	0.01	0.049342105263157895
HepG2	Unique-Binding	NCBP2_5_shap	0.05	0.049342105263157895
HepG2	Unique-Binding	NCBP2_5_shap	0.1	0.049342105263157895
HepG2	Unique-Binding	NCBP2_6_shap	1e-15	100.0
HepG2	Unique-Binding	NCBP2_6_shap	1e-10	100.0
HepG2	Unique-Binding	NCBP2_6_shap	1e-08	100.0
HepG2	Unique-Binding	NCBP2_6_shap	1e-07	100.0
HepG2	Unique-Binding	NCBP2_6_shap	1e-06	100.0
HepG2	Unique-Binding	NCBP2_6_shap	1e-05	100.0
HepG2	Unique-Binding	NCBP2_6_shap	0.0001	100.0
HepG2	Unique-Binding	NCBP2_6_shap	0.001	0.0856994459833795
HepG2	Unique-Binding	NCBP2_6_shap	0.01	0.0856994459833795
HepG2	Unique-Binding	NCBP2_6_shap	0.05	0.0856994459833795
HepG2	Unique-Binding	NCBP2_6_shap	0.1	0.0856994459833795
HepG2	Unique-Binding	NIP7_1_shap	1e-15	0.0
HepG2	Unique-Binding	NIP7_1_shap	1e-10	0.0
HepG2	Unique-Binding	NIP7_1_shap	1e-08	0.0
HepG2	Unique-Binding	NIP7_1_shap	1e-07	0.0
HepG2	Unique-Binding	NIP7_1_shap	1e-06	0.0
HepG2	Unique-Binding	NIP7_1_shap	1e-05	0.0
HepG2	Unique-Binding	NIP7_1_shap	0.0001	0.0
HepG2	Unique-Binding	NIP7_1_shap	0.001	0.0
HepG2	Unique-Binding	NIP7_1_shap	0.01	0.0
HepG2	Unique-Binding	NIP7_1_shap	0.05	0.0
HepG2	Unique-Binding	NIP7_1_shap	0.1	0.0
HepG2	Unique-Binding	NIP7_2_shap	1e-15	100.0
HepG2	Unique-Binding	NIP7_2_shap	1e-10	100.0
HepG2	Unique-Binding	NIP7_2_shap	1e-08	100.0
HepG2	Unique-Binding	NIP7_2_shap	1e-07	100.0
HepG2	Unique-Binding	NIP7_2_shap	1e-06	99.97056786703601
HepG2	Unique-Binding	NIP7_2_shap	1e-05	99.53081717451524
HepG2	Unique-Binding	NIP7_2_shap	0.0001	1.0716759002770084
HepG2	Unique-Binding	NIP7_2_shap	0.001	0.9444252077562326
HepG2	Unique-Binding	NIP7_2_shap	0.01	0.423303324099723
HepG2	Unique-Binding	NIP7_2_shap	0.05	0.3549168975069252
HepG2	Unique-Binding	NIP7_2_shap	0.1	0.0
HepG2	Unique-Binding	NIP7_3_shap	1e-15	0.0
HepG2	Unique-Binding	NIP7_3_shap	1e-10	0.0
HepG2	Unique-Binding	NIP7_3_shap	1e-08	0.0
HepG2	Unique-Binding	NIP7_3_shap	1e-07	0.0
HepG2	Unique-Binding	NIP7_3_shap	1e-06	0.0
HepG2	Unique-Binding	NIP7_3_shap	1e-05	0.0
HepG2	Unique-Binding	NIP7_3_shap	0.0001	0.0
HepG2	Unique-Binding	NIP7_3_shap	0.001	0.0
HepG2	Unique-Binding	NIP7_3_shap	0.01	0.0
HepG2	Unique-Binding	NIP7_3_shap	0.05	0.0
HepG2	Unique-Binding	NIP7_3_shap	0.1	0.0
HepG2	Unique-Binding	NIP7_4_shap	1e-15	0.0
HepG2	Unique-Binding	NIP7_4_shap	1e-10	0.0
HepG2	Unique-Binding	NIP7_4_shap	1e-08	0.0
HepG2	Unique-Binding	NIP7_4_shap	1e-07	0.0
HepG2	Unique-Binding	NIP7_4_shap	1e-06	0.0
HepG2	Unique-Binding	NIP7_4_shap	1e-05	0.0
HepG2	Unique-Binding	NIP7_4_shap	0.0001	0.0
HepG2	Unique-Binding	NIP7_4_shap	0.001	0.0
HepG2	Unique-Binding	NIP7_4_shap	0.01	0.0
HepG2	Unique-Binding	NIP7_4_shap	0.05	0.0
HepG2	Unique-Binding	NIP7_4_shap	0.1	0.0
HepG2	Unique-Binding	NIP7_5_shap	1e-15	0.0
HepG2	Unique-Binding	NIP7_5_shap	1e-10	0.0
HepG2	Unique-Binding	NIP7_5_shap	1e-08	0.0
HepG2	Unique-Binding	NIP7_5_shap	1e-07	0.0
HepG2	Unique-Binding	NIP7_5_shap	1e-06	0.0
HepG2	Unique-Binding	NIP7_5_shap	1e-05	0.0
HepG2	Unique-Binding	NIP7_5_shap	0.0001	0.0
HepG2	Unique-Binding	NIP7_5_shap	0.001	0.0
HepG2	Unique-Binding	NIP7_5_shap	0.01	0.0
HepG2	Unique-Binding	NIP7_5_shap	0.05	0.0
HepG2	Unique-Binding	NIP7_5_shap	0.1	0.0
HepG2	Unique-Binding	NIP7_6_shap	1e-15	0.0
HepG2	Unique-Binding	NIP7_6_shap	1e-10	0.0
HepG2	Unique-Binding	NIP7_6_shap	1e-08	0.0
HepG2	Unique-Binding	NIP7_6_shap	1e-07	0.0
HepG2	Unique-Binding	NIP7_6_shap	1e-06	0.0
HepG2	Unique-Binding	NIP7_6_shap	1e-05	0.0
HepG2	Unique-Binding	NIP7_6_shap	0.0001	0.0
HepG2	Unique-Binding	NIP7_6_shap	0.001	0.0
HepG2	Unique-Binding	NIP7_6_shap	0.01	0.0
HepG2	Unique-Binding	NIP7_6_shap	0.05	0.0
HepG2	Unique-Binding	NIP7_6_shap	0.1	0.0
HepG2	Unique-Binding	NKRF_1_shap	1e-15	0.0
HepG2	Unique-Binding	NKRF_1_shap	1e-10	0.0
HepG2	Unique-Binding	NKRF_1_shap	1e-08	0.0
HepG2	Unique-Binding	NKRF_1_shap	1e-07	0.0
HepG2	Unique-Binding	NKRF_1_shap	1e-06	0.0
HepG2	Unique-Binding	NKRF_1_shap	1e-05	0.0
HepG2	Unique-Binding	NKRF_1_shap	0.0001	0.0
HepG2	Unique-Binding	NKRF_1_shap	0.001	0.0
HepG2	Unique-Binding	NKRF_1_shap	0.01	0.0
HepG2	Unique-Binding	NKRF_1_shap	0.05	0.0
HepG2	Unique-Binding	NKRF_1_shap	0.1	0.0
HepG2	Unique-Binding	NKRF_2_shap	1e-15	100.0
HepG2	Unique-Binding	NKRF_2_shap	1e-10	100.0
HepG2	Unique-Binding	NKRF_2_shap	1e-08	100.0
HepG2	Unique-Binding	NKRF_2_shap	1e-07	100.0
HepG2	Unique-Binding	NKRF_2_shap	1e-06	99.99826869806094
HepG2	Unique-Binding	NKRF_2_shap	1e-05	99.96797091412742
HepG2	Unique-Binding	NKRF_2_shap	0.0001	99.7558864265928
HepG2	Unique-Binding	NKRF_2_shap	0.001	79.76108033240997
HepG2	Unique-Binding	NKRF_2_shap	0.01	0.9089335180055401
HepG2	Unique-Binding	NKRF_2_shap	0.05	0.7834141274238227
HepG2	Unique-Binding	NKRF_2_shap	0.1	0.6561634349030471
HepG2	Unique-Binding	NKRF_3_shap	1e-15	100.0
HepG2	Unique-Binding	NKRF_3_shap	1e-10	100.0
HepG2	Unique-Binding	NKRF_3_shap	1e-08	100.0
HepG2	Unique-Binding	NKRF_3_shap	1e-07	100.0
HepG2	Unique-Binding	NKRF_3_shap	1e-06	100.0
HepG2	Unique-Binding	NKRF_3_shap	1e-05	100.0
HepG2	Unique-Binding	NKRF_3_shap	0.0001	100.0
HepG2	Unique-Binding	NKRF_3_shap	0.001	100.0
HepG2	Unique-Binding	NKRF_3_shap	0.01	0.25103878116343487
HepG2	Unique-Binding	NKRF_3_shap	0.05	0.25103878116343487
HepG2	Unique-Binding	NKRF_3_shap	0.1	0.25103878116343487
HepG2	Unique-Binding	NKRF_4_shap	1e-15	100.0
HepG2	Unique-Binding	NKRF_4_shap	1e-10	100.0
HepG2	Unique-Binding	NKRF_4_shap	1e-08	100.0
HepG2	Unique-Binding	NKRF_4_shap	1e-07	100.0
HepG2	Unique-Binding	NKRF_4_shap	1e-06	100.0
HepG2	Unique-Binding	NKRF_4_shap	1e-05	100.0
HepG2	Unique-Binding	NKRF_4_shap	0.0001	100.0
HepG2	Unique-Binding	NKRF_4_shap	0.001	0.2441135734072022
HepG2	Unique-Binding	NKRF_4_shap	0.01	0.2441135734072022
HepG2	Unique-Binding	NKRF_4_shap	0.05	0.2441135734072022
HepG2	Unique-Binding	NKRF_4_shap	0.1	0.2441135734072022
HepG2	Unique-Binding	NKRF_5_shap	1e-15	0.0
HepG2	Unique-Binding	NKRF_5_shap	1e-10	0.0
HepG2	Unique-Binding	NKRF_5_shap	1e-08	0.0
HepG2	Unique-Binding	NKRF_5_shap	1e-07	0.0
HepG2	Unique-Binding	NKRF_5_shap	1e-06	0.0
HepG2	Unique-Binding	NKRF_5_shap	1e-05	0.0
HepG2	Unique-Binding	NKRF_5_shap	0.0001	0.0
HepG2	Unique-Binding	NKRF_5_shap	0.001	0.0
HepG2	Unique-Binding	NKRF_5_shap	0.01	0.0
HepG2	Unique-Binding	NKRF_5_shap	0.05	0.0
HepG2	Unique-Binding	NKRF_5_shap	0.1	0.0
HepG2	Unique-Binding	NKRF_6_shap	1e-15	0.0
HepG2	Unique-Binding	NKRF_6_shap	1e-10	0.0
HepG2	Unique-Binding	NKRF_6_shap	1e-08	0.0
HepG2	Unique-Binding	NKRF_6_shap	1e-07	0.0
HepG2	Unique-Binding	NKRF_6_shap	1e-06	0.0
HepG2	Unique-Binding	NKRF_6_shap	1e-05	0.0
HepG2	Unique-Binding	NKRF_6_shap	0.0001	0.0
HepG2	Unique-Binding	NKRF_6_shap	0.001	0.0
HepG2	Unique-Binding	NKRF_6_shap	0.01	0.0
HepG2	Unique-Binding	NKRF_6_shap	0.05	0.0
HepG2	Unique-Binding	NKRF_6_shap	0.1	0.0
HepG2	Unique-Binding	NOL12_1_shap	1e-15	0.0
HepG2	Unique-Binding	NOL12_1_shap	1e-10	0.0
HepG2	Unique-Binding	NOL12_1_shap	1e-08	0.0
HepG2	Unique-Binding	NOL12_1_shap	1e-07	0.0
HepG2	Unique-Binding	NOL12_1_shap	1e-06	0.0
HepG2	Unique-Binding	NOL12_1_shap	1e-05	0.0
HepG2	Unique-Binding	NOL12_1_shap	0.0001	0.0
HepG2	Unique-Binding	NOL12_1_shap	0.001	0.0
HepG2	Unique-Binding	NOL12_1_shap	0.01	0.0
HepG2	Unique-Binding	NOL12_1_shap	0.05	0.0
HepG2	Unique-Binding	NOL12_1_shap	0.1	0.0
HepG2	Unique-Binding	NOL12_2_shap	1e-15	0.0
HepG2	Unique-Binding	NOL12_2_shap	1e-10	0.0
HepG2	Unique-Binding	NOL12_2_shap	1e-08	0.0
HepG2	Unique-Binding	NOL12_2_shap	1e-07	0.0
HepG2	Unique-Binding	NOL12_2_shap	1e-06	0.0
HepG2	Unique-Binding	NOL12_2_shap	1e-05	0.0
HepG2	Unique-Binding	NOL12_2_shap	0.0001	0.0
HepG2	Unique-Binding	NOL12_2_shap	0.001	0.0
HepG2	Unique-Binding	NOL12_2_shap	0.01	0.0
HepG2	Unique-Binding	NOL12_2_shap	0.05	0.0
HepG2	Unique-Binding	NOL12_2_shap	0.1	0.0
HepG2	Unique-Binding	NOL12_3_shap	1e-15	0.0
HepG2	Unique-Binding	NOL12_3_shap	1e-10	0.0
HepG2	Unique-Binding	NOL12_3_shap	1e-08	0.0
HepG2	Unique-Binding	NOL12_3_shap	1e-07	0.0
HepG2	Unique-Binding	NOL12_3_shap	1e-06	0.0
HepG2	Unique-Binding	NOL12_3_shap	1e-05	0.0
HepG2	Unique-Binding	NOL12_3_shap	0.0001	0.0
HepG2	Unique-Binding	NOL12_3_shap	0.001	0.0
HepG2	Unique-Binding	NOL12_3_shap	0.01	0.0
HepG2	Unique-Binding	NOL12_3_shap	0.05	0.0
HepG2	Unique-Binding	NOL12_3_shap	0.1	0.0
HepG2	Unique-Binding	NOL12_4_shap	1e-15	0.0
HepG2	Unique-Binding	NOL12_4_shap	1e-10	0.0
HepG2	Unique-Binding	NOL12_4_shap	1e-08	0.0
HepG2	Unique-Binding	NOL12_4_shap	1e-07	0.0
HepG2	Unique-Binding	NOL12_4_shap	1e-06	0.0
HepG2	Unique-Binding	NOL12_4_shap	1e-05	0.0
HepG2	Unique-Binding	NOL12_4_shap	0.0001	0.0
HepG2	Unique-Binding	NOL12_4_shap	0.001	0.0
HepG2	Unique-Binding	NOL12_4_shap	0.01	0.0
HepG2	Unique-Binding	NOL12_4_shap	0.05	0.0
HepG2	Unique-Binding	NOL12_4_shap	0.1	0.0
HepG2	Unique-Binding	NOL12_5_shap	1e-15	100.0
HepG2	Unique-Binding	NOL12_5_shap	1e-10	100.0
HepG2	Unique-Binding	NOL12_5_shap	1e-08	100.0
HepG2	Unique-Binding	NOL12_5_shap	1e-07	100.0
HepG2	Unique-Binding	NOL12_5_shap	1e-06	100.0
HepG2	Unique-Binding	NOL12_5_shap	1e-05	100.0
HepG2	Unique-Binding	NOL12_5_shap	0.0001	0.27268005540166207
HepG2	Unique-Binding	NOL12_5_shap	0.001	0.27268005540166207
HepG2	Unique-Binding	NOL12_5_shap	0.01	0.27268005540166207
HepG2	Unique-Binding	NOL12_5_shap	0.05	0.21727839335180058
HepG2	Unique-Binding	NOL12_5_shap	0.1	0.0
HepG2	Unique-Binding	NOL12_6_shap	1e-15	0.0
HepG2	Unique-Binding	NOL12_6_shap	1e-10	0.0
HepG2	Unique-Binding	NOL12_6_shap	1e-08	0.0
HepG2	Unique-Binding	NOL12_6_shap	1e-07	0.0
HepG2	Unique-Binding	NOL12_6_shap	1e-06	0.0
HepG2	Unique-Binding	NOL12_6_shap	1e-05	0.0
HepG2	Unique-Binding	NOL12_6_shap	0.0001	0.0
HepG2	Unique-Binding	NOL12_6_shap	0.001	0.0
HepG2	Unique-Binding	NOL12_6_shap	0.01	0.0
HepG2	Unique-Binding	NOL12_6_shap	0.05	0.0
HepG2	Unique-Binding	NOL12_6_shap	0.1	0.0
HepG2	Unique-Binding	NOLC1_1_shap	1e-15	100.0
HepG2	Unique-Binding	NOLC1_1_shap	1e-10	100.0
HepG2	Unique-Binding	NOLC1_1_shap	1e-08	100.0
HepG2	Unique-Binding	NOLC1_1_shap	1e-07	100.0
HepG2	Unique-Binding	NOLC1_1_shap	1e-06	100.0
HepG2	Unique-Binding	NOLC1_1_shap	1e-05	2.320810249307479
HepG2	Unique-Binding	NOLC1_1_shap	0.0001	1.6464681440443214
HepG2	Unique-Binding	NOLC1_1_shap	0.001	1.6464681440443214
HepG2	Unique-Binding	NOLC1_1_shap	0.01	0.19477146814404434
HepG2	Unique-Binding	NOLC1_1_shap	0.05	0.0
HepG2	Unique-Binding	NOLC1_1_shap	0.1	0.0
HepG2	Unique-Binding	NOLC1_2_shap	1e-15	100.0
HepG2	Unique-Binding	NOLC1_2_shap	1e-10	100.0
HepG2	Unique-Binding	NOLC1_2_shap	1e-08	100.0
HepG2	Unique-Binding	NOLC1_2_shap	1e-07	100.0
HepG2	Unique-Binding	NOLC1_2_shap	1e-06	100.0
HepG2	Unique-Binding	NOLC1_2_shap	1e-05	100.0
HepG2	Unique-Binding	NOLC1_2_shap	0.0001	0.8630540166204986
HepG2	Unique-Binding	NOLC1_2_shap	0.001	0.847472299168975
HepG2	Unique-Binding	NOLC1_2_shap	0.01	0.847472299168975
HepG2	Unique-Binding	NOLC1_2_shap	0.05	0.5851800554016621
HepG2	Unique-Binding	NOLC1_2_shap	0.1	0.0025969529085872575
HepG2	Unique-Binding	NOLC1_3_shap	1e-15	100.0
HepG2	Unique-Binding	NOLC1_3_shap	1e-10	100.0
HepG2	Unique-Binding	NOLC1_3_shap	1e-08	100.0
HepG2	Unique-Binding	NOLC1_3_shap	1e-07	100.0
HepG2	Unique-Binding	NOLC1_3_shap	1e-06	100.0
HepG2	Unique-Binding	NOLC1_3_shap	1e-05	75.3125
HepG2	Unique-Binding	NOLC1_3_shap	0.0001	2.580505540166205
HepG2	Unique-Binding	NOLC1_3_shap	0.001	1.0413781163434903
HepG2	Unique-Binding	NOLC1_3_shap	0.01	0.9132617728531855
HepG2	Unique-Binding	NOLC1_3_shap	0.05	0.0
HepG2	Unique-Binding	NOLC1_3_shap	0.1	0.0
HepG2	Unique-Binding	NOLC1_4_shap	1e-15	100.0
HepG2	Unique-Binding	NOLC1_4_shap	1e-10	100.0
HepG2	Unique-Binding	NOLC1_4_shap	1e-08	100.0
HepG2	Unique-Binding	NOLC1_4_shap	1e-07	100.0
HepG2	Unique-Binding	NOLC1_4_shap	1e-06	100.0
HepG2	Unique-Binding	NOLC1_4_shap	1e-05	100.0
HepG2	Unique-Binding	NOLC1_4_shap	0.0001	91.30453601108033
HepG2	Unique-Binding	NOLC1_4_shap	0.001	0.8353531855955678
HepG2	Unique-Binding	NOLC1_4_shap	0.01	0.8353531855955678
HepG2	Unique-Binding	NOLC1_4_shap	0.05	0.8353531855955678
HepG2	Unique-Binding	NOLC1_4_shap	0.1	0.6111495844875346
HepG2	Unique-Binding	NOLC1_5_shap	1e-15	100.0
HepG2	Unique-Binding	NOLC1_5_shap	1e-10	100.0
HepG2	Unique-Binding	NOLC1_5_shap	1e-08	100.0
HepG2	Unique-Binding	NOLC1_5_shap	1e-07	100.0
HepG2	Unique-Binding	NOLC1_5_shap	1e-06	100.0
HepG2	Unique-Binding	NOLC1_5_shap	1e-05	9.039993074792244
HepG2	Unique-Binding	NOLC1_5_shap	0.0001	1.1738227146814404
HepG2	Unique-Binding	NOLC1_5_shap	0.001	0.06752077562326869
