Cell Line	Interaction Column	Feature 1	Feature 2	Both - #	Both - Mean	Both - Median	Both - Median Abs. Dev.	XOR_1st_Feature - #	XOR_1st_Feature - Mean	XOR_1st_Feature - Median	XOR_1st_Feature - Median Abs. Dev.	XOR_2nd_Feature - #	XOR_2nd_Feature - Mean	XOR_2nd_Feature - Median	XOR_2nd_Feature - Median Abs. Dev.
HepG2	AQR_1-U2AF2_1-interaction-shap	AQR_1	U2AF2_1	14736	0.8530988735070575	0.996	0.0040000000000000036	244664	0.8391774883104992	0.996	0.0040000000000000036	191968	0.8269308322220369	0.989	0.01100000000000001
HepG2	AQR_1-U2AF2_2-interaction-shap	AQR_1	U2AF2_2	1973	0.7866244298023316	0.999	0.0010000000000000009	257427	0.8403771787730114	0.996	0.0040000000000000036	48600	0.7452402880658436	0.985	0.015000000000000013
HepG2	AQR_1-U2AF2_3-interaction-shap	AQR_1	U2AF2_3	18087	0.810531320838171	0.991	0.009000000000000008	241313	0.8421747108527101	0.997	0.0030000000000000027	291222	0.8172554992411291	0.986	0.014000000000000012
HepG2	AQR_1-U2AF2_4-interaction-shap	AQR_1	U2AF2_4	3113	0.8817805974943784	1.0	0.0	256287	0.839460460343287	0.996	0.0040000000000000036	56320	0.7377297052556816	0.98	0.020000000000000018
HepG2	AQR_1-U2AF2_5-interaction-shap	AQR_1	U2AF2_5	19722	0.7878283135584626	0.982	0.018000000000000016	239678	0.844258697085256	0.997	0.0030000000000000027	358186	0.7792765043859894	0.981	0.019000000000000017
HepG2	AQR_1-U2AF2_6-interaction-shap	AQR_1	U2AF2_6	2913	0.7802107792653621	0.998	0.0020000000000000018	256487	0.8406470191471693	0.996	0.0040000000000000036	45809	0.7697749568862013	0.991	0.009000000000000008
HepG2	AQR_2-U2AF2_2-interaction-shap	AQR_2	U2AF2_2	4959	0.6846650534381932	0.985	0.015000000000000013	418605	0.791525366395528	0.992	0.008000000000000007	45614	0.7536158635506643	0.986	0.014000000000000012
HepG2	AQR_2-U2AF2_3-interaction-shap	AQR_2	U2AF2_3	29245	0.7864068045819799	0.986	0.014000000000000012	394319	0.7905611015446887	0.992	0.008000000000000007	280064	0.8200425402765085	0.986	0.014000000000000012
HepG2	AQR_2-U2AF2_4-interaction-shap	AQR_2	U2AF2_4	6208	0.7850945554123712	0.995	0.0050000000000000044	417356	0.7903513139861413	0.992	0.008000000000000007	53225	0.7406303992484735	0.98	0.020000000000000018
HepG2	AQR_2-U2AF2_5-interaction-shap	AQR_2	U2AF2_5	32060	0.722344541484716	0.977	0.02300000000000002	391504	0.795836987616985	0.992	0.008000000000000007	345848	0.7850417466632739	0.981	0.019000000000000017
HepG2	AQR_2-U2AF2_6-interaction-shap	AQR_2	U2AF2_6	5769	0.6355761830473219	0.988	0.01200000000000001	417795	0.7924103711150207	0.992	0.008000000000000007	42953	0.7885068796125998	0.993	0.007000000000000006
HepG2	AQR_3-U2AF2_3-interaction-shap	AQR_3	U2AF2_3	22991	0.9325818798660346	0.996	0.0040000000000000036	278790	0.9664407654506977	1.0	0.0	286318	0.8075701527672029	0.985	0.015000000000000013
HepG2	AQR_3-U2AF2_4-interaction-shap	AQR_3	U2AF2_4	4530	0.9352532008830022	0.998	0.0020000000000000018	297251	0.9642972235585413	1.0	0.0	54903	0.7295998943591426	0.979	0.02100000000000002
HepG2	AQR_3-U2AF2_5-interaction-shap	AQR_3	U2AF2_5	24071	0.9524266544804951	0.997	0.0030000000000000027	277710	0.9648523603759318	1.0	0.0	353837	0.7679740162843343	0.978	0.02200000000000002
HepG2	AQR_3-U2AF2_6-interaction-shap	AQR_3	U2AF2_6	4296	0.9483324022346369	0.998	0.0020000000000000018	297485	0.964085500109249	1.0	0.0	44426	0.7531927024715257	0.99	0.010000000000000009
HepG2	AQR_4-U2AF2_4-interaction-shap	AQR_4	U2AF2_4	3307	0.9579256123374659	0.999	0.0010000000000000009	251444	0.9634175283562145	0.999	0.0010000000000000009	56126	0.73274525175498	0.98	0.020000000000000018
HepG2	AQR_4-U2AF2_5-interaction-shap	AQR_4	U2AF2_5	20590	0.9370255463817387	0.996	0.0040000000000000036	234161	0.9656606394745495	0.999	0.0010000000000000009	357318	0.7706584275071509	0.979	0.02100000000000002
HepG2	AQR_4-U2AF2_6-interaction-shap	AQR_4	U2AF2_6	4122	0.9797874818049491	0.997	0.0030000000000000027	250629	0.9630758332036596	0.999	0.0010000000000000009	44600	0.7510468834080717	0.99	0.010000000000000009
HepG2	AQR_5-U2AF2_5-interaction-shap	AQR_5	U2AF2_5	36797	0.7858637932440145	0.983	0.017000000000000015	364929	0.8059817854980013	0.994	0.006000000000000005	341111	0.7790603469251944	0.981	0.019000000000000017
HepG2	AQR_5-U2AF2_6-interaction-shap	AQR_5	U2AF2_6	3696	0.5977689393939394	0.9784999999999999	0.021500000000000075	398030	0.8060553300002511	0.993	0.007000000000000006	45026	0.7845693821347666	0.993	0.007000000000000006
HepG2	AQR_6-U2AF2_6-interaction-shap	AQR_6	U2AF2_6	2597	0.8602013862148634	0.999	0.0010000000000000009	205198	0.8231431690367352	0.995	0.0050000000000000044	46125	0.7653426991869917	0.991	0.009000000000000008
HepG2	BCLAF1_1-BUD13_1-interaction-shap	BCLAF1_1	BUD13_1	19058	0.7955567215867353	0.989	0.01100000000000001	515256	0.8428933869765707	0.993	0.007000000000000006	101927	0.8466040401463792	0.993	0.007000000000000006
HepG2	BCLAF1_1-BUD13_2-interaction-shap	BCLAF1_1	BUD13_2	11388	0.8320084299262381	0.99	0.010000000000000009	522926	0.841405252368404	0.993	0.007000000000000006	107337	0.80970157541202	0.994	0.006000000000000005
HepG2	BCLAF1_1-BUD13_3-interaction-shap	BCLAF1_1	BUD13_3	10449	0.986800746482917	1.0	0.0	523865	0.8383009248565948	0.993	0.007000000000000006	103758	0.9611843809633956	1.0	0.0
HepG2	BCLAF1_1-BUD13_4-interaction-shap	BCLAF1_1	BUD13_4	6567	0.978545759098523	1.0	0.0	527747	0.8394959800813647	0.993	0.007000000000000006	67916	0.9529411184404265	1.0	0.0
HepG2	BCLAF1_1-BUD13_5-interaction-shap	BCLAF1_1	BUD13_5	12087	0.7831904525523289	0.995	0.0050000000000000044	522227	0.8425477273293029	0.993	0.007000000000000006	136315	0.8111447089461908	0.99	0.010000000000000009
HepG2	BCLAF1_1-BUD13_6-interaction-shap	BCLAF1_1	BUD13_6	9358	0.7659631331481086	0.989	0.01100000000000001	524956	0.8425462553052065	0.993	0.007000000000000006	60766	0.8392407925484645	0.994	0.006000000000000005
HepG2	BCLAF1_1-DGCR8_1-interaction-shap	BCLAF1_1	DGCR8_1	570	0.632759649122807	0.9005000000000001	0.09949999999999992	533744	0.8414275795137746	0.993	0.007000000000000006	4619	0.8955654903658801	0.991	0.009000000000000008
HepG2	BCLAF1_1-DGCR8_2-interaction-shap	BCLAF1_1	DGCR8_2	78	0.9964615384615383	1.0	0.0	534236	0.8411823070702837	0.993	0.007000000000000006	15520	0.7146023840206185	0.971	0.029000000000000026
HepG2	BCLAF1_1-DGCR8_3-interaction-shap	BCLAF1_1	DGCR8_3	303	0.8631551155115511	0.843	0.06499999999999995	534011	0.8411925203787938	0.993	0.007000000000000006	3802	0.5033390320883745	0.4445	0.4415
HepG2	BCLAF1_1-DGCR8_4-interaction-shap	BCLAF1_1	DGCR8_4	132	0.9882500000000001	1.0	0.0	534182	0.8411686391529479	0.993	0.007000000000000006	3724	0.6133168635875402	0.895	0.10499999999999998
HepG2	BCLAF1_1-DGCR8_5-interaction-shap	BCLAF1_1	DGCR8_5	18	0.9796111111111111	1.0	0.0	534296	0.8412003121865035	0.993	0.007000000000000006	1741	0.781975301550833	0.985	0.015000000000000013
HepG2	BCLAF1_1-DGCR8_6-interaction-shap	BCLAF1_1	DGCR8_6	223	0.664865470852018	0.645	0.09599999999999997	534091	0.8412786023355571	0.993	0.007000000000000006	2088	0.8284243295019157	0.985	0.015000000000000013
HepG2	BCLAF1_2-BUD13_2-interaction-shap	BCLAF1_2	BUD13_2	14821	0.8456116996154107	0.995	0.0050000000000000044	669423	0.8443553687279941	0.993	0.007000000000000006	103904	0.807024166538343	0.993	0.007000000000000006
HepG2	BCLAF1_2-BUD13_3-interaction-shap	BCLAF1_2	BUD13_3	16283	0.9834377571700545	1.0	0.0	667961	0.8409928094604326	0.993	0.007000000000000006	97924	0.9602174441403537	1.0	0.0
HepG2	BCLAF1_2-BUD13_4-interaction-shap	BCLAF1_2	BUD13_4	7732	0.9811383859286085	1.0	0.0	676512	0.8428195700889263	0.993	0.007000000000000006	66751	0.952193929678956	1.0	0.0
HepG2	BCLAF1_2-BUD13_5-interaction-shap	BCLAF1_2	BUD13_5	17374	0.8105383331414758	0.994	0.006000000000000005	666870	0.8452643273801489	0.993	0.007000000000000006	131028	0.8086464038220836	0.99	0.010000000000000009
HepG2	BCLAF1_2-BUD13_6-interaction-shap	BCLAF1_2	BUD13_6	11642	0.8381706751417283	0.996	0.0040000000000000036	672602	0.8444901026164061	0.993	0.007000000000000006	58482	0.8277282924660581	0.993	0.007000000000000006
HepG2	BCLAF1_2-DGCR8_2-interaction-shap	BCLAF1_2	DGCR8_2	114	0.996438596491228	1.0	0.0	684130	0.844357243506351	0.993	0.007000000000000006	15484	0.7139472358563679	0.971	0.029000000000000026
HepG2	BCLAF1_2-DGCR8_3-interaction-shap	BCLAF1_2	DGCR8_3	44	0.997909090909091	1.0	0.0	684200	0.844372708272435	0.993	0.007000000000000006	4061	0.5248271361733564	0.615	0.385
HepG2	BCLAF1_2-DGCR8_4-interaction-shap	BCLAF1_2	DGCR8_4	132	0.9882500000000001	1.0	0.0	684112	0.8443548220174474	0.993	0.007000000000000006	3724	0.6133168635875402	0.895	0.10499999999999998
HepG2	BCLAF1_2-DGCR8_5-interaction-shap	BCLAF1_2	DGCR8_5	338	0.9966508875739647	1.0	0.0	683906	0.8443073273227607	0.993	0.007000000000000006	1421	0.7334159042927516	0.966	0.03400000000000003
HepG2	BCLAF1_2-DGCR8_6-interaction-shap	BCLAF1_2	DGCR8_6	223	0.664865470852018	0.645	0.09599999999999997	684021	0.8444411063403026	0.993	0.007000000000000006	2088	0.8284243295019157	0.985	0.015000000000000013
HepG2	BCLAF1_3-BUD13_3-interaction-shap	BCLAF1_3	BUD13_3	15737	0.9621659782677766	1.0	0.0	423447	0.9779602524046691	1.0	0.0	98470	0.9637457499746115	1.0	0.0
HepG2	BCLAF1_3-BUD13_4-interaction-shap	BCLAF1_3	BUD13_4	7014	0.9545836897633304	1.0	0.0	432170	0.9777645162783165	1.0	0.0	67469	0.9552625502082437	1.0	0.0
HepG2	BCLAF1_3-BUD13_5-interaction-shap	BCLAF1_3	BUD13_5	11472	0.9824076011157601	0.999	0.0010000000000000009	427712	0.977259840733952	1.0	0.0	136930	0.7943287373110349	0.989	0.01100000000000001
HepG2	BCLAF1_3-BUD13_6-interaction-shap	BCLAF1_3	BUD13_6	8179	0.9869124587357868	1.0	0.0	431005	0.9772136842960061	1.0	0.0	61945	0.8086727258051497	0.992	0.008000000000000007
HepG2	BCLAF1_3-DGCR8_3-interaction-shap	BCLAF1_3	DGCR8_3	30	0.9986	1.0	0.0	439154	0.9773928576308083	1.0	0.0	4075	0.5264473619631902	0.622	0.378
HepG2	BCLAF1_3-DGCR8_4-interaction-shap	BCLAF1_3	DGCR8_4	144	0.989013888888889	1.0	0.0	439040	0.9773904951712828	1.0	0.0	3712	0.6120751616379311	0.893	0.10699999999999998
HepG2	BCLAF1_3-DGCR8_5-interaction-shap	BCLAF1_3	DGCR8_5	141	0.9960780141843972	1.0	0.0	439043	0.9773883059290321	1.0	0.0	1618	0.7655160692212608	0.98	0.020000000000000018
HepG2	BCLAF1_3-DGCR8_6-interaction-shap	BCLAF1_3	DGCR8_6	17	0.9966470588235294	1.0	0.0	439167	0.9773935609916043	1.0	0.0	2294	0.811278116826504	0.978	0.02200000000000002
HepG2	BCLAF1_4-BUD13_4-interaction-shap	BCLAF1_4	BUD13_4	11270	0.9605963620230701	1.0	0.0	559995	0.9743047687925785	1.0	0.0	63213	0.95423628051192	1.0	0.0
HepG2	BCLAF1_4-BUD13_5-interaction-shap	BCLAF1_4	BUD13_5	18061	0.9733501467249875	0.999	0.0010000000000000009	553204	0.9740566644492809	1.0	0.0	130341	0.7860760390053783	0.988	0.01200000000000001
HepG2	BCLAF1_4-BUD13_6-interaction-shap	BCLAF1_4	BUD13_6	10217	0.9841382989135753	0.999	0.0010000000000000009	561048	0.9738503283141549	1.0	0.0	59907	0.8030822441450916	0.991	0.009000000000000008
HepG2	BCLAF1_4-DGCR8_4-interaction-shap	BCLAF1_4	DGCR8_4	346	0.8511531791907515	0.849	0.1235	570919	0.9741087982708578	1.0	0.0	3510	0.6039720797720798	0.928	0.07199999999999995
HepG2	BCLAF1_4-DGCR8_5-interaction-shap	BCLAF1_4	DGCR8_5	18	0.9815555555555555	1.0	0.0	571247	0.9740340903322033	1.0	0.0	1741	0.7819551981619759	0.985	0.015000000000000013
HepG2	BCLAF1_4-DGCR8_6-interaction-shap	BCLAF1_4	DGCR8_6	79	0.9967974683544304	1.0	0.0	571186	0.9740311789854791	1.0	0.0	2232	0.8061236559139785	0.975	0.025000000000000022
HepG2	BCLAF1_5-BUD13_5-interaction-shap	BCLAF1_5	BUD13_5	22562	0.8067433294920663	0.994	0.006000000000000005	566694	0.8421387662477459	0.995	0.0050000000000000044	125840	0.8092488159567703	0.99	0.010000000000000009
HepG2	BCLAF1_5-BUD13_6-interaction-shap	BCLAF1_5	BUD13_6	12256	0.7954308093994777	0.992	0.008000000000000007	577000	0.8417468440207972	0.995	0.0050000000000000044	57868	0.836669471901569	0.994	0.006000000000000005
HepG2	BCLAF1_5-DGCR8_5-interaction-shap	BCLAF1_5	DGCR8_5	40	0.9986	1.0	0.0	589216	0.8407727980910225	0.995	0.0050000000000000044	1719	0.7790040721349623	0.983	0.017000000000000015
HepG2	BCLAF1_5-DGCR8_6-interaction-shap	BCLAF1_5	DGCR8_6	747	0.8894056224899598	0.982	0.018000000000000016	588509	0.8407217952486703	0.995	0.0050000000000000044	1564	0.7759776214833759	0.9735	0.026499999999999968
HepG2	BCLAF1_6-BUD13_6-interaction-shap	BCLAF1_6	BUD13_6	18589	0.8097500134488139	0.992	0.008000000000000007	716893	0.8198490360486153	0.992	0.008000000000000007	51535	0.836572154846221	0.994	0.006000000000000005
HepG2	BCLAF1_6-DGCR8_6-interaction-shap	BCLAF1_6	DGCR8_6	239	0.6866443514644351	0.657	0.10799999999999998	735243	0.8196370043645429	0.992	0.008000000000000007	2072	0.827175193050193	0.984	0.016000000000000014
HepG2	BUD13_1-BCLAF1_2-interaction-shap	BUD13_1	BCLAF1_2	21416	0.7731266342921181	0.988	0.01200000000000001	99569	0.8526373670519941	0.994	0.006000000000000005	662828	0.8466848639466045	0.993	0.007000000000000006
HepG2	BUD13_1-BCLAF1_3-interaction-shap	BUD13_1	BCLAF1_3	10841	0.9836529840420626	1.0	0.0	110144	0.8242822850087158	0.992	0.008000000000000007	428343	0.9772359044037137	1.0	0.0
HepG2	BUD13_1-BCLAF1_4-interaction-shap	BUD13_1	BCLAF1_4	11742	0.9805654062340318	1.0	0.0	109243	0.823299717144348	0.991	0.009000000000000008	559523	0.9738972678513664	1.0	0.0
HepG2	BUD13_1-BCLAF1_5-interaction-shap	BUD13_1	BCLAF1_5	15628	0.758801894036345	0.988	0.01200000000000001	105357	0.8503941266361039	0.993	0.007000000000000006	573628	0.8430170302007574	0.995	0.0050000000000000044
HepG2	BUD13_1-BCLAF1_6-interaction-shap	BUD13_1	BCLAF1_6	18024	0.8008438748335552	0.99	0.010000000000000009	102961	0.8451658394926234	0.993	0.007000000000000006	717458	0.8200648233067301	0.992	0.008000000000000007
HepG2	BUD13_1-CDC40_1-interaction-shap	BUD13_1	CDC40_1	491	0.6191710794297351	0.877	0.123	120494	0.8394568775208724	0.993	0.007000000000000006	5538	0.7789664138678224	0.985	0.015000000000000013
HepG2	BUD13_1-CDC40_2-interaction-shap	BUD13_1	CDC40_2	1280	0.7234328125	0.966	0.03400000000000003	119705	0.8397939601520404	0.993	0.007000000000000006	17353	0.7763621275860082	0.991	0.009000000000000008
HepG2	BUD13_1-CDC40_3-interaction-shap	BUD13_1	CDC40_3	208	0.9979951923076923	1.0	0.0	120777	0.8382883082043768	0.993	0.007000000000000006	4998	0.8485432172869148	0.994	0.006000000000000005
HepG2	BUD13_1-CDC40_4-interaction-shap	BUD13_1	CDC40_4	451	0.9776186252771617	0.988	0.01200000000000001	120534	0.838042577198135	0.993	0.007000000000000006	8412	0.9467875653827865	1.0	0.0
HepG2	BUD13_1-CDC40_5-interaction-shap	BUD13_1	CDC40_5	777	0.717150579150579	0.985	0.015000000000000013	120208	0.8393476640489818	0.993	0.007000000000000006	4457	0.9138366614314561	0.995	0.0050000000000000044
HepG2	BUD13_1-CDC40_6-interaction-shap	BUD13_1	CDC40_6	236	0.9969067796610168	1.0	0.0	120749	0.8382534016844859	0.993	0.007000000000000006	7128	0.8759190516273849	0.998	0.0020000000000000018
HepG2	BUD13_1-EFTUD2_1-interaction-shap	BUD13_1	EFTUD2_1	18545	0.8234029657589648	0.996	0.0040000000000000036	102440	0.8413073213588442	0.992	0.008000000000000007	78145	0.8579883293876767	0.994	0.006000000000000005
HepG2	BUD13_1-EFTUD2_2-interaction-shap	BUD13_1	EFTUD2_2	19526	0.7698037488476903	0.985	0.015000000000000013	101459	0.8517957204387978	0.994	0.006000000000000005	342594	0.7696226612258242	0.985	0.015000000000000013
HepG2	BUD13_1-EFTUD2_3-interaction-shap	BUD13_1	EFTUD2_3	7520	0.9066609042553192	0.997	0.0030000000000000027	113465	0.8340496188251884	0.993	0.007000000000000006	115147	0.8792410049762477	0.995	0.0050000000000000044
HepG2	BUD13_1-EFTUD2_4-interaction-shap	BUD13_1	EFTUD2_4	9938	0.9471072650432681	0.999	0.0010000000000000009	111047	0.8288488477851721	0.992	0.008000000000000007	143536	0.937825402686434	0.998	0.0020000000000000018
HepG2	BUD13_1-EFTUD2_5-interaction-shap	BUD13_1	EFTUD2_5	7652	0.8457366701515943	0.995	0.0050000000000000044	113333	0.8380785208191788	0.993	0.007000000000000006	101849	0.8809505444334259	0.996	0.0040000000000000036
HepG2	BUD13_1-EFTUD2_6-interaction-shap	BUD13_1	EFTUD2_6	8344	0.8270955177372962	0.988	0.01200000000000001	112641	0.8394123365382055	0.993	0.007000000000000006	121918	0.8254262127003396	0.993	0.007000000000000006
HepG2	BUD13_1-FXR2_1-interaction-shap	BUD13_1	FXR2_1	2670	0.6187430711610488	0.987	0.013000000000000012	118315	0.8435235261801123	0.993	0.007000000000000006	41667	0.8623446612427099	0.997	0.0030000000000000027
HepG2	BUD13_1-FXR2_2-interaction-shap	BUD13_1	FXR2_2	2851	0.9690119256401264	0.995	0.0050000000000000044	118134	0.8354146731677584	0.993	0.007000000000000006	49518	0.8666659598529828	0.998	0.0020000000000000018
HepG2	BUD13_1-FXR2_3-interaction-shap	BUD13_1	FXR2_3	2033	0.9722424987702902	0.999	0.0010000000000000009	118952	0.836278171026969	0.993	0.007000000000000006	36335	0.9859523049401403	1.0	0.0
HepG2	BUD13_1-FXR2_4-interaction-shap	BUD13_1	FXR2_4	2078	0.9974701636188645	1.0	0.0	118907	0.8357858410354312	0.992	0.008000000000000007	43609	0.9839961246531678	1.0	0.0
HepG2	BUD13_1-FXR2_5-interaction-shap	BUD13_1	FXR2_5	2774	0.9263229992790194	1.0	0.0	118211	0.8365034556851733	0.992	0.008000000000000007	47401	0.8830554207717136	0.998	0.0020000000000000018
HepG2	BUD13_1-FXR2_6-interaction-shap	BUD13_1	FXR2_6	3200	0.8226578125	0.997	0.0030000000000000027	117785	0.8389949908732013	0.993	0.007000000000000006	59851	0.8541633556665719	0.997	0.0030000000000000027
HepG2	BUD13_1-PABPN1_1-interaction-shap	BUD13_1	PABPN1_1	4919	0.9026678186623297	0.997	0.0030000000000000027	116066	0.835846044491927	0.993	0.007000000000000006	30806	0.8520019476725313	0.995	0.0050000000000000044
HepG2	BUD13_1-PABPN1_2-interaction-shap	BUD13_1	PABPN1_2	5162	0.8655294459511816	0.992	0.008000000000000007	115823	0.8373610336461669	0.993	0.007000000000000006	38568	0.9082516334785314	0.995	0.0050000000000000044
HepG2	BUD13_1-PABPN1_3-interaction-shap	BUD13_1	PABPN1_3	4246	0.9834470089495997	0.998	0.0020000000000000018	116739	0.8332931925063604	0.993	0.007000000000000006	40162	0.9784691499427319	0.999	0.0010000000000000009
HepG2	BUD13_1-PABPN1_4-interaction-shap	BUD13_1	PABPN1_4	3367	0.9845509355509356	1.0	0.0	117618	0.8343837422843443	0.993	0.007000000000000006	44983	0.9719636529355534	0.999	0.0010000000000000009
HepG2	BUD13_1-PABPN1_5-interaction-shap	BUD13_1	PABPN1_5	5602	0.8667438414851838	0.996	0.0040000000000000036	115383	0.8371946560585181	0.993	0.007000000000000006	68753	0.8724974910185737	0.994	0.006000000000000005
HepG2	BUD13_1-PABPN1_6-interaction-shap	BUD13_1	PABPN1_6	5450	0.8691040366972478	0.995	0.0050000000000000044	115535	0.8371221967369195	0.993	0.007000000000000006	69932	0.8749937224732597	0.994	0.006000000000000005
HepG2	BUD13_1-PRPF8_1-interaction-shap	BUD13_1	PRPF8_1	16644	0.7907531843306898	0.99	0.010000000000000009	104341	0.8461892640476898	0.993	0.007000000000000006	61807	0.7838796252851619	0.991	0.009000000000000008
HepG2	BUD13_1-PRPF8_2-interaction-shap	BUD13_1	PRPF8_2	55969	0.8044418160052887	0.992	0.008000000000000007	65016	0.8679359849883106	0.993	0.007000000000000006	1219055	0.7881632149492844	0.988	0.01200000000000001
HepG2	BUD13_1-PRPF8_3-interaction-shap	BUD13_1	PRPF8_3	5351	0.8155028966548308	0.998	0.0020000000000000018	115634	0.8396299877198748	0.992	0.008000000000000007	72968	0.9379956830391406	0.998	0.0020000000000000018
HepG2	BUD13_1-PRPF8_4-interaction-shap	BUD13_1	PRPF8_4	34878	0.9734512873444578	0.999	0.0010000000000000009	86107	0.783925766778543	0.987	0.013000000000000012	742966	0.965656110777613	1.0	0.0
HepG2	BUD13_1-PRPF8_5-interaction-shap	BUD13_1	PRPF8_5	4214	0.8925987185571903	0.999	0.0010000000000000009	116771	0.8366128490806795	0.993	0.007000000000000006	77212	0.8538609154017509	0.994	0.006000000000000005
HepG2	BUD13_1-PRPF8_6-interaction-shap	BUD13_1	PRPF8_6	32945	0.8464091060859007	0.993	0.007000000000000006	88040	0.835626783280327	0.993	0.007000000000000006	708719	0.8141872900260895	0.992	0.008000000000000007
HepG2	BUD13_1-RBM22_1-interaction-shap	BUD13_1	RBM22_1	767	0.6024524119947849	0.98	0.020000000000000018	120218	0.8400692824701791	0.993	0.007000000000000006	2766	0.6328195950831526	0.981	0.019000000000000017
HepG2	BUD13_1-RBM22_2-interaction-shap	BUD13_1	RBM22_2	10427	0.7140640644480675	0.978	0.02200000000000002	110558	0.8503046726605038	0.994	0.006000000000000005	175411	0.7167139233001351	0.978	0.02200000000000002
HepG2	BUD13_1-RBM22_3-interaction-shap	BUD13_1	RBM22_3	570	0.9960701754385964	1.0	0.0	120415	0.837817298509322	0.993	0.007000000000000006	4296	0.6649848696461825	0.943	0.05700000000000005
HepG2	BUD13_1-RBM22_4-interaction-shap	BUD13_1	RBM22_4	6043	0.9830754592090021	0.999	0.0010000000000000009	114942	0.8309652259400394	0.992	0.008000000000000007	70495	0.9718840626994822	1.0	0.0
HepG2	BUD13_1-RBM22_5-interaction-shap	BUD13_1	RBM22_5	214	0.9976635514018691	0.999	0.0010000000000000009	120771	0.8382809614890994	0.993	0.007000000000000006	1077	0.9934048282265552	1.0	0.0
HepG2	BUD13_1-RBM22_6-interaction-shap	BUD13_1	RBM22_6	5955	0.8691696053736357	0.993	0.007000000000000006	115030	0.8369783969399287	0.993	0.007000000000000006	75217	0.8200641344376935	0.993	0.007000000000000006
HepG2	BUD13_1-SF3B4_1-interaction-shap	BUD13_1	SF3B4_1	23944	0.8685011693952556	0.995	0.0050000000000000044	97041	0.8311758741150647	0.992	0.008000000000000007	201490	0.8499737009280858	0.9935	0.00649999999999995
HepG2	BUD13_1-SF3B4_2-interaction-shap	BUD13_1	SF3B4_2	797	0.9819021329987453	1.0	0.0	120188	0.8376123573068858	0.993	0.007000000000000006	9684	0.9482172655927302	0.999	0.0010000000000000009
HepG2	BUD13_1-SF3B4_3-interaction-shap	BUD13_1	SF3B4_3	14553	0.888582560296846	0.997	0.0030000000000000027	106432	0.8317234290438965	0.992	0.008000000000000007	239495	0.9564583101943671	0.999	0.0010000000000000009
HepG2	BUD13_1-SF3B4_4-interaction-shap	BUD13_1	SF3B4_4	308	0.9982207792207792	1.0	0.0	120677	0.838155390008038	0.993	0.007000000000000006	15213	0.7458933806612765	0.989	0.01100000000000001
HepG2	BUD13_1-SF3B4_5-interaction-shap	BUD13_1	SF3B4_5	19271	0.8236999636759899	0.99	0.010000000000000009	101714	0.8413788465697938	0.993	0.007000000000000006	370242	0.8014612550710076	0.988	0.01200000000000001
HepG2	BUD13_1-SF3B4_6-interaction-shap	BUD13_1	SF3B4_6	466	0.9728991416309014	0.986	0.014000000000000012	120519	0.8380434537292875	0.993	0.007000000000000006	12452	0.8439828140057821	0.993	0.007000000000000006
HepG2	BUD13_1-SRSF7_1-interaction-shap	BUD13_1	SRSF7_1	291	0.6023676975945017	0.444	0.16899999999999998	120694	0.8391323595207716	0.993	0.007000000000000006	2179	0.8573079394217531	1.0	0.0
HepG2	BUD13_1-SRSF7_2-interaction-shap	BUD13_1	SRSF7_2	310	0.6723709677419355	0.62	0.21	120675	0.8389898073337475	0.993	0.007000000000000006	6262	0.8127864899393165	0.987	0.013000000000000012
HepG2	BUD13_1-SRSF7_3-interaction-shap	BUD13_1	SRSF7_3	157	0.9838853503184711	0.989	0.01100000000000001	120828	0.8383740523719667	0.993	0.007000000000000006	3078	0.9121010396361274	0.991	0.009000000000000008
HepG2	BUD13_1-SRSF7_4-interaction-shap	BUD13_1	SRSF7_4	376	0.7067872340425532	0.9644999999999999	0.03550000000000009	120609	0.8389736918472088	0.993	0.007000000000000006	3737	0.8523896173401124	0.998	0.0020000000000000018
HepG2	BUD13_1-SRSF7_5-interaction-shap	BUD13_1	SRSF7_5	695	0.9835136690647481	0.999	0.0010000000000000009	120290	0.837725396957353	0.993	0.007000000000000006	5091	0.6417642899233942	0.943	0.05700000000000005
HepG2	BUD13_1-SRSF7_6-interaction-shap	BUD13_1	SRSF7_6	97	0.9976082474226804	1.0	0.0	120888	0.8384352623916353	0.993	0.007000000000000006	4744	0.5674913575042159	0.792	0.20799999999999996
HepG2	BUD13_2-BCLAF1_3-interaction-shap	BUD13_2	BCLAF1_3	8538	0.9861267275708598	1.0	0.0	110187	0.7983364643742002	0.992	0.008000000000000007	430646	0.9772211770224268	1.0	0.0
HepG2	BUD13_2-BCLAF1_4-interaction-shap	BUD13_2	BCLAF1_4	12086	0.9843464338904517	1.0	0.0	106639	0.7922902409062351	0.992	0.008000000000000007	559179	0.9738114432051277	1.0	0.0
HepG2	BUD13_2-BCLAF1_5-interaction-shap	BUD13_2	BCLAF1_5	13918	0.8163652105187527	0.995	0.0050000000000000044	104807	0.8112404610379079	0.993	0.007000000000000006	575338	0.8413742148093816	0.995	0.0050000000000000044
HepG2	BUD13_2-BCLAF1_6-interaction-shap	BUD13_2	BCLAF1_6	16615	0.7686221486608487	0.993	0.007000000000000006	102110	0.8188736950347666	0.994	0.006000000000000005	718867	0.8207718826987465	0.992	0.008000000000000007
