,Counts
ENSE00000776748,13
ENSE00001274495,13
ENSE00003788130,13
ENSE00003509898,13
ENSE00001092733,13
ENSE00003672172,13
ENSE00001532948,13
ENSE00001726292,13
ENSE00000747028,13
ENSE00000808382,13
ENSE00003694059,13
ENSE00000962967,13
ENSE00003630077,13
ENSE00003494752,13
ENSE00000941427,13
ENSE00003692410,13
ENSE00003487937,13
ENSE00001131365,13
ENSE00003512825,13
ENSE00000958440,13
ENSE00003637539,13
ENSE00001893298,13
ENSE00003509193,13
ENSE00003626477,13
ENSE00000966679,13
ENSE00002453110,13
ENSE00003499946,13
ENSE00003554788,13
ENSE00003628001,13
ENSE00003607606,13
ENSE00003458406,13
ENSE00001083615,13
ENSE00003692138,13
ENSE00001724980,13
ENSE00000722626,13
ENSE00001081295,13
ENSE00003465669,13
ENSE00003582015,13
ENSE00002501967,13
ENSE00003540337,13
ENSE00003788460,13
ENSE00003546546,13
ENSE00003615571,13
ENSE00003488483,13
ENSE00001189810,13
ENSE00001102025,13
ENSE00003518193,13
ENSE00003574901,13
ENSE00003734554,13
ENSE00003613171,13
ENSE00003589141,13
ENSE00003648062,13
ENSE00003537394,13
ENSE00003613850,13
ENSE00003485189,13
ENSE00003543431,13
ENSE00001633235,13
ENSE00003559186,13
ENSE00003591191,13
ENSE00003526466,13
ENSE00003459700,13
ENSE00001873268,13
ENSE00003475035,13
ENSE00003759773,13
ENSE00003546322,13
ENSE00003528969,13
ENSE00003458744,13
ENSE00003522365,13
ENSE00003572281,13
ENSE00003478065,13
ENSE00001180983,13
ENSE00003510898,13
ENSE00003531477,13
ENSE00001902410,13
ENSE00001463220,13
ENSE00003828651,13
ENSE00003601232,13
ENSE00003751042,13
ENSE00003502000,13
ENSE00003540889,13
ENSE00003505307,13
ENSE00003817555,13
ENSE00000751955,13
ENSE00001238494,13
ENSE00003604071,13
ENSE00003820571,13
ENSE00003644976,13
ENSE00001050568,13
ENSE00003582804,13
ENSE00003622586,13
ENSE00003574008,13
ENSE00003506935,13
ENSE00003639512,13
ENSE00001402879,13
ENSE00003491837,13
ENSE00003643475,13
ENSE00003741555,13
ENSE00003525419,13
ENSE00000666924,13
ENSE00003674297,13
ENSE00001038912,13
ENSE00003516271,13
ENSE00003610971,13
ENSE00001030364,13
ENSE00003616879,13
ENSE00003577848,13
ENSE00003498192,13
ENSE00003697594,13
ENSE00003552788,13
ENSE00001037609,13
ENSE00003647189,13
ENSE00001827512,13
ENSE00001010738,13
ENSE00003575553,13
ENSE00003701683,13
ENSE00002060706,13
ENSE00003610346,13
ENSE00001388725,13
ENSE00003555216,13
ENSE00003582382,13
ENSE00003702863,13
ENSE00003771301,13
ENSE00003839293,13
ENSE00003523681,13
ENSE00003508659,13
ENSE00001266763,13
ENSE00003567936,13
ENSE00003631313,13
ENSE00000912235,13
ENSE00003594061,13
ENSE00003496162,13
ENSE00003621185,13
ENSE00000772441,13
ENSE00001176715,13
ENSE00003601319,13
ENSE00003550917,13
ENSE00001724889,13
ENSE00003604981,13
ENSE00003524492,13
ENSE00003471370,13
ENSE00003458368,13
ENSE00001341504,13
ENSE00003547148,13
ENSE00003511684,13
ENSE00001613129,13
ENSE00003836850,13
ENSE00003621716,13
ENSE00003748237,13
ENSE00003692267,13
ENSE00003660996,13
ENSE00003661470,13
ENSE00003579101,13
ENSE00001598623,13
ENSE00000774614,13
ENSE00002211010,13
ENSE00003687205,13
ENSE00003464088,13
ENSE00003533124,13
ENSE00003658482,13
ENSE00002295471,13
ENSE00003673513,13
ENSE00000960959,13
ENSE00003543819,13
ENSE00003517249,13
ENSE00000836610,13
ENSE00003834471,13
ENSE00001709472,13
ENSE00001415034,13
ENSE00001095359,13
ENSE00003583900,13
ENSE00001221926,13
ENSE00001579695,13
ENSE00003468114,13
ENSE00003501678,13
ENSE00003606106,13
ENSE00000925843,13
ENSE00003526127,13
ENSE00001069902,13
ENSE00003616732,13
ENSE00003519961,13
ENSE00001389851,13
ENSE00003555897,13
ENSE00001187189,13
ENSE00000925242,13
ENSE00003643063,13
ENSE00002224211,13
ENSE00001770599,13
ENSE00000808380,13
ENSE00002486533,13
ENSE00003546598,13
ENSE00001218722,13
ENSE00003546571,13
ENSE00003630517,13
ENSE00003592748,13
ENSE00001755346,13
ENSE00000873428,13
ENSE00003628590,13
ENSE00003659535,13
ENSE00003522346,13
ENSE00001175015,13
ENSE00003631549,13
ENSE00003500731,13
ENSE00000710933,13
ENSE00001722305,13
ENSE00003587128,13
ENSE00003533644,13
ENSE00003788175,13
ENSE00003828881,13
ENSE00003537748,13
ENSE00003644672,13
ENSE00003537916,13
ENSE00003692839,13
ENSE00003642812,13
ENSE00001928356,13
ENSE00001664598,13
ENSE00001643464,13
ENSE00003691519,13
ENSE00003561565,13
ENSE00003672911,13
ENSE00001317452,13
ENSE00003611656,13
ENSE00003460834,13
ENSE00003575366,13
ENSE00000708078,13
ENSE00003688008,13
ENSE00003668566,13
ENSE00001079933,13
ENSE00003739183,13
ENSE00003672559,13
ENSE00003715480,13
ENSE00000990252,13
ENSE00003541897,13
ENSE00003464431,13
ENSE00003840546,13
ENSE00003603377,13
ENSE00000656829,13
ENSE00003493171,13
ENSE00003569955,13
ENSE00000922275,13
ENSE00003604809,13
ENSE00003620439,13
ENSE00003524714,13
ENSE00003619472,13
ENSE00003694856,13
ENSE00000854246,13
ENSE00003592299,13
ENSE00003591255,13
ENSE00003470523,13
ENSE00003472848,13
ENSE00003753046,13
ENSE00003556726,13
ENSE00003503528,13
ENSE00003590260,13
ENSE00003578722,13
ENSE00000734808,13
ENSE00003649505,13
ENSE00003465288,13
ENSE00003839208,13
ENSE00001064892,13
ENSE00003640847,13
ENSE00003499353,13
ENSE00001405545,13
ENSE00003710338,13
ENSE00002710947,13
ENSE00003686923,13
ENSE00001732698,13
ENSE00003523070,13
ENSE00003629815,13
ENSE00003661251,13
ENSE00000859545,13
ENSE00000799255,13
ENSE00001130521,13
ENSE00003548098,13
ENSE00003751878,13
ENSE00000703278,13
ENSE00001650689,13
ENSE00003692380,13
ENSE00000692046,13
ENSE00003577111,13
ENSE00003544059,13
ENSE00003661152,13
ENSE00000712808,13
ENSE00000900570,13
ENSE00001702652,13
ENSE00001856030,13
ENSE00000846527,13
ENSE00003596129,13
ENSE00001904859,13
ENSE00003724640,13
ENSE00003676206,13
ENSE00002026736,13
ENSE00003670213,13
ENSE00000564340,13
ENSE00003484466,13
ENSE00001075015,13
ENSE00001454005,13
ENSE00003506394,13
ENSE00003477033,13
ENSE00000774633,13
ENSE00003536851,13
ENSE00003544869,13
ENSE00003567742,13
ENSE00003637695,13
ENSE00003626970,13
ENSE00001167157,13
ENSE00003672371,13
ENSE00003587877,13
ENSE00001136876,13
ENSE00003576879,13
ENSE00002481806,13
ENSE00003785686,13
ENSE00003676684,13
ENSE00000728025,13
ENSE00001254261,13
ENSE00003675491,13
ENSE00003538084,13
ENSE00003478471,13
ENSE00003506983,13
ENSE00003672564,13
ENSE00003501707,13
ENSE00003787814,13
ENSE00000670306,13
ENSE00003603995,13
ENSE00001742011,13
ENSE00003578529,13
ENSE00000754703,13
ENSE00001083407,13
ENSE00003618754,13
ENSE00003685509,13
ENSE00003725514,13
ENSE00003811148,13
ENSE00000855928,13
ENSE00001657077,13
ENSE00000961363,13
ENSE00001088952,13
ENSE00003647524,13
ENSE00000784174,13
ENSE00003462431,13
ENSE00001265722,13
ENSE00000800586,13
ENSE00003469983,13
ENSE00003684316,13
ENSE00003609274,13
ENSE00003492573,13
ENSE00003642980,13
ENSE00003597177,13
ENSE00003787004,13
ENSE00001272819,13
ENSE00000717858,13
ENSE00003486516,13
ENSE00003569823,13
ENSE00002536213,13
ENSE00001664915,13
ENSE00002952486,13
ENSE00003549035,13
ENSE00003459028,13
ENSE00003685904,13
ENSE00003583937,13
ENSE00001028829,13
ENSE00003605014,13
ENSE00003513967,13
ENSE00003484979,13
ENSE00003495052,13
ENSE00003638669,13
ENSE00003554454,13
ENSE00003626258,13
ENSE00000759717,13
ENSE00001644494,13
ENSE00003525936,13
ENSE00001688447,13
ENSE00000542504,13
ENSE00002623090,13
ENSE00003583757,13
ENSE00003675927,13
ENSE00003584788,13
ENSE00003444244,13
ENSE00002875564,13
ENSE00003664044,13
ENSE00003578849,13
ENSE00002495821,13
ENSE00003528820,13
ENSE00003550230,13
ENSE00003547115,13
ENSE00003469791,13
ENSE00002462969,13
ENSE00001698631,13
ENSE00003633816,13
ENSE00003710084,13
ENSE00003637999,13
ENSE00003811329,13
ENSE00001632392,13
ENSE00003577621,13
ENSE00003663635,13
ENSE00003616272,13
ENSE00000772530,13
ENSE00000944764,13
ENSE00003527703,13
ENSE00003603282,13
ENSE00003624545,13
ENSE00003703143,13
ENSE00003512322,13
ENSE00003643559,13
ENSE00003458232,13
ENSE00003484380,13
ENSE00001918137,13
ENSE00003672074,13
ENSE00003493195,13
ENSE00003597928,13
ENSE00003586173,13
ENSE00003632782,13
ENSE00000723995,13
ENSE00003497156,13
ENSE00003462281,13
ENSE00003508590,13
ENSE00003672334,13
ENSE00001265574,13
ENSE00003468167,13
ENSE00001371824,13
ENSE00000720903,13
ENSE00001636962,13
ENSE00000743124,13
ENSE00000745793,13
ENSE00003620287,13
ENSE00003688776,13
ENSE00003744508,13
ENSE00003501534,13
ENSE00000798137,13
ENSE00003680111,13
ENSE00003685340,13
ENSE00003509237,13
ENSE00003675633,13
ENSE00001281610,13
ENSE00003496711,13
ENSE00003082228,13
ENSE00003470850,13
ENSE00003535337,13
ENSE00003486826,13
ENSE00003495261,13
ENSE00003534630,13
ENSE00003579379,13
ENSE00001705919,13
ENSE00001744092,13
ENSE00000933677,13
ENSE00003835350,13
ENSE00003627922,13
ENSE00003702190,13
ENSE00003541089,13
ENSE00003581284,13
ENSE00003660411,13
ENSE00003641386,13
ENSE00003598688,13
ENSE00001724024,13
ENSE00003546940,13
ENSE00003500904,13
ENSE00003562904,13
ENSE00001113202,13
ENSE00002740456,13
ENSE00000922312,13
ENSE00003459938,13
ENSE00001016484,13
ENSE00003529378,13
ENSE00003786496,13
ENSE00003607384,13
ENSE00002342236,13
ENSE00003593723,13
ENSE00000815660,13
ENSE00002318911,13
ENSE00003468527,13
ENSE00001081473,13
ENSE00000732842,13
ENSE00003681693,13
ENSE00003648380,13
ENSE00000663951,13
ENSE00003607528,13
ENSE00001089268,13
ENSE00003662775,13
ENSE00003523806,13
ENSE00003487218,13
ENSE00003671306,13
ENSE00003655498,13
ENSE00001399955,13
ENSE00003690183,13
ENSE00003638370,13
ENSE00003639480,13
ENSE00003665505,13
ENSE00003553202,13
ENSE00000758084,13
ENSE00002033033,13
ENSE00003592728,13
ENSE00001595730,12
ENSE00003540046,12
ENSE00003831131,12
ENSE00003677672,12
ENSE00003580062,12
ENSE00003536787,12
ENSE00003601880,12
ENSE00001860300,12
ENSE00003607016,12
ENSE00003525003,12
ENSE00001689231,12
ENSE00003693693,12
ENSE00003496121,12
ENSE00003659811,12
ENSE00001880710,12
ENSE00002465117,12
ENSE00001150590,12
ENSE00002554267,12
ENSE00000399908,12
ENSE00002763741,12
ENSE00003528206,12
ENSE00000927499,12
ENSE00001770840,12
ENSE00003593374,12
ENSE00000987845,12
ENSE00003494907,12
ENSE00003464148,12
ENSE00003567724,12
ENSE00003671057,12
ENSE00003634803,12
ENSE00003674247,12
ENSE00003467755,12
ENSE00000673980,12
ENSE00003733746,12
ENSE00001648569,12
ENSE00001201274,12
ENSE00000548503,12
ENSE00003611431,12
ENSE00003525769,12
ENSE00003696036,12
ENSE00001773484,12
ENSE00001283576,12
ENSE00003698259,12
ENSE00003698350,12
ENSE00000885048,12
ENSE00003566148,12
ENSE00003631659,12
ENSE00000650881,12
ENSE00000839659,12
ENSE00003494414,12
ENSE00001521055,12
ENSE00003516836,12
ENSE00003500124,12
ENSE00001508558,12
ENSE00003631770,12
ENSE00001775915,12
ENSE00003657199,12
ENSE00001780350,12
ENSE00000993031,12
ENSE00000762902,12
ENSE00001331927,12
ENSE00003602730,12
ENSE00000880477,12
ENSE00003624156,12
ENSE00003536351,12
ENSE00003664386,12
ENSE00003539207,12
ENSE00001333739,12
ENSE00002217287,12
ENSE00000974014,12
ENSE00001201356,12
ENSE00001781335,12
ENSE00002622056,12
ENSE00003549906,12
ENSE00002259361,12
ENSE00001189716,12
ENSE00003552977,12
ENSE00003505515,12
ENSE00003640516,12
ENSE00002272439,12
ENSE00001674552,12
ENSE00001429531,12
ENSE00000750246,12
ENSE00003620963,12
ENSE00003484971,12
ENSE00003750114,12
ENSE00001028830,12
ENSE00003701944,12
ENSE00000751379,12
ENSE00001791820,12
ENSE00003514630,12
ENSE00003476761,12
ENSE00003649329,12
ENSE00003640583,12
ENSE00001831274,12
ENSE00003489636,12
ENSE00003551375,12
ENSE00001330852,12
ENSE00003658402,12
ENSE00003586362,12
ENSE00001005468,12
ENSE00001276069,12
ENSE00003650697,12
ENSE00003476729,12
ENSE00000686289,12
ENSE00002505956,12
ENSE00003717004,12
ENSE00003462923,12
ENSE00001038903,12
ENSE00003652621,12
ENSE00003759724,12
ENSE00001267516,12
ENSE00003782331,12
ENSE00003544418,12
ENSE00001293443,12
ENSE00003537200,12
ENSE00003626179,12
ENSE00003656515,12
ENSE00003615790,12
ENSE00003563354,12
ENSE00003599040,12
ENSE00003647489,12
ENSE00001665725,12
ENSE00000916427,12
ENSE00003596258,12
ENSE00003654734,12
ENSE00003521436,12
ENSE00003784122,12
ENSE00003494202,12
ENSE00003625334,12
ENSE00003595451,12
ENSE00003782765,12
ENSE00000797964,12
ENSE00001705588,12
ENSE00003738042,12
ENSE00001068111,12
ENSE00003535974,12
ENSE00000542494,12
ENSE00003479047,12
ENSE00001131570,12
ENSE00003523657,12
ENSE00003664828,12
ENSE00003698586,12
ENSE00001326537,12
ENSE00003618320,12
ENSE00003467607,12
ENSE00000754512,12
ENSE00003458688,12
ENSE00003659991,12
ENSE00001235358,12
ENSE00003696938,12
ENSE00001508560,12
ENSE00001074018,12
ENSE00003514827,12
ENSE00000666436,12
ENSE00003554617,12
ENSE00003547870,12
ENSE00000699269,12
ENSE00003704798,12
ENSE00003550207,12
ENSE00001279625,12
ENSE00001005466,12
ENSE00003643219,12
ENSE00003738115,12
ENSE00003489254,12
ENSE00003679400,12
ENSE00003519127,12
ENSE00003683186,12
ENSE00003570708,12
ENSE00001604380,12
ENSE00001324977,12
ENSE00003473306,12
ENSE00003459985,12
ENSE00003701178,12
ENSE00003469273,12
ENSE00003470283,12
ENSE00000859235,12
ENSE00003619183,12
ENSE00003566123,12
ENSE00003563343,12
ENSE00003689594,12
ENSE00003580302,12
ENSE00001759825,12
ENSE00000673953,12
ENSE00003604680,12
ENSE00003598691,12
ENSE00003705865,12
ENSE00003589759,12
ENSE00003499742,12
ENSE00003527574,12
ENSE00003665381,12
ENSE00003622310,12
ENSE00001621948,12
ENSE00003468747,12
ENSE00001615731,12
ENSE00003601282,12
ENSE00000885060,12
ENSE00003742061,12
ENSE00003586484,12
ENSE00003594825,12
ENSE00000662710,12
ENSE00003660343,12
ENSE00003565402,12
ENSE00001277888,12
ENSE00003482901,12
ENSE00001790042,12
ENSE00002471891,12
ENSE00003539173,12
ENSE00003548824,12
ENSE00002258322,12
ENSE00003660356,12
ENSE00003593057,12
ENSE00003605111,12
ENSE00003528967,12
ENSE00001086067,12
ENSE00001141412,12
ENSE00000856651,12
ENSE00003568218,12
ENSE00003703243,12
ENSE00000932301,12
ENSE00003683500,12
ENSE00000861424,12
ENSE00001282226,12
ENSE00003613324,12
ENSE00003580675,12
ENSE00003554259,12
ENSE00003542960,12
ENSE00001724871,12
ENSE00000691805,12
ENSE00003506447,12
ENSE00003784908,12
ENSE00003549291,12
ENSE00000821619,12
ENSE00003679028,12
ENSE00000661990,12
ENSE00003556709,12
ENSE00003515665,12
ENSE00001235323,12
ENSE00003667046,12
ENSE00003620632,12
ENSE00000686285,12
ENSE00003490785,12
ENSE00003539393,12
ENSE00003481022,12
ENSE00003631712,12
ENSE00003545912,12
ENSE00002459924,12
ENSE00003584175,12
ENSE00000885365,12
ENSE00000908604,12
ENSE00001705472,12
ENSE00003604625,12
ENSE00001618975,12
ENSE00001740238,12
ENSE00003612262,12
ENSE00000926193,12
ENSE00003601382,12
ENSE00001802951,12
ENSE00000868184,12
ENSE00003607968,12
ENSE00003546356,12
ENSE00002044040,12
ENSE00003837994,12
ENSE00003648270,12
ENSE00003533903,12
ENSE00001083343,12
ENSE00000740007,12
ENSE00001139705,12
ENSE00001788597,12
ENSE00003491667,12
ENSE00003699261,12
ENSE00000895226,12
ENSE00001744697,12
ENSE00002228411,12
ENSE00003747097,12
ENSE00003633655,12
ENSE00003532728,12
ENSE00001127104,12
ENSE00003666073,12
ENSE00003550022,12
ENSE00001025331,12
ENSE00001042891,12
ENSE00001166330,12
ENSE00000766684,12
ENSE00003600084,12
ENSE00000764390,12
ENSE00003598184,12
ENSE00003469692,12
ENSE00003659077,12
ENSE00003626676,12
ENSE00002435050,12
ENSE00003616822,12
ENSE00000811426,12
ENSE00001841596,12
ENSE00003480800,12
ENSE00003663512,12
ENSE00003620191,12
ENSE00001510480,12
ENSE00000962414,12
ENSE00003636475,12
ENSE00003584822,12
ENSE00003701772,12
ENSE00001799324,12
ENSE00000937165,12
ENSE00000532984,12
ENSE00000878892,12
ENSE00003787002,12
ENSE00001101202,12
ENSE00003474488,12
ENSE00003554155,12
ENSE00000848132,12
ENSE00003787118,12
ENSE00003569776,12
ENSE00001197692,12
ENSE00003505028,12
ENSE00000917083,12
ENSE00001183213,12
ENSE00003517880,12
ENSE00003476203,12
ENSE00003561452,12
ENSE00003598166,12
ENSE00000463084,12
ENSE00003628145,12
ENSE00003589231,12
ENSE00001181150,12
ENSE00003609146,12
ENSE00003508580,12
ENSE00003576276,12
ENSE00000820569,12
ENSE00003473074,12
ENSE00003732606,12
ENSE00003608206,12
ENSE00001825681,12
ENSE00003570464,12
ENSE00003622647,12
ENSE00003734648,12
ENSE00001901590,12
ENSE00000948122,12
ENSE00001189633,12
ENSE00003826747,12
ENSE00003531208,12
ENSE00003653599,12
ENSE00001115498,12
ENSE00000849425,12
ENSE00001189483,12
ENSE00001215708,12
ENSE00003521642,12
ENSE00003663653,12
ENSE00001070798,12
ENSE00001707021,12
ENSE00003479990,12
ENSE00001771868,12
ENSE00000835050,12
ENSE00003547780,12
ENSE00002315492,12
ENSE00001078341,12
ENSE00003552229,12
ENSE00003470802,12
ENSE00001561045,12
ENSE00001179407,12
ENSE00003579882,12
ENSE00000777149,12
ENSE00001086762,12
ENSE00003578469,12
ENSE00001129529,12
ENSE00003566785,12
ENSE00003637980,12
ENSE00003779811,12
ENSE00000692308,12
ENSE00003481219,12
ENSE00000809675,12
ENSE00002355616,12
ENSE00002511628,12
ENSE00003510473,12
ENSE00001315093,12
ENSE00001387946,12
ENSE00003501706,12
ENSE00003581100,12
ENSE00001603451,12
ENSE00001303704,12
ENSE00000809494,12
ENSE00003666632,12
ENSE00003649071,12
ENSE00001904275,12
ENSE00003618555,12
ENSE00003693313,12
ENSE00003647930,12
ENSE00003511866,12
ENSE00003518023,12
ENSE00003641737,12
ENSE00003625381,12
ENSE00003647460,12
ENSE00003528420,12
ENSE00001730137,12
ENSE00001150071,12
ENSE00001323541,12
ENSE00003525591,12
ENSE00001583846,12
ENSE00001547958,12
ENSE00003829131,12
ENSE00003140549,12
ENSE00003673493,12
ENSE00003690725,12
ENSE00003614615,12
ENSE00000887937,12
ENSE00000966681,12
ENSE00003478162,12
ENSE00003513513,12
ENSE00003786859,12
ENSE00001745144,12
ENSE00003597362,12
ENSE00003479814,12
ENSE00000742607,12
ENSE00003716403,12
ENSE00003530431,12
ENSE00003678343,12
ENSE00003656031,12
ENSE00003561667,12
ENSE00001627946,12
ENSE00003605990,12
ENSE00003505002,12
ENSE00003663697,12
ENSE00003607791,12
ENSE00000740002,12
ENSE00003483405,12
ENSE00000912233,12
ENSE00003653867,12
ENSE00003568824,12
ENSE00003492592,12
ENSE00003626266,12
ENSE00003549647,12
ENSE00003691391,12
ENSE00001089269,12
ENSE00003839043,12
ENSE00003836955,12
ENSE00003567098,12
ENSE00000756107,12
ENSE00001203731,12
ENSE00003551866,12
ENSE00003603142,12
ENSE00003473116,12
ENSE00000737798,12
ENSE00003710361,12
ENSE00000924984,12
ENSE00003690360,12
ENSE00003494689,12
ENSE00003657623,12
ENSE00001132325,12
ENSE00003642967,12
ENSE00003563289,12
ENSE00000798133,12
ENSE00003736527,12
ENSE00001426481,12
ENSE00002397866,12
ENSE00002923317,12
ENSE00001715235,12
ENSE00001352899,12
ENSE00001626177,12
ENSE00001619074,12
ENSE00003699656,12
ENSE00001480607,12
ENSE00003700453,12
ENSE00003654970,12
ENSE00003464895,12
ENSE00001505938,12
ENSE00003512320,12
ENSE00000993778,12
ENSE00002132318,12
ENSE00003570497,12
ENSE00001123964,12
ENSE00003569865,12
ENSE00001671155,12
ENSE00000744087,12
ENSE00003469421,12
ENSE00003466453,12
ENSE00003476752,12
ENSE00001201162,12
ENSE00001612486,12
ENSE00003597851,12
ENSE00001714724,12
ENSE00001782511,12
ENSE00001761950,12
ENSE00003689868,12
ENSE00003480041,12
ENSE00003668360,12
ENSE00003487885,12
ENSE00001799851,12
ENSE00003681777,12
ENSE00003499730,12
ENSE00000740104,12
ENSE00002260496,12
ENSE00003475548,12
ENSE00001459061,12
ENSE00000916726,12
ENSE00003514548,12
ENSE00000706674,12
ENSE00003611838,12
ENSE00003464043,12
ENSE00003688840,12
ENSE00001927496,12
ENSE00001124918,12
ENSE00002510486,12
ENSE00003465744,12
ENSE00003460987,12
ENSE00003470543,12
ENSE00002445573,12
ENSE00003637769,12
ENSE00003552598,12
ENSE00003662172,12
ENSE00003524727,12
ENSE00002698801,12
ENSE00003802157,12
ENSE00003618847,12
ENSE00003591080,12
ENSE00000655766,12
ENSE00000833442,12
ENSE00003490924,12
ENSE00003520213,12
ENSE00003465365,12
ENSE00003497351,12
ENSE00001630230,12
ENSE00003630036,12
ENSE00003531260,12
ENSE00002435853,12
ENSE00001170903,12
ENSE00003515569,12
ENSE00003484243,12
ENSE00002755806,12
ENSE00003460637,12
ENSE00000752842,12
ENSE00003651190,12
ENSE00000876140,12
ENSE00003632906,12
ENSE00003578846,12
ENSE00003568417,12
ENSE00000676621,12
ENSE00003507814,12
ENSE00001330218,12
ENSE00001166293,12
ENSE00002170468,12
ENSE00003726892,12
ENSE00001670927,12
ENSE00003472405,12
ENSE00001166701,12
ENSE00003679463,12
ENSE00001482258,12
ENSE00003523257,12
ENSE00003477067,12
ENSE00003832361,12
ENSE00003553643,12
ENSE00000703791,12
ENSE00003594079,12
ENSE00003588783,12
ENSE00003564317,12
ENSE00000985237,12
ENSE00001029716,12
ENSE00001117329,12
ENSE00003611534,12
ENSE00001952422,12
ENSE00003580100,12
ENSE00003810957,12
ENSE00003670953,12
ENSE00001001849,12
ENSE00003719597,12
ENSE00003510368,12
ENSE00003580741,12
ENSE00003515850,12
ENSE00003460305,12
ENSE00001166896,12
ENSE00001663437,12
ENSE00003639607,12
ENSE00001766781,12
ENSE00003785811,12
ENSE00000756021,12
ENSE00000990845,12
ENSE00001613225,12
ENSE00003623126,12
ENSE00001657443,12
ENSE00003491184,12
ENSE00001066217,12
ENSE00003496149,12
ENSE00000760354,12
ENSE00003632164,12
ENSE00001184758,12
ENSE00000958428,12
ENSE00003632947,12
ENSE00001843867,12
ENSE00003635594,12
ENSE00002472076,12
ENSE00000893257,12
ENSE00003461003,12
ENSE00003641174,12
ENSE00003509134,12
ENSE00003497134,12
ENSE00003559590,12
ENSE00003583949,12
ENSE00003493387,12
ENSE00002368687,12
ENSE00003492192,12
ENSE00003538307,12
ENSE00003479893,12
ENSE00003648097,12
ENSE00003503811,12
ENSE00003654222,12
ENSE00003679561,12
ENSE00001630121,12
ENSE00003583332,12
ENSE00001124928,12
ENSE00003725874,12
ENSE00000863744,12
ENSE00003787671,12
ENSE00000796403,12
ENSE00003502629,12
ENSE00001170077,12
ENSE00000703797,12
ENSE00000950184,12
ENSE00001272104,12
ENSE00003677330,12
ENSE00003643971,12
ENSE00003642112,12
ENSE00001068244,12
ENSE00002302897,12
ENSE00003527262,12
ENSE00003633438,12
ENSE00003679057,12
ENSE00003604006,12
ENSE00000944011,12
ENSE00003646861,12
ENSE00001289542,12
ENSE00001776313,12
ENSE00003520981,12
ENSE00003610653,12
ENSE00002396447,12
ENSE00001266261,12
ENSE00003559468,12
ENSE00003635741,12
ENSE00003582982,12
ENSE00003660014,12
ENSE00003487398,12
ENSE00001814856,12
ENSE00003498308,12
ENSE00002181915,12
ENSE00000786388,12
ENSE00003612065,12
ENSE00002297159,12
ENSE00003637158,12
ENSE00001015056,12
ENSE00001794102,12
ENSE00003574382,12
ENSE00003659237,12
ENSE00001045175,12
ENSE00000962419,12
ENSE00000869282,12
ENSE00001086758,12
ENSE00003690753,12
ENSE00003471909,12
ENSE00003493043,12
ENSE00003462653,12
ENSE00001688664,12
ENSE00000748172,12
ENSE00002118241,12
ENSE00001366972,12
ENSE00003465541,12
ENSE00000709871,12
ENSE00000736983,12
ENSE00001141198,12
ENSE00001132918,12
ENSE00003538805,12
ENSE00000694389,12
ENSE00002465657,12
ENSE00002084967,12
ENSE00001772577,12
ENSE00003580215,12
ENSE00003625143,12
ENSE00003479378,12
ENSE00001835539,12
ENSE00003582147,12
ENSE00001239328,12
ENSE00001640446,12
ENSE00001374742,12
ENSE00002513403,12
ENSE00000918392,12
ENSE00001039968,12
ENSE00003641802,12
ENSE00001075385,12
ENSE00003539381,12
ENSE00001238913,12
ENSE00003691596,12
ENSE00001299244,12
ENSE00003526898,12
ENSE00001741618,12
ENSE00003494963,12
ENSE00003694890,12
ENSE00003548185,12
ENSE00000935754,12
ENSE00003715761,12
ENSE00003636622,12
ENSE00003643500,12
ENSE00001602866,12
ENSE00002388501,12
ENSE00003593371,12
ENSE00003548379,12
ENSE00003460903,12
ENSE00000733164,12
ENSE00003647951,12
ENSE00002217919,12
ENSE00000796395,12
ENSE00003666426,12
ENSE00003563112,12
ENSE00003527118,12
ENSE00000922314,12
ENSE00003468609,12
ENSE00003495373,12
ENSE00000818044,12
ENSE00003537828,12
ENSE00001071619,12
ENSE00003605202,12
ENSE00003544184,12
ENSE00003567345,12
ENSE00000835024,12
ENSE00003613864,12
ENSE00003583570,12
ENSE00003462141,12
ENSE00003603423,12
ENSE00002519782,12
ENSE00001010403,12
ENSE00003486445,12
ENSE00003648962,12
ENSE00003572375,12
ENSE00000659982,12
ENSE00003536160,12
ENSE00003658882,12
ENSE00003611961,12
ENSE00003465187,12
ENSE00002268157,12
ENSE00001714918,12
ENSE00000752254,12
ENSE00003521857,12
ENSE00001267425,12
ENSE00003614808,12
ENSE00003576625,12
ENSE00001459303,12
ENSE00000937169,12
ENSE00003638861,12
ENSE00000915851,12
ENSE00003543039,12
ENSE00003584052,12
ENSE00003642050,12
ENSE00003513677,12
ENSE00003686150,12
ENSE00000846523,12
ENSE00003428159,12
ENSE00001337196,12
ENSE00003626030,12
ENSE00003684396,12
ENSE00003604929,12
ENSE00003594047,12
ENSE00003705658,12
ENSE00001404458,12
ENSE00003547162,12
ENSE00003476975,12
ENSE00000655395,12
ENSE00003648134,12
ENSE00003552577,12
ENSE00003512530,12
ENSE00003481297,12
ENSE00001648848,12
ENSE00001072482,12
ENSE00003816542,12
ENSE00003666390,12
ENSE00001591614,12
ENSE00002603172,12
ENSE00001260822,12
ENSE00001068116,12
ENSE00003615359,12
ENSE00003609480,12
ENSE00000917079,12
ENSE00003505152,12
ENSE00002084870,12
ENSE00001633650,12
ENSE00000675974,12
ENSE00001606979,12
ENSE00003482714,12
