,Counts
ENSE00003657824,7
ENSE00000663640,7
ENSE00003484414,7
ENSE00003635770,7
ENSE00003591549,7
ENSE00000564432,7
ENSE00002242377,7
ENSE00003500288,7
ENSE00003557623,7
ENSE00001605319,7
ENSE00003610266,7
ENSE00003586596,7
ENSE00003473647,7
ENSE00000753591,7
ENSE00003667928,7
ENSE00003537146,7
ENSE00003497437,7
ENSE00000943230,7
ENSE00003416948,7
ENSE00003749063,7
ENSE00003687611,7
ENSE00002401408,7
ENSE00003510034,7
ENSE00003594881,7
ENSE00003502911,7
ENSE00003581801,7
ENSE00003478742,7
ENSE00003708437,7
ENSE00003533381,7
ENSE00002884224,7
ENSE00001626907,7
ENSE00003538117,7
ENSE00003690024,7
ENSE00000844528,7
ENSE00003835017,7
ENSE00003519856,7
ENSE00001123496,7
ENSE00003507098,7
ENSE00003458451,7
ENSE00003602184,7
ENSE00003630945,7
ENSE00000753599,7
ENSE00003613454,7
ENSE00003511836,7
ENSE00003673028,7
ENSE00003602733,7
ENSE00003534299,7
ENSE00003680064,7
ENSE00000985226,7
ENSE00003616764,7
ENSE00003675012,7
ENSE00003662581,7
ENSE00003582638,7
ENSE00000789776,7
ENSE00003558670,7
ENSE00001066912,7
ENSE00002292842,7
ENSE00003499749,7
ENSE00000663641,7
ENSE00000942207,7
ENSE00003579695,7
ENSE00003544838,7
ENSE00001765619,7
ENSE00003542370,7
ENSE00001599256,7
ENSE00003635301,7
ENSE00000848154,7
ENSE00000951267,7
ENSE00003660706,7
ENSE00003666992,7
ENSE00001788158,7
ENSE00000933877,7
ENSE00001729929,7
ENSE00003510041,7
ENSE00001170062,7
ENSE00003819774,7
ENSE00003702879,7
ENSE00003679452,7
ENSE00003637073,7
ENSE00000720893,7
ENSE00003694184,7
ENSE00003656635,7
ENSE00003481303,7
ENSE00003481375,7
ENSE00003508883,7
ENSE00003615114,7
ENSE00003822531,7
ENSE00003729849,7
ENSE00000515232,7
ENSE00001458701,7
ENSE00003829017,7
ENSE00002566028,7
ENSE00003655503,7
ENSE00001363959,7
ENSE00003589362,7
ENSE00003739198,7
ENSE00001191523,7
ENSE00001226401,7
ENSE00003646042,7
ENSE00003617806,7
ENSE00002476263,7
ENSE00003535984,7
ENSE00003624757,7
ENSE00003507727,7
ENSE00003530856,7
ENSE00003497900,7
ENSE00003651350,7
ENSE00003550369,7
ENSE00003615090,7
ENSE00003554695,7
ENSE00001493938,7
ENSE00003695201,7
ENSE00001783986,7
ENSE00001721050,7
ENSE00003538310,7
ENSE00002454028,7
ENSE00003461734,7
ENSE00002461782,7
ENSE00002702805,7
ENSE00003492335,7
ENSE00003670424,7
ENSE00003686079,7
ENSE00003517045,7
ENSE00003688108,7
ENSE00000842846,7
ENSE00003603955,7
ENSE00003486991,7
ENSE00003609207,7
ENSE00003822028,7
ENSE00003791197,7
ENSE00003821661,7
ENSE00001605013,7
ENSE00000694712,7
ENSE00003594875,7
ENSE00003476138,7
ENSE00003632800,7
ENSE00003584772,7
ENSE00003497042,7
ENSE00003704847,7
ENSE00003638752,7
ENSE00003479795,7
ENSE00003721735,7
ENSE00003504819,7
ENSE00000960425,7
ENSE00003753188,7
ENSE00002917146,7
ENSE00003524511,7
ENSE00003622144,7
ENSE00002063633,7
ENSE00001113114,7
ENSE00000701791,7
ENSE00000970749,7
ENSE00003322645,7
ENSE00003521324,7
ENSE00001743489,7
ENSE00000978499,7
ENSE00003687815,7
ENSE00003836322,7
ENSE00003472208,7
ENSE00003539776,7
ENSE00000784077,7
ENSE00000693414,7
ENSE00003786669,7
ENSE00001862029,7
ENSE00001182163,7
ENSE00003756149,7
ENSE00000759108,7
ENSE00003608733,7
ENSE00001062421,7
ENSE00001611146,7
ENSE00001602254,7
ENSE00003833721,7
ENSE00000751410,7
ENSE00003635007,7
ENSE00003536304,7
ENSE00003621873,7
ENSE00003608693,7
ENSE00003619971,7
ENSE00003504273,7
ENSE00003333744,7
ENSE00001171927,7
ENSE00003551483,7
ENSE00001240095,7
ENSE00000723845,7
ENSE00003595827,7
ENSE00003617855,7
ENSE00003593304,7
ENSE00001451374,7
ENSE00003645546,7
ENSE00001467709,7
ENSE00003583169,7
ENSE00003570860,7
ENSE00000736220,7
ENSE00000973894,7
ENSE00003739843,7
ENSE00003561327,7
ENSE00000814875,7
ENSE00003501126,7
ENSE00001978752,7
ENSE00003621516,7
ENSE00003706233,7
ENSE00003631671,7
ENSE00001266252,7
ENSE00003601109,7
ENSE00003588290,7
ENSE00003577136,7
ENSE00000902129,7
ENSE00001514610,7
ENSE00003505647,7
ENSE00000929547,7
ENSE00003731683,7
ENSE00003657365,7
ENSE00001864751,7
ENSE00003336724,7
ENSE00003685806,7
ENSE00003700451,7
ENSE00003647828,7
ENSE00003509099,7
ENSE00003634809,7
ENSE00003649004,7
ENSE00002122250,7
ENSE00001632249,7
ENSE00003562510,7
ENSE00003681936,7
ENSE00000710413,7
ENSE00001482276,7
ENSE00003692775,7
ENSE00003510343,7
ENSE00003478288,7
ENSE00003687997,7
ENSE00000964049,7
ENSE00003654059,7
ENSE00003623303,7
ENSE00003710444,7
ENSE00003534952,7
ENSE00003686480,7
ENSE00003836281,7
ENSE00003593119,7
ENSE00003484013,7
ENSE00003548250,7
ENSE00000942426,7
ENSE00003463763,7
ENSE00000934109,7
ENSE00003579327,7
ENSE00003626890,7
ENSE00003768577,7
ENSE00001068234,7
ENSE00003566842,7
ENSE00003691254,7
ENSE00001353357,7
ENSE00003557324,7
ENSE00001908494,7
ENSE00003477196,7
ENSE00003547415,7
ENSE00003493600,7
ENSE00000937321,7
ENSE00003666535,7
ENSE00003580189,7
ENSE00001086120,7
ENSE00003504566,7
ENSE00003579124,7
ENSE00001373653,7
ENSE00001782900,7
ENSE00001458936,7
ENSE00000658315,7
ENSE00003606900,7
ENSE00002354111,7
ENSE00003818334,7
ENSE00001859803,7
ENSE00002068171,7
ENSE00001410670,7
ENSE00003667051,7
ENSE00000962966,7
ENSE00003618564,7
ENSE00003542709,7
ENSE00003587182,7
ENSE00001482259,7
ENSE00003632582,7
ENSE00003612153,7
ENSE00003557500,7
ENSE00003527605,7
ENSE00003642999,7
ENSE00003520496,7
ENSE00003467789,7
ENSE00003480064,7
ENSE00003707525,7
ENSE00003690812,7
ENSE00003580826,7
ENSE00003570342,7
ENSE00003481827,7
ENSE00003673191,7
ENSE00002658450,7
ENSE00003472875,7
ENSE00003505811,7
ENSE00001675950,7
ENSE00001166545,7
ENSE00003658572,7
ENSE00001379205,7
ENSE00003655158,7
ENSE00001957415,7
ENSE00003786628,7
ENSE00002341772,7
ENSE00003536114,7
ENSE00001628251,7
ENSE00001084516,7
ENSE00003467036,7
ENSE00000660170,7
ENSE00003537431,7
ENSE00003735768,7
ENSE00003612933,7
ENSE00003543964,7
ENSE00001791569,7
ENSE00002268656,7
ENSE00000958900,7
ENSE00003510493,7
ENSE00003496251,7
ENSE00001069221,7
ENSE00003591371,7
ENSE00003507262,7
ENSE00003695623,7
ENSE00001159739,7
ENSE00003509650,7
ENSE00003736118,7
ENSE00003703918,7
ENSE00000961976,7
ENSE00001789523,7
ENSE00003779082,7
ENSE00002999242,7
ENSE00001786801,7
ENSE00003583519,7
ENSE00003627640,7
ENSE00003669510,7
ENSE00001850283,7
ENSE00003711064,7
ENSE00003635008,7
ENSE00002514209,7
ENSE00003670678,7
ENSE00000702652,7
ENSE00002422147,7
ENSE00001219135,7
ENSE00003556846,7
ENSE00003634488,7
ENSE00003520361,7
ENSE00003743817,7
ENSE00003675954,7
ENSE00003739132,7
ENSE00001476044,7
ENSE00003605339,7
ENSE00000986182,7
ENSE00001721930,7
ENSE00001923322,7
ENSE00003636653,7
ENSE00003613382,7
ENSE00003631949,7
ENSE00001517807,7
ENSE00000361660,7
ENSE00001085920,7
ENSE00003714427,7
ENSE00000803327,7
ENSE00003817320,7
ENSE00001691519,7
ENSE00003591982,7
ENSE00003603870,7
ENSE00003641935,7
ENSE00003651883,7
ENSE00003498016,7
ENSE00003630998,7
ENSE00000867304,7
ENSE00003831983,7
ENSE00003690124,7
ENSE00003625523,7
ENSE00003673476,7
ENSE00003717609,7
ENSE00000978603,7
ENSE00003761628,7
ENSE00002281916,7
ENSE00002164680,7
ENSE00003800060,7
ENSE00003586123,7
ENSE00000961131,7
ENSE00002816196,7
ENSE00003646388,7
ENSE00000714587,7
ENSE00001663115,7
ENSE00003824175,7
ENSE00003706737,7
ENSE00003598945,7
ENSE00003623338,7
ENSE00003526933,7
ENSE00003509458,7
ENSE00003507492,7
ENSE00003656413,7
ENSE00000699692,7
ENSE00003646462,7
ENSE00003627254,7
ENSE00003508404,7
ENSE00000961361,7
ENSE00001384213,7
ENSE00003463600,7
ENSE00002174075,7
ENSE00003576903,7
ENSE00001557534,7
ENSE00000962089,7
ENSE00003536791,7
ENSE00003664956,7
ENSE00003601809,7
ENSE00001171664,7
ENSE00000979790,7
ENSE00003787124,7
ENSE00000947188,7
ENSE00003839872,7
ENSE00003467176,7
ENSE00003463615,7
ENSE00003562125,7
ENSE00003623043,7
ENSE00003676833,7
ENSE00003516374,7
ENSE00003669836,7
ENSE00000766686,7
ENSE00003569199,7
ENSE00001713075,7
ENSE00003509810,7
ENSE00000726881,7
ENSE00003553909,7
ENSE00000802663,7
ENSE00003788977,7
ENSE00003464702,7
ENSE00001658072,7
ENSE00003556646,7
ENSE00003575963,7
ENSE00001726624,7
ENSE00001656038,7
ENSE00003694260,7
ENSE00003497122,7
ENSE00000980007,7
ENSE00003643908,7
ENSE00003733396,7
ENSE00003510136,7
ENSE00000933949,7
ENSE00003819321,7
ENSE00003614155,7
ENSE00003506519,7
ENSE00003587994,7
ENSE00003666938,7
ENSE00002084965,7
ENSE00003677339,7
ENSE00003523524,7
ENSE00003499600,7
ENSE00003615145,7
ENSE00001425551,7
ENSE00002463641,7
ENSE00001898773,7
ENSE00003788867,7
ENSE00000894814,7
ENSE00003469064,7
ENSE00003692983,7
ENSE00003586770,7
ENSE00000955628,7
ENSE00003743315,7
ENSE00001977261,7
ENSE00003529540,7
ENSE00003503513,7
ENSE00003540971,7
ENSE00003516642,7
ENSE00003503639,7
ENSE00003469998,7
ENSE00003504172,7
ENSE00003479279,7
ENSE00002218124,7
ENSE00003503000,7
ENSE00003550003,7
ENSE00003692690,7
ENSE00000912895,7
ENSE00003517520,7
ENSE00003629292,7
ENSE00003481468,7
ENSE00003544055,7
ENSE00003541817,7
ENSE00003621849,7
ENSE00003488718,7
ENSE00003617899,7
ENSE00003514100,7
ENSE00002446474,7
ENSE00003487104,7
ENSE00001153905,7
ENSE00002213941,7
ENSE00001123410,7
ENSE00003185402,7
ENSE00003544658,7
ENSE00003690446,7
ENSE00003662103,7
ENSE00003505001,7
ENSE00003539265,7
ENSE00003560888,7
ENSE00003579230,7
ENSE00002503769,7
ENSE00003797400,7
ENSE00003692352,7
ENSE00001789995,7
ENSE00000784955,7
ENSE00003501588,7
ENSE00003558080,7
ENSE00003551290,7
ENSE00002291883,7
ENSE00003586130,7
ENSE00003791332,7
ENSE00003649364,7
ENSE00003598884,7
ENSE00003545736,7
ENSE00002407577,7
ENSE00003528625,7
ENSE00003571711,7
ENSE00003612959,7
ENSE00001374511,7
ENSE00003517331,7
ENSE00001213766,7
ENSE00003653373,7
ENSE00003680442,7
ENSE00003487902,7
ENSE00000770609,7
ENSE00003516105,7
ENSE00001683607,7
ENSE00003625266,7
ENSE00003476148,7
ENSE00003467215,7
ENSE00003474687,7
ENSE00001155975,7
ENSE00001262561,7
ENSE00003657031,7
ENSE00003834836,7
ENSE00000790831,7
ENSE00003534128,7
ENSE00003509583,7
ENSE00000825237,7
ENSE00003466270,7
ENSE00003594371,7
ENSE00003578580,7
ENSE00001971092,7
ENSE00000894812,7
ENSE00001755842,7
ENSE00001818312,7
ENSE00003754890,7
ENSE00003840867,7
ENSE00003504562,7
ENSE00003458954,7
ENSE00003591638,7
ENSE00003565535,7
ENSE00003517601,7
ENSE00003475874,7
ENSE00003480674,7
ENSE00003502984,7
ENSE00000753550,7
ENSE00000791013,7
ENSE00003667532,7
ENSE00003529346,7
ENSE00003628293,7
ENSE00003516186,7
ENSE00000762916,7
ENSE00001354124,7
ENSE00003732907,7
ENSE00003474411,7
ENSE00003648145,7
ENSE00003563702,7
ENSE00003600795,7
ENSE00003524799,7
ENSE00003563319,7
ENSE00000803415,7
ENSE00003577892,7
ENSE00003608200,7
ENSE00001693899,7
ENSE00003476755,7
ENSE00003694048,7
ENSE00003498847,7
ENSE00002080064,7
ENSE00002485620,7
ENSE00003664344,7
ENSE00001334339,7
ENSE00003687814,7
ENSE00001702441,7
ENSE00003529923,7
ENSE00003518741,7
ENSE00003630134,7
ENSE00001716506,7
ENSE00000956032,7
ENSE00003579569,7
ENSE00003587860,7
ENSE00001108583,7
ENSE00003477848,7
ENSE00003626649,7
ENSE00003481754,7
ENSE00001716136,7
ENSE00003683238,7
ENSE00000921245,7
ENSE00003523420,7
ENSE00003662410,7
ENSE00002579873,7
ENSE00001335270,7
ENSE00003504377,7
ENSE00003384770,7
ENSE00001612866,7
ENSE00003525218,7
ENSE00003616051,7
ENSE00003685600,7
ENSE00003606348,7
ENSE00000736135,7
ENSE00003654563,7
ENSE00003694510,7
ENSE00003646771,7
ENSE00003659239,7
ENSE00003804853,7
ENSE00003484360,7
ENSE00003791599,7
ENSE00000868186,7
ENSE00000655331,7
ENSE00003577915,7
ENSE00003653130,7
ENSE00003660695,7
ENSE00003486423,7
ENSE00000802205,7
ENSE00003662843,7
ENSE00003503135,7
ENSE00003613771,7
ENSE00003487719,7
ENSE00003634651,7
ENSE00003563127,7
ENSE00003678725,7
ENSE00003685073,7
ENSE00003546557,7
ENSE00003635712,7
ENSE00003662492,7
ENSE00003550115,7
ENSE00003597888,7
ENSE00003516881,7
ENSE00003738993,7
ENSE00002528703,7
ENSE00003685931,7
ENSE00003518319,7
ENSE00003664950,7
ENSE00001246994,7
ENSE00003562070,7
ENSE00003665452,7
ENSE00003594353,7
ENSE00003840314,7
ENSE00001260703,7
ENSE00003495919,7
ENSE00001103329,7
ENSE00003687395,7
ENSE00000882354,7
ENSE00003615200,7
ENSE00003671802,7
ENSE00001124850,7
ENSE00001845370,7
ENSE00003606841,7
ENSE00003590931,7
ENSE00003757013,7
ENSE00002708865,7
ENSE00003738768,7
ENSE00000656031,7
ENSE00001780347,7
ENSE00003551616,7
ENSE00003673077,7
ENSE00003620148,7
ENSE00001024094,7
ENSE00000992394,7
ENSE00001098106,7
ENSE00003656402,7
ENSE00003582358,7
ENSE00001634816,7
ENSE00001703587,7
ENSE00000710048,7
ENSE00003587135,7
ENSE00003641506,7
ENSE00003617745,7
ENSE00003498767,7
ENSE00003623125,7
ENSE00000972942,7
ENSE00001315010,7
ENSE00002426368,7
ENSE00003566323,7
ENSE00003686807,7
ENSE00003540171,7
ENSE00003464945,7
ENSE00003571024,7
ENSE00003676573,7
ENSE00003569424,7
ENSE00003815645,7
ENSE00003721908,7
ENSE00000791014,7
ENSE00001683321,7
ENSE00003632742,7
ENSE00003487893,7
ENSE00001101688,7
ENSE00002413499,7
ENSE00000932591,7
ENSE00001119032,7
ENSE00003584787,7
ENSE00003790440,7
ENSE00001803098,7
ENSE00001533945,7
ENSE00003533379,7
ENSE00000942425,7
ENSE00003566997,7
ENSE00001707029,7
ENSE00003555424,7
ENSE00001504845,7
ENSE00003704964,7
ENSE00003615800,7
ENSE00003516980,7
ENSE00003582755,7
ENSE00003475476,7
ENSE00001385255,7
ENSE00003466728,7
ENSE00003624083,7
ENSE00003531186,7
ENSE00001752066,7
ENSE00000980005,7
ENSE00003602826,7
ENSE00001678988,7
ENSE00001018318,7
ENSE00003669878,7
ENSE00003519652,7
ENSE00003689336,7
ENSE00003523715,7
ENSE00003465144,7
ENSE00003787111,7
ENSE00003688434,7
ENSE00003667494,7
ENSE00003512246,7
ENSE00003818542,7
ENSE00003660433,7
ENSE00003503142,7
ENSE00001015026,7
ENSE00003463552,7
ENSE00000975574,7
ENSE00003679443,7
ENSE00003541634,7
ENSE00001101716,7
ENSE00002922394,7
ENSE00003615873,7
ENSE00003595276,7
ENSE00003522379,7
ENSE00001361503,7
ENSE00001337354,7
ENSE00001485291,7
ENSE00001503917,7
ENSE00001380312,7
ENSE00001083265,7
ENSE00000567166,7
ENSE00003566607,7
ENSE00003622847,7
ENSE00003496017,7
ENSE00003740636,7
ENSE00003579667,7
ENSE00003590393,7
ENSE00003689780,7
ENSE00003629836,7
ENSE00003748634,7
ENSE00003565893,7
ENSE00003495997,7
ENSE00003596103,7
ENSE00002407714,7
ENSE00001163815,7
ENSE00003534228,7
ENSE00003498424,7
ENSE00001740872,7
ENSE00003786971,7
ENSE00001511687,7
ENSE00003563034,7
ENSE00003572211,7
ENSE00003549238,7
ENSE00003653583,7
ENSE00003791499,7
ENSE00003510411,7
ENSE00003647601,7
ENSE00003631618,7
ENSE00003683243,7
ENSE00003765627,7
ENSE00003577381,7
ENSE00003835888,7
ENSE00001042951,7
ENSE00000969406,7
ENSE00003542559,7
ENSE00003582860,7
ENSE00003610380,7
ENSE00003488654,7
ENSE00003615177,7
ENSE00003638336,7
ENSE00003616937,7
ENSE00003549601,7
ENSE00001510585,7
ENSE00003584450,7
ENSE00001594930,7
ENSE00003707362,7
ENSE00003520326,7
ENSE00003587483,7
ENSE00001149109,7
ENSE00003656599,7
ENSE00002285219,7
ENSE00003545087,7
ENSE00003541125,7
ENSE00003478434,7
ENSE00003598290,7
ENSE00003689601,7
ENSE00003616859,7
ENSE00003527966,7
ENSE00000688386,7
ENSE00003831193,7
ENSE00003569053,7
ENSE00003487437,7
ENSE00003553452,7
ENSE00003502364,7
ENSE00000999793,7
ENSE00003579970,7
ENSE00003558394,7
ENSE00003535064,7
ENSE00002347534,7
ENSE00003786067,7
ENSE00003773631,7
ENSE00003470634,7
ENSE00001068434,7
ENSE00003627681,7
ENSE00003526024,7
ENSE00001078517,7
ENSE00003542889,7
ENSE00003470714,7
ENSE00003700461,7
ENSE00003691156,7
ENSE00003692679,7
ENSE00002019680,7
ENSE00003698198,7
ENSE00003471202,7
ENSE00001281725,7
ENSE00003397799,7
ENSE00001648803,7
ENSE00003504981,7
ENSE00003789268,7
ENSE00001167950,7
ENSE00003563308,7
ENSE00001019312,7
ENSE00003469067,7
ENSE00003577978,7
ENSE00003750370,7
ENSE00003471173,7
ENSE00003570940,7
ENSE00001889442,7
ENSE00003521794,7
ENSE00003518711,7
ENSE00001320513,7
ENSE00001230242,7
ENSE00001110798,7
ENSE00000715095,7
ENSE00003519181,7
ENSE00003572992,7
ENSE00003650438,7
ENSE00003468016,7
ENSE00003472895,7
ENSE00003655187,7
ENSE00003478084,7
ENSE00003599535,7
ENSE00003673465,7
ENSE00003466062,7
ENSE00003490700,7
ENSE00003562300,7
ENSE00001919114,7
ENSE00001641030,7
ENSE00003496318,7
ENSE00000816772,7
ENSE00003770086,7
ENSE00003653162,7
ENSE00003640581,7
ENSE00000709438,7
ENSE00001372837,7
ENSE00003635636,7
ENSE00003521897,7
ENSE00001164898,7
ENSE00003620102,7
ENSE00003632962,7
ENSE00003607153,7
ENSE00003703923,7
ENSE00002601896,7
ENSE00003657434,7
ENSE00000969436,7
ENSE00001923747,7
ENSE00003521089,7
ENSE00003835110,7
ENSE00003653650,7
ENSE00002233337,7
ENSE00003549853,7
ENSE00003609646,7
ENSE00000814617,7
ENSE00003542971,7
ENSE00003576417,7
ENSE00000705064,7
ENSE00003639889,7
ENSE00003645199,7
ENSE00003562902,7
ENSE00001605274,7
ENSE00003606196,7
ENSE00003640463,7
ENSE00000675188,7
ENSE00002482841,7
ENSE00003596356,7
ENSE00003786010,7
ENSE00003650795,7
ENSE00003472523,7
ENSE00003546732,7
ENSE00003602891,7
ENSE00003691828,7
ENSE00003535720,7
ENSE00003796322,7
ENSE00001272310,7
ENSE00003605966,7
ENSE00003561977,7
ENSE00000714590,7
ENSE00003541811,7
ENSE00003591264,7
ENSE00003822669,7
ENSE00000900776,7
ENSE00003732532,7
ENSE00003598015,7
ENSE00003623870,7
ENSE00000854366,7
ENSE00001025126,7
ENSE00003583901,7
ENSE00003637887,7
ENSE00001085930,7
ENSE00003642615,7
ENSE00003699538,7
ENSE00003463240,7
ENSE00000756990,7
ENSE00003833718,7
ENSE00003602765,7
ENSE00003689155,7
ENSE00000910426,7
ENSE00003665531,7
ENSE00003825555,7
ENSE00000867292,7
ENSE00001072369,7
ENSE00001672560,7
ENSE00003461829,7
ENSE00003506213,7
ENSE00001664216,7
ENSE00003657968,7
ENSE00003478192,7
ENSE00003660143,7
ENSE00001249150,7
ENSE00001744184,7
ENSE00001855609,7
ENSE00003723932,7
ENSE00001886170,7
ENSE00003610179,7
ENSE00001096482,7
ENSE00003540845,7
ENSE00003624234,7
ENSE00003459685,7
ENSE00000914733,7
ENSE00001031081,7
ENSE00003521582,7
ENSE00003562346,7
ENSE00003551094,7
ENSE00003642102,7
ENSE00001722040,7
ENSE00003478650,7
ENSE00000846578,7
ENSE00003017803,7
ENSE00003639492,7
ENSE00003658972,7
ENSE00003655049,7
ENSE00000688019,7
ENSE00003620753,7
ENSE00001529152,7
ENSE00003479237,7
ENSE00000948121,7
ENSE00003556885,7
ENSE00000785125,7
ENSE00003781428,7
ENSE00002953200,7
ENSE00003767240,7
ENSE00001325200,7
ENSE00003628602,7
ENSE00003441706,7
ENSE00003523148,7
ENSE00003517497,7
ENSE00003586169,7
ENSE00002320241,7
ENSE00001141821,7
ENSE00001484641,7
ENSE00003482564,7
ENSE00003515629,7
ENSE00003460505,7
ENSE00001759014,7
ENSE00002272837,7
ENSE00003549148,7
ENSE00003579003,7
ENSE00001460815,7
ENSE00003493456,7
ENSE00003829866,7
ENSE00003563280,7
ENSE00003660492,7
ENSE00003654910,7
ENSE00002665216,7
ENSE00003521243,7
ENSE00003509089,7
ENSE00003774547,7
ENSE00003575994,7
ENSE00003517874,7
ENSE00000826275,7
ENSE00003685828,7
ENSE00003474707,7
ENSE00003497379,7
ENSE00003492490,7
ENSE00003516490,7
ENSE00000779435,7
ENSE00003498822,7
ENSE00003620057,7
ENSE00003536692,7
ENSE00003831218,7
ENSE00003523855,7
ENSE00003588518,7
ENSE00003832078,7
ENSE00001331122,7
ENSE00001357769,7
ENSE00003596689,7
ENSE00003827411,7
ENSE00000833110,7
ENSE00003731485,7
ENSE00003476260,7
ENSE00003679828,7
ENSE00001725197,7
ENSE00001711594,7
ENSE00001800441,7
ENSE00003590748,7
ENSE00001191539,7
ENSE00001705169,7
ENSE00001854098,7
ENSE00003496594,7
ENSE00003693722,7
ENSE00003569707,7
ENSE00003624741,7
ENSE00003492987,7
ENSE00001340080,7
ENSE00003576891,6
ENSE00000730736,6
ENSE00001113115,6
ENSE00003534196,6
ENSE00003735304,6
ENSE00003786982,6
ENSE00001599140,6
ENSE00003638668,6
ENSE00003794715,6
ENSE00003742076,6
ENSE00003520627,6
ENSE00003655893,6
ENSE00000679870,6
ENSE00003664751,6
ENSE00000936431,6
ENSE00003568174,6
ENSE00003686063,6
ENSE00000769554,6
ENSE00001704446,6
ENSE00000937172,6
ENSE00002707327,6
ENSE00001139646,6
ENSE00003534461,6
ENSE00003559748,6
ENSE00003493903,6
ENSE00003637968,6
ENSE00003543791,6
ENSE00003713286,6
ENSE00003686085,6
ENSE00001223457,6
ENSE00001124934,6
ENSE00003741233,6
ENSE00003819941,6
ENSE00002137212,6
ENSE00003471858,6
ENSE00002472087,6
ENSE00003641248,6
ENSE00001269259,6
ENSE00003527109,6
ENSE00000726816,6
ENSE00000683477,6
ENSE00003629223,6
ENSE00000747906,6
ENSE00003535983,6
ENSE00003669838,6
ENSE00003603827,6
ENSE00003698966,6
ENSE00003722687,6
ENSE00003682290,6
ENSE00003458272,6
ENSE00000756521,6
ENSE00003485686,6
ENSE00003182173,6
ENSE00003694364,6
ENSE00003581139,6
ENSE00003671781,6
ENSE00003517351,6
ENSE00003836481,6
ENSE00001088316,6
ENSE00001128678,6
ENSE00003481993,6
ENSE00003579306,6
ENSE00003545906,6
ENSE00003676796,6
ENSE00002236964,6
ENSE00001322710,6
ENSE00001463230,6
ENSE00003642732,6
ENSE00003511659,6
ENSE00003702328,6
ENSE00000709435,6
ENSE00001790292,6
ENSE00003602521,6
ENSE00003459858,6
ENSE00003583184,6
ENSE00001802577,6
ENSE00003677609,6
ENSE00003515606,6
ENSE00003690563,6
ENSE00003608275,6
ENSE00003790774,6
ENSE00001895929,6
ENSE00001638049,6
ENSE00003717375,6
ENSE00003680533,6
ENSE00003508246,6
ENSE00001237733,6
ENSE00003608612,6
ENSE00003701846,6
ENSE00003660349,6
ENSE00003622924,6
ENSE00001015850,6
ENSE00002076408,6
ENSE00003672945,6
ENSE00001791874,6
ENSE00002525767,6
ENSE00000684706,6
ENSE00000670093,6
ENSE00003582386,6
ENSE00003691918,6
ENSE00000932580,6
ENSE00001670168,6
ENSE00003743220,6
ENSE00003785687,6
ENSE00003613547,6
ENSE00001030908,6
ENSE00003535713,6
ENSE00000931174,6
ENSE00001147053,6
ENSE00003629535,6
ENSE00003544554,6
ENSE00003587494,6
ENSE00003485677,6
ENSE00001027843,6
ENSE00003567647,6
ENSE00003521288,6
ENSE00000704690,6
ENSE00003664873,6
ENSE00003679849,6
ENSE00000830069,6
ENSE00002502969,6
ENSE00003493610,6
ENSE00000903433,6
ENSE00000855964,6
ENSE00002235267,6
ENSE00002215063,6
ENSE00003710697,6
ENSE00003797462,6
ENSE00000886043,6
ENSE00003587358,6
ENSE00003484866,6
ENSE00001940430,6
ENSE00003639723,6
ENSE00000885059,6
ENSE00003594323,6
ENSE00003504868,6
ENSE00001102259,6
ENSE00000761652,6
ENSE00003508406,6
ENSE00003587419,6
ENSE00003563063,6
ENSE00003535773,6
ENSE00003501051,6
ENSE00003640213,6
ENSE00003572102,6
ENSE00003537452,6
ENSE00001015028,6
ENSE00003607401,6
ENSE00003477628,6
ENSE00003626596,6
ENSE00003325198,6
ENSE00001284066,6
ENSE00003754641,6
ENSE00003531694,6
ENSE00001121703,6
ENSE00003575504,6
ENSE00000660445,6
ENSE00003643298,6
ENSE00001654741,6
ENSE00000712996,6
ENSE00001076126,6
ENSE00000825236,6
ENSE00001301248,6
ENSE00003651010,6
ENSE00003545989,6
ENSE00003545872,6
ENSE00003638247,6
ENSE00000751543,6
ENSE00003600269,6
ENSE00001666640,6
ENSE00000877539,6
ENSE00001534097,6
ENSE00003610467,6
ENSE00003494075,6
ENSE00001315162,6
ENSE00003664033,6
ENSE00001206917,6
ENSE00000769656,6
ENSE00003584749,6
ENSE00003528365,6
ENSE00003576539,6
ENSE00002162819,6
ENSE00003485682,6
ENSE00002128134,6
ENSE00001035866,6
ENSE00001163755,6
ENSE00003609476,6
ENSE00000759368,6
ENSE00002502386,6
ENSE00001341337,6
ENSE00002233840,6
ENSE00003602593,6
ENSE00002158334,6
ENSE00001802142,6
ENSE00003548977,6
ENSE00003533504,6
ENSE00000999696,6
ENSE00003581491,6
ENSE00002500554,6
ENSE00001307142,6
ENSE00000666058,6
ENSE00002522248,6
ENSE00001312401,6
ENSE00003596256,6
ENSE00001262004,6
ENSE00003513680,6
ENSE00003519766,6
ENSE00003653406,6
ENSE00002206271,6
ENSE00001749065,6
ENSE00000926471,6
ENSE00003750162,6
ENSE00003511207,6
ENSE00002316460,6
ENSE00000838126,6
ENSE00000740388,6
ENSE00002299731,6
ENSE00000662209,6
ENSE00003593998,6
ENSE00001237286,6
ENSE00001317255,6
ENSE00003791413,6
ENSE00000833438,6
ENSE00001726169,6
ENSE00003540344,6
ENSE00003631658,6
ENSE00001220883,6
ENSE00003656208,6
ENSE00003467513,6
ENSE00001252194,6
ENSE00003631286,6
