	Counts
ENSE00003551288	20
ENSE00003537554	20
ENSE00001257178	20
ENSE00003835101	20
ENSE00003648964	20
ENSE00003620477	20
ENSE00001654634	20
ENSE00001656124	20
ENSE00003572238	20
ENSE00001223369	20
ENSE00003613395	20
ENSE00003500387	20
ENSE00003467702	20
ENSE00001594276	20
ENSE00001767125	20
ENSE00003615681	20
ENSE00001612013	20
ENSE00001710025	20
ENSE00003797930	20
ENSE00003624023	20
ENSE00003565077	20
ENSE00001038913	20
ENSE00003661936	20
ENSE00003520417	20
ENSE00003686418	20
ENSE00003644975	20
ENSE00001697515	20
ENSE00001739809	20
ENSE00003588206	20
ENSE00003621574	20
ENSE00000730164	20
ENSE00001717319	20
ENSE00003563622	20
ENSE00001132918	20
ENSE00003481136	20
ENSE00003598470	20
ENSE00003756485	20
ENSE00000784524	20
ENSE00003559977	20
ENSE00003486403	20
ENSE00003465153	20
ENSE00000999053	20
ENSE00001748294	20
ENSE00001673560	20
ENSE00003560904	20
ENSE00001628822	20
ENSE00003596694	20
ENSE00003574144	20
ENSE00001635133	20
ENSE00003587012	20
ENSE00002555892	20
ENSE00003651969	20
ENSE00003565838	20
ENSE00003471374	20
ENSE00003586751	20
ENSE00002441772	20
ENSE00003594475	20
ENSE00003653764	20
ENSE00001411604	20
ENSE00003504295	20
ENSE00003476207	20
ENSE00003514646	20
ENSE00001344126	20
ENSE00003627786	20
ENSE00000661556	20
ENSE00003707824	20
ENSE00003554697	20
ENSE00003583070	20
ENSE00003716052	20
ENSE00001419482	20
ENSE00000827792	20
ENSE00003650772	20
ENSE00003564770	20
ENSE00003669665	20
ENSE00003475326	20
ENSE00003744236	20
ENSE00003643046	20
ENSE00002617526	20
ENSE00003546708	20
ENSE00000877607	20
ENSE00003547206	20
ENSE00003828499	20
ENSE00003527529	20
ENSE00003486524	20
ENSE00003535196	20
ENSE00003483114	20
ENSE00000848161	20
ENSE00003563978	20
ENSE00003576709	20
ENSE00003537370	20
ENSE00003688717	20
ENSE00003533888	20
ENSE00002163893	20
ENSE00003473869	20
ENSE00003615216	20
ENSE00003474429	20
ENSE00000787286	20
ENSE00003511856	20
ENSE00003474035	20
ENSE00001107512	20
ENSE00003687337	20
ENSE00001267446	20
ENSE00001059502	20
ENSE00003607332	20
ENSE00003484223	20
ENSE00001088865	20
ENSE00003582595	20
ENSE00003564450	20
ENSE00000676516	20
ENSE00003612925	20
ENSE00003541264	20
ENSE00003550003	20
ENSE00000918721	20
ENSE00001627411	20
ENSE00000987844	20
ENSE00002377293	20
ENSE00003502866	20
ENSE00003523508	20
ENSE00003476484	20
ENSE00001331493	20
ENSE00003670210	20
ENSE00003691051	20
ENSE00003648067	20
ENSE00001086104	20
ENSE00003711114	20
ENSE00003679732	20
ENSE00003733660	20
ENSE00003651749	20
ENSE00003674928	20
ENSE00003571775	20
ENSE00003642477	20
ENSE00003576959	20
ENSE00003540092	20
ENSE00003630278	20
ENSE00003652000	20
ENSE00000902554	20
ENSE00003520854	20
ENSE00003467335	20
ENSE00003620133	20
ENSE00000684877	20
ENSE00001127672	20
ENSE00000654099	20
ENSE00003499314	20
ENSE00003626818	20
ENSE00000712381	20
ENSE00000843335	20
ENSE00003610636	20
ENSE00001004749	20
ENSE00003480508	20
ENSE00003494022	20
ENSE00001772577	20
ENSE00002440164	20
ENSE00000904408	20
ENSE00003475765	20
ENSE00000758086	20
ENSE00003729632	20
ENSE00003611339	20
ENSE00003628399	20
ENSE00003642128	20
ENSE00001463887	20
ENSE00000860124	20
ENSE00003784899	20
ENSE00001239711	20
ENSE00001176012	20
ENSE00003543159	20
ENSE00000909243	20
ENSE00001183208	20
ENSE00003623342	20
ENSE00003560492	20
ENSE00001328681	20
ENSE00003613907	20
ENSE00002513550	20
ENSE00003653728	20
ENSE00001521833	20
ENSE00003636788	20
ENSE00003558876	20
ENSE00003460586	20
ENSE00003607253	20
ENSE00000926194	20
ENSE00001083209	20
ENSE00003610644	20
ENSE00003782720	20
ENSE00003515856	20
ENSE00003569984	20
ENSE00003666567	20
ENSE00001924226	20
ENSE00003583650	20
ENSE00003683156	20
ENSE00003557771	20
ENSE00000964199	20
ENSE00003415418	20
ENSE00003506730	20
ENSE00000951901	20
ENSE00001369993	20
ENSE00000909939	20
ENSE00003723467	20
ENSE00001260588	20
ENSE00001736392	20
ENSE00003618582	20
ENSE00003571988	20
ENSE00003623901	20
ENSE00003835808	20
ENSE00003623033	20
ENSE00003540669	20
ENSE00003540479	20
ENSE00003687137	20
ENSE00003676109	20
ENSE00001706608	20
ENSE00001604875	20
ENSE00000931373	20
ENSE00003713472	20
ENSE00001327894	20
ENSE00003681302	20
ENSE00003647415	20
ENSE00003598201	20
ENSE00003614293	20
ENSE00003619864	20
ENSE00003833526	20
ENSE00003566381	20
ENSE00003630517	20
ENSE00003618965	20
ENSE00001594137	20
ENSE00003467794	20
ENSE00000756196	20
ENSE00003585929	20
ENSE00003606269	20
ENSE00003695605	20
ENSE00003508068	20
ENSE00001726739	20
ENSE00003561310	20
ENSE00003609572	20
ENSE00000712804	20
ENSE00000945216	19
ENSE00003621194	19
ENSE00003619015	19
ENSE00003503403	19
ENSE00003663186	19
ENSE00003621983	19
ENSE00003565085	19
ENSE00000988324	19
ENSE00003508526	19
ENSE00001048528	19
ENSE00003481303	19
ENSE00003689843	19
ENSE00003550503	19
ENSE00003497532	19
ENSE00003602681	19
ENSE00003681554	19
ENSE00003628612	19
ENSE00003559652	19
ENSE00000988839	19
ENSE00001606042	19
ENSE00003549237	19
ENSE00001316315	19
ENSE00003587713	19
ENSE00001708554	19
ENSE00000854747	19
ENSE00003531000	19
ENSE00003491297	19
ENSE00003748106	19
ENSE00003535354	19
ENSE00001821764	19
ENSE00003784428	19
ENSE00003751153	19
ENSE00001098931	19
ENSE00003679046	19
ENSE00003536251	19
ENSE00003567868	19
ENSE00001088327	19
ENSE00000995804	19
ENSE00001633322	19
ENSE00003514730	19
ENSE00001098004	19
ENSE00003629114	19
ENSE00001652755	19
ENSE00003442982	19
ENSE00003731226	19
ENSE00003810155	19
ENSE00003658529	19
ENSE00002595653	19
ENSE00003514217	19
ENSE00003495986	19
ENSE00003641148	19
ENSE00000919471	19
ENSE00003573337	19
ENSE00001620497	19
ENSE00000688560	19
ENSE00003529693	19
ENSE00002432940	19
ENSE00003225014	19
ENSE00003498087	19
ENSE00003652473	19
ENSE00003659646	19
ENSE00001896846	19
ENSE00003503514	19
ENSE00002187946	19
ENSE00003576456	19
ENSE00003567895	19
ENSE00003634092	19
ENSE00003478585	19
ENSE00003704412	19
ENSE00003835671	19
ENSE00000662333	19
ENSE00003641663	19
ENSE00001152517	19
ENSE00003653342	19
ENSE00003557888	19
ENSE00003524458	19
ENSE00000975846	19
ENSE00001825495	19
ENSE00003565346	19
ENSE00003476877	19
ENSE00003500182	19
ENSE00003707552	19
ENSE00001141027	19
ENSE00001158260	19
ENSE00002991901	19
ENSE00003503351	19
ENSE00003492171	19
ENSE00001901784	19
ENSE00003499844	19
ENSE00000449898	19
ENSE00001131455	19
ENSE00001753231	19
ENSE00003639679	19
ENSE00001822701	19
ENSE00003605274	19
ENSE00003786053	19
ENSE00001285569	19
ENSE00003618210	19
ENSE00001482274	19
ENSE00003675679	19
ENSE00003052431	19
ENSE00003629846	19
ENSE00003586930	19
ENSE00001217522	19
ENSE00003790687	19
ENSE00000407164	19
ENSE00001786866	19
ENSE00001095353	19
ENSE00003619018	19
ENSE00003489088	19
ENSE00003792444	19
ENSE00003601003	19
ENSE00003639117	19
ENSE00003645824	19
ENSE00003594870	19
ENSE00003557032	19
ENSE00003649988	19
ENSE00000665567	19
ENSE00002508139	19
ENSE00003475556	19
ENSE00001451564	19
ENSE00003675237	19
ENSE00003525368	19
ENSE00002390524	19
ENSE00003592808	19
ENSE00003724421	19
ENSE00003802804	19
ENSE00003467252	19
ENSE00003689792	19
ENSE00002633235	19
ENSE00003679358	19
ENSE00003622483	19
ENSE00001210044	19
ENSE00001927496	19
ENSE00002484050	19
ENSE00000876130	19
ENSE00003506668	19
ENSE00001706527	19
ENSE00002595159	19
ENSE00003684282	19
ENSE00001896127	19
ENSE00003498438	19
ENSE00003659372	19
ENSE00003531822	19
ENSE00000988322	19
ENSE00001073638	19
ENSE00001389851	19
ENSE00000964143	19
ENSE00000719422	19
ENSE00003666079	19
ENSE00003732583	19
ENSE00003784871	19
ENSE00003548378	19
ENSE00003575821	19
ENSE00003629268	19
ENSE00003485285	19
ENSE00003612383	19
ENSE00001642987	19
ENSE00003469928	19
ENSE00000975848	19
ENSE00003669808	19
ENSE00003544458	19
ENSE00003590737	19
ENSE00001085747	19
ENSE00003485364	19
ENSE00003464100	19
ENSE00000655554	19
ENSE00003465783	19
ENSE00003643237	19
ENSE00003570130	19
ENSE00003629629	19
ENSE00003689781	19
ENSE00003725438	19
ENSE00003482300	19
ENSE00003492428	19
ENSE00003651462	19
ENSE00003589601	19
ENSE00003670933	19
ENSE00000805782	19
ENSE00003608665	19
ENSE00003540161	19
ENSE00003706111	19
ENSE00003656637	19
ENSE00003668353	19
ENSE00003644127	19
ENSE00003674738	19
ENSE00003668918	19
ENSE00001646492	19
ENSE00003623500	19
ENSE00003521268	19
ENSE00003658550	19
ENSE00003508105	19
ENSE00003685980	19
ENSE00003785029	19
ENSE00003680096	19
ENSE00003510560	19
ENSE00003460177	19
ENSE00000809957	19
ENSE00003592028	19
ENSE00003571679	19
ENSE00003591552	19
ENSE00000943547	19
ENSE00003596915	19
ENSE00001699401	19
ENSE00001479731	19
ENSE00000972460	19
ENSE00003651907	19
ENSE00003636645	19
ENSE00003572039	19
ENSE00003577151	19
ENSE00003595461	19
ENSE00003527327	19
ENSE00003795613	19
ENSE00001139601	19
ENSE00003463105	19
ENSE00003490185	19
ENSE00003689102	19
ENSE00002040027	19
ENSE00003590938	19
ENSE00001350232	19
ENSE00001400407	19
ENSE00003632893	19
ENSE00003639504	19
ENSE00003469153	19
ENSE00003577891	19
ENSE00001061881	19
ENSE00003626667	19
ENSE00003494112	19
ENSE00003667550	19
ENSE00003724072	19
ENSE00003460230	19
ENSE00003672207	19
ENSE00003633422	19
ENSE00003461070	19
ENSE00000966897	19
ENSE00003462844	19
ENSE00003514209	19
ENSE00003513444	19
ENSE00003639255	19
ENSE00003488046	19
ENSE00003645163	19
ENSE00001083680	19
ENSE00003623299	19
ENSE00000804175	19
ENSE00003582483	19
ENSE00003500444	19
ENSE00001157443	19
ENSE00003627840	19
ENSE00002590102	19
ENSE00003605596	19
ENSE00000743841	19
ENSE00001643525	19
ENSE00003603505	19
ENSE00003527904	19
ENSE00003706614	19
ENSE00003555874	19
ENSE00003581797	19
ENSE00001428390	19
ENSE00003532568	19
ENSE00003526728	19
ENSE00003527433	19
ENSE00001854376	19
ENSE00003649068	19
ENSE00000964390	19
ENSE00003509585	19
ENSE00002025185	19
ENSE00003515181	19
ENSE00003533140	19
ENSE00000661097	19
ENSE00003491959	19
ENSE00003556465	19
ENSE00002493112	19
ENSE00003563417	19
ENSE00003693523	19
ENSE00003532866	19
ENSE00003675716	19
ENSE00003609915	19
ENSE00003619848	19
ENSE00000867319	19
ENSE00003585360	19
ENSE00003499827	19
ENSE00003663414	19
ENSE00003618215	19
ENSE00003593178	19
ENSE00003722622	19
ENSE00003528552	19
ENSE00003578529	19
ENSE00001928567	19
ENSE00003569361	19
ENSE00000975842	19
ENSE00003839170	19
ENSE00003677024	19
ENSE00001149707	19
ENSE00003512900	19
ENSE00001297593	19
ENSE00003490418	19
ENSE00003559430	19
ENSE00003696856	19
ENSE00003611563	19
ENSE00003675685	19
ENSE00000912997	19
ENSE00003787736	19
ENSE00003504376	19
ENSE00003657350	19
ENSE00003503690	19
ENSE00003574261	19
ENSE00003689219	19
ENSE00001056600	19
ENSE00003498730	19
ENSE00000685077	19
ENSE00003547902	19
ENSE00003654591	19
ENSE00003549149	19
ENSE00003653724	19
ENSE00003629122	19
ENSE00001215645	19
ENSE00003639107	19
ENSE00001261983	19
ENSE00003666967	19
ENSE00003505684	19
ENSE00003617188	19
ENSE00000987300	19
ENSE00001269218	19
ENSE00003635221	19
ENSE00003556279	19
ENSE00003605879	19
ENSE00000955893	19
ENSE00003645813	19
ENSE00003688608	19
ENSE00000903868	19
ENSE00000785633	19
ENSE00003647341	19
ENSE00003509721	19
ENSE00003599679	19
ENSE00000730163	19
ENSE00000717170	19
ENSE00000772064	19
ENSE00003546516	19
ENSE00003617882	19
ENSE00001158247	19
ENSE00003683208	19
ENSE00002506923	19
ENSE00001380537	19
ENSE00003561211	19
ENSE00003468527	19
ENSE00001693321	19
ENSE00003492578	19
ENSE00000722630	19
ENSE00003458728	19
ENSE00003609169	19
ENSE00003715070	19
ENSE00003692433	19
ENSE00003591298	19
ENSE00003488820	19
ENSE00001587821	19
ENSE00003642360	19
ENSE00003821956	19
ENSE00003678298	19
ENSE00003590987	19
ENSE00000786368	19
ENSE00001787243	19
ENSE00001175917	19
ENSE00001318656	19
ENSE00003641500	19
ENSE00003549227	19
ENSE00003533598	19
ENSE00003655936	19
ENSE00003564836	19
ENSE00003650091	19
ENSE00003784111	19
ENSE00003585823	19
ENSE00000747349	19
ENSE00003470673	19
ENSE00003538110	19
ENSE00000693634	19
ENSE00003472202	19
ENSE00002108031	19
ENSE00003478364	19
ENSE00000983682	19
ENSE00003566844	19
ENSE00001266800	19
ENSE00003643337	19
ENSE00003626316	19
ENSE00003648562	19
ENSE00001358765	19
ENSE00003545658	19
ENSE00003533357	19
ENSE00003587826	19
ENSE00003494426	19
ENSE00001054416	19
ENSE00003606798	19
ENSE00003566294	19
ENSE00003534044	18
ENSE00003699653	18
ENSE00003790048	18
ENSE00001302737	18
ENSE00003499148	18
ENSE00001685418	18
ENSE00002177781	18
ENSE00003673360	18
ENSE00003568623	18
ENSE00001128404	18
ENSE00000805790	18
ENSE00003517271	18
ENSE00003596738	18
ENSE00003575200	18
ENSE00003514586	18
ENSE00003462762	18
ENSE00003603844	18
ENSE00003660760	18
ENSE00003480976	18
ENSE00003648143	18
ENSE00003575356	18
ENSE00003612181	18
ENSE00003583676	18
ENSE00003681985	18
ENSE00003549206	18
ENSE00001091770	18
ENSE00003605315	18
ENSE00003651838	18
ENSE00003598973	18
ENSE00003832861	18
ENSE00001170903	18
ENSE00003653200	18
ENSE00003595039	18
ENSE00003636713	18
ENSE00000975844	18
ENSE00003807772	18
ENSE00001670142	18
ENSE00000943121	18
ENSE00001720357	18
ENSE00003769847	18
ENSE00003603561	18
ENSE00002174681	18
ENSE00003511684	18
ENSE00001874465	18
ENSE00003606969	18
ENSE00003555272	18
ENSE00001249678	18
ENSE00002303913	18
ENSE00000656827	18
ENSE00003483373	18
ENSE00003759855	18
ENSE00003499126	18
ENSE00003783963	18
ENSE00003590308	18
ENSE00003661793	18
ENSE00003660728	18
ENSE00000689926	18
ENSE00003520867	18
ENSE00003699082	18
ENSE00003475277	18
ENSE00001691754	18
ENSE00000777651	18
ENSE00003674399	18
ENSE00003527336	18
ENSE00003640781	18
ENSE00000611294	18
ENSE00003595288	18
ENSE00003641587	18
ENSE00003599344	18
ENSE00000880477	18
ENSE00001974199	18
ENSE00003701019	18
ENSE00003634017	18
ENSE00002539439	18
ENSE00001749166	18
ENSE00003544184	18
ENSE00003524810	18
ENSE00001255259	18
ENSE00003577983	18
ENSE00000929510	18
ENSE00003535583	18
ENSE00003518188	18
ENSE00003627591	18
ENSE00003682479	18
ENSE00003560445	18
ENSE00003580853	18
ENSE00003572671	18
ENSE00003468159	18
ENSE00003791322	18
ENSE00003480659	18
ENSE00001131437	18
ENSE00000560800	18
ENSE00003561942	18
ENSE00000877605	18
ENSE00003543667	18
ENSE00001192652	18
ENSE00003558187	18
ENSE00003505608	18
ENSE00003518192	18
ENSE00003711587	18
ENSE00003478981	18
ENSE00003463428	18
ENSE00003482273	18
ENSE00003836375	18
ENSE00003655852	18
ENSE00003511087	18
ENSE00003531501	18
ENSE00003583311	18
ENSE00003471631	18
ENSE00000662796	18
ENSE00003520640	18
ENSE00003679318	18
ENSE00003600378	18
ENSE00003788993	18
ENSE00001265639	18
ENSE00003641658	18
ENSE00001619510	18
ENSE00003538474	18
ENSE00001367141	18
ENSE00001110736	18
ENSE00000858786	18
ENSE00003786204	18
ENSE00003489134	18
ENSE00003605842	18
ENSE00003479203	18
ENSE00001488836	18
ENSE00003588870	18
ENSE00003635188	18
ENSE00001742943	18
ENSE00003603241	18
ENSE00003605061	18
ENSE00003614467	18
ENSE00003553102	18
ENSE00003605470	18
ENSE00003534519	18
ENSE00003583683	18
ENSE00000920789	18
ENSE00001040492	18
ENSE00003523616	18
ENSE00003565589	18
ENSE00003688887	18
ENSE00003539763	18
ENSE00003724816	18
ENSE00003790940	18
ENSE00001066932	18
ENSE00003554617	18
ENSE00003565229	18
ENSE00003524240	18
ENSE00003679124	18
ENSE00003605493	18
ENSE00003612549	18
ENSE00003483894	18
ENSE00003690538	18
ENSE00001461826	18
ENSE00003569883	18
ENSE00003777583	18
ENSE00001727162	18
ENSE00000831523	18
ENSE00001369757	18
ENSE00003681649	18
ENSE00000796412	18
ENSE00001862714	18
ENSE00003541662	18
ENSE00003486068	18
ENSE00003805949	18
ENSE00003569823	18
ENSE00001064520	18
ENSE00003544532	18
ENSE00003491771	18
ENSE00003667855	18
ENSE00003472932	18
ENSE00000982547	18
ENSE00003612074	18
ENSE00000688397	18
ENSE00003564019	18
ENSE00003656199	18
ENSE00001012611	18
ENSE00003635266	18
ENSE00003573079	18
ENSE00003655480	18
ENSE00003615790	18
ENSE00001188404	18
ENSE00003488979	18
ENSE00001112935	18
ENSE00003790022	18
ENSE00003534547	18
ENSE00003729471	18
ENSE00000475284	18
ENSE00001609010	18
ENSE00003643320	18
ENSE00003541456	18
ENSE00003466227	18
ENSE00001305175	18
ENSE00003543997	18
ENSE00003529497	18
ENSE00001378492	18
ENSE00000961122	18
ENSE00001720973	18
ENSE00003463814	18
ENSE00001173781	18
ENSE00002345081	18
ENSE00003483051	18
ENSE00003490839	18
ENSE00001781243	18
ENSE00003511521	18
ENSE00003571361	18
ENSE00003636263	18
ENSE00003397141	18
ENSE00003463952	18
ENSE00003599877	18
ENSE00003568005	18
ENSE00003508408	18
ENSE00002547773	18
ENSE00003496657	18
ENSE00003838541	18
ENSE00001518669	18
ENSE00003690046	18
ENSE00000705828	18
ENSE00003461999	18
ENSE00003607279	18
ENSE00003534170	18
ENSE00003467502	18
ENSE00001142809	18
ENSE00001765221	18
ENSE00003536161	18
ENSE00003598635	18
ENSE00003640499	18
ENSE00000998863	18
ENSE00003497782	18
ENSE00002649106	18
ENSE00003521248	18
ENSE00003554494	18
ENSE00001184593	18
ENSE00002252189	18
ENSE00001132909	18
ENSE00001712868	18
ENSE00003533142	18
ENSE00000986298	18
ENSE00003518597	18
ENSE00003523074	18
ENSE00001678534	18
ENSE00003543619	18
ENSE00003656532	18
ENSE00003679470	18
ENSE00003618454	18
ENSE00003520007	18
ENSE00003535219	18
ENSE00003583842	18
ENSE00003554783	18
ENSE00001251846	18
ENSE00003530236	18
ENSE00000766231	18
ENSE00003477766	18
ENSE00003670681	18
ENSE00003758477	18
ENSE00003592085	18
ENSE00003492206	18
ENSE00001476547	18
ENSE00003538156	18
ENSE00000913877	18
ENSE00003544728	18
ENSE00003555476	18
ENSE00003660726	18
ENSE00001097863	18
ENSE00003375746	18
ENSE00003750851	18
ENSE00000963466	18
ENSE00003619724	18
ENSE00003527561	18
ENSE00000688395	18
ENSE00003491878	18
ENSE00003471202	18
ENSE00003559968	18
ENSE00003691960	18
ENSE00003497545	18
ENSE00003503271	18
ENSE00003496468	18
ENSE00001035670	18
ENSE00003692650	18
ENSE00001101274	18
ENSE00003553823	18
ENSE00001272517	18
ENSE00003585850	18
ENSE00003629548	18
ENSE00000748072	18
ENSE00003541059	18
ENSE00001686820	18
ENSE00003618754	18
ENSE00003548926	18
ENSE00000767109	18
ENSE00003470543	18
ENSE00001181524	18
ENSE00001166243	18
ENSE00003473363	18
ENSE00001162677	18
ENSE00000873908	18
ENSE00003590175	18
ENSE00002247311	18
ENSE00003687310	18
ENSE00003565762	18
ENSE00003692298	18
ENSE00003613802	18
ENSE00003574550	18
ENSE00000700940	18
ENSE00003460089	18
ENSE00003461118	18
ENSE00001507082	18
ENSE00003542934	18
ENSE00003668137	18
ENSE00002235267	18
ENSE00000964082	18
ENSE00001325971	18
ENSE00003465195	18
ENSE00003569665	18
ENSE00003483889	18
ENSE00001015626	18
ENSE00003575111	18
ENSE00003575397	18
ENSE00003629002	18
ENSE00003620958	18
ENSE00003543067	18
ENSE00000931268	18
ENSE00001345095	18
ENSE00003611049	18
ENSE00001680478	18
ENSE00003651263	18
ENSE00003621689	18
ENSE00000848162	18
ENSE00003575999	18
ENSE00001653482	18
ENSE00001341191	18
ENSE00001774573	18
ENSE00003566599	18
ENSE00003641109	18
ENSE00003682946	18
ENSE00002505347	18
ENSE00001663840	18
ENSE00001027382	18
ENSE00003642224	18
ENSE00000726015	18
ENSE00001727319	18
ENSE00002708463	18
ENSE00003593706	18
ENSE00003547695	18
ENSE00002585335	18
ENSE00003578575	18
ENSE00001131465	18
ENSE00000653856	18
ENSE00003601820	18
ENSE00003504891	18
ENSE00003642615	18
ENSE00001091804	18
ENSE00003596840	18
ENSE00001241438	18
ENSE00003656497	18
ENSE00003655739	18
ENSE00003595795	18
ENSE00001742950	18
ENSE00003661341	18
ENSE00003605546	18
ENSE00003788127	18
ENSE00003593797	18
ENSE00003664430	18
ENSE00003588624	18
ENSE00003465268	18
ENSE00003677929	18
ENSE00003621632	18
ENSE00001625338	18
ENSE00003570182	18
ENSE00003490517	18
ENSE00001041330	18
ENSE00001730672	18
ENSE00003506483	18
ENSE00003622960	18
ENSE00002143812	18
ENSE00003663829	18
ENSE00003691423	18
ENSE00000909625	18
ENSE00003549380	18
ENSE00000937510	18
ENSE00003786067	18
ENSE00003553767	18
ENSE00003559812	18
ENSE00001550803	18
ENSE00001152542	18
ENSE00003590267	18
ENSE00003613009	18
ENSE00003555901	18
ENSE00001056469	18
ENSE00003784020	18
ENSE00003678024	18
ENSE00003484090	18
ENSE00000975582	18
ENSE00000711996	18
ENSE00003651350	18
ENSE00003613135	18
ENSE00003523784	18
ENSE00003610403	18
ENSE00003559509	18
ENSE00003559718	18
ENSE00003593777	18
ENSE00003796166	18
ENSE00003564145	18
ENSE00001463967	18
ENSE00003633866	18
ENSE00003614648	18
ENSE00003662169	18
ENSE00003473348	18
ENSE00003532579	18
ENSE00000990808	18
ENSE00003698564	18
ENSE00003460995	18
ENSE00000565008	18
ENSE00003473152	18
ENSE00003728588	18
ENSE00001090744	18
ENSE00001378660	18
ENSE00000990806	18
ENSE00003646972	18
ENSE00003627256	18
ENSE00003548782	18
ENSE00003490462	18
ENSE00003606220	18
ENSE00003538805	18
ENSE00003557711	18
ENSE00003621134	18
ENSE00003582606	18
ENSE00003552181	18
ENSE00003536785	18
ENSE00003586390	18
ENSE00003811329	18
ENSE00003615518	18
ENSE00001093547	18
ENSE00001163823	18
ENSE00001947663	18
ENSE00001362516	18
ENSE00003512739	18
ENSE00001234429	18
ENSE00001642286	18
ENSE00003796723	18
ENSE00001285343	18
ENSE00001243809	18
ENSE00003580152	18
ENSE00003565642	18
ENSE00003499638	18
ENSE00003641678	18
ENSE00003816462	18
ENSE00003673084	18
ENSE00003807590	18
ENSE00000809494	18
ENSE00000979788	18
ENSE00002160687	18
ENSE00003506130	18
ENSE00003462978	18
ENSE00003691177	18
ENSE00001622171	18
ENSE00003744504	18
ENSE00000689928	18
ENSE00003602143	18
ENSE00001758410	18
ENSE00000859325	18
ENSE00003665141	18
ENSE00003594624	18
ENSE00000899265	18
ENSE00003480406	18
ENSE00003527949	18
ENSE00003553664	18
ENSE00003639294	18
ENSE00003509705	18
ENSE00003559126	18
ENSE00003595349	18
ENSE00000901173	18
ENSE00003789299	18
ENSE00003807428	18
ENSE00002215399	18
ENSE00001547898	18
ENSE00003575733	18
ENSE00001079185	18
ENSE00003632464	18
ENSE00003548013	18
ENSE00003626683	18
ENSE00003659985	18
ENSE00003617136	18
ENSE00001482277	18
ENSE00003487287	18
ENSE00003693680	18
ENSE00000719698	18
ENSE00003554467	18
ENSE00003807640	18
ENSE00003794172	18
ENSE00003664130	18
ENSE00003588565	18
ENSE00000911421	18
ENSE00003693710	18
ENSE00003479473	18
ENSE00000786331	18
ENSE00001626119	18
ENSE00003470896	18
ENSE00003607602	18
ENSE00003481928	18
ENSE00003600837	18
ENSE00003556004	18
ENSE00003579906	18
ENSE00003627277	18
ENSE00003784437	18
ENSE00003625616	18
ENSE00000859249	18
ENSE00003502147	18
ENSE00000719753	18
ENSE00003694491	18
ENSE00003741002	18
ENSE00003648361	18
ENSE00003658496	18
ENSE00003565375	18
ENSE00003619263	18
ENSE00003503305	18
ENSE00003499231	18
ENSE00001694607	18
ENSE00003511645	18
ENSE00003670082	18
ENSE00002481546	18
ENSE00003621719	18
ENSE00001080022	18
ENSE00001123725	18
ENSE00003630321	18
ENSE00003473269	18
ENSE00003503613	18
ENSE00000757618	18
ENSE00003475022	18
ENSE00003506515	18
ENSE00003643656	18
ENSE00003596668	18
ENSE00003483443	18
ENSE00003683966	18
ENSE00003637429	18
ENSE00003517376	18
ENSE00001762844	18
ENSE00003589896	18
ENSE00003659296	18
ENSE00003591740	18
ENSE00003201160	18
ENSE00002526169	18
ENSE00003513922	18
ENSE00001692458	18
ENSE00000879357	18
ENSE00003501813	18
ENSE00003477257	18
ENSE00003474104	18
ENSE00001155552	18
ENSE00003697565	18
ENSE00003669358	18
ENSE00003508490	18
ENSE00003484235	18
ENSE00003508071	18
ENSE00003458915	18
ENSE00000734532	18
ENSE00002843250	18
ENSE00000818037	18
ENSE00003634252	18
ENSE00000969955	18
ENSE00001156480	18
ENSE00003488814	18
ENSE00003596368	18
ENSE00003540977	18
ENSE00003552972	18
ENSE00003648812	18
ENSE00003487174	18
ENSE00000921377	18
ENSE00003683525	18
ENSE00001767043	18
ENSE00003592081	18
ENSE00003463278	18
ENSE00003680523	18
ENSE00001707068	18
ENSE00003694541	18
ENSE00003501845	18
ENSE00003466144	18
ENSE00003292584	18
ENSE00003479354	18
ENSE00003463751	18
ENSE00003518787	18
ENSE00003531198	18
ENSE00000720697	18
ENSE00003561472	18
ENSE00001744569	18
ENSE00001164542	18
ENSE00003611198	18
ENSE00003755868	18
ENSE00000943888	18
ENSE00003617888	18
ENSE00003463493	18
ENSE00003677555	18
ENSE00003458349	18
ENSE00001116060	18
ENSE00003784684	18
ENSE00000821058	18
ENSE00001366972	18
ENSE00003460996	18
ENSE00003469278	18
ENSE00000972461	18
ENSE00001705636	18
ENSE00000715265	18
ENSE00001255297	18
ENSE00001750273	18
ENSE00001641424	18
ENSE00003629180	18
ENSE00003484286	18
ENSE00002330416	18
ENSE00001759576	18
ENSE00003641832	18
ENSE00001153778	18
ENSE00001156235	18
ENSE00003497403	18
ENSE00003530001	18
ENSE00003576641	18
ENSE00001140239	18
ENSE00003465926	18
ENSE00000810846	18
ENSE00003513899	18
ENSE00000811863	18
ENSE00002524468	18
ENSE00003501589	18
ENSE00003685597	18
ENSE00003652810	18
ENSE00003601384	18
ENSE00001744465	18
ENSE00003633255	18
ENSE00001784942	18
ENSE00003554797	18
ENSE00000691370	18
ENSE00000354075	18
ENSE00003577529	18
ENSE00003552282	18
ENSE00003532233	18
ENSE00001796030	18
ENSE00000931343	18
ENSE00000861647	18
ENSE00003554401	18
ENSE00003617145	18
ENSE00001126418	18
ENSE00003613069	18
ENSE00000661842	18
ENSE00003530701	18
ENSE00000706480	18
ENSE00000735396	18
ENSE00003619416	18
ENSE00003561536	18
ENSE00003599036	18
