	Counts
ENSE00003532988	1
ENSE00003539501	1
ENSE00003552343	1
ENSE00001087190	1
ENSE00001311178	1
ENSE00003576946	1
ENSE00003520671	1
ENSE00003721035	1
ENSE00003609164	1
ENSE00003481798	1
ENSE00003741670	1
ENSE00003535392	1
ENSE00000659891	1
ENSE00001039421	1
ENSE00003587998	1
ENSE00003569165	1
ENSE00003758637	1
ENSE00001223646	1
ENSE00003563894	1
ENSE00002596427	1
ENSE00001331036	1
ENSE00003687388	1
ENSE00003653518	1
ENSE00003611788	1
ENSE00003605884	1
ENSE00003573195	1
ENSE00003684772	1
ENSE00003581466	1
ENSE00003687028	1
ENSE00003676074	1
ENSE00003639139	1
ENSE00003471373	1
ENSE00003580437	1
ENSE00002669917	1
ENSE00003598352	1
ENSE00000976039	1
ENSE00003499664	1
ENSE00003521314	1
ENSE00003650463	1
ENSE00000896281	1
ENSE00003510971	1
ENSE00001830127	1
ENSE00001843904	1
ENSE00002128310	1
ENSE00003613906	1
ENSE00003825651	1
ENSE00003600254	1
ENSE00001885091	1
ENSE00001855835	1
ENSE00003587919	1
ENSE00003533274	1
ENSE00003639158	1
ENSE00003488752	1
ENSE00003548253	1
ENSE00003598663	1
ENSE00003559359	1
ENSE00003514005	1
ENSE00002484905	1
ENSE00003553809	1
ENSE00003492153	1
ENSE00000963287	1
ENSE00003499063	1
ENSE00002320684	1
ENSE00003507940	1
ENSE00003657624	1
ENSE00001724650	1
ENSE00003579487	1
ENSE00003639052	1
ENSE00001702565	1
ENSE00003526836	1
ENSE00001599250	1
ENSE00000830160	1
ENSE00002723280	1
ENSE00003616910	1
ENSE00003522415	1
ENSE00003592470	1
ENSE00000652708	1
ENSE00003666269	1
ENSE00003469383	1
ENSE00000823252	1
ENSE00003490700	1
ENSE00003814163	1
ENSE00003550531	1
ENSE00003489389	1
ENSE00003603171	1
ENSE00003616006	1
ENSE00001924228	1
ENSE00001139031	1
ENSE00003548715	1
ENSE00001699555	1
ENSE00003628437	1
ENSE00002716300	1
ENSE00001427060	1
ENSE00003700168	1
ENSE00003612145	1
ENSE00003668722	1
ENSE00003627683	1
ENSE00001551428	1
ENSE00001674345	1
ENSE00003624398	1
ENSE00001773835	1
ENSE00003465272	1
ENSE00003473617	1
ENSE00003495245	1
ENSE00003557020	1
ENSE00003602785	1
ENSE00003671948	1
ENSE00003827604	1
ENSE00002155992	1
ENSE00003603927	1
ENSE00003696132	1
ENSE00003566685	1
ENSE00003700427	1
ENSE00000905044	1
ENSE00002022889	1
ENSE00001078605	1
ENSE00002179540	1
ENSE00002308044	1
ENSE00002447571	1
ENSE00002150845	1
ENSE00003637318	1
ENSE00002789201	1
ENSE00000862519	1
ENSE00003520171	1
ENSE00002109137	1
ENSE00003521426	1
ENSE00001854427	1
ENSE00003137337	1
ENSE00001020326	1
ENSE00001749122	1
ENSE00003597601	1
ENSE00003613382	1
ENSE00001798574	1
ENSE00003531581	1
ENSE00000754512	1
ENSE00003491277	1
ENSE00003658692	1
ENSE00000701079	1
ENSE00002020774	1
ENSE00001273878	1
ENSE00001832679	1
ENSE00003645829	1
ENSE00003629611	1
ENSE00003470665	1
ENSE00003541145	1
ENSE00002307338	1
ENSE00003484442	1
ENSE00001505724	1
ENSE00003672393	1
ENSE00000759118	1
ENSE00001053582	1
ENSE00000655291	1
ENSE00003677146	1
ENSE00003587517	1
ENSE00001557889	1
ENSE00003819857	1
ENSE00002208341	1
ENSE00003483708	1
ENSE00003597818	1
ENSE00003570788	1
ENSE00003644247	1
ENSE00003526871	1
ENSE00002320755	1
ENSE00003599600	1
ENSE00003726125	1
ENSE00002453036	1
ENSE00001718973	1
ENSE00000727249	1
ENSE00001144115	1
ENSE00003526835	1
ENSE00003686475	1
ENSE00003531940	1
ENSE00001720244	1
ENSE00003468672	1
ENSE00001746438	1
ENSE00001582621	1
ENSE00001619543	1
ENSE00003673562	1
ENSE00003616268	1
ENSE00000679129	1
ENSE00003615888	1
ENSE00000669405	1
ENSE00001865192	1
ENSE00003607285	1
ENSE00003509643	1
ENSE00001695660	1
ENSE00001126597	1
ENSE00003669944	1
ENSE00001272710	1
ENSE00003563127	1
ENSE00003547437	1
ENSE00000661197	1
ENSE00003663548	1
ENSE00003688417	1
ENSE00003631919	1
ENSE00003647006	1
ENSE00003657059	1
ENSE00002295549	1
ENSE00001291635	1
ENSE00000762824	1
ENSE00001390876	1
ENSE00002033097	1
ENSE00003749668	1
ENSE00001895639	1
ENSE00000720954	1
ENSE00003514073	1
ENSE00003646201	1
ENSE00000655283	1
ENSE00002317334	1
ENSE00003573505	1
ENSE00003482139	1
ENSE00000921451	1
ENSE00000832700	1
ENSE00001533480	1
ENSE00003652376	1
ENSE00002146575	1
ENSE00003467937	1
ENSE00003494068	1
ENSE00003529379	1
ENSE00003654903	1
ENSE00003595834	1
ENSE00000965780	1
ENSE00003628349	1
ENSE00003517834	1
ENSE00001021528	1
ENSE00001069547	1
ENSE00003505203	1
ENSE00003473696	1
ENSE00003686679	1
ENSE00001209133	1
ENSE00003458755	1
ENSE00001541834	1
ENSE00003659366	1
ENSE00003547106	1
ENSE00003667756	1
ENSE00003470639	1
ENSE00003485077	1
ENSE00003597683	1
ENSE00003590762	1
ENSE00001366026	1
ENSE00003651510	1
ENSE00003610303	1
ENSE00003821126	1
ENSE00001069978	1
ENSE00003764362	1
ENSE00001789594	1
ENSE00003636098	1
ENSE00001952312	1
ENSE00001797363	1
ENSE00000894243	1
ENSE00000755097	1
ENSE00001205057	1
ENSE00003480122	1
ENSE00002276648	1
ENSE00003672812	1
ENSE00001176521	1
ENSE00003771586	1
ENSE00001954426	1
ENSE00003511603	1
ENSE00003743456	1
ENSE00003627599	1
ENSE00003616044	1
ENSE00002468316	1
ENSE00003531991	1
ENSE00000844709	1
ENSE00003663293	1
ENSE00003615092	1
ENSE00003681337	1
ENSE00003475520	1
ENSE00003482204	1
ENSE00003685750	1
ENSE00003519788	1
ENSE00003504764	1
ENSE00003753275	1
ENSE00001340953	1
ENSE00000956028	1
ENSE00001095448	1
ENSE00003640594	1
ENSE00001249055	1
ENSE00001734774	1
ENSE00003631076	1
ENSE00003549418	1
ENSE00001087189	1
ENSE00003595331	1
ENSE00001882491	1
ENSE00000705239	1
ENSE00000964863	1
ENSE00002559199	1
ENSE00001272869	1
ENSE00001951456	1
ENSE00003716776	1
ENSE00003624207	1
ENSE00001835580	1
ENSE00002174398	1
ENSE00003690860	1
ENSE00003690823	1
ENSE00001387262	1
ENSE00003607940	1
ENSE00000893273	1
ENSE00003716788	1
ENSE00003603018	1
ENSE00002748267	1
ENSE00000679115	1
ENSE00003581093	1
ENSE00003482916	1
ENSE00003481853	1
ENSE00003640094	1
ENSE00003785131	1
ENSE00003684878	1
ENSE00001255547	1
ENSE00003592489	1
ENSE00003518389	1
ENSE00003806914	1
ENSE00003823077	1
ENSE00003463574	1
ENSE00003506829	1
ENSE00003551201	1
ENSE00001558569	1
ENSE00003612418	1
ENSE00003579636	1
ENSE00000776748	1
ENSE00003680827	1
ENSE00003809689	1
ENSE00001648573	1
ENSE00003688356	1
ENSE00003471128	1
ENSE00001054400	1
ENSE00001090241	1
ENSE00003580049	1
ENSE00003573515	1
ENSE00003552167	1
ENSE00003468771	1
ENSE00003552490	1
ENSE00003588081	1
ENSE00003490311	1
ENSE00003503585	1
ENSE00003668278	1
ENSE00003524222	1
ENSE00003838437	1
ENSE00001245442	1
ENSE00003541150	1
ENSE00003807773	1
ENSE00001086411	1
ENSE00003499612	1
ENSE00003820622	1
ENSE00003540741	1
ENSE00000931013	1
ENSE00002062762	1
ENSE00003537125	1
ENSE00001988456	1
ENSE00001176977	1
ENSE00002411173	1
ENSE00003468423	1
ENSE00003637804	1
ENSE00003627425	1
ENSE00003532163	1
ENSE00003481473	1
ENSE00003565852	1
ENSE00003567339	1
ENSE00001783576	1
ENSE00003809492	1
ENSE00003469270	1
ENSE00003684529	1
ENSE00000896283	1
ENSE00003620558	1
ENSE00002606065	1
ENSE00003719947	1
ENSE00003532777	1
ENSE00001825791	1
ENSE00003511638	1
ENSE00003677967	1
ENSE00003662226	1
ENSE00003501724	1
ENSE00003544302	1
ENSE00003474201	1
ENSE00003500118	1
ENSE00003629086	1
ENSE00003835010	1
ENSE00003658668	1
ENSE00003556067	1
ENSE00003548875	1
ENSE00003483755	1
ENSE00003710321	1
ENSE00003513511	1
ENSE00000734299	1
ENSE00002483980	1
ENSE00003544307	1
ENSE00003691620	1
ENSE00003466010	1
ENSE00003789874	1
ENSE00003683318	1
ENSE00003478962	1
ENSE00003538829	1
ENSE00002584661	1
ENSE00002030995	1
ENSE00003505984	1
ENSE00003493835	1
ENSE00001072390	1
ENSE00003626075	1
ENSE00001196538	1
ENSE00003595608	1
ENSE00003521430	1
ENSE00001722264	1
ENSE00003514508	1
ENSE00003638784	1
ENSE00003472301	1
ENSE00003649564	1
ENSE00003505931	1
ENSE00002080653	1
ENSE00001613950	1
ENSE00003687749	1
ENSE00000564434	1
ENSE00003668653	1
ENSE00001695562	1
ENSE00002219221	1
ENSE00003578758	1
ENSE00001454778	1
ENSE00001488294	1
ENSE00003478004	1
ENSE00001760723	1
ENSE00003577121	1
ENSE00003485842	1
ENSE00003640525	1
ENSE00002707468	1
ENSE00003840656	1
ENSE00001708630	1
ENSE00003649820	1
ENSE00002349170	1
ENSE00001887260	1
ENSE00002726668	1
ENSE00001228505	1
ENSE00003562594	1
ENSE00003715139	1
ENSE00002375864	1
ENSE00001272803	1
ENSE00000694052	1
ENSE00003679718	1
ENSE00003785328	1
ENSE00003551328	1
ENSE00003499365	1
ENSE00003505797	1
ENSE00003617728	1
ENSE00003646167	1
ENSE00003553137	1
ENSE00003841195	1
ENSE00003581150	1
ENSE00003552520	1
ENSE00003598710	1
ENSE00003049039	1
ENSE00001848112	1
ENSE00001326948	1
ENSE00000976758	1
ENSE00003635797	1
ENSE00000747280	1
ENSE00003569101	1
ENSE00000969439	1
ENSE00003482797	1
ENSE00003576671	1
ENSE00003621061	1
ENSE00002841060	1
ENSE00000663620	1
ENSE00003592724	1
ENSE00003623769	1
ENSE00002620237	1
ENSE00003637939	1
ENSE00003664661	1
ENSE00003507756	1
ENSE00003659510	1
ENSE00002482832	1
ENSE00002433902	1
ENSE00003596130	1
ENSE00003645882	1
ENSE00003602969	1
ENSE00003746435	1
ENSE00003544377	1
ENSE00001600215	1
ENSE00003541891	1
ENSE00003627871	1
ENSE00003597914	1
ENSE00001170656	1
ENSE00001317057	1
ENSE00003605288	1
ENSE00003602912	1
ENSE00003467178	1
ENSE00003732500	1
ENSE00001644351	1
ENSE00003615457	1
ENSE00003838480	1
ENSE00001762114	1
ENSE00003464693	1
ENSE00000964847	1
ENSE00003787432	1
ENSE00002023284	1
ENSE00003690349	1
ENSE00003655901	1
ENSE00003581476	1
ENSE00003689021	1
ENSE00003597790	1
ENSE00000962618	1
ENSE00003507223	1
ENSE00003572440	1
ENSE00003563771	1
ENSE00001516774	1
ENSE00002806055	1
ENSE00003787524	1
ENSE00000844696	1
ENSE00003562042	1
ENSE00000962911	1
ENSE00003478216	1
ENSE00003568017	1
ENSE00003793814	1
ENSE00003544816	1
ENSE00003691826	1
ENSE00003571373	1
ENSE00003552441	1
ENSE00003624678	1
ENSE00003658163	1
ENSE00003499333	1
ENSE00003652962	1
ENSE00002820928	1
ENSE00000751529	1
ENSE00001462795	1
ENSE00003742287	1
ENSE00001991993	1
ENSE00000925533	1
ENSE00003640395	1
ENSE00001768102	1
ENSE00003566778	1
ENSE00003547644	1
ENSE00001135719	1
ENSE00003638831	1
ENSE00003483859	1
ENSE00003676095	1
ENSE00003613516	1
ENSE00003715757	1
ENSE00003606872	1
ENSE00003613560	1
ENSE00003829972	1
ENSE00003594323	1
ENSE00003590667	1
ENSE00001542574	1
ENSE00003528076	1
ENSE00000662318	1
ENSE00003591922	1
ENSE00001164982	1
ENSE00003477118	1
ENSE00003586475	1
ENSE00003674844	1
ENSE00003557519	1
ENSE00003716304	1
ENSE00002355867	1
ENSE00003626531	1
ENSE00001829760	1
ENSE00003722206	1
ENSE00003690841	1
ENSE00001955527	1
ENSE00003536200	1
ENSE00003582445	1
ENSE00001490178	1
ENSE00003546997	1
ENSE00003618229	1
ENSE00003474934	1
ENSE00002760128	1
ENSE00003472934	1
ENSE00003645404	1
ENSE00003671750	1
ENSE00003587908	1
ENSE00003667434	1
ENSE00003511397	1
ENSE00003471009	1
ENSE00000725936	1
ENSE00003538212	1
ENSE00001599181	1
ENSE00003495429	1
ENSE00003688791	1
ENSE00003502068	1
ENSE00003648861	1
ENSE00001350775	1
ENSE00003560448	1
ENSE00003662473	1
ENSE00003574058	1
ENSE00001834207	1
ENSE00003489936	1
ENSE00003663297	1
ENSE00002471790	1
ENSE00003520666	1
ENSE00003576327	1
ENSE00003684542	1
ENSE00003479014	1
ENSE00003476490	1
ENSE00003683171	1
ENSE00003693079	1
ENSE00001242625	1
ENSE00002538248	1
ENSE00003638746	1
ENSE00003628743	1
ENSE00003486012	1
ENSE00003510239	1
ENSE00003694389	1
ENSE00002701920	1
ENSE00003841168	1
ENSE00001250062	1
ENSE00001765686	1
ENSE00000564530	1
ENSE00000687754	1
ENSE00003505561	1
ENSE00003464961	1
ENSE00003505918	1
ENSE00003655889	1
ENSE00001850931	1
ENSE00003532501	1
ENSE00001746408	1
ENSE00003610701	1
ENSE00002236808	1
ENSE00003613616	1
ENSE00003551177	1
ENSE00003468284	1
ENSE00001153816	1
ENSE00003643100	1
ENSE00003814207	1
ENSE00001308714	1
ENSE00003537228	1
ENSE00003819979	1
ENSE00003742849	1
ENSE00002064680	1
ENSE00000755333	1
ENSE00001761877	1
ENSE00001339448	1
ENSE00003650816	1
ENSE00003546181	1
ENSE00003604581	1
ENSE00001056306	1
ENSE00000972464	1
ENSE00003833213	1
ENSE00003671283	1
ENSE00003632654	1
ENSE00000861648	1
ENSE00001294955	1
ENSE00003462956	1
ENSE00003603949	1
ENSE00003685448	1
ENSE00001526992	1
ENSE00003473910	1
ENSE00000801842	1
ENSE00003556899	1
ENSE00003526536	1
ENSE00003584863	1
ENSE00003502290	1
ENSE00001007276	1
ENSE00003670641	1
ENSE00002437799	1
ENSE00003582165	1
ENSE00003639648	1
ENSE00003528907	1
ENSE00003700439	1
ENSE00003558964	1
ENSE00003629595	1
ENSE00003541391	1
ENSE00003497823	1
ENSE00003491087	1
ENSE00003532906	1
ENSE00003514760	1
ENSE00003649689	1
ENSE00001179873	1
ENSE00001261965	1
ENSE00003679735	1
ENSE00001700497	1
ENSE00001832402	1
ENSE00003745439	1
ENSE00003729410	1
ENSE00001603329	1
ENSE00003836068	1
ENSE00001704867	1
ENSE00003647145	1
ENSE00001875729	1
ENSE00003531896	1
ENSE00003582673	1
ENSE00003531324	1
ENSE00003671623	1
ENSE00001875998	1
ENSE00003510032	1
ENSE00003623635	1
ENSE00003696167	1
ENSE00003618067	1
ENSE00003598367	1
ENSE00003496074	1
ENSE00003694847	1
ENSE00003724076	1
ENSE00003680486	1
ENSE00003520225	1
ENSE00001880181	1
ENSE00003637559	1
ENSE00003633126	1
ENSE00003617673	1
ENSE00001124529	1
ENSE00002678266	1
ENSE00001195861	1
ENSE00003583362	1
ENSE00002644201	1
ENSE00001695610	1
ENSE00003696759	1
ENSE00000900574	1
ENSE00003635680	1
ENSE00003615758	1
ENSE00001655361	1
ENSE00002251991	1
ENSE00003718524	1
ENSE00003544261	1
ENSE00003674386	1
ENSE00001682221	1
ENSE00003567538	1
ENSE00003495999	1
ENSE00003603504	1
ENSE00003690230	1
ENSE00001272814	1
ENSE00001524181	1
ENSE00003830786	1
ENSE00001159750	1
ENSE00000963432	1
ENSE00003538161	1
ENSE00003475095	1
ENSE00003485505	1
ENSE00003459297	1
ENSE00003832892	1
ENSE00001178752	1
ENSE00003600001	1
ENSE00003524827	1
ENSE00003609995	1
ENSE00003591124	1
ENSE00003617693	1
ENSE00002146413	1
ENSE00003550597	1
ENSE00002046844	1
ENSE00003687919	1
ENSE00003595252	1
ENSE00001079206	1
ENSE00001699911	1
ENSE00003612785	1
ENSE00003806439	1
ENSE00001708379	1
ENSE00003569733	1
ENSE00003546894	1
ENSE00003463846	1
ENSE00001618214	1
ENSE00003573342	1
ENSE00003667266	1
ENSE00003538495	1
ENSE00003615430	1
ENSE00003790644	1
ENSE00003501512	1
ENSE00003484433	1
ENSE00003820587	1
ENSE00003573682	1
ENSE00003628476	1
ENSE00000656801	1
ENSE00003538435	1
ENSE00001774136	1
ENSE00003671666	1
ENSE00001435173	1
ENSE00003803650	1
ENSE00001843573	1
ENSE00002649956	1
ENSE00003474521	1
ENSE00003508972	1
ENSE00003546154	1
ENSE00003521906	1
ENSE00003822777	1
ENSE00003501758	1
ENSE00003484073	1
ENSE00000985052	1
ENSE00003533980	1
ENSE00003563412	1
ENSE00000723835	1
ENSE00001712961	1
ENSE00003577350	1
ENSE00003628325	1
ENSE00003687958	1
ENSE00001888945	1
ENSE00003610803	1
ENSE00002197684	1
ENSE00003600907	1
ENSE00000756055	1
ENSE00003577973	1
ENSE00001341188	1
ENSE00002814241	1
ENSE00003631822	1
ENSE00003466822	1
ENSE00002594948	1
ENSE00003649632	1
ENSE00003550948	1
ENSE00003508017	1
ENSE00003466238	1
ENSE00003467898	1
ENSE00001754211	1
ENSE00000986178	1
ENSE00003508566	1
ENSE00000856666	1
ENSE00003556541	1
ENSE00003717375	1
ENSE00000725188	1
ENSE00003558912	1
ENSE00003658381	1
ENSE00003513618	1
ENSE00003695551	1
ENSE00003678073	1
ENSE00003468132	1
ENSE00003518570	1
ENSE00003485486	1
ENSE00003648112	1
ENSE00000908641	1
ENSE00003689346	1
ENSE00003743686	1
ENSE00003669012	1
ENSE00003213881	1
ENSE00003553500	1
ENSE00003617570	1
ENSE00000803116	1
ENSE00003686854	1
ENSE00001140276	1
ENSE00001340631	1
ENSE00003633326	1
ENSE00001627651	1
ENSE00001159303	1
ENSE00001302141	1
ENSE00003567765	1
ENSE00003611918	1
ENSE00002140933	1
ENSE00003509698	1
ENSE00003740814	1
ENSE00001300286	1
ENSE00001668372	1
ENSE00000980480	1
ENSE00003522017	1
ENSE00003482203	1
ENSE00001321016	1
ENSE00003727662	1
ENSE00001217412	1
ENSE00003532560	1
ENSE00001679090	1
ENSE00003459580	1
ENSE00000720899	1
ENSE00003656004	1
ENSE00003527928	1
ENSE00001244973	1
ENSE00003685993	1
ENSE00003686797	1
ENSE00003620904	1
ENSE00001783176	1
ENSE00002295256	1
ENSE00002057242	1
ENSE00001674788	1
ENSE00003563157	1
ENSE00001108455	1
ENSE00003521679	1
ENSE00001803674	1
ENSE00001804164	1
ENSE00003566177	1
ENSE00003531901	1
ENSE00001732560	1
ENSE00001930285	1
ENSE00003503001	1
ENSE00003733918	1
ENSE00002412325	1
ENSE00000872317	1
ENSE00003690584	1
ENSE00002289573	1
ENSE00003690157	1
ENSE00003602024	1
ENSE00001633210	1
ENSE00003537856	1
ENSE00003823239	1
ENSE00001282739	1
ENSE00001488312	1
ENSE00003623847	1
ENSE00003627640	1
ENSE00003694510	1
ENSE00003582262	1
ENSE00002240492	1
ENSE00002096309	1
ENSE00003485368	1
ENSE00003598834	1
ENSE00003621383	1
ENSE00003571189	1
ENSE00000659358	1
ENSE00003543837	1
ENSE00003663189	1
ENSE00003577807	1
ENSE00001458184	1
ENSE00001005134	1
ENSE00003632911	1
ENSE00003685626	1
ENSE00003608465	1
ENSE00001621935	1
ENSE00003650746	1
ENSE00003468698	1
ENSE00001322562	1
ENSE00003720072	1
ENSE00003497280	1
ENSE00003642569	1
ENSE00001706245	1
ENSE00003503136	1
ENSE00001931920	1
ENSE00003602148	1
ENSE00003532215	1
ENSE00003463870	1
ENSE00003578680	1
ENSE00003527111	1
ENSE00003623487	1
ENSE00003503452	1
ENSE00003612630	1
ENSE00003543072	1
ENSE00003794828	1
ENSE00003827793	1
ENSE00003461880	1
ENSE00003593687	1
ENSE00003609274	1
ENSE00003642338	1
ENSE00003592725	1
ENSE00003670470	1
ENSE00003515608	1
ENSE00002348758	1
ENSE00000998397	1
ENSE00003499955	1
ENSE00003577547	1
ENSE00003828843	1
ENSE00003026416	1
ENSE00002288218	1
ENSE00003599174	1
ENSE00003471075	1
ENSE00003483351	1
ENSE00003649459	1
ENSE00001016869	1
ENSE00001626796	1
ENSE00003556370	1
ENSE00001930364	1
ENSE00003570957	1
ENSE00001689961	1
ENSE00003554498	1
ENSE00003622058	1
ENSE00003518642	1
ENSE00003581105	1
ENSE00001131112	1
ENSE00000660809	1
ENSE00002203366	1
ENSE00003809224	1
ENSE00003607030	1
ENSE00003648445	1
ENSE00003530117	1
ENSE00003528489	1
ENSE00002203953	1
ENSE00003527390	1
ENSE00003609829	1
ENSE00000720802	1
ENSE00003588657	1
ENSE00002636779	1
ENSE00002604476	1
ENSE00002070700	1
ENSE00001600096	1
ENSE00001229397	1
ENSE00003515912	1
ENSE00003546183	1
ENSE00001754803	1
ENSE00003619696	1
ENSE00003463613	1
ENSE00001531444	1
ENSE00001142015	1
ENSE00003565511	1
ENSE00003669163	1
ENSE00003522381	1
ENSE00003654671	1
ENSE00003549326	1
ENSE00003793568	1
ENSE00002797933	1
ENSE00003460069	1
ENSE00001665814	1
ENSE00003583485	1
ENSE00003659322	1
ENSE00000948472	1
ENSE00003543051	1
ENSE00001081932	1
ENSE00003567230	1
ENSE00002122239	1
ENSE00003519486	1
ENSE00001077967	1
ENSE00003509784	1
ENSE00003478095	1
ENSE00003636759	1
ENSE00003461306	1
ENSE00001895555	1
ENSE00001120138	1
ENSE00003578410	1
ENSE00003744234	1
ENSE00003639151	1
ENSE00003550882	1
ENSE00003506415	1
ENSE00003667238	1
ENSE00003489473	1
ENSE00001946385	1
ENSE00003522690	1
ENSE00003564326	1
ENSE00003541290	1
ENSE00003637506	1
ENSE00003647655	1
ENSE00003509270	1
ENSE00001840327	1
ENSE00003536835	1
ENSE00001460999	1
ENSE00003472208	1
ENSE00001837432	1
ENSE00003715316	1
ENSE00003471494	1
ENSE00003681033	1
ENSE00001872545	1
ENSE00003833183	1
ENSE00001244454	1
ENSE00003604552	1
ENSE00003528774	1
ENSE00003826921	1
ENSE00003531061	1
ENSE00000848158	1
ENSE00003542389	1
ENSE00003833422	1
ENSE00001885941	1
ENSE00003675369	1
ENSE00003488688	1
ENSE00003496578	1
ENSE00002161065	1
ENSE00003497776	1
ENSE00003687611	1
ENSE00001817679	1
ENSE00001786380	1
ENSE00001527098	1
ENSE00003684576	1
ENSE00003804503	1
ENSE00003577371	1
ENSE00003496665	1
ENSE00003611527	1
ENSE00003461534	1
ENSE00000774532	1
ENSE00002415445	1
ENSE00003631216	1
ENSE00003516120	1
ENSE00003657691	1
ENSE00002225184	1
ENSE00003510706	1
ENSE00001265409	1
ENSE00002440036	1
ENSE00001765071	1
ENSE00001561315	1
ENSE00003490918	1
ENSE00001073602	1
ENSE00001305812	1
ENSE00001387479	1
ENSE00003540343	1
ENSE00003610380	1
ENSE00002757170	1
ENSE00003810079	1
ENSE00003535731	1
ENSE00003564268	1
ENSE00003491323	1
ENSE00002256032	1
ENSE00002073430	1
ENSE00002421479	1
ENSE00003662078	1
ENSE00003572064	1
ENSE00000840203	1
ENSE00003631475	1
ENSE00003747946	1
ENSE00000718697	1
ENSE00003510948	1
ENSE00002370716	1
ENSE00003675380	1
ENSE00003754028	1
ENSE00002127347	1
ENSE00003553272	1
ENSE00003589119	1
ENSE00003603038	1
ENSE00001525916	1
ENSE00003465109	1
ENSE00003788453	1
ENSE00003465024	1
ENSE00001404761	1
ENSE00000710611	1
ENSE00001955085	1
ENSE00000882081	1
ENSE00002690314	1
ENSE00003589151	1
ENSE00001653213	1
ENSE00003598500	1
ENSE00000765642	1
ENSE00001311728	1
ENSE00003469648	1
ENSE00003700091	1
ENSE00001741276	1
ENSE00003654602	1
ENSE00003621912	1
ENSE00003787718	1
ENSE00003483459	1
ENSE00001092711	1
ENSE00003604657	1
ENSE00003501830	1
ENSE00003647037	1
ENSE00001708399	1
ENSE00003489325	1
ENSE00003675545	1
ENSE00003752295	1
ENSE00001732806	1
ENSE00003459006	1
ENSE00003612812	1
ENSE00003731104	1
ENSE00003621132	1
ENSE00003617213	1
ENSE00003489471	1
ENSE00003517838	1
ENSE00003578200	1
ENSE00003546361	1
ENSE00003482419	1
ENSE00000945336	1
ENSE00003647180	1
ENSE00003033169	1
ENSE00003596134	1
ENSE00003687866	1
ENSE00001139544	1
ENSE00003646505	1
ENSE00003566742	1
ENSE00003579808	1
ENSE00003650640	1
ENSE00003555151	1
ENSE00003604920	1
ENSE00003596304	1
ENSE00003696343	1
ENSE00000897216	1
ENSE00003664587	1
ENSE00002586694	1
ENSE00003649995	1
ENSE00000848140	1
ENSE00003812207	1
ENSE00003717939	1
ENSE00003690196	1
ENSE00003464748	1
ENSE00001386605	1
ENSE00001720837	1
ENSE00003491936	1
ENSE00001482259	1
ENSE00001711660	1
ENSE00002530073	1
ENSE00003470657	1
ENSE00003552074	1
ENSE00003682144	1
ENSE00001163809	1
ENSE00000737364	1
ENSE00003643380	1
ENSE00003484836	1
ENSE00001547832	1
ENSE00002265862	1
ENSE00003670087	1
ENSE00003600249	1
ENSE00003500677	1
ENSE00000964042	1
ENSE00003532102	1
ENSE00003589935	1
ENSE00003686644	1
ENSE00003666615	1
ENSE00003536416	1
ENSE00001451369	1
ENSE00003690800	1
ENSE00003490343	1
ENSE00001104601	1
ENSE00003587294	1
ENSE00003563598	1
ENSE00003497578	1
ENSE00003459782	1
ENSE00000896881	1
ENSE00003653203	1
ENSE00001928335	1
ENSE00002132025	1
ENSE00003545633	1
ENSE00003522013	1
ENSE00003595309	1
ENSE00000674483	1
ENSE00003685409	1
ENSE00002824257	1
ENSE00003769913	1
ENSE00003517342	1
ENSE00003821436	1
ENSE00003760226	1
ENSE00003515558	1
ENSE00002260660	1
ENSE00003499255	1
ENSE00003637739	1
ENSE00003579327	1
ENSE00001776439	1
ENSE00003708394	1
ENSE00003671889	1
ENSE00003607967	1
ENSE00002323826	1
ENSE00003583635	1
ENSE00003557589	1
ENSE00003630192	1
ENSE00003581752	1
ENSE00001429642	1
ENSE00003594809	1
ENSE00003789903	1
ENSE00003624440	1
ENSE00002680044	1
ENSE00003570234	1
ENSE00003491292	1
ENSE00003475804	1
ENSE00000983573	1
ENSE00003692850	1
ENSE00003623915	1
ENSE00001137811	1
ENSE00003512087	1
ENSE00002028065	1
ENSE00003694378	1
ENSE00003836516	1
ENSE00001594374	1
ENSE00003649895	1
ENSE00000928276	1
ENSE00003537187	1
ENSE00001066272	1
ENSE00001349739	1
ENSE00003490704	1
ENSE00001272393	1
ENSE00000700481	1
ENSE00003792959	1
ENSE00003504298	1
ENSE00003654231	1
ENSE00001089505	1
ENSE00002213926	1
ENSE00002037564	1
ENSE00003608641	1
ENSE00001768828	1
ENSE00001684128	1
ENSE00003564411	1
ENSE00003838291	1
ENSE00003824814	1
ENSE00003498240	1
ENSE00003706055	1
ENSE00003613229	1
ENSE00003548518	1
ENSE00001158224	1
ENSE00003646944	1
ENSE00003502759	1
ENSE00003551947	1
ENSE00003496902	1
ENSE00003483131	1
ENSE00003772526	1
ENSE00003832840	1
ENSE00003568333	1
ENSE00003487126	1
ENSE00003494253	1
ENSE00003556388	1
ENSE00001610202	1
ENSE00003559700	1
ENSE00001710220	1
ENSE00003462069	1
ENSE00003529964	1
ENSE00003599128	1
ENSE00001130821	1
ENSE00003567091	1
ENSE00003707367	1
ENSE00003620841	1
ENSE00003620533	1
ENSE00001655127	1
ENSE00003628334	1
ENSE00003477748	1
ENSE00001727669	1
ENSE00003479020	1
ENSE00003575156	1
ENSE00003462933	1
ENSE00003585436	1
