Interaction Term	K562 - # Interaction Rows	K562 - Mean PSI (Interaction Rows)	K562 - # Single Binders	K562 - Mean PSI (Single Binders)	K562 - Difference in Mean PSI(Interaction - Single)	K562 - Interaction Beta Coefficient	K562 - Interaction P-value	HepG2 - # Interaction Rows	HepG2 - Mean PSI (Interaction Rows)	HepG2 - # Single Binders	HepG2 - Mean PSI (Single Binders)	HepG2 - Difference in Mean PSI(Interaction - Single)	HepG2 - Interaction Beta Coefficient	HepG2 - Interaction P-value
EWSR1-4_NONO-6_interaction	946.0	0.6356194503171247	19607.0	0.6308588514306115	0.0047605988865132565	0.09510655390798496	1.6334386279417938e-14							
EWSR1-4_RBM15-1_interaction	39.0	0.2356666666666667	42844.0	0.648677842871814	-0.41301117620514727	-0.3259168154256224	5.756370654549137e-09							
EWSR1-4_RBM15-2_interaction	54.0	0.42154629629629625	99572.0	0.6941884164222873	-0.2726421201259911	-0.18641959915124742	8.948131431887771e-05							
EWSR1-4_RBM15-3_interaction	30.0	0.007850000000000001	36907.0	0.7489390630503697	-0.7410890630503697	-0.7018032364061023	3.6580623734282773e-28							
EWSR1-4_RBM15-4_interaction	18.0	0.9864444444444445	55663.0	0.8046677056572588	0.1817767387871857	0.2292654492073118	0.005270826931135583							
EWSR1-4_RBM15-5_interaction	231.0	0.8061168831168831	54626.0	0.7097534049719915	0.09636347814489166	0.1727378261103916	1.079408696399375e-13							
EWSR1-4_RBM15-6_interaction	526.0	0.49244961977186313	80672.0	0.6979224018246727	-0.20547278205280955	-0.12665380557257763	5.367890938985106e-16							
EWSR1-5_HNRNPK-1_interaction	557.0	0.6941077199281867	20778.0	0.7049324044662625	-0.010824684538075835	0.005382406189518708	0.7293104426104164							
EWSR1-5_HNRNPK-2_interaction	85.0	0.9734235294117646	23778.0	0.7084665447051898	0.2649569847065748	0.2780424469090323	2.958929184539404e-13							
EWSR1-5_HNRNPK-3_interaction	466.0	0.8017178111587983	33883.0	0.6696143346220818	0.1321034765367165	0.16547810116925257	3.1799286755953207e-23							
EWSR1-5_HNRNPK-4_interaction	139.0	0.5426043165467626	29577.0	0.6604933056090883	-0.1178889890623257	-0.07754576873716038	0.00944769876555969							
EWSR1-5_HNRNPK-5_interaction	243.0	0.9538930041152264	28008.0	0.7332841688089118	0.2206088353063146	0.2200027452379574	4.650480745202779e-22							
EWSR1-5_HNRNPK-6_interaction	19.0	0.9156052631578949	22294.0	0.7366813268143895	0.17892393634350545	0.1642120386560953	0.04050512921050467							
EWSR1-5_NONO-1_interaction	676.0	0.8582721893491124	17764.0	0.6697688865120469	0.1885033028370655	0.25047154619587114	1.5676780707024035e-67							
EWSR1-5_NONO-2_interaction	405.0	0.861262962962963	26232.0	0.6283335430009148	0.2329294199620482	0.30249692710663895	2.9415523412131612e-64							
EWSR1-5_NONO-3_interaction	1504.0	0.7593297872340427	23551.0	0.6375788289244617	0.12175095830958094	0.18549936692221727	4.620129986381564e-75							
EWSR1-5_NONO-4_interaction	2199.0	0.6445327421555251	19307.0	0.5846924172579893	0.05984032489753588	0.17347983403634026	3.660007742440616e-83							
EWSR1-5_NONO-5_interaction	5072.0	0.6460771884858045	18784.0	0.6847577459540034	-0.03868055746819887	-0.043573911080315664	3.2141355445233204e-09							
EWSR1-5_NONO-6_interaction	1991.0	0.6949279256654948	17165.0	0.6683963879988348	0.026531537666659943	0.08335728438797699	1.2679880280283506e-18							
EWSR1-5_RBM15-1_interaction	279.0	0.5439032258064516	42012.0	0.6706470294201657	-0.12674380361371418	-0.10274475578615658	1.3198821236859191e-06							
EWSR1-5_RBM15-2_interaction	582.0	0.5759140893470791	98164.0	0.7045890295831465	-0.1286749402360674	-0.12082569722654476	5.269647533991417e-16							
EWSR1-5_RBM15-3_interaction	272.0	0.7322205882352942	36071.0	0.7737967480801753	-0.041576159844881055	-0.056601212047007646	0.008549051154313411							
EWSR1-5_RBM15-4_interaction	287.0	0.9796759581881535	54773.0	0.8203272050097675	0.15934875317838593	0.14842013172495389	1.247784441728756e-12							
EWSR1-5_RBM15-5_interaction	256.0	0.5037773437499999	54224.0	0.7294531388315136	-0.2256757950815137	-0.22165081636368397	1.2704477897152095e-23							
EWSR1-5_RBM15-6_interaction	378.0	0.505292328042328	80616.0	0.7083858973404783	-0.20309356929815026	-0.19561331266033483	1.2026634412412442e-26							
EWSR1-6_HNRNPK-1_interaction	43.0	0.5875	15326.0	0.7058291791726479	-0.11832917917264785	-0.10949477944345555	0.04091310178139454							
EWSR1-6_HNRNPK-2_interaction	165.0	0.9155666666666666	17138.0	0.7093595518730307	0.20620711479363596	0.2190026228381693	3.680032067262307e-15							
EWSR1-6_HNRNPK-3_interaction	133.0	0.9540375939849625	28069.0	0.66371124728348	0.2903263467014825	0.3120458754137118	3.832328155735636e-24							
EWSR1-6_HNRNPK-4_interaction	19.0	0.9218684210526318	23337.0	0.6469968290697177	0.2748715919829141	0.29800209143256606	0.0002031846916368644							
EWSR1-6_HNRNPK-5_interaction	20.0	0.9238500000000001	21974.0	0.7468918949667789	0.17695810503322118	0.1750061139169008	0.025257947936494784							
EWSR1-6_HNRNPK-6_interaction	20.0	0.9238500000000001	15812.0	0.7506421705034152	0.17320782949658486	0.16537835979989993	0.03454086971464497							
EWSR1-6_NONO-1_interaction	275.0	0.9157200000000001	12086.0	0.6621093827569088	0.2536106172430913	0.29393454612229036	1.749988970566598e-40							
EWSR1-6_NONO-2_interaction	268.0	0.9231660447761194	20026.0	0.6058620293618296	0.31730401541428976	0.3626886431875287	2.614309307774359e-60							
EWSR1-6_NONO-3_interaction	853.0	0.8601705744431418	18373.0	0.6139429325640886	0.24622764187905322	0.3032950441989409	1.931255710448632e-110							
EWSR1-6_NONO-4_interaction	962.0	0.6536398128898129	15301.0	0.5433272335141495	0.11031257937566341	0.15628830790295622	6.913512625169197e-33							
EWSR1-6_NONO-5_interaction	1810.0	0.5834215469613261	18828.0	0.6772919056724028	-0.09387035871107674	-0.15678395731585365	3.069995198907593e-46							
EWSR1-6_NONO-6_interaction	1856.0	0.7175676185344827	10955.0	0.641201049748973	0.07636656878550974	0.10659395942240175	2.9156642680177834e-21							
EWSR1-6_RBM15-1_interaction	17.0	0.9771764705882352	36056.0	0.6626702490570224	0.31450622153121277	0.329320261758026	0.00010231542856955833							
EWSR1-6_RBM15-2_interaction	289.0	0.5843910034602077	92270.0	0.7038647989595751	-0.11947379549936743	-0.12122664515133047	1.1651791634836659e-08							
EWSR1-6_RBM15-3_interaction	16.0	0.9983125	30103.0	0.7881522107431153	0.2101602892568848	0.2030645788616923	0.020107430100156937							
EWSR1-6_RBM15-4_interaction	25.0	0.98602	48817.0	0.8376704119466579	0.14834958805334209	0.1404914603485604	0.04439749881436888							
EWSR1-6_RBM15-5_interaction	4.0	0.9995	48248.0	0.7306322852760736	0.26886771472392645	0.27292234952765204	0.11780831111144091							
EWSR1-6_RBM15-6_interaction	26.0	0.9908653846153845	74840.0	0.706646913415286	0.2842184712000986	0.2923611602149369	2.039947776097911e-05							
FMR1-1_FXR2-1_interaction	10758.0	0.8269320970440602	25960.0	0.8194625385208013	0.0074695585232589234	-0.07489056663515792	4.45281367431346e-41							
FMR1-1_FXR2-2_interaction	12225.0	0.824519591002045	53555.0	0.7902701708523948	0.034249420149650156	-0.0177589518742891	0.0006272129396618229							
FMR1-1_FXR2-3_interaction	4076.0	0.9508259322865554	35265.0	0.8578520204168438	0.0929739118697116	-0.036647206874011615	2.8202099470284146e-08							
FMR1-1_FXR2-4_interaction	6662.0	0.9872606574602221	49114.0	0.8763390072077208	0.11092165025250122	0.049517748918225246	2.0275697019418997e-19							
FMR1-1_FXR2-5_interaction	3535.0	0.9481998585572842	43720.0	0.7746670974382432	0.17353276111904092	0.1199819002126073	6.767157542423012e-70							
FMR1-1_FXR2-6_interaction	6342.0	0.8902667139703564	57556.0	0.7775123097505038	0.11275440421985261	0.06522576312778812	3.248310540317244e-32							
FMR1-2_FXR2-1_interaction	12544.0	0.8344583466198979	51688.0	0.7863836286952486	0.048074717924649346	-0.05601313505335705	1.5231231424848343e-33							
FMR1-2_FXR2-2_interaction	26860.0	0.8187940990320178	53585.0	0.7653778762713445	0.05341622276067337	0.013029838554030166	0.00045618873955682095							
FMR1-2_FXR2-3_interaction	7900.0	0.9635804430379746	56917.0	0.7958023613331693	0.16777808170480535	0.00110147915728992	0.8304544505120233							
FMR1-2_FXR2-4_interaction	12994.0	0.9758186085885794	65750.0	0.8114246463878327	0.16439396220074665	0.0413382715842365	6.52582449807172e-24							
FMR1-2_FXR2-5_interaction	7579.0	0.8562837445573294	64932.0	0.7717094652867614	0.08457427927056793	0.028985037427718116	4.2966188234081695e-09							
FMR1-2_FXR2-6_interaction	13414.0	0.8366565528552259	72712.0	0.7717129084607767	0.06494364439444922	0.011648967498296341	0.0033821799301827033							
FMR1-3_FXR2-1_interaction	4450.0	0.9482973033707867	38198.0	0.8619480077490969	0.0863492956216898	-0.0749426029307313	3.9641965266844524e-32							
FMR1-3_FXR2-2_interaction	8509.0	0.9590473028557996	60609.0	0.7995573842168656	0.15948991863893403	-0.003038453342595043	0.558853453539743							
FMR1-3_FXR2-3_interaction	10029.0	0.9688882241499652	22981.0	0.9080693616465775	0.06081886250338775	-0.12582359153084502	4.723264620745339e-105							
FMR1-3_FXR2-4_interaction	10787.0	0.9761122184110503	40486.0	0.924644259744109	0.051467958666941316	-0.12261051218680633	7.061838419682107e-120							
FMR1-3_FXR2-5_interaction	4262.0	0.9817285312060067	41888.0	0.8236960943468296	0.15803243685917712	0.01881376616253762	0.0032028817059264175							
FMR1-3_FXR2-6_interaction	6748.0	0.9673601807943094	56366.0	0.8034305432352836	0.1639296375590258	0.006598154362793297	0.2265111422734525							
FMR1-4_FXR2-1_interaction	7179.0	0.9733671820587826	50570.0	0.888079582756575	0.08528759930220764	-0.050736056594153485	1.416220159582778e-22							
FMR1-4_FXR2-2_interaction	13033.0	0.9731997621422542	69391.0	0.8204993442953696	0.1527004178468846	-0.004640755698970432	0.25819880989816313							
FMR1-4_FXR2-3_interaction	11569.0	0.9782724522430633	37731.0	0.9326094855688957	0.04566296667416758	-0.15634783702767657	1.3790855398987815e-207							
FMR1-4_FXR2-4_interaction	20609.0	0.9727555194332574	38672.0	0.9288376603227142	0.043917859110543245	-0.17039993338333417	0.0							
FMR1-4_FXR2-5_interaction	8382.0	0.967736220472441	51478.0	0.8580240199696957	0.10971220050274533	0.0029355949017013942	0.5497058470889854							
FMR1-4_FXR2-6_interaction	12490.0	0.9728305044035227	62712.0	0.822196828358209	0.15063367604531375	0.00767320451524105	0.06803799626354443							
FMR1-5_FXR2-1_interaction	4048.0	0.9152701333992095	45389.0	0.7992659565092866	0.11600417688992293	0.03575144653134764	2.152018954887848e-08							
FMR1-5_FXR2-2_interaction	8233.0	0.8767022349082958	67548.0	0.7797275270918458	0.09697470781645001	0.05025520783353885	7.798307063914775e-25							
FMR1-5_FXR2-3_interaction	4680.0	0.9816638888888889	40066.0	0.8345555208905306	0.14710836799835825	0.012672098951365547	0.0402453474872059							
FMR1-5_FXR2-4_interaction	8152.0	0.9631730250245338	52143.0	0.8651898241374681	0.09798320088706569	0.014568255816155576	0.0035391081198214167							
FMR1-5_FXR2-5_interaction	13880.0	0.8135743515850145	29039.0	0.7786006921725955	0.03497365941241892	-0.02261014610137663	8.474886673667894e-06							
FMR1-5_FXR2-6_interaction	14966.0	0.804924261659762	46317.0	0.7896029427639961	0.015321318895765934	-0.048369572347636836	6.416765385230928e-25							
FMR1-6_FXR2-1_interaction	6827.0	0.9281521898344807	58179.0	0.8107137626978808	0.11743842713659991	0.025045881052582823	1.4949682544342868e-06							
FMR1-6_FXR2-2_interaction	13756.0	0.8783662401861007	74850.0	0.7894562257849032	0.0889100144011975	0.012132564994140843	0.0020858580500340723							
FMR1-6_FXR2-3_interaction	7252.0	0.9764112658576944	53270.0	0.8375333771353484	0.13887788872234608	-0.03505128316224698	2.9564803176952874e-11							
FMR1-6_FXR2-4_interaction	12732.0	0.9810700989632423	61331.0	0.8476430108754138	0.13342708808782844	-0.0075195216248908885	0.07163676458862232							
FMR1-6_FXR2-5_interaction	14585.0	0.8368803222488858	45977.0	0.8033235530808882	0.03355676916799755	-0.030225811608088075	1.7758110684716775e-11							
FMR1-6_FXR2-6_interaction	26090.0	0.8334747796090456	42417.0	0.7856735506990122	0.047801228910033355	-0.026425370831910117	5.830501867416248e-11							
FUBP3-1_LARP4-1_interaction								187.0	0.9762566844919787	16050.0	0.7269252647975077	0.24933141969447092	0.14689536422447363	3.943688197627242e-08
FUBP3-1_LARP4-2_interaction								252.0	0.9806865079365079	35791.0	0.7065957084183174	0.2740907995181905	0.157144349633294	1.1897220109376953e-11
FUBP3-1_LARP4-3_interaction								106.0	0.9764150943396228	12024.0	0.864667248835662	0.11174784550396077	-0.03543954116767057	0.31214472521375497
FUBP3-1_LARP4-4_interaction								114.0	0.977907894736842	21906.0	0.9212251437962202	0.05668275094062181	-0.0974678779784159	0.0038216008768979398
FUBP3-1_LARP4-5_interaction								111.0	0.9782702702702702	17233.0	0.7536941043347067	0.2245761659355635	0.11087179995423625	0.0011996071551570954
FUBP3-1_LARP4-6_interaction								111.0	0.9782702702702702	32770.0	0.7265754348489473	0.251694835421323	0.12906005394185396	0.00015800351145257754
FUBP3-1_RBFOX2-1_interaction								0.0		21470.0	0.7780347228691198			
FUBP3-1_RBFOX2-2_interaction								0.0		27803.0	0.7288779088587563			
FUBP3-1_RBFOX2-3_interaction								7.0	0.9974999999999999	48748.0	0.6770577869861328	0.3204422130138671	0.19467079616573787	0.14579134304714694
FUBP3-1_RBFOX2-4_interaction								0.0		32688.0	0.676739873959863			
FUBP3-1_RBFOX2-5_interaction								0.0		45248.0	0.6909369695898162			
FUBP3-1_RBFOX2-6_interaction								7.0	0.9974999999999999	18386.0	0.7480619493092571	0.24943805069074287	0.1332997310480318	0.3193976551757189
FUBP3-1_U2AF2-1_interaction								0.0		68251.0	0.700947150957495			
FUBP3-1_U2AF2-2_interaction								182.0	0.8930274725274726	146235.0	0.6817765856327145	0.21125088689475813	0.07890396895553368	0.0033627295790754756
FUBP3-1_U2AF2-3_interaction								344.0	0.7508793604651163	105741.0	0.6951596589780691	0.05571970148704719	-0.08879129145194724	9.602086808868044e-06
FUBP3-1_U2AF2-4_interaction								510.0	0.6270490196078432	169464.0	0.6788104641693812	-0.05176144456153797	-0.2211268864345875	3.747310057719387e-39
FUBP3-1_U2AF2-5_interaction								283.0	0.745321554770318	125234.0	0.6456956577287317	0.09962589704158631	-0.039607278155749936	0.07035595011527754
FUBP3-1_U2AF2-6_interaction								180.0	0.9849777777777778	140032.0	0.6811225612717093	0.3038552165060685	0.17622858865549826	7.258729691353965e-11
FUBP3-2_LARP4-1_interaction								2.0	0.9982500000000001	13496.0	0.688903638114997	0.3093463618850031	0.4937254872453395	0.048755910241443705
FUBP3-2_LARP4-2_interaction								45.0	0.9951555555555557	33281.0	0.6899923379706138	0.3051632175849419	0.5245781919361198	5.2006099229744715e-22
FUBP3-2_LARP4-3_interaction								0.0		9312.0	0.8454601589347078			
FUBP3-2_LARP4-4_interaction								17.0	0.997529411764706	19176.0	0.9198253546099291	0.0777040571547769	0.26334197754577787	0.002372613728124071
FUBP3-2_LARP4-5_interaction								17.0	0.997529411764706	14497.0	0.7202066979375042	0.27732271382720175	0.4699474408269438	6.218983914004106e-08
FUBP3-2_LARP4-6_interaction								17.0	0.997529411764706	30034.0	0.7079411000865685	0.2895883116781375	0.48896606755066796	1.76955575106381e-08
FUBP3-2_RBFOX2-1_interaction								0.0		18546.0	0.753454734174485			
FUBP3-2_RBFOX2-2_interaction								0.0		24879.0	0.7047774629205353			
FUBP3-2_RBFOX2-3_interaction								0.0		45838.0	0.660769318033073			
FUBP3-2_RBFOX2-4_interaction								34.0	0.09867647058823531	29696.0	0.6527387190193965	-0.5540622484311613	-0.38173535395726604	7.854566258071139e-10
FUBP3-2_RBFOX2-5_interaction								3.0	0.9771666666666667	42318.0	0.6741060305307434	0.3030606361359234	0.49626175838940667	0.01532080396973943
FUBP3-2_RBFOX2-6_interaction								0.0		15476.0	0.7131686482295166			
FUBP3-2_U2AF2-1_interaction								3.0	0.9771666666666667	65321.0	0.6904922919122487	0.28667437475441804	0.4805943194440477	0.018870393209466135
FUBP3-2_U2AF2-2_interaction								0.0		143675.0	0.6771799338785454			
FUBP3-2_U2AF2-3_interaction								6.0	0.95975	103493.0	0.6887531668808519	0.27099683311914813	0.4678078681414249	0.001255002264094293
FUBP3-2_U2AF2-4_interaction								229.0	0.26752183406113533	167102.0	0.6751574936266472	-0.4076356595655119	-0.3149389768620126	1.547591988469803e-29
FUBP3-2_U2AF2-5_interaction								0.0		122876.0	0.6392954523259223			
FUBP3-2_U2AF2-6_interaction								3.0	0.9771666666666667	137462.0	0.676527691289229	0.3006389753774378	0.4973285785501677	0.015083942503611315
FUBP3-3_LARP4-1_interaction								0.0		13506.0	0.6889891529690507			
FUBP3-3_LARP4-2_interaction								0.0		33377.0	0.6908125355783923			
FUBP3-3_LARP4-3_interaction								39.0	0.9856794871794873	9240.0	0.8441659090909089	0.14151357808857834	0.3275973285186791	1.8517011806768405e-08
FUBP3-3_LARP4-4_interaction								0.0		19216.0	0.9198864487926728			
FUBP3-3_LARP4-5_interaction								0.0		14537.0	0.7208367269725526			
FUBP3-3_LARP4-6_interaction								0.0		30074.0	0.7082619538471768			
FUBP3-3_RBFOX2-1_interaction								0.0		18552.0	0.7534294146183701			
FUBP3-3_RBFOX2-2_interaction								230.0	0.5280934782608696	24425.0	0.7080977072671443	-0.18000422900627466	0.014248211497710361	0.6097689999348714
FUBP3-3_RBFOX2-3_interaction								230.0	0.5280934782608696	45384.0	0.6621159880133968	-0.13402250975252716	0.06393539782313773	0.021775539998667163
FUBP3-3_RBFOX2-4_interaction								0.0		29770.0	0.6514776620759154			
FUBP3-3_RBFOX2-5_interaction								0.0		42330.0	0.6741491377273802			
FUBP3-3_RBFOX2-6_interaction								0.0		15482.0	0.7131539206820824			
FUBP3-3_U2AF2-1_interaction								3.0	0.9858333333333333	65327.0	0.6904900883248886	0.2953432450084448	0.48801076282185085	0.017109222459298648
FUBP3-3_U2AF2-2_interaction								77.0	0.9540064935064934	143527.0	0.6768828234408856	0.2771236700656078	0.5193317620922618	2.3402182640792314e-34
FUBP3-3_U2AF2-3_interaction								230.0	0.5283391304347826	103051.0	0.6894999902960669	-0.16116085986128426	0.03768433634855576	0.17589827518615214
FUBP3-3_U2AF2-4_interaction								245.0	0.3572448979591837	167076.0	0.6749724287150757	-0.317727530755892	-0.19481597539751644	1.0359912059061332e-12
FUBP3-3_U2AF2-5_interaction								313.0	0.4858466453674121	122256.0	0.6400829325350086	-0.15423628716759646	0.023562437941171778	0.3628797056591908
FUBP3-3_U2AF2-6_interaction								313.0	0.4858466453674121	136848.0	0.6774130677832341	-0.19156642241582195	-0.015954116102082524	0.5381441277754122
FUBP3-4_LARP4-1_interaction								0.0		13395.0	0.6911637551325122			
FUBP3-4_LARP4-2_interaction								0.0		33266.0	0.6916942523898275			
FUBP3-4_LARP4-3_interaction								0.0		9207.0	0.8503993700445314			
FUBP3-4_LARP4-4_interaction								0.0		19105.0	0.922752630201518			
FUBP3-4_LARP4-5_interaction								0.0		14426.0	0.7231009635380563			
FUBP3-4_LARP4-6_interaction								0.0		29963.0	0.7093055101291593			
FUBP3-4_RBFOX2-1_interaction								0.0		18441.0	0.755396860257036			
FUBP3-4_RBFOX2-2_interaction								0.0		24774.0	0.7060168119803019			
FUBP3-4_RBFOX2-3_interaction								0.0		45733.0	0.661339645332692			
FUBP3-4_RBFOX2-4_interaction								0.0		29659.0	0.6523193971475775			
FUBP3-4_RBFOX2-5_interaction								0.0		42219.0	0.6748000663208508			
FUBP3-4_RBFOX2-6_interaction								150.0	0.85809	15071.0	0.7123796032114658	0.14571039678853426	0.4102463210322812	1.4965221590240965e-35
FUBP3-4_U2AF2-1_interaction								150.0	0.8585	64922.0	0.6901922614830104	0.16830773851698966	0.4413725794430935	4.027443716517173e-41
FUBP3-4_U2AF2-2_interaction								525.0	0.4117619047619048	142520.0	0.6793304729160817	-0.26756856815417696	-0.5241689302094323	2.2418399112849913e-54
FUBP3-4_U2AF2-3_interaction								150.0	0.8585	103100.0	0.6885722647914646	0.16992773520853544	0.4441595045900745	1.1946249229298568e-41
FUBP3-4_U2AF2-4_interaction								80.0	0.97353125	167295.0	0.6739210944738335	0.29961015552616643	0.5407781177359641	1.2353437098770074e-37
FUBP3-4_U2AF2-5_interaction								71.0	0.9507394366197183	122629.0	0.6391291211703592	0.311610315449359	0.5436866310356148	1.7688627404025218e-34
FUBP3-4_U2AF2-6_interaction								369.0	0.5558360433604336	136625.0	0.6773958462946021	-0.12155980293416857	0.0935976363428104	0.000710214967776933
FUBP3-5_LARP4-1_interaction								0.0		13456.0	0.6829587916171225			
FUBP3-5_LARP4-2_interaction								0.0		33327.0	0.6883804722897351			
FUBP3-5_LARP4-3_interaction								0.0		9268.0	0.8374387138541217			
FUBP3-5_LARP4-4_interaction								0.0		19166.0	0.9162550349577376			
FUBP3-5_LARP4-5_interaction								0.0		14487.0	0.7153454476427142			
FUBP3-5_LARP4-6_interaction								0.0		30024.0	0.7055913935518252			
FUBP3-5_RBFOX2-1_interaction								0.0		18502.0	0.7492178413144525			
FUBP3-5_RBFOX2-2_interaction								0.0		24835.0	0.7015347493456816			
FUBP3-5_RBFOX2-3_interaction								0.0		45794.0	0.6589684456479015			
FUBP3-5_RBFOX2-4_interaction								7.0	0.9817142857142857	29706.0	0.6485273008819767	0.3331869848323089	0.6497669869497038	1.3259492585645922e-06
FUBP3-5_RBFOX2-5_interaction								7.0	0.9817142857142857	42266.0	0.6721098518904083	0.30960443382387737	0.6276311150068112	2.9990210137303113e-06
FUBP3-5_RBFOX2-6_interaction								0.0		15432.0	0.7079740150336963			
FUBP3-5_U2AF2-1_interaction								75.0	0.7245	65133.0	0.6891942947507408	0.035305705249259245	0.38768380725679596	2.6777653511895235e-19
FUBP3-5_U2AF2-2_interaction								78.0	0.7158653846153847	143475.0	0.6765681059418015	0.039297278673583236	0.3959189632513996	9.958686028367726e-21
FUBP3-5_U2AF2-3_interaction								89.0	0.7626067415730337	103283.0	0.6878708161072006	0.07473592546583308	0.44231759718102076	2.359660391198949e-28
FUBP3-5_U2AF2-4_interaction								300.0	0.4120766666666667	166916.0	0.6744943774113925	-0.2624177107447258	0.07244494394621283	0.006630865804164407
FUBP3-5_U2AF2-5_interaction								86.0	0.24482558139534882	122660.0	0.6391685553562694	-0.39434297396092055	-0.0942260851324392	0.020314406095136316
FUBP3-5_U2AF2-6_interaction								175.0	0.4450942857142858	137074.0	0.6765352036126472	-0.2314409178983614	0.10381143431785729	0.0007250988538336956
FUBP3-6_LARP4-1_interaction								69.0	0.019355072463768115	17927.0	0.6961880682769008	-0.6768329958131327	-0.6572867948557758	8.96244089243326e-53
FUBP3-6_LARP4-2_interaction								69.0	0.019355072463768115	37798.0	0.6940135986031009	-0.6746585261393327	-0.6502175854164127	7.568781034422854e-52
FUBP3-6_LARP4-3_interaction								20.0	0.9959750000000002	13837.0	0.7960456746404567	0.19992932535954344	0.15656957255697315	0.04840132917236051
FUBP3-6_LARP4-4_interaction								63.0	0.9948888888888888	23649.0	0.8765245464924522	0.11836434239643667	0.09520307799573502	0.03371792479756629
FUBP3-6_LARP4-5_interaction								41.0	0.9961585365853659	19014.0	0.7139405438098243	0.2822179927755416	0.30204109666799767	5.4219815736919275e-08
FUBP3-6_LARP4-6_interaction								1439.0	0.6443801250868659	31755.0	0.712438702566525	-0.06805857747965904	-0.04705426180217032	2.3290521298814044e-05
FUBP3-6_RBFOX2-1_interaction								0.0		23111.0	0.7423032105923586			
FUBP3-6_RBFOX2-2_interaction								2.0	0.9942500000000001	29440.0	0.7035319123641304	0.2907180876358697	0.31868345823334365	0.20285981208678538
FUBP3-6_RBFOX2-3_interaction								0.0		50403.0	0.6640505922266532			
FUBP3-6_RBFOX2-4_interaction								0.0		34329.0	0.6575267849340208			
FUBP3-6_RBFOX2-5_interaction								0.0		46889.0	0.6763735630958221			
FUBP3-6_RBFOX2-6_interaction								29.0	0.9943275862068967	19983.0	0.7086586098183456	0.28566897638855104	0.30809287662629725	2.9867286600837334e-06
FUBP3-6_U2AF2-1_interaction								272.0	0.38699816176470586	69348.0	0.6933261377400934	-0.3063279759753876	-0.2865082637745615	1.5241570390870218e-38
FUBP3-6_U2AF2-2_interaction								431.0	0.35357540603248266	147378.0	0.6796865407319953	-0.32611113469951264	-0.3160786384933982	1.4792412564834484e-70
FUBP3-6_U2AF2-3_interaction								799.0	0.5238848560700876	106472.0	0.6916116772484784	-0.16772682117839077	-0.15730545568418994	7.581963353684059e-31
FUBP3-6_U2AF2-4_interaction								795.0	0.44252830188679254	170535.0	0.6768163162987069	-0.23428801441191432	-0.23540529076581412	7.575577738917523e-67
FUBP3-6_U2AF2-5_interaction								1802.0	0.5481997780244173	123837.0	0.6440736936456795	-0.09587391562126213	-0.11633856781016275	1.1647630837543577e-29
FUBP3-6_U2AF2-6_interaction								79.0	0.17953164556962023	141875.0	0.6777525603524228	-0.4982209147828026	-0.468358021075687	1.6730304139163053e-31
FXR1-1_FXR2-1_interaction	8125.0	0.8699569230769231	28581.0	0.8157622021622756	0.0541947209146475	-0.03250762837921386	2.1709073030070582e-08							
FXR1-1_FXR2-2_interaction	9878.0	0.8611248228386312	55604.0	0.7887314221998418	0.0723934006387894	0.001973530413131025	0.7173027803674763							
FXR1-1_FXR2-3_interaction	4111.0	0.9467005594745803	32550.0	0.8788354377880185	0.06786512168656178	-0.07165376197894573	8.585221083692382e-27							
FXR1-1_FXR2-4_interaction	5982.0	0.9860147943831495	47829.0	0.894534173827594	0.0914806205555555	0.008598473127359478	0.13783616910071372							
FXR1-1_FXR2-5_interaction	3742.0	0.822083778727953	40661.0	0.8068253240205603	0.015258454707392732	-0.08291729304469511	1.2148230599235177e-34							
FXR1-1_FXR2-6_interaction	6310.0	0.8389470681458002	54975.0	0.7974845020463848	0.041462566099415454	-0.055715077550323226	1.3364958875150036e-22							
FXR1-2_FXR2-1_interaction	9600.0	0.8707236979166667	38180.0	0.8338541121005761	0.036869585816090567	-0.07659342883018568	7.136323377582683e-52							
FXR1-2_FXR2-2_interaction	17351.0	0.8645771425278083	53207.0	0.7887833085872161	0.07579383394059214	-0.025234652381656397	8.679630470056537e-09							
FXR1-2_FXR2-3_interaction	6512.0	0.9582900030712531	40297.0	0.8688349504925925	0.0894550525786606	-0.08451093177149026	8.570157720108073e-52							
FXR1-2_FXR2-4_interaction	10311.0	0.9810967898360974	51720.0	0.8787997583139985	0.1022970315220989	-0.02766862255398586	2.485610513339051e-09							
FXR1-2_FXR2-5_interaction	5515.0	0.8627320942883048	49664.0	0.8163903431056703	0.046341751182634505	-0.05080272580139104	2.212900458447357e-19							
FXR1-2_FXR2-6_interaction	10646.0	0.8581082566222056	58852.0	0.8030436858560458	0.05506457076615978	-0.05168762141146134	5.6613402354396604e-30							
FXR1-3_FXR2-1_interaction	3806.0	0.9697306883867578	33782.0	0.8663911254514238	0.10333956293533397	-0.09797165955385723	4.413154422708512e-45							
FXR1-3_FXR2-2_interaction	6412.0	0.9732313630692453	59099.0	0.8051946818051066	0.16803668126413873	-0.05224616626926468	3.267998119542704e-18							
FXR1-3_FXR2-3_interaction	7030.0	0.9819983641536274	23275.0	0.9358059720730396	0.046192392080587785	-0.18162525096728044	1.5480840053350949e-177							
FXR1-3_FXR2-4_interaction	8601.0	0.9809987792117195	39154.0	0.9425379399295091	0.038460839282210446	-0.1938041614373449	5.291038454386637e-219							
