Cell Line	Data Mode	Feature	Zero Cutoff	% Non Zero
HepG2	All-Data	LARP4_3_shap	1e-07	100.0
HepG2	All-Data	LARP4_3_shap	1e-06	100.0
HepG2	All-Data	LARP4_3_shap	1e-05	100.0
HepG2	All-Data	LARP4_3_shap	0.0001	100.0
HepG2	All-Data	LARP4_3_shap	0.001	99.9952473045958
HepG2	All-Data	LARP4_3_shap	0.01	0.9980448174933139
HepG2	All-Data	LARP4_3_shap	0.05	0.9980448174933139
HepG2	All-Data	LARP4_3_shap	0.1	0.9980448174933139
HepG2	All-Data	LARP7_3_shap	1e-10	100.0
HepG2	All-Data	LARP7_3_shap	1e-09	100.0
HepG2	All-Data	LARP7_3_shap	1e-08	100.0
HepG2	All-Data	LARP7_3_shap	1e-07	100.0
HepG2	All-Data	LARP7_3_shap	1e-06	100.0
HepG2	All-Data	LARP7_3_shap	1e-05	0.07470643088488187
HepG2	All-Data	LARP7_3_shap	0.0001	0.07470643088488187
HepG2	All-Data	LARP7_3_shap	0.001	0.07470643088488187
HepG2	All-Data	LARP7_3_shap	0.01	0.0
HepG2	All-Data	LARP7_3_shap	0.05	0.0
HepG2	All-Data	LARP7_3_shap	0.1	0.0
HepG2	All-Data	LIN28B_3_shap	1e-10	100.0
HepG2	All-Data	LIN28B_3_shap	1e-09	100.0
HepG2	All-Data	LIN28B_3_shap	1e-08	100.0
HepG2	All-Data	LIN28B_3_shap	1e-07	100.0
HepG2	All-Data	LIN28B_3_shap	1e-06	100.0
HepG2	All-Data	LIN28B_3_shap	1e-05	100.0
HepG2	All-Data	LIN28B_3_shap	0.0001	100.0
HepG2	All-Data	LIN28B_3_shap	0.001	100.0
HepG2	All-Data	LIN28B_3_shap	0.01	1.0679985529739886
HepG2	All-Data	LIN28B_3_shap	0.05	1.0679985529739886
HepG2	All-Data	LIN28B_3_shap	0.1	1.0679985529739886
HepG2	All-Data	LSM11_3_shap	1e-10	100.0
HepG2	All-Data	LSM11_3_shap	1e-09	100.0
HepG2	All-Data	LSM11_3_shap	1e-08	100.0
HepG2	All-Data	LSM11_3_shap	1e-07	100.0
HepG2	All-Data	LSM11_3_shap	1e-06	1.1302079410326291
HepG2	All-Data	LSM11_3_shap	1e-05	0.29780728881005447
HepG2	All-Data	LSM11_3_shap	0.0001	0.29780728881005447
HepG2	All-Data	LSM11_3_shap	0.001	0.07046295284541115
HepG2	All-Data	LSM11_3_shap	0.01	0.0
HepG2	All-Data	LSM11_3_shap	0.05	0.0
HepG2	All-Data	LSM11_3_shap	0.1	0.0
HepG2	All-Data	MATR3_3_shap	1e-10	100.0
HepG2	All-Data	MATR3_3_shap	1e-09	100.0
HepG2	All-Data	MATR3_3_shap	1e-08	100.0
HepG2	All-Data	MATR3_3_shap	1e-07	100.0
HepG2	All-Data	MATR3_3_shap	1e-06	99.99957565219604
HepG2	All-Data	MATR3_3_shap	1e-05	99.7698761859195
HepG2	All-Data	MATR3_3_shap	0.0001	96.76402973405062
HepG2	All-Data	MATR3_3_shap	0.001	0.05000938869516233
HepG2	All-Data	MATR3_3_shap	0.01	0.05000938869516233
HepG2	All-Data	MATR3_3_shap	0.05	0.03121078098030708
HepG2	All-Data	MATR3_3_shap	0.1	0.03121078098030708
HepG2	All-Data	NCBP2_3_shap	1e-10	100.0
HepG2	All-Data	NCBP2_3_shap	1e-09	100.0
HepG2	All-Data	NCBP2_3_shap	1e-08	100.0
HepG2	All-Data	NCBP2_3_shap	1e-07	100.0
HepG2	All-Data	NCBP2_3_shap	1e-06	100.0
HepG2	All-Data	NCBP2_3_shap	1e-05	100.0
HepG2	All-Data	NCBP2_3_shap	0.0001	100.0
HepG2	All-Data	NCBP2_3_shap	0.001	94.41301559584267
HepG2	All-Data	NCBP2_3_shap	0.01	0.25312346505442795
HepG2	All-Data	NCBP2_3_shap	0.05	0.25312346505442795
HepG2	All-Data	NCBP2_3_shap	0.1	0.25312346505442795
HepG2	All-Data	NIP7_3_shap	1e-10	0.0
HepG2	All-Data	NIP7_3_shap	1e-09	0.0
HepG2	All-Data	NIP7_3_shap	1e-08	0.0
HepG2	All-Data	NIP7_3_shap	1e-07	0.0
HepG2	All-Data	NIP7_3_shap	1e-06	0.0
HepG2	All-Data	NIP7_3_shap	1e-05	0.0
HepG2	All-Data	NIP7_3_shap	0.0001	0.0
HepG2	All-Data	NIP7_3_shap	0.001	0.0
HepG2	All-Data	NIP7_3_shap	0.01	0.0
HepG2	All-Data	NIP7_3_shap	0.05	0.0
HepG2	All-Data	NIP7_3_shap	0.1	0.0
HepG2	All-Data	NKRF_3_shap	1e-10	100.0
HepG2	All-Data	NKRF_3_shap	1e-09	100.0
HepG2	All-Data	NKRF_3_shap	1e-08	100.0
HepG2	All-Data	NKRF_3_shap	1e-07	100.0
HepG2	All-Data	NKRF_3_shap	1e-06	100.0
HepG2	All-Data	NKRF_3_shap	1e-05	100.0
HepG2	All-Data	NKRF_3_shap	0.0001	100.0
HepG2	All-Data	NKRF_3_shap	0.001	98.96923796682236
HepG2	All-Data	NKRF_3_shap	0.01	0.10207686423946796
HepG2	All-Data	NKRF_3_shap	0.05	0.10207686423946796
HepG2	All-Data	NKRF_3_shap	0.1	0.10207686423946796
HepG2	All-Data	NOL12_3_shap	1e-10	0.0
HepG2	All-Data	NOL12_3_shap	1e-09	0.0
HepG2	All-Data	NOL12_3_shap	1e-08	0.0
HepG2	All-Data	NOL12_3_shap	1e-07	0.0
HepG2	All-Data	NOL12_3_shap	1e-06	0.0
HepG2	All-Data	NOL12_3_shap	1e-05	0.0
HepG2	All-Data	NOL12_3_shap	0.0001	0.0
HepG2	All-Data	NOL12_3_shap	0.001	0.0
HepG2	All-Data	NOL12_3_shap	0.01	0.0
HepG2	All-Data	NOL12_3_shap	0.05	0.0
HepG2	All-Data	NOL12_3_shap	0.1	0.0
HepG2	All-Data	NOLC1_3_shap	1e-10	100.0
HepG2	All-Data	NOLC1_3_shap	1e-09	100.0
HepG2	All-Data	NOLC1_3_shap	1e-08	100.0
HepG2	All-Data	NOLC1_3_shap	1e-07	100.0
HepG2	All-Data	NOLC1_3_shap	1e-06	100.0
HepG2	All-Data	NOLC1_3_shap	1e-05	100.0
HepG2	All-Data	NOLC1_3_shap	0.0001	96.52469757262448
HepG2	All-Data	NOLC1_3_shap	0.001	1.4648486192252894
HepG2	All-Data	NOLC1_3_shap	0.01	0.5177043208154267
HepG2	All-Data	NOLC1_3_shap	0.05	0.41787649993687825
HepG2	All-Data	NOLC1_3_shap	0.1	0.15136486166792026
HepG2	All-Data	NSUN2_3_shap	1e-10	0.0
HepG2	All-Data	NSUN2_3_shap	1e-09	0.0
HepG2	All-Data	NSUN2_3_shap	1e-08	0.0
HepG2	All-Data	NSUN2_3_shap	1e-07	0.0
HepG2	All-Data	NSUN2_3_shap	1e-06	0.0
HepG2	All-Data	NSUN2_3_shap	1e-05	0.0
HepG2	All-Data	NSUN2_3_shap	0.0001	0.0
HepG2	All-Data	NSUN2_3_shap	0.001	0.0
HepG2	All-Data	NSUN2_3_shap	0.01	0.0
HepG2	All-Data	NSUN2_3_shap	0.05	0.0
HepG2	All-Data	NSUN2_3_shap	0.1	0.0
HepG2	All-Data	PABPN1_3_shap	1e-10	100.0
HepG2	All-Data	PABPN1_3_shap	1e-09	100.0
HepG2	All-Data	PABPN1_3_shap	1e-08	100.0
HepG2	All-Data	PABPN1_3_shap	1e-07	100.0
HepG2	All-Data	PABPN1_3_shap	1e-06	100.0
HepG2	All-Data	PABPN1_3_shap	1e-05	100.0
HepG2	All-Data	PABPN1_3_shap	0.0001	100.0
HepG2	All-Data	PABPN1_3_shap	0.001	100.0
HepG2	All-Data	PABPN1_3_shap	0.01	0.9422218638840766
HepG2	All-Data	PABPN1_3_shap	0.05	0.9422218638840766
HepG2	All-Data	PABPN1_3_shap	0.1	0.9422218638840766
HepG2	All-Data	PCBP1_3_shap	1e-10	100.0
HepG2	All-Data	PCBP1_3_shap	1e-09	100.0
HepG2	All-Data	PCBP1_3_shap	1e-08	100.0
HepG2	All-Data	PCBP1_3_shap	1e-07	100.0
HepG2	All-Data	PCBP1_3_shap	1e-06	100.0
HepG2	All-Data	PCBP1_3_shap	1e-05	0.4384573684283112
HepG2	All-Data	PCBP1_3_shap	0.0001	0.2223794666584626
HepG2	All-Data	PCBP1_3_shap	0.001	0.2223794666584626
HepG2	All-Data	PCBP1_3_shap	0.01	0.008974956053480554
HepG2	All-Data	PCBP1_3_shap	0.05	0.0
HepG2	All-Data	PCBP1_3_shap	0.1	0.0
HepG2	All-Data	PCBP2_3_shap	1e-10	100.0
HepG2	All-Data	PCBP2_3_shap	1e-09	100.0
HepG2	All-Data	PCBP2_3_shap	1e-08	100.0
HepG2	All-Data	PCBP2_3_shap	1e-07	100.0
HepG2	All-Data	PCBP2_3_shap	1e-06	100.0
HepG2	All-Data	PCBP2_3_shap	1e-05	100.0
HepG2	All-Data	PCBP2_3_shap	0.0001	100.0
HepG2	All-Data	PCBP2_3_shap	0.001	2.978200192441729
HepG2	All-Data	PCBP2_3_shap	0.01	0.9390816901348683
HepG2	All-Data	PCBP2_3_shap	0.05	0.4799373662641374
HepG2	All-Data	PCBP2_3_shap	0.1	0.45231232422718304
HepG2	All-Data	POLR2G_3_shap	1e-10	0.0
HepG2	All-Data	POLR2G_3_shap	1e-09	0.0
HepG2	All-Data	POLR2G_3_shap	1e-08	0.0
HepG2	All-Data	POLR2G_3_shap	1e-07	0.0
HepG2	All-Data	POLR2G_3_shap	1e-06	0.0
HepG2	All-Data	POLR2G_3_shap	1e-05	0.0
HepG2	All-Data	POLR2G_3_shap	0.0001	0.0
HepG2	All-Data	POLR2G_3_shap	0.001	0.0
HepG2	All-Data	POLR2G_3_shap	0.01	0.0
HepG2	All-Data	POLR2G_3_shap	0.05	0.0
HepG2	All-Data	POLR2G_3_shap	0.1	0.0
HepG2	All-Data	PPIG_3_shap	1e-10	100.0
HepG2	All-Data	PPIG_3_shap	1e-09	100.0
HepG2	All-Data	PPIG_3_shap	1e-08	100.0
HepG2	All-Data	PPIG_3_shap	1e-07	100.0
HepG2	All-Data	PPIG_3_shap	1e-06	100.0
HepG2	All-Data	PPIG_3_shap	1e-05	99.99995756521962
HepG2	All-Data	PPIG_3_shap	0.0001	99.99306191340547
HepG2	All-Data	PPIG_3_shap	0.001	99.90356696155303
HepG2	All-Data	PPIG_3_shap	0.01	98.39416182291329
HepG2	All-Data	PPIG_3_shap	0.05	6.904181204999242
HepG2	All-Data	PPIG_3_shap	0.1	6.903884161536479
HepG2	All-Data	PRPF4_3_shap	1e-10	100.0
HepG2	All-Data	PRPF4_3_shap	1e-09	100.0
HepG2	All-Data	PRPF4_3_shap	1e-08	100.0
HepG2	All-Data	PRPF4_3_shap	1e-07	100.0
HepG2	All-Data	PRPF4_3_shap	1e-06	100.0
HepG2	All-Data	PRPF4_3_shap	1e-05	99.99806921749203
HepG2	All-Data	PRPF4_3_shap	0.0001	99.9174219173519
HepG2	All-Data	PRPF4_3_shap	0.001	10.3311079827248
HepG2	All-Data	PRPF4_3_shap	0.01	1.6846183468894775
HepG2	All-Data	PRPF4_3_shap	0.05	0.3095829403695857
HepG2	All-Data	PRPF4_3_shap	0.1	0.21542016267373063
HepG2	All-Data	PRPF8_3_shap	1e-10	100.0
HepG2	All-Data	PRPF8_3_shap	1e-09	100.0
HepG2	All-Data	PRPF8_3_shap	1e-08	100.0
HepG2	All-Data	PRPF8_3_shap	1e-07	100.0
HepG2	All-Data	PRPF8_3_shap	1e-06	100.0
HepG2	All-Data	PRPF8_3_shap	1e-05	99.99889669570973
HepG2	All-Data	PRPF8_3_shap	0.0001	99.98709982676
HepG2	All-Data	PRPF8_3_shap	0.001	98.05752671004208
HepG2	All-Data	PRPF8_3_shap	0.01	1.661724782866533
HepG2	All-Data	PRPF8_3_shap	0.05	1.6597727829683766
HepG2	All-Data	PRPF8_3_shap	0.1	1.6511160877678561
HepG2	All-Data	PTBP1_3_shap	1e-10	100.0
HepG2	All-Data	PTBP1_3_shap	1e-09	100.0
HepG2	All-Data	PTBP1_3_shap	1e-08	100.0
HepG2	All-Data	PTBP1_3_shap	1e-07	100.0
HepG2	All-Data	PTBP1_3_shap	1e-06	100.0
HepG2	All-Data	PTBP1_3_shap	1e-05	100.0
HepG2	All-Data	PTBP1_3_shap	0.0001	100.0
HepG2	All-Data	PTBP1_3_shap	0.001	100.0
HepG2	All-Data	PTBP1_3_shap	0.01	0.28134259401690814
HepG2	All-Data	PTBP1_3_shap	0.05	0.28134259401690814
HepG2	All-Data	PTBP1_3_shap	0.1	0.28134259401690814
HepG2	All-Data	QKI_3_shap	1e-10	100.0
HepG2	All-Data	QKI_3_shap	1e-09	100.0
HepG2	All-Data	QKI_3_shap	1e-08	99.99887547831953
HepG2	All-Data	QKI_3_shap	1e-07	99.99887547831953
HepG2	All-Data	QKI_3_shap	1e-06	99.99887547831953
HepG2	All-Data	QKI_3_shap	1e-05	99.99739026100572
HepG2	All-Data	QKI_3_shap	0.0001	99.97538782737107
HepG2	All-Data	QKI_3_shap	0.001	99.6055899336214
HepG2	All-Data	QKI_3_shap	0.01	0.6406166622286958
HepG2	All-Data	QKI_3_shap	0.05	0.4829290182819642
HepG2	All-Data	QKI_3_shap	0.1	0.4829290182819642
HepG2	All-Data	RBFOX2_3_shap	1e-10	100.0
HepG2	All-Data	RBFOX2_3_shap	1e-09	100.0
HepG2	All-Data	RBFOX2_3_shap	1e-08	100.0
HepG2	All-Data	RBFOX2_3_shap	1e-07	100.0
HepG2	All-Data	RBFOX2_3_shap	1e-06	100.0
HepG2	All-Data	RBFOX2_3_shap	1e-05	100.0
HepG2	All-Data	RBFOX2_3_shap	0.0001	10.67313231270614
HepG2	All-Data	RBFOX2_3_shap	0.001	9.853801572845136
HepG2	All-Data	RBFOX2_3_shap	0.01	0.8776361281233325
HepG2	All-Data	RBFOX2_3_shap	0.05	0.2167568582561639
HepG2	All-Data	RBFOX2_3_shap	0.1	0.12811060201162078
HepG2	All-Data	RBM15_3_shap	1e-10	0.0
HepG2	All-Data	RBM15_3_shap	1e-09	0.0
HepG2	All-Data	RBM15_3_shap	1e-08	0.0
HepG2	All-Data	RBM15_3_shap	1e-07	0.0
HepG2	All-Data	RBM15_3_shap	1e-06	0.0
HepG2	All-Data	RBM15_3_shap	1e-05	0.0
HepG2	All-Data	RBM15_3_shap	0.0001	0.0
HepG2	All-Data	RBM15_3_shap	0.001	0.0
HepG2	All-Data	RBM15_3_shap	0.01	0.0
HepG2	All-Data	RBM15_3_shap	0.05	0.0
HepG2	All-Data	RBM15_3_shap	0.1	0.0
HepG2	All-Data	RBM22_3_shap	1e-10	100.0
HepG2	All-Data	RBM22_3_shap	1e-09	100.0
HepG2	All-Data	RBM22_3_shap	1e-08	100.0
HepG2	All-Data	RBM22_3_shap	1e-07	100.0
HepG2	All-Data	RBM22_3_shap	1e-06	100.0
HepG2	All-Data	RBM22_3_shap	1e-05	100.0
HepG2	All-Data	RBM22_3_shap	0.0001	100.0
HepG2	All-Data	RBM22_3_shap	0.001	2.0725995440382845
HepG2	All-Data	RBM22_3_shap	0.01	0.1032438207003224
HepG2	All-Data	RBM22_3_shap	0.05	0.1032438207003224
HepG2	All-Data	RBM22_3_shap	0.1	0.1032438207003224
HepG2	All-Data	RBM5_3_shap	1e-10	100.0
HepG2	All-Data	RBM5_3_shap	1e-09	100.0
HepG2	All-Data	RBM5_3_shap	1e-08	100.0
HepG2	All-Data	RBM5_3_shap	1e-07	100.0
HepG2	All-Data	RBM5_3_shap	1e-06	100.0
HepG2	All-Data	RBM5_3_shap	1e-05	100.0
HepG2	All-Data	RBM5_3_shap	0.0001	100.0
HepG2	All-Data	RBM5_3_shap	0.001	99.00356770416168
HepG2	All-Data	RBM5_3_shap	0.01	0.45893214996875736
HepG2	All-Data	RBM5_3_shap	0.05	0.45893214996875736
HepG2	All-Data	RBM5_3_shap	0.1	0.45893214996875736
HepG2	All-Data	RPS3_3_shap	1e-10	100.0
HepG2	All-Data	RPS3_3_shap	1e-09	100.0
HepG2	All-Data	RPS3_3_shap	1e-08	100.0
HepG2	All-Data	RPS3_3_shap	1e-07	100.0
HepG2	All-Data	RPS3_3_shap	1e-06	99.99809043488224
HepG2	All-Data	RPS3_3_shap	1e-05	99.99637182627626
HepG2	All-Data	RPS3_3_shap	0.0001	99.98529634859324
HepG2	All-Data	RPS3_3_shap	0.001	99.71396836274947
HepG2	All-Data	RPS3_3_shap	0.01	6.391908536074337
HepG2	All-Data	RPS3_3_shap	0.05	2.5749000395704327
HepG2	All-Data	RPS3_3_shap	0.1	2.5749000395704327
HepG2	All-Data	SAFB_3_shap	1e-10	100.0
HepG2	All-Data	SAFB_3_shap	1e-09	100.0
HepG2	All-Data	SAFB_3_shap	1e-08	100.0
HepG2	All-Data	SAFB_3_shap	1e-07	100.0
HepG2	All-Data	SAFB_3_shap	1e-06	100.0
HepG2	All-Data	SAFB_3_shap	1e-05	0.01797112949715846
HepG2	All-Data	SAFB_3_shap	0.0001	0.01797112949715846
HepG2	All-Data	SAFB_3_shap	0.001	0.01797112949715846
HepG2	All-Data	SAFB_3_shap	0.01	0.0038827824061157005
HepG2	All-Data	SAFB_3_shap	0.05	0.0
HepG2	All-Data	SAFB_3_shap	0.1	0.0
HepG2	All-Data	SDAD1_3_shap	1e-10	100.0
HepG2	All-Data	SDAD1_3_shap	1e-09	100.0
HepG2	All-Data	SDAD1_3_shap	1e-08	100.0
HepG2	All-Data	SDAD1_3_shap	1e-07	100.0
HepG2	All-Data	SDAD1_3_shap	1e-06	100.0
HepG2	All-Data	SDAD1_3_shap	1e-05	99.86592731134293
HepG2	All-Data	SDAD1_3_shap	0.0001	0.7303662227635014
HepG2	All-Data	SDAD1_3_shap	0.001	0.28134259401690814
HepG2	All-Data	SDAD1_3_shap	0.01	0.007319999618086977
HepG2	All-Data	SDAD1_3_shap	0.05	0.007319999618086977
HepG2	All-Data	SDAD1_3_shap	0.1	0.007319999618086977
HepG2	All-Data	SF3A3_3_shap	1e-10	100.0
HepG2	All-Data	SF3A3_3_shap	1e-09	100.0
HepG2	All-Data	SF3A3_3_shap	1e-08	100.0
HepG2	All-Data	SF3A3_3_shap	1e-07	100.0
HepG2	All-Data	SF3A3_3_shap	1e-06	100.0
HepG2	All-Data	SF3A3_3_shap	1e-05	99.99966052175684
HepG2	All-Data	SF3A3_3_shap	0.0001	99.9976660870783
HepG2	All-Data	SF3A3_3_shap	0.001	99.97148382757476
HepG2	All-Data	SF3A3_3_shap	0.01	2.4773636968331987
HepG2	All-Data	SF3A3_3_shap	0.05	2.4679007408051787
HepG2	All-Data	SF3A3_3_shap	0.1	2.4679007408051787
HepG2	All-Data	SF3B4_3_shap	1e-10	100.0
HepG2	All-Data	SF3B4_3_shap	1e-09	100.0
HepG2	All-Data	SF3B4_3_shap	1e-08	100.0
HepG2	All-Data	SF3B4_3_shap	1e-07	100.0
HepG2	All-Data	SF3B4_3_shap	1e-06	100.0
HepG2	All-Data	SF3B4_3_shap	1e-05	99.99995756521962
HepG2	All-Data	SF3B4_3_shap	0.0001	99.98056487057923
HepG2	All-Data	SF3B4_3_shap	0.001	99.90948661341808
HepG2	All-Data	SF3B4_3_shap	0.01	98.84829884269745
HepG2	All-Data	SF3B4_3_shap	0.05	5.3888351971042505
HepG2	All-Data	SF3B4_3_shap	0.1	5.384485632113793
HepG2	All-Data	SFPQ_3_shap	1e-10	100.0
HepG2	All-Data	SFPQ_3_shap	1e-09	100.0
HepG2	All-Data	SFPQ_3_shap	1e-08	100.0
HepG2	All-Data	SFPQ_3_shap	1e-07	100.0
HepG2	All-Data	SFPQ_3_shap	1e-06	100.0
HepG2	All-Data	SFPQ_3_shap	1e-05	100.0
HepG2	All-Data	SFPQ_3_shap	0.0001	100.0
HepG2	All-Data	SFPQ_3_shap	0.001	0.021387129318932385
HepG2	All-Data	SFPQ_3_shap	0.01	0.021387129318932385
HepG2	All-Data	SFPQ_3_shap	0.05	0.021387129318932385
HepG2	All-Data	SFPQ_3_shap	0.1	0.021387129318932385
HepG2	All-Data	SLTM_3_shap	1e-10	100.0
HepG2	All-Data	SLTM_3_shap	1e-09	100.0
HepG2	All-Data	SLTM_3_shap	1e-08	100.0
HepG2	All-Data	SLTM_3_shap	1e-07	100.0
HepG2	All-Data	SLTM_3_shap	1e-06	100.0
HepG2	All-Data	SLTM_3_shap	1e-05	100.0
HepG2	All-Data	SLTM_3_shap	0.0001	5.7329388313249305
HepG2	All-Data	SLTM_3_shap	0.001	0.39924763134360186
HepG2	All-Data	SLTM_3_shap	0.01	0.03558156336096192
HepG2	All-Data	SLTM_3_shap	0.05	0.027052172501625782
HepG2	All-Data	SLTM_3_shap	0.1	0.026670259478073416
HepG2	All-Data	SMNDC1_3_shap	1e-10	100.0
HepG2	All-Data	SMNDC1_3_shap	1e-09	100.0
HepG2	All-Data	SMNDC1_3_shap	1e-08	100.0
HepG2	All-Data	SMNDC1_3_shap	1e-07	100.0
HepG2	All-Data	SMNDC1_3_shap	1e-06	100.0
HepG2	All-Data	SMNDC1_3_shap	1e-05	0.1846973816679627
HepG2	All-Data	SMNDC1_3_shap	0.0001	0.1032438207003224
HepG2	All-Data	SMNDC1_3_shap	0.001	0.1032438207003224
HepG2	All-Data	SMNDC1_3_shap	0.01	0.00872034737111231
HepG2	All-Data	SMNDC1_3_shap	0.05	0.0
HepG2	All-Data	SMNDC1_3_shap	0.1	0.0
HepG2	All-Data	SND1_3_shap	1e-10	100.0
HepG2	All-Data	SND1_3_shap	1e-09	100.0
HepG2	All-Data	SND1_3_shap	1e-08	100.0
HepG2	All-Data	SND1_3_shap	1e-07	100.0
HepG2	All-Data	SND1_3_shap	1e-06	100.0
HepG2	All-Data	SND1_3_shap	1e-05	100.0
HepG2	All-Data	SND1_3_shap	0.0001	100.0
HepG2	All-Data	SND1_3_shap	0.001	100.0
HepG2	All-Data	SND1_3_shap	0.01	99.65799688740886
HepG2	All-Data	SND1_3_shap	0.05	2.554085779786829
HepG2	All-Data	SND1_3_shap	0.1	2.5280308246244787
HepG2	All-Data	SRSF1_3_shap	1e-10	100.0
HepG2	All-Data	SRSF1_3_shap	1e-09	100.0
HepG2	All-Data	SRSF1_3_shap	1e-08	100.0
HepG2	All-Data	SRSF1_3_shap	1e-07	100.0
HepG2	All-Data	SRSF1_3_shap	1e-06	100.0
HepG2	All-Data	SRSF1_3_shap	1e-05	100.0
HepG2	All-Data	SRSF1_3_shap	0.0001	32.405956570124005
HepG2	All-Data	SRSF1_3_shap	0.001	5.090688430051038
HepG2	All-Data	SRSF1_3_shap	0.01	0.41106571768352773
HepG2	All-Data	SRSF1_3_shap	0.05	0.24232381344397497
HepG2	All-Data	SRSF1_3_shap	0.1	0.18151477313835968
HepG2	All-Data	SRSF7_3_shap	1e-10	0.0
HepG2	All-Data	SRSF7_3_shap	1e-09	0.0
HepG2	All-Data	SRSF7_3_shap	1e-08	0.0
HepG2	All-Data	SRSF7_3_shap	1e-07	0.0
HepG2	All-Data	SRSF7_3_shap	1e-06	0.0
HepG2	All-Data	SRSF7_3_shap	1e-05	0.0
HepG2	All-Data	SRSF7_3_shap	0.0001	0.0
HepG2	All-Data	SRSF7_3_shap	0.001	0.0
HepG2	All-Data	SRSF7_3_shap	0.01	0.0
HepG2	All-Data	SRSF7_3_shap	0.05	0.0
HepG2	All-Data	SRSF7_3_shap	0.1	0.0
HepG2	All-Data	SRSF9_3_shap	1e-10	100.0
HepG2	All-Data	SRSF9_3_shap	1e-09	100.0
HepG2	All-Data	SRSF9_3_shap	1e-08	100.0
HepG2	All-Data	SRSF9_3_shap	1e-07	100.0
HepG2	All-Data	SRSF9_3_shap	1e-06	100.0
HepG2	All-Data	SRSF9_3_shap	1e-05	100.0
HepG2	All-Data	SRSF9_3_shap	0.0001	0.09513877764493334
HepG2	All-Data	SRSF9_3_shap	0.001	0.09513877764493334
HepG2	All-Data	SRSF9_3_shap	0.01	0.09513877764493334
HepG2	All-Data	SRSF9_3_shap	0.05	0.033905389535370985
HepG2	All-Data	SRSF9_3_shap	0.1	0.0
HepG2	All-Data	SSB_3_shap	1e-10	100.0
HepG2	All-Data	SSB_3_shap	1e-09	100.0
HepG2	All-Data	SSB_3_shap	1e-08	100.0
HepG2	All-Data	SSB_3_shap	1e-07	100.0
HepG2	All-Data	SSB_3_shap	1e-06	100.0
HepG2	All-Data	SSB_3_shap	1e-05	0.005049738866970146
HepG2	All-Data	SSB_3_shap	0.0001	0.005049738866970146
HepG2	All-Data	SSB_3_shap	0.001	0.005049738866970146
HepG2	All-Data	SSB_3_shap	0.01	0.005049738866970146
HepG2	All-Data	SSB_3_shap	0.05	0.005049738866970146
HepG2	All-Data	SSB_3_shap	0.1	0.0
HepG2	All-Data	STAU2_3_shap	1e-10	100.0
HepG2	All-Data	STAU2_3_shap	1e-09	100.0
HepG2	All-Data	STAU2_3_shap	1e-08	100.0
HepG2	All-Data	STAU2_3_shap	1e-07	100.0
HepG2	All-Data	STAU2_3_shap	1e-06	100.0
HepG2	All-Data	STAU2_3_shap	1e-05	0.24970746523265397
HepG2	All-Data	STAU2_3_shap	0.0001	0.24970746523265397
HepG2	All-Data	STAU2_3_shap	0.001	0.02195999885426093
HepG2	All-Data	STAU2_3_shap	0.01	0.02195999885426093
HepG2	All-Data	STAU2_3_shap	0.05	0.0032462607001950937
HepG2	All-Data	STAU2_3_shap	0.1	0.0
HepG2	All-Data	SUB1_3_shap	1e-10	100.0
HepG2	All-Data	SUB1_3_shap	1e-09	100.0
HepG2	All-Data	SUB1_3_shap	1e-08	100.0
HepG2	All-Data	SUB1_3_shap	1e-07	100.0
HepG2	All-Data	SUB1_3_shap	1e-06	100.0
HepG2	All-Data	SUB1_3_shap	1e-05	99.99567165239974
HepG2	All-Data	SUB1_3_shap	0.0001	99.97967374019093
HepG2	All-Data	SUB1_3_shap	0.001	95.0909960822089
HepG2	All-Data	SUB1_3_shap	0.01	1.1220816805870428
HepG2	All-Data	SUB1_3_shap	0.05	0.6349940538263972
HepG2	All-Data	SUB1_3_shap	0.1	0.6258493586513378
HepG2	All-Data	SUGP2_3_shap	1e-10	100.0
HepG2	All-Data	SUGP2_3_shap	1e-09	100.0
HepG2	All-Data	SUGP2_3_shap	1e-08	100.0
HepG2	All-Data	SUGP2_3_shap	1e-07	100.0
HepG2	All-Data	SUGP2_3_shap	1e-06	100.0
HepG2	All-Data	SUGP2_3_shap	1e-05	100.0
HepG2	All-Data	SUGP2_3_shap	0.0001	100.0
HepG2	All-Data	SUGP2_3_shap	0.001	99.71025531946493
HepG2	All-Data	SUGP2_3_shap	0.01	0.09422642986644714
HepG2	All-Data	SUGP2_3_shap	0.05	0.07092973542975294
HepG2	All-Data	SUGP2_3_shap	0.1	0.07092973542975294
HepG2	All-Data	SUPV3L1_3_shap	1e-10	100.0
HepG2	All-Data	SUPV3L1_3_shap	1e-09	100.0
HepG2	All-Data	SUPV3L1_3_shap	1e-08	100.0
HepG2	All-Data	SUPV3L1_3_shap	1e-07	100.0
HepG2	All-Data	SUPV3L1_3_shap	1e-06	100.0
HepG2	All-Data	SUPV3L1_3_shap	1e-05	100.0
HepG2	All-Data	SUPV3L1_3_shap	0.0001	0.06301564888614006
HepG2	All-Data	SUPV3L1_3_shap	0.001	0.06301564888614006
HepG2	All-Data	SUPV3L1_3_shap	0.01	0.06301564888614006
HepG2	All-Data	SUPV3L1_3_shap	0.05	0.06301564888614006
HepG2	All-Data	SUPV3L1_3_shap	0.1	0.06301564888614006
HepG2	All-Data	TAF15_3_shap	1e-10	0.0
HepG2	All-Data	TAF15_3_shap	1e-09	0.0
HepG2	All-Data	TAF15_3_shap	1e-08	0.0
