Data Partition	Model	Cell Line	Feature Pair	# Rows - Both Bound	# Rows - Either Bound	R2 - Both	R2 - Either	Difference R2 - (Both vs. Either)
All	xgboost	HepG2	RPS3_2-U2AF2_4	2541	211685	0.4446415631558893	0.35790966059176477	0.08673190256412455
All	xgboost	HepG2	LSM11_2-PABPN1_3	4297	25028	0.5496258685924121	0.4628981034404107	0.08672776515200142
All	xgboost	K562	QKI_3-SF3B4_6	2118	222181	0.48199914625940155	0.39527864383421885	0.0867205024251827
All	xgboost	K562	BUD13_1-ELAVL1_1	277	96883	0.38026647045175566	0.2935489471379469	0.08671752331380878
All	xgboost	K562	SMNDC1_1-YWHAG_4	147	11771	0.43523978780245787	0.34853482357434096	0.08670496422811691
All	xgboost	HepG2	G3BP1_6-PRPF8_6	16801	398448	0.48755413918304735	0.40086641097021847	0.08668772821282889
All	xgboost	K562	FXR2_5-RBM15_5	1826	70196	0.5358454187638699	0.4491583670460394	0.08668705171783053
All	xgboost	HepG2	PPIG_5-PPIG_6	158105	307374	0.4545267593744162	0.3678544915021873	0.08667226787222893
All	xgboost	K562	PCBP1_2-UPF1_6	390	34936	0.47252334222686854	0.3858569150026996	0.08666642722416895
All	xgboost	K562	NONO_4-ZNF622_2	518	306401	0.46209349113904796	0.37543942972845024	0.08665406141059773
All	xgboost	HepG2	GRWD1_6-PTBP1_3	2189	366249	0.49007626957445327	0.40345121515470683	0.08662505441974644
All	xgboost	K562	AATF_3-RPS3_5	297	18231	0.6809658333974875	0.5943469600015011	0.0866188733959864
All	xgboost	K562	EFTUD2_6-GPKOW_2	3214	103626	0.49896337729154683	0.41235380244850484	0.08660957484304199
All	xgboost	HepG2	FAM120A_2-FAM120A_4	1332	17835	0.5512631314907905	0.4646863867687454	0.08657674472204513
All	xgboost	K562	SF3B4_6-YBX3_2	13697	373016	0.4788449997560146	0.392281197509608	0.08656380224640658
All	xgboost	HepG2	PRPF8_3-SF3B4_4	22863	226685	0.4893056796141617	0.40276069146537186	0.08654498814878986
All	xgboost	HepG2	U2AF2_6-XRN2_2	172	146098	0.38448782008891424	0.2979493238023957	0.08653849628651855
All	xgboost	K562	EIF4E_1-YBX3_6	2712	169293	0.49685448380470276	0.4103687818650582	0.08648570193964455
All	xgboost	K562	AKAP8L_4-HNRNPL_4	209	8123	0.5015470308680157	0.41506325516232845	0.08648377570568722
All	xgboost	K562	KHSRP_2-PRPF8_4	5944	219857	0.41312480757527525	0.3266527433299128	0.08647206424536247
All	xgboost	K562	AQR_6-SLTM_1	580	331050	0.5193583309015143	0.43289173032982575	0.08646660057168853
All	xgboost	K562	PCBP1_5-YBX3_1	1744	73619	0.4549281552275233	0.3684870149097915	0.08644114031773176
All	xgboost	HepG2	PRPF8_2-PRPF8_6	103223	594418	0.4452796191746331	0.35884068357168486	0.08643893560294824
All	xgboost	HepG2	DDX3X_4-PRPF4_3	3407	76839	0.5054932584005186	0.41907459503612854	0.08641866336439008
All	xgboost	K562	GEMIN5_2-NONO_3	2099	39370	0.6409330944950473	0.5545160575905419	0.08641703690450542
All	xgboost	K562	DDX3X_6-DDX51_5	984	116505	0.5787320630324941	0.49233772277251553	0.08639434025997861
All	xgboost	HepG2	CSTF2T_2-FTO_2	644	23740	0.5693717505403109	0.4829805225265207	0.08639122801379018
All	xgboost	K562	EIF4E_1-NCBP2_1	728	14881	0.5203040864657696	0.43391498791421346	0.08638909855155619
All	xgboost	HepG2	BCLAF1_2-BCLAF1_5	91516	425464	0.43478082282073993	0.34839580919013713	0.0863850136306028
All	xgboost	HepG2	LSM11_1-UCHL5_2	944	59843	0.5990301886502281	0.5126526967753424	0.08637749187488564
All	xgboost	K562	PRPF8_1-SF3B4_1	8671	221796	0.42635554591893887	0.3399959521132414	0.08635959380569747
All	xgboost	K562	PRPF8_1-SRSF7_6	718	131510	0.44102883940720383	0.35467599934019334	0.0863528400670105
All	xgboost	HepG2	FUS_5-SF3A3_2	116	62780	0.6152338986481065	0.528892091529788	0.08634180711831851
All	xgboost	K562	ELAC2_5-FUS_3	239	21291	0.4964824485272239	0.41017092481103323	0.08631152371619066
All	xgboost	HepG2	PRPF8_5-QKI_3	4371	336369	0.4730138475961958	0.3867110259102965	0.08630282168589931
All	xgboost	K562	DDX24_1-IGF2BP1_1	941	98679	0.4947409450027175	0.40846055628953604	0.08628038871318144
All	xgboost	HepG2	G3BP1_6-SRSF1_2	488	106967	0.5300446188807183	0.4437747628516042	0.08626985602911408
All	xgboost	K562	KHSRP_4-XRN2_2	139	89574	0.37072711781306966	0.284460171146957	0.08626694666611268
All	xgboost	K562	GPKOW_6-YBX3_1	763	95023	0.46117741162318193	0.37491140208850804	0.0862660095346739
All	xgboost	K562	AQR_4-PABPC4_4	7415	289840	0.41981543994504433	0.3335531770798249	0.08626226286521943
All	xgboost	HepG2	PRPF8_2-RBFOX2_2	11956	430219	0.4548553684704407	0.36859636400929285	0.08625900446114787
All	xgboost	K562	AQR_1-CSTF2T_6	2527	212705	0.46727026328644483	0.38105173056623576	0.08621853272020907
All	xgboost	K562	ILF3_2-SF3B4_5	989	228902	0.48083148852164914	0.3946245178132254	0.08620697070842376
All	xgboost	HepG2	G3BP1_5-RBM22_2	1057	72636	0.5167926892661086	0.43059053663643965	0.0862021526296689
All	xgboost	K562	FUS_4-TBRG4_4	34	8441	0.5621968055643436	0.4760021141924925	0.0861946913718511
All	xgboost	HepG2	DDX3X_2-YBX3_5	611	98318	0.5156285324186125	0.4294401182653147	0.08618841415329781
All	xgboost	HepG2	KHSRP_3-QKI_5	380	44301	0.35246479062384717	0.2663095260686893	0.08615526455515787
All	xgboost	HepG2	FTO_5-RBM22_6	524	26363	0.5804511858004364	0.49430682760583666	0.08614435819459976
All	xgboost	K562	ELAVL1_6-ZNF800_2	150	43629	0.574550815153767	0.48840784837456364	0.08614296677920341
All	xgboost	HepG2	FXR2_2-UCHL5_1	1581	52877	0.6096414877640486	0.5235395810969021	0.08610190666714646
All	xgboost	K562	LARP4_5-SF3B4_5	206	228122	0.48146010850529886	0.39537725686816194	0.08608285163713691
All	xgboost	K562	MTPAP_6-RBM22_5	154	36266	0.5555335440425476	0.4694516476731826	0.08608189636936503
All	xgboost	HepG2	BCLAF1_1-HNRNPL_5	103	206738	0.45373082117983565	0.3676610311597749	0.08606979002006077
All	xgboost	K562	FXR1_1-ZNF622_2	975	310815	0.4522640749550918	0.36621445556710797	0.08604961938798383
All	xgboost	K562	AQR_1-ZNF622_1	12548	308776	0.45838185063323655	0.3723353136600337	0.08604653697320286
All	xgboost	K562	DDX24_5-XRN2_4	267	89091	0.5914002133239992	0.5053556865561033	0.08604452676789587
All	xgboost	HepG2	TRA2A_4-ZNF800_3	2123	18884	0.7422632328192242	0.6562298134679974	0.08603341935122688
All	xgboost	HepG2	HNRNPK_3-ILF3_4	263	22953	0.5077712859429195	0.421747271156539	0.08602401478638055
All	xgboost	HepG2	PPIG_1-PRPF8_3	35028	327537	0.4901241320021982	0.4041306349360181	0.08599349706618009
All	xgboost	HepG2	NKRF_5-PRPF4_6	811	44582	0.5018983575324257	0.4159088884968951	0.08598946903553062
All	xgboost	K562	YBX3_6-ZC3H8_1	691	161871	0.4929630753992269	0.40697417578565165	0.08598889961357525
All	xgboost	HepG2	G3BP1_5-LIN28B_5	887	38621	0.5130493336218233	0.427061752161377	0.08598758146044627
All	xgboost	HepG2	EFTUD2_2-U2AF2_4	10804	259733	0.4350312425537156	0.34904384742269323	0.08598739513102238
All	xgboost	HepG2	PRPF8_5-U2AF1_4	6132	335207	0.4650445753996726	0.37906878950467693	0.08597578589499566
All	xgboost	K562	IGF2BP1_2-METAP2_6	1397	64982	0.5542099299982615	0.46823891636343906	0.0859710136348224
All	xgboost	K562	CSTF2T_2-NCBP2_5	378	22823	0.4649261012088781	0.37896547148443394	0.08596062972444418
All	xgboost	K562	DDX3X_6-RBM15_5	4464	151218	0.5679048555174603	0.4819456557869457	0.08595919973051458
All	xgboost	HepG2	EFTUD2_6-LARP7_5	880	77446	0.5389675774966014	0.45303036755620685	0.08593720994039455
All	xgboost	K562	IGF2BP1_5-SND1_5	1122	39391	0.5416614252578231	0.4557370528731919	0.08592437238463124
All	xgboost	K562	RBM22_5-SRSF7_4	697	29602	0.47982231367098227	0.3939007606400251	0.08592155303095717
All	xgboost	K562	GPKOW_6-RPS3_6	539	51894	0.5969528411507673	0.5110360868842253	0.085916754266542
All	xgboost	K562	DDX43_5-EFTUD2_3	5564	170309	0.5089770917416272	0.42308251258086416	0.08589457916076304
All	xgboost	HepG2	DDX3X_6-RPS3_6	13708	115377	0.5422503999133123	0.45636256911751927	0.08588783079579299
All	xgboost	K562	AQR_5-UCHL5_5	27513	407138	0.5196933715773309	0.4338083990186652	0.08588497255866567
All	xgboost	K562	AQR_1-BUD13_5	16911	311895	0.4984626018770979	0.41258150589524256	0.08588109598185534
All	xgboost	HepG2	BCLAF1_2-G3BP1_1	8171	433478	0.45299287270278976	0.36711227017637826	0.0858806025264115
All	xgboost	K562	DDX43_1-GTF2F1_6	709	123436	0.4799289946188128	0.39406095212247105	0.08586804249634172
All	xgboost	K562	GEMIN5_6-PUM1_6	744	51348	0.6181494488320385	0.5323010792176184	0.0858483696144201
All	xgboost	HepG2	CSTF2T_1-FAM120A_2	1754	19606	0.5277640585402512	0.4419217638338664	0.08584229470638483
All	xgboost	K562	SF3B4_5-SSB_5	579	227511	0.48110490826896457	0.3952664626482124	0.08583844562075216
All	xgboost	HepG2	GRWD1_1-PRPF4_6	4607	213684	0.48962846601821897	0.40380921667929137	0.0858192493389276
All	xgboost	K562	DGCR8_3-KHSRP_1	346	89581	0.36984589469115736	0.28404521798698	0.08580067670417735
All	xgboost	K562	SRSF7_2-U2AF2_3	1773	50478	0.47123056812021413	0.3854302136962604	0.08580035442395373
All	xgboost	K562	GRWD1_2-YBX3_4	5800	214460	0.5798221702843651	0.4940288042809402	0.08579336600342491
All	xgboost	HepG2	EFTUD2_1-XRN2_1	964	62975	0.5417115926713745	0.45592829164715776	0.08578330102421672
All	xgboost	HepG2	NIP7_5-NOLC1_4	1138	3820	0.5316763980604694	0.44589960505147175	0.08577679300899765
All	xgboost	K562	PUM2_6-RBM15_6	190	90467	0.4735145852816054	0.38775926133111416	0.08575532395049124
All	xgboost	K562	DDX6_2-DROSHA_2	859	28084	0.6524350689481508	0.5666833921822361	0.08575167676591477
All	xgboost	HepG2	GRWD1_6-ZNF800_2	14591	372243	0.49058575906026236	0.404835308499084	0.08575045056117836
All	xgboost	K562	DDX43_2-GTF2F1_5	1576	224104	0.4791393965989982	0.3933957036926744	0.08574369290632378
All	xgboost	HepG2	PRPF8_5-YBX3_2	1642	325563	0.4755148765331524	0.38977367423780795	0.08574120229534443
All	xgboost	HepG2	BCLAF1_6-SND1_1	2070	416246	0.4541028108312868	0.3683625069246722	0.08574030390661458
All	xgboost	K562	RBM15_4-UCHL5_5	5019	174650	0.5343999949979511	0.44867229235906014	0.08572770263889096
All	xgboost	HepG2	RBM5_2-SF3B4_2	3036	117024	0.509314657018042	0.42359531622251023	0.08571934079553178
All	xgboost	K562	EIF4G2_6-NONO_5	128	20618	0.473447763470249	0.38773089728431254	0.08571686618593644
All	xgboost	HepG2	G3BP1_5-PRPF8_1	3661	220625	0.4801108063413656	0.39440041164436923	0.08571039469699637
All	xgboost	K562	PABPC4_2-UPF1_5	279	38630	0.6275749839400819	0.5418647342223653	0.08571024971771668
All	xgboost	HepG2	HNRNPK_2-SF3B4_2	1433	122669	0.5051543587310914	0.41944437244593635	0.08570998628515503
All	xgboost	K562	ELAC2_6-TBRG4_5	74	9051	0.4023301584690442	0.31662244906128756	0.08570770940775663
All	xgboost	HepG2	GRWD1_1-SRSF1_5	1698	199266	0.4857618539834361	0.4000605207393173	0.08570133324411877
All	xgboost	K562	BUD13_4-EWSR1_4	1231	140191	0.6021812103846393	0.5164814047700179	0.08569980561462143
All	xgboost	HepG2	FTO_1-FTO_2	874	5112	0.6282391311607709	0.5425423970742926	0.08569673408647827
All	xgboost	K562	MTPAP_4-RBM15_3	329	32506	0.6515977674914345	0.5659280284764614	0.0856697390149731
All	xgboost	HepG2	GRWD1_6-LSM11_5	2176	364165	0.489312900034787	0.40365345854221857	0.08565944149256843
All	xgboost	K562	DDX24_1-KHSRP_2	1919	158151	0.42406128745389793	0.3384018788312595	0.08565940862263843
All	xgboost	HepG2	PPIG_6-PTBP1_3	2587	437203	0.4834292276735431	0.3977992223387009	0.08563000533484222
All	xgboost	K562	GEMIN5_5-LIN28B_1	479	41177	0.6028244485339582	0.5172332886026244	0.08559115993133382
All	xgboost	K562	AKAP8L_5-ZNF622_1	66	134501	0.4504516056258111	0.36486298139997186	0.08558862422583924
All	xgboost	HepG2	LIN28B_5-UCHL5_1	68	33528	0.5978256475893	0.5122442460384502	0.08558140155084981
All	xgboost	HepG2	SF3A3_5-SF3B4_6	12940	131802	0.5200689157212264	0.4344889073750823	0.0855800083461441
All	xgboost	K562	GEMIN5_6-METAP2_6	1702	46624	0.6391785246738146	0.5536034284620827	0.08557509621173198
All	xgboost	HepG2	PPIG_3-PRPF8_6	39900	431645	0.4973489086237347	0.4117866011426903	0.08556230748104443
All	xgboost	K562	DROSHA_2-METAP2_5	196	35751	0.6508344480343109	0.5652725519726043	0.08556189606170661
All	xgboost	K562	GEMIN5_3-TIA1_4	726	39137	0.3483653814538562	0.2628087107262683	0.08555667072758788
All	xgboost	HepG2	EFTUD2_1-SLTM_1	260	64279	0.5529770526084403	0.467433129306721	0.08554392330171934
All	xgboost	K562	CSTF2T_3-DROSHA_1	396	32605	0.5341511393653577	0.4486105119246475	0.08554062744071023
All	xgboost	K562	AQR_2-DDX55_2	4213	395204	0.5234251584821519	0.4378964051912717	0.08552875329088017
All	xgboost	HepG2	GRWD1_2-ZNF800_2	24451	388049	0.48859301811324274	0.4030703042399222	0.08552271387332055
All	xgboost	K562	BUD13_1-U2AF1_4	1052	110675	0.40452407817036684	0.3190147148879673	0.08550936328239955
All	xgboost	K562	SRSF1_3-ZRANB2_3	299	37327	0.6495441143336286	0.5640516554903832	0.08549245884324541
All	xgboost	HepG2	IGF2BP1_5-UPF1_6	142	21608	0.38571537378598275	0.3002411102520255	0.08547426353395726
All	xgboost	K562	FXR2_6-PUM1_2	1880	78150	0.5981540983871465	0.5126838544353448	0.0854702439518017
All	xgboost	K562	PRPF8_2-SF3B4_5	43433	343820	0.44938275129192984	0.36391362853934217	0.08546912275258767
All	xgboost	K562	DDX6_5-EWSR1_6	278	8551	0.4113153532563272	0.32585285619485227	0.0854624970614749
All	xgboost	HepG2	GRSF1_3-LARP4_3	725	10372	0.4324015871563759	0.346945755490927	0.0854558316654489
All	xgboost	K562	PRPF8_3-RBM22_2	1142	162413	0.4552079724063305	0.36975354324239906	0.08545442916393142
All	xgboost	K562	DDX24_3-NONO_1	504	78269	0.6049590417660176	0.5195518474804457	0.08540719428557186
All	xgboost	HepG2	CSTF2T_3-NKRF_6	553	23890	0.4491126195248366	0.36371828038674825	0.08539433913808836
All	xgboost	K562	ILF3_6-KHSRP_2	131	80546	0.3352812238276559	0.24989654464507516	0.08538467918258075
All	xgboost	K562	PABPC4_4-PCBP1_5	373	28020	0.497519756781418	0.4121381915925736	0.08538156518884443
All	xgboost	K562	BUD13_5-DDX43_2	16291	315660	0.5016254826234019	0.4162483417935383	0.08537714082986358
All	xgboost	K562	DDX24_4-DGCR8_3	581	138201	0.5665223219497335	0.4811467029235612	0.0853756190261723
All	xgboost	HepG2	GRSF1_3-GTF2F1_2	51	22500	0.44746290562855084	0.3620886911911695	0.08537421443738136
All	xgboost	HepG2	SF3B4_6-SND1_2	3472	139761	0.5314108123758022	0.4460533158918475	0.08535749648395474
All	xgboost	K562	MORC2_6-RBM15_1	260	33446	0.49239211442062636	0.40703959424590663	0.08535252017471973
All	xgboost	HepG2	NCBP2_2-PRPF4_3	2871	93589	0.440434630243119	0.355083227743592	0.085351402499527
All	xgboost	HepG2	RBFOX2_5-TARDBP_1	46	49746	0.5155670375348357	0.43021842788795295	0.08534860964688273
All	xgboost	HepG2	DDX3X_1-TIAL1_4	519	59364	0.48207083718878196	0.3967589444784545	0.08531189271032746
All	xgboost	HepG2	HNRNPK_4-RBFOX2_3	1643	56367	0.4614531548386194	0.3761419873446489	0.0853111674939705
All	xgboost	HepG2	BCLAF1_2-GRWD1_1	62771	480494	0.44488566579055877	0.3596058227102711	0.08527984308028769
All	xgboost	K562	UCHL5_1-YBX3_2	7495	304630	0.47109052259671036	0.38582847296130807	0.08526204963540229
All	xgboost	HepG2	GTF2F1_4-PRPF8_5	1956	326258	0.47133568879203347	0.38608261515287023	0.08525307363916323
All	xgboost	K562	EFTUD2_6-IGF2BP1_2	1223	116098	0.49638178697297164	0.41113041077291057	0.08525137620006107
All	xgboost	K562	AATF_5-HNRNPM_5	370	11164	0.5757170287112845	0.49046615226919876	0.08525087644208573
All	xgboost	K562	GRWD1_6-HLTF_6	479	87618	0.541308118163583	0.45605865944319934	0.0852494587203837
All	xgboost	K562	RBM15_1-ZNF622_6	4198	290154	0.4580952224789352	0.37285653259667473	0.08523868988226047
All	xgboost	K562	LIN28B_5-RBM15_2	1012	116815	0.5227279167926977	0.4374900556872333	0.08523786110546439
All	xgboost	HepG2	GTF2F1_5-PRPF4_5	14031	44136	0.4898041623270305	0.4045879817180902	0.08521618060894032
All	xgboost	K562	AGGF1_2-UCHL5_1	1276	139796	0.45813283066105837	0.37292254445731254	0.08521028620374582
All	xgboost	K562	BUD13_3-BUD13_5	16513	193980	0.5385541323779663	0.45334909203299756	0.08520504034496879
All	xgboost	K562	CSTF2T_5-EIF4G2_5	914	28064	0.499122075625688	0.41393260804214693	0.08518946758354107
All	xgboost	HepG2	DDX3X_6-YBX3_2	838	103528	0.5050827398088245	0.4199045817701482	0.08517815803867623
All	xgboost	HepG2	EFTUD2_1-TIAL1_1	1683	72583	0.5446898962195017	0.45953947565183784	0.08515042056766386
All	xgboost	HepG2	AKAP1_3-LARP4_3	463	9290	0.4373472931995863	0.3522028885618306	0.08514440463775574
All	xgboost	K562	BUD13_3-RBFOX2_5	2239	105680	0.5011639701954766	0.41602103202688656	0.08514293816859009
All	xgboost	HepG2	CSTF2T_6-EFTUD2_6	1430	85108	0.5297211308573937	0.44459021602838467	0.08513091482900903
All	xgboost	K562	HNRNPK_6-SND1_6	429	56921	0.5655425469513962	0.48041571008678063	0.08512683686461553
All	xgboost	K562	AATF_5-SMNDC1_5	1765	26328	0.5472630938469889	0.46215992045836685	0.08510317338862206
All	xgboost	K562	BUD13_1-DDX42_1	285	89442	0.38604574809350856	0.3009505942424411	0.08509515385106747
All	xgboost	K562	BUD13_2-LIN28B_2	5685	249246	0.49138463255221343	0.4063059986243497	0.08507863392786374
All	xgboost	K562	DGCR8_3-FUS_3	158	13052	0.5064792682596579	0.4214019511486914	0.08507731711096655
All	xgboost	K562	BUD13_6-SF3B4_5	35768	318525	0.47423300003866653	0.38916702854162466	0.08506597149704187
All	xgboost	HepG2	DDX3X_5-RBFOX2_1	144	71615	0.5318042710405189	0.44676398704446685	0.08504028399605201
All	xgboost	HepG2	SF3B4_5-SUPV3L1_3	682	118794	0.527338839421072	0.44229936224238775	0.08503947717868421
All	xgboost	HepG2	PRPF4_3-TRA2A_6	768	58546	0.549473013186992	0.46443848858632875	0.0850345246006633
All	xgboost	HepG2	EFTUD2_1-UPF1_6	387	73581	0.5034192162460733	0.4184023021769606	0.08501691406911271
All	xgboost	K562	HNRNPK_3-MBNL1_5	204	25424	0.5020331932596347	0.41702901736239406	0.08500417589724063
All	xgboost	HepG2	AQR_6-CSTF2T_4	2540	187780	0.5258818028302661	0.4408875854411002	0.0849942173891659
All	xgboost	K562	EIF4G2_4-NONO_6	58	14611	0.45207467208004537	0.3670808915123237	0.08499378056772167
All	xgboost	K562	UCHL5_1-XRN2_2	548	149345	0.4637680568589687	0.37877758839806563	0.08499046846090308
All	xgboost	HepG2	NKRF_4-PRPF8_2	1547	431249	0.45196895226153677	0.3669850702945925	0.08498388196694429
All	xgboost	K562	PRPF8_4-XRN2_2	1565	163004	0.4698238193086338	0.3848473923157071	0.08497642699292673
All	xgboost	K562	PRPF8_1-PTBP1_1	663	124962	0.4199081120738296	0.33493468205115806	0.08497343002267155
All	xgboost	HepG2	HNRNPK_5-PTBP1_2	81	19055	0.42938372969679006	0.3444105439983366	0.08497318569845347
All	xgboost	K562	EIF4E_6-ZNF622_6	549	287039	0.46702656386420427	0.3820875703336255	0.08493899353057877
All	xgboost	HepG2	TIAL1_1-U2AF2_6	751	147919	0.38990249617190453	0.3049645881675317	0.08493790800437284
All	xgboost	K562	FUS_4-SMNDC1_3	731	25939	0.5714144267755218	0.4864814070631197	0.08493301971240208
All	xgboost	HepG2	TRA2A_2-UCHL5_1	2319	34883	0.629086304857936	0.5441602492164193	0.08492605564151678
All	xgboost	K562	AQR_2-HNRNPK_6	3297	400050	0.5220855268385978	0.43716144240927346	0.08492408442932431
All	xgboost	K562	GTF2F1_2-YBX3_6	1625	171749	0.48781503570749374	0.4029027840376016	0.08491225166989214
All	xgboost	K562	FUS_5-GRWD1_6	715	95949	0.545831599299594	0.4609242327178341	0.0849073665817599
All	xgboost	K562	PCBP1_4-ZNF800_6	379	42688	0.5116377269912205	0.42673307197260824	0.08490465501861222
All	xgboost	K562	DDX6_6-TIA1_5	433	48278	0.46903182526672316	0.3841412054428581	0.08489061982386503
All	xgboost	HepG2	LIN28B_2-PRPF8_6	4316	387042	0.48130477203791944	0.39642995494860234	0.0848748170893171
All	xgboost	HepG2	G3BP1_1-PRPF8_2	5350	445765	0.45515934068382136	0.3703099622734105	0.08484937841041085
All	xgboost	K562	PTBP1_3-U2AF2_3	650	52831	0.4346489312973877	0.34983064449154055	0.08481828680584713
All	xgboost	HepG2	PPIG_5-PRPF8_6	48444	466568	0.48243733493538354	0.3976208370059683	0.08481649792941526
All	xgboost	K562	METAP2_5-TIA1_3	138	45432	0.51346325545455	0.4286597539257978	0.08480350152875216
All	xgboost	K562	PRPF8_6-TIA1_6	6334	187113	0.4032903658112901	0.3184989966531032	0.08479136915818686
All	xgboost	K562	IGF2BP2_5-SF3B4_2	1298	259615	0.49161772699826145	0.40684838101472076	0.08476934598354069
All	xgboost	K562	FXR2_6-MTPAP_6	665	61497	0.6658149717452647	0.5810526378282516	0.08476233391701316
All	xgboost	K562	PRPF8_5-SF3B4_2	43689	366329	0.4408402013944793	0.3560853550461899	0.08475484634828945
All	xgboost	K562	FXR1_2-FXR2_2	17351	53207	0.5685480173294173	0.48379723391834717	0.08475078341107012
All	xgboost	HepG2	PRPF4_2-U2AF2_4	2995	221108	0.40097306322228643	0.3162299546922188	0.08474310853006761
All	xgboost	HepG2	DGCR8_2-FXR2_2	139	35846	0.565906070038668	0.48116815756196896	0.08473791247669904
All	xgboost	K562	AKAP8L_5-SF3B4_2	2855	249678	0.48886671942240023	0.4041414727776125	0.08472524664478776
All	xgboost	HepG2	AQR_2-EIF3H_6	2066	212563	0.5157498385077675	0.43104063990324726	0.0847091986045202
All	xgboost	K562	IGF2BP1_1-PRPF8_4	1228	167861	0.44442850702322345	0.3597291047874822	0.08469940223574124
All	xgboost	HepG2	PRPF4_4-PRPF8_4	11796	286873	0.428366182530337	0.34366893516551844	0.08469724736481854
All	xgboost	K562	FUS_4-PABPC4_6	662	44177	0.6102996485689238	0.525602567169183	0.08469708139974086
All	xgboost	HepG2	PCBP2_6-SF3A3_1	177	41732	0.4652400996683521	0.3805434127387789	0.08469668692957322
All	xgboost	K562	METAP2_2-NONO_5	1022	48099	0.6152124279211229	0.5305338552976102	0.08467857262351264
All	xgboost	HepG2	CSTF2T_5-EFTUD2_6	2164	97192	0.5263009652023396	0.44162975157025686	0.08467121363208274
All	xgboost	K562	UCHL5_1-ZNF622_1	49069	165348	0.4192072004437727	0.3345422155332072	0.08466498491056551
All	xgboost	K562	FXR2_2-HNRNPM_3	577	60937	0.6147351105866956	0.5300905410621901	0.0846445695245055
All	xgboost	K562	EIF4E_2-FMR1_5	191	53099	0.6014108730697053	0.5167664397767555	0.0846444332929498
All	xgboost	HepG2	RBM5_5-SF3B4_6	3034	98233	0.5201766669072461	0.43555328381096214	0.08462338309628392
All	xgboost	K562	AATF_1-CSTF2T_1	351	13200	0.4579637026409813	0.3733437398041387	0.08461996283684259
All	xgboost	HepG2	BUD13_2-RBM22_4	2224	100238	0.5617204525953547	0.47711929378060736	0.08460115881474739
All	xgboost	K562	SF3B4_3-UCHL5_3	10547	196204	0.5046872776366056	0.42011004753076875	0.08457723010583684
All	xgboost	K562	GEMIN5_6-SF3B4_6	1284	238245	0.5043213927490856	0.41974606348714893	0.08457532926193667
All	xgboost	K562	KHSRP_3-ZNF800_6	1371	135594	0.4069340738697743	0.32236997614662133	0.08456409772315299
All	xgboost	K562	GRWD1_3-SF3B4_1	1927	139151	0.47031257092283785	0.38574978238494495	0.0845627885378929
All	xgboost	HepG2	FXR2_2-LIN28B_2	1537	54830	0.5344965082844327	0.44993870652356127	0.08455780176087146
All	xgboost	HepG2	BCLAF1_3-U2AF1_5	1055	136538	0.5381656266138208	0.45361868893083057	0.08454693768299026
All	xgboost	K562	AQR_6-QKI_3	568	338354	0.5181050990521097	0.4335692357778088	0.08453586327430085
All	xgboost	HepG2	PABPN1_1-U2AF2_1	503	82762	0.4872475087661582	0.402730951807467	0.0845165569586912
All	xgboost	K562	BUD13_3-EWSR1_5	1278	97052	0.49266203266471864	0.4081467817887312	0.08451525087598744
All	xgboost	HepG2	DDX3X_4-SMNDC1_4	55	40781	0.3023056535195311	0.21779444416636584	0.08451120935316525
All	xgboost	K562	NOLC1_1-SRSF1_6	237	104412	0.5652510776312445	0.4807689441251991	0.08448213350604539
All	xgboost	K562	LIN28B_1-U2AF2_3	503	67073	0.468026801333816	0.383582810446345	0.08444399088747101
All	xgboost	HepG2	RBM15_2-RBM22_6	481	32967	0.5550616642715624	0.4706273172265314	0.08443434704503106
All	xgboost	HepG2	DDX3X_6-PRPF8_6	16169	436739	0.48130791398161843	0.3969063709233722	0.08440154305824621
All	xgboost	K562	NONO_4-UCHL5_4	653	186785	0.65775699880699	0.5733706155308549	0.08438638327613512
All	xgboost	HepG2	DROSHA_5-RBM5_1	103	11988	0.5159811317933503	0.4315949826561304	0.08438614913721987
All	xgboost	HepG2	PRPF8_5-QKI_2	1025	328299	0.4684971160114654	0.3841192337785061	0.08437788223295928
All	xgboost	K562	AQR_3-EFTUD2_6	14166	274580	0.49260852952334633	0.40824634439354834	0.08436218512979798
All	xgboost	K562	DDX24_1-MTPAP_2	1748	92959	0.5270306568958993	0.44267062470580654	0.0843600321900928
All	xgboost	K562	TRA2A_5-U2AF2_4	547	82454	0.4671726405331923	0.3828185650445721	0.08435407548862017
All	xgboost	K562	AQR_1-FAM120A_1	478	209798	0.4686411462952479	0.38429553902799873	0.08434560726724916
All	xgboost	HepG2	PPIG_6-SND1_5	4321	447113	0.4837422644451361	0.3994030979164469	0.08433916652868922
All	xgboost	K562	BUD13_1-YBX3_5	1676	152722	0.4479095278373879	0.36357790732231754	0.08433162051507037
All	xgboost	K562	AQR_6-SMNDC1_6	7192	337226	0.5157835701315818	0.4314561363226519	0.08432743380892993
All	xgboost	K562	DDX1_3-MORC2_3	55	3749	0.46863210874678485	0.38430832988006025	0.0843237788667246
All	xgboost	K562	YBX3_2-YBX3_6	35320	273218	0.4722700464085867	0.38796125936546344	0.08430878704312328
All	xgboost	K562	SRSF7_6-ZNF800_1	141	27544	0.603246127936441	0.5189417466488306	0.08430438128761031
All	xgboost	HepG2	FASTKD2_6-RBM5_5	198	16724	0.6196957740042222	0.5353985786934834	0.08429719531073876
