Data Partition	Model	Cell Line	Feature Pair	# Rows - Both Bound	# Rows - Either Bound	R2 - Both	R2 - Either	Difference R2 - (Both vs. Either)
All	xgboost	K562	EWSR1_6-GTF2F1_5	829	20162	0.664099095261383	0.37354830104141623	0.29055079421996677
All	xgboost	HepG2	EFTUD2_2-GTF2F1_5	1596	128429	0.7397048418183481	0.449158926765174	0.29054591505317406
All	xgboost	K562	CSTF2T_1-SMNDC1_5	271	34080	0.6880297868868999	0.39748653465782247	0.2905432522290774
All	xgboost	K562	EIF4E_5-SMNDC1_5	615	34707	0.6989549528587551	0.40842776684860804	0.29052718601014704
All	xgboost	HepG2	AQR_5-YBX3_5	968	160005	0.7459146982856124	0.45539079752528866	0.29052390076032375
All	xgboost	K562	RPS3_6-ZNF800_2	1638	57342	0.8411539148124675	0.5506554372926269	0.2904984775198406
All	xgboost	HepG2	IGF2BP1_1-RPS3_5	264	34425	0.7144624360587378	0.4239766284767925	0.2904858075819453
All	xgboost	K562	DDX3X_4-ZRANB2_3	291	56718	0.6741557151938508	0.3836808392217238	0.29047487597212696
All	xgboost	K562	MTPAP_2-SRSF1_6	2031	110153	0.7711361407230026	0.4806618207419121	0.2904743199810905
All	xgboost	K562	AQR_1-SMNDC1_5	2324	227308	0.6760320237614776	0.38555863097670484	0.2904733927847728
All	xgboost	K562	SRSF7_2-TIA1_2	365	48288	0.6651112207199082	0.37464526021009625	0.290465960509812
All	xgboost	HepG2	LARP7_3-NOL12_5	247	3174	0.3430403411510815	0.05257742253132869	0.2904629186197528
All	xgboost	HepG2	DDX55_1-PRPF4_1	144	30493	0.5931328644376863	0.30267585936689123	0.2904570050707951
All	xgboost	HepG2	SF3A3_2-SLTM_5	325	61189	0.8194650225317661	0.5290212141353383	0.2904438083964278
All	xgboost	K562	DDX55_6-PABPC4_3	1217	16855	0.8324446945553088	0.5420154907127734	0.29042920384253534
All	xgboost	K562	AKAP8L_2-RPS3_2	358	31118	0.8505890692064058	0.5601675506731605	0.29042151853324527
All	xgboost	HepG2	TARDBP_3-UCHL5_2	448	67719	0.7994676137574517	0.5090597262343037	0.29040788752314795
All	xgboost	K562	DDX3X_3-DDX43_3	1032	86596	0.7141119698563789	0.42370500941624945	0.2904069604401295
All	xgboost	HepG2	SF3B4_5-U2AF1_1	1095	121118	0.7313820956905798	0.4409778578736261	0.2904042378169537
All	xgboost	HepG2	FXR2_2-RPS3_2	724	81601	0.847641546192864	0.5572520127447398	0.29038953344812424
All	xgboost	HepG2	FTO_5-GRWD1_2	994	395006	0.6977715309540464	0.4073820220375217	0.2903895089165247
All	xgboost	K562	DDX1_4-SMNDC1_5	946	25147	0.6820572811015666	0.39167067789093724	0.29038660321062937
All	xgboost	HepG2	LARP4_1-PRPF8_6	3221	377132	0.6836754560960474	0.3932913091529361	0.2903841469431113
All	xgboost	HepG2	BUD13_5-CDC40_4	644	59090	0.8185471205585791	0.5281629891323065	0.2903841314262726
All	xgboost	K562	CSTF2T_3-LIN28B_2	509	92732	0.7288754917789778	0.43849650678480023	0.2903789849941776
All	xgboost	HepG2	DDX59_4-RBFOX2_5	514	49368	0.7133775013088364	0.4229997256781455	0.2903777756306909
All	xgboost	HepG2	BUD13_5-SRSF9_2	541	63852	0.8134477407941906	0.5230759985784889	0.2903717422157017
All	xgboost	HepG2	G3BP1_6-RPS3_2	5299	100585	0.7979186987655084	0.5075579448846588	0.2903607538808496
All	xgboost	K562	EXOSC10_6-SRSF1_1	285	61030	0.7379219542002813	0.44759227096566645	0.29032968323461483
All	xgboost	HepG2	AQR_5-LSM11_1	1139	164326	0.7430896113348671	0.45279395758438024	0.2902956537504868
All	xgboost	K562	RBFOX2_5-XRN2_5	2271	28800	0.7676501990483396	0.47735894131921697	0.2902912577291227
All	xgboost	HepG2	EIF3H_2-PRPF4_6	1786	55417	0.7188380224572969	0.4285490543607834	0.2902889680965135
All	xgboost	HepG2	LIN28B_6-TIA1_2	152	34648	0.6687837162122479	0.3784952286305504	0.29028848758169745
All	xgboost	K562	DDX24_3-DDX6_2	639	76610	0.8040941290129795	0.5138118831958662	0.29028224581711326
All	xgboost	K562	DDX55_1-GPKOW_5	93	27647	0.6702619024524274	0.3800211628531699	0.29024073959925756
All	xgboost	K562	FMR1_6-UCHL5_5	3109	179158	0.738697069573058	0.448468069367837	0.290229000205221
All	xgboost	K562	PCBP1_2-RPS3_5	756	27857	0.8022383019469227	0.5120193980520067	0.290218903894916
All	xgboost	HepG2	HNRNPC_3-TIA1_5	39	13105	0.5868934051603018	0.2966878669522214	0.29020553820808037
All	xgboost	K562	MTPAP_6-ZNF622_6	8216	263813	0.6524853266402897	0.36228472549425705	0.29020060114603263
All	xgboost	K562	DROSHA_3-DROSHA_4	4170	19350	0.6531224673570162	0.3629416816211394	0.2901807857358768
All	xgboost	K562	AQR_4-FASTKD2_5	755	285837	0.6383144452528225	0.34813670717748413	0.2901777380753384
All	xgboost	K562	IGF2BP1_5-ZNF622_1	572	142971	0.65599193324991	0.3658484601177663	0.2901434731321437
All	xgboost	K562	AQR_1-DDX47_5	233	207476	0.6769926794854133	0.38685156348884187	0.29014111599657144
All	xgboost	K562	MTPAP_6-PABPC4_2	326	45596	0.8734210403356113	0.5832809850559054	0.2901400552797059
All	xgboost	HepG2	EIF3H_5-FXR2_5	1272	24690	0.8161809855269875	0.5260752815585834	0.29010570396840407
All	xgboost	K562	EFTUD2_4-EWSR1_3	879	88220	0.762849378396331	0.4727532402668555	0.29009613812947554
All	xgboost	HepG2	DKC1_1-PPIG_2	1335	451119	0.6700055043130272	0.37991958095052825	0.29008592336249894
All	xgboost	HepG2	LSM11_5-SDAD1_2	359	17430	0.7794778829281639	0.48940403565389123	0.29007384727427266
All	xgboost	HepG2	G3BP1_2-PCBP2_5	1142	78991	0.7243358478959188	0.43428599050704264	0.2900498573888761
All	xgboost	HepG2	DGCR8_5-PPIG_1	314	206939	0.6636942458956108	0.3736546869770111	0.29003955891859967
All	xgboost	K562	DROSHA_6-EIF3G_6	918	16357	0.7987145754130963	0.5086788472234871	0.2900357281896092
All	xgboost	K562	PUM2_6-UCHL5_1	616	156176	0.6512078420023018	0.3611735493338476	0.29003429266845415
All	xgboost	HepG2	AQR_1-RBFOX2_6	928	103804	0.7015912628363048	0.4115591454207389	0.2900321174155659
All	xgboost	K562	FXR2_2-UPF1_2	303	65509	0.813634633367568	0.523610168051532	0.290024465316036
All	xgboost	HepG2	AQR_2-FKBP4_3	502	197632	0.7116244397670082	0.42164967061467806	0.2899747691523301
All	xgboost	HepG2	LSM11_6-SRSF1_3	530	30119	0.7144437674764159	0.4244719649952645	0.2899718024811514
All	xgboost	K562	EFTUD2_1-ZNF800_2	1571	102555	0.735531766042651	0.44557655571788546	0.28995521032476557
All	xgboost	HepG2	LARP4_2-PPIG_2	3022	476889	0.6744046392912413	0.38445385581207125	0.28995078347917
All	xgboost	K562	EIF3G_6-RPS3_2	1047	27874	0.8756633532203509	0.5857235696079388	0.2899397836124121
All	xgboost	HepG2	GRWD1_4-RBM22_5	6073	252226	0.8041448297489546	0.5142056442208864	0.2899391855280682
All	xgboost	HepG2	FXR2_2-RBFOX2_5	925	72778	0.7268332378350006	0.4369016681825709	0.2899315696524297
All	xgboost	K562	ELAVL1_2-MTPAP_2	38	19525	0.7250383926368138	0.4351071432368593	0.2899312493999545
All	xgboost	HepG2	G3BP1_2-G3BP1_5	11173	70573	0.625148886853433	0.33522915808883147	0.2899197287646015
All	xgboost	K562	DDX3X_5-RBFOX2_3	835	83121	0.7778560735349831	0.487936662608247	0.2899194109267361
All	xgboost	K562	GEMIN5_4-SRSF1_4	684	77117	0.6721803377468751	0.38226495025857954	0.2899153874882956
All	xgboost	HepG2	DDX59_1-SF3B4_5	595	120923	0.7247391386020834	0.43483206797334706	0.28990707062873633
All	xgboost	K562	METAP2_6-PABPC4_6	3913	56458	0.7850075680811752	0.49513706298387694	0.2898705050972983
All	xgboost	K562	BUD13_1-SRSF7_2	543	101172	0.6243863150808584	0.3345666370539835	0.2898196780268749
All	xgboost	K562	CSTF2T_5-PABPC4_6	834	59768	0.7540690881972796	0.4642653761971277	0.28980371200015187
All	xgboost	HepG2	BUD13_2-TRA2A_5	734	94116	0.7532263562804078	0.46342359580158554	0.28980276047882225
All	xgboost	K562	BUD13_2-RPS3_1	1116	197809	0.6946834011096497	0.404893700304055	0.28978970080559463
All	xgboost	K562	PRPF8_6-XRN2_1	627	176306	0.6113593956728881	0.3215751863959655	0.2897842092769226
All	xgboost	HepG2	KHSRP_5-QKI_1	166	38766	0.5347493822382573	0.2449720536927792	0.2897773285454781
All	xgboost	K562	EIF4E_6-PCBP1_1	199	28944	0.7656578666441615	0.47589651528045795	0.2897613513637035
All	xgboost	K562	PUM1_6-U2AF2_6	728	111669	0.6879939784045559	0.3982389331216991	0.2897550452828568
All	xgboost	K562	METAP2_4-PUM1_3	798	34586	0.47339224007917147	0.1836754275950162	0.28971681248415526
All	xgboost	K562	U2AF1_4-ZNF622_2	5667	306715	0.6394502400858915	0.3497385914433331	0.2897116486425584
All	xgboost	K562	DROSHA_3-METAP2_6	118	42139	0.7956477413052694	0.5059436285220273	0.28970411278324204
All	xgboost	HepG2	NOLC1_4-RBM5_5	946	12298	0.7520614906791467	0.4623574775621141	0.28970401311703264
All	xgboost	K562	DROSHA_4-PABPC4_2	1175	42886	0.8481152149139328	0.5584320395381035	0.2896831753758293
All	xgboost	K562	BUD13_3-GPKOW_6	2005	112965	0.6916562278291207	0.40198180245483706	0.2896744253742837
All	xgboost	K562	DDX3X_6-DROSHA_5	4930	121838	0.7551848646295343	0.46553776465581687	0.2896470999737174
All	xgboost	HepG2	FKBP4_3-SF3A3_2	640	61251	0.8179196839723916	0.5282737083712937	0.28964597560109784
All	xgboost	HepG2	BUD13_2-NCBP2_2	1607	139502	0.6797481617097358	0.39010982403582084	0.289638337673915
All	xgboost	K562	ELAC2_6-FAM120A_5	127	12921	0.6084358022098186	0.3188070098457101	0.28962879236410854
All	xgboost	K562	APOBEC3C_6-EFTUD2_3	955	85908	0.7140349353939868	0.4244184958320203	0.2896164395619665
All	xgboost	HepG2	TRA2A_5-UCHL5_5	900	24673	0.9034425429101504	0.6138322473719562	0.2896102955381942
All	xgboost	K562	BUD13_6-DDX24_3	9938	213437	0.7247912277934043	0.4352046500450798	0.2895865777483245
All	xgboost	HepG2	BCLAF1_5-UCHL5_5	5675	191974	0.6939922022663115	0.40441118417805033	0.2895810180882612
All	xgboost	K562	RPS3_6-ZNF800_6	2197	51492	0.7769048975383792	0.48735672429659693	0.2895481732417823
All	xgboost	HepG2	GRWD1_5-WDR43_6	384	180053	0.692436852427561	0.40289733817866136	0.2895395142488997
All	xgboost	K562	DHX30_6-EWSR1_6	140	5764	0.6404822988782763	0.35095209324286836	0.289530205635408
All	xgboost	K562	BUD13_5-RBM15_3	3638	156737	0.7541330879347179	0.4646046409808471	0.2895284469538708
All	xgboost	HepG2	PRPF4_3-RBM5_1	917	48941	0.7414698305540781	0.4519533303961961	0.289516500157882
All	xgboost	K562	GRWD1_4-RPS3_3	571	61964	0.5678818293495	0.2783955306856146	0.2894862986638854
All	xgboost	HepG2	PRPF8_2-UPF1_2	663	438399	0.6582653782470589	0.368782647429603	0.2894827308174559
All	xgboost	HepG2	BUD13_2-CDC40_2	962	90785	0.743980002381581	0.45450894392126395	0.28947105846031707
All	xgboost	K562	METAP2_2-RBM15_2	2188	116167	0.7625158333001609	0.4730521073362023	0.28946372596395864
All	xgboost	HepG2	G3BP1_2-SDAD1_2	219	71636	0.704559028385761	0.4151693947719213	0.28938963361383974
All	xgboost	K562	EFTUD2_2-ZNF622_3	4692	167506	0.7877107145029811	0.498323047924636	0.28938766657834514
All	xgboost	K562	BUD13_1-PUM1_3	1130	100762	0.6075775231193239	0.318190370571626	0.28938715254769787
All	xgboost	K562	FXR2_2-MTPAP_2	1115	68570	0.8136941281291279	0.5243092609265518	0.28938486720257606
All	xgboost	K562	EIF4E_5-PCBP1_2	86	28480	0.7441053243036446	0.45475263746822625	0.28935268683541837
All	xgboost	HepG2	AQR_6-EIF3H_3	864	183281	0.737476321303725	0.4481359339440144	0.28934038735971057
All	xgboost	K562	AKAP8L_2-EIF4E_1	491	16735	0.7091910205672566	0.41985587538238256	0.289335145184874
All	xgboost	K562	GTF2F1_6-LSM11_6	280	9524	0.6681455153786462	0.37885542828474694	0.28929008709389925
All	xgboost	K562	EIF3G_5-GEMIN5_2	422	27972	0.8593601832956159	0.5700734876638773	0.2892866956317386
All	xgboost	K562	SAFB2_3-ZNF622_3	656	76518	0.7092890988061107	0.42002068089858746	0.2892684179075232
All	xgboost	HepG2	PABPN1_5-U2AF1_3	400	37769	0.722502958134308	0.4332431350471011	0.2892598230872069
All	xgboost	K562	RPS6_2-ZNF800_2	213	37390	0.8399561645780718	0.5507052262152126	0.2892509383628592
All	xgboost	HepG2	LARP4_6-PABPN1_1	195	48119	0.7214358812920395	0.4321877168300946	0.2892481644619449
All	xgboost	K562	DDX43_2-XRN2_3	1072	217041	0.6843706817185558	0.3951397865578372	0.28923089516071854
All	xgboost	K562	DDX43_2-IGF2BP2_4	2165	228219	0.6957674656649431	0.40654234441398485	0.28922512125095823
All	xgboost	HepG2	BUD13_5-TRA2A_1	336	64948	0.8041893949440319	0.5149664376917114	0.2892229572523205
All	xgboost	HepG2	EIF3H_2-FXR2_2	2455	46914	0.7239628294487426	0.43474118442538834	0.28922164502335423
All	xgboost	HepG2	RBM22_2-SND1_5	305	69227	0.7242789312971608	0.4350686434404687	0.2892102878566921
All	xgboost	K562	DDX3X_6-DDX6_5	485	120027	0.7760918276574834	0.48688637009166835	0.28920545756581506
All	xgboost	K562	DDX3X_2-UTP18_5	368	143838	0.7600627241285849	0.47086621327606304	0.28919651085252185
All	xgboost	K562	EIF4E_6-PRPF8_1	2817	136808	0.6544669900588218	0.36527879149645504	0.28918819856236677
All	xgboost	K562	LIN28B_1-UCHL5_5	1395	164402	0.7196634141825653	0.43047968009950954	0.28918373408305575
All	xgboost	HepG2	RBM5_2-RPS3_2	810	55094	0.8742414109722174	0.5850592716437271	0.28918213932849035
All	xgboost	K562	LARP4_6-MTPAP_6	326	15135	0.8813611676248468	0.5921795518172991	0.28918161580754775
All	xgboost	K562	IGF2BP2_1-RBM15_2	699	100192	0.7234211961211438	0.4342585042916668	0.28916269182947696
All	xgboost	HepG2	EFTUD2_4-TIAL1_3	2241	94097	0.7494291496166232	0.46028390784371276	0.28914524177291046
All	xgboost	K562	DDX43_3-METAP2_1	451	72977	0.8245349130162511	0.5354026235701717	0.2891322894460795
All	xgboost	K562	SRSF7_2-ZNF800_5	1029	28661	0.7345962945106295	0.4454846793484586	0.2891116151621709
All	xgboost	K562	KHSRP_2-RPS3_5	450	90236	0.5968073058165672	0.3076980758164972	0.28910923000006994
All	xgboost	K562	FMR1_1-GEMIN5_5	86	35790	0.9106578585448726	0.6215552883273476	0.28910257021752495
All	xgboost	HepG2	LARP4_1-SF3B4_6	1217	103712	0.7251391616047876	0.4360466486443837	0.28909251296040395
All	xgboost	HepG2	RBM5_5-ZNF800_2	260	52570	0.7593614267329426	0.47027470762208945	0.28908671911085315
All	xgboost	K562	UCHL5_5-XRCC6_5	1154	142409	0.7297283613370014	0.4406571262441057	0.2890712350928957
All	xgboost	HepG2	RBM15_2-SF3A3_3	290	40183	0.8080496431340478	0.518984722719898	0.2890649204141498
All	xgboost	HepG2	AQR_3-LIN28B_5	946	114507	0.6357585551307788	0.34671636025964936	0.2890421948711295
All	xgboost	K562	APOBEC3C_1-APOBEC3C_6	358	11993	0.8230245509782195	0.5340030732576309	0.2890214777205886
All	xgboost	K562	GTF2F1_2-ZNF622_1	378	139513	0.6569722288983257	0.3679523162609921	0.2890199126373336
All	xgboost	K562	FXR2_6-LSM11_5	598	51969	0.8443990666785013	0.555381980978106	0.2890170857003953
All	xgboost	K562	EIF4G2_2-NONO_4	387	16124	0.8079788286592544	0.5189673536722963	0.2890114749869581
All	xgboost	HepG2	G3BP1_2-XRN2_6	276	65376	0.6790846174133465	0.390073861077594	0.28901075633575246
All	xgboost	K562	CSTF2T_2-U2AF2_6	967	100141	0.6632028778481729	0.3742122060651141	0.2889906717830588
All	xgboost	K562	PABPC4_2-YBX3_6	8967	176220	0.7026166423622293	0.4136848640365809	0.2889317783256484
All	xgboost	K562	GPKOW_2-TRA2A_2	2636	50734	0.7290403915878765	0.44011303083256803	0.28892736075530845
All	xgboost	K562	FMR1_2-U2AF2_6	1448	130461	0.7139531812386128	0.42504478375045496	0.2889083974881579
All	xgboost	K562	IGF2BP1_2-SND1_5	1171	62457	0.722819594205892	0.43391980632202864	0.2888997878838634
All	xgboost	HepG2	G3BP1_2-RBM5_5	416	73276	0.7065298954196542	0.4176391872063482	0.288890708213306
All	xgboost	K562	FXR2_2-SND1_6	821	102020	0.8047123162513445	0.5158470090988934	0.2888653071524512
All	xgboost	HepG2	RPS3_5-SF3A3_3	879	55008	0.8158507718285026	0.5269911621902132	0.2888596096382894
All	xgboost	K562	XRN2_1-ZNF622_1	294	130713	0.6557258207771384	0.36686646189086836	0.28885935888627
All	xgboost	HepG2	FAM120A_4-PCBP2_3	1395	27134	0.6113881807690968	0.3225330234698224	0.28885515729927447
All	xgboost	HepG2	DROSHA_1-SF3A3_3	161	33492	0.7781932827021548	0.48934164597637575	0.28885163672577907
All	xgboost	K562	KHSRP_4-RBM22_2	1814	98354	0.5535222843709235	0.2646742658226636	0.2888480185482599
All	xgboost	HepG2	SF3A3_1-TIAL1_1	211	37144	0.7583199919905212	0.46947291234078936	0.2888470796497319
All	xgboost	K562	EFTUD2_2-IGF2BP1_1	451	117335	0.7488545204194006	0.46004113849040573	0.28881338192899486
All	xgboost	HepG2	GRSF1_3-PPIG_2	929	451752	0.6716136368078729	0.3828038561862327	0.2888097806216402
All	xgboost	K562	FAM120A_5-FUS_2	30	13179	0.7721597388441575	0.4833508478592703	0.28880889098488716
All	xgboost	K562	EIF4G2_4-UCHL5_1	255	141003	0.662222520949858	0.3734168534771566	0.2888056674727014
All	xgboost	HepG2	EFTUD2_2-PABPN1_5	3006	130199	0.7522981074113091	0.46349527184754113	0.28880283556376796
All	xgboost	K562	METAP2_2-YBX3_5	3641	91545	0.7621253486290798	0.4733270005665967	0.28879834806248306
All	xgboost	HepG2	CDC40_5-SF3A3_2	1012	64454	0.7971830012823636	0.5084081266341899	0.28877487464817375
All	xgboost	HepG2	BCLAF1_2-LARP4_1	1792	432523	0.6610013740882186	0.3722337438029919	0.2887676302852267
All	xgboost	HepG2	GRWD1_1-RBM5_6	1253	187688	0.6915428177567022	0.40277620029769323	0.288766617459009
All	xgboost	K562	HNRNPK_3-SF3B4_4	2822	162110	0.775469455903731	0.4867818969522868	0.28868755895144416
All	xgboost	HepG2	RBM22_5-TRA2A_5	547	55013	0.7085573785048038	0.4198968031366256	0.28866057536817824
All	xgboost	K562	LSM11_6-SMNDC1_5	778	26458	0.6829797256629114	0.39432784461189696	0.28865188105101447
All	xgboost	K562	EFTUD2_2-RBM15_4	3776	137453	0.7652165148809416	0.4765650077863638	0.28865150709457776
All	xgboost	HepG2	HNRNPC_4-RBFOX2_2	26	25798	0.6977110255781153	0.40907922587736967	0.2886317997007456
All	xgboost	K562	FMR1_5-HNRNPK_3	404	49806	0.7943685509711332	0.5057655829692151	0.2886029680019181
All	xgboost	HepG2	CSTF2T_5-DGCR8_3	652	26617	0.7156440108649417	0.42705218935151323	0.28859182151342844
All	xgboost	HepG2	BUD13_6-EIF3D_6	1351	78218	0.7636257062771103	0.47503504874936897	0.2885906575277414
All	xgboost	K562	DHX30_5-NONO_5	180	19251	0.664329227924822	0.3757560428036678	0.28857318512115415
All	xgboost	K562	NCBP2_2-U2AF2_3	546	46381	0.6290344854146239	0.3404793464199408	0.2885551389946831
All	xgboost	HepG2	LIN28B_2-UCHL5_1	390	47017	0.7857922786996061	0.4972409464354268	0.2885513322641793
All	xgboost	HepG2	AQR_1-FTO_6	371	93480	0.7007293454655645	0.41218805827133886	0.28854128719422567
All	xgboost	HepG2	HNRNPK_4-PRPF4_3	1185	56144	0.7015356711102017	0.4130177288793593	0.2885179422308424
All	xgboost	K562	LIN28B_6-SSB_5	324	71059	0.6783190755086099	0.3898165925008661	0.28850248300774384
All	xgboost	K562	EFTUD2_5-SMNDC1_4	1564	106761	0.7508986564885163	0.4624038971394656	0.28849475934905067
All	xgboost	HepG2	FKBP4_2-GRWD1_6	662	360338	0.6931047479647185	0.40461419787350394	0.2884905500912146
All	xgboost	K562	DDX3X_4-PUM1_5	379	70159	0.6553521260535734	0.36686829195872994	0.28848383409484346
All	xgboost	HepG2	IGF2BP3_6-LIN28B_5	98	19219	0.6961643448258873	0.4076849902800217	0.2884793545458656
All	xgboost	HepG2	EIF3D_6-PCBP2_1	115	16645	0.703365243715963	0.4149264994499807	0.28843874426598226
All	xgboost	K562	DDX3X_5-FTO_3	884	62423	0.8111146109353854	0.5226763291480372	0.2884382817873482
All	xgboost	HepG2	LARP4_2-TIA1_2	746	40989	0.710815064940209	0.4224235169454281	0.28839154799478084
All	xgboost	HepG2	PCBP1_3-UCHL5_2	412	56635	0.7983896098195866	0.5100142674019861	0.28837534241760054
All	xgboost	K562	AQR_5-RPS3_5	2727	328498	0.7402459462774644	0.4518818969970536	0.2883640492804108
All	xgboost	K562	EFTUD2_6-FXR1_6	1013	105854	0.7240715125958048	0.4357146400766525	0.2883568725191523
All	xgboost	HepG2	RBM22_5-SF3B4_6	4595	132063	0.7100536986740332	0.42170267683395457	0.28835102184007866
All	xgboost	K562	FXR2_1-RPS3_6	674	50055	0.8384836848150491	0.5501800804955652	0.2883036043194839
All	xgboost	HepG2	FTO_2-GRWD1_2	1974	395851	0.6946863741228237	0.4063986578521056	0.28828771627071814
All	xgboost	K562	SMNDC1_5-UPF1_6	394	42213	0.6487238447692437	0.36044417572863985	0.28827966904060387
All	xgboost	K562	DDX43_1-HNRNPK_3	2577	136920	0.695542426917806	0.40727144803299953	0.28827097888480646
All	xgboost	K562	EWSR1_2-FAM120A_4	505	13244	0.6899959114293658	0.4017463228150082	0.28824958861435757
All	xgboost	K562	DDX24_6-PRPF8_4	13522	300191	0.6718721234472061	0.3836229731118175	0.28824915033538867
All	xgboost	K562	BUD13_4-DDX1_4	716	132383	0.7557372123282708	0.46749108185945876	0.2882461304688121
All	xgboost	HepG2	PPIG_1-ZNF800_5	2164	219487	0.6608008259456796	0.37257212010435836	0.2882287058413212
All	xgboost	K562	CSTF2T_6-EIF4G2_5	429	15272	0.6853360226513041	0.3971149326895512	0.2882210899617529
All	xgboost	K562	IGF2BP1_2-KHSRP_5	2901	158709	0.5918684461514591	0.3036622093726815	0.28820623677877755
All	xgboost	HepG2	PRPF4_3-SUPV3L1_2	703	45955	0.7545474830646283	0.4663427551559369	0.28820472790869134
All	xgboost	HepG2	LSM11_1-RBFOX2_5	749	48147	0.7196179434487876	0.43143449712380755	0.28818344632498005
All	xgboost	K562	DROSHA_5-PABPC4_2	446	47379	0.824628798509261	0.5364456473557047	0.2881831511535563
All	xgboost	K562	CPSF6_6-SRSF1_3	801	38438	0.773315495573317	0.4851351035912277	0.28818039198208933
All	xgboost	K562	IGF2BP2_2-IGF2BP2_5	3065	43963	0.7053931580034916	0.4172245698889454	0.28816858811454615
All	xgboost	K562	IGF2BP1_5-IGF2BP2_3	1932	25247	0.7233507900748223	0.4351877687806014	0.2881630212942209
All	xgboost	K562	FMR1_1-MTPAP_6	384	33287	0.8847522043471473	0.596612111607369	0.28814009273977825
All	xgboost	HepG2	SF3B4_6-UCHL5_2	4551	137954	0.7428913929524477	0.4547577482463133	0.28813364470613434
All	xgboost	HepG2	NCBP2_6-RBM5_1	197	51545	0.6515302111513623	0.3634093605022011	0.28812085064916126
All	xgboost	HepG2	PRPF4_6-SDAD1_6	845	47022	0.7127840656293767	0.42468698623497714	0.28809707939439955
All	xgboost	K562	DDX43_2-HNRNPK_4	2453	223905	0.6792037448444344	0.39111728643572485	0.2880864584087095
All	xgboost	K562	GRWD1_6-TRA2A_3	1157	93088	0.7421830172511286	0.4541046434073671	0.28807837384376145
All	xgboost	HepG2	U2AF2_6-UCHL5_2	3804	182732	0.6345222768207166	0.3464480610086835	0.2880742158120331
All	xgboost	K562	DDX43_4-TIA1_1	2012	129204	0.7379991600823406	0.4499519522484856	0.28804720783385496
All	xgboost	HepG2	EIF3H_5-GRWD1_6	3284	362628	0.6940108160729737	0.406003747453633	0.28800706861934067
All	xgboost	K562	RBM15_5-RPS3_5	694	54477	0.7372100540519069	0.44920750361082107	0.2880025504410858
All	xgboost	K562	DDX24_5-UCHL5_1	7569	205397	0.6883838977153958	0.40040532703939713	0.28797857067599864
All	xgboost	K562	CSTF2T_4-DGCR8_4	44	20196	0.7993008760573788	0.5113362768257084	0.2879645992316704
All	xgboost	HepG2	BUD13_6-SLTM_2	213	76010	0.7602564526472452	0.4723139354357724	0.2879425172114728
All	xgboost	K562	RBM22_3-SF3B4_4	2982	153725	0.6908570276886683	0.402915286574536	0.2879417411141323
All	xgboost	K562	BUD13_3-HNRNPK_1	1156	97300	0.6809016753793387	0.39296194298083	0.2879397323985087
All	xgboost	K562	GPKOW_6-XRN2_6	812	33697	0.7092575795575095	0.42133508133544983	0.2879224982220596
All	xgboost	K562	DDX43_5-MTPAP_1	676	108922	0.7124332108069549	0.42451618606715047	0.2879170247398044
All	xgboost	HepG2	PRPF8_6-TIA1_2	2697	375328	0.6788204521472201	0.3909364776126528	0.28788397453456727
All	xgboost	K562	EFTUD2_2-TRA2A_2	1055	122206	0.7684188681606238	0.48055028785104226	0.2878685803095815
All	xgboost	HepG2	NCBP2_2-U2AF1_3	623	71063	0.5659673347319596	0.27811505149620863	0.28785228323575096
All	xgboost	K562	SND1_1-TIA1_5	641	60426	0.7086056278876456	0.42075812623914044	0.28784750164850514
All	xgboost	K562	METAP2_4-NCBP2_4	325	23631	0.3978427131571435	0.11000130008082587	0.2878414130763176
All	xgboost	K562	FXR1_5-RBM22_6	39	33345	0.791901312427377	0.5040678612488183	0.28783345117855874
All	xgboost	K562	AATF_5-PRPF8_5	1256	209220	0.6391602410352737	0.35133938839839374	0.28782085263687995
All	xgboost	K562	SND1_1-YBX3_3	918	76690	0.7538778979475129	0.46608865042869485	0.28778924751881807
All	xgboost	K562	PCBP1_6-YBX3_2	2646	191333	0.6882466914220218	0.40046602095324313	0.28778067046877864
All	xgboost	K562	SF3B4_3-TRA2A_2	1356	148988	0.7521254897993719	0.4643498536453182	0.28777563615405366
All	xgboost	K562	DDX3X_6-DDX55_5	696	118339	0.7810252378336441	0.493255900906975	0.28776933692666906
All	xgboost	K562	FUS_3-FXR2_6	391	59268	0.8383724177921312	0.5506058913755093	0.2877665264166219
All	xgboost	HepG2	BUD13_2-EIF3H_5	1178	94934	0.7606808257359008	0.4729160869609176	0.2877647387749832
All	xgboost	K562	FXR1_1-ZNF622_5	710	143492	0.7012968814624845	0.4135384728365833	0.2877584086259012
All	xgboost	HepG2	NCBP2_6-SUB1_2	294	64193	0.6412380189528433	0.3534811225021859	0.2877568964506574
All	xgboost	K562	CSTF2T_2-LSM11_2	577	20699	0.7022603826701739	0.41450428899654146	0.2877560936736324
All	xgboost	K562	DDX43_2-ELAC2_2	818	219578	0.6788908750774174	0.3911529429546323	0.2877379321227851
All	xgboost	K562	CSTF2T_5-EIF4G2_2	397	27489	0.6617149576892533	0.3739975436158397	0.28771741407341356
All	xgboost	K562	IGF2BP1_2-TARDBP_3	258	55965	0.6950058990082104	0.4072915673632641	0.2877143316449463
All	xgboost	K562	APOBEC3C_2-GEMIN5_2	754	34534	0.8262095251972921	0.5385178061628384	0.2876917190344537
