Bait,Prey,IP,Bait_lifecycle_step,IP_experiment,IP_reps,IP_bait_gene,IP_prey_gene,IP_volc_pval_cutoff,IP_volc_log2FC,IP_volc_pvalue,IP_bait_gene_uniprotID,IP_prey_gene_uniprotID,SEC_gene_A,SEC_gene_B,SEC_gene_A_uniprotID,SEC_gene_B_uniprotID,IP_interaction_type,Interaction_support,IP_prey_over_bait_intensity_stoichimoetry,stoich_bait_uniprotID,stoich_prey_uniprotID,totalProteome_prey_over_bait_intensity_stoichimoetry,in_CORUM_2020,CORUM_complex_2020,in_CORUM_2022,CORUM_complex_2022,in_Mentha,Mentha_score,in_HI,in_HIPPIE,HIPPIE_score,in_recY2H,recY2H_score,in_BioID,in_OpenCell,OpenCell_enrichment,in_BioPlex3,BioPlex3_score,PPI_support,bait_eclipped,prey_eclipped,Bait_targets_cnt,Prey_targets_cnt,shared_targets,Bait_main_location_HPA,Prey_main_location_HPA,Bait_main_location.nucl.cyto.,Prey_main_location.nucl.cyto.,Prey_is_RBP_HydRa,Prey_HydRa_score,Prey_PSP_PScore,Bait_Disgenet_disease_.1,Bait_Disgenet_disease_.2,Prey_Disgenet_disease_.1,Prey_Disgenet_disease_.2,Prey_SAFE_localization_BioID,Prey_NMF_localization_BioID,Bait_SAFE_localization_BioID,Bait_NMF_localization_BioID,Prey_NMF_localization_2018_BioID,prey_lifecycle_stage_main_by_most_common_bait_stage,bait_prey_pctLocalizationOverlap_HPA,PvalWilcoxon_R,PvalWilcoxon_noR,log2FC_R,log2FC_noR
ACTC1,ALDH18A1,,,,,,,NA,NA,NA,,,ACTC1,ALDH18A1,P68032,P54886,,SEC,NA,,,NA,FALSE,,FALSE,,FALSE,NA,FALSE,FALSE,NA,FALSE,NA,FALSE,FALSE,NA,FALSE,NA,FALSE,FALSE,FALSE,NA,NA,NA,,Mitochondria,,cytoplasm,1,0.968010067,1.29,"CARDIOMYOPATHY, DILATED, 1R","Cardiomyopathy, Familial Hypertrophic, 11","SPASTIC PARAPLEGIA 9B, AUTOSOMAL RECESSIVE",De Barsy syndrome,"mitochondrial inner membrane, mitochondrial intermembrane space, mitochondrial matrix",mitochondrial matrix,"cell junction, plasma membrane","actin cytoskeleton, cytosol",,undetermined,0,NA,NA,NA,NA
ACTC1,BRIX1,,,,,,,NA,NA,NA,,,ACTC1,BRIX1,P68032,Q8TDN6,,SEC,NA,,,NA,FALSE,,FALSE,,FALSE,NA,FALSE,FALSE,NA,FALSE,NA,FALSE,FALSE,NA,FALSE,NA,FALSE,FALSE,FALSE,NA,NA,NA,,Nucleoli,,nucleus,1,0.998471236,-1.06,"CARDIOMYOPATHY, DILATED, 1R","Cardiomyopathy, Familial Hypertrophic, 11",No Disgenet record,No Disgenet record,no prediction,miscellaneous,"cell junction, plasma membrane","actin cytoskeleton, cytosol", nucleolus,splicing,0,NA,NA,NA,NA
ACTC1,C1D,,,,,,,NA,NA,NA,,,ACTC1,C1D,P68032,Q13901,,SEC,NA,,,NA,FALSE,,FALSE,,FALSE,NA,FALSE,FALSE,NA,FALSE,NA,FALSE,FALSE,NA,FALSE,NA,FALSE,FALSE,FALSE,NA,NA,NA,,Nucleoli;Nucleoplasm,,nucleus,1,0.993941412,-2.43,"CARDIOMYOPATHY, DILATED, 1R","Cardiomyopathy, Familial Hypertrophic, 11","Alcoholic Intoxication, Chronic",Adenocarcinoma of lung (disorder),,,"cell junction, plasma membrane","actin cytoskeleton, cytosol", nucleus,degradation,0,NA,NA,NA,NA
ACTC1,CALM2;CALM1;CALM2;CALM1;CALM2;CALM3,,,,,,,NA,NA,NA,,,ACTC1,CALM1,P68032,P0DP23,,SEC,NA,,,NA,FALSE,,FALSE,,FALSE,NA,FALSE,FALSE,NA,FALSE,NA,FALSE,FALSE,NA,FALSE,NA,FALSE,FALSE,FALSE,NA,NA,NA,,Vesicles,,secretory,0,0.93216522,NA,"CARDIOMYOPATHY, DILATED, 1R","Cardiomyopathy, Familial Hypertrophic, 11","VENTRICULAR TACHYCARDIA, CATECHOLAMINERGIC POLYMORPHIC, 1 (disorder)",LONG QT SYNDROME 14,,,"cell junction, plasma membrane","actin cytoskeleton, cytosol",,translation,0,NA,NA,NA,NA
ACTC1,CD59,,,,,,,NA,NA,NA,,,ACTC1,CD59,P68032,P13987,,SEC,NA,,,NA,FALSE,,FALSE,,FALSE,NA,FALSE,FALSE,NA,FALSE,NA,FALSE,FALSE,NA,FALSE,NA,FALSE,FALSE,FALSE,NA,NA,NA,,Golgi apparatus;Vesicles,,secretory,0,0.725934818,NA,"CARDIOMYOPATHY, DILATED, 1R","Cardiomyopathy, Familial Hypertrophic, 11",CD59 Deficiency,Paroxysmal nocturnal hemoglobinuria,,,"cell junction, plasma membrane","actin cytoskeleton, cytosol",,translation,0,NA,NA,NA,NA
ACTC1,CLINT1,,,,,,,NA,NA,NA,,,ACTC1,CLINT1,P68032,Q14677,,SEC,NA,,,NA,FALSE,,FALSE,,FALSE,NA,FALSE,FALSE,NA,FALSE,NA,FALSE,FALSE,NA,FALSE,NA,FALSE,FALSE,FALSE,NA,NA,NA,,Vesicles,,secretory,1,0.958641861,3.84,"CARDIOMYOPATHY, DILATED, 1R","Cardiomyopathy, Familial Hypertrophic, 11",Schizophrenia,Nonorganic psychosis,"endosome, lysosome","endosome, lysosome","cell junction, plasma membrane","actin cytoskeleton, cytosol", vesicle,translation,0,NA,NA,NA,NA
ACTC1,CLTA,,,,,,,NA,NA,NA,,,ACTC1,CLTA,P68032,P09496,,SEC,NA,,,NA,FALSE,,FALSE,,FALSE,NA,FALSE,FALSE,NA,FALSE,NA,FALSE,FALSE,NA,FALSE,NA,FALSE,FALSE,FALSE,NA,NA,NA,,Endosomes;Lysosomes;Vesicles,,secretory,1,0.979975831,3.1,"CARDIOMYOPATHY, DILATED, 1R","Cardiomyopathy, Familial Hypertrophic, 11",NONAKA MYOPATHY,Sialuria,,,"cell junction, plasma membrane","actin cytoskeleton, cytosol",,translation,0,NA,NA,NA,NA
ACTC1,CLTB,,,,,,,NA,NA,NA,,,ACTC1,CLTB,P68032,P09497,,SEC,NA,,,NA,FALSE,,FALSE,,FALSE,NA,FALSE,FALSE,NA,FALSE,NA,FALSE,FALSE,NA,FALSE,NA,FALSE,FALSE,FALSE,NA,NA,NA,,Vesicles,,secretory,1,0.969008882,5.04,"CARDIOMYOPATHY, DILATED, 1R","Cardiomyopathy, Familial Hypertrophic, 11",Malignant neoplasm of lung,Malignant neoplasm of stomach,,,"cell junction, plasma membrane","actin cytoskeleton, cytosol",,translation,0,NA,NA,NA,NA
ACTC1,CLTC,,,,,,,NA,NA,NA,,,ACTC1,CLTC,P68032,Q00610,,SEC,NA,,,NA,FALSE,,FALSE,,FALSE,NA,FALSE,FALSE,NA,FALSE,NA,FALSE,FALSE,NA,FALSE,NA,FALSE,FALSE,FALSE,NA,NA,NA,,Endosomes;Lysosomes;Vesicles,,secretory,1,0.896770093,NA,"CARDIOMYOPATHY, DILATED, 1R","Cardiomyopathy, Familial Hypertrophic, 11","MENTAL RETARDATION, AUTOSOMAL DOMINANT 56",Inflammatory Myofibroblastic Tumor,no prediction,"actin cytoskeleton, cytosol","cell junction, plasma membrane","actin cytoskeleton, cytosol", plasma membrane,translation,0,NA,NA,NA,NA
ACTC1,CTTN,,,,,,,NA,NA,NA,,,ACTC1,CTTN,P68032,Q14247,,SEC,NA,,,NA,FALSE,,FALSE,,FALSE,NA,FALSE,FALSE,NA,FALSE,NA,FALSE,TRUE,1.684572473,FALSE,NA,TRUE,FALSE,FALSE,NA,NA,NA,,Cytosol;Plasma membrane,,cytoplasm,1,0.957441317,2.17,"CARDIOMYOPATHY, DILATED, 1R","Cardiomyopathy, Familial Hypertrophic, 11",Squamous cell carcinoma,Leukoplakia,"cell junction, plasma membrane","actin cytoskeleton, cytosol","cell junction, plasma membrane","actin cytoskeleton, cytosol",,undetermined,0,NA,NA,NA,NA
ACTC1,DDX50,,,,,,,NA,NA,NA,,,ACTC1,DDX50,P68032,Q9BQ39,,SEC,NA,,,NA,FALSE,,FALSE,,FALSE,NA,FALSE,FALSE,NA,FALSE,NA,FALSE,FALSE,NA,FALSE,NA,FALSE,FALSE,FALSE,NA,NA,NA,,Nucleoli,,nucleus,1,0.999740984,3.52,"CARDIOMYOPATHY, DILATED, 1R","Cardiomyopathy, Familial Hypertrophic, 11",Dengue Fever,,"chromatin, nucleoplasm",nucleolus,"cell junction, plasma membrane","actin cytoskeleton, cytosol", endoplasmic reticulum,translation,0,NA,NA,NA,NA
ACTC1,DHX9,,,,,,,NA,NA,NA,,,ACTC1,DHX9,P68032,Q08211,,SEC,NA,,,NA,FALSE,,FALSE,,FALSE,NA,FALSE,FALSE,NA,FALSE,NA,FALSE,FALSE,NA,FALSE,NA,FALSE,FALSE,FALSE,NA,NA,NA,,Nucleoplasm,,nucleus,1,0.996696921,8.96,"CARDIOMYOPATHY, DILATED, 1R","Cardiomyopathy, Familial Hypertrophic, 11",Influenza,Tuberculosis,paraspeckles,nuclear body,"cell junction, plasma membrane","actin cytoskeleton, cytosol", ribonucleoprotein complex,translation,0,NA,NA,NA,NA
ACTC1,DSG2,,,,,,,NA,NA,NA,,,ACTC1,DSG2,P68032,Q14126,,SEC,NA,,,NA,FALSE,,FALSE,,FALSE,NA,FALSE,FALSE,NA,FALSE,NA,FALSE,FALSE,NA,FALSE,NA,FALSE,FALSE,FALSE,NA,NA,NA,,Cell Junctions,,secretory,1,0.911342666,0.84,"CARDIOMYOPATHY, DILATED, 1R","Cardiomyopathy, Familial Hypertrophic, 11","Arrhythmogenic Right Ventricular Dysplasia, Familial, 10","Cardiomyopathy, Dilated, 1BB","cell junction, plasma membrane",cell junction,"cell junction, plasma membrane","actin cytoskeleton, cytosol", endoplasmic reticulum,translation,0,NA,NA,NA,NA
ACTC1,EMD,,,,,,,NA,NA,NA,,,ACTC1,EMD,P68032,P50402,,SEC,NA,,,NA,FALSE,,FALSE,,FALSE,NA,FALSE,FALSE,NA,FALSE,NA,FALSE,FALSE,NA,FALSE,NA,FALSE,FALSE,FALSE,NA,NA,NA,,Endoplasmic reticulum;Nuclear membrane,,nucleus,1,0.918023132,0.54,"CARDIOMYOPATHY, DILATED, 1R","Cardiomyopathy, Familial Hypertrophic, 11",X-Linked Emery-Dreifuss Muscular Dystrophy,"Muscular Dystrophy, Emery-Dreifuss",nuclear outer membrane-ER membrane network,nuclear outer membrane-ER membrane network,"cell junction, plasma membrane","actin cytoskeleton, cytosol", endoplasmic reticulum,translation,0,NA,NA,NA,NA
ACTC1,EXOSC3,,,,,,,NA,NA,NA,,,ACTC1,EXOSC3,P68032,Q9NQT5,,SEC,NA,,,NA,FALSE,,FALSE,,FALSE,NA,FALSE,FALSE,NA,FALSE,NA,FALSE,FALSE,NA,FALSE,NA,FALSE,FALSE,FALSE,NA,NA,NA,,Nucleoplasm,,nucleus,1,0.991984408,0.74,"CARDIOMYOPATHY, DILATED, 1R","Cardiomyopathy, Familial Hypertrophic, 11","PONTOCEREBELLAR HYPOPLASIA, TYPE 1B",Pontocerebellar Hypoplasia Type 1,"chromatin, nucleoplasm",chromatin,"cell junction, plasma membrane","actin cytoskeleton, cytosol", nucleus,degradation,0,NA,NA,NA,NA
ACTC1,EXOSC4,,,,,,,NA,NA,NA,,,ACTC1,EXOSC4,P68032,Q9NPD3,,SEC,NA,,,NA,FALSE,,FALSE,,FALSE,NA,FALSE,FALSE,NA,FALSE,NA,FALSE,FALSE,NA,FALSE,NA,FALSE,FALSE,FALSE,NA,NA,NA,,Cytosol;Intermediate filaments,,cytoplasm,1,0.994985932,-0.22,"CARDIOMYOPATHY, DILATED, 1R","Cardiomyopathy, Familial Hypertrophic, 11",Obesity,Colorectal Carcinoma,,,"cell junction, plasma membrane","actin cytoskeleton, cytosol", nucleus,degradation,0,NA,NA,NA,NA
ACTC1,EXOSC5,,,,,,,NA,NA,NA,,,ACTC1,EXOSC5,P68032,Q9NQT4,,SEC,NA,,,NA,FALSE,,FALSE,,FALSE,NA,FALSE,FALSE,NA,FALSE,NA,FALSE,FALSE,NA,FALSE,NA,FALSE,FALSE,TRUE,NA,306,NA,,Nucleoli,,nucleus,1,0.994379001,-0.4,"CARDIOMYOPATHY, DILATED, 1R","Cardiomyopathy, Familial Hypertrophic, 11",Malignant neoplasm of stomach,Hereditary Diffuse Gastric Cancer,,,"cell junction, plasma membrane","actin cytoskeleton, cytosol", nucleus,degradation,0,NA,NA,NA,NA
ACTC1,EXOSC6,,,,,,,NA,NA,NA,,,ACTC1,EXOSC6,P68032,Q5RKV6,,SEC,NA,,,NA,FALSE,,FALSE,,FALSE,NA,FALSE,FALSE,NA,FALSE,NA,FALSE,FALSE,NA,FALSE,NA,FALSE,FALSE,FALSE,NA,NA,NA,,,,,1,0.985114241,2.09,"CARDIOMYOPATHY, DILATED, 1R","Cardiomyopathy, Familial Hypertrophic, 11",Mental Depression,Depressive disorder,"chromatin, nucleoplasm",chromatin,"cell junction, plasma membrane","actin cytoskeleton, cytosol", nucleus,degradation,0,NA,NA,NA,NA
ACTC1,EXOSC7,,,,,,,NA,NA,NA,,,ACTC1,EXOSC7,P68032,Q15024,,SEC,NA,,,NA,FALSE,,FALSE,,FALSE,NA,FALSE,FALSE,NA,FALSE,NA,FALSE,FALSE,NA,FALSE,NA,FALSE,FALSE,FALSE,NA,NA,NA,,Nuclear speckles,,nucleus,1,0.997984762,0.49,"CARDIOMYOPATHY, DILATED, 1R","Cardiomyopathy, Familial Hypertrophic, 11",FRAGILE X TREMOR/ATAXIA SYNDROME,,,,"cell junction, plasma membrane","actin cytoskeleton, cytosol", nucleus,degradation,0,NA,NA,NA,NA
ACTC1,EXOSC9,,,,,,,NA,NA,NA,,,ACTC1,EXOSC9,P68032,Q06265,,SEC,NA,,,NA,FALSE,,FALSE,,FALSE,NA,FALSE,FALSE,NA,FALSE,NA,FALSE,FALSE,NA,FALSE,NA,FALSE,FALSE,FALSE,NA,NA,NA,,Nucleoli,,nucleus,1,0.998060883,0.3,"CARDIOMYOPATHY, DILATED, 1R","Cardiomyopathy, Familial Hypertrophic, 11","PONTOCEREBELLAR HYPOPLASIA, TYPE 1D",Pontocerebellar Hypoplasia Type 1,"chromatin, nucleoplasm",nucleolus,"cell junction, plasma membrane","actin cytoskeleton, cytosol", nucleus,degradation,0,NA,NA,NA,NA
ACTC1,FLOT1,,,,,,,NA,NA,NA,,,ACTC1,FLOT1,P68032,P41440,,SEC,NA,,,NA,FALSE,,FALSE,,FALSE,NA,FALSE,FALSE,NA,FALSE,NA,FALSE,FALSE,NA,FALSE,NA,FALSE,FALSE,FALSE,NA,NA,NA,,Golgi apparatus,,secretory,0,0.90401609,-0.44,"CARDIOMYOPATHY, DILATED, 1R","Cardiomyopathy, Familial Hypertrophic, 11",Q Fever,Acute Q fever,-,miscellaneous,"cell junction, plasma membrane","actin cytoskeleton, cytosol",,undetermined,0,NA,NA,NA,NA
ACTC1,FLOT2,,,,,,,NA,NA,NA,,,ACTC1,FLOT2,P68032,Q14254,,SEC,NA,,,NA,FALSE,,FALSE,,FALSE,NA,FALSE,FALSE,NA,FALSE,NA,FALSE,FALSE,NA,FALSE,NA,FALSE,FALSE,FALSE,NA,NA,NA,,Plasma membrane,,secretory,0,0.850373398,2.13,"CARDIOMYOPATHY, DILATED, 1R","Cardiomyopathy, Familial Hypertrophic, 11",Malignant neoplasm of breast,Breast Carcinoma,"cell junction, plasma membrane",cell junction,"cell junction, plasma membrane","actin cytoskeleton, cytosol",,splicing,0,NA,NA,NA,NA
ACTC1,GNAI1,,,,,,,NA,NA,NA,,,ACTC1,GNAI1,P68032,P63096,,SEC,NA,,,NA,FALSE,,FALSE,,FALSE,NA,FALSE,FALSE,NA,FALSE,NA,FALSE,FALSE,NA,FALSE,NA,FALSE,FALSE,FALSE,NA,NA,NA,,Centrosome,,cytoplasm,0,0.884716803,-0.54,"CARDIOMYOPATHY, DILATED, 1R","Cardiomyopathy, Familial Hypertrophic, 11",Amnesia,Substance Withdrawal Syndrome,,,"cell junction, plasma membrane","actin cytoskeleton, cytosol",,translation,0,NA,NA,NA,NA
ACTC1,GNAI3,,,,,,,NA,NA,NA,,,ACTC1,GNAI3,P68032,P08754,,SEC,NA,,,NA,FALSE,,FALSE,,FALSE,NA,FALSE,FALSE,NA,FALSE,NA,FALSE,FALSE,NA,FALSE,NA,FALSE,FALSE,FALSE,NA,NA,NA,,Centrosome,,cytoplasm,1,0.900797126,-0.03,"CARDIOMYOPATHY, DILATED, 1R","Cardiomyopathy, Familial Hypertrophic, 11",Auriculocondylar syndrome 1,Auriculo-condylar syndrome,-,plasma membrane,"cell junction, plasma membrane","actin cytoskeleton, cytosol",,translation,0,NA,NA,NA,NA
ACTC1,GNAS,,,,,,,NA,NA,NA,,,ACTC1,GNAS,P68032,P63092,,SEC,NA,,,NA,FALSE,,FALSE,,FALSE,NA,FALSE,FALSE,NA,FALSE,NA,FALSE,FALSE,NA,FALSE,NA,FALSE,FALSE,FALSE,NA,NA,NA,,Nucleoplasm,,nucleus,1,0.867791844,NA,"CARDIOMYOPATHY, DILATED, 1R","Cardiomyopathy, Familial Hypertrophic, 11",Pseudopseudohypoparathyroidism,"Pseudohypoparathyroidism, Type Ia",,,"cell junction, plasma membrane","actin cytoskeleton, cytosol",,translation,0,NA,NA,NA,NA
ACTC1,GNB1,,,,,,,NA,NA,NA,,,ACTC1,GNB1,P68032,P62873,,SEC,NA,,,NA,FALSE,,FALSE,,FALSE,NA,FALSE,FALSE,NA,FALSE,NA,FALSE,FALSE,NA,FALSE,NA,FALSE,FALSE,FALSE,NA,NA,NA,,Plasma membrane,,secretory,1,0.960179721,0.46,"CARDIOMYOPATHY, DILATED, 1R","Cardiomyopathy, Familial Hypertrophic, 11","MENTAL RETARDATION, AUTOSOMAL DOMINANT 42",Global developmental delay,,,"cell junction, plasma membrane","actin cytoskeleton, cytosol",,translation,0,NA,NA,NA,NA
ACTC1,GNB2,,,,,,,NA,NA,NA,,,ACTC1,GNB2,P68032,P62879,,SEC,NA,,,NA,FALSE,,FALSE,,FALSE,NA,FALSE,FALSE,NA,FALSE,NA,FALSE,FALSE,NA,FALSE,NA,FALSE,FALSE,FALSE,NA,NA,NA,,Plasma membrane,,secretory,0,0.889522401,0.29,"CARDIOMYOPATHY, DILATED, 1R","Cardiomyopathy, Familial Hypertrophic, 11",Atrioventricular Block,Ganglioneuroma,,,"cell junction, plasma membrane","actin cytoskeleton, cytosol",,translation,0,NA,NA,NA,NA
ACTC1,GNG12,,,,,,,NA,NA,NA,,,ACTC1,GNG12,P68032,Q9UBI6,,SEC,NA,,,NA,FALSE,,FALSE,,FALSE,NA,FALSE,FALSE,NA,FALSE,NA,FALSE,FALSE,NA,FALSE,NA,FALSE,FALSE,FALSE,NA,NA,NA,,Mitochondria,,cytoplasm,0,0.696639929,NA,"CARDIOMYOPATHY, DILATED, 1R","Cardiomyopathy, Familial Hypertrophic, 11",Malignant tumor of colon,Colorectal Carcinoma,,,"cell junction, plasma membrane","actin cytoskeleton, cytosol",,translation,0,NA,NA,NA,NA
ACTC1,GPATCH4,,,,,,,NA,NA,NA,,,ACTC1,GPATCH4,P68032,Q5T3I0,,SEC,NA,,,NA,FALSE,,FALSE,,FALSE,NA,FALSE,FALSE,NA,FALSE,NA,FALSE,FALSE,NA,FALSE,NA,FALSE,FALSE,FALSE,NA,NA,NA,,Nucleoli;Nucleoplasm,,nucleus,1,0.996255192,-0.36,"CARDIOMYOPATHY, DILATED, 1R","Cardiomyopathy, Familial Hypertrophic, 11",No Disgenet record,No Disgenet record,"chromatin, nucleoplasm",nucleolus,"cell junction, plasma membrane","actin cytoskeleton, cytosol", nucleolus,translation,0,NA,NA,NA,NA
ACTC1,HIST1H1C,,,,,,,NA,NA,NA,,,ACTC1,HIST1H1C,P68032,P16403,,SEC,NA,,,NA,FALSE,,FALSE,,FALSE,NA,FALSE,FALSE,NA,FALSE,NA,FALSE,FALSE,NA,FALSE,NA,FALSE,FALSE,FALSE,NA,NA,NA,,Nucleoli;Nucleoplasm,,nucleus,1,0.997294723,-0.06,"CARDIOMYOPATHY, DILATED, 1R","Cardiomyopathy, Familial Hypertrophic, 11",No Disgenet record,No Disgenet record,"splicing speckles, nucleolus",nucleolus,"cell junction, plasma membrane","actin cytoskeleton, cytosol",,translation,0,NA,NA,NA,NA
ACTC1,HIST1H1E,,,,,,,NA,NA,NA,,,ACTC1,HIST1H1E,P68032,P10412,,SEC,NA,,,NA,FALSE,,FALSE,,FALSE,NA,FALSE,FALSE,NA,FALSE,NA,FALSE,FALSE,NA,FALSE,NA,FALSE,FALSE,FALSE,NA,NA,NA,,Nuclear speckles,,nucleus,1,0.998356731,0.74,"CARDIOMYOPATHY, DILATED, 1R","Cardiomyopathy, Familial Hypertrophic, 11",No Disgenet record,No Disgenet record,-,nucleolus,"cell junction, plasma membrane","actin cytoskeleton, cytosol", cytoplasmic stress granule,splicing,0,NA,NA,NA,NA
ACTC1,IRS4,,,,,,,NA,NA,NA,,,ACTC1,IRS4,P68032,O14654,,SEC,NA,,,NA,FALSE,,FALSE,,FALSE,NA,FALSE,FALSE,NA,FALSE,NA,FALSE,FALSE,NA,FALSE,NA,FALSE,FALSE,FALSE,NA,NA,NA,,,,,0,0.903983808,14.68,"CARDIOMYOPATHY, DILATED, 1R","Cardiomyopathy, Familial Hypertrophic, 11",Colorectal Carcinoma,Congenital central hypothyroidism,"cell junction, plasma membrane",cell junction,"cell junction, plasma membrane","actin cytoskeleton, cytosol",,undetermined,0,NA,NA,NA,NA
ACTC1,MPRIP,,,,,,,NA,NA,NA,,,ACTC1,MPRIP,P68032,Q6WCQ1,,SEC,NA,,,NA,FALSE,,FALSE,,FALSE,NA,FALSE,FALSE,NA,FALSE,NA,FALSE,FALSE,NA,FALSE,NA,FALSE,FALSE,FALSE,NA,NA,NA,,Actin filaments,,cytoplasm,1,0.944031942,0.98,"CARDIOMYOPATHY, DILATED, 1R","Cardiomyopathy, Familial Hypertrophic, 11",Colorectal Carcinoma,Multiple fibrofolliculomas,"cell junction, plasma membrane","actin cytoskeleton, cytosol","cell junction, plasma membrane","actin cytoskeleton, cytosol",,translation,0,NA,NA,NA,NA
ACTC1,NAP1L1,,,,,,,NA,NA,NA,,,ACTC1,NAP1L1,P68032,P55209,,SEC,NA,,,NA,FALSE,,FALSE,,FALSE,NA,FALSE,FALSE,NA,FALSE,NA,FALSE,FALSE,NA,FALSE,NA,FALSE,FALSE,FALSE,NA,NA,NA,,Microtubules,,cytoplasm,1,0.995584827,1.08,"CARDIOMYOPATHY, DILATED, 1R","Cardiomyopathy, Familial Hypertrophic, 11",Clostridium; difficile (disorder),Central Diabetes Insipidus,no prediction,cytoplasmic ribonucleoprotein granule,"cell junction, plasma membrane","actin cytoskeleton, cytosol", chromosome,translation,0,NA,NA,NA,NA
ACTC1,PARP1,,,,,,,NA,NA,NA,,,ACTC1,PARP1,P68032,P09874,,SEC,NA,,,NA,FALSE,,FALSE,,FALSE,NA,FALSE,FALSE,NA,FALSE,NA,FALSE,FALSE,NA,FALSE,NA,FALSE,FALSE,FALSE,NA,NA,NA,,Nucleoplasm,,nucleus,1,0.981415701,1.3,"CARDIOMYOPATHY, DILATED, 1R","Cardiomyopathy, Familial Hypertrophic, 11",Malignant neoplasm of breast,melanoma,"chromatin, nucleoplasm",chromatin,"cell junction, plasma membrane","actin cytoskeleton, cytosol",,splicing,0,NA,NA,NA,NA
ACTC1,PGK1,,,,,,,NA,NA,NA,,,ACTC1,PGK1,P68032,P00558,,SEC,NA,,,NA,FALSE,,FALSE,,FALSE,NA,FALSE,FALSE,NA,FALSE,NA,FALSE,FALSE,NA,FALSE,NA,FALSE,FALSE,FALSE,NA,NA,NA,,,,,1,0.981457722,-0.29,"CARDIOMYOPATHY, DILATED, 1R","Cardiomyopathy, Familial Hypertrophic, 11",Phosphoglycerate Kinase 1 Deficiency,Liver carcinoma,no prediction,Golgi apparatus,"cell junction, plasma membrane","actin cytoskeleton, cytosol",,undetermined,0,NA,NA,NA,NA
ACTC1,PRKAR2A,,,,,,,NA,NA,NA,,,ACTC1,PRKAR2A,P68032,P13861,,SEC,NA,,,NA,FALSE,,FALSE,,FALSE,NA,FALSE,FALSE,NA,FALSE,NA,FALSE,FALSE,NA,FALSE,NA,FALSE,FALSE,FALSE,NA,NA,NA,,,,,1,0.920481193,1.54,"CARDIOMYOPATHY, DILATED, 1R","Cardiomyopathy, Familial Hypertrophic, 11",Parkinson Disease,Kallmann Syndrome,cytoplasmic ribonucleoprotein granule,"mitochondrial outer membrane, peroxisome","cell junction, plasma membrane","actin cytoskeleton, cytosol",,undetermined,0,NA,NA,NA,NA
ACTC1,RBM28,,,,,,,NA,NA,NA,,,ACTC1,RBM28,P68032,Q9NW13,,SEC,NA,,,NA,FALSE,,FALSE,,FALSE,NA,FALSE,FALSE,NA,FALSE,NA,FALSE,FALSE,NA,FALSE,NA,FALSE,FALSE,FALSE,NA,NA,NA,,Nucleoli,,nucleus,1,1,1.14,"CARDIOMYOPATHY, DILATED, 1R","Cardiomyopathy, Familial Hypertrophic, 11","Alopecia, Neurologic Defects, and Endocrinopathy Syndrome",Alopecia,"splicing speckles, nucleolus",nucleolus,"cell junction, plasma membrane","actin cytoskeleton, cytosol", nucleolus,translation,0,NA,NA,NA,NA
ACTC1,RBM34,,,,,,,NA,NA,NA,,,ACTC1,RBM34,P68032,P42696,,SEC,NA,,,NA,FALSE,,FALSE,,FALSE,NA,FALSE,FALSE,NA,FALSE,NA,FALSE,FALSE,NA,FALSE,NA,FALSE,FALSE,FALSE,NA,NA,NA,,Nucleoli,,nucleus,1,1,1.45,"CARDIOMYOPATHY, DILATED, 1R","Cardiomyopathy, Familial Hypertrophic, 11",No Disgenet record,No Disgenet record,"splicing speckles, nucleolus",nucleolus,"cell junction, plasma membrane","actin cytoskeleton, cytosol", nucleolus,translation,0,NA,NA,NA,NA
ACTC1,RP2,,,,,,,NA,NA,NA,,,ACTC1,RP2,P68032,O75695,,SEC,NA,,,NA,FALSE,,FALSE,,FALSE,NA,FALSE,FALSE,NA,FALSE,NA,FALSE,FALSE,NA,FALSE,NA,FALSE,FALSE,FALSE,NA,NA,NA,,Nucleoplasm;Plasma membrane,,nucleus,0,0.794959231,0,"CARDIOMYOPATHY, DILATED, 1R","Cardiomyopathy, Familial Hypertrophic, 11",RETINITIS PIGMENTOSA 2 (disorder),Retinitis Pigmentosa,"cell junction, plasma membrane",plasma membrane,"cell junction, plasma membrane","actin cytoskeleton, cytosol",,translation,0,NA,NA,NA,NA
ACTC1,RPL10,,,,,,,NA,NA,NA,,,ACTC1,RPL10,P68032,P27635,,SEC,NA,,,NA,FALSE,,FALSE,,FALSE,NA,FALSE,FALSE,NA,FALSE,NA,FALSE,FALSE,NA,FALSE,NA,FALSE,FALSE,FALSE,NA,NA,NA,,Cytosol;Endoplasmic reticulum,,cytoplasm,1,1,0.22,"CARDIOMYOPATHY, DILATED, 1R","Cardiomyopathy, Familial Hypertrophic, 11","MENTAL RETARDATION, X-LINKED, SYNDROMIC, 35",Precursor T-Cell Lymphoblastic Leukemia-Lymphoma,-,plasma membrane,"cell junction, plasma membrane","actin cytoskeleton, cytosol",,translation,0,NA,NA,NA,NA
