Feature-Feature Interaction	HepG2 - Interaction SHAP	K562 - Interaction SHAP	HepG2 - F1 (1st Individual Feature in Interaction) SHAP	K562 - F1 (1st Individual Feature in Interaction) SHAP	HepG2 - F2 (2nd Individual Feature in Interaction) SHAP	K562 - F2 (2nd Individual Feature in Interaction) SHAP	HepG2 - Both Bound: # Points	K562 - Both Bound: # Points	HepG2 - Both Bound: Average	K562 - Both Bound: Average	HepG2 - Both Bound: Median	K562 - Both Bound: Median	HepG2 - F1 Bound Only: # Points	K562 - F1 Bound Only: # Points	HepG2 - F1 Bound Only: Average	K562 - F1 Bound Only: Average	HepG2 - F1 Bound Only: Median	K562 - F1 Bound Only: Median	HepG2 - F2 Bound Only: # Points	K562 - F2 Bound Only: # Points	HepG2 - F2 Bound Only: Average	K562 - F2 Bound Only: Average	HepG2 - F2 Bound Only: Median	K562 - F2 Bound Only: Median	HepG2 - Both Bound vs F1 Bound Only: Abs(Diff Average)	HepG2 - Both Bound vs F1 Bound Only: Abs(Diff Median)	K562 - Both Bound vs F1 Bound Only: Abs(Diff Average)	K562 - Both Bound vs F1 Bound Only: Abs(Diff Median)	HepG2 - Both Bound vs F2 Bound Only: Abs(Diff Average)	HepG2 - Both Bound vs F2 Bound Only: Abs(Diff Median)	K562 - Both Bound vs F2 Bound Only: Abs(Diff Average)	K562 - Both Bound vs F2 Bound Only: Abs(Diff Median)	Statistical Testing Directionality	HepG2 - Both Bound vs F1 Bound Only: Mann-Whitney U	K562 - Both Bound vs F1 Bound Only: Mann-Whitney U	HepG2 - Both Bound vs F2 Bound Only: Mann-Whitney U	K562 - Both Bound vs F2 Bound Only: Mann-Whitney U	HepG2 - Both Bound vs F1 Bound Only: Welch's t-test	K562 - Both Bound vs F1 Bound Only: Welch's t-test	HepG2 - Both Bound vs F2 Bound Only: Welch's t-test	K562 - Both Bound vs F2 Bound Only: Welch's t-test	All MWU Significant	Rec-Y2H	Street et al | IP-MS	Street et al | IP/SEC-MS (Both)	Rec-Y2H/Street et al. IP-MS (Union)
DDX3X_3-DDX3X_5-interaction-shap	0.05951543524861336	0.5993453860282898	1.1461492776870728	1.1887235641479492	-1.3346205949783325	-1.9786726236343384	14466	18056	0.8937924097884695	0.9177019827204252	0.995	0.991	74216	171224	0.968432090115339	0.9627288289024902	0.998	0.997	45558	90653	0.3233128100443391	0.24680300707091876	0.041	0.029	0.07463968032686952	0.0030000000000000027	0.04502684618206498	0.006000000000000005	0.5704795997441304	0.954	0.6708989756495065	0.962	greater	1.0	1.0	0.0	0.0	1.0	1.0	0.0	0.0	false				
PRPF8_2-SF3B4_4-interaction-shap	-0.11707892268896103	-0.001788323512300849	-0.17347882688045502	-0.15538087487220764	-0.5196917057037354	-0.025939391925930977	9151	19124	0.719562561468692	0.8628440702781844	0.99	0.997	1228331	915840	0.7941971032238053	0.8064413674877707	0.988	0.99	5832	45860	0.8370279492455418	0.8924750109027475	0.994	0.997	0.0746345417551133	0.0020000000000000018	0.056402702790413706	0.007000000000000006	0.11746538777684978	0.0040000000000000036	0.029630940624563062	0.0	less	8.827076883930893e-21	1.0	2.3326641966980278e-42	1.112525378059713e-8	2.8580650411310382e-68	1.0	1.3362885586297634e-83	3.9486644854836263e-32	false	None	Different-Position	Different-Position	Different-Position
EFTUD2_4-RBFOX2_4-interaction-shap	0.08951236307621002	0.019686048850417137	0.35644668340682983	0.7475715279579163	-0.4484655559062958	-0.04954059422016144	11246	3874	0.8688948959630092	0.9239261744966443	0.991	1.0	140328	232222	0.9433003035744827	0.9609613473314329	0.999	0.999	38382	18641	0.7046677348757229	0.7287081165173542	0.952	0.968	0.07440540761147352	0.008000000000000007	0.03703517283478863	0.0010000000000000009	0.1642271610872863	0.039000000000000035	0.19521805797929004	0.03200000000000003	greater	1.0	0.4511519329028861	0.0	4.728356654346768e-267	1.0	1.0	0.0	0.0	false	False	False	False	False
CSTF2T_3-IGF2BP1_4-interaction-shap	-0.13133661448955536	-0.0011583236046135426	-0.23207199573516846	-0.1553836315870285	1.2440402507781982	1.492333173751831	478	1134	0.5516924686192469	0.9826049382716049	0.9675	0.99	17005	31855	0.6255861805351368	0.7626442316747764	0.909	0.979	34810	82549	0.9667792588336683	0.9828636446231934	1.0	0.999	0.07389371191588989	0.058499999999999996	0.21996070659682854	0.01100000000000001	0.4150867902144214	0.03249999999999997	0.0002587063515885335	0.009000000000000008	less	0.0045610376836710004	1.0	2.8912049862424966e-68	1.2250894589383043e-70	0.0006134831027788222	1.0	4.2714991618749675e-58	0.3450844946558321	false	False	False	False	False
GRWD1_2-RBM22_2-interaction-shap	0.047439102083444595	0.019766071811318398	-0.08323346078395844	-0.006107669323682785	-0.4360983967781067	-0.46220576763153076	29149	8194	0.7448071288894987	0.8554164022455455	0.979	0.999	535453	170480	0.8158515238498991	0.8595909314875646	0.991	0.996	147476	129296	0.7149612343703382	0.7595481453409231	0.979	0.99	0.07104439496040038	0.01200000000000001	0.004174529242019109	0.0030000000000000027	0.029845894519160532	0.0	0.09586825690462242	0.009000000000000008	greater	1.0	4.399975495458412e-12	0.000030245407870362805	1.207435114573411e-147	1.0	0.8824557636885109	7.60645033851997e-34	3.0190613491223075e-151	false	None	False	False	False
PRPF8_2-RPS3_2-interaction-shap	-0.001736583304591477	-0.0041268267668783665	-0.17347882688045502	-0.15538087487220764	-0.19573776423931122	-0.029996750876307487	47055	17422	0.8619807246838805	0.8225617609918494	0.999	0.996	1190427	917542	0.7909440360475695	0.8073108598843433	0.987	0.99	89296	76226	0.8527573911485397	0.8645273528717236	0.999	0.998	0.07103668863631107	0.01200000000000001	0.015250901107506154	0.006000000000000005	0.009223333535340883	0.0	0.04196559187987414	0.0020000000000000018	less	1.0	1.0	0.9999999986577208	1.609863547393495e-162	1.0	0.9999999752414984	0.9999995245787501	4.278519987428301e-44	false	None	False	False	False
EFTUD2_4-PCBP1_6-interaction-shap	0.05997287109494209	0.005620486102998257	0.35644668340682983	0.7475715279579163	-0.6424940824508667	-0.4523454010486603	2331	1435	0.8679051909051908	0.9857770034843206	0.998	1.0	149243	234661	0.9388711698371114	0.9601981837629602	0.998	0.999	10276	27620	0.7785128454651616	0.7099867487328023	0.994	0.989	0.07096597893192058	0.0	0.025578819721360446	0.0010000000000000009	0.08939234544002916	0.0040000000000000036	0.2757902547515183	0.01100000000000001	greater	0.9999998457179644	3.1317440377500304e-20	6.193038900310992e-28	1.3801455396604238e-145	1.0	7.858175341762649e-117	2.313957819242543e-36	0.0	false	False	None	None	False
IGF2BP1_5-IGF2BP1_6-interaction-shap	-0.0020259085576981306	-0.025388890877366066	-0.11690355837345123	-0.05651776120066643	-0.015726618468761444	-0.22630161046981812	8337	27341	0.8659773299748111	0.7975888957975201	0.998	0.997	42317	90788	0.7969250892076468	0.8587957549455876	0.995	0.996	43655	98530	0.8046521131600046	0.8059659494570182	0.99	0.994	0.06905224076716432	0.0030000000000000027	0.06120685914806745	0.0010000000000000009	0.061325216814806516	0.008000000000000007	0.008377053659498035	0.0030000000000000027	less	1.0	0.16436949949140223	1.0	1.0	1.0	9.225675892679865e-130	1.0	0.0005320464379961617	false				
IGF2BP1_4-U2AF2_5-interaction-shap	0.008658512495458126	0.000934068113565445	1.2440402507781982	1.492333173751831	-0.14822599291801453	-0.00855240412056446	1861	4020	0.8961386351423966	0.9823278606965175	1.0	0.994	33427	79663	0.9647764082926975	0.982886998983217	1.0	0.999	365638	290108	0.7830832380660654	0.8160988390530423	0.981	0.988	0.06863777315030095	0.0	0.000559138286699512	0.0050000000000000044	0.11305539707633117	0.019000000000000017	0.1662290216434752	0.006000000000000005	greater	0.9377398056595276	1.0	2.0016923273817494e-103	6.029705781936048e-83	1.0	0.8207483921395762	1.9342918416332546e-64	0.0	false	False	False	False	False
AGGF1_3-PRPF8_4-interaction-shap	-0.56578528881073	-0.0018583365017548203	-0.556984007358551	-0.5694957971572876	1.359736680984497	1.0885541439056396	1856	562	0.8554391163793104	0.9981903914590746	0.998	1.0	3313	11036	0.9240431632961063	0.7877470097861545	1.0	0.989	761960	648168	0.9659001128668172	0.9559139898915096	1.0	0.999	0.06860404691679589	0.0020000000000000018	0.2104433816729201	0.01100000000000001	0.11046099648750685	0.0020000000000000018	0.04227640156756507	0.0010000000000000009	less	2.5833862104989314e-32	1.0	3.3393706605855225e-17	1.0	1.5030636091090352e-16	1.0	4.924215224595116e-51	1.0	false	None	False	False	False
SF3B4_5-PCBP1_6-interaction-shap	0.06792856752872467	0.006299552042037249	-0.23675884306430817	-0.22762475907802582	-0.6424940824508667	-0.4523454010486603	3679	8901	0.8775460723022561	0.7457472194135492	0.998	0.993	373611	1019742	0.8098380293942095	0.8302260522759678	0.988	0.991	8928	20154	0.7610431227598567	0.7138299096953459	0.992	0.99	0.06770804290804666	0.010000000000000009	0.08447883286241864	0.0020000000000000018	0.11650294954239937	0.006000000000000005	0.03191730971820328	0.0030000000000000027	greater	4.8565137124198494e-76	0.9999999956800641	3.141941668521264e-79	1.9421794351870608e-20	6.243150365600249e-40	1.0	3.0008123215919975e-69	5.965492558061674e-10	false	False	False	False	False
SRSF1_2-XRN2_2-interaction-shap	0.03759237751364708	0.00004131888272240758	-0.31190353631973267	-0.0830325111746788	-0.3693524897098541	-0.48601463437080383	2362	1137	0.840344199830652	0.6624555848724715	0.982	0.995	62295	112122	0.7740450116381732	0.8439006706979897	0.979	0.995	33148	61103	0.6545309822613731	0.7646414578662258	0.952	0.991	0.06629918819247882	0.0030000000000000027	0.18144508582551822	0.0	0.18581321756927893	0.030000000000000027	0.10218587299375437	0.0040000000000000036	greater	0.000010173479403862249	0.9999999982087301	1.1997100824307122e-61	0.9348499389050219	7.623141460144675e-26	1.0	3.0598054182928692e-158	0.9999999999998539	false	False	False	False	False
DDX3X_1-SF3B4_5-interaction-shap	0.020017525181174278	0.06207892298698425	-0.11173701286315918	-0.42348384857177734	-0.23675884306430817	-0.22762475907802582	24573	53446	0.8072476295120661	0.8343882236275867	0.994	0.989	203610	330869	0.7411720740631601	0.7364776633652592	0.987	0.986	352717	975197	0.8107247226530051	0.8292268721089174	0.988	0.991	0.06607555544890598	0.007000000000000006	0.09791056026232747	0.0030000000000000027	0.003477093140939025	0.006000000000000005	0.005161351518669255	0.0020000000000000018	greater	8.567457144310729e-100	4.7534920050505945e-202	5.384480445966968e-15	1.0	9.933862323553129e-162	0.0	0.9323324638988807	0.0001246778527567108	false	False	False	False	False
SF3B4_3-U2AF1_4-interaction-shap	-0.02800425887107849	-0.760219931602478	1.04224693775177	1.2349843978881836	-0.4999644160270691	-0.05433831363916397	1773	2093	0.8866034968979131	0.7897114190157669	0.998	0.996	247833	555137	0.9523909447087352	0.9629752979895053	0.999	1.0	12782	9280	0.6576811923016742	0.8893968750000001	0.925	0.996	0.06578744781082213	0.0010000000000000009	0.1732638789737384	0.0040000000000000036	0.22892230459623886	0.07299999999999995	0.09968545598423317	0.0	less	0.000916316521451444	4.7522403744123314e-36	1.0	0.06192656461426991	8.416043368548918e-26	2.3943836175509567e-88	1.0	6.408590275608496e-30	false	False	False	False	False
SRSF9_1-TIA1_6-interaction-shap	0.003375695087015629	0.0015921123558655381	-0.16324535012245178	-0.4533475935459137	-0.009425410069525242	-0.09421670436859131	638	344	0.7168667711598746	0.9987063953488371	0.958	1.0	6408	8478	0.782514357053683	0.6314470393960839	0.992	0.991	36929	118089	0.8107899753581197	0.7917263250599126	0.996	0.993	0.06564758589380837	0.03400000000000003	0.36725935595275316	0.009000000000000008	0.09392320419824507	0.038000000000000034	0.2069800702889245	0.007000000000000006	greater	1.0	2.504034503236548e-72	1.0	2.056811934957157e-53	0.9999918082226724	0.0	0.9999999998936838	0.0	false	False	False	False	False
BUD13_2-GRWD1_6-interaction-shap	0.0031233755871653557	0.016667595133185387	-0.0029569657053798437	-0.10637129843235016	-0.2737436294555664	-0.32360902428627014	19274	5500	0.7647356542492476	0.8405060000000001	0.994	0.988	94282	258436	0.8289369869116056	0.8214000990574067	0.994	0.992	484366	165278	0.7870829166374189	0.805480245404712	0.989	0.994	0.06420133266235795	0.0	0.019105900942593346	0.0040000000000000036	0.022347262388171307	0.0050000000000000044	0.03502575459528812	0.006000000000000005	greater	0.9999999999933138	0.9999999746402115	3.053290078573817e-11	0.999999999999924	1.0	0.00001544761160134781	0.9999999999999932	1.9935257234068006e-14	false	None	False	False	False
ZNF800_2-U2AF2_3-interaction-shap	0.0157398022711277	0.019649263471364975	-0.02040981315076351	-0.4703950583934784	0.09508994966745377	0.018797004595398903	7858	2716	0.7859816747263936	0.9168339469808542	0.991	0.989	69125	76180	0.8498909801084992	0.8344239432922027	0.998	0.998	293919	183264	0.8234910876806195	0.8752464259210757	0.987	0.994	0.0639093053821056	0.007000000000000006	0.08241000368865148	0.009000000000000008	0.03750941295422594	0.0040000000000000036	0.041587521059778476	0.0050000000000000044	greater	1.0	1.0	0.9982983495493651	0.9999993837956873	1.0	2.2403329610751394e-103	1.0	1.2615556251087492e-31	false	None	False	False	False
DDX3X_4-SND1_4-interaction-shap	-0.08039996773004532	-0.018231114372611046	0.321524053812027	0.7766348123550415	1.6919124126434326	1.5452886819839478	1375	1463	0.8891018181818181	0.9925721120984278	0.999	0.999	37269	70529	0.9526164909173844	0.9352409647095519	0.998	0.993	145694	133440	0.9859514942276278	0.9824386690647481	0.999	0.999	0.06351467273556632	0.0010000000000000009	0.0573311473888759	0.006000000000000005	0.09684967604580974	0.0	0.01013344303367969	0.0	less	0.9999998642856455	1.0	0.22212163318471484	0.999996513049902	1.1966853535454053e-19	1.0	5.952455843048467e-42	1.0	false	None	False	False	False
PRPF8_2-TIA1_4-interaction-shap	-0.09613791853189468	-0.000028472180929384194	-0.17347882688045502	-0.15538087487220764	-0.12330491095781326	-0.015706712380051613	14786	30896	0.7311194373055593	0.8663259321595029	0.973	0.994	1222696	904068	0.7944013123458324	0.8055879491365693	0.988	0.99	14471	97626	0.8616232464929859	0.8871649355704423	0.995	0.995	0.06328187504027316	0.015000000000000013	0.06073798302293365	0.0040000000000000036	0.13050380918742666	0.02200000000000002	0.02083900341093936	0.0010000000000000009	less	2.1112977768882784e-131	1.0	6.6290026339317904e-211	2.7603259324066264e-27	7.379095769543827e-94	1.0	4.034798876532476e-239	1.4716614034090553e-31	false	None	False	False	False
KHSRP_5-KHSRP_6-interaction-shap	0.002546620322391391	0.0009145573130808771	-0.3579765260219574	-0.023024987429380417	-0.012297364883124828	-0.0919075608253479	1572	29432	0.671086513994911	0.7557902283229139	0.945	0.987	28476	237718	0.7333796881584492	0.8360149294542273	0.987	0.991	32034	214561	0.7942845414247361	0.8251135248251079	0.989	0.994	0.06229317416353819	0.04200000000000004	0.08022470113131341	0.0040000000000000036	0.12319802742982511	0.04400000000000004	0.06932329650219404	0.007000000000000006	greater	0.999999999993946	1.0	1.0	1.0	0.9999999992223275	1.0	1.0	1.0	false				
SRSF1_1-EFTUD2_2-interaction-shap	0.015123494900763035	0.000058754332712851465	-0.025781650096178055	-0.10192206501960754	-0.1441425085067749	-0.11188114434480667	4358	5836	0.8609775126204682	0.8063786840301577	0.997	0.997	29138	81668	0.79934168439838	0.8402326982416615	0.984	0.997	346840	361135	0.7681875764041056	0.8074813740014123	0.985	0.992	0.06163582822208813	0.013000000000000012	0.0338540142115038	0.0	0.09278993621636256	0.01200000000000001	0.0011026899712546223	0.0050000000000000044	greater	3.4938856682602135e-49	0.7400626210487536	1.5420298088799798e-80	4.9131066294729016e-27	3.821980231583163e-33	0.9999999999993582	2.7009011618219457e-82	0.5937359671996592	false	False	False	False	False
AQR_5-IGF2BP1_5-interaction-shap	0.008510509505867958	0.0003326748264953494	-0.11271006613969803	-0.43198004364967346	-0.11690355837345123	-0.05651776120066643	9319	4927	0.7526500697499732	0.7934150598741627	0.993	0.997	381088	390231	0.8133632048240826	0.8222219429004872	0.993	0.991	41335	113202	0.8208343050683441	0.8468584565643716	0.996	0.996	0.06071313507410947	0.0	0.028806883026324503	0.006000000000000005	0.06818423531837092	0.0030000000000000027	0.05344339669020892	0.0010000000000000009	greater	1.0	0.000060320161841172915	1.0	0.9970287544446331	1.0	0.9999998671731204	1.0	1.0	false	None	False	False	False
AQR_2-RBM22_3-interaction-shap	-0.00007686742901569232	-0.004217999055981636	-0.24430587887763977	-0.24864131212234497	-0.6313756704330444	-0.03406567499041557	728	1125	0.7364423076923077	0.3597377777777778	0.993	0.15	405795	1365006	0.79679031530699	0.8166809127578926	0.992	0.993	4118	3280	0.6965565808644973	0.9794335365853659	0.9564999999999999	1.0	0.060348007614682286	0.0010000000000000009	0.45694313498011474	0.843	0.03988572682781033	0.03650000000000009	0.6196957588075881	0.85	less	0.6007846829828336	3.5919764027934264e-225	0.9999999973388595	0.0	0.00005011247113197856	1.38878926857313e-204	0.9920208038331171	3.6911557242381902e-301	false	None	False	False	False
KHSRP_2-TIA1_2-interaction-shap	0.09956550598144531	0.03356877341866493	-0.23931440711021423	-0.14459437131881714	-0.26226308941841125	-0.19866278767585754	4989	21061	0.7030577269993986	0.826308817245145	0.976	0.995	51727	263686	0.7628331045682138	0.8030149116752501	0.984	0.99	32308	158558	0.7457398786678222	0.795722707148173	0.989	0.99	0.059775377568815236	0.008000000000000007	0.023293905569894968	0.0050000000000000044	0.042682151668423596	0.013000000000000012	0.030586110096972097	0.0050000000000000044	greater	0.999999997794791	1.602996836370919e-37	0.9999899030515887	1.7152418844248702e-88	1.0	8.23211748673042e-22	0.9999999999998966	2.0327276684313013e-34	false	None	False	False	False
GRWD1_2-RBFOX2_4-interaction-shap	0.05290842428803444	0.00006135751027613878	-0.08323346078395844	-0.006107669323682785	-0.4484655559062958	-0.04954059422016144	9654	973	0.7534366065879428	0.8660914696813977	0.959	0.975	554948	177701	0.8132056553046412	0.8593628454538803	0.991	0.996	39974	21542	0.7390922099364586	0.7576098319561786	0.97	0.981	0.059769048716698414	0.03200000000000003	0.00672862422751741	0.02100000000000002	0.014344396651484126	0.01100000000000001	0.10848163772521913	0.006000000000000005	greater	1.0	0.9999999999999998	0.9999335316494316	0.0007841119548722118	1.0	0.12816318916750757	0.00016665568458894747	5.139388947486819e-59	false	None	False	False	False
PRPF8_2-RBM22_2-interaction-shap	0.138876810669899	0.03563576564192772	-0.17347882688045502	-0.15538087487220764	-0.4360983967781067	-0.46220576763153076	110946	70624	0.7393430407585672	0.7774504276166743	0.983	0.991	1126536	864340	0.7989930956489628	0.8100581171761113	0.989	0.99	65679	66866	0.687021011282145	0.7523877605958186	0.967	0.991	0.059650054890395654	0.006000000000000005	0.03260768955943705	0.0010000000000000009	0.05232202947642217	0.016000000000000014	0.02506266702085569	0.0	greater	1.0	1.0	5.309824552778227e-131	2.1252062766742403e-16	1.0	1.0	9.579805028514571e-151	9.961011277694113e-34	false	None	False	False	False
RBM22_2-GRWD1_6-interaction-shap	0.0025493991561233997	0.004863997455686331	-0.4360983967781067	-0.46220576763153076	-0.2737436294555664	-0.32360902428627014	24601	6097	0.6690140644689241	0.6349471871412169	0.972	0.957	152024	131393	0.7281191851286639	0.7713085628610352	0.98	0.992	479039	164681	0.792247194904799	0.8129636934436881	0.989	0.994	0.05910512065973983	0.008000000000000007	0.13636137571981832	0.03500000000000003	0.12323313043587492	0.017000000000000015	0.17801650630247123	0.03700000000000003	greater	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	false	None	False	False	False
SRSF1_2-U2AF1_5-interaction-shap	0.00230435561388731	0.004971104208379984	-0.31190353631973267	-0.0830325111746788	-0.16416513919830322	-0.27911970019340515	1128	2311	0.8336737588652482	0.7624595413241021	0.959	0.983	63529	110948	0.775451258480379	0.843737597793561	0.98	0.996	41044	98442	0.7826185069681317	0.789163730927856	0.982	0.987	0.0582225003848692	0.02100000000000002	0.08127805646945885	0.013000000000000012	0.05105525189711646	0.02300000000000002	0.02670418960375387	0.0040000000000000036	greater	0.9999389334527385	1.0	0.999999805265382	1.0	6.139362708261937e-11	1.0	9.649600131804451e-9	0.9997701358170404	false	False	False	False	False
DDX55_2-NCBP2_2-interaction-shap	0.0009062657481990755	7.598086085636169e-6	-0.507893979549408	-0.024547027423977852	-0.31789401173591614	-0.0036090249195694923	546	1253	0.586992673992674	0.8060590582601755	0.491	0.997	8930	17499	0.6432465845464725	0.7768593062460712	0.99	0.985	108092	26279	0.7170781648965696	0.8086292476882683	0.968	0.988	0.05625391055379858	0.499	0.029199752014104297	0.01200000000000001	0.13008549090389565	0.477	0.0025701894280927284	0.009000000000000008	greater	0.9994457486100286	6.780055302007631e-33	1.0	1.226402308174305e-27	0.9999984750804792	0.004990257816101167	1.0	0.5908306264144387	false	None	None	None	None
AQR_2-TIA1_2-interaction-shap	0.09497657418251038	0.0041329748928546906	-0.24430587887763977	-0.24864131212234497	-0.26226308941841125	-0.19866278767585754	6980	52929	0.7415242120343839	0.8078010164560071	0.993	0.994	399543	1313202	0.7976458528869234	0.8166473634673111	0.992	0.992	30317	126690	0.7396866444569055	0.7957612360880891	0.987	0.988	0.056121640852539456	0.0010000000000000009	0.008846347011304045	0.0020000000000000018	0.0018375675774784384	0.006000000000000005	0.012039780367917974	0.006000000000000005	greater	0.9999927318225778	0.9999999999221357	1.2696648089527674e-7	1.4391479035345375e-35	1.0	0.999999994735814	0.3637101690490732	1.7454132311182783e-11	false	None	False	False	False
LSM11_3-SF3B4_5-interaction-shap	0.0045065125450491905	0.0027251611463725567	-0.0020509951282292604	-0.008738274686038494	-0.23675884306430817	-0.22762475907802582	3087	4528	0.9123628117913832	0.9537036219081272	0.995	0.995	12984	4072	0.9682905884165126	0.9083656679764243	0.997	0.996	374203	1024115	0.809657923640377	0.8289458713132803	0.988	0.991	0.05592777662512938	0.0020000000000000018	0.04533795393170292	0.0010000000000000009	0.1027048881510062	0.007000000000000006	0.12475775059484684	0.0040000000000000036	greater	1.0	5.238428066079278e-9	1.0763662495328072e-36	1.391589507606982e-48	1.0	3.6032339423787897e-47	3.4965179322530256e-136	0.0	false	None	False	False	False
GRWD1_2-GRWD1_5-interaction-shap	-0.06675071269273758	-0.000878361111972481	-0.08323346078395844	-0.006107669323682785	-0.35363882780075073	-0.0436827652156353	120782	15927	0.7688965408752959	0.8070273121115087	0.991	0.997	443820	162747	0.823963920057681	0.8645248145895162	0.99	0.996	293333	166974	0.8017039610272284	0.845089127648616	0.99	0.996	0.055067379182385134	0.0010000000000000009	0.057497502478007556	0.0010000000000000009	0.0328074201519325	0.0010000000000000009	0.0380618155371073	0.0010000000000000009	less	3.476217631106719e-75	0.8318084591620334	3.045258649965768e-40	0.9999855040859094	0.0	7.697103991821559e-76	4.349295457146632e-141	2.930782624629233e-34	false				
RPS3_4-GRWD1_5-interaction-shap	-0.0003053734253626317	-0.0026078703813254833	0.7361400723457336	0.970572292804718	-0.35363882780075073	-0.0436827652156353	2392	4219	0.9315735785953175	0.9982427115430195	0.999	1.0	108007	66377	0.9861380280907719	0.9890794552329875	1.0	0.999	411723	178682	0.7913251530762189	0.8380802207273255	0.99	0.995	0.05456444949545436	0.0010000000000000009	0.009163256310032009	0.0010000000000000009	0.14024842551909866	0.009000000000000008	0.160162490815694	0.0050000000000000044	less	7.859630683913265e-24	1.0	1.0	1.0	2.9556259440712946e-42	1.0	1.0	1.0	false	None	False	False	False
DDX3X_5-DDX3X_6-interaction-shap	0.2772524356842041	0.5091524124145508	-1.3346205949783325	-1.9786726236343384	-0.9028724431991577	-1.598173975944519	17016	19213	0.4997750352609309	0.29498469786082343	0.557	0.033	43008	89496	0.4453802548363096	0.3718145950657013	0.183	0.073	7949	12379	0.4686828531890803	0.2715535180547702	0.302	0.058	0.054394780424621314	0.37400000000000005	0.07682989720487787	0.039999999999999994	0.031092182071850605	0.25500000000000006	0.02343117980605325	0.025	greater	6.066179205599762e-22	1.0	0.00004707729824192179	1.0	4.871066419414331e-42	1.0	2.0081334754211713e-7	3.923841477691655e-8	false				
AQR_5-BUD13_6-interaction-shap	0.06821761280298233	0.003597669303417206	-0.11271006613969803	-0.43198004364967346	-0.06603479385375977	-0.0032581293489784002	15903	23814	0.863230145255612	0.8127810531620056	0.997	0.993	374504	371344	0.8097348866767778	0.8224451694385799	0.993	0.992	53349	153917	0.8311845582860036	0.8436603364150809	0.992	0.992	0.05349525857883419	0.0040000000000000036	0.009664116276574375	0.0010000000000000009	0.032045586969608464	0.0050000000000000044	0.030879283253075318	0.0010000000000000009	greater	1.4528685906219192e-90	6.573761073538969e-11	8.846974359833252e-45	0.9862389688284232	1.4433442718759642e-104	0.9999752982618861	1.0755194280046464e-30	1.0	false	None	False	False	False
TIA1_4-GRWD1_6-interaction-shap	0.004687421955168247	0.0001322026364505291	-0.12330491095781326	-0.015706712380051613	-0.2737436294555664	-0.32360902428627014	5758	4964	0.7528938867662384	0.897071716357776	0.951	0.995	23499	123558	0.8061500063832504	0.8815560789264959	0.991	0.995	497882	165814	0.7866132055386618	0.8039000506591725	0.989	0.994	0.05325611961701204	0.040000000000000036	0.01551563743128015	0.0	0.0337193187724234	0.038000000000000034	0.09317166569860358	0.0010000000000000009	greater	1.0	1.3424091912875786e-10	1.0	1.132303255254919e-30	1.0	7.344878195052189e-6	0.9999999999999218	4.3848512762411546e-139	false	None	False	False	False
RBFOX2_4-DDX3X_5-interaction-shap	0.06594130396842957	0.0005801246152259409	-0.4484655559062958	-0.04954059422016144	-1.3346205949783325	-1.9786726236343384	1142	143	0.6898528896672503	0.3441118881118881	0.977	0.17	48486	22372	0.7431080518087695	0.7649709458251386	0.967	0.981	58882	108566	0.4563580381101185	0.3582544443011625	0.2375	0.059	0.05325516214151915	0.010000000000000009	0.4208590577132505	0.8109999999999999	0.23349485155713184	0.7395	0.014142556189274402	0.11100000000000002	greater	0.8063044087418156	1.0	9.716455792737208e-55	6.641131158496088e-10	0.9999819115197834	1.0	1.912876787631751e-65	0.6810220104620235	false	False	False	False	False
EFTUD2_4-LIN28B_4-interaction-shap	-0.043134454637765884	-0.08677873760461807	0.35644668340682983	0.7475715279579163	1.6433429718017578	1.5384678840637207	2309	11334	0.9900264183629275	0.9871122286924299	1.0	1.0	149265	224762	0.9369716008441362	0.9590043067778361	0.998	0.999	48004	148429	0.9868688025997834	0.9761155973563117	1.0	0.999	0.053054817518791264	0.0020000000000000018	0.02810792191459377	0.0010000000000000009	0.003157615763144106	0.0	0.010996631336118168	0.0010000000000000009	less	1.0	1.0	1.0	1.0	1.0	1.0	0.9999837405484889	1.0	false	False	False	False	False
U2AF2_3-GRWD1_5-interaction-shap	0.01985958218574524	0.00007647604797966778	0.09508994966745377	0.018797004595398903	-0.35363882780075073	-0.0436827652156353	24400	6529	0.7742179098360655	0.8750894470822485	0.988	0.997	277377	179451	0.8267628678657567	0.8758815665557729	0.987	0.994	389715	176372	0.7932570545141963	0.840541452157939	0.991	0.996	0.05254495802969117	0.0010000000000000009	0.0007921194735244219	0.0030000000000000027	0.019039144678130726	0.0030000000000000027	0.03454799492430949	0.0010000000000000009	greater	0.999959235833253	1.7585098412064015e-7	0.9982255363959052	5.125427463183582e-8	1.0	0.5835276230030332	0.999999999999993	4.4566811111209624e-20	false	None	False	False	False
ZNF800_1-PRPF8_2-interaction-shap	-0.0024769261945039034	-0.01806129701435566	-0.06887287646532059	-0.02342391014099121	-0.17347882688045502	-0.15538087487220764	18575	16477	0.8158183041722746	0.7583322206712387	0.996	0.998	41199	55323	0.868183718051409	0.9028017822605425	0.998	0.999	1218907	918487	0.7933072941577988	0.8084787830421116	0.988	0.99	0.052365413879134404	0.0020000000000000018	0.1444695615893038	0.0010000000000000009	0.022511010014475863	0.008000000000000007	0.050146562370872894	0.008000000000000007	less	1.1484559046286726e-70	2.9255347112273523e-94	1.0	1.0	3.185498280336214e-71	0.0	1.0	2.5438519273156294e-55	false	None	False	False	False
