Gene stable ID	Gene name	Gene Synonym	UniProtKB Gene Name ID
ENSG00000064102	INTS13	MAT89BB	H0YH12
ENSG00000064102	INTS13	MAT89BB	F5H5W1
ENSG00000064102	INTS13	MAT89BB	F5H457
ENSG00000064102	INTS13	MAT89BB	F8VRX9
ENSG00000064102	INTS13	MAT89BB	Q9NVM9
ENSG00000064102	INTS13	NET48	H0YH12
ENSG00000064102	INTS13	NET48	F5H5W1
ENSG00000064102	INTS13	NET48	F5H457
ENSG00000064102	INTS13	NET48	F8VRX9
ENSG00000064102	INTS13	NET48	Q9NVM9
ENSG00000064102	INTS13	SPATA30	H0YH12
ENSG00000064102	INTS13	SPATA30	F5H5W1
ENSG00000064102	INTS13	SPATA30	F5H457
ENSG00000064102	INTS13	SPATA30	F8VRX9
ENSG00000064102	INTS13	SPATA30	Q9NVM9
ENSG00000164066	INTU	CPLANE4	J3QTA5
ENSG00000164066	INTU	CPLANE4	H0YA54
ENSG00000164066	INTU	CPLANE4	Q9ULD6
ENSG00000164066	INTU	KIAA1284	J3QTA5
ENSG00000164066	INTU	KIAA1284	H0YA54
ENSG00000164066	INTU	KIAA1284	Q9ULD6
ENSG00000164066	INTU	PDZD6	J3QTA5
ENSG00000164066	INTU	PDZD6	H0YA54
ENSG00000164066	INTU	PDZD6	Q9ULD6
ENSG00000164066	INTU	PDZK6	J3QTA5
ENSG00000164066	INTU	PDZK6	H0YA54
ENSG00000164066	INTU	PDZK6	Q9ULD6
ENSG00000119509	INVS	NPHP2	A0A024R153
ENSG00000119509	INVS	NPHP2	Q9Y283
ENSG00000176095	IP6K1	IHPK1	Q92551
ENSG00000176095	IP6K1	IHPK1	C9JNA8
ENSG00000176095	IP6K1	IHPK1	A0A024R2X2
ENSG00000176095	IP6K1	KIAA0263	Q92551
ENSG00000176095	IP6K1	KIAA0263	C9JNA8
ENSG00000176095	IP6K1	KIAA0263	A0A024R2X2
ENSG00000285248	IPO4	FLJ23338	H0YL92
ENSG00000285248	IPO4	FLJ23338	H0YK93
ENSG00000285248	IPO4	FLJ23338	Q8TEX9
ENSG00000285248	IPO4	FLJ23338	H0YN14
ENSG00000285248	IPO4	FLJ23338	H0YKG5
ENSG00000285248	IPO4	FLJ23338	H0YLV0
ENSG00000196497	IPO4	FLJ23338	H0YL92
ENSG00000196497	IPO4	FLJ23338	H0YK93
ENSG00000196497	IPO4	FLJ23338	Q8TEX9
ENSG00000196497	IPO4	FLJ23338	H0YN14
ENSG00000196497	IPO4	FLJ23338	H0YKG5
ENSG00000196497	IPO4	FLJ23338	H0YLV0
ENSG00000285248	IPO4	IMP4	H0YL92
ENSG00000285248	IPO4	IMP4	H0YK93
ENSG00000285248	IPO4	IMP4	Q8TEX9
ENSG00000285248	IPO4	IMP4	H0YN14
ENSG00000285248	IPO4	IMP4	H0YKG5
ENSG00000285248	IPO4	IMP4	H0YLV0
ENSG00000196497	IPO4	IMP4	H0YL92
ENSG00000196497	IPO4	IMP4	H0YK93
ENSG00000196497	IPO4	IMP4	Q8TEX9
ENSG00000196497	IPO4	IMP4	H0YN14
ENSG00000196497	IPO4	IMP4	H0YKG5
ENSG00000196497	IPO4	IMP4	H0YLV0
ENSG00000065150	IPO5	IMB3	E7EQT5
ENSG00000065150	IPO5	IMB3	C9J875
ENSG00000065150	IPO5	IMB3	E7ETV8
ENSG00000065150	IPO5	IMB3	O00410
ENSG00000065150	IPO5	IMB3	E7EWK4
ENSG00000065150	IPO5	IMB3	C9JXE0
ENSG00000065150	IPO5	IMB3	F8WF30
ENSG00000065150	IPO5	IMB3	A0A024RDY0
ENSG00000065150	IPO5	IMB3	E7ETV3
ENSG00000065150	IPO5	IMB3	C9J583
ENSG00000065150	IPO5	IMB3	C9JZ53
ENSG00000065150	IPO5	IMB3	H0Y3V4
ENSG00000065150	IPO5	IMB3	E7ESZ1
ENSG00000065150	IPO5	IMB3	E7EV12
ENSG00000065150	IPO5	IMB3	C9JQT6
ENSG00000065150	IPO5	IMB3	E7EX05
ENSG00000065150	IPO5	IMB3	C9JZD8
ENSG00000065150	IPO5	IMB3	A0A0D9SG25
ENSG00000065150	IPO5	KPNB3	E7EQT5
ENSG00000065150	IPO5	KPNB3	C9J875
ENSG00000065150	IPO5	KPNB3	E7ETV8
ENSG00000065150	IPO5	KPNB3	O00410
ENSG00000065150	IPO5	KPNB3	E7EWK4
ENSG00000065150	IPO5	KPNB3	C9JXE0
ENSG00000065150	IPO5	KPNB3	F8WF30
ENSG00000065150	IPO5	KPNB3	A0A024RDY0
ENSG00000065150	IPO5	KPNB3	E7ETV3
ENSG00000065150	IPO5	KPNB3	C9J583
ENSG00000065150	IPO5	KPNB3	C9JZ53
ENSG00000065150	IPO5	KPNB3	H0Y3V4
ENSG00000065150	IPO5	KPNB3	E7ESZ1
ENSG00000065150	IPO5	KPNB3	E7EV12
ENSG00000065150	IPO5	KPNB3	C9JQT6
ENSG00000065150	IPO5	KPNB3	E7EX05
ENSG00000065150	IPO5	KPNB3	C9JZD8
ENSG00000065150	IPO5	KPNB3	A0A0D9SG25
ENSG00000065150	IPO5	MGC2068	E7EQT5
ENSG00000065150	IPO5	MGC2068	C9J875
ENSG00000065150	IPO5	MGC2068	E7ETV8
ENSG00000065150	IPO5	MGC2068	O00410
ENSG00000065150	IPO5	MGC2068	E7EWK4
ENSG00000065150	IPO5	MGC2068	C9JXE0
ENSG00000065150	IPO5	MGC2068	F8WF30
ENSG00000065150	IPO5	MGC2068	A0A024RDY0
ENSG00000065150	IPO5	MGC2068	E7ETV3
ENSG00000065150	IPO5	MGC2068	C9J583
ENSG00000065150	IPO5	MGC2068	C9JZ53
ENSG00000065150	IPO5	MGC2068	H0Y3V4
ENSG00000065150	IPO5	MGC2068	E7ESZ1
ENSG00000065150	IPO5	MGC2068	E7EV12
ENSG00000065150	IPO5	MGC2068	C9JQT6
ENSG00000065150	IPO5	MGC2068	E7EX05
ENSG00000065150	IPO5	MGC2068	C9JZD8
ENSG00000065150	IPO5	MGC2068	A0A0D9SG25
ENSG00000065150	IPO5	PSE1	E7EQT5
ENSG00000065150	IPO5	PSE1	C9J875
ENSG00000065150	IPO5	PSE1	E7ETV8
ENSG00000065150	IPO5	PSE1	O00410
ENSG00000065150	IPO5	PSE1	E7EWK4
ENSG00000065150	IPO5	PSE1	C9JXE0
ENSG00000065150	IPO5	PSE1	F8WF30
ENSG00000065150	IPO5	PSE1	A0A024RDY0
ENSG00000065150	IPO5	PSE1	E7ETV3
ENSG00000065150	IPO5	PSE1	C9J583
ENSG00000065150	IPO5	PSE1	C9JZ53
ENSG00000065150	IPO5	PSE1	H0Y3V4
ENSG00000065150	IPO5	PSE1	E7ESZ1
ENSG00000065150	IPO5	PSE1	E7EV12
ENSG00000065150	IPO5	PSE1	C9JQT6
ENSG00000065150	IPO5	PSE1	E7EX05
ENSG00000065150	IPO5	PSE1	C9JZD8
ENSG00000065150	IPO5	PSE1	A0A0D9SG25
ENSG00000065150	IPO5	RANBP5	E7EQT5
ENSG00000065150	IPO5	RANBP5	C9J875
ENSG00000065150	IPO5	RANBP5	E7ETV8
ENSG00000065150	IPO5	RANBP5	O00410
ENSG00000065150	IPO5	RANBP5	E7EWK4
ENSG00000065150	IPO5	RANBP5	C9JXE0
ENSG00000065150	IPO5	RANBP5	F8WF30
ENSG00000065150	IPO5	RANBP5	A0A024RDY0
ENSG00000065150	IPO5	RANBP5	E7ETV3
ENSG00000065150	IPO5	RANBP5	C9J583
ENSG00000065150	IPO5	RANBP5	C9JZ53
ENSG00000065150	IPO5	RANBP5	H0Y3V4
ENSG00000065150	IPO5	RANBP5	E7ESZ1
ENSG00000065150	IPO5	RANBP5	E7EV12
ENSG00000065150	IPO5	RANBP5	C9JQT6
ENSG00000065150	IPO5	RANBP5	E7EX05
ENSG00000065150	IPO5	RANBP5	C9JZD8
ENSG00000065150	IPO5	RANBP5	A0A0D9SG25
ENSG00000203499	IQANK1	CACCLNC	A0A1B0GUK7
ENSG00000203499	IQANK1	CACCLNC	A8MXQ7
ENSG00000203499	IQANK1	FAM83H-AS1	A0A1B0GUK7
ENSG00000203499	IQANK1	FAM83H-AS1	A8MXQ7
ENSG00000203499	IQANK1	ONCO-LNCRNA-3	A0A1B0GUK7
ENSG00000203499	IQANK1	ONCO-LNCRNA-3	A8MXQ7
ENSG00000282685	IQANK1	CACCLNC	
ENSG00000282685	IQANK1	FAM83H-AS1	
ENSG00000282685	IQANK1	ONCO-LNCRNA-3	
ENSG00000132321	IQCA1	DRC11	A0A0A0MSY6
ENSG00000132321	IQCA1	DRC11	Q86XH1
ENSG00000132321	IQCA1	FLJ22527	A0A0A0MSY6
ENSG00000132321	IQCA1	FLJ22527	Q86XH1
ENSG00000132321	IQCA1	IQCA	A0A0A0MSY6
ENSG00000132321	IQCA1	IQCA	Q86XH1
ENSG00000278685	IQCA1L	IQCA1P1	A6NCM1
ENSG00000278685	IQCA1L	TCAG_9762	A6NCM1
ENSG00000217539	IQCB2P	DJ313I6.1	
ENSG00000217539	IQCB2P	IQCB1P1	
ENSG00000103599	IQCH	FLJ12476	H3BMH8
ENSG00000103599	IQCH	FLJ12476	H0YMU5
ENSG00000103599	IQCH	FLJ12476	Q86VS3
ENSG00000103599	IQCH	FLJ12476	B4E2J4
ENSG00000103599	IQCH	FLJ12476	D6RGG0
ENSG00000103599	IQCH	FLJ12476	H3BRL4
ENSG00000140575	IQGAP1	HUMORFA01	A0A0J9YXZ5
ENSG00000140575	IQGAP1	HUMORFA01	P46940
ENSG00000140575	IQGAP1	HUMORFA01	H0YLE8
ENSG00000140575	IQGAP1	HUMORFA01	A0A087WWP1
ENSG00000140575	IQGAP1	HUMORFA01	H0YKA5
ENSG00000140575	IQGAP1	KIAA0051	A0A0J9YXZ5
ENSG00000140575	IQGAP1	KIAA0051	P46940
ENSG00000140575	IQGAP1	KIAA0051	H0YLE8
ENSG00000140575	IQGAP1	KIAA0051	A0A087WWP1
ENSG00000140575	IQGAP1	KIAA0051	H0YKA5
ENSG00000140575	IQGAP1	P195	A0A0J9YXZ5
ENSG00000140575	IQGAP1	P195	P46940
ENSG00000140575	IQGAP1	P195	H0YLE8
ENSG00000140575	IQGAP1	P195	A0A087WWP1
ENSG00000140575	IQGAP1	P195	H0YKA5
ENSG00000140575	IQGAP1	SAR1	A0A0J9YXZ5
ENSG00000140575	IQGAP1	SAR1	P46940
ENSG00000140575	IQGAP1	SAR1	H0YLE8
ENSG00000140575	IQGAP1	SAR1	A0A087WWP1
ENSG00000140575	IQGAP1	SAR1	H0YKA5
ENSG00000262607	IQSEC3	KIAA1110	A0A0G2JLG2
ENSG00000262607	IQSEC3	KIAA1110	Q9UPP2
ENSG00000262607	IQSEC3	MGC30156	A0A0G2JLG2
ENSG00000262607	IQSEC3	MGC30156	Q9UPP2
ENSG00000262226	IQSEC3-AS2	AC026369.3	
ENSG00000164675	IQUB	FLJ35834	Q8NA54
ENSG00000164675	IQUB	FLJ35834	A0A024R771
ENSG00000164675	IQUB	FLJ35834	A1A4Z1
ENSG00000184216	IRAK1	IRAK	H7C3G8
ENSG00000184216	IRAK1	IRAK	F8WAB6
ENSG00000184216	IRAK1	IRAK	P51617
ENSG00000184216	IRAK1	IRAK	H7C1F0
ENSG00000184216	IRAK1	IRAK	D3YTB5
ENSG00000184216	IRAK1	PELLE	H7C3G8
ENSG00000184216	IRAK1	PELLE	F8WAB6
ENSG00000184216	IRAK1	PELLE	P51617
ENSG00000184216	IRAK1	PELLE	H7C1F0
ENSG00000184216	IRAK1	PELLE	D3YTB5
ENSG00000136381	IREB2	IRP2	H0YL48
ENSG00000136381	IREB2	IRP2	P48200
ENSG00000136381	IREB2	IRP2	H0YLE0
ENSG00000136381	IREB2	IRP2	H0YNL8
ENSG00000136381	IREB2	IRP2	H0YMA8
ENSG00000170604	IRF2BP1	DKFZP434M154	Q8IU81
ENSG00000170604	IRF2BP1	IRF-2BP1	Q8IU81
ENSG00000119669	IRF2BPL	C14ORF4	Q9H1B7
ENSG00000119669	IRF2BPL	EAP1	Q9H1B7
ENSG00000119669	IRF2BPL	KIAA1865	Q9H1B7
ENSG00000285048	IRF9	ISGF3G	A0A8V8TN13
ENSG00000285048	IRF9	ISGF3G	A0A8V8TP43
ENSG00000285048	IRF9	ISGF3G	A0A8V8TMQ7
ENSG00000285048	IRF9	ISGF3G	H0YNM9
ENSG00000285048	IRF9	ISGF3G	A0A8V8TMP1
ENSG00000285048	IRF9	ISGF3G	A0A8V8TMJ8
ENSG00000285048	IRF9	ISGF3G	H0YNP4
ENSG00000285048	IRF9	ISGF3G	H7BXP4
ENSG00000285048	IRF9	ISGF3G	H0YMB0
ENSG00000285048	IRF9	ISGF3G	Q00978
ENSG00000285048	IRF9	ISGF3G	A0A8V8TMP6
ENSG00000285048	IRF9	ISGF3G	A0A8V8TMN7
ENSG00000285048	IRF9	ISGF3G	A0A8V8TP35
ENSG00000285048	IRF9	ISGF3G	A0A8V8TPD7
ENSG00000285048	IRF9	ISGF3G	A0A8V8TPF5
ENSG00000285048	IRF9	ISGF3G	A0A8V8TP30
ENSG00000285048	IRF9	ISGF3G	A0A8V8TMP0
ENSG00000285048	IRF9	ISGF3G	A0A8V8TPF1
ENSG00000285048	IRF9	ISGF3G	A0A8V8TP83
ENSG00000285048	IRF9	ISGF3G	A0A8V8TMK5
ENSG00000285048	IRF9	ISGF3G	A0A8V8TN47
ENSG00000124449	IRGC	CINEMA	M0R0T1
ENSG00000124449	IRGC	CINEMA	J7NNX4
ENSG00000124449	IRGC	CINEMA	Q6NXR0
ENSG00000124449	IRGC	IIGP5	M0R0T1
ENSG00000124449	IRGC	IIGP5	J7NNX4
ENSG00000124449	IRGC	IIGP5	Q6NXR0
ENSG00000124449	IRGC	IRGC1	M0R0T1
ENSG00000124449	IRGC	IRGC1	J7NNX4
ENSG00000124449	IRGC	IRGC1	Q6NXR0
ENSG00000133124	IRS4	IRS-4	A0A804CF45
ENSG00000133124	IRS4	IRS-4	O14654
ENSG00000133124	IRS4	PY160	A0A804CF45
ENSG00000133124	IRS4	PY160	O14654
ENSG00000159387	IRX6	IRX-3	P78412
ENSG00000159387	IRX6	IRX7	P78412
ENSG00000135070	ISCA1	HBLD2	Q9BUE6
ENSG00000135070	ISCA1	HBLD2	Q5TBE2
ENSG00000135070	ISCA1	HBLD2	A0A1B0GTK6
ENSG00000135070	ISCA1	HBLD2	Q5TBE9
ENSG00000135070	ISCA1	HISCA	Q9BUE6
ENSG00000135070	ISCA1	HISCA	Q5TBE2
ENSG00000135070	ISCA1	HISCA	A0A1B0GTK6
ENSG00000135070	ISCA1	HISCA	Q5TBE9
ENSG00000135070	ISCA1	HISCA1	Q9BUE6
ENSG00000135070	ISCA1	HISCA1	Q5TBE2
ENSG00000135070	ISCA1	HISCA1	A0A1B0GTK6
ENSG00000135070	ISCA1	HISCA1	Q5TBE9
ENSG00000135070	ISCA1	ISA1	Q9BUE6
ENSG00000135070	ISCA1	ISA1	Q5TBE2
ENSG00000135070	ISCA1	ISA1	A0A1B0GTK6
ENSG00000135070	ISCA1	ISA1	Q5TBE9
ENSG00000135070	ISCA1	MGC4276	Q9BUE6
ENSG00000135070	ISCA1	MGC4276	Q5TBE2
ENSG00000135070	ISCA1	MGC4276	A0A1B0GTK6
ENSG00000135070	ISCA1	MGC4276	Q5TBE9
ENSG00000165898	ISCA2	HBLD1	Q86U28
ENSG00000165898	ISCA2	HBLD1	J3QSS7
ENSG00000165898	ISCA2	ISA2	Q86U28
ENSG00000165898	ISCA2	ISA2	J3QSS7
ENSG00000172183	ISG20	CD25	H0YMM4
ENSG00000172183	ISG20	CD25	Q96AZ6
ENSG00000172183	ISG20	HEM45	H0YMM4
ENSG00000172183	ISG20	HEM45	Q96AZ6
ENSG00000159556	ISL2	FLJ10160	Q96A47
ENSG00000159556	ISL2	FLJ10160	H0YN25
ENSG00000288508	ISLR	HST17563	O14498
ENSG00000288508	ISLR	HST17563	A0A146E5L3
ENSG00000288508	ISLR	HST17563	H0YL90
ENSG00000288508	ISLR	HST17563	H0YN67
ENSG00000101230	ISM1	BA149I18.1	B1AKI9
ENSG00000101230	ISM1	C20ORF82	B1AKI9
ENSG00000063241	ISOC2	FLJ23469	Q96AB3
ENSG00000063241	ISOC2	FLJ23469	K7EKW4
ENSG00000063241	ISOC2	FLJ23469	K7ENV7
ENSG00000175329	ISX	RAXLX	Q2M1V0
ENSG00000105655	ISYNA1	INO1	J3QLD7
ENSG00000105655	ISYNA1	INO1	J3QRY0
ENSG00000105655	ISYNA1	INO1	J3QRH1
ENSG00000105655	ISYNA1	INO1	J3KRH4
ENSG00000105655	ISYNA1	INO1	J3QKW9
ENSG00000105655	ISYNA1	INO1	Q9NPH2
ENSG00000105655	ISYNA1	INOS	J3QLD7
ENSG00000105655	ISYNA1	INOS	J3QRY0
ENSG00000105655	ISYNA1	INOS	J3QRH1
ENSG00000105655	ISYNA1	INOS	J3KRH4
ENSG00000105655	ISYNA1	INOS	J3QKW9
ENSG00000105655	ISYNA1	INOS	Q9NPH2
ENSG00000105655	ISYNA1	IPS	J3QLD7
ENSG00000105655	ISYNA1	IPS	J3QRY0
ENSG00000105655	ISYNA1	IPS	J3QRH1
ENSG00000105655	ISYNA1	IPS	J3KRH4
ENSG00000105655	ISYNA1	IPS	J3QKW9
ENSG00000105655	ISYNA1	IPS	Q9NPH2
ENSG00000078747	ITCH	AIP4	A0A590UJ55
ENSG00000078747	ITCH	AIP4	A0A590UJQ1
ENSG00000078747	ITCH	AIP4	A0A590UK44
ENSG00000078747	ITCH	AIP4	Q96J02
ENSG00000078747	ITCH	AIP4	A0A590UJW8
ENSG00000078747	ITCH	AIP4	A0A1W2PNZ8
ENSG00000078747	ITCH	AIP4	A0A8V8TKK4
ENSG00000078747	ITCH	AIP4	A0A590UIY0
ENSG00000129636	ITFG1	CDA08	H3BUJ1
ENSG00000129636	ITFG1	CDA08	F5GXC5
ENSG00000129636	ITFG1	CDA08	H3BQ64
ENSG00000129636	ITFG1	CDA08	Q8TB96
ENSG00000129636	ITFG1	LNKN-1	H3BUJ1
ENSG00000129636	ITFG1	LNKN-1	F5GXC5
ENSG00000129636	ITFG1	LNKN-1	H3BQ64
ENSG00000129636	ITFG1	LNKN-1	Q8TB96
ENSG00000129636	ITFG1	TIP	H3BUJ1
ENSG00000129636	ITFG1	TIP	F5GXC5
ENSG00000129636	ITFG1	TIP	H3BQ64
ENSG00000129636	ITFG1	TIP	Q8TB96
ENSG00000161638	ITGA5	CD49E	P08648
ENSG00000161638	ITGA5	CD49E	B4E3F4
ENSG00000161638	ITGA5	FNRA	P08648
ENSG00000161638	ITGA5	FNRA	B4E3F4
ENSG00000291488	ITGA9	ALPHA-RLC	E9PDS3
ENSG00000291488	ITGA9	ALPHA-RLC	Q13797
ENSG00000144668	ITGA9	ALPHA-RLC	E9PDS3
ENSG00000144668	ITGA9	ALPHA-RLC	Q13797
ENSG00000291488	ITGA9	ITGA4L	E9PDS3
ENSG00000291488	ITGA9	ITGA4L	Q13797
ENSG00000144668	ITGA9	ITGA4L	E9PDS3
ENSG00000144668	ITGA9	ITGA4L	Q13797
ENSG00000291488	ITGA9	RLC	E9PDS3
ENSG00000291488	ITGA9	RLC	Q13797
ENSG00000144668	ITGA9	RLC	E9PDS3
ENSG00000144668	ITGA9	RLC	Q13797
ENSG00000137809	ITGA11	HST18964	Q9UKX5
ENSG00000156886	ITGAD	ADB2	Q13349
ENSG00000156886	ITGAD	CD11D	Q13349
ENSG00000005844	ITGAL	CD11A	H3BUT3
ENSG00000005844	ITGAL	CD11A	I3L468
ENSG00000005844	ITGAL	CD11A	P20701
ENSG00000005844	ITGAL	CD11A	B4E021
ENSG00000005844	ITGAL	CD11A	B4DQ77
ENSG00000005844	ITGAL	CD11A	A0A7I2V582
ENSG00000005844	ITGAL	CD11A	H3BNL5
ENSG00000005844	ITGAL	CD11A	H3BS37
ENSG00000005844	ITGAL	CD11A	A0A7I2V498
ENSG00000005844	ITGAL	LFA-1	H3BUT3
ENSG00000005844	ITGAL	LFA-1	I3L468
ENSG00000005844	ITGAL	LFA-1	P20701
ENSG00000005844	ITGAL	LFA-1	B4E021
ENSG00000005844	ITGAL	LFA-1	B4DQ77
ENSG00000005844	ITGAL	LFA-1	A0A7I2V582
ENSG00000005844	ITGAL	LFA-1	H3BNL5
ENSG00000005844	ITGAL	LFA-1	H3BS37
ENSG00000005844	ITGAL	LFA-1	A0A7I2V498
ENSG00000005844	ITGAL	LFA1A	H3BUT3
ENSG00000005844	ITGAL	LFA1A	I3L468
ENSG00000005844	ITGAL	LFA1A	P20701
ENSG00000005844	ITGAL	LFA1A	B4E021
ENSG00000005844	ITGAL	LFA1A	B4DQ77
ENSG00000005844	ITGAL	LFA1A	A0A7I2V582
ENSG00000005844	ITGAL	LFA1A	H3BNL5
ENSG00000005844	ITGAL	LFA1A	H3BS37
ENSG00000005844	ITGAL	LFA1A	A0A7I2V498
ENSG00000261332	ITGAL-AS1	RP11-279C4.1	
ENSG00000169896	ITGAM	CD11B	P11215
ENSG00000169896	ITGAM	CD11B	I3NI33
ENSG00000169896	ITGAM	CR3A	P11215
ENSG00000169896	ITGAM	CR3A	I3NI33
ENSG00000169896	ITGAM	MAC-1	P11215
ENSG00000169896	ITGAM	MAC-1	I3NI33
ENSG00000140678	ITGAX	CD11C	A0A087X131
ENSG00000140678	ITGAX	CD11C	P20702
ENSG00000140678	ITGAX	CD11C	H3BN02
ENSG00000147166	ITGB1BP2	CHORDC3	Q9UKP3
ENSG00000269378	ITGB1P1	FNRBL	
ENSG00000269378	ITGB1P1	ITGB1L	
ENSG00000160255	ITGB2	CD18	E5RK25
ENSG00000160255	ITGB2	CD18	D3DSM0
ENSG00000160255	ITGB2	CD18	E5RIE4
ENSG00000160255	ITGB2	CD18	E5RGK9
ENSG00000160255	ITGB2	CD18	E7EVZ9
ENSG00000160255	ITGB2	CD18	E5RHT0
ENSG00000160255	ITGB2	CD18	E5RFI0
ENSG00000160255	ITGB2	CD18	E5RIG7
ENSG00000160255	ITGB2	CD18	J3KNI6
ENSG00000160255	ITGB2	CD18	E5RK54
ENSG00000160255	ITGB2	CD18	E5RHE6
ENSG00000160255	ITGB2	CD18	A0A494C0X7
ENSG00000160255	ITGB2	CD18	A8MVG7
ENSG00000160255	ITGB2	LFA-1	E5RK25
ENSG00000160255	ITGB2	LFA-1	D3DSM0
ENSG00000160255	ITGB2	LFA-1	E5RIE4
ENSG00000160255	ITGB2	LFA-1	E5RGK9
ENSG00000160255	ITGB2	LFA-1	E7EVZ9
ENSG00000160255	ITGB2	LFA-1	E5RHT0
ENSG00000160255	ITGB2	LFA-1	E5RFI0
ENSG00000160255	ITGB2	LFA-1	E5RIG7
ENSG00000160255	ITGB2	LFA-1	J3KNI6
ENSG00000160255	ITGB2	LFA-1	E5RK54
ENSG00000160255	ITGB2	LFA-1	E5RHE6
ENSG00000160255	ITGB2	LFA-1	A0A494C0X7
ENSG00000160255	ITGB2	LFA-1	A8MVG7
ENSG00000160255	ITGB2	MAC-1	E5RK25
ENSG00000160255	ITGB2	MAC-1	D3DSM0
ENSG00000160255	ITGB2	MAC-1	E5RIE4
ENSG00000160255	ITGB2	MAC-1	E5RGK9
ENSG00000160255	ITGB2	MAC-1	E7EVZ9
ENSG00000160255	ITGB2	MAC-1	E5RHT0
ENSG00000160255	ITGB2	MAC-1	E5RFI0
ENSG00000160255	ITGB2	MAC-1	E5RIG7
ENSG00000160255	ITGB2	MAC-1	J3KNI6
ENSG00000160255	ITGB2	MAC-1	E5RK54
ENSG00000160255	ITGB2	MAC-1	E5RHE6
ENSG00000160255	ITGB2	MAC-1	A0A494C0X7
ENSG00000160255	ITGB2	MAC-1	A8MVG7
ENSG00000160255	ITGB2	MFI7	E5RK25
ENSG00000160255	ITGB2	MFI7	D3DSM0
ENSG00000160255	ITGB2	MFI7	E5RIE4
ENSG00000160255	ITGB2	MFI7	E5RGK9
ENSG00000160255	ITGB2	MFI7	E7EVZ9
ENSG00000160255	ITGB2	MFI7	E5RHT0
ENSG00000160255	ITGB2	MFI7	E5RFI0
ENSG00000160255	ITGB2	MFI7	E5RIG7
ENSG00000160255	ITGB2	MFI7	J3KNI6
ENSG00000160255	ITGB2	MFI7	E5RK54
ENSG00000160255	ITGB2	MFI7	E5RHE6
ENSG00000160255	ITGB2	MFI7	A0A494C0X7
ENSG00000160255	ITGB2	MFI7	A8MVG7
ENSG00000198542	ITGBL1	OSCP	A0A087WY35
ENSG00000198542	ITGBL1	OSCP	O95965
ENSG00000198542	ITGBL1	OSCP	A0A024RDW7
ENSG00000198542	ITGBL1	TIED	A0A087WY35
ENSG00000198542	ITGBL1	TIED	O95965
ENSG00000198542	ITGBL1	TIED	A0A024RDW7
ENSG00000151655	ITIH2	H2P	Q5T987
ENSG00000151655	ITIH2	H2P	P19823
ENSG00000151655	ITIH2	H2P	Q5T985
ENSG00000123243	ITIH5	MGC10848	C9J2H1
ENSG00000123243	ITIH5	MGC10848	G5E9D8
ENSG00000123243	ITIH5	MGC10848	A0A096LP62
ENSG00000102313	ITIH6	ITIH5L	Q6UXX5
ENSG00000102313	ITIH6	UNQ6369	Q6UXX5
ENSG00000078596	ITM2A	BRICD2A	O43736
ENSG00000078596	ITM2A	E25A	O43736
ENSG00000136156	ITM2B	BRI	A0A3B3ITP9
ENSG00000136156	ITM2B	BRI	Q9Y287
ENSG00000136156	ITM2B	BRI	A0A3B3IUC0
ENSG00000136156	ITM2B	BRI	A0A3B3IU60
ENSG00000136156	ITM2B	BRI2	A0A3B3ITP9
ENSG00000136156	ITM2B	BRI2	Q9Y287
ENSG00000136156	ITM2B	BRI2	A0A3B3IUC0
ENSG00000136156	ITM2B	BRI2	A0A3B3IU60
ENSG00000136156	ITM2B	BRICD2B	A0A3B3ITP9
ENSG00000136156	ITM2B	BRICD2B	Q9Y287
ENSG00000136156	ITM2B	BRICD2B	A0A3B3IUC0
ENSG00000136156	ITM2B	BRICD2B	A0A3B3IU60
ENSG00000136156	ITM2B	E25B	A0A3B3ITP9
ENSG00000136156	ITM2B	E25B	Q9Y287
ENSG00000136156	ITM2B	E25B	A0A3B3IUC0
ENSG00000136156	ITM2B	E25B	A0A3B3IU60
ENSG00000136156	ITM2B	E3-16	A0A3B3ITP9
ENSG00000136156	ITM2B	E3-16	Q9Y287
ENSG00000136156	ITM2B	E3-16	A0A3B3IUC0
ENSG00000136156	ITM2B	E3-16	A0A3B3IU60
ENSG00000135916	ITM2C	BRI3	B8ZZM6
ENSG00000135916	ITM2C	BRI3	Q9NQX7
ENSG00000135916	ITM2C	BRI3	C9JG41
ENSG00000135916	ITM2C	BRI3	E7EUS6
ENSG00000135916	ITM2C	BRI3	Q96JS4
ENSG00000135916	ITM2C	BRI3	F5H4I5
ENSG00000135916	ITM2C	BRICD2C	B8ZZM6
ENSG00000135916	ITM2C	BRICD2C	Q9NQX7
ENSG00000135916	ITM2C	BRICD2C	C9JG41
ENSG00000135916	ITM2C	BRICD2C	E7EUS6
ENSG00000135916	ITM2C	BRICD2C	Q96JS4
ENSG00000135916	ITM2C	BRICD2C	F5H4I5
ENSG00000135916	ITM2C	E25	B8ZZM6
ENSG00000135916	ITM2C	E25	Q9NQX7
ENSG00000135916	ITM2C	E25	C9JG41
ENSG00000135916	ITM2C	E25	E7EUS6
ENSG00000135916	ITM2C	E25	Q96JS4
ENSG00000135916	ITM2C	E25	F5H4I5
ENSG00000135916	ITM2C	HRPC.1050_D_4	B8ZZM6
ENSG00000135916	ITM2C	HRPC.1050_D_4	Q9NQX7
ENSG00000135916	ITM2C	HRPC.1050_D_4	C9JG41
ENSG00000135916	ITM2C	HRPC.1050_D_4	E7EUS6
