Gene stable ID	Gene name	Gene Synonym	UniProtKB Gene Name ID
ENSG00000286112	KYAT1	CCBL1	A0A494C066
ENSG00000171097	KYAT1	CCBL1	Q16773
ENSG00000171097	KYAT1	CCBL1	Q5T276
ENSG00000171097	KYAT1	CCBL1	Q5T277
ENSG00000171097	KYAT1	CCBL1	Q5T278
ENSG00000171097	KYAT1	CCBL1	A8K563
ENSG00000171097	KYAT1	CCBL1	B7Z4W5
ENSG00000286112	KYAT1	GTK	A0A494C066
ENSG00000171097	KYAT1	GTK	Q16773
ENSG00000171097	KYAT1	GTK	Q5T276
ENSG00000171097	KYAT1	GTK	Q5T277
ENSG00000171097	KYAT1	GTK	Q5T278
ENSG00000171097	KYAT1	GTK	A8K563
ENSG00000171097	KYAT1	GTK	B7Z4W5
ENSG00000286112	KYAT1	KAT1	A0A494C066
ENSG00000171097	KYAT1	KAT1	Q16773
ENSG00000171097	KYAT1	KAT1	Q5T276
ENSG00000171097	KYAT1	KAT1	Q5T277
ENSG00000171097	KYAT1	KAT1	Q5T278
ENSG00000171097	KYAT1	KAT1	A8K563
ENSG00000171097	KYAT1	KAT1	B7Z4W5
ENSG00000286112	KYAT1	KATI	A0A494C066
ENSG00000171097	KYAT1	KATI	Q16773
ENSG00000171097	KYAT1	KATI	Q5T276
ENSG00000171097	KYAT1	KATI	Q5T277
ENSG00000171097	KYAT1	KATI	Q5T278
ENSG00000171097	KYAT1	KATI	A8K563
ENSG00000171097	KYAT1	KATI	B7Z4W5
ENSG00000291087	CRYBB2P1	CRYB2B	
ENSG00000261905	MTX1	MTX	
ENSG00000261905	MTX1	MTXN	
ENSG00000293442	PRKY	PRKXP3	
ENSG00000293442	PRKY	PRKYP	
ENSG00000198010	DLGAP2	C8orf68	A0A0G2JPE0
ENSG00000198010	DLGAP2	C8orf68	A0A1B0GXK6
ENSG00000198010	DLGAP2	C8orf68	A0A1B0GTN4
ENSG00000198010	DLGAP2	C8orf68	A0A0G2JLW6
ENSG00000198010	DLGAP2	C8orf68	A0A0J9YVY4
ENSG00000198010	DLGAP2	C8orf68	Q9P1A6
ENSG00000198010	DLGAP2	C8orf68	A0A0J9YWL8
ENSG00000282152	DLGAP2	C8orf68	A0A0G2JPE0
ENSG00000282152	DLGAP2	C8orf68	A0A1B0GXK6
ENSG00000282152	DLGAP2	C8orf68	A0A1B0GTN4
ENSG00000282152	DLGAP2	C8orf68	A0A0G2JLW6
ENSG00000282152	DLGAP2	C8orf68	A0A0J9YVY4
ENSG00000282152	DLGAP2	C8orf68	Q9P1A6
ENSG00000282152	DLGAP2	C8orf68	A0A0J9YWL8
ENSG00000282318	DLGAP2	C8orf68	A0A0G2JPE0
ENSG00000282318	DLGAP2	C8orf68	A0A1B0GXK6
ENSG00000282318	DLGAP2	C8orf68	A0A1B0GTN4
ENSG00000282318	DLGAP2	C8orf68	A0A0G2JLW6
ENSG00000282318	DLGAP2	C8orf68	A0A0J9YVY4
ENSG00000282318	DLGAP2	C8orf68	Q9P1A6
ENSG00000282318	DLGAP2	C8orf68	A0A0J9YWL8
ENSG00000282103	DLGAP2	C8orf68	
ENSG00000274161	DLGAP2	C8orf68	A0A0G2JPE0
ENSG00000274161	DLGAP2	C8orf68	A0A1B0GXK6
ENSG00000274161	DLGAP2	C8orf68	A0A1B0GTN4
ENSG00000274161	DLGAP2	C8orf68	A0A0G2JLW6
ENSG00000274161	DLGAP2	C8orf68	A0A0J9YVY4
ENSG00000274161	DLGAP2	C8orf68	Q9P1A6
ENSG00000274161	DLGAP2	C8orf68	A0A0J9YWL8
ENSG00000198010	DLGAP2	DAP2	A0A0G2JPE0
ENSG00000198010	DLGAP2	DAP2	A0A1B0GXK6
ENSG00000198010	DLGAP2	DAP2	A0A1B0GTN4
ENSG00000198010	DLGAP2	DAP2	A0A0G2JLW6
ENSG00000198010	DLGAP2	DAP2	A0A0J9YVY4
ENSG00000198010	DLGAP2	DAP2	Q9P1A6
ENSG00000198010	DLGAP2	DAP2	A0A0J9YWL8
ENSG00000282152	DLGAP2	DAP2	A0A0G2JPE0
ENSG00000282152	DLGAP2	DAP2	A0A1B0GXK6
ENSG00000282152	DLGAP2	DAP2	A0A1B0GTN4
ENSG00000282152	DLGAP2	DAP2	A0A0G2JLW6
ENSG00000282152	DLGAP2	DAP2	A0A0J9YVY4
ENSG00000282152	DLGAP2	DAP2	Q9P1A6
ENSG00000282152	DLGAP2	DAP2	A0A0J9YWL8
ENSG00000282318	DLGAP2	DAP2	A0A0G2JPE0
ENSG00000282318	DLGAP2	DAP2	A0A1B0GXK6
ENSG00000282318	DLGAP2	DAP2	A0A1B0GTN4
ENSG00000282318	DLGAP2	DAP2	A0A0G2JLW6
ENSG00000282318	DLGAP2	DAP2	A0A0J9YVY4
ENSG00000282318	DLGAP2	DAP2	Q9P1A6
ENSG00000282318	DLGAP2	DAP2	A0A0J9YWL8
ENSG00000282103	DLGAP2	DAP2	
ENSG00000274161	DLGAP2	DAP2	A0A0G2JPE0
ENSG00000274161	DLGAP2	DAP2	A0A1B0GXK6
ENSG00000274161	DLGAP2	DAP2	A0A1B0GTN4
ENSG00000274161	DLGAP2	DAP2	A0A0G2JLW6
ENSG00000274161	DLGAP2	DAP2	A0A0J9YVY4
ENSG00000274161	DLGAP2	DAP2	Q9P1A6
ENSG00000274161	DLGAP2	DAP2	A0A0J9YWL8
ENSG00000198010	DLGAP2	ERICH1-AS1	A0A0G2JPE0
ENSG00000198010	DLGAP2	ERICH1-AS1	A0A1B0GXK6
ENSG00000198010	DLGAP2	ERICH1-AS1	A0A1B0GTN4
ENSG00000198010	DLGAP2	ERICH1-AS1	A0A0G2JLW6
ENSG00000198010	DLGAP2	ERICH1-AS1	A0A0J9YVY4
ENSG00000198010	DLGAP2	ERICH1-AS1	Q9P1A6
ENSG00000198010	DLGAP2	ERICH1-AS1	A0A0J9YWL8
ENSG00000282152	DLGAP2	ERICH1-AS1	A0A0G2JPE0
ENSG00000282152	DLGAP2	ERICH1-AS1	A0A1B0GXK6
ENSG00000282152	DLGAP2	ERICH1-AS1	A0A1B0GTN4
ENSG00000282152	DLGAP2	ERICH1-AS1	A0A0G2JLW6
ENSG00000282152	DLGAP2	ERICH1-AS1	A0A0J9YVY4
ENSG00000282152	DLGAP2	ERICH1-AS1	Q9P1A6
ENSG00000282152	DLGAP2	ERICH1-AS1	A0A0J9YWL8
ENSG00000282318	DLGAP2	ERICH1-AS1	A0A0G2JPE0
ENSG00000282318	DLGAP2	ERICH1-AS1	A0A1B0GXK6
ENSG00000282318	DLGAP2	ERICH1-AS1	A0A1B0GTN4
ENSG00000282318	DLGAP2	ERICH1-AS1	A0A0G2JLW6
ENSG00000282318	DLGAP2	ERICH1-AS1	A0A0J9YVY4
ENSG00000282318	DLGAP2	ERICH1-AS1	Q9P1A6
ENSG00000282318	DLGAP2	ERICH1-AS1	A0A0J9YWL8
ENSG00000282103	DLGAP2	ERICH1-AS1	
ENSG00000274161	DLGAP2	ERICH1-AS1	A0A0G2JPE0
ENSG00000274161	DLGAP2	ERICH1-AS1	A0A1B0GXK6
ENSG00000274161	DLGAP2	ERICH1-AS1	A0A1B0GTN4
ENSG00000274161	DLGAP2	ERICH1-AS1	A0A0G2JLW6
ENSG00000274161	DLGAP2	ERICH1-AS1	A0A0J9YVY4
ENSG00000274161	DLGAP2	ERICH1-AS1	Q9P1A6
ENSG00000274161	DLGAP2	ERICH1-AS1	A0A0J9YWL8
ENSG00000198010	DLGAP2	SAPAP2	A0A0G2JPE0
ENSG00000198010	DLGAP2	SAPAP2	A0A1B0GXK6
ENSG00000198010	DLGAP2	SAPAP2	A0A1B0GTN4
ENSG00000198010	DLGAP2	SAPAP2	A0A0G2JLW6
ENSG00000198010	DLGAP2	SAPAP2	A0A0J9YVY4
ENSG00000198010	DLGAP2	SAPAP2	Q9P1A6
ENSG00000198010	DLGAP2	SAPAP2	A0A0J9YWL8
ENSG00000282152	DLGAP2	SAPAP2	A0A0G2JPE0
ENSG00000282152	DLGAP2	SAPAP2	A0A1B0GXK6
ENSG00000282152	DLGAP2	SAPAP2	A0A1B0GTN4
ENSG00000282152	DLGAP2	SAPAP2	A0A0G2JLW6
ENSG00000282152	DLGAP2	SAPAP2	A0A0J9YVY4
ENSG00000282152	DLGAP2	SAPAP2	Q9P1A6
ENSG00000282152	DLGAP2	SAPAP2	A0A0J9YWL8
ENSG00000282318	DLGAP2	SAPAP2	A0A0G2JPE0
ENSG00000282318	DLGAP2	SAPAP2	A0A1B0GXK6
ENSG00000282318	DLGAP2	SAPAP2	A0A1B0GTN4
ENSG00000282318	DLGAP2	SAPAP2	A0A0G2JLW6
ENSG00000282318	DLGAP2	SAPAP2	A0A0J9YVY4
ENSG00000282318	DLGAP2	SAPAP2	Q9P1A6
ENSG00000282318	DLGAP2	SAPAP2	A0A0J9YWL8
ENSG00000282103	DLGAP2	SAPAP2	
ENSG00000274161	DLGAP2	SAPAP2	A0A0G2JPE0
ENSG00000274161	DLGAP2	SAPAP2	A0A1B0GXK6
ENSG00000274161	DLGAP2	SAPAP2	A0A1B0GTN4
ENSG00000274161	DLGAP2	SAPAP2	A0A0G2JLW6
ENSG00000274161	DLGAP2	SAPAP2	A0A0J9YVY4
ENSG00000274161	DLGAP2	SAPAP2	Q9P1A6
ENSG00000274161	DLGAP2	SAPAP2	A0A0J9YWL8
ENSG00000279980	GABARAPL3	ATG8D	
ENSG00000290475	AP1B1P1	ADTB1L1	
ENSG00000290475	AP1B1P1	dJ127L4.2	
ENSG00000290541	CYP4F29P	4F-se4[6:7:8]	
ENSG00000290541	CYP4F29P	C21orf15	
ENSG00000290541	CYP4F29P	CYP4F-se4[6:7:8]	
ENSG00000290541	CYP4F29P	CYP4F3LP	
ENSG00000291704	PCDHB18P	PCDH-psi2	
ENSG00000291704	PCDHB18P	PCDHB18	
ENSG00000182871	COL18A1	GLCC	H7BXV5
ENSG00000182871	COL18A1	GLCC	P39060
ENSG00000292234	COL18A1	GLCC	D3DSM4
ENSG00000292234	COL18A1	GLCC	D3DSM5
ENSG00000182871	COL18A1	KNO	H7BXV5
ENSG00000182871	COL18A1	KNO	P39060
ENSG00000292234	COL18A1	KNO	D3DSM4
ENSG00000292234	COL18A1	KNO	D3DSM5
ENSG00000182871	COL18A1	KNO1	H7BXV5
ENSG00000182871	COL18A1	KNO1	P39060
ENSG00000292234	COL18A1	KNO1	D3DSM4
ENSG00000292234	COL18A1	KNO1	D3DSM5
ENSG00000182871	COL18A1	KS	H7BXV5
ENSG00000182871	COL18A1	KS	P39060
ENSG00000292234	COL18A1	KS	D3DSM4
ENSG00000292234	COL18A1	KS	D3DSM5
ENSG00000291085	TMEM191A	TMEM191AP	
ENSG00000292254	SHANK3	DEL22q13.3	
ENSG00000251322	SHANK3	DEL22q13.3	A0A590UJY5
ENSG00000292254	SHANK3	PROSAP2	
ENSG00000251322	SHANK3	PROSAP2	A0A590UJY5
ENSG00000292254	SHANK3	PSAP2	
ENSG00000251322	SHANK3	PSAP2	A0A590UJY5
ENSG00000292254	SHANK3	SCZD15	
ENSG00000251322	SHANK3	SCZD15	A0A590UJY5
ENSG00000292254	SHANK3	SPANK-2	
ENSG00000251322	SHANK3	SPANK-2	A0A590UJY5
ENSG00000293522	ULK4P3	D-X	
ENSG00000293522	ULK4P3	FAM7A3	
ENSG00000293523	ULK4P1	D-X	
ENSG00000293523	ULK4P1	FAM7A1	
ENSG00000243902	ELFN2	LRRC62	
ENSG00000166897	ELFN2	LRRC62	Q5R3F8
ENSG00000243902	ELFN2	PPP1R29	
ENSG00000166897	ELFN2	PPP1R29	Q5R3F8
ENSG00000291402	CROCCP3	CROCCL2	
ENSG00000291402	CROCCP3	dJ798A10.2	
ENSG00000291064	RPL23AP7	bA395L14.9	
ENSG00000291064	RPL23AP7	RPL23AL1	
ENSG00000291064	RPL23AP7	RPL23A_6_267	
ENSG00000290625	CFL1P1	CFLP1	
ENSG00000290467	LINC02210	C17orf69	
ENSG00000290467	LINC02210	CRHR1-IT1	
ENSG00000290409	NCOR1P1	bB329D4.2	
ENSG00000290409	NCOR1P1	C20orf191	
ENSG00000291052	ABCC13	ABCC13P	
ENSG00000291052	ABCC13	C21orf73	
ENSG00000291052	ABCC13	PRED6	
ENSG00000290388	CST13P	CSTT	
ENSG00000290388	CST13P	CTES6	
ENSG00000290477	PRSS59P	TRY2P	
ENSG00000290477	PRSS59P	Tryx5	
ENSG00000182957	SPATA13	ARHGEF29	V9GZ16
ENSG00000182957	SPATA13	ARHGEF29	E9PFR9
ENSG00000182957	SPATA13	ARHGEF29	A0A024RDM6
ENSG00000182957	SPATA13	ARHGEF29	Q5VX67
ENSG00000182957	SPATA13	ARHGEF29	Q96N96
ENSG00000182957	SPATA13	ARHGEF29	J3KQJ8
ENSG00000228741	SPATA13	ARHGEF29	
ENSG00000182957	SPATA13	ASEF2	V9GZ16
ENSG00000182957	SPATA13	ASEF2	E9PFR9
ENSG00000182957	SPATA13	ASEF2	A0A024RDM6
ENSG00000182957	SPATA13	ASEF2	Q5VX67
ENSG00000182957	SPATA13	ASEF2	Q96N96
ENSG00000182957	SPATA13	ASEF2	J3KQJ8
ENSG00000228741	SPATA13	ASEF2	
ENSG00000291033	TXLNGY	CYorf15A	
ENSG00000291033	TXLNGY	CYorf15B	
ENSG00000291033	TXLNGY	TXLNG2P	
ENSG00000257520	SFTA3	NANCI	F8VVG2
ENSG00000257520	SFTA3	PAHRF	F8VVG2
ENSG00000257520	SFTA3	SFTPH	F8VVG2
ENSG00000257520	SFTA3	SP-H	F8VVG2
ENSG00000257520	SFTA3	SPH	F8VVG2
ENSG00000290464	SUGT1P3	SUGT1L1	
ENSG00000228147	HCG22	PBMUCL2	
ENSG00000290406	HCG22	PBMUCL2	
ENSG00000290356	HCG22	PBMUCL2	
ENSG00000293549	HCG22	PBMUCL2	
ENSG00000291031	BCORP1	BCORL2	
ENSG00000293520	CSN1S2AP	CSN1S2A	
ENSG00000292270	DHRS4L2	SDR25C3	
ENSG00000187630	DHRS4L2	SDR25C3	F6TD35
ENSG00000187630	DHRS4L2	SDR25C3	H0YLE1
ENSG00000187630	DHRS4L2	SDR25C3	A0A087WSZ6
ENSG00000187630	DHRS4L2	SDR25C3	E9PFL3
ENSG00000187630	DHRS4L2	SDR25C3	F6VUV4
ENSG00000187630	DHRS4L2	SDR25C3	Q6PKH6
ENSG00000291280	ANKRD20A11P	C21orf81	
ENSG00000290627	AGAP12P	CTGLF12P	
ENSG00000290627	AGAP12P	PTPN20CP	
ENSG00000236756	DNAJC9-AS1	bA537A6.3	
ENSG00000227540	DNAJC9-AS1	bA537A6.3	
ENSG00000236756	DNAJC9-AS1	C10orf103	
ENSG00000227540	DNAJC9-AS1	C10orf103	
ENSG00000290539	NF1P2	NF1HHS	
ENSG00000274615	NPEPPSP1	NPEPPSL1	
ENSG00000282641	NPEPPSP1	NPEPPSL1	
ENSG00000293029	WBP11P1	HsT3017	
ENSG00000274042	GOLGA6L10	GOLGA6L18	A0A0G2JNH6
ENSG00000274042	GOLGA6L10	GOLGA6L18	A0A0M3HER8
ENSG00000274166	GOLGA6L10	GOLGA6L18	A0A087X1J3
ENSG00000274166	GOLGA6L10	GOLGA6L18	A0A0G2JM30
ENSG00000274166	GOLGA6L10	GOLGA6L18	A0A0J9YW09
ENSG00000274166	GOLGA6L10	GOLGA6L18	A6NI86
ENSG00000290847	PRAMENP	PRAMEF24P	
ENSG00000290847	PRAMENP	PRAMEL	
ENSG00000290502	SORD2P	SORD2	
ENSG00000290877	ROCK1P1	ROCK1P	
ENSG00000293210	SSR4P1	C21orf122	
ENSG00000293210	SSR4P1	PRED57	
ENSG00000293210	SSR4P1	PRED90	
ENSG00000284898	DHRS4L1	SDR25C4	
ENSG00000285467	DHRS4L1	SDR25C4	
ENSG00000271816	BMS1P4	BMS1LP4	
ENSG00000229694	LINC00484	C9orf73	
ENSG00000265544	AA06	AA02	
ENSG00000265544	AA06	AA04	
ENSG00000265544	AA06	AA05	
ENSG00000268592	RAET1E-AS1	RAET1G-AS1	
ENSG00000223701	RAET1E-AS1	RAET1G-AS1	
ENSG00000291010	MRPS31P5	MRPS31P3	
ENSG00000292434	KCNJ6-AS1	KCNJ6-IT1	
ENSG00000226079	LNCPOIR	lncRNA-POIR	
ENSG00000226079	LNCPOIR	POIR	
ENSG00000285278	TFAP2A-AS2	HIPSTR	
ENSG00000292094	LINC03052	lncRNA799	
ENSG00000285025	MIURF	AltMiD51	L0R8F8
ENSG00000285025	MIURF	AltMIEF1	L0R8F8
ENSG00000285025	MIURF	MIEF1	L0R8F8
ENSG00000285025	MIURF	MIEF1-MP	L0R8F8
ENSG00000175899	A2M	CPAMD5	F8W7L3
ENSG00000175899	A2M	CPAMD5	H0YFH1
ENSG00000175899	A2M	CPAMD5	P01023
ENSG00000175899	A2M	CPAMD5	F5H1E8
ENSG00000175899	A2M	FWP007	F8W7L3
ENSG00000175899	A2M	FWP007	H0YFH1
ENSG00000175899	A2M	FWP007	P01023
ENSG00000175899	A2M	FWP007	F5H1E8
ENSG00000175899	A2M	S863-7	F8W7L3
ENSG00000175899	A2M	S863-7	H0YFH1
ENSG00000175899	A2M	S863-7	P01023
ENSG00000175899	A2M	S863-7	F5H1E8
ENSG00000166535	A2ML1	CPAMD9	H0YGG5
ENSG00000166535	A2ML1	CPAMD9	A8K2U0
ENSG00000166535	A2ML1	CPAMD9	F5GYG7
ENSG00000166535	A2ML1	CPAMD9	F5GXP1
ENSG00000166535	A2ML1	FLJ25179	H0YGG5
ENSG00000166535	A2ML1	FLJ25179	A8K2U0
ENSG00000166535	A2ML1	FLJ25179	F5GYG7
ENSG00000166535	A2ML1	FLJ25179	F5GXP1
ENSG00000166535	A2ML1	P170	H0YGG5
ENSG00000166535	A2ML1	P170	A8K2U0
ENSG00000166535	A2ML1	P170	F5GYG7
ENSG00000166535	A2ML1	P170	F5GXP1
ENSG00000128274	A4GALT	A14GALT	Q9NPC4
ENSG00000128274	A4GALT	A14GALT	A0A0S2Z5J1
ENSG00000128274	A4GALT	GB3S	Q9NPC4
ENSG00000128274	A4GALT	GB3S	A0A0S2Z5J1
ENSG00000128274	A4GALT	P(K)	Q9NPC4
ENSG00000128274	A4GALT	P(K)	A0A0S2Z5J1
ENSG00000128274	A4GALT	P1	Q9NPC4
ENSG00000128274	A4GALT	P1	A0A0S2Z5J1
ENSG00000114771	AADAC	CES5A1	C9K0E9
ENSG00000114771	AADAC	CES5A1	P22760
ENSG00000114771	AADAC	DAC	C9K0E9
ENSG00000114771	AADAC	DAC	P22760
ENSG00000197953	AADACL2	MGC72001	Q6P093
ENSG00000197953	AADACL2	MGC72001	F8WFE5
ENSG00000261846	AADACL2	MGC72001	Q6P093
ENSG00000261846	AADACL2	MGC72001	F8WFE5
ENSG00000109576	AADAT	KAT2	D6RFY7
ENSG00000109576	AADAT	KAT2	Q8N5Z0
ENSG00000109576	AADAT	KAT2	Q4W5N8
ENSG00000109576	AADAT	KAT2	D6REB9
ENSG00000109576	AADAT	KAT2	D6RC56
ENSG00000109576	AADAT	KATII	D6RFY7
ENSG00000109576	AADAT	KATII	Q8N5Z0
ENSG00000109576	AADAT	KATII	Q4W5N8
ENSG00000109576	AADAT	KATII	D6REB9
ENSG00000109576	AADAT	KATII	D6RC56
ENSG00000109576	AADAT	KYAT2	D6RFY7
ENSG00000109576	AADAT	KYAT2	Q8N5Z0
ENSG00000109576	AADAT	KYAT2	Q4W5N8
ENSG00000109576	AADAT	KYAT2	D6REB9
ENSG00000109576	AADAT	KYAT2	D6RC56
ENSG00000103591	AAGAB	FLJ11506	H0YL49
ENSG00000103591	AAGAB	FLJ11506	Q6PD74
ENSG00000103591	AAGAB	P34	H0YL49
ENSG00000103591	AAGAB	P34	Q6PD74
ENSG00000129673	AANAT	SNAT	F1T0I5
ENSG00000129673	AANAT	SNAT	Q16613
ENSG00000129673	AANAT	SNAT	K7ERF6
ENSG00000129673	AANAT	SNAT	K7ESH7
ENSG00000131043	AAR2	BA234K24.2	Q9Y312
ENSG00000131043	AAR2	BA234K24.2	A2A2Q9
ENSG00000131043	AAR2	BA234K24.2	A0A7P0TA70
ENSG00000131043	AAR2	BA234K24.2	A0A7P0T8J7
ENSG00000131043	AAR2	C20ORF4	Q9Y312
ENSG00000131043	AAR2	C20ORF4	A2A2Q9
ENSG00000131043	AAR2	C20ORF4	A0A7P0TA70
ENSG00000131043	AAR2	C20ORF4	A0A7P0T8J7
ENSG00000205002	AARD	C8ORF85	Q4LEZ3
ENSG00000205002	AARD	LOC441376	Q4LEZ3
ENSG00000090861	AARS1	AARS	A0A6Q8PHN5
ENSG00000090861	AARS1	AARS	A0A6Q8PGN5
ENSG00000090861	AARS1	AARS	A0A6Q8PGR9
ENSG00000090861	AARS1	AARS	A0A6Q8PGB5
ENSG00000090861	AARS1	AARS	A0A6Q8PH44
ENSG00000090861	AARS1	AARS	A0A6Q8PG28
ENSG00000090861	AARS1	AARS	A0A6Q8PGI8
ENSG00000090861	AARS1	AARS	A0A6Q8PF33
ENSG00000090861	AARS1	AARS	A0A6Q8PF77
ENSG00000090861	AARS1	AARS	A0A6Q8PGE8
ENSG00000090861	AARS1	AARS	A0A6Q8PHJ2
ENSG00000090861	AARS1	AARS	P49588
ENSG00000090861	AARS1	AARS	A0A6Q8PHP3
ENSG00000090861	AARS1	AARS	H3BPK7
ENSG00000090861	AARS1	AARS	A0A6Q8PHP7
ENSG00000090861	AARS1	AARS	A0A6Q8PFY2
ENSG00000090861	AARS1	AARS	A0A6Q8PFK3
ENSG00000090861	AARS1	AARS	A0A6Q8PG62
ENSG00000090861	AARS1	ALARS	A0A6Q8PHN5
ENSG00000090861	AARS1	ALARS	A0A6Q8PGN5
ENSG00000090861	AARS1	ALARS	A0A6Q8PGR9
ENSG00000090861	AARS1	ALARS	A0A6Q8PGB5
ENSG00000090861	AARS1	ALARS	A0A6Q8PH44
ENSG00000090861	AARS1	ALARS	A0A6Q8PG28
ENSG00000090861	AARS1	ALARS	A0A6Q8PGI8
ENSG00000090861	AARS1	ALARS	A0A6Q8PF33
ENSG00000090861	AARS1	ALARS	A0A6Q8PF77
ENSG00000090861	AARS1	ALARS	A0A6Q8PGE8
ENSG00000090861	AARS1	ALARS	A0A6Q8PHJ2
ENSG00000090861	AARS1	ALARS	P49588
ENSG00000090861	AARS1	ALARS	A0A6Q8PHP3
ENSG00000090861	AARS1	ALARS	H3BPK7
ENSG00000090861	AARS1	ALARS	A0A6Q8PHP7
ENSG00000090861	AARS1	ALARS	A0A6Q8PFY2
ENSG00000090861	AARS1	ALARS	A0A6Q8PFK3
ENSG00000090861	AARS1	ALARS	A0A6Q8PG62
ENSG00000090861	AARS1	CMT2N	A0A6Q8PHN5
ENSG00000090861	AARS1	CMT2N	A0A6Q8PGN5
ENSG00000090861	AARS1	CMT2N	A0A6Q8PGR9
ENSG00000090861	AARS1	CMT2N	A0A6Q8PGB5
ENSG00000090861	AARS1	CMT2N	A0A6Q8PH44
ENSG00000090861	AARS1	CMT2N	A0A6Q8PG28
ENSG00000090861	AARS1	CMT2N	A0A6Q8PGI8
ENSG00000090861	AARS1	CMT2N	A0A6Q8PF33
ENSG00000090861	AARS1	CMT2N	A0A6Q8PF77
ENSG00000090861	AARS1	CMT2N	A0A6Q8PGE8
ENSG00000090861	AARS1	CMT2N	A0A6Q8PHJ2
ENSG00000090861	AARS1	CMT2N	P49588
ENSG00000090861	AARS1	CMT2N	A0A6Q8PHP3
ENSG00000090861	AARS1	CMT2N	H3BPK7
ENSG00000090861	AARS1	CMT2N	A0A6Q8PHP7
ENSG00000090861	AARS1	CMT2N	A0A6Q8PFY2
ENSG00000090861	AARS1	CMT2N	A0A6Q8PFK3
ENSG00000090861	AARS1	CMT2N	A0A6Q8PG62
ENSG00000249038	AARS1P1	AARSP1	
ENSG00000266967	AARSD1	ALAXP	L7N2F4
ENSG00000266967	AARSD1	ALAXP	Q9BTE6
ENSG00000266967	AARSD1	ALAXP	K7N799
ENSG00000266967	AARSD1	ALAXP	L7N2F5
ENSG00000266967	AARSD1	MGC2744	L7N2F4
ENSG00000266967	AARSD1	MGC2744	Q9BTE6
ENSG00000266967	AARSD1	MGC2744	K7N799
ENSG00000266967	AARSD1	MGC2744	L7N2F5
ENSG00000157426	AASDH	ACSF4	E9PH98
ENSG00000157426	AASDH	ACSF4	Q4L235
ENSG00000157426	AASDH	ACSF4	R4GNB1
ENSG00000157426	AASDH	ACSF4	D6RJA2
ENSG00000157426	AASDH	LYS2	E9PH98
ENSG00000157426	AASDH	LYS2	Q4L235
ENSG00000157426	AASDH	LYS2	R4GNB1
ENSG00000157426	AASDH	LYS2	D6RJA2
ENSG00000157426	AASDH	NRPS998	E9PH98
ENSG00000157426	AASDH	NRPS998	Q4L235
ENSG00000157426	AASDH	NRPS998	R4GNB1
ENSG00000157426	AASDH	NRPS998	D6RJA2
ENSG00000008311	AASS	LKRSDH	A0A7P0Z4M3
ENSG00000008311	AASS	LKRSDH	A0A7P0T8W7
ENSG00000008311	AASS	LKRSDH	A0A7P0TBD2
ENSG00000008311	AASS	LKRSDH	Q9UDR5
ENSG00000008311	AASS	LKRSDH	A4D0W4
ENSG00000008311	AASS	LKRSDH	A0A7P0TAY5
ENSG00000008311	AASS	LKRSDH	A0A7P0TA62
ENSG00000008311	AASS	LKRSDH	F8WE53
ENSG00000008311	AASS	LKRSDH	F8WAH1
ENSG00000008311	AASS	LKRSDH	A0A7P0Z428
ENSG00000008311	AASS	LKRSDH	A0A7P0TB07
ENSG00000008311	AASS	LKRSDH	A0A7P0T9N4
ENSG00000008311	AASS	LKRSDH	A0A7P0TA09
ENSG00000008311	AASS	LORSDH	A0A7P0Z4M3
ENSG00000008311	AASS	LORSDH	A0A7P0T8W7
ENSG00000008311	AASS	LORSDH	A0A7P0TBD2
ENSG00000008311	AASS	LORSDH	Q9UDR5
ENSG00000008311	AASS	LORSDH	A4D0W4
ENSG00000008311	AASS	LORSDH	A0A7P0TAY5
ENSG00000008311	AASS	LORSDH	A0A7P0TA62
ENSG00000008311	AASS	LORSDH	F8WE53
ENSG00000008311	AASS	LORSDH	F8WAH1
ENSG00000008311	AASS	LORSDH	A0A7P0Z428
ENSG00000008311	AASS	LORSDH	A0A7P0TB07
ENSG00000008311	AASS	LORSDH	A0A7P0T9N4
ENSG00000008311	AASS	LORSDH	A0A7P0TA09
ENSG00000276072	AATF	BFR2	A0A7P0TBI0
ENSG00000276072	AATF	BFR2	A0A7P0TAR0
ENSG00000276072	AATF	BFR2	A0A087WWS8
ENSG00000276072	AATF	BFR2	Q9NY61
ENSG00000276072	AATF	BFR2	A0A7P0Z4P2
ENSG00000276072	AATF	BFR2	A0A087WW41
ENSG00000276072	AATF	BFR2	A0A7P0TBG4
ENSG00000276072	AATF	BFR2	A0A7P0Z4N2
ENSG00000276072	AATF	BFR2	A0A087WTH8
ENSG00000276072	AATF	BFR2	A0A7P0Z434
ENSG00000276072	AATF	BFR2	A0A7P0T868
ENSG00000275700	AATF	BFR2	A0A7P0TBI0
ENSG00000275700	AATF	BFR2	A0A7P0TAR0
ENSG00000275700	AATF	BFR2	A0A087WWS8
ENSG00000275700	AATF	BFR2	Q9NY61
ENSG00000275700	AATF	BFR2	A0A7P0Z4P2
ENSG00000275700	AATF	BFR2	A0A087WW41
ENSG00000275700	AATF	BFR2	A0A7P0TBG4
ENSG00000275700	AATF	BFR2	A0A7P0Z4N2
ENSG00000275700	AATF	BFR2	A0A087WTH8
ENSG00000275700	AATF	BFR2	A0A7P0Z434
ENSG00000275700	AATF	BFR2	A0A7P0T868
ENSG00000276072	AATF	CHE-1	A0A7P0TBI0
