RBP	Cell Line	Position	Positional Preference (%)	Avg. SHAP
HLTF	HepG2	4	15.232928874718565	-0.1076863109896895
HLTF	K562	4	10.631255418078652	0.0
HLTF	HepG2	5	17.605282642530106	0.0
HLTF	K562	5	24.27693277642052	-0.13279507081184921
HLTF	HepG2	6	19.382281388355825	-0.24203701192049482
HLTF	K562	6	14.236740483883677	0.0
HNRNPA1	K562	1	7.158446093408992	0.0
HNRNPA1	HepG2	2	0.24937655860349126	0.0
HNRNPA1	K562	2	21.213443910955913	0.0
HNRNPA1	K562	3	28.28459188127455	0.0
HNRNPA1	K562	4	21.69358358795286	0.0
HNRNPA1	HepG2	5	54.862842892768086	0.0
HNRNPA1	K562	5	14.666084679179397	0.0
HNRNPA1	HepG2	6	44.88778054862843	0.0
HNRNPA1	K562	6	6.983849847228285	0.0
HNRNPC	HepG2	1	10.800223838836038	0.0
HNRNPC	K562	1	13.233637201679812	0.0
HNRNPC	HepG2	2	12.64129826524902	0.0
HNRNPC	K562	2	10.59100686264468	0.0
HNRNPC	HepG2	3	21.57806379406827	-1.4731048998171397
HNRNPC	K562	3	12.772713305336476	0.0
HNRNPC	HepG2	4	26.390598768886402	-0.10702719491779465
HNRNPC	K562	4	22.831096998873296	-4.2690685643539116e-05
HNRNPC	HepG2	5	3.693340794627868	0.0
HNRNPC	K562	5	15.12854655331353	-0.03789874074192574
HNRNPC	HepG2	6	24.8964745383324	0.01767368657318385
HNRNPC	K562	6	25.442999078152205	0.0
HNRNPK	HepG2	1	15.108675630871247	-0.06694624753855996
HNRNPK	K562	1	13.45907566319641	0.002647631621041057
HNRNPK	HepG2	2	22.176275557192852	-0.04276723918528893
HNRNPK	K562	2	26.164568541185695	-0.0003261130170906195
HNRNPK	HepG2	3	19.221771965371154	-0.260329115283952
HNRNPK	K562	3	19.257742736420262	-0.05847767835010465
HNRNPK	HepG2	4	20.41444096518696	-0.08806132106482321
HNRNPK	K562	4	16.71298514614279	-0.2596947881512176
HNRNPK	HepG2	5	11.093203168170934	0.011378806729366019
HNRNPK	K562	5	11.245371782027268	-0.0006728009160738792
HNRNPK	HepG2	6	11.985632713206853	-0.06387612718049766
HNRNPK	K562	6	13.160256131027573	-0.004238765768573627
HNRNPL	HepG2	1	9.137363589121774	0.0
HNRNPL	K562	1	9.06111057021387	0.0
HNRNPL	HepG2	2	14.468214100121255	0.0
HNRNPL	K562	2	22.970824002855938	0.3647835702378286
HNRNPL	HepG2	3	12.26831803221895	-0.10021888438546867
HNRNPL	K562	3	14.8671015480479	-0.40796464460018356
HNRNPL	HepG2	4	22.77412090767365	0.0
HNRNPL	K562	4	21.254016162009542	-0.5501844972240767
HNRNPL	HepG2	5	7.998441018534558	0.0
HNRNPL	K562	5	11.894330315126732	-1.4757115055705292e-05
HNRNPL	HepG2	6	33.35354235232981	0.2584605586766465
HNRNPL	K562	6	19.952617401746018	-0.005339407441507125
HNRNPM	HepG2	1	6.634850424863228	0.0
HNRNPM	K562	1	15.588179579465807	0.009993015504179005
HNRNPM	HepG2	2	44.79106041205913	-0.024914176046769036
HNRNPM	K562	2	39.83709035802235	-0.007288847321388067
HNRNPM	HepG2	3	13.12225972917394	-0.7929999096640226
HNRNPM	K562	3	14.032960788028035	-0.25657353717191467
HNRNPM	HepG2	4	22.25972917394172	-0.7865978496830638
HNRNPM	K562	4	15.756772115931048	-0.5131198019617134
HNRNPM	HepG2	5	5.315640398867032	0.0
HNRNPM	K562	5	5.027467323356697	-2.9375711140317087e-05
HNRNPM	HepG2	6	7.876459861094945	0.0
HNRNPM	K562	6	9.75752983519606	-0.023238950790243736
HNRNPU	HepG2	1	60.57347670250897	0.0
HNRNPU	K562	1	6.626506024096386	0.0
HNRNPU	HepG2	2	0.5734767025089605	0.0
HNRNPU	K562	2	4.819277108433735	0.0
HNRNPU	HepG2	3	13.691756272401435	0.0
HNRNPU	K562	3	88.55421686746988	0.0
HNRNPU	HepG2	4	15.412186379928317	0.0
HNRNPU	HepG2	5	9.46236559139785	0.0
HNRNPU	HepG2	6	0.2867383512544803	0.0
HNRNPUL1	HepG2	1	21.60535117056856	0.0
HNRNPUL1	K562	1	15.359554555147495	0.011160179772237433
HNRNPUL1	HepG2	2	39.33110367892977	0.0
HNRNPUL1	K562	2	6.2018718161355295	0.0
HNRNPUL1	HepG2	3	0.6688963210702341	0.0
HNRNPUL1	K562	3	33.817083283971094	-0.027395462690037675
HNRNPUL1	HepG2	4	37.725752508361204	0.0
HNRNPUL1	K562	4	13.055325198436204	-0.040881596872762695
HNRNPUL1	HepG2	5	0.13377926421404682	0.0
HNRNPUL1	K562	5	28.100935908067765	-0.10583478955211183
HNRNPUL1	HepG2	6	0.5351170568561873	0.0
HNRNPUL1	K562	6	3.4652292382419145	0.0
IGF2BP1	HepG2	1	14.380607844339528	-0.3266464278925474
IGF2BP1	K562	1	11.882805548851435	-0.02702213335649142
IGF2BP1	HepG2	2	16.07742146463098	-0.06493756051427138
IGF2BP1	K562	2	15.150194339479912	-0.2395939573568751
IGF2BP1	HepG2	3	13.158378809246429	0.8597439356104453
IGF2BP1	K562	3	13.94777509212664	1.1926448769145663
IGF2BP1	HepG2	4	14.42475524761379	1.148103077511851
IGF2BP1	K562	4	15.072206392490104	1.327069416214112
IGF2BP1	HepG2	5	20.705949680135713	-0.17652001242653792
IGF2BP1	K562	5	21.2763006696517	-0.0459873532462721
IGF2BP1	HepG2	6	21.25288695403356	-0.022755199004685193
IGF2BP1	K562	6	22.67071795740021	-0.21962757587796258
IGF2BP2	K562	1	13.247998922496729	-0.08434459727881048
IGF2BP2	K562	2	19.485251673978297	-0.1350895962695444
IGF2BP2	K562	3	11.357557915800816	0.9451397269824711
IGF2BP2	K562	4	15.922756484260756	0.7733688309391631
IGF2BP2	K562	5	17.28839567459401	-0.014094020369860967
IGF2BP2	K562	6	22.698039328869392	-0.0695551023947121
IGF2BP3	HepG2	1	11.789250977050337	0.00244291413537916
IGF2BP3	HepG2	2	15.184684552319943	0.1362280181977395
IGF2BP3	HepG2	3	12.227087067673592	0.15358118449380112
IGF2BP3	HepG2	4	14.28183127148776	0.887169546236181
IGF2BP3	HepG2	5	19.856895183803005	-0.2937223626870543
IGF2BP3	HepG2	6	26.660250947665364	-0.01193427858396723
ILF3	HepG2	1	12.092022818666418	0.0
ILF3	K562	1	12.742187749369593	-0.5035103398429996
ILF3	HepG2	2	9.716637052277191	0.0
ILF3	K562	2	31.067062466085737	-0.04717461660424161
ILF3	HepG2	3	22.781258767417935	-1.5153233591391115
ILF3	K562	3	15.739410769574516	-0.3789960962391185
ILF3	HepG2	4	25.970260918357802	-1.377697568673354
ILF3	K562	4	18.213157138753232	-0.14013083285611608
ILF3	HepG2	5	9.866267651734779	0.0
ILF3	K562	5	7.743624118229117	0.0
ILF3	HepG2	6	19.573552791545872	0.0
ILF3	K562	6	14.494557757987808	-0.014948390440686661
KHDRBS1	K562	1	0.0911438553850828	0.0
KHDRBS1	K562	2	12.334801762114537	-0.0024006066378206015
KHDRBS1	K562	3	19.27692541394501	-0.24731842655202615
KHDRBS1	K562	4	3.5090384323256876	0.0
KHDRBS1	K562	5	14.172869512380373	0.0
KHDRBS1	K562	6	50.61522102384931	-0.5066466671186727
KHSRP	HepG2	1	7.386653322506939	-0.03610934436145751
KHSRP	K562	1	12.504705287895796	-0.00042035168868547964
KHSRP	HepG2	2	26.77455293917707	-0.2258413854346938
KHSRP	K562	2	19.31267189137313	-0.14216036520399566
KHSRP	HepG2	3	17.325377192816813	-0.1716258095477273
KHSRP	K562	3	16.47084756223697	0.00368755557015466
KHSRP	HepG2	4	18.46356477897162	-0.04779701965605843
KHSRP	K562	4	17.044027929910712	0.1513815404293512
KHSRP	HepG2	5	14.185093566478463	-0.36550101429274273
KHSRP	K562	5	18.119173497105614	-0.03423024814818372
KHSRP	HepG2	6	15.864758200049097	-0.030014136148768314
KHSRP	K562	6	16.548573831477782	-0.08652265865156367
LARP4	HepG2	1	9.296735298625658	-0.17623196566976898
LARP4	K562	1	14.77767126318118	0.05081460846526319
LARP4	HepG2	2	12.769631635416134	-0.3629320982205617
LARP4	K562	2	12.776835533269423	0.0
LARP4	HepG2	3	11.58074899095693	0.971176111089808
LARP4	K562	3	9.126662242214193	0.0
LARP4	HepG2	4	14.003729627548154	1.5594355106466276
LARP4	K562	4	11.32414030430401	0.0
LARP4	HepG2	5	24.352935165789606	-0.17859482551254394
LARP4	K562	5	21.323402895558342	0.004581832073168002
LARP4	HepG2	6	27.996219281663514	-0.028513466483626706
LARP4	K562	6	30.671287761472847	-0.006612156378183728
LARP7	HepG2	1	19.103749618941166	0.0
LARP7	K562	1	36.6421568627451	0.0
LARP7	HepG2	2	10.618839548826339	0.0
LARP7	K562	2	2.083333333333333	0.0
LARP7	HepG2	3	17.889442129864854	0.0
LARP7	K562	3	30.208333333333332	0.0
LARP7	HepG2	4	16.35504521898181	0.0
LARP7	K562	4	6.25	0.0
LARP7	HepG2	5	23.935575652880807	0.0
LARP7	HepG2	6	12.09734783050503	0.0
LARP7	K562	6	24.816176470588236	0.0
LIN28B	HepG2	1	14.345426072961684	-0.005626003610280227
LIN28B	K562	1	13.500512381729363	-0.012502438529501626
LIN28B	HepG2	2	16.744773047654057	-0.14842075036488636
LIN28B	K562	2	16.625742456049586	0.0059238210275478695
LIN28B	HepG2	3	14.321400762441783	0.9806712504450699
LIN28B	K562	3	13.489866780750365	1.2557704557975133
LIN28B	HepG2	4	14.563680098648504	1.3907859384950905
LIN28B	K562	4	15.895076160818219	1.3286179516174859
LIN28B	HepG2	5	19.000836543944608	-0.02135435975047235
LIN28B	K562	5	20.020196794380716	-0.0010961956993411261
LIN28B	HepG2	6	21.023883474349365	0.025424864084254678
LIN28B	K562	6	20.46860542627175	-0.07755612491757459
LSM11	HepG2	1	8.564957463325623	0.0
LSM11	K562	1	10.49862566569318	-0.003443441025195942
LSM11	HepG2	2	11.264415650935167	0.0
LSM11	K562	2	17.243600755883868	-0.0016842107450101037
LSM11	HepG2	3	12.861841842002065	-0.009497057770191589
LSM11	K562	3	18.46761724789555	-0.004868612710635304
LSM11	HepG2	4	14.8698289729574	0.0
LSM11	K562	4	11.737673939185706	-0.005042550279597793
LSM11	HepG2	5	26.223879760866257	-0.000805574505037143
LSM11	K562	5	27.03143789726851	-0.02921339775452316
LSM11	HepG2	6	26.21507630991349	0.0026667155652036526
LSM11	K562	6	15.021044494073182	-0.03490099592814572
MATR3	HepG2	1	5.096388211832484	0.0
MATR3	K562	1	8.638743455497382	0.0
MATR3	HepG2	2	32.83846665189453	0.0
MATR3	K562	2	32.59162303664922	0.0
MATR3	HepG2	3	31.420341236428094	-0.5042465166612105
MATR3	K562	3	18.80453752181501	-0.6468110962493999
MATR3	HepG2	4	2.7476179924662087	0.0
MATR3	K562	4	25.392670157068064	-0.0001293203847927867
MATR3	HepG2	5	15.532904941280744	0.0
MATR3	K562	5	9.860383944153577	0.0
MATR3	HepG2	6	12.364280966097938	0.0
MATR3	K562	6	4.712041884816754	0.0
MBNL1	K562	1	14.137297926649053	-0.05077644218941649
MBNL1	K562	2	19.61398952129327	0.001098546693389869
MBNL1	K562	3	17.679459047960236	0.002225765694920729
MBNL1	K562	4	13.237203886973267	0.0
MBNL1	K562	5	7.756034212529666	-0.03370805665603072
MBNL1	K562	6	27.57601540459451	-0.23096993484635478
METAP2	K562	1	12.833891686711674	-0.008666694030273014
METAP2	K562	2	16.62609218038811	-0.04054026083571978
METAP2	K562	3	15.931602316742607	0.5043971938714342
METAP2	K562	4	16.075490345694625	0.7781316363450252
METAP2	K562	5	21.04447205931869	-0.1477486655921588
METAP2	K562	6	17.488451411144297	-0.3363676035380536
METTL1	K562	1	13.156885308784044	0.0
METTL1	K562	2	0.46029919447640966	0.0
METTL1	K562	3	18.25853471423092	0.0
METTL1	K562	5	32.56616800920598	-0.011408397611780351
METTL1	K562	6	35.558112773302646	0.0018708793239235748
MORC2	K562	1	16.734330682386965	-0.00010891348130864467
MORC2	K562	2	49.55786663700572	0.29334996057408197
MORC2	K562	3	12.040487180913185	-0.0598676057009817
MORC2	K562	4	9.64907402257939	0.0
MORC2	K562	5	2.869695790000556	0.0
MORC2	K562	6	9.148545687114176	0.04446739483286034
MTPAP	K562	1	16.644852603385658	-0.0006949540582201121
MTPAP	K562	2	20.1215231127946	-0.017569894363362516
MTPAP	K562	3	13.518362818434762	0.007231144131215057
MTPAP	K562	4	14.538567552808813	-0.0029307807980258945
MTPAP	K562	5	15.072506479210187	-0.03366677107879464
MTPAP	K562	6	20.104187433365983	-0.0023955764478939125
NCBP2	HepG2	1	40.223225176872404	-0.06858837362923383
NCBP2	K562	1	27.447091220705193	-0.05987396959640216
NCBP2	HepG2	2	50.96834124645786	-0.29049937538858317
NCBP2	K562	2	53.018544551214156	-0.00553317645785381
NCBP2	HepG2	3	5.531837033422786	0.947358745499514
NCBP2	K562	3	7.442854666949103	0.0
NCBP2	HepG2	4	1.5078724642032766	-0.007601216494993761
NCBP2	K562	4	4.848928344470335	-0.012462431113909251
NCBP2	HepG2	5	1.0579503443616642	-1.4932751394154733
NCBP2	K562	5	5.328429201409617	-0.00650434129146932
NCBP2	HepG2	6	0.710773734682005	-0.45124568391327907
NCBP2	K562	6	1.9141520152515936	0.0
NIP7	HepG2	1	10.965242033427796	0.0
NIP7	HepG2	2	22.76617893701926	0.07925285792058231
NIP7	HepG2	3	16.44497137239026	0.0
NIP7	HepG2	4	22.644728471459143	0.0
NIP7	HepG2	5	16.442079694638828	0.0
NIP7	HepG2	6	10.736799491064716	0.0
NIPBL	K562	1	10.595261405913451	0.001882304843717263
NIPBL	K562	2	16.26003524574114	-0.00016078374233029807
NIPBL	K562	3	16.54983356177795	0.0
NIPBL	K562	4	18.93283728216174	-0.09440287923195748
NIPBL	K562	5	14.370471901311923	-0.052362326859974835
NIPBL	K562	6	23.291560603093792	-0.009844800962408291
NKRF	HepG2	1	15.046056903725438	0.0
NKRF	HepG2	2	56.937396281776856	-0.1472831487942167
NKRF	HepG2	3	11.325428701988985	-1.057706284625777
NKRF	HepG2	4	9.60581062555617	-0.23405571968842906
NKRF	HepG2	5	3.4079703696577597	0.0
NKRF	HepG2	6	3.6773371172947886	0.0
NOL12	HepG2	1	19.520317751298503	0.0
NOL12	HepG2	2	18.185151237396884	0.0
NOL12	HepG2	3	20.72410632447296	0.0
NOL12	HepG2	4	14.570730216926368	0.0
NOL12	HepG2	5	16.14115490375802	-0.056949799626119554
NOL12	HepG2	6	10.858539566147266	0.0
NOLC1	HepG2	1	15.970287836583102	-0.004445072728205661
NOLC1	K562	1	12.309335761693783	0.34351880020138736
NOLC1	HepG2	2	14.330512780084442	0.06153742737870233
NOLC1	K562	2	11.091361224454056	-0.0060419197576745435
NOLC1	HepG2	3	20.445507261610693	-0.016737103485369356
NOLC1	K562	3	12.679719104075094	-0.025762911975107272
NOLC1	HepG2	4	15.280916592211069	-0.13334912900943213
NOLC1	K562	4	11.003800150605048	0.004740985662908151
NOLC1	HepG2	5	19.234070881729473	0.00016977364276078382
NOLC1	K562	5	22.25277130798732	0.18162964622532107
NOLC1	HepG2	6	14.738704647781223	0.0
NOLC1	K562	6	30.663012451184702	-0.01794449904428643
NONO	K562	1	14.095002557312943	0.0055919363536398176
NONO	K562	2	39.76395030396416	-0.018036472636943416
NONO	K562	3	18.069520066813848	-0.6513001186728645
NONO	K562	4	15.003334218142031	-0.47895856515553276
NONO	K562	5	8.253322888274559	-0.002527810385172149
NONO	K562	6	4.814869965492461	0.006856179361210565
NPM1	K562	1	11.267605633802818	0.0
NPM1	K562	2	12.02335967021642	0.0
NPM1	K562	3	16.076949501889384	0.0
NPM1	K562	4	17.62281003091721	0.0
NPM1	K562	5	22.60391618000687	0.0
NPM1	K562	6	20.405358983167297	0.0
NSUN2	HepG2	1	16.826763829082477	0.0
NSUN2	K562	1	73.57859531772574	0.0
NSUN2	HepG2	2	23.484597548857238	0.0
NSUN2	K562	2	4.682274247491638	0.0
NSUN2	HepG2	3	20.768466379595893	0.0
NSUN2	K562	3	4.682274247491638	0.0
NSUN2	HepG2	4	14.375621066578336	0.0
NSUN2	K562	4	8.193979933110368	0.0
NSUN2	HepG2	5	17.389864193441536	0.0
NSUN2	K562	5	8.193979933110368	0.0
NSUN2	HepG2	6	7.154686982444518	0.0
NSUN2	K562	6	0.6688963210702341	0.0
PABPC4	K562	1	12.588816093014671	-0.061986012869170465
PABPC4	K562	2	16.48897955417287	-0.4624639812603221
PABPC4	K562	3	11.794085078896375	0.7124042585378524
PABPC4	K562	4	12.575798520940165	0.9297338086697791
PABPC4	K562	5	19.948687696911374	-0.23049394378369634
PABPC4	K562	6	26.60363305606454	-0.056170883701667104
PABPN1	HepG2	1	10.865761823877525	0.0038553998699989637
PABPN1	HepG2	2	13.699477043783642	0.004145660448238653
PABPN1	HepG2	3	13.950916687115392	0.6054323208877134
PABPN1	HepG2	4	15.290334711099355	0.6488365652490587
PABPN1	HepG2	5	22.924985579665574	-0.02354973547144742
PABPN1	HepG2	6	23.26852415445851	-0.022768002507954563
PCBP1	HepG2	1	14.950091109928563	0.3804266020532482
PCBP1	K562	1	18.073178828136115	-0.043202793318312616
PCBP1	HepG2	2	12.734426652476094	-0.267819833849113
PCBP1	K562	2	16.812432677781466	-0.034580681373610714
PCBP1	HepG2	3	17.052876009868896	-0.012629947657045056
PCBP1	K562	3	14.479273224895165	-0.00029679822745604047
PCBP1	HepG2	4	14.240562462709432	-0.005292934413875229
PCBP1	K562	4	12.457743664090074	-0.0052566429592470505
PCBP1	HepG2	5	20.69243545708158	-0.004493835720693435
PCBP1	K562	5	18.493879182445752	-0.0046672455169971695
PCBP1	HepG2	6	20.32960830793543	-0.5536637778160373
PCBP1	K562	6	19.683492422651426	-0.4284480643537846
PCBP2	HepG2	1	15.764794619566924	-0.000606882527069208
PCBP2	HepG2	2	23.26911593701876	-0.16203465616493018
PCBP2	HepG2	3	16.505861277852855	0.0031926557578002444
PCBP2	HepG2	4	13.615135610798578	0.026641962961589556
PCBP2	HepG2	5	11.261196140670668	0.0055705078421934475
PCBP2	HepG2	6	19.58389641409221	-0.007364509469499031
PHF6	K562	1	19.13267654912071	-0.016234439876199692
PHF6	K562	2	25.755762207286008	0.06562091237261095
PHF6	K562	3	25.63913697326827	-0.022264026414620622
PHF6	K562	4	7.571432955835864	0.0
PHF6	K562	5	14.470736273516865	0.015366731786343735
PHF6	K562	6	7.430255040972286	0.0
POLR2G	HepG2	1	17.77777777777778	0.0
POLR2G	HepG2	5	82.22222222222221	0.0
PPIG	HepG2	1	14.079438228508995	-0.010337469282631708
PPIG	HepG2	2	21.484694338501853	-0.1393693081043386
PPIG	HepG2	3	11.706437964785401	0.7628342412092607
PPIG	HepG2	4	16.331037852931484	1.044047928691028
PPIG	HepG2	5	15.036231817794429	-0.025497472418978005
PPIG	HepG2	6	21.362159797477837	0.022749750052939523
PPIL4	K562	1	13.939877627028466	0.0
PPIL4	K562	2	13.567438148443737	0.0
PPIL4	K562	3	22.00053205639798	0.0
PPIL4	K562	4	9.257781324820431	0.0
PPIL4	K562	5	10.082468741686618	0.0
PPIL4	K562	6	31.15190210162277	0.0
PRPF4	HepG2	1	15.29275370737457	0.014659764413633111
PRPF4	HepG2	2	35.12439400430339	-0.15339029112358946
PRPF4	HepG2	3	15.551005293310388	-0.030492855880687494
PRPF4	HepG2	4	12.015838785176795	-0.033822121018871526
PRPF4	HepG2	5	13.021011077952286	0.049606692433805465
PRPF4	HepG2	6	8.994997131882574	0.021050065058957124
PRPF8	HepG2	1	2.6006983804129127	-0.12938955901221139
PRPF8	K562	1	2.672349323245738	0.16142586652342258
PRPF8	HepG2	2	41.81099129811924	-0.14982125711349079
PRPF8	K562	2	39.193562450534564	-0.1606228629858343
PRPF8	HepG2	3	2.6198894822288032	0.2458134827643297
PRPF8	K562	3	3.8489141078782514	-0.4784785493146695
PRPF8	HepG2	4	25.807166592616493	1.0995897425831629
PRPF8	K562	4	27.19467248849719	0.8979943622722161
PRPF8	HepG2	5	2.689795097822249	-0.023749302736783308
PRPF8	K562	5	2.896452908903108	0.047441809656199985
PRPF8	HepG2	6	24.471459148800303	-0.034990140001433134
PRPF8	K562	6	24.194048720941154	-0.006823701202160568
PTBP1	HepG2	1	11.747694547807798	0.12147083935598212
PTBP1	K562	1	13.903368293244572	-0.01137848699273008
PTBP1	HepG2	2	16.520385050962627	-0.10976131981930014
PTBP1	K562	2	17.62754087378844	-0.0010027607481556526
PTBP1	HepG2	3	23.624817990616407	-0.4379754066956382
PTBP1	K562	3	24.298185015386547	-0.21217323267552315
PTBP1	HepG2	4	21.39216955185245	-0.2341511780168952
PTBP1	K562	4	14.62664070840922	-4.534610265588098e-05
PTBP1	HepG2	5	11.407943698430675	-0.00693425255587905
PTBP1	K562	5	16.792271138185853	-0.008327426998965659
PTBP1	HepG2	6	15.306989160330042	-0.03896102811348565
PTBP1	K562	6	12.751993970985367	-0.015894119889776716
PUM1	K562	1	12.763735929418923	-0.0024220942477631664
PUM1	K562	2	17.82585944630362	-0.034474359916033856
PUM1	K562	3	13.376087617888652	0.20677248745996032
PUM1	K562	4	15.637115911165198	0.09687059976563406
PUM1	K562	5	20.72236081533313	-0.04015934753803319
PUM1	K562	6	19.674840279890475	-0.1275519491347846
PUM2	K562	1	9.505874191798364	-0.2651178375551743
PUM2	K562	2	8.161168968614652	-0.002582563619220209
PUM2	K562	3	10.050604316930658	0.8777627036926594
PUM2	K562	4	11.425102942876709	0.9882702309872218
PUM2	K562	5	16.74789445131224	0.06194485031623678
PUM2	K562	6	44.10935512846738	0.044592991092242386
PUS1	K562	1	100.0	0.0
QKI	HepG2	1	9.279521056977705	0.8017820621126532
QKI	K562	1	13.603219371259545	-0.0963961287658401
QKI	HepG2	2	16.106523534269197	0.0
QKI	K562	2	15.314370227694848	-0.0035320027828822996
QKI	HepG2	3	22.58670520231214	-0.441306562409248
QKI	K562	3	20.95858842952466	-0.3679326140078517
QKI	HepG2	4	20.391205615194057	-0.9196330877499278
QKI	K562	4	19.24399807388044	7.562450830183595e-06
QKI	HepG2	5	20.77415359207267	-0.22177284799527142
QKI	K562	5	17.290362523216622	-0.06308930455729618
QKI	HepG2	6	10.861890999174237	-0.2350963988950943
QKI	K562	6	13.589461374423884	-0.0006936513024330078
RBFOX2	HepG2	1	10.143786143426116	-0.011738591553621799
RBFOX2	K562	1	11.332303716077789	-0.0025166808143084816
RBFOX2	HepG2	2	24.64345986813978	0.01204126389942771
RBFOX2	K562	2	21.360985911053675	-0.058746104441611824
RBFOX2	HepG2	3	15.866429648297743	-0.01692564703874002
RBFOX2	K562	3	20.54527689349765	-0.20685100848805438
RBFOX2	HepG2	4	22.334330910645576	-0.40695622527141817
RBFOX2	K562	4	14.192958678727896	-0.09069116855827827
RBFOX2	HepG2	5	13.18557188182084	-0.05898380702428008
RBFOX2	K562	5	18.15236234122356	-0.03121818992383119
RBFOX2	HepG2	6	13.826421547669945	-0.0020641772511632954
RBFOX2	K562	6	14.416112459419422	-0.03508916179664799
RBM15	HepG2	1	16.882959858133162	0.0
RBM15	K562	1	16.249253035569584	-0.22398241204067923
RBM15	HepG2	2	25.521924875060453	-0.22453615615986997
RBM15	K562	2	27.647382730495234	-0.01859073380919654
RBM15	HepG2	3	10.307512493954537	0.041849808006064734
RBM15	K562	3	11.024412831206375	0.023585840953184115
RBM15	HepG2	4	8.739722714815413	0.0
RBM15	K562	4	12.150882121973424	0.25910426623931526
RBM15	HepG2	5	18.362082863130745	-0.028139629581041648
RBM15	K562	5	16.335290823365987	0.020454363336248605
RBM15	HepG2	6	20.185797194905692	-0.20644444545952853
RBM15	K562	6	16.592778457389397	-0.21052333752218055
RBM22	HepG2	1	1.0352878981452927	-0.584217021972435
RBM22	K562	1	1.2349861588890045	0.0
RBM22	HepG2	2	51.874531917705625	-0.365153846853919
RBM22	K562	2	39.812015705896656	-0.4014310154366737
RBM22	HepG2	3	1.423263873592082	-0.6435788577916671
RBM22	K562	3	1.2755249777036495	-0.10518891339443522
RBM22	HepG2	4	22.121091971746186	0.587773087848174
RBM22	K562	4	30.68470064977935	0.3962120583470059
RBM22	HepG2	5	0.3791650146115101	0.0
RBM22	K562	5	0.8023790495384366	0.0
RBM22	HepG2	6	23.166659324199305	-0.043746557363572434
RBM22	K562	6	26.190393458192894	-0.03257173753644562
RBM5	HepG2	1	23.015005359056808	-0.005644773701505707
RBM5	HepG2	2	6.667738478027867	0.0
RBM5	HepG2	3	22.84565916398714	0.4885937508271665
RBM5	HepG2	4	8.558413719185424	-0.013898467503114758
RBM5	HepG2	5	34.40085744908896	-0.01831395105009385
RBM5	HepG2	6	4.512325830653805	0.0
RNF187	K562	1	4.256787850897377	0.0
RNF187	K562	2	0.8283479061205707	0.0
RNF187	K562	3	5.361251725724804	0.0
RNF187	K562	4	0.9433962264150944	0.0
RNF187	K562	5	5.913483663138519	0.0
RNF187	K562	6	82.69673262770364	-0.020521387096475035
RPS10	K562	1	7.964601769911504	0.0
RPS10	K562	2	78.50821744627055	-3.9649646986505473e-05
RPS10	K562	4	12.895069532237674	0.0
RPS10	K562	6	0.6321112515802781	0.0
RPS11	K562	1	18.181818181818183	0.0
RPS11	K562	2	81.81818181818183	0.0
RPS3	HepG2	1	16.46676994854693	0.02634589368015876
RPS3	K562	1	14.858294676166139	-0.03510930187511282
RPS3	HepG2	2	18.743461830838577	-0.130855817091778
RPS3	K562	2	18.652639210616996	-0.014368232648426483
RPS3	HepG2	3	16.264696704556545	0.57730466297125
RPS3	K562	3	15.423562381613461	1.3167967574694215
RPS3	HepG2	4	15.17597555326142	0.6561394006900879
RPS3	K562	4	14.061183556645283	0.8966935439956673
RPS3	HepG2	5	17.66834969393464	-0.23148334448143443
RPS3	K562	5	20.772094338758286	-0.037631698163340714
RPS3	HepG2	6	15.680746268861887	-0.26650622461111945
RPS3	K562	6	16.23222583619984	-0.2966334413231972
RPS6	K562	1	11.78794769755543	0.0
RPS6	K562	2	28.081296191017625	-0.010324633015701565
RPS6	K562	3	15.557134735645253	0.0
RPS6	K562	4	18.52472996020466	0.0
RPS6	K562	5	11.668561682774303	-0.002148629661900012
RPS6	K562	6	14.38032973280273	-0.1206531809821884
RYBP	K562	2	5.079365079365079	0.0
RYBP	K562	4	2.1164021164021163	0.0
RYBP	K562	5	21.798941798941797	0.0
RYBP	K562	6	71.005291005291	0.0
SAFB	HepG2	1	7.134220072551391	0.0
SAFB	K562	1	11.283664242185964	0.0
SAFB	HepG2	2	68.92382103990326	0.0
SAFB	K562	2	8.393945350894437	0.0
SAFB	HepG2	3	22.128174123337363	0.0
SAFB	K562	3	37.192844505602515	-2.283453627636558
SAFB	K562	4	12.246903872616473	0.0005777887440155445
SAFB	K562	5	6.349518380184785	0.0
SAFB	HepG2	6	1.8137847642079807	0.0
SAFB	K562	6	24.533123648515826	-0.021131138252231348
SAFB2	K562	1	8.904912122577738	0.0
SAFB2	K562	2	6.840919333032898	0.0
SAFB2	K562	3	10.626408292023434	-1.0835698246955872
SAFB2	K562	4	26.363226678684093	-0.0033772741399593215
SAFB2	K562	5	23.91167192429022	-0.16020164442689797
SAFB2	K562	6	23.352861649391617	2.0916064292109127e-05
SDAD1	HepG2	1	14.500244266810158	0.03234920581355257
SDAD1	K562	1	3.181427343078246	0.0
SDAD1	HepG2	2	19.862077754727803	0.0
SDAD1	K562	2	65.88564058469476	-0.0021486454012394933
SDAD1	HepG2	3	14.87691076827222	0.0
SDAD1	K562	3	12.381771281169389	0.0
SDAD1	HepG2	4	15.386684980777265	-0.004844211967823965
SDAD1	K562	4	16.42304385210662	0.0
SDAD1	HepG2	5	17.236740560326822	-0.08001410821120596
