,RBP,Cell Line,Significant Events,AUROC,AUPRC,Sign Concordance
114,UCHL5 Position 1,K562,10,0.7076691729323308,0.01547924169233771,80.0
115,U2AF1 Position 4,HepG2,10,0.6202380952380953,0.1799950835933437,40.0
116,HNRNPK Position 2,K562,10,0.41104651162790695,0.09492115651424371,20.0
117,U2AF1 Position 2,K562,9,0.3926767676767677,0.334611188409638,22.22222222222222
118,BUD13 Position 1,K562,9,0.4795425416543429,0.008413311178312954,77.77777777777779
119,DDX3X Position 6,HepG2,9,0.5974124809741248,0.08826800893965073,11.11111111111111
120,HNRNPK Position 3,K562,9,0.5212121212121212,0.26216301335348957,44.44444444444444
121,PRPF8 Position 5,HepG2,9,0.5196374622356495,0.03600801121918047,22.22222222222222
122,UCHL5 Position 4,K562,9,0.5724114207086344,0.009486398214480558,33.33333333333333
123,RBM15 Position 3,K562,9,0.5050823694356817,0.032123438232169066,100.0
124,RBM22 Position 4,HepG2,9,0.3791327913279132,0.01973138038914156,66.66666666666666
125,KHSRP Position 5,HepG2,9,0.6576923076923077,0.43151947678329583,88.88888888888889
126,UPF1 Position 6,K562,9,0.8650336215177714,0.2868634738155216,77.77777777777779
127,UCHL5 Position 2,HepG2,8,0.4984375,0.03451388973011747,100.0
128,G3BP1 Position 1,HepG2,8,0.520413870246085,0.023195474056598067,12.5
129,DDX3X Position 3,HepG2,8,0.46929611650485437,0.02010397338438685,87.5
130,UCHL5 Position 6,K562,8,0.5786172695449242,0.010821283660209551,50.0
131,U2AF2 Position 6,K562,7,0.3170553935860058,0.05436586165946734,0.0
132,HNRNPC Position 3,HepG2,7,0.6428571428571428,0.5428371348539416,100.0
133,PRPF4 Position 3,HepG2,7,0.5794094173982443,0.05253232573715945,28.57142857142857
134,PRPF8 Position 3,HepG2,7,0.6812244897959183,0.056672527821235996,71.42857142857143
135,PTBP1 Position 3,HepG2,7,0.7101648351648352,0.3079496915045088,100.0
136,RBM22 Position 4,K562,7,0.44561512240471024,0.018461011577901042,100.0
137,U2AF2 Position 2,K562,7,0.4897959183673468,0.07129215443672472,0.0
138,AKAP8L Position 3,K562,7,0.6556776556776557,0.4731459017173303,0.0
139,KHSRP Position 1,K562,7,0.8247673006879805,0.04041320720496383,71.42857142857143
140,HNRNPM Position 4,HepG2,7,0.19924812030075192,0.2110095184318787,100.0
141,PCBP2 Position 3,HepG2,7,0.7812097812097812,0.14132389798024472,57.14285714285714
142,PCBP2 Position 2,HepG2,7,0.5241248817407758,0.19031369328527495,28.57142857142857
143,DDX59 Position 3,HepG2,7,0.528061224489796,0.122703116334253,28.57142857142857
144,KHSRP Position 6,HepG2,7,0.5504201680672268,0.2815738499324837,71.42857142857143
145,PTBP1 Position 5,K562,6,0.16666666666666669,0.06893880099300137,16.666666666666664
146,RBFOX2 Position 4,K562,6,0.32407407407407407,0.07163737163737163,16.666666666666664
147,AGGF1 Position 2,K562,6,0.7064676616915423,0.3158629564879565,100.0
148,PTBP1 Position 4,K562,6,0.5033333333333333,0.2775328134527133,66.66666666666666
149,HNRNPM Position 3,HepG2,6,0.13636363636363635,0.2681489262371616,100.0
150,KHSRP Position 6,K562,6,0.2643970189701897,0.004927584658852013,66.66666666666666
151,DDX59 Position 2,HepG2,6,0.3560606060606061,0.08665331669777256,16.666666666666664
152,G3BP1 Position 5,HepG2,6,0.33700209643605866,0.008144166045198622,83.33333333333334
153,HNRNPC Position 4,K562,6,0.5416666666666666,0.7833333333333333,100.0
154,DDX3X Position 2,K562,6,0.5744701348747591,0.008260428924941735,33.33333333333333
155,HNRNPK Position 5,HepG2,6,0.4691358024691358,0.1399421039664942,66.66666666666666
