Plot Type	Cell Line	PPI Source	PPI Type	Curve	AUC	ROC Input Table: # INTER-RBP Interaction Features (Rows)	# Rows as % of All INTER-RBP Interaction Effects	ROC Input Table: # True PPIs	% Rows w/ True PPI	# Rows w/ 0 Abs. SHAP Value	% Rows w/ 0 Abs. SHAP Value	Abs. SHAP - Min Val	Abs. SHAP - 50th Percentile	Abs. SHAP - 75th Percentile	Abs. SHAP - 90th Percentile	Abs. SHAP - 95th Percentile	Abs. SHAP - 99th Percentile	Abs. SHAP - Max Val	Partial AUC @ FPR=0.01	Partial AUC @ FPR=0.025	Partial AUC @ FPR=0.05	Partial AUC @ FPR=0.1	Partial AUC @ FPR=0.2	Partial AUC @ FPR=0.3	Partial AUC @ FPR=0.4	Partial AUC @ FPR=0.5
RBP-SPECIFIC_MAX_VALUE	HepG2	Rec-Y2H	All-Positions	roc	0.5310637988664437	2001	1.018009768009768	35	1.7491254372813594	1310	65.46726636681659	0.0	0.0	0.01924266666173935	0.09032510966062546	0.17074520885944366	0.41219887137413025	1.5484907627105713	0.49748743718592964	0.4967025325653653	0.5033667587075522	0.5038511844208691	0.5079365079365079	0.5191191430794088	0.5246669374743577	0.527273066189652
FEATURE-SPECIFIC	HepG2	Rec-Y2H/Street et al. IP-MS (Union)	Same-Position	roc	0.5306606838338495	9405	4.784798534798535	359	3.8171185539606594	8655	92.02551834130782	0.0	0.0	0.0	0.0	0.015738398768007627	0.14122747540473873	1.5484907627105713	0.5033541590250141	0.5052340055590565	0.507744014305033	0.5183757694360346	0.5255377565678198	0.5278920429952231	0.5290397576285822	0.529700134971469
RBP-SPECIFIC_SUM_VALUE	HepG2	Rec-Y2H	All-Positions	roc	0.5293343990699025	2001	1.018009768009768	35	1.7491254372813594	1310	65.46726636681659	0.0	0.0	0.022251388058066368	0.14967858791351318	0.29776306287385523	0.7651301256846637	2.874462496023625	0.49748743718592964	0.5019564053649841	0.4997894611322892	0.4951927121975845	0.5039803646110869	0.5156711718258005	0.5219647502922621	0.5249671997942638
RBP-SPECIFIC_MAX_VALUE	HepG2	Rec-Y2H	Different-Position	roc	0.5281547619047618	1955	0.9946072446072447	35	1.7902813299232736	1337	68.38874680306905	0.0	0.0	0.00827928725630045	0.07029687166213992	0.13274670392274843	0.3157900077104574	1.1819193363189697	0.49748743718592964	0.4936708860759494	0.4919108669108669	0.4906798245614035	0.5002893518518519	0.5154936974789917	0.5208624021138873	0.5238333635101696
RBP-SPECIFIC_SUM_VALUE	HepG2	Rec-Y2H	Different-Position	roc	0.5264434523809524	1955	0.9946072446072447	35	1.7902813299232736	1337	68.38874680306905	0.0	0.0	0.010134853422641754	0.10200439082691447	0.22625155961140989	0.5493233893471189	1.8837369863394997	0.49748743718592964	0.4939722724532851	0.4946581196581197	0.4850407268170426	0.4965691137566138	0.5121381886087768	0.518188480982935	0.5215516174784236
RBP-SPECIFIC_MAX_VALUE	K562	Street et al | IP/SEC-MS (Both)	Different-Position	roc	0.5241743275451141	2962	0.8578644330912082	25	0.8440243079000675	1144	38.62255232950709	0.0	0.0017085681902244687	0.019621668849140406	0.09020215347409251	0.1689860001206398	0.35494150608777986	1.3102924823760986	0.5107440505215899	0.5111657034000939	0.5062954523628681	0.5039621525724424	0.5114969923958688	0.516070152950523	0.519611848825332	0.5234956304619226
FEATURE-SPECIFIC	HepG2	Rec-Y2H/Street et al. IP-MS (Union)	All-Positions	roc	0.5227247572859707	53969	27.456756206756204	1917	3.5520391335766828	50085	92.80327595471475	0.0	0.0	0.0	0.0	0.005463866982609031	0.0889894515275955	1.5484907627105713	0.501510551887028	0.50391057540282	0.5076988481994454	0.5153847459122771	0.5196639020629216	0.5210705450882198	0.5217562835630528	0.522150846931649
FEATURE-SPECIFIC	HepG2	Rec-Y2H/Street et al. IP-MS (Union)	Different-Position	roc	0.5207893044389363	44564	22.67195767195767	1558	3.4960955030966696	41430	92.96741764653083	0.0	0.0	0.0	0.0	0.00423927500378339	0.08115624643862279	1.1819193363189697	0.5011471508069062	0.5037742920328645	0.5074595453472044	0.5143589957465623	0.5181078039691398	0.5193401111703331	0.5199408609309148	0.5202865231008496
RBP-SPECIFIC_SUM_VALUE	HepG2	Street et al | IP/SEC-MS (Both)	Same-Position	roc	0.5193726529710625	1524	0.7753357753357754	15	0.984251968503937	1159	76.0498687664042	0.0	0.0	0.0	0.0716944456100464	0.17037434838712204	0.44033757774159293	0.8527745737228543	0.49748743718592964	0.5041620879504968	0.5095863565048455	0.5108413844418866	0.5196966350047861	0.5206613472890274	0.5201271308944628	0.5198197509997442
FEATURE-SPECIFIC	K562	Rec-Y2H	All-Positions	roc	0.5184680391103443	46193	13.37857250431539	1035	2.2405992249907993	35573	77.00950360444223	0.0	0.0	0.0	0.0027486207894980947	0.009377078711986545	0.0653670433163644	0.760219931602478	0.5009873741661415	0.5028705926027415	0.5043614238287242	0.5101145164723612	0.5165056539005398	0.5177021823847022	0.5180196612569391	0.5182023337157338
RBP-SPECIFIC_MAX_VALUE	HepG2	Street et al | IP/SEC-MS (Both)	Same-Position	roc	0.514910536779324	1524	0.7753357753357754	15	0.984251968503937	1159	76.0498687664042	0.0	0.0	0.0	0.06613054573535919	0.13184615299105631	0.3728044226765632	0.8054162263870239	0.49748743718592964	0.5050568599653835	0.5100394782303331	0.5029588550567937	0.5073018678055126	0.5119120998542461	0.5131550743448715	0.5138702627440929
FEATURE-SPECIFIC	K562	Rec-Y2H	Different-Position	roc	0.5147044771925237	37673	10.910981359839665	837	2.221750325166565	28988	76.94635415284155	0.0	0.0	0.0	0.0026148055680096163	0.008606892637908464	0.058730501085519624	0.760219931602478	0.5015865880087893	0.5040976910214582	0.5050177857553064	0.5093036308382409	0.5135321045934825	0.5143166115303544	0.514477397678575	0.5145699115546282
RBP-SPECIFIC_MAX_VALUE	HepG2	Rec-Y2H	Same-Position	roc	0.505030265080359	1627	0.8277370777370778	30	1.843884449907806	1307	80.3318992009834	0.0	0.0	0.0	0.04274857193231588	0.10169197320938024	0.3426066994667054	1.5484907627105713	0.49748743718592964	0.5092486175291753	0.5172679543374596	0.5159564534379154	0.5102317270678545	0.5078413493162481	0.50667604016234	0.5060055392030144
RBP-SPECIFIC_SUM_VALUE	HepG2	Rec-Y2H	Same-Position	roc	0.5045919432268837	1627	0.8277370777370778	30	1.843884449907806	1307	80.3318992009834	0.0	0.0	0.0	0.045667766034603166	0.11867488771676986	0.37148438870906836	2.0510149076581	0.49748743718592964	0.5075576833144424	0.5142708818350646	0.513902163046941	0.5090141663637565	0.5069818947015907	0.5059911622662849	0.5054211100650474
FEATURE-SPECIFIC	HepG2	Rec-Y2H	Same-Position	roc	0.4999234068627451	6554	3.334350834350834	128	1.9530057979859627	6089	92.90509612450411	0.0	0.0	0.0	0.0	0.012982781371101567	0.13926507294178106	1.5484907627105713	0.5027280524158295	0.5029033061888609	0.5013671422985149	0.5010864395182828	0.5004084026477704	0.5001855185553874	0.5000768625603508	0.5000143435724373
FEATURE-SPECIFIC	HepG2	Rec-Y2H	All-Positions	roc	0.4950159497411337	37542	19.099511599511597	724	1.9285067391188535	35247	93.88684673166054	0.0	0.0	0.0	0.0	0.0017816583102103303	0.0785452875494948	1.5484907627105713	0.5001252658506983	0.4992999114984073	0.4988627896249649	0.49698467341582436	0.4958369264175479	0.4954596393419899	0.4952757118926554	0.4951698828679614
FEATURE-SPECIFIC	HepG2	Rec-Y2H	Different-Position	roc	0.49393699728469703	30988	15.765160765160765	596	1.923325158125726	29158	94.09448818897637	0.0	0.0	0.0	0.0	0.0009306095860665593	0.06699262343347083	1.1819193363189697	0.49920101930904553	0.4989117252909335	0.4980776399190994	0.49598771372987177	0.4947921657337136	0.494399165527364	0.4942075779267686	0.4940973413688876
