Plot Type	Cell Line	PPI Source	PPI Type	Curve	AUC	ROC Input Table: # INTER-RBP Interaction Features (Rows)	# Rows as % of All INTER-RBP Interaction Effects	ROC Input Table: # True PPIs	% Rows w/ True PPI	# Rows w/ 0 Abs. SHAP Value	% Rows w/ 0 Abs. SHAP Value	Abs. SHAP - Min Val	Abs. SHAP - 50th Percentile	Abs. SHAP - 75th Percentile	Abs. SHAP - 90th Percentile	Abs. SHAP - 95th Percentile	Abs. SHAP - 99th Percentile	Abs. SHAP - Max Val	Partial AUC @ FPR=0.01	Partial AUC @ FPR=0.025	Partial AUC @ FPR=0.05	Partial AUC @ FPR=0.1	Partial AUC @ FPR=0.2	Partial AUC @ FPR=0.3	Partial AUC @ FPR=0.4	Partial AUC @ FPR=0.5
RBP-SPECIFIC_MAX_VALUE	K562	Street et al | IP-MS	Same-Position	roc	0.5962876689536376	2545	0.7370914862313048	83	3.261296660117878	1243	48.84086444007858	0.0	6.974531515879789e-6	0.008014203049242496	0.048310051113367045	0.10552229434251774	0.2712733912467951	0.7512881755828857	0.5060599504427091	0.5111889526661593	0.511497216761817	0.5201018705631882	0.537307094611862	0.5531454436276189	0.5683485363060691	0.5797911385591106
RBP-SPECIFIC_SUM_VALUE	K562	Rec-Y2H	Same-Position	roc	0.5941660602457799	2312	0.6696092401441166	43	1.8598615916955017	1405	60.76989619377162	0.0	0.0	0.0029717853435613506	0.027061758772470076	0.07939247445319746	0.21437451547096012	0.6193255977705121	0.49748743718592964	0.49548204005997565	0.49978358067158585	0.5042920573338807	0.5402304741015576	0.5683931223129325	0.58019267163592	0.5858855336621592
RBP-SPECIFIC_MAX_VALUE	K562	Rec-Y2H	Different-Position	roc	0.5923251545595054	2636	0.7634472132438976	48	1.8209408194233687	1274	48.33080424886192	0.0	0.000023299353415495716	0.011249789502471685	0.053147051483392715	0.11467505432665348	0.3127522662281993	0.760219931602478	0.49748743718592964	0.5002575991756827	0.5131045324244706	0.523729629328344	0.5422650480851795	0.5506314968027396	0.5610550296239052	0.5706358406319766
RBP-SPECIFIC_MAX_VALUE	K562	Rec-Y2H	Same-Position	roc	0.5915729703690797	2312	0.6696092401441166	43	1.8598615916955017	1405	60.76989619377162	0.0	0.0	0.00268266920465976	0.022739925980567944	0.062481840327382056	0.17848023265600022	0.6021908521652222	0.49748743718592964	0.49485929370443654	0.4995733372438611	0.5049393857824016	0.5370816407642384	0.5632483419639034	0.576140968703576	0.5824280804932257
RBP-SPECIFIC_MAX_VALUE	HepG2	Street et al | IP/SEC-MS (Both)	Different-Position	roc	0.591494031190769	1786	0.9086284086284085	17	0.9518477043673013	1109	62.09406494960806	0.0	0.0	0.028545512352138758	0.10680212453007698	0.19348281249403954	0.42173628062009916	1.0526175498962402	0.49748743718592964	0.4936708860759494	0.4890382121453182	0.5019662680460003	0.5511108155340523	0.56228732306942	0.5743636952534481	0.5813427210056901
RBP-SPECIFIC_SUM_VALUE	K562	Rec-Y2H	Different-Position	roc	0.5894432637815559	2636	0.7634472132438976	48	1.8209408194233687	1274	48.33080424886192	0.0	0.000023917389626149088	0.018154546560253948	0.0985353527183861	0.22023148047412633	0.5409012701940814	1.4326650963112115	0.49748743718592964	0.5023281748283216	0.5159942667670643	0.528102036389273	0.5375423965309978	0.5480618187511996	0.5565797470698094	0.5667933195947107
RBP-SPECIFIC_SUM_VALUE	HepG2	Street et al | IP/SEC-MS (Both)	All-Positions	roc	0.586421352682042	1833	0.9325396825396826	17	0.9274413529732678	1102	60.12002182214948	0.0	0.0	0.050751660179230385	0.2405763347516767	0.4718336122110483	1.0714704125095165	1.9283988985989708	0.5026310615008184	0.5136144013173216	0.5129600467770978	0.524113146301878	0.5482961907229852	0.5651240542861353	0.573484406688607	0.578755014315562
RBP-SPECIFIC_MAX_VALUE	HepG2	Street et al | IP/SEC-MS (Both)	All-Positions	roc	0.5813358383000777	1833	0.9325396825396826	17	0.9274413529732678	1102	60.12002182214948	0.0	0.0	0.04280245304107666	0.13264675736427303	0.242060029506683	0.4880889511108401	1.0526175498962402	0.49748743718592964	0.4936708860759494	0.5010664380967569	0.5114973881971059	0.5464966456479802	0.5548984040364008	0.5655382904667879	0.571974328472943
RBP-SPECIFIC_SUM_VALUE	K562	Rec-Y2H/Street et al. IP-MS (Union)	Different-Position	roc	0.58096439390707	4214	1.220472897044683	138	3.2747982914095872	1880	44.61319411485524	0.0	0.00028883912091259845	0.023682607317823567	0.13482412134051178	0.30245228316822476	0.7179185807991415	1.9135957090311422	0.5000139009107348	0.5022260052940201	0.5123351235481628	0.5306847247829006	0.5460229077479579	0.5535953568752386	0.5590450374052425	0.564183887774791
FEATURE-SPECIFIC	K562	Street et al | IP/SEC-MS (Both)	Same-Position	roc	0.5792689991390101	10323	2.9897820873735794	86	0.8330911556718008	7045	68.24566501985856	0.0	0.0	0.0003062732139369473	0.00806169528514147	0.026021628640592088	0.13317982941865952	0.7512881755828857	0.50224610698629	0.5024978943979123	0.5039816340797052	0.5137654958152735	0.5431231998029138	0.5591178535200028	0.5674566778574821	0.5722691050462528
