Cell Line	Combination	Mismatched Graphs
HepG2	('ENSE00003480700', 'ENSE00003677211', 'ENSE00003481102')	1
HepG2	('ENSE00003503720', 'ENSE00003499474', 'ENSE00003549599')	1
HepG2	('ENSE00000950211', 'ENSE00000950212', 'ENSE00003653570')	1
HepG2	('ENSE00003547369', 'ENSE00002583751', 'ENSE00003510040')	1
HepG2	('ENSE00002711860', 'ENSE00003515255', 'ENSE00002342450')	1
HepG2	('ENSE00001457055', 'ENSE00003659448', 'ENSE00003569816')	1
HepG2	('ENSE00003548926', 'ENSE00003505402', 'ENSE00003533388')	1
HepG2	('ENSE00003555101', 'ENSE00003634712', 'ENSE00003602458')	1
HepG2	('ENSE00003728453', 'ENSE00003752295', 'ENSE00003728160')	1
HepG2	('ENSE00003576222', 'ENSE00002732826', 'ENSE00003576059')	1
HepG2	('ENSE00003601189', 'ENSE00003634103', 'ENSE00002213148')	1
HepG2	('ENSE00003510560', 'ENSE00002499967', 'ENSE00003524444')	1
HepG2	('ENSE00000873575', 'ENSE00003608455', 'ENSE00003584681')	1
HepG2	('ENSE00003552501', 'ENSE00003523657', 'ENSE00003620092')	1
HepG2	('ENSE00003509459', 'ENSE00003786755', 'ENSE00003639854')	1
HepG2	('ENSE00001692613', 'ENSE00003647800', 'ENSE00001795081')	1
HepG2	('ENSE00003485263', 'ENSE00001194057', 'ENSE00003679685')	1
HepG2	('ENSE00003579592', 'ENSE00003570760', 'ENSE00003562626')	1
HepG2	('ENSE00001826450', 'ENSE00001832468', 'ENSE00001873827')	1
HepG2	('ENSE00003654726', 'ENSE00003464441', 'ENSE00003499291')	1
HepG2	('ENSE00002691674', 'ENSE00002685847', 'ENSE00003671819')	1
HepG2	('ENSE00001321146', 'ENSE00000651944', 'ENSE00000651945')	1
HepG2	('ENSE00003640791', 'ENSE00003524912', 'ENSE00001333752')	1
HepG2	('ENSE00003572361', 'ENSE00003068840', 'ENSE00003562767')	1
HepG2	('ENSE00001950648', 'ENSE00001826521', 'ENSE00001837689')	1
HepG2	('ENSE00003590223', 'ENSE00003585502', 'ENSE00001684445')	1
HepG2	('ENSE00003562278', 'ENSE00002019011', 'ENSE00003467571')	1
HepG2	('ENSE00003471494', 'ENSE00001492828', 'ENSE00003494206')	1
HepG2	('ENSE00003674405', 'ENSE00003487663', 'ENSE00003505568')	1
HepG2	('ENSE00001775233', 'ENSE00001323507', 'ENSE00003658925')	1
HepG2	('ENSE00001020266', 'ENSE00001020335', 'ENSE00001020323')	1
HepG2	('ENSE00003545879', 'ENSE00003506929', 'ENSE00002971780')	1
HepG2	('ENSE00001908652', 'ENSE00003706779', 'ENSE00001947190')	1
HepG2	('ENSE00003627457', 'ENSE00003545934', 'ENSE00001269092')	1
HepG2	('ENSE00001910138', 'ENSE00003597755', 'ENSE00001842872')	1
HepG2	('ENSE00003604838', 'ENSE00001302536', 'ENSE00003571477')	1
HepG2	('ENSE00001117476', 'ENSE00001272899', 'ENSE00002686845')	1
HepG2	('ENSE00003636431', 'ENSE00001012696', 'ENSE00003535113')	1
HepG2	('ENSE00003528851', 'ENSE00003640368', 'ENSE00003477797')	1
HepG2	('ENSE00003479279', 'ENSE00003638263', 'ENSE00003616635')	1
HepG2	('ENSE00003743210', 'ENSE00003722181', 'ENSE00003741390')	1
HepG2	('ENSE00001778956', 'ENSE00001109313', 'ENSE00001793001')	1
HepG2	('ENSE00003547996', 'ENSE00003550204', 'ENSE00003528430')	1
HepG2	('ENSE00003735166', 'ENSE00003720793', 'ENSE00003504945')	1
HepG2	('ENSE00000657513', 'ENSE00002437799', 'ENSE00002503468')	1
HepG2	('ENSE00000845109', 'ENSE00001225144', 'ENSE00000845110')	1
HepG2	('ENSE00003641692', 'ENSE00003673162', 'ENSE00001901624')	1
HepG2	('ENSE00003610428', 'ENSE00003543678', 'ENSE00000698225')	1
HepG2	('ENSE00003550798', 'ENSE00003562455', 'ENSE00003583028')	1
HepG2	('ENSE00001016957', 'ENSE00001370254', 'ENSE00001016954')	1
HepG2	('ENSE00001666287', 'ENSE00001704070', 'ENSE00003552561')	1
HepG2	('ENSE00003467232', 'ENSE00003557464', 'ENSE00003614107')	1
HepG2	('ENSE00003468321', 'ENSE00003476279', 'ENSE00003496485')	1
HepG2	('ENSE00003560388', 'ENSE00002163255', 'ENSE00003497127')	1
HepG2	('ENSE00000844736', 'ENSE00003510568', 'ENSE00000844737')	1
HepG2	('ENSE00001010583', 'ENSE00001010575', 'ENSE00001010582')	1
HepG2	('ENSE00003501821', 'ENSE00003817447', 'ENSE00003522197')	1
HepG2	('ENSE00003789927', 'ENSE00003791367', 'ENSE00003791522')	1
HepG2	('ENSE00003530529', 'ENSE00003566533', 'ENSE00002590708')	1
HepG2	('ENSE00003506690', 'ENSE00003667977', 'ENSE00003609170')	1
HepG2	('ENSE00003608506', 'ENSE00002461848', 'ENSE00003643113')	1
HepG2	('ENSE00001320885', 'ENSE00001299639', 'ENSE00001321145')	1
HepG2	('ENSE00003683439', 'ENSE00003679903', 'ENSE00003588290')	1
HepG2	('ENSE00003462797', 'ENSE00001810902', 'ENSE00001819143')	1
HepG2	('ENSE00003786982', 'ENSE00003007510', 'ENSE00003199562')	1
HepG2	('ENSE00003605879', 'ENSE00000919472', 'ENSE00001282681')	1
HepG2	('ENSE00003520497', 'ENSE00003638363', 'ENSE00003467329')	1
HepG2	('ENSE00001162600', 'ENSE00001162607', 'ENSE00001897782')	1
HepG2	('ENSE00003590806', 'ENSE00003639023', 'ENSE00003632755')	1
HepG2	('ENSE00003628896', 'ENSE00003542253', 'ENSE00003590443')	1
HepG2	('ENSE00003675779', 'ENSE00003586286', 'ENSE00000920481')	1
HepG2	('ENSE00001204604', 'ENSE00001204601', 'ENSE00001204608')	1
HepG2	('ENSE00003585196', 'ENSE00003537950', 'ENSE00002141067')	1
HepG2	('ENSE00001525073', 'ENSE00001525074', 'ENSE00000831999')	1
HepG2	('ENSE00001014409', 'ENSE00001014408', 'ENSE00001014399')	1
HepG2	('ENSE00003572866', 'ENSE00003542847', 'ENSE00001872077')	1
HepG2	('ENSE00003508168', 'ENSE00003650704', 'ENSE00003586390')	1
HepG2	('ENSE00003611581', 'ENSE00003694431', 'ENSE00003481261')	1
HepG2	('ENSE00001491928', 'ENSE00001491927', 'ENSE00001491930')	1
HepG2	('ENSE00003585351', 'ENSE00003584269', 'ENSE00003487711')	1
HepG2	('ENSE00003504286', 'ENSE00003607553', 'ENSE00001622935')	1
HepG2	('ENSE00003667392', 'ENSE00003493726', 'ENSE00003464723')	1
HepG2	('ENSE00001831851', 'ENSE00001859911', 'ENSE00001888746')	1
HepG2	('ENSE00000914153', 'ENSE00000914150', 'ENSE00000914155')	1
HepG2	('ENSE00003695713', 'ENSE00003675502', 'ENSE00002306565')	1
HepG2	('ENSE00002185196', 'ENSE00001479500', 'ENSE00003831130')	1
HepG2	('ENSE00003685672', 'ENSE00003638481', 'ENSE00003660133')	1
HepG2	('ENSE00000843050', 'ENSE00000843049', 'ENSE00000843051')	1
HepG2	('ENSE00003614070', 'ENSE00000995731', 'ENSE00003588430')	1
HepG2	('ENSE00003646209', 'ENSE00003668452', 'ENSE00003593939')	1
HepG2	('ENSE00003575959', 'ENSE00003625180', 'ENSE00003635125')	1
HepG2	('ENSE00003795269', 'ENSE00003793735', 'ENSE00003643414')	1
HepG2	('ENSE00003536502', 'ENSE00003543782', 'ENSE00003662782')	1
HepG2	('ENSE00003504559', 'ENSE00003470103', 'ENSE00003691545')	1
HepG2	('ENSE00003557567', 'ENSE00003647104', 'ENSE00003585401')	1
HepG2	('ENSE00003472878', 'ENSE00003509825', 'ENSE00003727175')	1
HepG2	('ENSE00001644012', 'ENSE00001792232', 'ENSE00003504221')	1
HepG2	('ENSE00003568137', 'ENSE00000934434', 'ENSE00003595945')	1
HepG2	('ENSE00001154968', 'ENSE00001154975', 'ENSE00001154962')	1
HepG2	('ENSE00003525338', 'ENSE00003486962', 'ENSE00003678070')	1
HepG2	('ENSE00003508209', 'ENSE00003592629', 'ENSE00003627037')	1
HepG2	('ENSE00003644348', 'ENSE00003670140', 'ENSE00003542979')	1
HepG2	('ENSE00003667305', 'ENSE00001844984', 'ENSE00003566134')	1
HepG2	('ENSE00001241515', 'ENSE00001731304', 'ENSE00003662302')	1
HepG2	('ENSE00003619950', 'ENSE00003500221', 'ENSE00003595925')	1
HepG2	('ENSE00003574660', 'ENSE00003522312', 'ENSE00003624407')	1
HepG2	('ENSE00003493593', 'ENSE00003659200', 'ENSE00003640540')	1
HepG2	('ENSE00001717137', 'ENSE00001787308', 'ENSE00001752823')	1
HepG2	('ENSE00003610813', 'ENSE00001707771', 'ENSE00003693286')	1
HepG2	('ENSE00003483822', 'ENSE00002862264', 'ENSE00003501710')	1
HepG2	('ENSE00003545466', 'ENSE00003664430', 'ENSE00003634092')	1
HepG2	('ENSE00003651479', 'ENSE00003461560', 'ENSE00003472742')	1
HepG2	('ENSE00003669659', 'ENSE00003666426', 'ENSE00003664270')	1
HepG2	('ENSE00003720860', 'ENSE00003475806', 'ENSE00003731760')	1
HepG2	('ENSE00003573966', 'ENSE00003500846', 'ENSE00002486241')	1
HepG2	('ENSE00003488107', 'ENSE00003690817', 'ENSE00003603638')	1
HepG2	('ENSE00003607555', 'ENSE00003536679', 'ENSE00003578255')	1
HepG2	('ENSE00003527969', 'ENSE00003595892', 'ENSE00003458402')	1
HepG2	('ENSE00003685204', 'ENSE00003640078', 'ENSE00003614913')	1
HepG2	('ENSE00003540480', 'ENSE00003678941', 'ENSE00003609063')	1
HepG2	('ENSE00001012099', 'ENSE00001765643', 'ENSE00001765949')	1
HepG2	('ENSE00003614424', 'ENSE00003546346', 'ENSE00003643130')	1
HepG2	('ENSE00003464696', 'ENSE00002118779', 'ENSE00003613316')	1
HepG2	('ENSE00003571367', 'ENSE00003478715', 'ENSE00003538011')	1
HepG2	('ENSE00000653870', 'ENSE00000653863', 'ENSE00003594887')	1
HepG2	('ENSE00003684854', 'ENSE00003527695', 'ENSE00003624919')	1
HepG2	('ENSE00003564439', 'ENSE00003601070', 'ENSE00000800521')	1
HepG2	('ENSE00001163893', 'ENSE00003525621', 'ENSE00001092088')	1
HepG2	('ENSE00002250266', 'ENSE00001160380', 'ENSE00002187954')	1
HepG2	('ENSE00001911223', 'ENSE00003806623', 'ENSE00002189628')	1
HepG2	('ENSE00003710439', 'ENSE00003708746', 'ENSE00003710160')	1
HepG2	('ENSE00003431492', 'ENSE00003366077', 'ENSE00003235032')	1
HepG2	('ENSE00001303935', 'ENSE00001138651', 'ENSE00003461817')	1
HepG2	('ENSE00001792153', 'ENSE00001391241', 'ENSE00003553518')	1
HepG2	('ENSE00003706466', 'ENSE00003708358', 'ENSE00003710433')	1
HepG2	('ENSE00002726949', 'ENSE00000907742', 'ENSE00003635579')	1
HepG2	('ENSE00001129152', 'ENSE00001335285', 'ENSE00001342704')	1
HepG2	('ENSE00003624935', 'ENSE00003607302', 'ENSE00002199937')	1
HepG2	('ENSE00003793577', 'ENSE00003771820', 'ENSE00003762871')	1
HepG2	('ENSE00001943825', 'ENSE00003550712', 'ENSE00001753959')	1
HepG2	('ENSE00002468025', 'ENSE00002466841', 'ENSE00002498218')	1
HepG2	('ENSE00003467329', 'ENSE00003520497', 'ENSE00003512237')	1
HepG2	('ENSE00001129529', 'ENSE00001541223', 'ENSE00001129524')	1
HepG2	('ENSE00001788952', 'ENSE00001673678', 'ENSE00003606061')	1
HepG2	('ENSE00003691952', 'ENSE00003527753', 'ENSE00003565402')	1
HepG2	('ENSE00001701432', 'ENSE00003487565', 'ENSE00001174637')	1
HepG2	('ENSE00003468932', 'ENSE00003641405', 'ENSE00003690617')	1
HepG2	('ENSE00002614470', 'ENSE00002512417', 'ENSE00002613960')	1
HepG2	('ENSE00003549424', 'ENSE00003671127', 'ENSE00003532160')	1
HepG2	('ENSE00003481798', 'ENSE00001936979', 'ENSE00003621818')	1
HepG2	('ENSE00003641179', 'ENSE00003599699', 'ENSE00003544504')	1
HepG2	('ENSE00003616442', 'ENSE00003479270', 'ENSE00001708608')	1
HepG2	('ENSE00001920351', 'ENSE00001822540', 'ENSE00003657632')	1
HepG2	('ENSE00001435957', 'ENSE00001435980', 'ENSE00001435931')	1
HepG2	('ENSE00001749893', 'ENSE00001747468', 'ENSE00001661639')	1
HepG2	('ENSE00001458248', 'ENSE00001458249', 'ENSE00001458247')	1
HepG2	('ENSE00001030364', 'ENSE00001201252', 'ENSE00003597144')	1
HepG2	('ENSE00003627258', 'ENSE00003656721', 'ENSE00003487872')	1
HepG2	('ENSE00003614860', 'ENSE00003631561', 'ENSE00003496788')	1
HepG2	('ENSE00003802176', 'ENSE00003803250', 'ENSE00003811172')	1
HepG2	('ENSE00003567659', 'ENSE00002819494', 'ENSE00003585879')	1
HepG2	('ENSE00001311651', 'ENSE00001610231', 'ENSE00001290210')	1
HepG2	('ENSE00003555980', 'ENSE00003591996', 'ENSE00003681843')	1
HepG2	('ENSE00000969342', 'ENSE00000969343', 'ENSE00000969341')	1
HepG2	('ENSE00003815597', 'ENSE00003827162', 'ENSE00003824441')	1
HepG2	('ENSE00000810845', 'ENSE00000810844', 'ENSE00000810846')	1
HepG2	('ENSE00003573312', 'ENSE00003588349', 'ENSE00002155245')	1
HepG2	('ENSE00000732885', 'ENSE00000732882', 'ENSE00003499463')	1
HepG2	('ENSE00003543639', 'ENSE00003667509', 'ENSE00003465940')	1
HepG2	('ENSE00003501338', 'ENSE00003691532', 'ENSE00001722342')	1
HepG2	('ENSE00002505347', 'ENSE00003825370', 'ENSE00003580152')	1
HepG2	('ENSE00003591758', 'ENSE00003056904', 'ENSE00000729244')	1
HepG2	('ENSE00000909631', 'ENSE00000909630', 'ENSE00000909632')	1
HepG2	('ENSE00003546921', 'ENSE00002064680', 'ENSE00002045670')	1
HepG2	('ENSE00000784526', 'ENSE00000784524', 'ENSE00003688608')	1
HepG2	('ENSE00001682767', 'ENSE00003540207', 'ENSE00003625497')	1
HepG2	('ENSE00003618388', 'ENSE00003472819', 'ENSE00003673412')	1
HepG2	('ENSE00003656898', 'ENSE00003573386', 'ENSE00002107806')	1
HepG2	('ENSE00001249055', 'ENSE00000671288', 'ENSE00003664722')	1
HepG2	('ENSE00003530854', 'ENSE00003643842', 'ENSE00003664472')	1
HepG2	('ENSE00003656196', 'ENSE00000755985', 'ENSE00000564518')	1
HepG2	('ENSE00003512145', 'ENSE00003515207', 'ENSE00001888640')	1
HepG2	('ENSE00003176148', 'ENSE00003125795', 'ENSE00003691464')	1
HepG2	('ENSE00003577606', 'ENSE00000965000', 'ENSE00003462861')	1
HepG2	('ENSE00003657585', 'ENSE00003672969', 'ENSE00003479917')	1
HepG2	('ENSE00001160360', 'ENSE00000893367', 'ENSE00003562179')	1
HepG2	('ENSE00003520281', 'ENSE00003626304', 'ENSE00003553965')	1
HepG2	('ENSE00000662541', 'ENSE00003784743', 'ENSE00003476758')	1
HepG2	('ENSE00001537032', 'ENSE00003571637', 'ENSE00003646899')	1
HepG2	('ENSE00001649068', 'ENSE00003654626', 'ENSE00001422787')	1
HepG2	('ENSE00000860124', 'ENSE00001414279', 'ENSE00003684954')	1
HepG2	('ENSE00002073103', 'ENSE00003488960', 'ENSE00003483032')	1
HepG2	('ENSE00003572912', 'ENSE00003575478', 'ENSE00003464628')	1
HepG2	('ENSE00003505001', 'ENSE00003532483', 'ENSE00003802263')	1
HepG2	('ENSE00003580826', 'ENSE00003653148', 'ENSE00003581928')	1
HepG2	('ENSE00001423871', 'ENSE00001226071', 'ENSE00002140420')	1
HepG2	('ENSE00002059584', 'ENSE00003559530', 'ENSE00002045521')	1
HepG2	('ENSE00003486193', 'ENSE00003491292', 'ENSE00003066122')	1
HepG2	('ENSE00003626569', 'ENSE00001518409', 'ENSE00003643367')	1
HepG2	('ENSE00003663308', 'ENSE00003692924', 'ENSE00001098124')	1
HepG2	('ENSE00003496920', 'ENSE00003645360', 'ENSE00003625668')	1
HepG2	('ENSE00003555100', 'ENSE00003654028', 'ENSE00001519840')	1
HepG2	('ENSE00003501264', 'ENSE00003689644', 'ENSE00001489084')	1
HepG2	('ENSE00003539340', 'ENSE00003578663', 'ENSE00003598556')	1
HepG2	('ENSE00000975841', 'ENSE00000975840', 'ENSE00000975842')	1
HepG2	('ENSE00003688968', 'ENSE00001894032', 'ENSE00003532893')	1
HepG2	('ENSE00003576347', 'ENSE00002379270', 'ENSE00003669758')	1
HepG2	('ENSE00003820765', 'ENSE00003656319', 'ENSE00003682287')	1
HepG2	('ENSE00001772073', 'ENSE00003657662', 'ENSE00000915851')	1
HepG2	('ENSE00002266877', 'ENSE00002312852', 'ENSE00003466247')	1
HepG2	('ENSE00001423663', 'ENSE00003673507', 'ENSE00002622116')	1
HepG2	('ENSE00003474344', 'ENSE00003637408', 'ENSE00003674059')	1
HepG2	('ENSE00002159118', 'ENSE00000868185', 'ENSE00002140957')	1
HepG2	('ENSE00003660914', 'ENSE00003102470', 'ENSE00003226210')	1
HepG2	('ENSE00001714212', 'ENSE00003653953', 'ENSE00001739259')	1
HepG2	('ENSE00002144586', 'ENSE00003485364', 'ENSE00002173179')	1
HepG2	('ENSE00001376357', 'ENSE00001380027', 'ENSE00001376520')	1
HepG2	('ENSE00003681841', 'ENSE00002625744', 'ENSE00003600809')	1
HepG2	('ENSE00003534669', 'ENSE00003662266', 'ENSE00000860014')	1
HepG2	('ENSE00003648695', 'ENSE00001918313', 'ENSE00003497985')	1
HepG2	('ENSE00000998391', 'ENSE00002287840', 'ENSE00000998396')	1
HepG2	('ENSE00003797983', 'ENSE00003792922', 'ENSE00003800391')	1
HepG2	('ENSE00003611198', 'ENSE00003538753', 'ENSE00003518996')	1
HepG2	('ENSE00003577176', 'ENSE00003577480', 'ENSE00003634731')	1
HepG2	('ENSE00001108678', 'ENSE00001108686', 'ENSE00001108681')	1
HepG2	('ENSE00003636099', 'ENSE00003549472', 'ENSE00002167914')	1
HepG2	('ENSE00001365866', 'ENSE00003493699', 'ENSE00003541939')	1
HepG2	('ENSE00003832212', 'ENSE00003838903', 'ENSE00003834715')	1
HepG2	('ENSE00003639562', 'ENSE00003530819', 'ENSE00003790859')	1
HepG2	('ENSE00003581150', 'ENSE00003686190', 'ENSE00003548887')	1
HepG2	('ENSE00003470504', 'ENSE00003647487', 'ENSE00000845240')	1
HepG2	('ENSE00000661556', 'ENSE00000661555', 'ENSE00000661557')	1
HepG2	('ENSE00003430914', 'ENSE00002516447', 'ENSE00003559790')	1
HepG2	('ENSE00003674194', 'ENSE00003508992', 'ENSE00003671166')	1
HepG2	('ENSE00001738158', 'ENSE00001747691', 'ENSE00001647780')	1
HepG2	('ENSE00003576799', 'ENSE00003496480', 'ENSE00003462600')	1
HepG2	('ENSE00001066258', 'ENSE00001066253', 'ENSE00001066250')	1
HepG2	('ENSE00001850710', 'ENSE00001903175', 'ENSE00003740644')	1
HepG2	('ENSE00000777774', 'ENSE00001317925', 'ENSE00003648132')	1
HepG2	('ENSE00001273585', 'ENSE00001273591', 'ENSE00003621347')	1
HepG2	('ENSE00003499057', 'ENSE00001407106', 'ENSE00001319762')	1
HepG2	('ENSE00001017350', 'ENSE00001299537', 'ENSE00001608815')	1
HepG2	('ENSE00003490894', 'ENSE00003663724', 'ENSE00003615392')	1
HepG2	('ENSE00003642946', 'ENSE00001199254', 'ENSE00003514697')	1
HepG2	('ENSE00001925852', 'ENSE00003628126', 'ENSE00001941395')	1
HepG2	('ENSE00002265379', 'ENSE00003458385', 'ENSE00002454896')	1
HepG2	('ENSE00001699395', 'ENSE00003577253', 'ENSE00003576683')	1
HepG2	('ENSE00003609051', 'ENSE00001035029', 'ENSE00003599128')	1
HepG2	('ENSE00003491229', 'ENSE00003594721', 'ENSE00003556880')	1
HepG2	('ENSE00003486031', 'ENSE00003553215', 'ENSE00003535417')	1
HepG2	('ENSE00003680872', 'ENSE00003530547', 'ENSE00002614929')	1
HepG2	('ENSE00001602909', 'ENSE00001746902', 'ENSE00001596713')	1
HepG2	('ENSE00001271227', 'ENSE00001198187', 'ENSE00001271254')	1
HepG2	('ENSE00003052431', 'ENSE00003077043', 'ENSE00000651986')	1
HepG2	('ENSE00002373333', 'ENSE00002375726', 'ENSE00001879229')	1
HepG2	('ENSE00003528935', 'ENSE00002235693', 'ENSE00000675933')	1
HepG2	('ENSE00000765575', 'ENSE00002180718', 'ENSE00000765574')	1
HepG2	('ENSE00001771657', 'ENSE00003562185', 'ENSE00001709596')	1
HepG2	('ENSE00001033709', 'ENSE00003624537', 'ENSE00003612590')	1
HepG2	('ENSE00003536459', 'ENSE00003572639', 'ENSE00003605393')	1
HepG2	('ENSE00003604657', 'ENSE00003541599', 'ENSE00003561662')	1
HepG2	('ENSE00003718933', 'ENSE00003718120', 'ENSE00003717375')	1
HepG2	('ENSE00003815353', 'ENSE00003827203', 'ENSE00003822485')	1
HepG2	('ENSE00003480726', 'ENSE00003551986', 'ENSE00001810028')	1
HepG2	('ENSE00003572223', 'ENSE00003506527', 'ENSE00003529664')	1
HepG2	('ENSE00003628437', 'ENSE00003621403', 'ENSE00002590245')	1
HepG2	('ENSE00001432338', 'ENSE00000978832', 'ENSE00001879712')	1
HepG2	('ENSE00003664899', 'ENSE00003588615', 'ENSE00002082525')	1
HepG2	('ENSE00002237982', 'ENSE00002217058', 'ENSE00003585378')	1
HepG2	('ENSE00003636150', 'ENSE00003585551', 'ENSE00003646190')	1
HepG2	('ENSE00001054418', 'ENSE00001446733', 'ENSE00001054403')	1
HepG2	('ENSE00003470257', 'ENSE00003653250', 'ENSE00003481635')	1
HepG2	('ENSE00003692650', 'ENSE00003556363', 'ENSE00003495643')	1
HepG2	('ENSE00003468825', 'ENSE00003620365', 'ENSE00003559438')	1
HepG2	('ENSE00000921608', 'ENSE00000921607', 'ENSE00002396241')	1
HepG2	('ENSE00003654122', 'ENSE00003662272', 'ENSE00003619252')	1
HepG2	('ENSE00003600012', 'ENSE00002424797', 'ENSE00003675987')	1
HepG2	('ENSE00002515068', 'ENSE00001597275', 'ENSE00002529431')	1
HepG2	('ENSE00003713300', 'ENSE00003714137', 'ENSE00003506071')	1
HepG2	('ENSE00002498411', 'ENSE00002487438', 'ENSE00002447810')	1
HepG2	('ENSE00000927579', 'ENSE00000927578', 'ENSE00003665558')	1
HepG2	('ENSE00003667333', 'ENSE00003508229', 'ENSE00003620795')	1
HepG2	('ENSE00003664526', 'ENSE00001879791', 'ENSE00003590410')	1
HepG2	('ENSE00003621953', 'ENSE00003492249', 'ENSE00003475705')	1
HepG2	('ENSE00001674751', 'ENSE00001750714', 'ENSE00001713097')	1
HepG2	('ENSE00001100718', 'ENSE00001100733', 'ENSE00003664619')	1
HepG2	('ENSE00001386283', 'ENSE00003497919', 'ENSE00002185963')	1
HepG2	('ENSE00001902845', 'ENSE00003597099', 'ENSE00001931426')	1
HepG2	('ENSE00003485181', 'ENSE00003538000', 'ENSE00003525701')	1
HepG2	('ENSE00001196665', 'ENSE00000970002', 'ENSE00003599459')	1
HepG2	('ENSE00003520524', 'ENSE00003606502', 'ENSE00003597601')	1
HepG2	('ENSE00003504499', 'ENSE00003531652', 'ENSE00003646137')	1
HepG2	('ENSE00000707489', 'ENSE00001053086', 'ENSE00002684656')	1
HepG2	('ENSE00002508139', 'ENSE00001825501', 'ENSE00002435757')	1
HepG2	('ENSE00002354469', 'ENSE00002216757', 'ENSE00003541864')	1
HepG2	('ENSE00002167717', 'ENSE00003492541', 'ENSE00003669515')	1
HepG2	('ENSE00002944215', 'ENSE00003587311', 'ENSE00002774805')	1
HepG2	('ENSE00000861647', 'ENSE00000861648', 'ENSE00000861646')	1
HepG2	('ENSE00003527274', 'ENSE00003645199', 'ENSE00003505752')	1
HepG2	('ENSE00003594893', 'ENSE00003560445', 'ENSE00003561536')	1
HepG2	('ENSE00003555693', 'ENSE00003630852', 'ENSE00003494783')	1
HepG2	('ENSE00002265621', 'ENSE00002235402', 'ENSE00002219275')	1
HepG2	('ENSE00002214684', 'ENSE00003571044', 'ENSE00003639920')	1
HepG2	('ENSE00003512429', 'ENSE00002596034', 'ENSE00003571292')	1
HepG2	('ENSE00003624470', 'ENSE00003473367', 'ENSE00003628393')	1
HepG2	('ENSE00002291390', 'ENSE00003547846', 'ENSE00003498165')	2
HepG2	('ENSE00001665541', 'ENSE00001779613', 'ENSE00000962694')	1
HepG2	('ENSE00001108455', 'ENSE00001108448', 'ENSE00001267870')	1
HepG2	('ENSE00002483113', 'ENSE00003284284', 'ENSE00003464880')	1
HepG2	('ENSE00001091776', 'ENSE00003549473', 'ENSE00001091775')	1
HepG2	('ENSE00003641467', 'ENSE00003495704', 'ENSE00003638692')	1
HepG2	('ENSE00001672094', 'ENSE00003809417', 'ENSE00001656351')	1
HepG2	('ENSE00001477324', 'ENSE00000981092', 'ENSE00003788356')	1
HepG2	('ENSE00001755595', 'ENSE00003654161', 'ENSE00003461835')	1
HepG2	('ENSE00001171880', 'ENSE00001024128', 'ENSE00001024094')	1
HepG2	('ENSE00003640300', 'ENSE00001577483', 'ENSE00003787171')	1
HepG2	('ENSE00001665491', 'ENSE00001813320', 'ENSE00001612752')	1
HepG2	('ENSE00003486179', 'ENSE00003564762', 'ENSE00003611312')	1
HepG2	('ENSE00002648152', 'ENSE00003661409', 'ENSE00003508367')	1
HepG2	('ENSE00001171942', 'ENSE00002311430', 'ENSE00001024116')	1
HepG2	('ENSE00003565480', 'ENSE00003708236', 'ENSE00003543488')	1
HepG2	('ENSE00002197520', 'ENSE00003793160', 'ENSE00002151893')	1
HepG2	('ENSE00003683923', 'ENSE00003471517', 'ENSE00003526973')	1
HepG2	('ENSE00001487748', 'ENSE00003785141', 'ENSE00001487747')	1
HepG2	('ENSE00003633393', 'ENSE00003584732', 'ENSE00003629267')	1
HepG2	('ENSE00001929871', 'ENSE00003597919', 'ENSE00003574972')	1
HepG2	('ENSE00003826204', 'ENSE00003823565', 'ENSE00003814545')	1
HepG2	('ENSE00002102578', 'ENSE00003673710', 'ENSE00002137156')	1
HepG2	('ENSE00000360902', 'ENSE00003479117', 'ENSE00000360903')	1
HepG2	('ENSE00003462640', 'ENSE00003477012', 'ENSE00003620909')	1
HepG2	('ENSE00003584855', 'ENSE00001916700', 'ENSE00003671707')	1
HepG2	('ENSE00001482042', 'ENSE00003786405', 'ENSE00003502554')	1
HepG2	('ENSE00003750488', 'ENSE00003723898', 'ENSE00003719715')	1
HepG2	('ENSE00001904981', 'ENSE00001854695', 'ENSE00001155542')	1
HepG2	('ENSE00001441292', 'ENSE00003587165', 'ENSE00003485405')	1
HepG2	('ENSE00000918026', 'ENSE00002408640', 'ENSE00000755589')	1
HepG2	('ENSE00003560761', 'ENSE00003576557', 'ENSE00003644557')	1
HepG2	('ENSE00001523159', 'ENSE00003627047', 'ENSE00001523161')	1
HepG2	('ENSE00001682903', 'ENSE00001206636', 'ENSE00001805506')	1
HepG2	('ENSE00003688818', 'ENSE00003510277', 'ENSE00003791645')	1
HepG2	('ENSE00003476815', 'ENSE00001894028', 'ENSE00001929488')	1
HepG2	('ENSE00001827512', 'ENSE00001913188', 'ENSE00001922549')	1
HepG2	('ENSE00001781319', 'ENSE00001689519', 'ENSE00001740357')	1
HepG2	('ENSE00003640499', 'ENSE00003580912', 'ENSE00003692227')	1
HepG2	('ENSE00000719801', 'ENSE00000719787', 'ENSE00000719839')	1
HepG2	('ENSE00000670824', 'ENSE00000898302', 'ENSE00003642463')	1
HepG2	('ENSE00003574966', 'ENSE00003621687', 'ENSE00003525659')	1
HepG2	('ENSE00003580387', 'ENSE00001912389', 'ENSE00003624063')	1
HepG2	('ENSE00002080772', 'ENSE00002054323', 'ENSE00002058610')	1
