Cell Line	Combination	Mismatched Graphs
K562	('ENSE00003672279', 'ENSE00003322645', 'ENSE00001019964')	1
K562	('ENSE00001376162', 'ENSE00001383777', 'ENSE00001364494')	1
K562	('ENSE00003692829', 'ENSE00001509651', 'ENSE00001276356')	1
K562	('ENSE00001908456', 'ENSE00003578305', 'ENSE00001892556')	1
K562	('ENSE00001218275', 'ENSE00001147689', 'ENSE00003657855')	1
K562	('ENSE00002116242', 'ENSE00002098079', 'ENSE00002104585')	1
K562	('ENSE00001532948', 'ENSE00001910297', 'ENSE00001532944')	1
K562	('ENSE00000913003', 'ENSE00000913004', 'ENSE00003534093')	1
K562	('ENSE00001303045', 'ENSE00001527106', 'ENSE00003478747')	1
K562	('ENSE00001231954', 'ENSE00003514137', 'ENSE00003643514')	1
K562	('ENSE00003631073', 'ENSE00001430196', 'ENSE00001486771')	1
K562	('ENSE00003512089', 'ENSE00001634833', 'ENSE00002609070')	1
K562	('ENSE00003675405', 'ENSE00003819690', 'ENSE00003836443')	1
K562	('ENSE00002583816', 'ENSE00002590716', 'ENSE00003496924')	1
K562	('ENSE00003640180', 'ENSE00003615127', 'ENSE00003594198')	1
K562	('ENSE00000827218', 'ENSE00000753621', 'ENSE00001156843')	1
K562	('ENSE00003629526', 'ENSE00003488345', 'ENSE00003483443')	1
K562	('ENSE00003698350', 'ENSE00003698163', 'ENSE00001773660')	1
K562	('ENSE00003660813', 'ENSE00003515605', 'ENSE00003614402')	1
K562	('ENSE00002236105', 'ENSE00002318338', 'ENSE00002236964')	1
K562	('ENSE00000677212', 'ENSE00000460818', 'ENSE00000677214')	1
K562	('ENSE00003517948', 'ENSE00003667755', 'ENSE00003661843')	1
K562	('ENSE00001036142', 'ENSE00000734808', 'ENSE00001830933')	1
K562	('ENSE00003544212', 'ENSE00003787165', 'ENSE00003786581')	1
K562	('ENSE00003616728', 'ENSE00003580876', 'ENSE00002559593')	1
K562	('ENSE00003689028', 'ENSE00003505196', 'ENSE00003688279')	1
K562	('ENSE00001404761', 'ENSE00003553386', 'ENSE00003520553')	1
K562	('ENSE00003508199', 'ENSE00003688012', 'ENSE00003486088')	1
K562	('ENSE00003547046', 'ENSE00003464106', 'ENSE00003546929')	1
K562	('ENSE00003685281', 'ENSE00003468644', 'ENSE00003481352')	1
K562	('ENSE00000853762', 'ENSE00000853763', 'ENSE00000853761')	1
K562	('ENSE00003662395', 'ENSE00003666477', 'ENSE00003484835')	1
K562	('ENSE00003659803', 'ENSE00003461457', 'ENSE00003491395')	1
K562	('ENSE00003625551', 'ENSE00003541821', 'ENSE00003481973')	1
K562	('ENSE00001632894', 'ENSE00003577513', 'ENSE00001770516')	1
K562	('ENSE00000845457', 'ENSE00000845456', 'ENSE00000845458')	1
K562	('ENSE00002111480', 'ENSE00003682859', 'ENSE00002120240')	1
K562	('ENSE00001177170', 'ENSE00001177162', 'ENSE00001177177')	1
K562	('ENSE00002450995', 'ENSE00002441202', 'ENSE00003762305')	1
K562	('ENSE00003495892', 'ENSE00003619816', 'ENSE00003653238')	1
K562	('ENSE00003560243', 'ENSE00003555719', 'ENSE00001442805')	1
K562	('ENSE00001091770', 'ENSE00001091780', 'ENSE00001120742')	1
K562	('ENSE00000942134', 'ENSE00000942135', 'ENSE00000942133')	1
K562	('ENSE00001848453', 'ENSE00003539648', 'ENSE00003650953')	1
K562	('ENSE00001354077', 'ENSE00001281610', 'ENSE00002540511')	1
K562	('ENSE00003562822', 'ENSE00003579939', 'ENSE00003569770')	1
K562	('ENSE00002205246', 'ENSE00002245847', 'ENSE00002205818')	1
K562	('ENSE00003612100', 'ENSE00003831763', 'ENSE00003549255')	1
K562	('ENSE00003525447', 'ENSE00001116108', 'ENSE00001116107')	1
K562	('ENSE00003503185', 'ENSE00003460053', 'ENSE00003520084')	1
K562	('ENSE00003682490', 'ENSE00001069565', 'ENSE00003679152')	1
K562	('ENSE00001858244', 'ENSE00003477104', 'ENSE00003636438')	1
K562	('ENSE00003568805', 'ENSE00003666198', 'ENSE00003645176')	1
K562	('ENSE00003563505', 'ENSE00003535546', 'ENSE00003531379')	1
K562	('ENSE00001766309', 'ENSE00001643372', 'ENSE00001683886')	1
K562	('ENSE00003660489', 'ENSE00003667063', 'ENSE00003569337')	1
K562	('ENSE00003477900', 'ENSE00002705987', 'ENSE00003563823')	1
K562	('ENSE00003470917', 'ENSE00001606175', 'ENSE00003604502')	1
K562	('ENSE00003665963', 'ENSE00003632689', 'ENSE00001613981')	1
K562	('ENSE00003827154', 'ENSE00003828787', 'ENSE00003589868')	1
K562	('ENSE00003493457', 'ENSE00003783986', 'ENSE00001561968')	1
K562	('ENSE00003506920', 'ENSE00003644041', 'ENSE00003574855')	1
K562	('ENSE00003609992', 'ENSE00003578337', 'ENSE00003615457')	1
K562	('ENSE00001875776', 'ENSE00001921268', 'ENSE00001769780')	1
K562	('ENSE00003605647', 'ENSE00003478400', 'ENSE00001918455')	1
K562	('ENSE00001744479', 'ENSE00003582265', 'ENSE00003552693')	1
K562	('ENSE00003679220', 'ENSE00003638891', 'ENSE00003689673')	1
K562	('ENSE00001913589', 'ENSE00001352942', 'ENSE00001433680')	1
K562	('ENSE00002283227', 'ENSE00003613868', 'ENSE00002232833')	1
K562	('ENSE00003564384', 'ENSE00003495795', 'ENSE00003584164')	1
K562	('ENSE00001275876', 'ENSE00001275867', 'ENSE00001275883')	1
K562	('ENSE00002450094', 'ENSE00002474914', 'ENSE00002484050')	1
K562	('ENSE00001838755', 'ENSE00003559148', 'ENSE00003633919')	1
K562	('ENSE00000887081', 'ENSE00000887080', 'ENSE00002647043')	1
K562	('ENSE00000945143', 'ENSE00000945142', 'ENSE00000945144')	1
K562	('ENSE00001684697', 'ENSE00003680039', 'ENSE00001643282')	1
K562	('ENSE00003690387', 'ENSE00001762209', 'ENSE00003685768')	1
K562	('ENSE00003238039', 'ENSE00003609029', 'ENSE00003370585')	1
K562	('ENSE00003548377', 'ENSE00001809821', 'ENSE00001925549')	1
K562	('ENSE00003647654', 'ENSE00003467272', 'ENSE00003571790')	1
K562	('ENSE00003662307', 'ENSE00003591778', 'ENSE00001876349')	1
K562	('ENSE00002484032', 'ENSE00002515027', 'ENSE00003679558')	1
K562	('ENSE00003571846', 'ENSE00003474602', 'ENSE00001463574')	1
K562	('ENSE00003648275', 'ENSE00003489976', 'ENSE00003571936')	1
K562	('ENSE00003556202', 'ENSE00003583569', 'ENSE00002172072')	1
K562	('ENSE00003486339', 'ENSE00003539239', 'ENSE00003495877')	1
K562	('ENSE00001615543', 'ENSE00003544714', 'ENSE00003608330')	1
K562	('ENSE00001649068', 'ENSE00003654626', 'ENSE00001422787')	1
K562	('ENSE00001895457', 'ENSE00001332952', 'ENSE00001903086')	1
K562	('ENSE00003826746', 'ENSE00003828518', 'ENSE00003816243')	1
K562	('ENSE00001275486', 'ENSE00001173279', 'ENSE00001173264')	1
K562	('ENSE00003583567', 'ENSE00003615593', 'ENSE00002604877')	1
K562	('ENSE00002611169', 'ENSE00002576455', 'ENSE00003593934')	1
K562	('ENSE00003567524', 'ENSE00003648768', 'ENSE00003628812')	1
K562	('ENSE00003581301', 'ENSE00003537910', 'ENSE00003670103')	1
K562	('ENSE00003566710', 'ENSE00003555772', 'ENSE00003555078')	1
K562	('ENSE00003615322', 'ENSE00003621988', 'ENSE00001909815')	1
K562	('ENSE00003689744', 'ENSE00003530990', 'ENSE00002603896')	1
K562	('ENSE00003703944', 'ENSE00003704391', 'ENSE00003705612')	1
K562	('ENSE00003680325', 'ENSE00003610974', 'ENSE00003552194')	1
K562	('ENSE00003529610', 'ENSE00003639350', 'ENSE00003600482')	1
K562	('ENSE00003540252', 'ENSE00003571456', 'ENSE00002175448')	1
K562	('ENSE00003691064', 'ENSE00003503899', 'ENSE00003631731')	1
K562	('ENSE00003635675', 'ENSE00003501903', 'ENSE00003512246')	1
K562	('ENSE00000835992', 'ENSE00002222104', 'ENSE00002285227')	1
K562	('ENSE00003564662', 'ENSE00003523770', 'ENSE00003478191')	1
K562	('ENSE00003461589', 'ENSE00003590897', 'ENSE00003571101')	1
K562	('ENSE00000972027', 'ENSE00000972026', 'ENSE00000972028')	1
K562	('ENSE00001765655', 'ENSE00001580345', 'ENSE00003661191')	1
K562	('ENSE00003662963', 'ENSE00003614489', 'ENSE00003526116')	1
K562	('ENSE00003552393', 'ENSE00002610407', 'ENSE00003501623')	1
K562	('ENSE00003640623', 'ENSE00002053931', 'ENSE00003535170')	1
K562	('ENSE00003743342', 'ENSE00003727497', 'ENSE00003567135')	1
K562	('ENSE00001105888', 'ENSE00003567045', 'ENSE00003490986')	1
K562	('ENSE00003530147', 'ENSE00003625341', 'ENSE00003711192')	1
K562	('ENSE00003012529', 'ENSE00003512624', 'ENSE00003499554')	1
K562	('ENSE00003495331', 'ENSE00003784247', 'ENSE00001897200')	1
K562	('ENSE00001366772', 'ENSE00001368174', 'ENSE00002171337')	1
K562	('ENSE00003822572', 'ENSE00003817181', 'ENSE00003815917')	1
K562	('ENSE00003538525', 'ENSE00003570263', 'ENSE00003650646')	1
K562	('ENSE00003468626', 'ENSE00003623007', 'ENSE00003557216')	1
K562	('ENSE00000848145', 'ENSE00000848144', 'ENSE00001771575')	1
K562	('ENSE00003677729', 'ENSE00001196783', 'ENSE00002027617')	1
K562	('ENSE00001689587', 'ENSE00001663339', 'ENSE00001301866')	1
K562	('ENSE00000822662', 'ENSE00000822661', 'ENSE00003675025')	1
K562	('ENSE00003537743', 'ENSE00003521956', 'ENSE00003560643')	1
K562	('ENSE00003530538', 'ENSE00001154752', 'ENSE00003601880')	1
K562	('ENSE00003489847', 'ENSE00003469909', 'ENSE00003596201')	1
K562	('ENSE00003485287', 'ENSE00000896542', 'ENSE00003627273')	1
K562	('ENSE00001024170', 'ENSE00001171781', 'ENSE00001171765')	1
K562	('ENSE00003576947', 'ENSE00003690431', 'ENSE00001358207')	1
K562	('ENSE00001422512', 'ENSE00003685988', 'ENSE00001091897')	1
K562	('ENSE00002801475', 'ENSE00003551926', 'ENSE00002779681')	1
K562	('ENSE00003528293', 'ENSE00001728621', 'ENSE00003617136')	1
K562	('ENSE00003462205', 'ENSE00003596688', 'ENSE00002254582')	1
K562	('ENSE00003222718', 'ENSE00000954871', 'ENSE00003033634')	1
K562	('ENSE00003706153', 'ENSE00003710466', 'ENSE00003709231')	1
K562	('ENSE00001472811', 'ENSE00003470690', 'ENSE00001629987')	1
K562	('ENSE00000764156', 'ENSE00001957084', 'ENSE00003471947')	1
K562	('ENSE00003064369', 'ENSE00003028478', 'ENSE00003568480')	1
K562	('ENSE00001539315', 'ENSE00001485421', 'ENSE00001485422')	1
K562	('ENSE00001893925', 'ENSE00003625106', 'ENSE00003543368')	1
K562	('ENSE00003656322', 'ENSE00003627165', 'ENSE00001863780')	1
K562	('ENSE00001798883', 'ENSE00001795416', 'ENSE00003476034')	1
K562	('ENSE00003460959', 'ENSE00003583379', 'ENSE00003636966')	1
K562	('ENSE00003713472', 'ENSE00003711809', 'ENSE00003741169')	1
K562	('ENSE00001163722', 'ENSE00003508460', 'ENSE00003543329')	1
K562	('ENSE00003460244', 'ENSE00003528944', 'ENSE00003519610')	1
K562	('ENSE00000987373', 'ENSE00000987374', 'ENSE00003516917')	1
K562	('ENSE00001115485', 'ENSE00001115472', 'ENSE00003666356')	1
K562	('ENSE00003535459', 'ENSE00003704469', 'ENSE00002455313')	1
K562	('ENSE00003745226', 'ENSE00003469731', 'ENSE00003619077')	1
K562	('ENSE00003632323', 'ENSE00001710114', 'ENSE00003577890')	1
K562	('ENSE00001865803', 'ENSE00001933714', 'ENSE00003528917')	1
K562	('ENSE00000845498', 'ENSE00001651849', 'ENSE00000845499')	1
K562	('ENSE00003579286', 'ENSE00003685764', 'ENSE00003607175')	1
K562	('ENSE00001088303', 'ENSE00001088312', 'ENSE00001088301')	1
K562	('ENSE00003561631', 'ENSE00003535784', 'ENSE00003504640')	1
K562	('ENSE00001742817', 'ENSE00003459097', 'ENSE00000986156')	1
K562	('ENSE00000918404', 'ENSE00000918405', 'ENSE00000918403')	1
K562	('ENSE00003517203', 'ENSE00003458595', 'ENSE00002020593')	1
K562	('ENSE00003691897', 'ENSE00003462978', 'ENSE00003708705')	1
K562	('ENSE00002060706', 'ENSE00001961187', 'ENSE00002025247')	1
K562	('ENSE00002965848', 'ENSE00003511856', 'ENSE00003514202')	1
K562	('ENSE00001118418', 'ENSE00002394532', 'ENSE00003519678')	1
K562	('ENSE00003747322', 'ENSE00003812053', 'ENSE00001900351')	1
K562	('ENSE00003501365', 'ENSE00003545530', 'ENSE00003638131')	1
K562	('ENSE00003637820', 'ENSE00003482522', 'ENSE00003528674')	1
K562	('ENSE00003696633', 'ENSE00003702443', 'ENSE00003515775')	1
K562	('ENSE00001691478', 'ENSE00001636291', 'ENSE00001038655')	1
K562	('ENSE00001421512', 'ENSE00002113441', 'ENSE00003544435')	1
K562	('ENSE00002591765', 'ENSE00002592138', 'ENSE00002622000')	1
K562	('ENSE00003515478', 'ENSE00003510456', 'ENSE00003658079')	1
K562	('ENSE00003560473', 'ENSE00003471490', 'ENSE00003459369')	1
K562	('ENSE00003706355', 'ENSE00003706683', 'ENSE00003532866')	1
K562	('ENSE00001867239', 'ENSE00003477472', 'ENSE00001910043')	1
K562	('ENSE00001325002', 'ENSE00001297971', 'ENSE00001302090')	1
K562	('ENSE00003643372', 'ENSE00003622777', 'ENSE00003597245')	1
K562	('ENSE00003460124', 'ENSE00000940574', 'ENSE00000940572')	1
K562	('ENSE00003646600', 'ENSE00003647665', 'ENSE00003653409')	1
K562	('ENSE00003611786', 'ENSE00003502587', 'ENSE00002968637')	1
K562	('ENSE00003687503', 'ENSE00003634549', 'ENSE00003459369')	1
K562	('ENSE00003838270', 'ENSE00003586014', 'ENSE00003837600')	1
K562	('ENSE00001920663', 'ENSE00003592620', 'ENSE00001332885')	1
K562	('ENSE00001764245', 'ENSE00001535498', 'ENSE00003521834')	1
K562	('ENSE00003506373', 'ENSE00002848994', 'ENSE00003655725')	1
K562	('ENSE00003832112', 'ENSE00003840867', 'ENSE00003837314')	1
K562	('ENSE00000909633', 'ENSE00000909632', 'ENSE00000909634')	1
K562	('ENSE00003647199', 'ENSE00003487553', 'ENSE00003553887')	1
K562	('ENSE00001656748', 'ENSE00002187313', 'ENSE00001788725')	1
K562	('ENSE00001117286', 'ENSE00001117287', 'ENSE00001117289')	1
K562	('ENSE00003524237', 'ENSE00003603551', 'ENSE00003484091')	1
K562	('ENSE00003585738', 'ENSE00002594782', 'ENSE00002581428')	1
K562	('ENSE00003466017', 'ENSE00002493801', 'ENSE00003569128')	1
K562	('ENSE00003625802', 'ENSE00001661502', 'ENSE00003628578')	1
K562	('ENSE00002104780', 'ENSE00003640740', 'ENSE00003483708')	1
K562	('ENSE00003559468', 'ENSE00003523596', 'ENSE00003644788')	1
K562	('ENSE00003493332', 'ENSE00003562403', 'ENSE00002105043')	1
K562	('ENSE00001664782', 'ENSE00001724122', 'ENSE00001656052')	1
K562	('ENSE00003717378', 'ENSE00003743821', 'ENSE00003713474')	1
K562	('ENSE00003638882', 'ENSE00003094708', 'ENSE00003114735')	1
K562	('ENSE00003787774', 'ENSE00003786183', 'ENSE00003650586')	1
K562	('ENSE00001727488', 'ENSE00002291218', 'ENSE00002988116')	1
K562	('ENSE00003596311', 'ENSE00003523942', 'ENSE00003517991')	1
K562	('ENSE00003656000', 'ENSE00003630058', 'ENSE00001834158')	1
K562	('ENSE00003814217', 'ENSE00003811766', 'ENSE00003813409')	1
K562	('ENSE00003658048', 'ENSE00003472664', 'ENSE00001514401')	1
K562	('ENSE00001633945', 'ENSE00001771710', 'ENSE00001791759')	1
K562	('ENSE00001179873', 'ENSE00003471636', 'ENSE00001605709')	1
K562	('ENSE00001029278', 'ENSE00003517014', 'ENSE00001029280')	1
K562	('ENSE00003583995', 'ENSE00003687847', 'ENSE00003481020')	1
K562	('ENSE00003587878', 'ENSE00003630902', 'ENSE00003536278')	1
K562	('ENSE00003499172', 'ENSE00001132660', 'ENSE00003689288')	1
K562	('ENSE00003503398', 'ENSE00003598183', 'ENSE00003674623')	1
K562	('ENSE00003499842', 'ENSE00003484242', 'ENSE00001430306')	1
K562	('ENSE00001957415', 'ENSE00003466373', 'ENSE00001955663')	1
K562	('ENSE00003468655', 'ENSE00003575254', 'ENSE00002194606')	1
K562	('ENSE00000707153', 'ENSE00001318887', 'ENSE00002713954')	1
K562	('ENSE00001733484', 'ENSE00001770517', 'ENSE00003790023')	1
K562	('ENSE00003621376', 'ENSE00003681217', 'ENSE00002737707')	1
K562	('ENSE00003488929', 'ENSE00003652207', 'ENSE00002023254')	1
K562	('ENSE00003610168', 'ENSE00001219703', 'ENSE00003681572')	1
K562	('ENSE00000650958', 'ENSE00000650957', 'ENSE00001605474')	1
K562	('ENSE00002480780', 'ENSE00000804330', 'ENSE00002454229')	1
K562	('ENSE00001871880', 'ENSE00003522699', 'ENSE00003516868')	1
K562	('ENSE00003468860', 'ENSE00003635572', 'ENSE00000696303')	1
K562	('ENSE00000972983', 'ENSE00001614289', 'ENSE00000972982')	1
K562	('ENSE00003710988', 'ENSE00003615773', 'ENSE00003599453')	1
K562	('ENSE00003677913', 'ENSE00003753052', 'ENSE00003469737')	1
K562	('ENSE00003489712', 'ENSE00001031081', 'ENSE00003664024')	1
K562	('ENSE00003603163', 'ENSE00002355616', 'ENSE00003468211')	1
K562	('ENSE00001871574', 'ENSE00001867109', 'ENSE00001902327')	1
K562	('ENSE00003612401', 'ENSE00001562200', 'ENSE00003495792')	1
K562	('ENSE00003628316', 'ENSE00002942361', 'ENSE00002926684')	1
K562	('ENSE00003578036', 'ENSE00003579887', 'ENSE00003551486')	1
K562	('ENSE00003790344', 'ENSE00000756651', 'ENSE00000756655')	1
K562	('ENSE00002349415', 'ENSE00000746225', 'ENSE00003533532')	1
K562	('ENSE00002554121', 'ENSE00003516248', 'ENSE00003497672')	1
K562	('ENSE00002666073', 'ENSE00003525133', 'ENSE00002666738')	1
K562	('ENSE00003535329', 'ENSE00003601505', 'ENSE00003653467')	1
K562	('ENSE00003616251', 'ENSE00001175661', 'ENSE00003564447')	1
K562	('ENSE00003833978', 'ENSE00003831849', 'ENSE00003832492')	1
K562	('ENSE00001080749', 'ENSE00001080760', 'ENSE00003604309')	1
K562	('ENSE00001747034', 'ENSE00003662250', 'ENSE00001768685')	1
K562	('ENSE00003477997', 'ENSE00003543718', 'ENSE00003587935')	1
K562	('ENSE00003790719', 'ENSE00003500181', 'ENSE00001375130')	1
K562	('ENSE00003552702', 'ENSE00003648930', 'ENSE00003512104')	1
K562	('ENSE00003617441', 'ENSE00003518254', 'ENSE00003622777')	1
K562	('ENSE00001619008', 'ENSE00001617212', 'ENSE00001665017')	1
K562	('ENSE00003831188', 'ENSE00002267887', 'ENSE00003818684')	1
K562	('ENSE00003698418', 'ENSE00003698374', 'ENSE00003695924')	1
K562	('ENSE00003521598', 'ENSE00003618875', 'ENSE00003586260')	1
K562	('ENSE00001212334', 'ENSE00002132415', 'ENSE00003482352')	1
K562	('ENSE00001799851', 'ENSE00001721204', 'ENSE00001783379')	1
K562	('ENSE00003640844', 'ENSE00001895703', 'ENSE00003553618')	1
K562	('ENSE00000610473', 'ENSE00000789847', 'ENSE00001068367')	1
K562	('ENSE00001448326', 'ENSE00000919029', 'ENSE00001429569')	1
K562	('ENSE00003490501', 'ENSE00003462600', 'ENSE00002187312')	1
K562	('ENSE00001201349', 'ENSE00001201343', 'ENSE00001201356')	1
K562	('ENSE00003459983', 'ENSE00003692878', 'ENSE00003668489')	1
K562	('ENSE00001159037', 'ENSE00003671056', 'ENSE00003555354')	1
K562	('ENSE00003571660', 'ENSE00001926476', 'ENSE00003606450')	1
K562	('ENSE00003683459', 'ENSE00003517711', 'ENSE00003564352')	1
K562	('ENSE00001620613', 'ENSE00001786226', 'ENSE00001634710')	1
K562	('ENSE00003043457', 'ENSE00000691175', 'ENSE00003117959')	1
K562	('ENSE00003829131', 'ENSE00003825835', 'ENSE00003820749')	1
K562	('ENSE00001207039', 'ENSE00001207034', 'ENSE00002159430')	1
K562	('ENSE00003507776', 'ENSE00001630589', 'ENSE00003613136')	1
K562	('ENSE00001161486', 'ENSE00000821613', 'ENSE00000821614')	1
K562	('ENSE00002513777', 'ENSE00001334793', 'ENSE00003554663')	1
K562	('ENSE00003460724', 'ENSE00003636540', 'ENSE00003637922')	1
K562	('ENSE00003131464', 'ENSE00003118562', 'ENSE00003021883')	1
K562	('ENSE00003784733', 'ENSE00000771963', 'ENSE00001582089')	1
K562	('ENSE00000806219', 'ENSE00000806220', 'ENSE00000806218')	1
K562	('ENSE00003673623', 'ENSE00003666077', 'ENSE00003552598')	1
K562	('ENSE00000826063', 'ENSE00000826064', 'ENSE00003501352')	1
K562	('ENSE00003673879', 'ENSE00003787179', 'ENSE00003636220')	1
K562	('ENSE00003478577', 'ENSE00003582265', 'ENSE00003552693')	1
K562	('ENSE00001934253', 'ENSE00001926045', 'ENSE00003584447')	1
K562	('ENSE00001120946', 'ENSE00003489611', 'ENSE00000996917')	1
K562	('ENSE00003648778', 'ENSE00003484158', 'ENSE00000776748')	1
K562	('ENSE00003570357', 'ENSE00003583816', 'ENSE00003662533')	1
K562	('ENSE00000966680', 'ENSE00000966681', 'ENSE00000966679')	1
K562	('ENSE00001457386', 'ENSE00003558389', 'ENSE00001457387')	1
K562	('ENSE00002601237', 'ENSE00002620282', 'ENSE00002589845')	1
K562	('ENSE00003552221', 'ENSE00003628603', 'ENSE00003498158')	1
K562	('ENSE00001200697', 'ENSE00003593869', 'ENSE00000909977')	1
K562	('ENSE00003595587', 'ENSE00003513256', 'ENSE00003680105')	1
K562	('ENSE00003514046', 'ENSE00003546488', 'ENSE00001719874')	1
K562	('ENSE00003598519', 'ENSE00003638861', 'ENSE00003459513')	1
K562	('ENSE00003318810', 'ENSE00003664206', 'ENSE00003666619')	1
K562	('ENSE00003714897', 'ENSE00003564540', 'ENSE00002184380')	1
K562	('ENSE00000662209', 'ENSE00000662208', 'ENSE00000662210')	1
K562	('ENSE00001648803', 'ENSE00001693197', 'ENSE00001739773')	1
K562	('ENSE00000967090', 'ENSE00003824608', 'ENSE00000967091')	1
K562	('ENSE00000944017', 'ENSE00001705272', 'ENSE00000944018')	1
K562	('ENSE00003641273', 'ENSE00003098386', 'ENSE00003503197')	1
K562	('ENSE00003625006', 'ENSE00001195232', 'ENSE00003499908')	1
K562	('ENSE00003609889', 'ENSE00003529798', 'ENSE00003544475')	1
K562	('ENSE00001209905', 'ENSE00000725539', 'ENSE00001232306')	1
K562	('ENSE00003613089', 'ENSE00001563385', 'ENSE00003597745')	1
K562	('ENSE00002506993', 'ENSE00002465965', 'ENSE00002475711')	1
K562	('ENSE00001774155', 'ENSE00002214825', 'ENSE00001640699')	1
K562	('ENSE00000764971', 'ENSE00000764970', 'ENSE00000764972')	1
K562	('ENSE00003563668', 'ENSE00003658962', 'ENSE00003574699')	1
K562	('ENSE00003656861', 'ENSE00003582161', 'ENSE00003529793')	1
K562	('ENSE00000710613', 'ENSE00001070647', 'ENSE00000710614')	1
K562	('ENSE00003466209', 'ENSE00003672562', 'ENSE00003622190')	1
K562	('ENSE00003823826', 'ENSE00003827808', 'ENSE00003831172')	1
K562	('ENSE00003834871', 'ENSE00003639970', 'ENSE00003485102')	1
K562	('ENSE00003554160', 'ENSE00003589638', 'ENSE00003565372')	1
K562	('ENSE00000818028', 'ENSE00000818027', 'ENSE00000818030')	1
K562	('ENSE00003588983', 'ENSE00003616371', 'ENSE00003544369')	1
K562	('ENSE00003461371', 'ENSE00003506060', 'ENSE00003574718')	1
K562	('ENSE00001709075', 'ENSE00001628104', 'ENSE00003646640')	1
K562	('ENSE00003529298', 'ENSE00003500532', 'ENSE00003533867')	1
K562	('ENSE00001300308', 'ENSE00001295726', 'ENSE00001320630')	1
K562	('ENSE00001552875', 'ENSE00001559073', 'ENSE00000706429')	1
K562	('ENSE00000856527', 'ENSE00002988125', 'ENSE00000856528')	1
K562	('ENSE00003464161', 'ENSE00001317543', 'ENSE00003616923')	1
K562	('ENSE00000655285', 'ENSE00000930170', 'ENSE00000889667')	1
K562	('ENSE00003744330', 'ENSE00001890513', 'ENSE00003688955')	1
K562	('ENSE00003658496', 'ENSE00001117329', 'ENSE00003616851')	1
K562	('ENSE00001235391', 'ENSE00001464743', 'ENSE00001410365')	1
K562	('ENSE00001106621', 'ENSE00001106634', 'ENSE00002636913')	1
K562	('ENSE00002745793', 'ENSE00003553039', 'ENSE00003827660')	1
K562	('ENSE00003676415', 'ENSE00003539567', 'ENSE00003629758')	1
K562	('ENSE00001406568', 'ENSE00001262841', 'ENSE00002105775')	1
K562	('ENSE00002507355', 'ENSE00003484230', 'ENSE00003275456')	1
K562	('ENSE00003562936', 'ENSE00003511929', 'ENSE00003664852')	1
K562	('ENSE00003537506', 'ENSE00003603560', 'ENSE00003587467')	1
K562	('ENSE00003616005', 'ENSE00003553825', 'ENSE00003591302')	1
K562	('ENSE00003514402', 'ENSE00001960994', 'ENSE00003650674')	1
K562	('ENSE00000714766', 'ENSE00000714767', 'ENSE00000714765')	1
K562	('ENSE00001953838', 'ENSE00003528234', 'ENSE00003459426')	1
K562	('ENSE00003481672', 'ENSE00001918476', 'ENSE00003587829')	1
K562	('ENSE00003628325', 'ENSE00003648833', 'ENSE00003608138')	1
K562	('ENSE00001054636', 'ENSE00003548306', 'ENSE00003598551')	1
K562	('ENSE00001132743', 'ENSE00001132738', 'ENSE00001530180')	1
K562	('ENSE00001535717', 'ENSE00001081754', 'ENSE00001081756')	1
K562	('ENSE00003522195', 'ENSE00002263409', 'ENSE00001232934')	1
K562	('ENSE00001484089', 'ENSE00001484091', 'ENSE00003635258')	1
K562	('ENSE00003636910', 'ENSE00003587049', 'ENSE00003486630')	1
K562	('ENSE00001384124', 'ENSE00001365406', 'ENSE00001365686')	1
K562	('ENSE00003666408', 'ENSE00003525488', 'ENSE00001154534')	1
K562	('ENSE00003633426', 'ENSE00001405495', 'ENSE00003474851')	1
K562	('ENSE00001402648', 'ENSE00003627955', 'ENSE00003605051')	1
K562	('ENSE00003602118', 'ENSE00001758032', 'ENSE00003693846')	1
K562	('ENSE00000823252', 'ENSE00000823251', 'ENSE00000774688')	1
K562	('ENSE00001755346', 'ENSE00001765958', 'ENSE00001646922')	1
K562	('ENSE00001910548', 'ENSE00003477763', 'ENSE00003577412')	1
K562	('ENSE00003489509', 'ENSE00003599870', 'ENSE00003505869')	1
K562	('ENSE00003545606', 'ENSE00002252099', 'ENSE00003468544')	1
K562	('ENSE00001187989', 'ENSE00003671155', 'ENSE00000677067')	1
K562	('ENSE00001817352', 'ENSE00001917920', 'ENSE00003681756')	1
K562	('ENSE00001066870', 'ENSE00003643737', 'ENSE00001435707')	1
K562	('ENSE00001104350', 'ENSE00001104320', 'ENSE00001104341')	1
K562	('ENSE00001261658', 'ENSE00002727195', 'ENSE00001261650')	1
K562	('ENSE00000551761', 'ENSE00000666380', 'ENSE00000551768')	1
K562	('ENSE00001279217', 'ENSE00000709857', 'ENSE00000709855')	1
K562	('ENSE00000742794', 'ENSE00000742792', 'ENSE00000742796')	1
K562	('ENSE00002178295', 'ENSE00003505230', 'ENSE00003499423')	1
K562	('ENSE00003746186', 'ENSE00003669975', 'ENSE00002286889')	1
K562	('ENSE00000734608', 'ENSE00000734607', 'ENSE00000734609')	1
K562	('ENSE00003505514', 'ENSE00003502337', 'ENSE00003630631')	1
K562	('ENSE00001691754', 'ENSE00003562494', 'ENSE00002194848')	1
K562	('ENSE00002529311', 'ENSE00001188527', 'ENSE00002488854')	1
