Protein1,Protein2,Position,Pearson_Corr,Pearson_P,Spearman_Corr,Spearman_P,n
BUD13,EFTUD2,1,0.36225061242380985,5.913224210339289e-35,0.38604379648207676,7.576906921552852e-40,1084
BUD13,EFTUD2,2,0.4005504601127712,1.014852818308287e-121,0.4873948615963193,1.153180291035172e-187,3150
BUD13,EFTUD2,3,0.030078582608421094,0.24830682192681955,0.17845466821827283,5.078855891056502e-12,1475
BUD13,EFTUD2,4,0.7436498042192163,0.0,0.6691075733258319,2.9433912595246615e-272,2096
BUD13,EFTUD2,5,-0.3380352854037733,1.3439087476072138e-37,-0.5006778769880668,6.109017370233175e-87,1356
BUD13,EFTUD2,6,0.3739255298441006,6.775475329377597e-50,0.011211062314482942,0.6678888448155367,1467
BUD13,FMR1,1,0.8308507646385902,1.7902884267121036e-72,0.6696654736548152,1.153086949514875e-37,279
BUD13,FMR1,2,0.09156084187924883,0.16545083734591198,0.24199840338248338,0.00020445154747271972,231
BUD13,FMR1,3,0.7002410305928969,2.1110998958806486e-56,0.6905718204634979,2.7182662975671006e-54,374
BUD13,FMR1,4,0.9070142352775575,1.227635385685619e-67,0.7874834445758961,1.2592543435430752e-38,177
BUD13,FMR1,5,0.8669569099386533,5.241532417789484e-130,0.7662790505908956,2.7290264232775683e-83,425
BUD13,FMR1,6,0.12875742986057828,0.0962407830029298,0.09299888829598603,0.23052636620868935,168
BUD13,FXR1,1,-0.21800675979866116,0.0010228564423535368,-0.4181420659424816,6.820379481957113e-11,224
BUD13,FXR1,2,0.7849747643100804,4.544065842440397e-39,0.33709196531073865,3.480269825479512e-06,181
BUD13,FXR1,3,0.8304702866475893,3.0234128830715106e-54,0.707606408000138,6.656703559907342e-33,208
BUD13,FXR1,4,0.5955544011549392,1.7702504817294612e-12,0.6307959335493925,3.221953639420969e-14,116
BUD13,FXR1,5,0.3640384410430947,4.010390907561233e-09,0.24424334697331856,0.00010880374016629809,246
BUD13,FXR1,6,-0.15539258105203801,0.08876846288621691,-0.4408996223448668,4.1636205074238777e-07,121
BUD13,FXR2,1,-0.5603623595066819,3.678871600929416e-21,-0.5068521447756429,5.2878879121479223e-17,239
BUD13,FXR2,2,0.7821694205787647,3.706160905625116e-49,0.49254234796056295,1.3965065169707618e-15,232
BUD13,FXR2,3,0.34930485474867484,6.505987329893648e-12,0.35545528685465827,2.605688351440478e-12,365
BUD13,FXR2,4,0.7599283359341178,2.906551287890318e-36,0.6828855055223048,6.932047493022201e-27,186
BUD13,FXR2,5,0.6022203725893482,2.798523391669125e-44,0.13422939921792867,0.005043825287815111,435
BUD13,FXR2,6,0.14885211577568608,0.07813440390118172,0.10174327756904489,0.22994592081963006,141
BUD13,PRPF8,1,0.6895540377631881,7.613715000737949e-119,0.7134512355528266,8.287014935846115e-131,835
BUD13,PRPF8,2,0.5006415902888577,2.571451918120444e-251,0.6767645680966727,0.0,3976
BUD13,PRPF8,3,-0.4599949971497159,8.915430629283692e-57,-0.5800071616030195,1.3905716777761606e-96,1063
BUD13,PRPF8,4,0.8133467308655861,0.0,0.8117835149213529,0.0,2962
BUD13,PRPF8,5,-0.24151253777843532,3.479514862526984e-13,-0.37572419991727707,5.469365623287606e-31,883
BUD13,PRPF8,6,0.03371575634369764,0.1360647503135848,0.05009040239519221,0.026738989572218003,1956
BUD13,RBM22,1,-0.5174368365316623,7.333586738540458e-06,-0.537223483813548,2.769638400527531e-06,67
BUD13,RBM22,2,0.5132779968028305,3.567800143162611e-51,0.6641029614792545,1.1234682104872485e-95,743
BUD13,RBM22,4,0.7392671186313836,4.2298672054976847e-94,0.6734668494366539,2.3429812604251103e-72,538
BUD13,RBM22,6,-0.09803079277229568,0.03496610242391943,-0.22446852412513807,1.0644516822107196e-06,463
BUD13,SF3B4,1,0.2605419732661481,2.7276509704738543e-54,0.48083954519381256,7.963625609603112e-198,3427
BUD13,SF3B4,2,0.6410359616595951,4.532063262907098e-169,0.834886634905855,0.0,1454
BUD13,SF3B4,3,0.7809456153312316,0.0,0.8343416263053889,0.0,4552
BUD13,SF3B4,4,-0.2859850095964335,2.6726127832823913e-22,-0.391065066393196,8.402516433254283e-42,1108
BUD13,SF3B4,5,0.7120184166439939,0.0,0.6190767923997555,0.0,6445
BUD13,SF3B4,6,0.0683925103220483,0.04229035802643765,-0.01477786507612163,0.6611820667363968,882
BUD13,SRSF7,2,0.9065397290716595,3.166913462082626e-36,0.932990828946996,1.309331408775555e-42,94
BUD13,SRSF7,3,-0.2570048614198518,0.04555757694171555,-0.8652529152013538,2.414105050243248e-19,61
BUD13,SRSF7,4,-0.5282505700790381,1.437866020006446e-05,-0.42627234214409504,0.000683737896896164,60
