Protein1,Protein2,Position,Pearson_Corr,Pearson_P,Spearman_Corr,Spearman_P,n
FASTKD2,TIAL1,4,,,,,2
EFTUD2,PRPF4,1,0.13655468102769577,9.339061997019358e-06,0.31060005060913254,7.905041590264336e-25,1046
EFTUD2,PRPF4,2,0.7124467498572671,0.0,0.7590640741057864,0.0,3619
EFTUD2,PRPF4,3,0.6963944846502471,1.0496803270516409e-207,0.4589366951178674,2.6655565022457544e-75,1428
EFTUD2,PRPF4,4,0.10451727136917725,0.00028366779860092853,0.17737575569736747,5.926969959768893e-10,1202
EFTUD2,PRPF4,5,0.707820170201756,4.5414733789519094e-178,0.7083038386753302,2.0389981565044535e-178,1167
EFTUD2,PRPF4,6,0.01867426679145739,0.6346249690208058,0.03571770103746266,0.36326375942852496,650
NCBP2,SRSF7,1,,,,,14
NCBP2,SRSF7,2,0.8908958660194493,3.6816352570460273e-06,0.9553571428571429,8.41869812164716e-09,16
HNRNPA1,RPS3,6,,,,,4
FTO,SF3B4,1,0.13740642462812802,0.31712546502303085,0.30294611129070953,0.024561962007838608,55
FTO,SF3B4,3,-0.9720397133495512,1.4639213667133607e-37,-0.972295283184289,1.130723328582105e-37,59
FTO,SF3B4,4,,,,,17
FTO,SF3B4,5,0.923452492754402,2.5527637338129953e-28,0.33539322324056864,0.0059067508349177796,66
FTO,SF3B4,6,-0.999649886721607,1.0726343702139006e-10,-0.9761904761904763,3.3143960262001043e-05,8
FAM120A,GRWD1,1,,,,,59
FAM120A,GRWD1,2,0.8693200141664655,7.325422195301162e-105,0.8696125566496713,5.159280040984673e-105,338
FAM120A,GRWD1,3,,,,,40
FAM120A,GRWD1,4,-0.9781593549546115,1.3166185074543633e-53,-0.901633122920646,2.1821076659131376e-29,78
FAM120A,GRWD1,5,,,,,43
FAM120A,GRWD1,6,-0.010959284035979082,0.9343436074112469,-0.06521294320540177,0.6236276924117392,59
NCBP2,PCBP1,1,-0.9970398565273074,9.207966566183378e-24,-0.6560000000000001,0.0009162751010724882,22
NCBP2,PCBP1,2,0.23062457938109301,0.6601963260083683,-0.11764705882352942,0.8243435782617545,6
