Plot Type	Cell Line	PPI Source	PPI Type	Curve	AUC	ROC Input Table: # INTER-RBP Interaction Features (Rows)	# Rows as % of All INTER-RBP Interaction Effects	ROC Input Table: # True PPIs	% Rows w/ True PPI	# Rows w/ 0 Abs. SHAP Value	% Rows w/ 0 Abs. SHAP Value	Abs. SHAP - Min Val	Abs. SHAP - 50th Percentile	Abs. SHAP - 75th Percentile	Abs. SHAP - 90th Percentile	Abs. SHAP - 95th Percentile	Abs. SHAP - 99th Percentile	Abs. SHAP - Max Val	Partial AUC @ FPR=0.01	Partial AUC @ FPR=0.025	Partial AUC @ FPR=0.05	Partial AUC @ FPR=0.1	Partial AUC @ FPR=0.2	Partial AUC @ FPR=0.3	Partial AUC @ FPR=0.4	Partial AUC @ FPR=0.5
FEATURE-SPECIFIC	K562	Street et al | IP/SEC-MS (Both)	Same-Position	roc	0.5446803283491933	10404	3.0132415806485247	86	0.8266051518646674	8143	78.26797385620915	0.0	0.0	0.0	0.009282616991549746	0.041478837467730095	0.2338471128046511	1.8087801933288574	0.500339365929029	0.5037101879399077	0.5114292163927707	0.5259962091654303	0.5397972385129622	0.5422310667565895	0.5432463856565847	0.5438305845313511
FEATURE-SPECIFIC	K562	Street et al | IP/SEC-MS (Both)	All-Positions	roc	0.542776851430785	59873	17.340620257417257	500	0.8351009637065121	47370	79.11746530155496	0.0	0.0	0.0	0.005100096017122283	0.023416883870959034	0.1615383607149122	1.8087801933288574	0.500741052203229	0.5034578859631674	0.5092081827749555	0.5190240823624419	0.5336380172805821	0.5378834022962875	0.5399119366951545	0.541079124180041
FEATURE-SPECIFIC	HepG2	Street et al | IP/SEC-MS (Both)	Different-Position	roc	0.5424480409146515	30460	15.496540496540497	229	0.7518056467498359	28634	94.00525279054499	0.0	0.0	0.0	0.0	0.0012651755881961401	0.10710219137370583	1.2834606170654297	0.5015367763181553	0.5096431952984736	0.5188630421875916	0.531267892144798	0.5377858115236563	0.5399283801776062	0.540972882396407	0.5415738729038398
FEATURE-SPECIFIC	K562	Street et al | IP/SEC-MS (Both)	Different-Position	roc	0.5424391531343357	49469	14.32737867676873	414	0.8368877478825122	39227	79.29612484586308	0.0	0.0	0.0	0.004566299915313769	0.02051534056663511	0.14149760246276852	1.5718275308609009	0.500654249865957	0.5031774107342527	0.5082105680679597	0.5174111065266256	0.532476883413203	0.5370829335731515	0.5393033052024688	0.5405808728784145
FEATURE-SPECIFIC	K562	Street et al | IP-MS	Same-Position	roc	0.5398834901499558	10404	3.0132415806485247	380	3.652441368704344	8143	78.26797385620915	0.0	0.0	0.0	0.009282616991549746	0.041478837467730095	0.2338471128046511	1.8087801933288574	0.5010715356933363	0.5056501305594089	0.5120240437794098	0.5195237800470007	0.5290892501271801	0.5340629097388532	0.5364757778939659	0.5378641051093692
FEATURE-SPECIFIC	K562	Rec-Y2H/Street et al. IP-MS (Union)	Same-Position	roc	0.5390404454181703	14155	4.099618855640125	576	4.069233486400565	11555	81.63193217944189	0.0	0.0	0.0	0.005329187028110029	0.03175077624618994	0.19834285765886184	1.8087801933288574	0.5029786120585827	0.5069204987762915	0.5118510488060897	0.5188620204529785	0.529512403870004	0.5338910994344186	0.5360257135220707	0.537253937627889
FEATURE-SPECIFIC	HepG2	Street et al | IP/SEC-MS (Both)	All-Positions	roc	0.5378204039130792	36793	18.71845746845747	300	0.81537248933221	34489	93.73793928192863	0.0	0.0	0.0	0.0	0.0027928031515330395	0.12435801088810003	1.2834606170654297	0.5037961664110246	0.5123366471877562	0.5203458525355875	0.5294017060972526	0.5343097260859032	0.535923089057951	0.5367096035068243	0.5371621518204838
RBP-SPECIFIC_MAX_VALUE	HepG2	Rec-Y2H/Street et al. IP-MS (Union)	Different-Position	roc	0.5374013741360679	2786	1.4173789173789173	91	3.2663316582914574	1862	66.83417085427136	0.0	0.0	0.011370255379006267	0.11279343441128731	0.2469225823879242	0.6218414098024373	1.2834606170654297	0.49748743718592964	0.5028789345503373	0.5123034997446301	0.5163483133407946	0.5254405458487091	0.533947445111911	0.5354633501287511	0.5362529154650655
RBP-SPECIFIC_MAX_VALUE	HepG2	Street et al | IP-MS	Different-Position	roc	0.5357840888693882	1787	0.9091371591371591	58	3.2456631225517625	1082	60.54840514829323	0.0	0.0	0.02605228964239359	0.1565331250429154	0.31084549427032376	0.6570607888698559	1.2834606170654297	0.49748743718592964	0.504309240347284	0.5117409929639443	0.5190405162704331	0.5265628704830156	0.5371249155811982	0.538415987696393	0.5373437326187245
FEATURE-SPECIFIC	HepG2	Street et al | IP-MS	Same-Position	roc	0.5325741406844674	6333	3.2219169719169716	242	3.8212537501973785	5855	92.45223432812253	0.0	0.0	0.0	0.0	0.01272144541144364	0.1940859276056299	1.1921803951263428	0.5076871990394394	0.5148810876858767	0.519420943131037	0.52586766609121	0.5297774763822037	0.5310627081387588	0.5316892586200792	0.532049766127793
FEATURE-SPECIFIC	K562	Rec-Y2H/Street et al. IP-MS (Union)	All-Positions	roc	0.5322073443479586	78387	22.702707399297953	3103	3.9585645578986313	64168	81.86051258499496	0.0	0.0	0.0	0.0030944322235882406	0.018656145408749568	0.14268709421157827	1.8087801933288574	0.5005703208774269	0.5023960903931738	0.5072269924324826	0.5151008697273537	0.5247475537844216	0.5281757663595765	0.5298470199899645	0.5308086336172955
FEATURE-SPECIFIC	HepG2	Street et al | IP-MS	All-Positions	roc	0.5307505524415689	36793	18.71845746845747	1246	3.386513739026445	34489	93.73793928192863	0.0	0.0	0.0	0.0	0.0027928031515330395	0.12435801088810003	1.2834606170654297	0.5030605576610051	0.5073120819637287	0.5132492441325216	0.5224168571096411	0.5272753214663891	0.5288723945248357	0.5296509676408284	0.5300989466337227
FEATURE-SPECIFIC	K562	Rec-Y2H/Street et al. IP-MS (Union)	Different-Position	roc	0.5306407387204658	64232	18.60308854365783	2527	3.9341761115954665	52613	81.9108855399178	0.0	0.0	0.0	0.0027920002583414327	0.016438271570950735	0.12653414472937596	1.5718275308609009	0.4996722255844826	0.5010113958595426	0.5062724711906628	0.5143707981351842	0.523641463372314	0.526858042116869	0.5284261242548396	0.5293283745926872
FEATURE-SPECIFIC	K562	Street et al | IP-MS	All-Positions	roc	0.5302418883008395	59873	17.340620257417257	2099	3.5057538456399375	47370	79.11746530155496	0.0	0.0	0.0	0.005100096017122283	0.023416883870959034	0.1615383607149122	1.8087801933288574	0.5000945285368766	0.5012974616045307	0.5050017168913106	0.5122605755862396	0.5216303923796887	0.5256024435916615	0.527525682788706	0.5286322850343901
FEATURE-SPECIFIC	HepG2	Street et al | IP-MS	Different-Position	roc	0.530147284977418	30460	15.496540496540497	1004	3.2961260669730796	28634	94.00525279054499	0.0	0.0	0.0	0.0	0.0012651755881961401	0.10710219137370583	1.2834606170654297	0.5015476622657011	0.5054434590107176	0.5119922127670602	0.5216064675449876	0.5265856820975018	0.528222448126875	0.5290203715661944	0.5294794844374336
FEATURE-SPECIFIC	HepG2	Rec-Y2H/Street et al. IP-MS (Union)	Same-Position	roc	0.5287240409405795	9456	4.810744810744811	361	3.8176818950930627	8838	93.46446700507614	0.0	0.0	0.0	0.0	0.0075377176981419325	0.18675264567137073	1.5624902248382568	0.5061868729875715	0.5122482410528433	0.5185137069737753	0.5240004688705481	0.5267542660307173	0.5276594934709113	0.528100791848006	0.5283547081449803
FEATURE-SPECIFIC	K562	Street et al | IP-MS	Different-Position	roc	0.5280709775865063	49469	14.32737867676873	1719	3.474903474903475	39227	79.29612484586308	0.0	0.0	0.0	0.004566299915313769	0.02051534056663511	0.14149760246276852	1.5718275308609009	0.4994477212012078	0.4996661692110233	0.5033982408670603	0.5106957382766419	0.5199217519283672	0.5236760465965205	0.5254979248768079	0.5265462056103887
FEATURE-SPECIFIC	K562	Rec-Y2H	Different-Position	roc	0.5227128090126619	38049	11.019879748375212	839	2.205051381113827	32302	84.89579226786512	0.0	0.0	0.0	0.0010447660461068186	0.01236758399754762	0.10671090811490931	1.3717466592788696	0.5000113325800525	0.5031418540724634	0.508653458797585	0.5170595224823005	0.5206728752847763	0.5216103448288414	0.522067361231573	0.5223303214386832
FEATURE-SPECIFIC	K562	Rec-Y2H	All-Positions	roc	0.5225248797546957	46661	13.514116243237295	1041	2.2309851910589145	39593	84.8524463684876	0.0	0.0	0.0	0.0011537603568285704	0.013884472660720348	0.12154291868209839	1.759062647819519	0.5010607577095703	0.5033120577299217	0.5079417852684546	0.5158807541438994	0.520091040961169	0.5212095330537824	0.5217547979489314	0.5220685349809094
FEATURE-SPECIFIC	HepG2	Rec-Y2H	Same-Position	roc	0.5217564896783671	6595	3.3552096052096054	128	1.9408642911296439	6196	93.9499620924943	0.0	0.0	0.0	0.0	0.006110136816278038	0.18212132722139213	1.5624902248382568	0.5047527726773655	0.5089560093796548	0.5167700515040858	0.5195824053320959	0.5208498756299906	0.5212665181154578	0.521469631327123	0.5215864995442965
FEATURE-SPECIFIC	K562	Rec-Y2H	Same-Position	roc	0.5216868179089015	8612	2.494236494862081	202	2.345564328843474	7291	84.66093822573154	0.0	0.0	0.0	0.0017731367726810357	0.02379622310400008	0.1809716030955313	1.759062647819519	0.5049859911630059	0.5054556856218442	0.505865157081884	0.5114193815025786	0.5176282575924245	0.5194934047966878	0.5204026640587661	0.520925837849562
FEATURE-SPECIFIC	HepG2	Street et al | IP/SEC-MS (Both)	Same-Position	roc	0.5212662111281551	6333	3.2219169719169716	71	1.1211116374546028	5855	92.45223432812253	0.0	0.0	0.0	0.0	0.01272144541144364	0.1940859276056299	1.1921803951263428	0.5102434679368475	0.5186023010538966	0.5267839089504309	0.5252299193214212	0.5229191155050452	0.5221595087141949	0.5217892004036554	0.5215761306988219
FEATURE-SPECIFIC	HepG2	Rec-Y2H/Street et al. IP-MS (Union)	All-Positions	roc	0.5212407269486276	54274	27.61192511192511	1930	3.5560305118472932	51456	94.80782695213178	0.0	0.0	0.0	0.0	0.00006659358441538617	0.10376563176512403	1.5624902248382568	0.5025665069516687	0.5061094792629686	0.5115409986375199	0.5167737846725933	0.5193779691270715	0.520234015920066	0.5206513387316508	0.5208914598570858
FEATURE-SPECIFIC	HepG2	Rec-Y2H/Street et al. IP-MS (Union)	Different-Position	roc	0.5194277785590699	44818	22.801180301180302	1569	3.500825561158463	42618	95.09125797670579	0.0	0.0	0.0	0.0	0.0	0.08821494176983842	1.2834606170654297	0.5011088726289604	0.5044434546078351	0.5099284293290032	0.5150527320190814	0.5176033421418456	0.5184417779953494	0.5188505154739325	0.5190856967308403
RBP-SPECIFIC_MAX_VALUE	HepG2	Rec-Y2H	Different-Position	roc	0.5053701231271325	1961	0.9976597476597477	35	1.7848036715961242	1355	69.09739928607853	0.0	0.0	0.006721458863466978	0.09729614108800888	0.20349635183811188	0.5651605725288421	1.1941767930984497	0.49748743718592964	0.49672042798743377	0.5000513505186402	0.4989654822414291	0.5029092287659266	0.5069097213132397	0.5062113336467434	0.5058686182498648
FEATURE-SPECIFIC	HepG2	Rec-Y2H	All-Positions	roc	0.5052489020952949	37773	19.217032967032967	729	1.9299499642601858	36128	95.64503746062002	0.0	0.0	0.0	0.0	0.0	0.08910513669252365	1.5624902248382568	0.5009559085080726	0.5032931558515382	0.5047582908194568	0.505022944809922	0.5051546757376086	0.5051979782916924	0.5052190882868083	0.5052312346532287
FEATURE-SPECIFIC	HepG2	Rec-Y2H	Different-Position	roc	0.501744647606052	31178	15.861823361823363	601	1.9276412855218423	29932	96.0035922766053	0.0	0.0	0.0	0.0	0.0	0.06968480326235289	1.1941767930984497	0.49940937896480564	0.501225274772928	0.5016873520529935	0.501718259407756	0.5017336434739779	0.5017387005199678	0.5017411658298879	0.501742584331288
RBP-SPECIFIC_MAX_VALUE	HepG2	Street et al | IP/SEC-MS (Both)	Different-Position	roc	0.47710202725157863	1787	0.9091371591371591	17	0.9513150531617236	1082	60.54840514829323	0.0	0.0	0.02605228964239359	0.1565331250429154	0.31084549427032376	0.6570607888698559	1.2834606170654297	0.49748743718592964	0.5073008821636357	0.50916481325255	0.5034195658638121	0.5234666371256601	0.5252152040610195	0.511380383770806	0.49741512741112076
