run_id	run_name	state	sweep_name	sweep_id	model.name	model.alpha	dataset.name	training.seed	dataset.window	model.l1_ratio	dataset.cell_line	platiglib_project	training.criterion	training.batch_size	training.wandb.track	dataset.target_fields	training.wandb.entity	dataset.min_read_count	training.profile.plots	training.wandb.project	dataset.fold_filter.seed	dataset.fold_filter.side	training.profile.metrics	training.wandb.save_code	dataset.three_exon_combos	training.wandb.save_model	training.wandb.save_plots	training.data_split.method	dataset.fold_filter.num_folds	training.data_split.num_folds	training.wandb.save_artifacts	dataset.fold_filter.fold_index	dataset.fold_filter.group_column	training.data_split.group_column	training.data_split.validate_frac_of_train	dataset.features.binding_matrix.in_silico_kd	dataset.features.binding_matrix.binding_format	holdout_fold_mean_r2_score	holdout_fold_mean_rmse	holdout_fold_mean_sigmoid_r2	holdout_loss	holdout_r2_score	holdout_rmse	holdout_sigmoid_r2	outer_loop_holdout_loss	outer_loop_holdout_r2_score	outer_loop_holdout_rmse	outer_loop_holdout_sigmoid_r2	model.n_jobs	training.data_split.fold_index
3hw3kt7v	neat-sweep-12	finished	ElasticNet	ha252ijh	ElasticNet	0.0001	RBPSEDataset	300	100	0.1	K562	rbpse	mean_squared_error	1024	True	['target_psi']	platiglab	40	['fancy_scatter', 'cumul_resid_dist', ['wandb_faux_pr_curve', {'thresh': 0.5}], ['wandb_faux_roc_curve', {'thresh': 0.5}]]	yogi-RBP-ML-linear-models-april-2025	17.0	train	['r2_score', 'rmse', 'sigmoid_r2']	False	all	False	False	cross_validation	5.0	5	False	1.0	ensembl_gene_id	ensembl_gene_id		True	binary	0.1752	0.3033	-0.08688	0.09198	0.1756	0.3033	-0.08628						
6fn8056a	toasty-sweep-10	finished	ElasticNet	ha252ijh	ElasticNet	0.0001	RBPSEDataset	100	100	0.1	K562	rbpse	mean_squared_error	1024	True	['target_psi']	platiglab	40	['fancy_scatter', 'cumul_resid_dist', ['wandb_faux_pr_curve', {'thresh': 0.5}], ['wandb_faux_roc_curve', {'thresh': 0.5}]]	yogi-RBP-ML-linear-models-april-2025	17.0	train	['r2_score', 'rmse', 'sigmoid_r2']	False	all	False	False	cross_validation	5.0	5	False	1.0	ensembl_gene_id	ensembl_gene_id		True	binary	0.176	0.3032	-0.08653	0.09192	0.176	0.3032	-0.08636						
92q89u14	dainty-sweep-13	finished	ElasticNet	ha252ijh	ElasticNet	0.0001	RBPSEDataset	400	100	0.1	K562	rbpse	mean_squared_error	1024	True	['target_psi']	platiglab	40	['fancy_scatter', 'cumul_resid_dist', ['wandb_faux_pr_curve', {'thresh': 0.5}], ['wandb_faux_roc_curve', {'thresh': 0.5}]]	yogi-RBP-ML-linear-models-april-2025	17.0	train	['r2_score', 'rmse', 'sigmoid_r2']	False	all	False	False	cross_validation	5.0	5	False	1.0	ensembl_gene_id	ensembl_gene_id		True	binary	0.1746	0.3034	-0.08725	0.09203	0.1751	0.3034	-0.08646						
kpysd5gh	splendid-sweep-11	finished	ElasticNet	ha252ijh	ElasticNet	0.0001	RBPSEDataset	200	100	0.1	K562	rbpse	mean_squared_error	1024	True	['target_psi']	platiglab	40	['fancy_scatter', 'cumul_resid_dist', ['wandb_faux_pr_curve', {'thresh': 0.5}], ['wandb_faux_roc_curve', {'thresh': 0.5}]]	yogi-RBP-ML-linear-models-april-2025	17.0	train	['r2_score', 'rmse', 'sigmoid_r2']	False	all	False	False	cross_validation	5.0	5	False	1.0	ensembl_gene_id	ensembl_gene_id		True	binary	0.1782	0.3026	-0.08746	0.09161	0.1788	0.3027	-0.08595						
o3g1nkq6	solar-sweep-14	finished	ElasticNet	ha252ijh	ElasticNet	0.0001	RBPSEDataset	500	100	0.1	K562	rbpse	mean_squared_error	1024	True	['target_psi']	platiglab	40	['fancy_scatter', 'cumul_resid_dist', ['wandb_faux_pr_curve', {'thresh': 0.5}], ['wandb_faux_roc_curve', {'thresh': 0.5}]]	yogi-RBP-ML-linear-models-april-2025	17.0	train	['r2_score', 'rmse', 'sigmoid_r2']	False	all	False	False	cross_validation	5.0	5	False	1.0	ensembl_gene_id	ensembl_gene_id		True	binary	0.1737	0.3035	-0.08796	0.09212	0.1743	0.3035	-0.08674						
0w7vnf21	fresh-sweep-15	finished	ElasticNet	ha252ijh	ElasticNet	0.0001	RBPSEDataset	600	100	0.1	K562	rbpse	mean_squared_error	1024	True	['target_psi']	platiglab	40	['fancy_scatter', 'cumul_resid_dist', ['wandb_faux_pr_curve', {'thresh': 0.5}], ['wandb_faux_roc_curve', {'thresh': 0.5}]]	yogi-RBP-ML-linear-models-april-2025	17.0	train	['r2_score', 'rmse', 'sigmoid_r2']	False	all	False	False	cross_validation	5.0	5	False	1.0	ensembl_gene_id	ensembl_gene_id		True	binary	0.1742	0.3034	-0.08806	0.09209	0.1746	0.3035	-0.08697						
2j6hbump	honest-sweep-17	finished	ElasticNet	ha252ijh	ElasticNet	0.0001	RBPSEDataset	800	100	0.1	K562	rbpse	mean_squared_error	1024	True	['target_psi']	platiglab	40	['fancy_scatter', 'cumul_resid_dist', ['wandb_faux_pr_curve', {'thresh': 0.5}], ['wandb_faux_roc_curve', {'thresh': 0.5}]]	yogi-RBP-ML-linear-models-april-2025	17.0	train	['r2_score', 'rmse', 'sigmoid_r2']	False	all	False	False	cross_validation	5.0	5	False	1.0	ensembl_gene_id	ensembl_gene_id		True	binary	0.1757	0.3032	-0.08695	0.09187	0.1765	0.3031	-0.08604						
4em4p2f3	woven-sweep-25	finished	ElasticNet	ha252ijh	ElasticNet	0.0001	RBPSEDataset	700	100	0.25	K562	rbpse	mean_squared_error	1024	True	['target_psi']	platiglab	40	['fancy_scatter', 'cumul_resid_dist', ['wandb_faux_pr_curve', {'thresh': 0.5}], ['wandb_faux_roc_curve', {'thresh': 0.5}]]	yogi-RBP-ML-linear-models-april-2025	17.0	train	['r2_score', 'rmse', 'sigmoid_r2']	False	all	False	False	cross_validation	5.0	5	False	1.0	ensembl_gene_id	ensembl_gene_id		True	binary	0.1795	0.3025	-0.08741	0.09148	0.18	0.3025	-0.08625						
cd7re3x8	feasible-sweep-23	finished	ElasticNet	ha252ijh	ElasticNet	0.0001	RBPSEDataset	500	100	0.25	K562	rbpse	mean_squared_error	1024	True	['target_psi']	platiglab	40	['fancy_scatter', 'cumul_resid_dist', ['wandb_faux_pr_curve', {'thresh': 0.5}], ['wandb_faux_roc_curve', {'thresh': 0.5}]]	yogi-RBP-ML-linear-models-april-2025	17.0	train	['r2_score', 'rmse', 'sigmoid_r2']	False	all	False	False	cross_validation	5.0	5	False	1.0	ensembl_gene_id	ensembl_gene_id		True	binary	0.1779	0.3027	-0.08818	0.09165	0.1785	0.3027	-0.08695						
i11c7mfe	toasty-sweep-16	finished	ElasticNet	ha252ijh	ElasticNet	0.0001	RBPSEDataset	700	100	0.1	K562	rbpse	mean_squared_error	1024	True	['target_psi']	platiglab	40	['fancy_scatter', 'cumul_resid_dist', ['wandb_faux_pr_curve', {'thresh': 0.5}], ['wandb_faux_roc_curve', {'thresh': 0.5}]]	yogi-RBP-ML-linear-models-april-2025	17.0	train	['r2_score', 'rmse', 'sigmoid_r2']	False	all	False	False	cross_validation	5.0	5	False	1.0	ensembl_gene_id	ensembl_gene_id		True	binary	0.1752	0.3032	-0.08705	0.09196	0.1758	0.3032	-0.0859						
i8mzvafx	astral-sweep-19	finished	ElasticNet	ha252ijh	ElasticNet	0.0001	RBPSEDataset	100	100	0.25	K562	rbpse	mean_squared_error	1024	True	['target_psi']	platiglab	40	['fancy_scatter', 'cumul_resid_dist', ['wandb_faux_pr_curve', {'thresh': 0.5}], ['wandb_faux_roc_curve', {'thresh': 0.5}]]	yogi-RBP-ML-linear-models-april-2025	17.0	train	['r2_score', 'rmse', 'sigmoid_r2']	False	all	False	False	cross_validation	5.0	5	False	1.0	ensembl_gene_id	ensembl_gene_id		True	binary	0.1803	0.3024	-0.08686	0.09144	0.1804	0.3024	-0.08669						
j1sm08ks	ethereal-sweep-18	finished	ElasticNet	ha252ijh	ElasticNet	0.0001	RBPSEDataset	900	100	0.1	K562	rbpse	mean_squared_error	1024	True	['target_psi']	platiglab	40	['fancy_scatter', 'cumul_resid_dist', ['wandb_faux_pr_curve', {'thresh': 0.5}], ['wandb_faux_roc_curve', {'thresh': 0.5}]]	yogi-RBP-ML-linear-models-april-2025	17.0	train	['r2_score', 'rmse', 'sigmoid_r2']	False	all	False	False	cross_validation	5.0	5	False	1.0	ensembl_gene_id	ensembl_gene_id		True	binary	0.1745	0.3033	-0.08746	0.09205	0.175	0.3034	-0.08635						
kpor31sj	solar-sweep-21	finished	ElasticNet	ha252ijh	ElasticNet	0.0001	RBPSEDataset	300	100	0.25	K562	rbpse	mean_squared_error	1024	True	['target_psi']	platiglab	40	['fancy_scatter', 'cumul_resid_dist', ['wandb_faux_pr_curve', {'thresh': 0.5}], ['wandb_faux_roc_curve', {'thresh': 0.5}]]	yogi-RBP-ML-linear-models-april-2025	17.0	train	['r2_score', 'rmse', 'sigmoid_r2']	False	all	False	False	cross_validation	5.0	5	False	1.0	ensembl_gene_id	ensembl_gene_id		True	binary	0.1797	0.3024	-0.08711	0.09148	0.18	0.3025	-0.08653						
ord878gj	curious-sweep-22	finished	ElasticNet	ha252ijh	ElasticNet	0.0001	RBPSEDataset	400	100	0.25	K562	rbpse	mean_squared_error	1024	True	['target_psi']	platiglab	40	['fancy_scatter', 'cumul_resid_dist', ['wandb_faux_pr_curve', {'thresh': 0.5}], ['wandb_faux_roc_curve', {'thresh': 0.5}]]	yogi-RBP-ML-linear-models-april-2025	17.0	train	['r2_score', 'rmse', 'sigmoid_r2']	False	all	False	False	cross_validation	5.0	5	False	1.0	ensembl_gene_id	ensembl_gene_id		True	binary	0.1789	0.3026	-0.08753	0.09155	0.1794	0.3026	-0.08675						
vwjr5civ	dry-sweep-24	finished	ElasticNet	ha252ijh	ElasticNet	0.0001	RBPSEDataset	600	100	0.25	K562	rbpse	mean_squared_error	1024	True	['target_psi']	platiglab	40	['fancy_scatter', 'cumul_resid_dist', ['wandb_faux_pr_curve', {'thresh': 0.5}], ['wandb_faux_roc_curve', {'thresh': 0.5}]]	yogi-RBP-ML-linear-models-april-2025	17.0	train	['r2_score', 'rmse', 'sigmoid_r2']	False	all	False	False	cross_validation	5.0	5	False	1.0	ensembl_gene_id	ensembl_gene_id		True	binary	0.1785	0.3026	-0.08825	0.0916	0.179	0.3027	-0.08718						
xuvwoy0i	helpful-sweep-20	finished	ElasticNet	ha252ijh	ElasticNet	0.0001	RBPSEDataset	200	100	0.25	K562	rbpse	mean_squared_error	1024	True	['target_psi']	platiglab	40	['fancy_scatter', 'cumul_resid_dist', ['wandb_faux_pr_curve', {'thresh': 0.5}], ['wandb_faux_roc_curve', {'thresh': 0.5}]]	yogi-RBP-ML-linear-models-april-2025	17.0	train	['r2_score', 'rmse', 'sigmoid_r2']	False	all	False	False	cross_validation	5.0	5	False	1.0	ensembl_gene_id	ensembl_gene_id		True	binary	0.1819	0.3019	-0.08782	0.0912	0.1825	0.302	-0.08632						
1xjxzgjz	tough-sweep-29	finished	ElasticNet	ha252ijh	ElasticNet	0.0001	RBPSEDataset	200	100	0.5	K562	rbpse	mean_squared_error	1024	True	['target_psi']	platiglab	40	['fancy_scatter', 'cumul_resid_dist', ['wandb_faux_pr_curve', {'thresh': 0.5}], ['wandb_faux_roc_curve', {'thresh': 0.5}]]	yogi-RBP-ML-linear-models-april-2025	17.0	train	['r2_score', 'rmse', 'sigmoid_r2']	False	all	False	False	cross_validation	5.0	5	False	1.0	ensembl_gene_id	ensembl_gene_id		True	binary	0.1846	0.3015	-0.08864	0.09091	0.1852	0.3015	-0.08713						
bi6u28jq	sweet-sweep-31	finished	ElasticNet	ha252ijh	ElasticNet	0.0001	RBPSEDataset	400	100	0.5	K562	rbpse	mean_squared_error	1024	True	['target_psi']	platiglab	40	['fancy_scatter', 'cumul_resid_dist', ['wandb_faux_pr_curve', {'thresh': 0.5}], ['wandb_faux_roc_curve', {'thresh': 0.5}]]	yogi-RBP-ML-linear-models-april-2025	17.0	train	['r2_score', 'rmse', 'sigmoid_r2']	False	all	False	False	cross_validation	5.0	5	False	1.0	ensembl_gene_id	ensembl_gene_id		True	binary	0.1825	0.3019	-0.0882	0.09115	0.183	0.3019	-0.08739						
fbfhtxzg	avid-sweep-30	finished	ElasticNet	ha252ijh	ElasticNet	0.0001	RBPSEDataset	300	100	0.5	K562	rbpse	mean_squared_error	1024	True	['target_psi']	platiglab	40	['fancy_scatter', 'cumul_resid_dist', ['wandb_faux_pr_curve', {'thresh': 0.5}], ['wandb_faux_roc_curve', {'thresh': 0.5}]]	yogi-RBP-ML-linear-models-april-2025	17.0	train	['r2_score', 'rmse', 'sigmoid_r2']	False	all	False	False	cross_validation	5.0	5	False	1.0	ensembl_gene_id	ensembl_gene_id		True	binary	0.1828	0.3019	-0.08785	0.09114	0.1831	0.3019	-0.08726						
ku5yroyp	still-sweep-32	finished	ElasticNet	ha252ijh	ElasticNet	0.0001	RBPSEDataset	500	100	0.5	K562	rbpse	mean_squared_error	1024	True	['target_psi']	platiglab	40	['fancy_scatter', 'cumul_resid_dist', ['wandb_faux_pr_curve', {'thresh': 0.5}], ['wandb_faux_roc_curve', {'thresh': 0.5}]]	yogi-RBP-ML-linear-models-april-2025	17.0	train	['r2_score', 'rmse', 'sigmoid_r2']	False	all	False	False	cross_validation	5.0	5	False	1.0	ensembl_gene_id	ensembl_gene_id		True	binary	0.1816	0.3021	-0.08872	0.09124	0.1822	0.3021	-0.08749						
orckduog	ethereal-sweep-27	finished	ElasticNet	ha252ijh	ElasticNet	0.0001	RBPSEDataset	900	100	0.25	K562	rbpse	mean_squared_error	1024	True	['target_psi']	platiglab	40	['fancy_scatter', 'cumul_resid_dist', ['wandb_faux_pr_curve', {'thresh': 0.5}], ['wandb_faux_roc_curve', {'thresh': 0.5}]]	yogi-RBP-ML-linear-models-april-2025	17.0	train	['r2_score', 'rmse', 'sigmoid_r2']	False	all	False	False	cross_validation	5.0	5	False	1.0	ensembl_gene_id	ensembl_gene_id		True	binary	0.1785	0.3026	-0.08776	0.09159	0.179	0.3026	-0.08664						
qm6bgk6r	colorful-sweep-28	finished	ElasticNet	ha252ijh	ElasticNet	0.0001	RBPSEDataset	100	100	0.5	K562	rbpse	mean_squared_error	1024	True	['target_psi']	platiglab	40	['fancy_scatter', 'cumul_resid_dist', ['wandb_faux_pr_curve', {'thresh': 0.5}], ['wandb_faux_roc_curve', {'thresh': 0.5}]]	yogi-RBP-ML-linear-models-april-2025	17.0	train	['r2_score', 'rmse', 'sigmoid_r2']	False	all	False	False	cross_validation	5.0	5	False	1.0	ensembl_gene_id	ensembl_gene_id		True	binary	0.1839	0.3017	-0.0875	0.09104	0.1839	0.3017	-0.08732						
xt544e87	classic-sweep-26	finished	ElasticNet	ha252ijh	ElasticNet	0.0001	RBPSEDataset	800	100	0.25	K562	rbpse	mean_squared_error	1024	True	['target_psi']	platiglab	40	['fancy_scatter', 'cumul_resid_dist', ['wandb_faux_pr_curve', {'thresh': 0.5}], ['wandb_faux_roc_curve', {'thresh': 0.5}]]	yogi-RBP-ML-linear-models-april-2025	17.0	train	['r2_score', 'rmse', 'sigmoid_r2']	False	all	False	False	cross_validation	5.0	5	False	1.0	ensembl_gene_id	ensembl_gene_id		True	binary	0.1803	0.3023	-0.08719	0.09137	0.1811	0.3023	-0.08629						
47hfxcn3	treasured-sweep-36	finished	ElasticNet	ha252ijh	ElasticNet	0.0001	RBPSEDataset	900	100	0.5	K562	rbpse	mean_squared_error	1024	True	['target_psi']	platiglab	40	['fancy_scatter', 'cumul_resid_dist', ['wandb_faux_pr_curve', {'thresh': 0.5}], ['wandb_faux_roc_curve', {'thresh': 0.5}]]	yogi-RBP-ML-linear-models-april-2025	17.0	train	['r2_score', 'rmse', 'sigmoid_r2']	False	all	False	False	cross_validation	5.0	5	False	1.0	ensembl_gene_id	ensembl_gene_id		True	binary	0.1814	0.3021	-0.08857	0.09127	0.1819	0.3021	-0.08745						
5fb1m79k	distinctive-sweep-33	finished	ElasticNet	ha252ijh	ElasticNet	0.0001	RBPSEDataset	600	100	0.5	K562	rbpse	mean_squared_error	1024	True	['target_psi']	platiglab	40	['fancy_scatter', 'cumul_resid_dist', ['wandb_faux_pr_curve', {'thresh': 0.5}], ['wandb_faux_roc_curve', {'thresh': 0.5}]]	yogi-RBP-ML-linear-models-april-2025	17.0	train	['r2_score', 'rmse', 'sigmoid_r2']	False	all	False	False	cross_validation	5.0	5	False	1.0	ensembl_gene_id	ensembl_gene_id		True	binary	0.1821	0.3019	-0.08881	0.09121	0.1825	0.302	-0.08772						
eljut1ga	absurd-sweep-39	finished	ElasticNet	ha252ijh	ElasticNet	0.0001	RBPSEDataset	300	100	0.75	K562	rbpse	mean_squared_error	1024	True	['target_psi']	platiglab	40	['fancy_scatter', 'cumul_resid_dist', ['wandb_faux_pr_curve', {'thresh': 0.5}], ['wandb_faux_roc_curve', {'thresh': 0.5}]]	yogi-RBP-ML-linear-models-april-2025	17.0	train	['r2_score', 'rmse', 'sigmoid_r2']	False	all	False	False	cross_validation	5.0	5	False	1.0	ensembl_gene_id	ensembl_gene_id		True	binary	0.1844	0.3016	-0.08854	0.09096	0.1847	0.3016	-0.08793						
kuodk8hp	spring-sweep-35	finished	ElasticNet	ha252ijh	ElasticNet	0.0001	RBPSEDataset	800	100	0.5	K562	rbpse	mean_squared_error	1024	True	['target_psi']	platiglab	40	['fancy_scatter', 'cumul_resid_dist', ['wandb_faux_pr_curve', {'thresh': 0.5}], ['wandb_faux_roc_curve', {'thresh': 0.5}]]	yogi-RBP-ML-linear-models-april-2025	17.0	train	['r2_score', 'rmse', 'sigmoid_r2']	False	all	False	False	cross_validation	5.0	5	False	1.0	ensembl_gene_id	ensembl_gene_id		True	binary	0.1839	0.3017	-0.08789	0.09097	0.1846	0.3016	-0.087						
mddl571u	smart-sweep-40	finished	ElasticNet	ha252ijh	ElasticNet	0.0001	RBPSEDataset	400	100	0.75	K562	rbpse	mean_squared_error	1024	True	['target_psi']	platiglab	40	['fancy_scatter', 'cumul_resid_dist', ['wandb_faux_pr_curve', {'thresh': 0.5}], ['wandb_faux_roc_curve', {'thresh': 0.5}]]	yogi-RBP-ML-linear-models-april-2025	17.0	train	['r2_score', 'rmse', 'sigmoid_r2']	False	all	False	False	cross_validation	5.0	5	False	1.0	ensembl_gene_id	ensembl_gene_id		True	binary	0.1841	0.3016	-0.0889	0.09097	0.1846	0.3016	-0.0881						
osgw1krr	true-sweep-41	finished	ElasticNet	ha252ijh	ElasticNet	0.0001	RBPSEDataset	500	100	0.75	K562	rbpse	mean_squared_error	1024	True	['target_psi']	platiglab	40	['fancy_scatter', 'cumul_resid_dist', ['wandb_faux_pr_curve', {'thresh': 0.5}], ['wandb_faux_roc_curve', {'thresh': 0.5}]]	yogi-RBP-ML-linear-models-april-2025	17.0	train	['r2_score', 'rmse', 'sigmoid_r2']	False	all	False	False	cross_validation	5.0	5	False	1.0	ensembl_gene_id	ensembl_gene_id		True	binary	0.1836	0.3017	-0.08933	0.09101	0.1842	0.3017	-0.0881						
se3hb5ve	morning-sweep-37	finished	ElasticNet	ha252ijh	ElasticNet	0.0001	RBPSEDataset	100	100	0.75	K562	rbpse	mean_squared_error	1024	True	['target_psi']	platiglab	40	['fancy_scatter', 'cumul_resid_dist', ['wandb_faux_pr_curve', {'thresh': 0.5}], ['wandb_faux_roc_curve', {'thresh': 0.5}]]	yogi-RBP-ML-linear-models-april-2025	17.0	train	['r2_score', 'rmse', 'sigmoid_r2']	False	all	False	False	cross_validation	5.0	5	False	1.0	ensembl_gene_id	ensembl_gene_id		True	binary	0.1858	0.3014	-0.08816	0.09084	0.1858	0.3014	-0.08798						
szh0404s	genial-sweep-34	finished	ElasticNet	ha252ijh	ElasticNet	0.0001	RBPSEDataset	700	100	0.5	K562	rbpse	mean_squared_error	1024	True	['target_psi']	platiglab	40	['fancy_scatter', 'cumul_resid_dist', ['wandb_faux_pr_curve', {'thresh': 0.5}], ['wandb_faux_roc_curve', {'thresh': 0.5}]]	yogi-RBP-ML-linear-models-april-2025	17.0	train	['r2_score', 'rmse', 'sigmoid_r2']	False	all	False	False	cross_validation	5.0	5	False	1.0	ensembl_gene_id	ensembl_gene_id		True	binary	0.1828	0.3018	-0.08815	0.0911	0.1834	0.3018	-0.08699						
up51hwno	grateful-sweep-42	finished	ElasticNet	ha252ijh	ElasticNet	0.0001	RBPSEDataset	600	100	0.75	K562	rbpse	mean_squared_error	1024	True	['target_psi']	platiglab	40	['fancy_scatter', 'cumul_resid_dist', ['wandb_faux_pr_curve', {'thresh': 0.5}], ['wandb_faux_roc_curve', {'thresh': 0.5}]]	yogi-RBP-ML-linear-models-april-2025	17.0	train	['r2_score', 'rmse', 'sigmoid_r2']	False	all	False	False	cross_validation	5.0	5	False	1.0	ensembl_gene_id	ensembl_gene_id		True	binary	0.1838	0.3016	-0.08947	0.09102	0.1842	0.3017	-0.08839						
z4ekjc2h	logical-sweep-38	finished	ElasticNet	ha252ijh	ElasticNet	0.0001	RBPSEDataset	200	100	0.75	K562	rbpse	mean_squared_error	1024	True	['target_psi']	platiglab	40	['fancy_scatter', 'cumul_resid_dist', ['wandb_faux_pr_curve', {'thresh': 0.5}], ['wandb_faux_roc_curve', {'thresh': 0.5}]]	yogi-RBP-ML-linear-models-april-2025	17.0	train	['r2_score', 'rmse', 'sigmoid_r2']	False	all	False	False	cross_validation	5.0	5	False	1.0	ensembl_gene_id	ensembl_gene_id		True	binary	0.186	0.3012	-0.08932	0.09075	0.1866	0.3012	-0.08784						
2hbqek9y	hopeful-sweep-49	finished	ElasticNet	ha252ijh	ElasticNet	0.0001	RBPSEDataset	400	100	0.9	K562	rbpse	mean_squared_error	1024	True	['target_psi']	platiglab	40	['fancy_scatter', 'cumul_resid_dist', ['wandb_faux_pr_curve', {'thresh': 0.5}], ['wandb_faux_roc_curve', {'thresh': 0.5}]]	yogi-RBP-ML-linear-models-april-2025	17.0	train	['r2_score', 'rmse', 'sigmoid_r2']	False	all	False	False	cross_validation	5.0	5	False	1.0	ensembl_gene_id	ensembl_gene_id		True	binary	0.1847	0.3015	-0.08929	0.09091	0.1852	0.3015	-0.08849						
5bhv74km	ancient-sweep-47	finished	ElasticNet	ha252ijh	ElasticNet	0.0001	RBPSEDataset	200	100	0.9	K562	rbpse	mean_squared_error	1024	True	['target_psi']	platiglab	40	['fancy_scatter', 'cumul_resid_dist', ['wandb_faux_pr_curve', {'thresh': 0.5}], ['wandb_faux_roc_curve', {'thresh': 0.5}]]	yogi-RBP-ML-linear-models-april-2025	17.0	train	['r2_score', 'rmse', 'sigmoid_r2']	False	all	False	False	cross_validation	5.0	5	False	1.0	ensembl_gene_id	ensembl_gene_id		True	binary	0.1867	0.3011	-0.0897	0.09068	0.1872	0.3011	-0.0882						
fnzmalv5	warm-sweep-43	finished	ElasticNet	ha252ijh	ElasticNet	0.0001	RBPSEDataset	700	100	0.75	K562	rbpse	mean_squared_error	1024	True	['target_psi']	platiglab	40	['fancy_scatter', 'cumul_resid_dist', ['wandb_faux_pr_curve', {'thresh': 0.5}], ['wandb_faux_roc_curve', {'thresh': 0.5}]]	yogi-RBP-ML-linear-models-april-2025	17.0	train	['r2_score', 'rmse', 'sigmoid_r2']	False	all	False	False	cross_validation	5.0	5	False	1.0	ensembl_gene_id	ensembl_gene_id		True	binary	0.1846	0.3015	-0.0889	0.09091	0.1852	0.3015	-0.08774						
lgzxl0x6	major-sweep-50	finished	ElasticNet	ha252ijh	ElasticNet	0.0001	RBPSEDataset	500	100	0.9	K562	rbpse	mean_squared_error	1024	True	['target_psi']	platiglab	40	['fancy_scatter', 'cumul_resid_dist', ['wandb_faux_pr_curve', {'thresh': 0.5}], ['wandb_faux_roc_curve', {'thresh': 0.5}]]	yogi-RBP-ML-linear-models-april-2025	17.0	train	['r2_score', 'rmse', 'sigmoid_r2']	False	all	False	False	cross_validation	5.0	5	False	1.0	ensembl_gene_id	ensembl_gene_id		True	binary	0.1844	0.3015	-0.08971	0.09093	0.185	0.3015	-0.08847						
m2g267hp	rare-sweep-46	finished	ElasticNet	ha252ijh	ElasticNet	0.0001	RBPSEDataset	100	100	0.9	K562	rbpse	mean_squared_error	1024	True	['target_psi']	platiglab	40	['fancy_scatter', 'cumul_resid_dist', ['wandb_faux_pr_curve', {'thresh': 0.5}], ['wandb_faux_roc_curve', {'thresh': 0.5}]]	yogi-RBP-ML-linear-models-april-2025	17.0	train	['r2_score', 'rmse', 'sigmoid_r2']	False	all	False	False	cross_validation	5.0	5	False	1.0	ensembl_gene_id	ensembl_gene_id		True	binary	0.1863	0.3013	-0.08853	0.09078	0.1863	0.3013	-0.08835						
r1lbpa42	polar-sweep-51	finished	ElasticNet	ha252ijh	ElasticNet	0.0001	RBPSEDataset	600	100	0.9	K562	rbpse	mean_squared_error	1024	True	['target_psi']	platiglab	40	['fancy_scatter', 'cumul_resid_dist', ['wandb_faux_pr_curve', {'thresh': 0.5}], ['wandb_faux_roc_curve', {'thresh': 0.5}]]	yogi-RBP-ML-linear-models-april-2025	17.0	train	['r2_score', 'rmse', 'sigmoid_r2']	False	all	False	False	cross_validation	5.0	5	False	1.0	ensembl_gene_id	ensembl_gene_id		True	binary	0.1845	0.3015	-0.08982	0.09094	0.1848	0.3016	-0.08874						
tatzp0sz	snowy-sweep-45	finished	ElasticNet	ha252ijh	ElasticNet	0.0001	RBPSEDataset	900	100	0.75	K562	rbpse	mean_squared_error	1024	True	['target_psi']	platiglab	40	['fancy_scatter', 'cumul_resid_dist', ['wandb_faux_pr_curve', {'thresh': 0.5}], ['wandb_faux_roc_curve', {'thresh': 0.5}]]	yogi-RBP-ML-linear-models-april-2025	17.0	train	['r2_score', 'rmse', 'sigmoid_r2']	False	all	False	False	cross_validation	5.0	5	False	1.0	ensembl_gene_id	ensembl_gene_id		True	binary	0.1827	0.3018	-0.08932	0.09112	0.1832	0.3019	-0.08821						
uexld0lu	gallant-sweep-44	finished	ElasticNet	ha252ijh	ElasticNet	0.0001	RBPSEDataset	800	100	0.75	K562	rbpse	mean_squared_error	1024	True	['target_psi']	platiglab	40	['fancy_scatter', 'cumul_resid_dist', ['wandb_faux_pr_curve', {'thresh': 0.5}], ['wandb_faux_roc_curve', {'thresh': 0.5}]]	yogi-RBP-ML-linear-models-april-2025	17.0	train	['r2_score', 'rmse', 'sigmoid_r2']	False	all	False	False	cross_validation	5.0	5	False	1.0	ensembl_gene_id	ensembl_gene_id		True	binary	0.1856	0.3014	-0.08859	0.09078	0.1863	0.3013	-0.08769						
uf3urdre	rich-sweep-52	finished	ElasticNet	ha252ijh	ElasticNet	0.0001	RBPSEDataset	700	100	0.9	K562	rbpse	mean_squared_error	1024	True	['target_psi']	platiglab	40	['fancy_scatter', 'cumul_resid_dist', ['wandb_faux_pr_curve', {'thresh': 0.5}], ['wandb_faux_roc_curve', {'thresh': 0.5}]]	yogi-RBP-ML-linear-models-april-2025	17.0	train	['r2_score', 'rmse', 'sigmoid_r2']	False	all	False	False	cross_validation	5.0	5	False	1.0	ensembl_gene_id	ensembl_gene_id		True	binary	0.1851	0.3014	-0.08934	0.09085	0.1857	0.3014	-0.08817						
