run_id	run_name	state	sweep_name	sweep_id	model.name	model.alpha	dataset.name	training.seed	dataset.window	model.l1_ratio	dataset.cell_line	platiglib_project	training.criterion	training.batch_size	training.wandb.track	dataset.target_fields	training.wandb.entity	dataset.min_read_count	training.profile.plots	training.wandb.project	dataset.fold_filter.seed	dataset.fold_filter.side	training.profile.metrics	training.wandb.save_code	dataset.three_exon_combos	training.wandb.save_model	training.wandb.save_plots	training.data_split.method	dataset.fold_filter.num_folds	training.data_split.num_folds	training.wandb.save_artifacts	dataset.fold_filter.fold_index	dataset.fold_filter.group_column	training.data_split.group_column	training.data_split.validate_frac_of_train	dataset.features.binding_matrix.in_silico_kd	dataset.features.binding_matrix.binding_format	holdout_fold_mean_r2_score	holdout_fold_mean_rmse	holdout_fold_mean_sigmoid_r2	holdout_loss	holdout_r2_score	holdout_rmse	holdout_sigmoid_r2	outer_loop_holdout_loss	outer_loop_holdout_r2_score	outer_loop_holdout_rmse	outer_loop_holdout_sigmoid_r2	model.n_jobs	training.data_split.fold_index
uefqaipz	decent-sweep-502	finished	ElasticNet	ha252ijh	ElasticNet	0.17012542798525893	RBPSEDataset	700	100	1.0	K562	rbpse	mean_squared_error	1024	True	['target_psi']	platiglab	40	['fancy_scatter', 'cumul_resid_dist', ['wandb_faux_pr_curve', {'thresh': 0.5}], ['wandb_faux_roc_curve', {'thresh': 0.5}]]	yogi-RBP-ML-linear-models-april-2025	17.0	train	['r2_score', 'rmse', 'sigmoid_r2']	False	all	False	False	cross_validation	5.0	5	False	1.0	ensembl_gene_id	ensembl_gene_id		True	binary	-0.0005921	0.334	-0.1614	0.1116	-0.0002029	0.334	-0.1602						
2eaqmjrb	stoic-sweep-503	finished	ElasticNet	ha252ijh	ElasticNet	0.17012542798525893	RBPSEDataset	800	100	1.0	K562	rbpse	mean_squared_error	1024	True	['target_psi']	platiglab	40	['fancy_scatter', 'cumul_resid_dist', ['wandb_faux_pr_curve', {'thresh': 0.5}], ['wandb_faux_roc_curve', {'thresh': 0.5}]]	yogi-RBP-ML-linear-models-april-2025	17.0	train	['r2_score', 'rmse', 'sigmoid_r2']	False	all	False	False	cross_validation	5.0	5	False	1.0	ensembl_gene_id	ensembl_gene_id		True	binary	-0.0005625	0.3341	-0.1611	0.1116	-0.0001981	0.334	-0.1602						
qsepl2be	skilled-sweep-504	finished	ElasticNet	ha252ijh	ElasticNet	0.17012542798525893	RBPSEDataset	900	100	1.0	K562	rbpse	mean_squared_error	1024	True	['target_psi']	platiglab	40	['fancy_scatter', 'cumul_resid_dist', ['wandb_faux_pr_curve', {'thresh': 0.5}], ['wandb_faux_roc_curve', {'thresh': 0.5}]]	yogi-RBP-ML-linear-models-april-2025	17.0	train	['r2_score', 'rmse', 'sigmoid_r2']	False	all	False	False	cross_validation	5.0	5	False	1.0	ensembl_gene_id	ensembl_gene_id		True	binary	-0.0003228	0.3339	-0.1612	0.1116	-0.0001181	0.334	-0.1602						
5kocgwl9	misty-sweep-514	finished	ElasticNet	ha252ijh	ElasticNet	0.49238826317067413	RBPSEDataset	100	100	0.1	K562	rbpse	mean_squared_error	1024	True	['target_psi']	platiglab	40	['fancy_scatter', 'cumul_resid_dist', ['wandb_faux_pr_curve', {'thresh': 0.5}], ['wandb_faux_roc_curve', {'thresh': 0.5}]]	yogi-RBP-ML-linear-models-april-2025	17.0	train	['r2_score', 'rmse', 'sigmoid_r2']	False	all	False	False	cross_validation	5.0	5	False	1.0	ensembl_gene_id	ensembl_gene_id		True	binary	-0.000133	0.3341	-0.1604	0.1116	-4.734e-05	0.334	-0.1602						
7puzyikx	sunny-sweep-515	finished	ElasticNet	ha252ijh	ElasticNet	0.49238826317067413	RBPSEDataset	200	100	0.1	K562	rbpse	mean_squared_error	1024	True	['target_psi']	platiglab	40	['fancy_scatter', 'cumul_resid_dist', ['wandb_faux_pr_curve', {'thresh': 0.5}], ['wandb_faux_roc_curve', {'thresh': 0.5}]]	yogi-RBP-ML-linear-models-april-2025	17.0	train	['r2_score', 'rmse', 'sigmoid_r2']	False	all	False	False	cross_validation	5.0	5	False	1.0	ensembl_gene_id	ensembl_gene_id		True	binary	-0.0008187	0.334	-0.1618	0.1116	-0.0003028	0.3341	-0.1602						
60dclgyb	comic-sweep-516	finished	ElasticNet	ha252ijh	ElasticNet	0.49238826317067413	RBPSEDataset	300	100	0.1	K562	rbpse	mean_squared_error	1024	True	['target_psi']	platiglab	40	['fancy_scatter', 'cumul_resid_dist', ['wandb_faux_pr_curve', {'thresh': 0.5}], ['wandb_faux_roc_curve', {'thresh': 0.5}]]	yogi-RBP-ML-linear-models-april-2025	17.0	train	['r2_score', 'rmse', 'sigmoid_r2']	False	all	False	False	cross_validation	5.0	5	False	1.0	ensembl_gene_id	ensembl_gene_id		True	binary	-0.0002734	0.334	-0.1607	0.1116	-9.836e-05	0.334	-0.1602						
pu09nbj7	breezy-sweep-517	finished	ElasticNet	ha252ijh	ElasticNet	0.49238826317067413	RBPSEDataset	400	100	0.1	K562	rbpse	mean_squared_error	1024	True	['target_psi']	platiglab	40	['fancy_scatter', 'cumul_resid_dist', ['wandb_faux_pr_curve', {'thresh': 0.5}], ['wandb_faux_roc_curve', {'thresh': 0.5}]]	yogi-RBP-ML-linear-models-april-2025	17.0	train	['r2_score', 'rmse', 'sigmoid_r2']	False	all	False	False	cross_validation	5.0	5	False	1.0	ensembl_gene_id	ensembl_gene_id		True	binary	-0.0004317	0.334	-0.161	0.1116	-0.0001515	0.334	-0.1602						
9f54cass	daily-sweep-518	finished	ElasticNet	ha252ijh	ElasticNet	0.49238826317067413	RBPSEDataset	500	100	0.1	K562	rbpse	mean_squared_error	1024	True	['target_psi']	platiglab	40	['fancy_scatter', 'cumul_resid_dist', ['wandb_faux_pr_curve', {'thresh': 0.5}], ['wandb_faux_roc_curve', {'thresh': 0.5}]]	yogi-RBP-ML-linear-models-april-2025	17.0	train	['r2_score', 'rmse', 'sigmoid_r2']	False	all	False	False	cross_validation	5.0	5	False	1.0	ensembl_gene_id	ensembl_gene_id		True	binary	-0.0004882	0.334	-0.1613	0.1116	-0.0001607	0.334	-0.1602						
llw9jd3f	visionary-sweep-519	finished	ElasticNet	ha252ijh	ElasticNet	0.49238826317067413	RBPSEDataset	600	100	0.1	K562	rbpse	mean_squared_error	1024	True	['target_psi']	platiglab	40	['fancy_scatter', 'cumul_resid_dist', ['wandb_faux_pr_curve', {'thresh': 0.5}], ['wandb_faux_roc_curve', {'thresh': 0.5}]]	yogi-RBP-ML-linear-models-april-2025	17.0	train	['r2_score', 'rmse', 'sigmoid_r2']	False	all	False	False	cross_validation	5.0	5	False	1.0	ensembl_gene_id	ensembl_gene_id		True	binary	-0.0005609	0.334	-0.1614	0.1116	-0.0002066	0.334	-0.1602						
vnqn1j36	atomic-sweep-520	finished	ElasticNet	ha252ijh	ElasticNet	0.49238826317067413	RBPSEDataset	700	100	0.1	K562	rbpse	mean_squared_error	1024	True	['target_psi']	platiglab	40	['fancy_scatter', 'cumul_resid_dist', ['wandb_faux_pr_curve', {'thresh': 0.5}], ['wandb_faux_roc_curve', {'thresh': 0.5}]]	yogi-RBP-ML-linear-models-april-2025	17.0	train	['r2_score', 'rmse', 'sigmoid_r2']	False	all	False	False	cross_validation	5.0	5	False	1.0	ensembl_gene_id	ensembl_gene_id		True	binary	-0.0005921	0.334	-0.1614	0.1116	-0.0002029	0.334	-0.1602						
sxeraqww	vague-sweep-521	finished	ElasticNet	ha252ijh	ElasticNet	0.49238826317067413	RBPSEDataset	800	100	0.1	K562	rbpse	mean_squared_error	1024	True	['target_psi']	platiglab	40	['fancy_scatter', 'cumul_resid_dist', ['wandb_faux_pr_curve', {'thresh': 0.5}], ['wandb_faux_roc_curve', {'thresh': 0.5}]]	yogi-RBP-ML-linear-models-april-2025	17.0	train	['r2_score', 'rmse', 'sigmoid_r2']	False	all	False	False	cross_validation	5.0	5	False	1.0	ensembl_gene_id	ensembl_gene_id		True	binary	-0.0005625	0.3341	-0.1611	0.1116	-0.0001981	0.334	-0.1602						
5hsi5q29	smart-sweep-522	finished	ElasticNet	ha252ijh	ElasticNet	0.49238826317067413	RBPSEDataset	900	100	0.1	K562	rbpse	mean_squared_error	1024	True	['target_psi']	platiglab	40	['fancy_scatter', 'cumul_resid_dist', ['wandb_faux_pr_curve', {'thresh': 0.5}], ['wandb_faux_roc_curve', {'thresh': 0.5}]]	yogi-RBP-ML-linear-models-april-2025	17.0	train	['r2_score', 'rmse', 'sigmoid_r2']	False	all	False	False	cross_validation	5.0	5	False	1.0	ensembl_gene_id	ensembl_gene_id		True	binary	-0.0003228	0.3339	-0.1612	0.1116	-0.0001181	0.334	-0.1602						
0qr8gie3	lunar-sweep-523	finished	ElasticNet	ha252ijh	ElasticNet	0.49238826317067413	RBPSEDataset	100	100	0.25	K562	rbpse	mean_squared_error	1024	True	['target_psi']	platiglab	40	['fancy_scatter', 'cumul_resid_dist', ['wandb_faux_pr_curve', {'thresh': 0.5}], ['wandb_faux_roc_curve', {'thresh': 0.5}]]	yogi-RBP-ML-linear-models-april-2025	17.0	train	['r2_score', 'rmse', 'sigmoid_r2']	False	all	False	False	cross_validation	5.0	5	False	1.0	ensembl_gene_id	ensembl_gene_id		True	binary	-0.000133	0.3341	-0.1604	0.1116	-4.734e-05	0.334	-0.1602						
6f518nio	light-sweep-524	finished	ElasticNet	ha252ijh	ElasticNet	0.49238826317067413	RBPSEDataset	200	100	0.25	K562	rbpse	mean_squared_error	1024	True	['target_psi']	platiglab	40	['fancy_scatter', 'cumul_resid_dist', ['wandb_faux_pr_curve', {'thresh': 0.5}], ['wandb_faux_roc_curve', {'thresh': 0.5}]]	yogi-RBP-ML-linear-models-april-2025	17.0	train	['r2_score', 'rmse', 'sigmoid_r2']	False	all	False	False	cross_validation	5.0	5	False	1.0	ensembl_gene_id	ensembl_gene_id		True	binary	-0.0008187	0.334	-0.1618	0.1116	-0.0003028	0.3341	-0.1602						
0qpiwvij	dandy-sweep-525	finished	ElasticNet	ha252ijh	ElasticNet	0.49238826317067413	RBPSEDataset	300	100	0.25	K562	rbpse	mean_squared_error	1024	True	['target_psi']	platiglab	40	['fancy_scatter', 'cumul_resid_dist', ['wandb_faux_pr_curve', {'thresh': 0.5}], ['wandb_faux_roc_curve', {'thresh': 0.5}]]	yogi-RBP-ML-linear-models-april-2025	17.0	train	['r2_score', 'rmse', 'sigmoid_r2']	False	all	False	False	cross_validation	5.0	5	False	1.0	ensembl_gene_id	ensembl_gene_id		True	binary	-0.0002734	0.334	-0.1607	0.1116	-9.836e-05	0.334	-0.1602						
gl49hmz7	fearless-sweep-526	finished	ElasticNet	ha252ijh	ElasticNet	0.49238826317067413	RBPSEDataset	400	100	0.25	K562	rbpse	mean_squared_error	1024	True	['target_psi']	platiglab	40	['fancy_scatter', 'cumul_resid_dist', ['wandb_faux_pr_curve', {'thresh': 0.5}], ['wandb_faux_roc_curve', {'thresh': 0.5}]]	yogi-RBP-ML-linear-models-april-2025	17.0	train	['r2_score', 'rmse', 'sigmoid_r2']	False	all	False	False	cross_validation	5.0	5	False	1.0	ensembl_gene_id	ensembl_gene_id		True	binary	-0.0004317	0.334	-0.161	0.1116	-0.0001515	0.334	-0.1602						
dvdsyajk	apricot-sweep-527	finished	ElasticNet	ha252ijh	ElasticNet	0.49238826317067413	RBPSEDataset	500	100	0.25	K562	rbpse	mean_squared_error	1024	True	['target_psi']	platiglab	40	['fancy_scatter', 'cumul_resid_dist', ['wandb_faux_pr_curve', {'thresh': 0.5}], ['wandb_faux_roc_curve', {'thresh': 0.5}]]	yogi-RBP-ML-linear-models-april-2025	17.0	train	['r2_score', 'rmse', 'sigmoid_r2']	False	all	False	False	cross_validation	5.0	5	False	1.0	ensembl_gene_id	ensembl_gene_id		True	binary	-0.0004882	0.334	-0.1613	0.1116	-0.0001607	0.334	-0.1602						
2z84w9p5	scarlet-sweep-528	finished	ElasticNet	ha252ijh	ElasticNet	0.49238826317067413	RBPSEDataset	600	100	0.25	K562	rbpse	mean_squared_error	1024	True	['target_psi']	platiglab	40	['fancy_scatter', 'cumul_resid_dist', ['wandb_faux_pr_curve', {'thresh': 0.5}], ['wandb_faux_roc_curve', {'thresh': 0.5}]]	yogi-RBP-ML-linear-models-april-2025	17.0	train	['r2_score', 'rmse', 'sigmoid_r2']	False	all	False	False	cross_validation	5.0	5	False	1.0	ensembl_gene_id	ensembl_gene_id		True	binary	-0.0005609	0.334	-0.1614	0.1116	-0.0002066	0.334	-0.1602						
f4mclwdq	sandy-sweep-529	finished	ElasticNet	ha252ijh	ElasticNet	0.49238826317067413	RBPSEDataset	700	100	0.25	K562	rbpse	mean_squared_error	1024	True	['target_psi']	platiglab	40	['fancy_scatter', 'cumul_resid_dist', ['wandb_faux_pr_curve', {'thresh': 0.5}], ['wandb_faux_roc_curve', {'thresh': 0.5}]]	yogi-RBP-ML-linear-models-april-2025	17.0	train	['r2_score', 'rmse', 'sigmoid_r2']	False	all	False	False	cross_validation	5.0	5	False	1.0	ensembl_gene_id	ensembl_gene_id		True	binary	-0.0005921	0.334	-0.1614	0.1116	-0.0002029	0.334	-0.1602						
80tvtsrs	fresh-sweep-530	finished	ElasticNet	ha252ijh	ElasticNet	0.49238826317067413	RBPSEDataset	800	100	0.25	K562	rbpse	mean_squared_error	1024	True	['target_psi']	platiglab	40	['fancy_scatter', 'cumul_resid_dist', ['wandb_faux_pr_curve', {'thresh': 0.5}], ['wandb_faux_roc_curve', {'thresh': 0.5}]]	yogi-RBP-ML-linear-models-april-2025	17.0	train	['r2_score', 'rmse', 'sigmoid_r2']	False	all	False	False	cross_validation	5.0	5	False	1.0	ensembl_gene_id	ensembl_gene_id		True	binary	-0.0005625	0.3341	-0.1611	0.1116	-0.0001981	0.334	-0.1602						
tq7xwvia	lemon-sweep-531	finished	ElasticNet	ha252ijh	ElasticNet	0.49238826317067413	RBPSEDataset	900	100	0.25	K562	rbpse	mean_squared_error	1024	True	['target_psi']	platiglab	40	['fancy_scatter', 'cumul_resid_dist', ['wandb_faux_pr_curve', {'thresh': 0.5}], ['wandb_faux_roc_curve', {'thresh': 0.5}]]	yogi-RBP-ML-linear-models-april-2025	17.0	train	['r2_score', 'rmse', 'sigmoid_r2']	False	all	False	False	cross_validation	5.0	5	False	1.0	ensembl_gene_id	ensembl_gene_id		True	binary	-0.0003228	0.3339	-0.1612	0.1116	-0.0001181	0.334	-0.1602						
hqj4pgk0	stoic-sweep-532	finished	ElasticNet	ha252ijh	ElasticNet	0.49238826317067413	RBPSEDataset	100	100	0.5	K562	rbpse	mean_squared_error	1024	True	['target_psi']	platiglab	40	['fancy_scatter', 'cumul_resid_dist', ['wandb_faux_pr_curve', {'thresh': 0.5}], ['wandb_faux_roc_curve', {'thresh': 0.5}]]	yogi-RBP-ML-linear-models-april-2025	17.0	train	['r2_score', 'rmse', 'sigmoid_r2']	False	all	False	False	cross_validation	5.0	5	False	1.0	ensembl_gene_id	ensembl_gene_id		True	binary	-0.000133	0.3341	-0.1604	0.1116	-4.734e-05	0.334	-0.1602						
78hdtazo	serene-sweep-533	finished	ElasticNet	ha252ijh	ElasticNet	0.49238826317067413	RBPSEDataset	200	100	0.5	K562	rbpse	mean_squared_error	1024	True	['target_psi']	platiglab	40	['fancy_scatter', 'cumul_resid_dist', ['wandb_faux_pr_curve', {'thresh': 0.5}], ['wandb_faux_roc_curve', {'thresh': 0.5}]]	yogi-RBP-ML-linear-models-april-2025	17.0	train	['r2_score', 'rmse', 'sigmoid_r2']	False	all	False	False	cross_validation	5.0	5	False	1.0	ensembl_gene_id	ensembl_gene_id		True	binary	-0.0008187	0.334	-0.1618	0.1116	-0.0003028	0.3341	-0.1602						
t17hbbnk	decent-sweep-534	finished	ElasticNet	ha252ijh	ElasticNet	0.49238826317067413	RBPSEDataset	300	100	0.5	K562	rbpse	mean_squared_error	1024	True	['target_psi']	platiglab	40	['fancy_scatter', 'cumul_resid_dist', ['wandb_faux_pr_curve', {'thresh': 0.5}], ['wandb_faux_roc_curve', {'thresh': 0.5}]]	yogi-RBP-ML-linear-models-april-2025	17.0	train	['r2_score', 'rmse', 'sigmoid_r2']	False	all	False	False	cross_validation	5.0	5	False	1.0	ensembl_gene_id	ensembl_gene_id		True	binary	-0.0002734	0.334	-0.1607	0.1116	-9.836e-05	0.334	-0.1602						
wych5lg6	eager-sweep-535	finished	ElasticNet	ha252ijh	ElasticNet	0.49238826317067413	RBPSEDataset	400	100	0.5	K562	rbpse	mean_squared_error	1024	True	['target_psi']	platiglab	40	['fancy_scatter', 'cumul_resid_dist', ['wandb_faux_pr_curve', {'thresh': 0.5}], ['wandb_faux_roc_curve', {'thresh': 0.5}]]	yogi-RBP-ML-linear-models-april-2025	17.0	train	['r2_score', 'rmse', 'sigmoid_r2']	False	all	False	False	cross_validation	5.0	5	False	1.0	ensembl_gene_id	ensembl_gene_id		True	binary	-0.0004317	0.334	-0.161	0.1116	-0.0001515	0.334	-0.1602						
lakrl3cn	zany-sweep-536	finished	ElasticNet	ha252ijh	ElasticNet	0.49238826317067413	RBPSEDataset	500	100	0.5	K562	rbpse	mean_squared_error	1024	True	['target_psi']	platiglab	40	['fancy_scatter', 'cumul_resid_dist', ['wandb_faux_pr_curve', {'thresh': 0.5}], ['wandb_faux_roc_curve', {'thresh': 0.5}]]	yogi-RBP-ML-linear-models-april-2025	17.0	train	['r2_score', 'rmse', 'sigmoid_r2']	False	all	False	False	cross_validation	5.0	5	False	1.0	ensembl_gene_id	ensembl_gene_id		True	binary	-0.0004882	0.334	-0.1613	0.1116	-0.0001607	0.334	-0.1602						
2y6sxcqy	silvery-sweep-537	finished	ElasticNet	ha252ijh	ElasticNet	0.49238826317067413	RBPSEDataset	600	100	0.5	K562	rbpse	mean_squared_error	1024	True	['target_psi']	platiglab	40	['fancy_scatter', 'cumul_resid_dist', ['wandb_faux_pr_curve', {'thresh': 0.5}], ['wandb_faux_roc_curve', {'thresh': 0.5}]]	yogi-RBP-ML-linear-models-april-2025	17.0	train	['r2_score', 'rmse', 'sigmoid_r2']	False	all	False	False	cross_validation	5.0	5	False	1.0	ensembl_gene_id	ensembl_gene_id		True	binary	-0.0005609	0.334	-0.1614	0.1116	-0.0002066	0.334	-0.1602						
21hf4kok	mild-sweep-538	finished	ElasticNet	ha252ijh	ElasticNet	0.49238826317067413	RBPSEDataset	700	100	0.5	K562	rbpse	mean_squared_error	1024	True	['target_psi']	platiglab	40	['fancy_scatter', 'cumul_resid_dist', ['wandb_faux_pr_curve', {'thresh': 0.5}], ['wandb_faux_roc_curve', {'thresh': 0.5}]]	yogi-RBP-ML-linear-models-april-2025	17.0	train	['r2_score', 'rmse', 'sigmoid_r2']	False	all	False	False	cross_validation	5.0	5	False	1.0	ensembl_gene_id	ensembl_gene_id		True	binary	-0.0005921	0.334	-0.1614	0.1116	-0.0002029	0.334	-0.1602						
bhukgqyy	fresh-sweep-539	finished	ElasticNet	ha252ijh	ElasticNet	0.49238826317067413	RBPSEDataset	800	100	0.5	K562	rbpse	mean_squared_error	1024	True	['target_psi']	platiglab	40	['fancy_scatter', 'cumul_resid_dist', ['wandb_faux_pr_curve', {'thresh': 0.5}], ['wandb_faux_roc_curve', {'thresh': 0.5}]]	yogi-RBP-ML-linear-models-april-2025	17.0	train	['r2_score', 'rmse', 'sigmoid_r2']	False	all	False	False	cross_validation	5.0	5	False	1.0	ensembl_gene_id	ensembl_gene_id		True	binary	-0.0005625	0.3341	-0.1611	0.1116	-0.0001981	0.334	-0.1602						
8dbus32d	logical-sweep-540	finished	ElasticNet	ha252ijh	ElasticNet	0.49238826317067413	RBPSEDataset	900	100	0.5	K562	rbpse	mean_squared_error	1024	True	['target_psi']	platiglab	40	['fancy_scatter', 'cumul_resid_dist', ['wandb_faux_pr_curve', {'thresh': 0.5}], ['wandb_faux_roc_curve', {'thresh': 0.5}]]	yogi-RBP-ML-linear-models-april-2025	17.0	train	['r2_score', 'rmse', 'sigmoid_r2']	False	all	False	False	cross_validation	5.0	5	False	1.0	ensembl_gene_id	ensembl_gene_id		True	binary	-0.0003228	0.3339	-0.1612	0.1116	-0.0001181	0.334	-0.1602						
oaebu215	morning-sweep-541	finished	ElasticNet	ha252ijh	ElasticNet	0.49238826317067413	RBPSEDataset	100	100	0.75	K562	rbpse	mean_squared_error	1024	True	['target_psi']	platiglab	40	['fancy_scatter', 'cumul_resid_dist', ['wandb_faux_pr_curve', {'thresh': 0.5}], ['wandb_faux_roc_curve', {'thresh': 0.5}]]	yogi-RBP-ML-linear-models-april-2025	17.0	train	['r2_score', 'rmse', 'sigmoid_r2']	False	all	False	False	cross_validation	5.0	5	False	1.0	ensembl_gene_id	ensembl_gene_id		True	binary	-0.000133	0.3341	-0.1604	0.1116	-4.734e-05	0.334	-0.1602						
6jm78bxq	fluent-sweep-542	finished	ElasticNet	ha252ijh	ElasticNet	0.49238826317067413	RBPSEDataset	200	100	0.75	K562	rbpse	mean_squared_error	1024	True	['target_psi']	platiglab	40	['fancy_scatter', 'cumul_resid_dist', ['wandb_faux_pr_curve', {'thresh': 0.5}], ['wandb_faux_roc_curve', {'thresh': 0.5}]]	yogi-RBP-ML-linear-models-april-2025	17.0	train	['r2_score', 'rmse', 'sigmoid_r2']	False	all	False	False	cross_validation	5.0	5	False	1.0	ensembl_gene_id	ensembl_gene_id		True	binary	-0.0008187	0.334	-0.1618	0.1116	-0.0003028	0.3341	-0.1602						
an0q5zca	vital-sweep-543	finished	ElasticNet	ha252ijh	ElasticNet	0.49238826317067413	RBPSEDataset	300	100	0.75	K562	rbpse	mean_squared_error	1024	True	['target_psi']	platiglab	40	['fancy_scatter', 'cumul_resid_dist', ['wandb_faux_pr_curve', {'thresh': 0.5}], ['wandb_faux_roc_curve', {'thresh': 0.5}]]	yogi-RBP-ML-linear-models-april-2025	17.0	train	['r2_score', 'rmse', 'sigmoid_r2']	False	all	False	False	cross_validation	5.0	5	False	1.0	ensembl_gene_id	ensembl_gene_id		True	binary	-0.0002734	0.334	-0.1607	0.1116	-9.836e-05	0.334	-0.1602						
rxmxpwxg	wise-sweep-544	finished	ElasticNet	ha252ijh	ElasticNet	0.49238826317067413	RBPSEDataset	400	100	0.75	K562	rbpse	mean_squared_error	1024	True	['target_psi']	platiglab	40	['fancy_scatter', 'cumul_resid_dist', ['wandb_faux_pr_curve', {'thresh': 0.5}], ['wandb_faux_roc_curve', {'thresh': 0.5}]]	yogi-RBP-ML-linear-models-april-2025	17.0	train	['r2_score', 'rmse', 'sigmoid_r2']	False	all	False	False	cross_validation	5.0	5	False	1.0	ensembl_gene_id	ensembl_gene_id		True	binary	-0.0004317	0.334	-0.161	0.1116	-0.0001515	0.334	-0.1602						
kknot8ld	cerulean-sweep-545	finished	ElasticNet	ha252ijh	ElasticNet	0.49238826317067413	RBPSEDataset	500	100	0.75	K562	rbpse	mean_squared_error	1024	True	['target_psi']	platiglab	40	['fancy_scatter', 'cumul_resid_dist', ['wandb_faux_pr_curve', {'thresh': 0.5}], ['wandb_faux_roc_curve', {'thresh': 0.5}]]	yogi-RBP-ML-linear-models-april-2025	17.0	train	['r2_score', 'rmse', 'sigmoid_r2']	False	all	False	False	cross_validation	5.0	5	False	1.0	ensembl_gene_id	ensembl_gene_id		True	binary	-0.0004882	0.334	-0.1613	0.1116	-0.0001607	0.334	-0.1602						
icqn8h21	wild-sweep-546	finished	ElasticNet	ha252ijh	ElasticNet	0.49238826317067413	RBPSEDataset	600	100	0.75	K562	rbpse	mean_squared_error	1024	True	['target_psi']	platiglab	40	['fancy_scatter', 'cumul_resid_dist', ['wandb_faux_pr_curve', {'thresh': 0.5}], ['wandb_faux_roc_curve', {'thresh': 0.5}]]	yogi-RBP-ML-linear-models-april-2025	17.0	train	['r2_score', 'rmse', 'sigmoid_r2']	False	all	False	False	cross_validation	5.0	5	False	1.0	ensembl_gene_id	ensembl_gene_id		True	binary	-0.0005609	0.334	-0.1614	0.1116	-0.0002066	0.334	-0.1602						
qcltljeo	hardy-sweep-547	finished	ElasticNet	ha252ijh	ElasticNet	0.49238826317067413	RBPSEDataset	700	100	0.75	K562	rbpse	mean_squared_error	1024	True	['target_psi']	platiglab	40	['fancy_scatter', 'cumul_resid_dist', ['wandb_faux_pr_curve', {'thresh': 0.5}], ['wandb_faux_roc_curve', {'thresh': 0.5}]]	yogi-RBP-ML-linear-models-april-2025	17.0	train	['r2_score', 'rmse', 'sigmoid_r2']	False	all	False	False	cross_validation	5.0	5	False	1.0	ensembl_gene_id	ensembl_gene_id		True	binary	-0.0005921	0.334	-0.1614	0.1116	-0.0002029	0.334	-0.1602						
ybpdxvbx	scarlet-sweep-548	finished	ElasticNet	ha252ijh	ElasticNet	0.49238826317067413	RBPSEDataset	800	100	0.75	K562	rbpse	mean_squared_error	1024	True	['target_psi']	platiglab	40	['fancy_scatter', 'cumul_resid_dist', ['wandb_faux_pr_curve', {'thresh': 0.5}], ['wandb_faux_roc_curve', {'thresh': 0.5}]]	yogi-RBP-ML-linear-models-april-2025	17.0	train	['r2_score', 'rmse', 'sigmoid_r2']	False	all	False	False	cross_validation	5.0	5	False	1.0	ensembl_gene_id	ensembl_gene_id		True	binary	-0.0005625	0.3341	-0.1611	0.1116	-0.0001981	0.334	-0.1602						
x7tv4p6j	youthful-sweep-549	finished	ElasticNet	ha252ijh	ElasticNet	0.49238826317067413	RBPSEDataset	900	100	0.75	K562	rbpse	mean_squared_error	1024	True	['target_psi']	platiglab	40	['fancy_scatter', 'cumul_resid_dist', ['wandb_faux_pr_curve', {'thresh': 0.5}], ['wandb_faux_roc_curve', {'thresh': 0.5}]]	yogi-RBP-ML-linear-models-april-2025	17.0	train	['r2_score', 'rmse', 'sigmoid_r2']	False	all	False	False	cross_validation	5.0	5	False	1.0	ensembl_gene_id	ensembl_gene_id		True	binary	-0.0003228	0.3339	-0.1612	0.1116	-0.0001181	0.334	-0.1602						
9m31e95u	revived-sweep-552	finished	ElasticNet	ha252ijh	ElasticNet	0.49238826317067413	RBPSEDataset	300	100	0.9	K562	rbpse	mean_squared_error	1024	True	['target_psi']	platiglab	40	['fancy_scatter', 'cumul_resid_dist', ['wandb_faux_pr_curve', {'thresh': 0.5}], ['wandb_faux_roc_curve', {'thresh': 0.5}]]	yogi-RBP-ML-linear-models-april-2025	17.0	train	['r2_score', 'rmse', 'sigmoid_r2']	False	all	False	False	cross_validation	5.0	5	False	1.0	ensembl_gene_id	ensembl_gene_id		True	binary	-0.0002734	0.334	-0.1607	0.1116	-9.836e-05	0.334	-0.1602						
dug84r2k	rare-sweep-550	finished	ElasticNet	ha252ijh	ElasticNet	0.49238826317067413	RBPSEDataset	100	100	0.9	K562	rbpse	mean_squared_error	1024	True	['target_psi']	platiglab	40	['fancy_scatter', 'cumul_resid_dist', ['wandb_faux_pr_curve', {'thresh': 0.5}], ['wandb_faux_roc_curve', {'thresh': 0.5}]]	yogi-RBP-ML-linear-models-april-2025	17.0	train	['r2_score', 'rmse', 'sigmoid_r2']	False	all	False	False	cross_validation	5.0	5	False	1.0	ensembl_gene_id	ensembl_gene_id		True	binary	-0.000133	0.3341	-0.1604	0.1116	-4.734e-05	0.334	-0.1602						
