run_id	run_name	state	sweep_name	sweep_id	model.name	model.gamma	dataset.name	model.n_jobs	training.seed	dataset.window	model.max_depth	model.objective	model.reg_alpha	model.subsample	model.reg_lambda	dataset.cell_line	model.eval_metric	platiglib_project	model.n_estimators	training.criterion	model.learning_rate	training.batch_size	training.wandb.track	dataset.target_fields	training.wandb.entity	dataset.min_read_count	model.colsample_bytree	model.min_child_weight	training.profile.plots	training.wandb.project	dataset.fold_filter.seed	dataset.fold_filter.side	training.profile.metrics	training.wandb.save_code	dataset.three_exon_combos	training.wandb.save_model	training.wandb.save_plots	training.data_split.method	model.early_stopping_rounds	dataset.fold_filter.num_folds	training.data_split.num_folds	training.wandb.save_artifacts	dataset.fold_filter.fold_index	dataset.fold_filter.group_column	training.data_split.group_column	training.data_split.validate_frac_of_train	dataset.features.binding_matrix.in_silico_kd	dataset.features.binding_matrix.binding_format	holdout_fold_mean_mean_absolute_error	holdout_fold_mean_r2_score	holdout_fold_mean_rmse	holdout_loss	holdout_mean_absolute_error	holdout_r2_score	holdout_rmse	outer_loop_holdout_loss	outer_loop_holdout_mean_absolute_error	outer_loop_holdout_r2_score	outer_loop_holdout_rmse
0sq1ns5m	rose-sweep-612	finished	1:early_stopping_rounds-learning_rate-max_depth	ft20ki6n	XGBRegressor	0.0	RBPSEDataset	-1	900	100	7	reg:logistic	0.0	1.0	1.0	K562	['rmse', 'logloss']	rbpse	100000	mean_squared_error	0.4	1024	True	['target_psi']	platiglab	40	1.0	1	['fancy_scatter', 'cumul_resid_dist', ['wandb_faux_pr_curve', {'thresh': 0.5}], ['wandb_faux_roc_curve', {'thresh': 0.5}]]	yogi-xgbregressor-hyperparameter-sweep-april-2025	17	train	['r2_score', 'mean_absolute_error', 'rmse']	False	all	False	False	cross_validation	50	5	5	False	1	ensembl_gene_id	ensembl_gene_id	0.1	True	binary	0.1869	0.2557	0.288	0.08296	0.1868	0.2564	0.288				
61fic9us	driven-sweep-613	finished	1:early_stopping_rounds-learning_rate-max_depth	ft20ki6n	XGBRegressor	0.0	RBPSEDataset	-1	100	100	9	reg:logistic	0.0	1.0	1.0	K562	['rmse', 'logloss']	rbpse	100000	mean_squared_error	0.4	1024	True	['target_psi']	platiglab	40	1.0	1	['fancy_scatter', 'cumul_resid_dist', ['wandb_faux_pr_curve', {'thresh': 0.5}], ['wandb_faux_roc_curve', {'thresh': 0.5}]]	yogi-xgbregressor-hyperparameter-sweep-april-2025	17	train	['r2_score', 'mean_absolute_error', 'rmse']	False	all	False	False	cross_validation	50	5	5	False	1	ensembl_gene_id	ensembl_gene_id	0.1	True	binary	0.1861	0.2615	0.287	0.08238	0.1861	0.2616	0.287				
ksz5x7hw	effortless-sweep-614	finished	1:early_stopping_rounds-learning_rate-max_depth	ft20ki6n	XGBRegressor	0.0	RBPSEDataset	-1	200	100	9	reg:logistic	0.0	1.0	1.0	K562	['rmse', 'logloss']	rbpse	100000	mean_squared_error	0.4	1024	True	['target_psi']	platiglab	40	1.0	1	['fancy_scatter', 'cumul_resid_dist', ['wandb_faux_pr_curve', {'thresh': 0.5}], ['wandb_faux_roc_curve', {'thresh': 0.5}]]	yogi-xgbregressor-hyperparameter-sweep-april-2025	17	train	['r2_score', 'mean_absolute_error', 'rmse']	False	all	False	False	cross_validation	50	5	5	False	1	ensembl_gene_id	ensembl_gene_id	0.1	True	binary	0.1858	0.2596	0.2872	0.08259	0.1857	0.2597	0.2874				
a11u53wo	classic-sweep-615	finished	1:early_stopping_rounds-learning_rate-max_depth	ft20ki6n	XGBRegressor	0.0	RBPSEDataset	-1	300	100	9	reg:logistic	0.0	1.0	1.0	K562	['rmse', 'logloss']	rbpse	100000	mean_squared_error	0.4	1024	True	['target_psi']	platiglab	40	1.0	1	['fancy_scatter', 'cumul_resid_dist', ['wandb_faux_pr_curve', {'thresh': 0.5}], ['wandb_faux_roc_curve', {'thresh': 0.5}]]	yogi-xgbregressor-hyperparameter-sweep-april-2025	17	train	['r2_score', 'mean_absolute_error', 'rmse']	False	all	False	False	cross_validation	50	5	5	False	1	ensembl_gene_id	ensembl_gene_id	0.1	True	binary	0.1863	0.2641	0.2865	0.08208	0.1863	0.2643	0.2865				
3z56iatt	upbeat-sweep-616	finished	1:early_stopping_rounds-learning_rate-max_depth	ft20ki6n	XGBRegressor	0.0	RBPSEDataset	-1	400	100	9	reg:logistic	0.0	1.0	1.0	K562	['rmse', 'logloss']	rbpse	100000	mean_squared_error	0.4	1024	True	['target_psi']	platiglab	40	1.0	1	['fancy_scatter', 'cumul_resid_dist', ['wandb_faux_pr_curve', {'thresh': 0.5}], ['wandb_faux_roc_curve', {'thresh': 0.5}]]	yogi-xgbregressor-hyperparameter-sweep-april-2025	17	train	['r2_score', 'mean_absolute_error', 'rmse']	False	all	False	False	cross_validation	50	5	5	False	1	ensembl_gene_id	ensembl_gene_id	0.1	True	binary	0.1856	0.2624	0.2868	0.08226	0.1856	0.2626	0.2868				
n0ym6yns	lunar-sweep-617	finished	1:early_stopping_rounds-learning_rate-max_depth	ft20ki6n	XGBRegressor	0.0	RBPSEDataset	-1	500	100	9	reg:logistic	0.0	1.0	1.0	K562	['rmse', 'logloss']	rbpse	100000	mean_squared_error	0.4	1024	True	['target_psi']	platiglab	40	1.0	1	['fancy_scatter', 'cumul_resid_dist', ['wandb_faux_pr_curve', {'thresh': 0.5}], ['wandb_faux_roc_curve', {'thresh': 0.5}]]	yogi-xgbregressor-hyperparameter-sweep-april-2025	17	train	['r2_score', 'mean_absolute_error', 'rmse']	False	all	False	False	cross_validation	50	5	5	False	1	ensembl_gene_id	ensembl_gene_id	0.1	True	binary	0.1861	0.2557	0.288	0.08294	0.1861	0.2566	0.288				
s8g5dmb6	fast-sweep-618	finished	1:early_stopping_rounds-learning_rate-max_depth	ft20ki6n	XGBRegressor	0.0	RBPSEDataset	-1	600	100	9	reg:logistic	0.0	1.0	1.0	K562	['rmse', 'logloss']	rbpse	100000	mean_squared_error	0.4	1024	True	['target_psi']	platiglab	40	1.0	1	['fancy_scatter', 'cumul_resid_dist', ['wandb_faux_pr_curve', {'thresh': 0.5}], ['wandb_faux_roc_curve', {'thresh': 0.5}]]	yogi-xgbregressor-hyperparameter-sweep-april-2025	17	train	['r2_score', 'mean_absolute_error', 'rmse']	False	all	False	False	cross_validation	50	5	5	False	1	ensembl_gene_id	ensembl_gene_id	0.1	True	binary	0.1843	0.2613	0.2869	0.08236	0.1843	0.2617	0.287				
a66usp6q	swept-sweep-619	finished	1:early_stopping_rounds-learning_rate-max_depth	ft20ki6n	XGBRegressor	0.0	RBPSEDataset	-1	700	100	9	reg:logistic	0.0	1.0	1.0	K562	['rmse', 'logloss']	rbpse	100000	mean_squared_error	0.4	1024	True	['target_psi']	platiglab	40	1.0	1	['fancy_scatter', 'cumul_resid_dist', ['wandb_faux_pr_curve', {'thresh': 0.5}], ['wandb_faux_roc_curve', {'thresh': 0.5}]]	yogi-xgbregressor-hyperparameter-sweep-april-2025	17	train	['r2_score', 'mean_absolute_error', 'rmse']	False	all	False	False	cross_validation	50	5	5	False	1	ensembl_gene_id	ensembl_gene_id	0.1	True	binary	0.186	0.2633	0.2866	0.08212	0.1859	0.2639	0.2866				
ivcq23ks	dashing-sweep-620	finished	1:early_stopping_rounds-learning_rate-max_depth	ft20ki6n	XGBRegressor	0.0	RBPSEDataset	-1	800	100	9	reg:logistic	0.0	1.0	1.0	K562	['rmse', 'logloss']	rbpse	100000	mean_squared_error	0.4	1024	True	['target_psi']	platiglab	40	1.0	1	['fancy_scatter', 'cumul_resid_dist', ['wandb_faux_pr_curve', {'thresh': 0.5}], ['wandb_faux_roc_curve', {'thresh': 0.5}]]	yogi-xgbregressor-hyperparameter-sweep-april-2025	17	train	['r2_score', 'mean_absolute_error', 'rmse']	False	all	False	False	cross_validation	50	5	5	False	1	ensembl_gene_id	ensembl_gene_id	0.1	True	binary	0.1851	0.2617	0.2869	0.0823	0.185	0.2623	0.2869				
kpgdzedo	revived-sweep-621	finished	1:early_stopping_rounds-learning_rate-max_depth	ft20ki6n	XGBRegressor	0.0	RBPSEDataset	-1	900	100	9	reg:logistic	0.0	1.0	1.0	K562	['rmse', 'logloss']	rbpse	100000	mean_squared_error	0.4	1024	True	['target_psi']	platiglab	40	1.0	1	['fancy_scatter', 'cumul_resid_dist', ['wandb_faux_pr_curve', {'thresh': 0.5}], ['wandb_faux_roc_curve', {'thresh': 0.5}]]	yogi-xgbregressor-hyperparameter-sweep-april-2025	17	train	['r2_score', 'mean_absolute_error', 'rmse']	False	all	False	False	cross_validation	50	5	5	False	1	ensembl_gene_id	ensembl_gene_id	0.1	True	binary	0.1861	0.2596	0.2872	0.08253	0.186	0.2602	0.2873				
y7o9hh54	toasty-sweep-622	finished	1:early_stopping_rounds-learning_rate-max_depth	ft20ki6n	XGBRegressor	0.0	RBPSEDataset	-1	100	100	11	reg:logistic	0.0	1.0	1.0	K562	['rmse', 'logloss']	rbpse	100000	mean_squared_error	0.4	1024	True	['target_psi']	platiglab	40	1.0	1	['fancy_scatter', 'cumul_resid_dist', ['wandb_faux_pr_curve', {'thresh': 0.5}], ['wandb_faux_roc_curve', {'thresh': 0.5}]]	yogi-xgbregressor-hyperparameter-sweep-april-2025	17	train	['r2_score', 'mean_absolute_error', 'rmse']	False	all	False	False	cross_validation	50	5	5	False	1	ensembl_gene_id	ensembl_gene_id	0.1	True	binary	0.1844	0.2615	0.287	0.08238	0.1843	0.2616	0.287				
1np2tjc2	whole-sweep-624	finished	1:early_stopping_rounds-learning_rate-max_depth	ft20ki6n	XGBRegressor	0.0	RBPSEDataset	-1	300	100	11	reg:logistic	0.0	1.0	1.0	K562	['rmse', 'logloss']	rbpse	100000	mean_squared_error	0.4	1024	True	['target_psi']	platiglab	40	1.0	1	['fancy_scatter', 'cumul_resid_dist', ['wandb_faux_pr_curve', {'thresh': 0.5}], ['wandb_faux_roc_curve', {'thresh': 0.5}]]	yogi-xgbregressor-hyperparameter-sweep-april-2025	17	train	['r2_score', 'mean_absolute_error', 'rmse']	False	all	False	False	cross_validation	50	5	5	False	1	ensembl_gene_id	ensembl_gene_id	0.1	True	binary	0.1846	0.2586	0.2875	0.08269	0.1845	0.2589	0.2876				
wbvk0khq	azure-sweep-623	finished	1:early_stopping_rounds-learning_rate-max_depth	ft20ki6n	XGBRegressor	0.0	RBPSEDataset	-1	200	100	11	reg:logistic	0.0	1.0	1.0	K562	['rmse', 'logloss']	rbpse	100000	mean_squared_error	0.4	1024	True	['target_psi']	platiglab	40	1.0	1	['fancy_scatter', 'cumul_resid_dist', ['wandb_faux_pr_curve', {'thresh': 0.5}], ['wandb_faux_roc_curve', {'thresh': 0.5}]]	yogi-xgbregressor-hyperparameter-sweep-april-2025	17	train	['r2_score', 'mean_absolute_error', 'rmse']	False	all	False	False	cross_validation	50	5	5	False	1	ensembl_gene_id	ensembl_gene_id	0.1	True	binary	0.1838	0.2596	0.2873	0.08262	0.1838	0.2594	0.2874				
n3dz3u1n	misunderstood-sweep-625	finished	1:early_stopping_rounds-learning_rate-max_depth	ft20ki6n	XGBRegressor	0.0	RBPSEDataset	-1	400	100	11	reg:logistic	0.0	1.0	1.0	K562	['rmse', 'logloss']	rbpse	100000	mean_squared_error	0.4	1024	True	['target_psi']	platiglab	40	1.0	1	['fancy_scatter', 'cumul_resid_dist', ['wandb_faux_pr_curve', {'thresh': 0.5}], ['wandb_faux_roc_curve', {'thresh': 0.5}]]	yogi-xgbregressor-hyperparameter-sweep-april-2025	17	train	['r2_score', 'mean_absolute_error', 'rmse']	False	all	False	False	cross_validation	50	5	5	False	1	ensembl_gene_id	ensembl_gene_id	0.1	True	binary	0.1856	0.2562	0.288	0.08297	0.1856	0.2563	0.288				
eo584nsw	lyric-sweep-626	finished	1:early_stopping_rounds-learning_rate-max_depth	ft20ki6n	XGBRegressor	0.0	RBPSEDataset	-1	500	100	11	reg:logistic	0.0	1.0	1.0	K562	['rmse', 'logloss']	rbpse	100000	mean_squared_error	0.4	1024	True	['target_psi']	platiglab	40	1.0	1	['fancy_scatter', 'cumul_resid_dist', ['wandb_faux_pr_curve', {'thresh': 0.5}], ['wandb_faux_roc_curve', {'thresh': 0.5}]]	yogi-xgbregressor-hyperparameter-sweep-april-2025	17	train	['r2_score', 'mean_absolute_error', 'rmse']	False	all	False	False	cross_validation	50	5	5	False	1	ensembl_gene_id	ensembl_gene_id	0.1	True	binary	0.1852	0.2558	0.2881	0.08299	0.1852	0.2561	0.2881				
vl9eyhf0	major-sweep-627	finished	1:early_stopping_rounds-learning_rate-max_depth	ft20ki6n	XGBRegressor	0.0	RBPSEDataset	-1	600	100	11	reg:logistic	0.0	1.0	1.0	K562	['rmse', 'logloss']	rbpse	100000	mean_squared_error	0.4	1024	True	['target_psi']	platiglab	40	1.0	1	['fancy_scatter', 'cumul_resid_dist', ['wandb_faux_pr_curve', {'thresh': 0.5}], ['wandb_faux_roc_curve', {'thresh': 0.5}]]	yogi-xgbregressor-hyperparameter-sweep-april-2025	17	train	['r2_score', 'mean_absolute_error', 'rmse']	False	all	False	False	cross_validation	50	5	5	False	1	ensembl_gene_id	ensembl_gene_id	0.1	True	binary	0.1868	0.2538	0.2884	0.08321	0.1868	0.2541	0.2885				
lij3e21d	morning-sweep-629	finished	1:early_stopping_rounds-learning_rate-max_depth	ft20ki6n	XGBRegressor	0.0	RBPSEDataset	-1	800	100	11	reg:logistic	0.0	1.0	1.0	K562	['rmse', 'logloss']	rbpse	100000	mean_squared_error	0.4	1024	True	['target_psi']	platiglab	40	1.0	1	['fancy_scatter', 'cumul_resid_dist', ['wandb_faux_pr_curve', {'thresh': 0.5}], ['wandb_faux_roc_curve', {'thresh': 0.5}]]	yogi-xgbregressor-hyperparameter-sweep-april-2025	17	train	['r2_score', 'mean_absolute_error', 'rmse']	False	all	False	False	cross_validation	50	5	5	False	1	ensembl_gene_id	ensembl_gene_id	0.1	True	binary	0.184	0.2597	0.2874	0.08252	0.1838	0.2603	0.2873				
wf2o9wvw	glad-sweep-628	finished	1:early_stopping_rounds-learning_rate-max_depth	ft20ki6n	XGBRegressor	0.0	RBPSEDataset	-1	700	100	11	reg:logistic	0.0	1.0	1.0	K562	['rmse', 'logloss']	rbpse	100000	mean_squared_error	0.4	1024	True	['target_psi']	platiglab	40	1.0	1	['fancy_scatter', 'cumul_resid_dist', ['wandb_faux_pr_curve', {'thresh': 0.5}], ['wandb_faux_roc_curve', {'thresh': 0.5}]]	yogi-xgbregressor-hyperparameter-sweep-april-2025	17	train	['r2_score', 'mean_absolute_error', 'rmse']	False	all	False	False	cross_validation	50	5	5	False	1	ensembl_gene_id	ensembl_gene_id	0.1	True	binary	0.184	0.2598	0.2873	0.08252	0.1839	0.2603	0.2873				
bsh5tq0i	wild-sweep-630	finished	1:early_stopping_rounds-learning_rate-max_depth	ft20ki6n	XGBRegressor	0.0	RBPSEDataset	-1	900	100	11	reg:logistic	0.0	1.0	1.0	K562	['rmse', 'logloss']	rbpse	100000	mean_squared_error	0.4	1024	True	['target_psi']	platiglab	40	1.0	1	['fancy_scatter', 'cumul_resid_dist', ['wandb_faux_pr_curve', {'thresh': 0.5}], ['wandb_faux_roc_curve', {'thresh': 0.5}]]	yogi-xgbregressor-hyperparameter-sweep-april-2025	17	train	['r2_score', 'mean_absolute_error', 'rmse']	False	all	False	False	cross_validation	50	5	5	False	1	ensembl_gene_id	ensembl_gene_id	0.1	True	binary	0.1855	0.2525	0.2886	0.0833	0.1854	0.2534	0.2886				
9eb0q1ls	splendid-sweep-631	finished	1:early_stopping_rounds-learning_rate-max_depth	ft20ki6n	XGBRegressor	0.0	RBPSEDataset	-1	100	100	3	reg:logistic	0.0	1.0	1.0	K562	['rmse', 'logloss']	rbpse	100000	mean_squared_error	0.01	1024	True	['target_psi']	platiglab	40	1.0	1	['fancy_scatter', 'cumul_resid_dist', ['wandb_faux_pr_curve', {'thresh': 0.5}], ['wandb_faux_roc_curve', {'thresh': 0.5}]]	yogi-xgbregressor-hyperparameter-sweep-april-2025	17	train	['r2_score', 'mean_absolute_error', 'rmse']	False	all	False	False	cross_validation	100	5	5	False	1	ensembl_gene_id	ensembl_gene_id	0.1	True	binary	0.1884	0.2789	0.2837	0.08044	0.1883	0.279	0.2836				
zoq0lqvf	woven-sweep-632	finished	1:early_stopping_rounds-learning_rate-max_depth	ft20ki6n	XGBRegressor	0.0	RBPSEDataset	-1	200	100	3	reg:logistic	0.0	1.0	1.0	K562	['rmse', 'logloss']	rbpse	100000	mean_squared_error	0.01	1024	True	['target_psi']	platiglab	40	1.0	1	['fancy_scatter', 'cumul_resid_dist', ['wandb_faux_pr_curve', {'thresh': 0.5}], ['wandb_faux_roc_curve', {'thresh': 0.5}]]	yogi-xgbregressor-hyperparameter-sweep-april-2025	17	train	['r2_score', 'mean_absolute_error', 'rmse']	False	all	False	False	cross_validation	100	5	5	False	1	ensembl_gene_id	ensembl_gene_id	0.1	True	binary	0.1881	0.2786	0.2836	0.08046	0.1881	0.2788	0.2837				
otibvyy0	classic-sweep-633	finished	1:early_stopping_rounds-learning_rate-max_depth	ft20ki6n	XGBRegressor	0.0	RBPSEDataset	-1	300	100	3	reg:logistic	0.0	1.0	1.0	K562	['rmse', 'logloss']	rbpse	100000	mean_squared_error	0.01	1024	True	['target_psi']	platiglab	40	1.0	1	['fancy_scatter', 'cumul_resid_dist', ['wandb_faux_pr_curve', {'thresh': 0.5}], ['wandb_faux_roc_curve', {'thresh': 0.5}]]	yogi-xgbregressor-hyperparameter-sweep-april-2025	17	train	['r2_score', 'mean_absolute_error', 'rmse']	False	all	False	False	cross_validation	100	5	5	False	1	ensembl_gene_id	ensembl_gene_id	0.1	True	binary	0.1879	0.2822	0.2829	0.08006	0.1879	0.2824	0.283				
vf4u3vvs	vibrant-sweep-634	finished	1:early_stopping_rounds-learning_rate-max_depth	ft20ki6n	XGBRegressor	0.0	RBPSEDataset	-1	400	100	3	reg:logistic	0.0	1.0	1.0	K562	['rmse', 'logloss']	rbpse	100000	mean_squared_error	0.01	1024	True	['target_psi']	platiglab	40	1.0	1	['fancy_scatter', 'cumul_resid_dist', ['wandb_faux_pr_curve', {'thresh': 0.5}], ['wandb_faux_roc_curve', {'thresh': 0.5}]]	yogi-xgbregressor-hyperparameter-sweep-april-2025	17	train	['r2_score', 'mean_absolute_error', 'rmse']	False	all	False	False	cross_validation	100	5	5	False	1	ensembl_gene_id	ensembl_gene_id	0.1	True	binary	0.1889	0.2786	0.2836	0.08045	0.1889	0.2789	0.2836				
79xqkbc4	swept-sweep-635	finished	1:early_stopping_rounds-learning_rate-max_depth	ft20ki6n	XGBRegressor	0.0	RBPSEDataset	-1	500	100	3	reg:logistic	0.0	1.0	1.0	K562	['rmse', 'logloss']	rbpse	100000	mean_squared_error	0.01	1024	True	['target_psi']	platiglab	40	1.0	1	['fancy_scatter', 'cumul_resid_dist', ['wandb_faux_pr_curve', {'thresh': 0.5}], ['wandb_faux_roc_curve', {'thresh': 0.5}]]	yogi-xgbregressor-hyperparameter-sweep-april-2025	17	train	['r2_score', 'mean_absolute_error', 'rmse']	False	all	False	False	cross_validation	100	5	5	False	1	ensembl_gene_id	ensembl_gene_id	0.1	True	binary	0.1884	0.2772	0.2838	0.08056	0.1883	0.2779	0.2838				
o9gkr7wg	sweepy-sweep-636	finished	1:early_stopping_rounds-learning_rate-max_depth	ft20ki6n	XGBRegressor	0.0	RBPSEDataset	-1	600	100	3	reg:logistic	0.0	1.0	1.0	K562	['rmse', 'logloss']	rbpse	100000	mean_squared_error	0.01	1024	True	['target_psi']	platiglab	40	1.0	1	['fancy_scatter', 'cumul_resid_dist', ['wandb_faux_pr_curve', {'thresh': 0.5}], ['wandb_faux_roc_curve', {'thresh': 0.5}]]	yogi-xgbregressor-hyperparameter-sweep-april-2025	17	train	['r2_score', 'mean_absolute_error', 'rmse']	False	all	False	False	cross_validation	100	5	5	False	1	ensembl_gene_id	ensembl_gene_id	0.1	True	binary	0.1887	0.2771	0.2839	0.0806	0.1887	0.2775	0.2839				
61kzwaww	warm-sweep-637	finished	1:early_stopping_rounds-learning_rate-max_depth	ft20ki6n	XGBRegressor	0.0	RBPSEDataset	-1	700	100	3	reg:logistic	0.0	1.0	1.0	K562	['rmse', 'logloss']	rbpse	100000	mean_squared_error	0.01	1024	True	['target_psi']	platiglab	40	1.0	1	['fancy_scatter', 'cumul_resid_dist', ['wandb_faux_pr_curve', {'thresh': 0.5}], ['wandb_faux_roc_curve', {'thresh': 0.5}]]	yogi-xgbregressor-hyperparameter-sweep-april-2025	17	train	['r2_score', 'mean_absolute_error', 'rmse']	False	all	False	False	cross_validation	100	5	5	False	1	ensembl_gene_id	ensembl_gene_id	0.1	True	binary	0.1888	0.2782	0.2837	0.08046	0.1888	0.2788	0.2837				
nace0crb	easy-sweep-638	finished	1:early_stopping_rounds-learning_rate-max_depth	ft20ki6n	XGBRegressor	0.0	RBPSEDataset	-1	800	100	3	reg:logistic	0.0	1.0	1.0	K562	['rmse', 'logloss']	rbpse	100000	mean_squared_error	0.01	1024	True	['target_psi']	platiglab	40	1.0	1	['fancy_scatter', 'cumul_resid_dist', ['wandb_faux_pr_curve', {'thresh': 0.5}], ['wandb_faux_roc_curve', {'thresh': 0.5}]]	yogi-xgbregressor-hyperparameter-sweep-april-2025	17	train	['r2_score', 'mean_absolute_error', 'rmse']	False	all	False	False	cross_validation	100	5	5	False	1	ensembl_gene_id	ensembl_gene_id	0.1	True	binary	0.1877	0.2803	0.2833	0.08021	0.1875	0.2811	0.2832				
joalys39	distinctive-sweep-639	finished	1:early_stopping_rounds-learning_rate-max_depth	ft20ki6n	XGBRegressor	0.0	RBPSEDataset	-1	900	100	3	reg:logistic	0.0	1.0	1.0	K562	['rmse', 'logloss']	rbpse	100000	mean_squared_error	0.01	1024	True	['target_psi']	platiglab	40	1.0	1	['fancy_scatter', 'cumul_resid_dist', ['wandb_faux_pr_curve', {'thresh': 0.5}], ['wandb_faux_roc_curve', {'thresh': 0.5}]]	yogi-xgbregressor-hyperparameter-sweep-april-2025	17	train	['r2_score', 'mean_absolute_error', 'rmse']	False	all	False	False	cross_validation	100	5	5	False	1	ensembl_gene_id	ensembl_gene_id	0.1	True	binary	0.1885	0.2755	0.2841	0.08074	0.1884	0.2763	0.2842				
f5my2mzc	pious-sweep-640	finished	1:early_stopping_rounds-learning_rate-max_depth	ft20ki6n	XGBRegressor	0.0	RBPSEDataset	-1	100	100	5	reg:logistic	0.0	1.0	1.0	K562	['rmse', 'logloss']	rbpse	100000	mean_squared_error	0.01	1024	True	['target_psi']	platiglab	40	1.0	1	['fancy_scatter', 'cumul_resid_dist', ['wandb_faux_pr_curve', {'thresh': 0.5}], ['wandb_faux_roc_curve', {'thresh': 0.5}]]	yogi-xgbregressor-hyperparameter-sweep-april-2025	17	train	['r2_score', 'mean_absolute_error', 'rmse']	False	all	False	False	cross_validation	100	5	5	False	1	ensembl_gene_id	ensembl_gene_id	0.1	True	binary	0.1863	0.2798	0.2835	0.08034	0.1863	0.2799	0.2834				
7jecehv3	glorious-sweep-641	finished	1:early_stopping_rounds-learning_rate-max_depth	ft20ki6n	XGBRegressor	0.0	RBPSEDataset	-1	200	100	5	reg:logistic	0.0	1.0	1.0	K562	['rmse', 'logloss']	rbpse	100000	mean_squared_error	0.01	1024	True	['target_psi']	platiglab	40	1.0	1	['fancy_scatter', 'cumul_resid_dist', ['wandb_faux_pr_curve', {'thresh': 0.5}], ['wandb_faux_roc_curve', {'thresh': 0.5}]]	yogi-xgbregressor-hyperparameter-sweep-april-2025	17	train	['r2_score', 'mean_absolute_error', 'rmse']	False	all	False	False	cross_validation	100	5	5	False	1	ensembl_gene_id	ensembl_gene_id	0.1	True	binary	0.1865	0.2795	0.2834	0.08037	0.1865	0.2796	0.2835				
w08oax9f	divine-sweep-642	finished	1:early_stopping_rounds-learning_rate-max_depth	ft20ki6n	XGBRegressor	0.0	RBPSEDataset	-1	300	100	5	reg:logistic	0.0	1.0	1.0	K562	['rmse', 'logloss']	rbpse	100000	mean_squared_error	0.01	1024	True	['target_psi']	platiglab	40	1.0	1	['fancy_scatter', 'cumul_resid_dist', ['wandb_faux_pr_curve', {'thresh': 0.5}], ['wandb_faux_roc_curve', {'thresh': 0.5}]]	yogi-xgbregressor-hyperparameter-sweep-april-2025	17	train	['r2_score', 'mean_absolute_error', 'rmse']	False	all	False	False	cross_validation	100	5	5	False	1	ensembl_gene_id	ensembl_gene_id	0.1	True	binary	0.1854	0.285	0.2824	0.07975	0.1854	0.2852	0.2824				
fiegib5q	vital-sweep-643	finished	1:early_stopping_rounds-learning_rate-max_depth	ft20ki6n	XGBRegressor	0.0	RBPSEDataset	-1	400	100	5	reg:logistic	0.0	1.0	1.0	K562	['rmse', 'logloss']	rbpse	100000	mean_squared_error	0.01	1024	True	['target_psi']	platiglab	40	1.0	1	['fancy_scatter', 'cumul_resid_dist', ['wandb_faux_pr_curve', {'thresh': 0.5}], ['wandb_faux_roc_curve', {'thresh': 0.5}]]	yogi-xgbregressor-hyperparameter-sweep-april-2025	17	train	['r2_score', 'mean_absolute_error', 'rmse']	False	all	False	False	cross_validation	100	5	5	False	1	ensembl_gene_id	ensembl_gene_id	0.1	True	binary	0.1864	0.2819	0.283	0.08009	0.1864	0.2821	0.283				
3vjtuoy3	denim-sweep-644	finished	1:early_stopping_rounds-learning_rate-max_depth	ft20ki6n	XGBRegressor	0.0	RBPSEDataset	-1	500	100	5	reg:logistic	0.0	1.0	1.0	K562	['rmse', 'logloss']	rbpse	100000	mean_squared_error	0.01	1024	True	['target_psi']	platiglab	40	1.0	1	['fancy_scatter', 'cumul_resid_dist', ['wandb_faux_pr_curve', {'thresh': 0.5}], ['wandb_faux_roc_curve', {'thresh': 0.5}]]	yogi-xgbregressor-hyperparameter-sweep-april-2025	17	train	['r2_score', 'mean_absolute_error', 'rmse']	False	all	False	False	cross_validation	100	5	5	False	1	ensembl_gene_id	ensembl_gene_id	0.1	True	binary	0.1863	0.2776	0.2838	0.08055	0.1862	0.278	0.2838				
fuiaca5b	balmy-sweep-645	finished	1:early_stopping_rounds-learning_rate-max_depth	ft20ki6n	XGBRegressor	0.0	RBPSEDataset	-1	600	100	5	reg:logistic	0.0	1.0	1.0	K562	['rmse', 'logloss']	rbpse	100000	mean_squared_error	0.01	1024	True	['target_psi']	platiglab	40	1.0	1	['fancy_scatter', 'cumul_resid_dist', ['wandb_faux_pr_curve', {'thresh': 0.5}], ['wandb_faux_roc_curve', {'thresh': 0.5}]]	yogi-xgbregressor-hyperparameter-sweep-april-2025	17	train	['r2_score', 'mean_absolute_error', 'rmse']	False	all	False	False	cross_validation	100	5	5	False	1	ensembl_gene_id	ensembl_gene_id	0.1	True	binary	0.187	0.2792	0.2835	0.08038	0.187	0.2796	0.2835				
yec175y0	gallant-sweep-646	finished	1:early_stopping_rounds-learning_rate-max_depth	ft20ki6n	XGBRegressor	0.0	RBPSEDataset	-1	700	100	5	reg:logistic	0.0	1.0	1.0	K562	['rmse', 'logloss']	rbpse	100000	mean_squared_error	0.01	1024	True	['target_psi']	platiglab	40	1.0	1	['fancy_scatter', 'cumul_resid_dist', ['wandb_faux_pr_curve', {'thresh': 0.5}], ['wandb_faux_roc_curve', {'thresh': 0.5}]]	yogi-xgbregressor-hyperparameter-sweep-april-2025	17	train	['r2_score', 'mean_absolute_error', 'rmse']	False	all	False	False	cross_validation	100	5	5	False	1	ensembl_gene_id	ensembl_gene_id	0.1	True	binary	0.1868	0.2801	0.2833	0.08025	0.1867	0.2807	0.2833				
