feature,AUROC,AUPRC,total_events,num_significant
NOLC1_5,0.7645616102110948,0.04288580560138448,7380,105
NOLC1_6,0.8091086647727274,0.11222578468828408,5784,64
PPIG_1,0.3991510038046821,0.020111543132483357,61455,1590
PPIG_2,0.38860445696193385,0.0188572716851012,68028,1717
PPIG_3,0.6965724844750645,0.05026786307157902,56506,1034
PPIG_4,0.6035003299361743,0.02245512990306065,63161,930
PPIG_5,0.4175985000974203,0.017030160353796685,62269,1329
PPIG_6,0.434600732757341,0.019351138552905798,67560,1568
SRSF7_1,0.4417770419426048,0.027465255995133754,934,28
SRSF7_2,0.3340714518110611,0.025919914492354246,2454,87
SRSF7_3,0.5,0.030944625407166124,1228,38
SRSF7_4,0.589756258234519,0.02428228860436451,1544,26
SRSF7_5,0.6595136401212455,0.06721722533710711,2177,76
SRSF7_6,0.5,0.05088495575221239,1808,92
U2AF1_1,0.3066441583575245,0.026200762285812678,8235,312
U2AF1_2,0.3179149104794841,0.0406339113859667,3523,114
U2AF1_3,0.6221472255846695,0.0731113269439233,13255,619
U2AF1_4,0.6969066922169811,0.10524123732371644,5684,384
U2AF1_5,0.6183596104541831,0.0643779349988381,14628,510
U2AF1_6,0.7148866317841387,0.02713627945276169,2584,19
SDAD1_1,0.795173754423431,0.07021928140847292,7083,126
SDAD1_2,0.43325182539187646,0.05189708017597193,9311,147
SDAD1_3,0.30576254516395623,0.004055144146526897,7183,41
SDAD1_4,0.6266571799552495,0.09637151714413955,7255,58
SDAD1_5,0.7603342639987591,0.0689350328074331,8429,140
SDAD1_6,0.6938135415131848,0.10281906609623369,8547,98
NCBP2_1,0.4604119317542294,0.021590336618815487,27541,678
NCBP2_2,0.43667193524679265,0.018685855642315417,32548,746
NCBP2_3,0.5742333385487173,0.05748835294260134,4429,137
NCBP2_4,0.5,0.035483870967741936,1240,44
NCBP2_5,0.5637889105058366,0.0318683009009383,1048,20
NCBP2_6,0.685725677830941,0.08331286369930001,592,22
CSTF2T_1,0.4650787553481003,0.01962245743967949,7334,163
CSTF2T_2,0.44581106929343617,0.02054578648038965,20766,510
CSTF2T_3,0.520563219229307,0.04717529334866587,6674,263
CSTF2T_4,0.4743311543367347,0.03457403015830328,5824,224
CSTF2T_5,0.4143725908948849,0.026258718233608577,4088,116
CSTF2T_6,0.4073562481557231,0.012490237770681634,3905,51
PTBP1_1,0.3511399371069182,0.015881543865795836,2162,42
PTBP1_2,0.3755831643002028,0.005538506232345209,2978,20
PTBP1_3,0.5471389466974146,0.030630356618844105,4776,138
PTBP1_4,0.6207899671823722,0.03625191553003951,4058,108
PTBP1_5,0.25680386495619933,0.018204805510843185,2160,58
PTBP1_6,0.47111666908317623,0.019884701886750976,2961,57
CSTF2_1,0.5384615384615384,0.008938328987289771,733,5
CSTF2_2,0.5,0.012578616352201259,318,4
CSTF2_3,0.5,0.06595744680851064,940,62
CSTF2_4,0.5,0.004056795131845842,493,2
CSTF2_5,0.5,0.00303951367781155,329,1
CSTF2_6,0.2978889456125886,0.015168802548944598,8147,184
XRCC6_1,0.5,0.16666666666666666,126,21
XRCC6_3,0.43577235772357725,0.0696969696969697,133,10
FKBP4_1,0.5,0.01844532279314888,759,14
FKBP4_2,0.5587066213572238,0.02007403941814692,3800,65
FKBP4_3,0.4871473354231975,0.008772450445913245,643,5
FKBP4_4,0.5,0.018518518518518517,972,18
FKBP4_5,0.5,0.023255813953488372,172,4
FKBP4_6,0.5,0.01171875,256,3
HNRNPU_1,0.5,0.020771513353115726,337,7
HNRNPU_3,0.5,0.06944444444444445,72,5
HNRNPU_4,0.5,0.07228915662650602,83,6
HNRNPU_5,0.5,0.043478260869565216,46,2
HNRNPUL1_1,0.5,0.01652892561983471,121,2
HNRNPUL1_2,0.5,0.02127659574468085,235,5
HNRNPUL1_3,0.5,0.14285714285714285,7,1
SF3B4_1,0.424614568699182,0.019208353473155332,47037,1034
SF3B4_2,0.6749948892358013,0.036611122075263854,3833,57
SF3B4_3,0.6735437390912629,0.03999342937180601,50091,881
SF3B4_4,0.6356918822530594,0.057279765012315506,5648,187
SF3B4_5,0.6682330137052311,0.05923536569581814,60177,1809
SF3B4_6,0.3438406374501992,0.019988148790402168,4643,125
TROVE2_4,0.4453125,0.011865404646528691,614,6
TROVE2_5,0.44348404255319146,0.008807043937521332,948,8
TROVE2_6,0.625728862973761,0.008334015315573564,690,4
SRSF1_1,0.45484321921909576,0.02131796238104631,12017,299
SRSF1_2,0.5979561389980966,0.0320517642077886,21296,571
SRSF1_3,0.2569828085763956,0.014567761627047877,6835,155
SRSF1_4,0.7026115484972892,0.06912158039769412,11578,295
SRSF1_5,0.3580844858396664,0.014789149787966206,9876,203
SRSF1_6,0.3599072078892706,0.024243675700617164,11758,385
ZNF800_1,0.7735707602977848,0.04968047593243594,18688,375
ZNF800_2,0.30870833939425996,0.012477559861924966,23697,429
ZNF800_3,0.6821264086306541,0.057330929097537286,17619,151
ZNF800_4,0.6612399038077068,0.03410751295267409,18618,190
ZNF800_5,0.7521108854109165,0.05252925651500221,23631,347
ZNF800_6,0.29718167848345,0.01001437861465869,24402,373
FUS_1,0.6030377668308703,0.024292971955030815,619,10
FUS_2,0.5,0.011467889908256881,2616,30
FUS_3,0.5,0.02538787023977433,709,18
FUS_4,0.6392483660130719,0.05179260286180619,1580,50
FUS_5,0.5,0.0239880059970015,667,16
FUS_6,0.5,0.02129817444219067,986,21
HNRNPK_1,0.6335424099382142,0.05653848777438367,6014,183
HNRNPK_2,0.46554442353659153,0.04110646988262319,8957,424
HNRNPK_3,0.5444839433982438,0.036933091500644846,8069,286
HNRNPK_4,0.57551995188515,0.05487508699021368,8198,281
HNRNPK_5,0.5,0.028982300884955754,4520,131
HNRNPK_6,0.5,0.03365384615384615,4992,168
AKAP1_1,0.8051481161921196,0.01671885210372134,1162,3
AKAP1_2,0.4034886264216973,0.004645895524693909,1530,6
AKAP1_3,0.5,0.03152709359605911,1015,32
AKAP1_4,0.7844187963726299,0.04830322658641435,1219,6
AKAP1_5,0.5193262695379546,0.01609261417905918,2399,37
AKAP1_6,0.6074391332957323,0.033677075261509495,10565,197
FUBP3_1,0.6202777777777778,0.030428892972176855,409,9
FUBP3_3,0.5926681783824641,0.11287316199593338,486,45
FUBP3_4,0.8262347888332141,0.12205815018315017,265,11
FUBP3_5,0.5,0.06265664160401002,399,25
FUBP3_6,0.7353807825967016,0.12918359741935243,8949,187
UPF1_1,0.37947001650467643,0.009523247084684796,1741,19
UPF1_2,0.2584646169482912,0.0064042096280228005,1869,17
UPF1_3,0.8500873238292516,0.24475277272604687,878,29
UPF1_4,0.8212852674481059,0.05767938411881005,2073,31
UPF1_5,0.5383826286367549,0.02631802793775655,4979,121
UPF1_6,0.3540928288735306,0.015251495424947982,15372,324
DHX30_1,0.5,0.03333333333333333,30,1
DHX30_2,0.5,0.08888888888888889,45,4
AQR_1,0.2878184014089686,0.01026566521493625,50942,819
AQR_2,0.6589346731442984,0.02927969074326376,62056,1225
AQR_3,0.7169680340160045,0.05795491468195529,54438,813
AQR_4,0.6276983758796242,0.025353350244379486,50691,818
AQR_5,0.643343709726203,0.032207360891057656,60593,1273
AQR_6,0.3134154996832659,0.011943911879740376,45524,826
EFTUD2_1,0.35924702086935756,0.016867989675677958,27229,648
EFTUD2_2,0.37587433958711713,0.025236792681720917,59908,1683
EFTUD2_3,0.3968503365120858,0.02288794022004577,33404,970
EFTUD2_4,0.3802455940631425,0.016285490415267317,37809,780
EFTUD2_5,0.3443738164804871,0.020758837430889052,30463,889
EFTUD2_6,0.3982249312522568,0.016922773578130358,34490,764
