feature,AUROC,AUPRC,total_events,num_significant
DDX24_4,0.6027771193825511,0.014635041629921589,54718,555
DDX24_5,0.4379105941519544,0.010719629001303214,58607,735
DDX24_6,0.4228705636408564,0.01111523333032368,62078,794
RBM15_1,0.6458780704620111,0.03627403955469939,32260,723
RBM15_2,0.4230109858183106,0.01704231840099344,45975,971
RBM15_3,0.41688300439808335,0.00859050319065844,23107,223
RBM15_4,0.4365374689019835,0.010993100560623385,24875,301
RBM15_5,0.47602085194921806,0.017106374833042948,31897,592
RBM15_6,0.6352060516351563,0.0354746352068923,32442,744
AKAP8L_1,0.46556864278383275,0.007760746435798217,2944,21
AKAP8L_2,0.3900957628230356,0.016758004561248867,9053,198
AKAP8L_3,0.6937307652408451,0.0884647607259734,3467,121
AKAP8L_4,0.3566966317705963,0.0172628784477313,2769,65
AKAP8L_5,0.6878878849126144,0.05090411248637253,2653,65
AKAP8L_6,0.33019001701644923,0.0022070214473670843,1767,4
WRN_2,0.8591265744373323,0.27484964684531776,363,29
WRN_5,0.3806201550387597,0.0024937655860349127,646,1
WRN_6,0.3295985060690943,0.008556412836855641,360,3
WDR3_3,0.5,0.04,100,4
DROSHA_1,0.4636139149402144,0.01390815500142295,17046,270
DROSHA_2,0.3899774262088903,0.011535620655129798,27121,403
DROSHA_3,0.35535307799592925,0.01403353354059187,12345,233
DROSHA_4,0.42038531973946397,0.023787166231229333,6646,143
DROSHA_5,0.5006903367588226,0.023295708230705793,8816,213
DROSHA_6,0.6185564779478301,0.029806280735792716,3701,70
KHDRBS1_2,0.8512035010940919,0.3429951690821256,460,3
KHDRBS1_3,0.6606786427145709,0.018433179723502304,505,4
KHDRBS1_4,0.4420995670995671,0.025572603421827534,317,9
KHDRBS1_5,0.5,0.02368421052631579,380,9
KHDRBS1_6,0.7481029810298104,0.04425748787748253,1248,18
DDX52_1,0.4258930952226522,0.028827918394420192,2080,69
DDX52_2,0.6676153419324322,0.06712333129134343,6521,209
DDX52_3,0.3112149044984866,0.017658938219210524,1786,44
DDX52_4,0.44376678174146533,0.010531793193714698,1196,11
DDX52_5,0.8130714396404773,0.18513210767023802,983,27
DDX52_6,0.5,0.019543973941368076,614,12
NONO_1,0.4215941901698377,0.01574753290541453,8229,158
NONO_2,0.45101506741621245,0.02392177400541251,21126,533
NONO_3,0.5322723355827039,0.026636373918909793,10405,278
NONO_4,0.5699283179303729,0.028241151520757353,8993,234
NONO_5,0.4521148026026256,0.01964169778149189,5209,116
NONO_6,0.49821178393524285,0.02965048839991828,3008,88
PPIL4_3,0.7622699386503067,0.07403119945350087,336,10
PPIL4_4,0.5,0.09090909090909091,110,10
PPIL4_6,0.6134146341463415,0.008024296675191816,412,2
SRSF9_1,0.3152321770852656,0.0024934809549865774,3603,9
SRSF9_2,0.5848399902169209,0.012426130999530828,2334,23
SRSF9_3,0.6955684007707128,0.032892702535559676,352,6
SRSF9_4,1.0,1.0,395,1
SRSF9_5,0.5,0.02631578947368421,76,2
UCHL5_1,0.3579024223508571,0.012518022439166837,67121,1194
UCHL5_2,0.35805194708535965,0.011985262105864265,74214,1226
UCHL5_3,0.6274640971314026,0.016135573955492817,61208,557
UCHL5_4,0.6026861133632297,0.01467219380033552,67036,710
UCHL5_5,0.6673475082738516,0.02409693344034712,69810,1009
UCHL5_6,0.35270353407411004,0.011384978224130139,72706,1171
ZC3H8_1,0.6839449295189045,0.0561182883943857,2629,58
ZC3H8_2,0.5516148241558078,0.014271715452002974,2222,26
ZC3H8_3,0.6324106449106448,0.04594632258872965,4350,60
ZC3H8_4,0.44115825244925333,0.03663001839956107,2228,82
ZC3H8_5,0.5766777750161075,0.05004954275683256,4204,101
ZC3H8_6,0.48617560715238856,0.007250489976444048,2513,15
FXR1_1,0.3985457063711911,0.00732698268456341,16264,152
FXR1_2,0.3487338092173491,0.003860916459048374,19224,101
FXR1_3,0.33918025862186435,0.0026772995601672786,14441,51
FXR1_4,0.4798149134727241,0.004361805608644154,18158,86
FXR1_5,0.5043599848808041,0.005531529753938332,16541,92
FXR1_6,0.39712194195542205,0.006242138565271678,19442,135
GEMIN5_1,0.3833376879873435,0.006753315055376637,26350,237
GEMIN5_2,0.4984391364365922,0.012126252047634352,31710,401
GEMIN5_3,0.4326845954234489,0.011364669318512752,11767,157
GEMIN5_4,0.3609789485629982,0.00908224523266668,7673,93
GEMIN5_5,0.43168085394254657,0.005859218437329415,7438,47
GEMIN5_6,0.49754108338405356,0.008210502290045246,3311,25
ELAVL1_1,0.6475600582953316,0.032487013642707153,5347,89
ELAVL1_2,0.5231966222689597,0.03871091520751502,7509,217
ELAVL1_3,0.5777581446670242,0.04148234855967415,8587,301
ELAVL1_4,0.3469801606320712,0.01995561571325285,6401,177
ELAVL1_5,0.6676670860780105,0.061140288238105446,7309,229
ELAVL1_6,0.6539152802492236,0.06940208126282914,11741,204
AARS_1,0.5,0.03461538461538462,520,18
AARS_3,0.921455938697318,0.023809523809523808,524,2
AARS_5,0.5,0.08068459657701711,409,33
SND1_1,0.3098793625055364,0.008654933491479201,28036,361
SND1_2,0.36114405451696896,0.0077835354862713715,35898,391
SND1_3,0.6735521980779433,0.015952515278027303,31877,287
SND1_4,0.6773779784165501,0.037629330517117796,37446,411
SND1_5,0.44056484362305653,0.008532916619060124,40437,395
SND1_6,0.6445106744233251,0.016727271391218976,39147,341
NOLC1_1,0.4053064322983492,0.00570506523875604,5232,36
NOLC1_2,0.7507653321032105,0.05218081867608059,4773,71
NOLC1_3,0.7840206209593594,0.06603340413385511,5579,78
NOLC1_4,0.3667632990858599,0.010522858015291509,4941,52
NOLC1_5,0.5985739358242255,0.046233269816912594,9557,166
NOLC1_6,0.2724630108734682,0.008446695017376878,12948,170
SF3B1_1,0.5,0.030303030303030304,33,1
SF3B1_5,0.7125408496732026,0.07085721778247035,846,30
SRSF7_1,0.5907350999513562,0.03223748437115583,5723,92
SRSF7_2,0.6868354616210284,0.04258021849594778,8430,202
SRSF7_3,0.2723130471959403,0.007128090967026277,4724,46
SRSF7_4,0.35925069250785774,0.01116043729009311,6392,85
SRSF7_5,0.7970202813682782,0.03843533405734098,5147,55
SRSF7_6,0.7934773345638289,0.04911422804139357,8009,122
SAFB2_2,0.5,0.0033333333333333335,300,1
SAFB2_3,0.6709450830140485,0.13450199599344462,471,36
SAFB2_4,0.4626732167196729,0.027967942884820685,1167,31
SAFB2_5,0.5276317885013537,0.08275074600871603,1044,78
SAFB2_6,0.823875457875458,0.327314245579005,1045,70
U2AF1_1,0.3967305815619561,0.016708244647331588,20259,398
U2AF1_2,0.6015728189727054,0.04622697729808528,5220,106
U2AF1_3,0.42484523622976184,0.023210285934277874,21103,540
U2AF1_4,0.5853347509094599,0.02721451881093462,4258,79
