Parameter Name	Beta_All Data_HepG2_All Pos. PPI	Beta_All Data_HepG2_Same Pos. PPI	Beta_All Data_K562_All Pos. PPI	Beta_All Data_K562_Same Pos. PPI	Beta_Train & Validate_HepG2_All Pos. PPI	Beta_Train & Validate_HepG2_Same Pos. PPI	Beta_Train & Validate_K562_Same Pos. PPI	P-value_All Data_HepG2_All Pos. PPI	P-value_All Data_HepG2_Same Pos. PPI	P-value_All Data_K562_All Pos. PPI	P-value_All Data_K562_Same Pos. PPI	P-value_Train & Validate_HepG2_All Pos. PPI	P-value_Train & Validate_HepG2_Same Pos. PPI	P-value_Train & Validate_K562_Same Pos. PPI
CDC40_1	0.08619656512794646	0.08335614956454813			0.057538735987955884	0.06145343538446203		3.4162072846793915e-38	8.680759366236613e-36			7.322747224539271e-14	1.266727279825521e-15	
CDC40_2	0.05409738087791119	0.06087371217828675			0.08435790270706307	0.0875412605884161		6.64837783933207e-29	9.753829464757496e-37			2.2620324629511513e-54	1.3189289574439486e-59	
CDC40_3	0.02615791982896536	0.002726938736350665			0.028848159709242496	0.0029483171903779194		3.369765704723469e-06	0.6214269221739588			9.150949607665595e-06	0.6414897531839747	
CDC40_4	-0.024431249997087394	-0.02386082586478133			0.017185128200745185	-0.0049839352387961895		0.0003158590716584207	0.00028372352469692105			0.019406732678340435	0.4817109322031614	
CDC40_5	-0.055633940719181416	-0.024831648676203136			-0.002211407476033466	0.031904530380680925		5.788089803508582e-28	3.437174872629021e-07			0.692532758151647	2.8387615532656515e-09	
CDC40_6	0.044382747190953184	0.020132019705438767			-0.021897982082254908	-0.0282943073129553		5.4126298955727904e-14	0.0004848673542436269			0.0006935648904508352	9.234173988082754e-06	
CPEB4-1_CSTF2T-1_interaction			-0.12884351891017967							0.02543383665144466				
CPEB4-1_CSTF2T-2_interaction			9.08379086107591e-15							0.0733866613013815				
CPEB4-1_CSTF2T-3_interaction			-0.8675015750817217							3.8639037326262506e-151				
CPEB4-1_CSTF2T-4_interaction			1.2641133589204989e-14							0.013181426158326267				
CPEB4-1_CSTF2T-5_interaction			8.388502696914878e-15							0.13618235049848554				
CPEB4-1_CSTF2T-6_interaction			2.343783634597181e-15							0.7495166179564243				
CPEB4-2_CSTF2T-1_interaction			-0.12884351891017962							0.025433836651446474				
CPEB4-2_CSTF2T-2_interaction			-1.620848583408758e-14							0.004739221652679485				
CPEB4-2_CSTF2T-3_interaction			1.9568725003621375e-14							0.01369493644630831				
CPEB4-2_CSTF2T-4_interaction			7.611996100142912e-15							0.07494294034946755				
CPEB4-2_CSTF2T-5_interaction			2.842153641843839e-14							4.412801279152648e-07				
CPEB4-2_CSTF2T-6_interaction			-3.79714804108041e-15							0.5549857089352892				
CPEB4-3_CSTF2T-1_interaction			1.3178178642835154e-14							0.22753448090484046				
CPEB4-3_CSTF2T-2_interaction			3.5432590360535656e-14							6.46228264016637e-05				
CPEB4-3_CSTF2T-3_interaction			-0.4504111171555782	-0.4118089474283427			-0.5763231636695152			1.2351020147462817e-05	7.180865104329992e-06			5.058910381105537e-10
CPEB4-3_CSTF2T-4_interaction			-8.032452739312435e-15							0.27962216067721263				
CPEB4-3_CSTF2T-5_interaction			1.5532547324138248e-14							0.010103105132677101				
CPEB4-3_CSTF2T-6_interaction			-2.0416648619214337e-15							0.7734287521487071				
CPEB4-4_CSTF2T-1_interaction			-4.895596412811924e-14							1.0429224357110887e-07				
CPEB4-4_CSTF2T-2_interaction			3.5143315844918736e-14							0.0005320650223266574				
CPEB4-4_CSTF2T-3_interaction			0.295697969336101							0.032566793456997464				
