run_id	run_name	state	sweep_name	sweep_id	seed	type	n_jobs	distance	data_file	data_type	max_depth	objective	eval_metric	n_estimators	learning_rate	early_stopping_rounds	_runtime	_timestamp	test_r2	validate_r2
qftea648	golden-water-6939	finished			150	top_50_percent_dense_binding	-1	50	K562_50_all-events_num-peaks-no-kd.feather	all-events	7	reg:logistic	['rmse', 'logloss']	100000	0.4	100	51.67341683	1750156458.5172558	0.2506666852455329	0.2461409092671459
ig6b58ac	fresh-pyramid-6940	finished			1150	top_50_percent_dense_binding	-1	50	K562_50_all-events_num-peaks-no-kd.feather	all-events	3	reg:logistic	['rmse', 'logloss']	100000	0.1	100	407.718189295	1750156816.147633	0.2891823182154364	0.2824364506736786
4xz51w8i	unique-sky-6941	finished			150	top_50_percent_dense_binding	-1	50	K562_50_all-events_num-peaks-no-kd.feather	all-events	5	reg:logistic	['rmse', 'logloss']	100000	0.2	100	82.645638601	1750156491.7576206	0.2854914420482053	0.23691323478768733
scxzcy14	dandy-music-6942	finished			1150	top_50_percent_dense_binding	-1	50	K562_50_all-events_num-peaks-no-kd.feather	all-events	5	reg:logistic	['rmse', 'logloss']	100000	0.4	100	139.038454714	1750156548.6661224	0.2578367784506571	0.3067174846911388
bac2ro3l	icy-oath-6943	finished			1150	top_50_percent_dense_binding	-1	50	K562_50_all-events_num-peaks-no-kd.feather	all-events	3	reg:logistic	['rmse', 'logloss']	100000	0.2	100	333.793841322	1750156746.535579	0.28779447854872375	0.2954579449468301
lduxrl1d	vocal-breeze-6944	finished			150	top_50_percent_dense_binding	-1	50	K562_50_all-events_num-peaks-no-kd.feather	all-events	9	reg:logistic	['rmse', 'logloss']	100000	0.4	100	59.588604876	1750156472.5941072	0.2655725512883489	0.2589382150259124
evosbcqn	silver-mountain-6945	finished			650	top_50_percent_dense_binding	-1	50	K562_50_all-events_num-peaks-no-kd.feather	all-events	7	reg:logistic	['rmse', 'logloss']	100000	0.1	100	1195.672187599	1750157609.3668408	0.2454632551699718	0.32069539520644186
nvv67at9	divine-dust-6946	finished			150	top_50_percent_dense_binding	-1	50	K562_50_all-events_num-peaks-no-kd.feather	all-events	5	reg:logistic	['rmse', 'logloss']	100000	0.1	100	320.601059937	1750156734.7793286	0.27777318209127244	0.2596458525084788
urzucxh0	grateful-aardvark-6947	finished			150	top_50_percent_dense_binding	-1	50	HepG2_50_all-events_num-peaks-no-kd.feather	all-events	7	reg:logistic	['rmse', 'logloss']	100000	0.2	100	37.019036039	1750156451.956328	0.2924144078319826	0.2769816574480133
xgrgfdgn	zany-leaf-6949	finished			1150	top_50_percent_dense_binding	-1	50	HepG2_50_all-events_num-peaks-no-kd.feather	all-events	5	reg:logistic	['rmse', 'logloss']	100000	0.2	100	47.243373439	1750156463.003048	0.2816212948355019	0.27768595670821195
ytgs241s	fancy-darkness-6948	finished			1150	top_50_percent_dense_binding	-1	50	K562_50_all-events_num-peaks-no-kd.feather	all-events	7	reg:logistic	['rmse', 'logloss']	100000	0.4	100	139.659272076	1750156554.7298458	0.2956175073287277	0.28398443121999495
ls1cmvhf	major-pond-6950	finished			650	top_50_percent_dense_binding	-1	50	K562_50_all-events_num-peaks-no-kd.feather	all-events	3	reg:logistic	['rmse', 'logloss']	100000	0.2	100	120.401480813	1750156541.232616	0.2868065716292313	0.28234844516162605
5qrngc8d	legendary-smoke-6952	finished			1150	top_50_percent_dense_binding	-1	50	K562_50_all-events_num-peaks-no-kd.feather	all-events	9	reg:logistic	['rmse', 'logloss']	100000	0.1	100	282.356333078	1750156703.9566114	0.2806685392004459	0.31892673610838373
smtgnu2y	confused-glade-6951	finished			150	top_50_percent_dense_binding	-1	50	K562_50_all-events_num-peaks-no-kd.feather	all-events	3	reg:logistic	['rmse', 'logloss']	100000	0.2	100	124.268695146	1750156545.1923802	0.29671489462344824	0.2778540414141677
bi4t09wj	helpful-spaceship-6954	finished			1150	top_50_percent_dense_binding	-1	50	K562_50_all-events_num-peaks-no-kd.feather	all-events	7	reg:logistic	['rmse', 'logloss']	100000	0.1	100	1160.499690827	1750157582.3163855	0.27663618202251317	0.25885650739679156
dhu7efd1	balmy-forest-6953	finished			150	top_50_percent_dense_binding	-1	50	K562_50_all-events_num-peaks-no-kd.feather	all-events	9	reg:logistic	['rmse', 'logloss']	100000	0.1	100	995.46333775	1750157417.4009445	0.2809357887571452	0.26367387643898765
1r68yguw	fresh-shape-6955	finished			1150	top_50_percent_dense_binding	-1	50	HepG2_50_all-events_num-peaks-no-kd.feather	all-events	5	reg:logistic	['rmse', 'logloss']	100000	0.4	100	34.445702021	1750156457.53793	0.2878997017254278	0.26940258765538516
7i8jh5pg	bumbling-gorge-6956	finished			150	top_50_percent_dense_binding	-1	50	HepG2_50_all-events_num-peaks-no-kd.feather	all-events	9	reg:logistic	['rmse', 'logloss']	100000	0.1	100	47.188961443	1750156470.5591924	0.28527682555889555	0.2743004547977129
8ltkkll4	lyric-frost-6957	finished			650	top_50_percent_dense_binding	-1	50	HepG2_50_all-events_num-peaks-no-kd.feather	all-events	5	reg:logistic	['rmse', 'logloss']	100000	0.4	100	36.797446202	1750156460.764921	0.3110834586623942	0.3052158475787522
1itjya6a	apricot-terrain-6958	finished			150	top_50_percent_dense_binding	-1	50	HepG2_50_all-events_num-peaks-no-kd.feather	all-events	5	reg:logistic	['rmse', 'logloss']	100000	0.4	100	31.285746599	1750156456.9264486	0.28869982176703324	0.26925058522183976
19t098xv	generous-dream-6959	finished			150	top_50_percent_dense_binding	-1	50	HepG2_50_all-events_num-peaks-no-kd.feather	all-events	7	reg:logistic	['rmse', 'logloss']	100000	0.4	100	32.177366987	1750156459.291055	0.25586515471199056	0.26734297106571325
xn1mbf52	colorful-water-6960	finished			650	top_50_percent_dense_binding	-1	50	HepG2_50_all-events_num-peaks-no-kd.feather	all-events	7	reg:logistic	['rmse', 'logloss']	100000	0.4	100	35.124128439	1750156462.2684357	0.2643034044890472	0.3225540066359486
gp8p5dyp	polished-aardvark-6961	finished			150	top_50_percent_dense_binding	-1	50	HepG2_50_all-events_num-peaks-no-kd.feather	all-events	3	reg:logistic	['rmse', 'logloss']	100000	0.4	100	45.609312637	1750156480.4034204	0.26932931040797814	0.2698346037810193
xja2pxaf	fanciful-tree-6962	finished			1150	top_50_percent_dense_binding	-1	50	HepG2_50_all-events_num-peaks-no-kd.feather	all-events	7	reg:logistic	['rmse', 'logloss']	100000	0.4	100	28.362539382	1750156464.0169237	0.2581012521068573	0.2810798554538886
3z8bh3bg	northern-water-6963	finished			1150	top_50_percent_dense_binding	-1	50	HepG2_50_all-events_num-peaks-no-kd.feather	all-events	9	reg:logistic	['rmse', 'logloss']	100000	0.2	100	37.588971848	1750156473.4328146	0.2797948544325698	0.2683518973785568
8hs5ck3i	soft-vortex-6964	finished			650	top_50_percent_dense_binding	-1	50	HepG2_50_all-events_num-peaks-no-kd.feather	all-events	3	reg:logistic	['rmse', 'logloss']	100000	0.4	100	47.002772667	1750156485.4791849	0.2988084410739624	0.3059084391863366
uzak57p1	splendid-cherry-6965	finished			1150	top_50_percent_dense_binding	-1	100	HepG2_100_all-events_num-peaks-no-kd.feather	all-events	3	reg:logistic	['rmse', 'logloss']	100000	0.05	100	618.154722358	1750157057.0633545	0.2653398929200461	0.3293275725098901
09nwa0ph	generous-surf-6966	finished			1150	top_50_percent_dense_binding	-1	50	HepG2_50_all-events_num-peaks-no-kd.feather	all-events	7	reg:logistic	['rmse', 'logloss']	100000	0.2	100	45.7530539	1750156486.2862473	0.25637968188188565	0.29159472433816225
1dc8fix0	eager-pond-6967	finished			150	top_50_percent_dense_binding	-1	50	HepG2_50_all-events_num-peaks-no-kd.feather	all-events	9	reg:logistic	['rmse', 'logloss']	100000	0.2	100	37.1341077	1750156478.0655332	0.2647156989877474	0.26859055036678303
5jd20ssp	astral-sun-6968	finished			650	top_50_percent_dense_binding	-1	50	HepG2_50_all-events_num-peaks-no-kd.feather	all-events	7	reg:logistic	['rmse', 'logloss']	100000	0.2	100	37.236015129	1750156478.7441473	0.3001156893817024	0.3016621938520364
dwc5wggg	sweet-morning-6969	finished			650	top_50_percent_dense_binding	-1	100	HepG2_100_all-events_num-peaks-no-kd.feather	all-events	5	reg:logistic	['rmse', 'logloss']	100000	0.05	100	135.428144621	1750156599.7957687	0.2717818150626409	0.2562444433098935
rc8891s3	lemon-dragon-6970	finished			150	top_50_percent_dense_binding	-1	100	HepG2_100_all-events_num-peaks-no-kd.feather	all-events	5	reg:logistic	['rmse', 'logloss']	100000	0.05	100	451.161965994	1750156915.7196417	0.29137185344106176	0.27737566841587613
zhtzk5qx	hearty-capybara-6971	finished			1150	top_50_percent_dense_binding	-1	50	HepG2_50_all-events_num-peaks-no-kd.feather	all-events	3	reg:logistic	['rmse', 'logloss']	100000	0.4	100	47.865716203	1750156513.1880188	0.2759383572341082	0.2866169221147773
3sxr6y1h	youthful-resonance-6972	finished			1150	top_50_percent_dense_binding	-1	100	HepG2_100_all-events_num-peaks-no-kd.feather	all-events	5	reg:logistic	['rmse', 'logloss']	100000	0.05	100	140.880853078	1750156609.1087816	0.2756487944031635	0.28490719890230465
8sv0ev55	hardy-aardvark-6973	finished			150	top_50_percent_dense_binding	-1	50	HepG2_50_all-events_num-peaks-no-kd.feather	all-events	5	reg:logistic	['rmse', 'logloss']	100000	0.2	100	175.364457245	1750156645.240851	0.28131868373648117	0.2700501874465814
ago1ctsl	dulcet-blaze-6974	finished			650	top_50_percent_dense_binding	-1	100	HepG2_100_all-events_num-peaks-no-kd.feather	all-events	9	reg:logistic	['rmse', 'logloss']	100000	0.05	100	84.284423999	1750156554.5153728	0.30952508629500763	0.284945308688183
utvlzhbi	wise-mountain-6975	finished			1150	top_50_percent_dense_binding	-1	100	HepG2_100_all-events_num-peaks-no-kd.feather	all-events	9	reg:logistic	['rmse', 'logloss']	100000	0.05	100	84.297744525	1750156554.9323049	0.2506084833282931	0.3222893471854704
07lus18r	cerulean-tree-6976	finished			150	top_50_percent_dense_binding	-1	50	HepG2_50_all-events_num-peaks-no-kd.feather	all-events	3	reg:logistic	['rmse', 'logloss']	100000	0.2	100	206.010852198	1750156677.437327	0.29551405346961446	0.2810772633951314
tn466z4m	fragrant-darkness-6977	finished			650	top_50_percent_dense_binding	-1	100	HepG2_100_all-events_num-peaks-no-kd.feather	all-events	3	reg:logistic	['rmse', 'logloss']	100000	0.05	100	236.394122719	1750156708.5419505	0.29036236732094034	0.26956592537119595
t2ipgltx	comic-grass-6978	finished			150	top_50_percent_dense_binding	-1	100	HepG2_100_all-events_num-peaks-no-kd.feather	all-events	3	reg:logistic	['rmse', 'logloss']	100000	0.05	100	228.729661617	1750156702.598281	0.29118934025272813	0.28140522114830113
19j9vwmm	worthy-flower-6979	finished			1150	top_50_percent_dense_binding	-1	50	HepG2_50_all-events_num-peaks-no-kd.feather	all-events	9	reg:logistic	['rmse', 'logloss']	100000	0.4	100	31.877474406	1750156515.586504	0.29649733534649414	0.30770949898368694
323v19gj	azure-armadillo-6980	finished			650	top_50_percent_dense_binding	-1	50	HepG2_50_all-events_num-peaks-no-kd.feather	all-events	9	reg:logistic	['rmse', 'logloss']	100000	0.4	100	31.062654778	1750156515.0996797	0.2613186368224881	0.27046463670851373
zb3obo53	treasured-surf-6980	finished			150	top_50_percent_dense_binding	-1	50	HepG2_50_all-events_num-peaks-no-kd.feather	all-events	9	reg:logistic	['rmse', 'logloss']	100000	0.4	100	27.578334632	1750156511.6058066	0.320399707464735	0.2683402709054864
3jhe44q8	skilled-surf-6983	finished			150	top_50_percent_dense_binding	-1	100	HepG2_100_all-events_num-peaks-no-kd.feather	all-events	9	reg:logistic	['rmse', 'logloss']	100000	0.05	100	86.963422045	1750156596.8511846	0.2713142791511616	0.28692980353904995
opu9hz9r	comic-firebrand-6982	finished			1150	top_50_percent_dense_binding	-1	100	HepG2_100_all-events_num-peaks-no-kd.feather	all-events	7	reg:logistic	['rmse', 'logloss']	100000	0.05	100	138.318652714	1750156648.1718752	0.26761710765034497	0.300803916075579
rd7g06o8	eager-butterfly-6985	finished			650	top_50_percent_dense_binding	-1	100	HepG2_100_all-events_num-peaks-no-kd.feather	all-events	7	reg:logistic	['rmse', 'logloss']	100000	0.05	100	92.238806324	1750156602.5734265	0.3108376993358708	0.3112480958588808
sie2w9tf	fearless-sun-6984	finished			150	top_50_percent_dense_binding	-1	100	HepG2_100_all-events_num-peaks-no-kd.feather	all-events	7	reg:logistic	['rmse', 'logloss']	100000	0.05	100	100.448056162	1750156610.7626514	0.29415790242852724	0.3098963474136961
mnm31313	azure-wildflower-6986	finished			650	top_50_percent_dense_binding	-1	100	HepG2_100_all-events_num-peaks-no-kd.feather	all-events	5	reg:logistic	['rmse', 'logloss']	100000	0.2	100	148.54956493	1750156661.5027337	0.31942818466743805	0.27502072302777847
66q441ui	glorious-grass-6987	finished			650	top_50_percent_dense_binding	-1	100	HepG2_100_all-events_num-peaks-no-kd.feather	all-events	3	reg:logistic	['rmse', 'logloss']	100000	0.4	100	50.712543439	1750156564.9979186	0.2979665187709819	0.26760882501248073
jstmogsd	jumping-valley-6988	finished			1150	top_50_percent_dense_binding	-1	100	HepG2_100_all-events_num-peaks-no-kd.feather	all-events	7	reg:logistic	['rmse', 'logloss']	100000	0.2	100	39.587446194	1750156554.121498	0.2732223268674643	0.28889138803785896
jpubf06j	giddy-universe-6989	finished			1150	top_50_percent_dense_binding	-1	100	HepG2_100_all-events_num-peaks-no-kd.feather	all-events	5	reg:logistic	['rmse', 'logloss']	100000	0.2	100	195.334434616	1750156710.4875767	0.2606753068203068	0.29918537761746244
x5efpcij	leafy-bird-6990	finished			150	top_50_percent_dense_binding	-1	100	HepG2_100_all-events_num-peaks-no-kd.feather	all-events	9	reg:logistic	['rmse', 'logloss']	100000	0.2	100	122.134398849	1750156637.351102	0.2451076115748525	0.28314492395508295
kj36vlre	exalted-butterfly-6991	finished			150	top_50_percent_dense_binding	-1	100	HepG2_100_all-events_num-peaks-no-kd.feather	all-events	3	reg:logistic	['rmse', 'logloss']	100000	0.2	100	58.416769405	1750156584.493882	0.2758876594142542	0.29188493038609975
xf6jusc6	glorious-eon-6992	finished			1150	top_50_percent_dense_binding	-1	100	HepG2_100_all-events_num-peaks-no-kd.feather	all-events	9	reg:logistic	['rmse', 'logloss']	100000	0.1	100	57.462016825	1750156584.140241	0.28790458664105323	0.27306156597664055
c9qw9pdh	sweet-bush-6993	finished			150	top_50_percent_dense_binding	-1	100	HepG2_100_all-events_num-peaks-no-kd.feather	all-events	3	reg:logistic	['rmse', 'logloss']	100000	0.4	100	52.205798577	1750156579.7644844	0.2859309394557339	0.2822655422536069
d28kyakl	twilight-waterfall-6995	finished			650	top_50_percent_dense_binding	-1	100	HepG2_100_all-events_num-peaks-no-kd.feather	all-events	9	reg:logistic	['rmse', 'logloss']	100000	0.2	100	35.379133881	1750156563.347271	0.26461492575534795	0.2988551195314155
ohw8cty3	pious-star-6994	finished			1150	top_50_percent_dense_binding	-1	100	HepG2_100_all-events_num-peaks-no-kd.feather	all-events	9	reg:logistic	['rmse', 'logloss']	100000	0.2	100	37.866081169	1750156565.7172365	0.32323126347874565	0.2756712246945725
v79cz7i1	vague-dew-6996	finished			650	top_50_percent_dense_binding	-1	100	HepG2_100_all-events_num-peaks-no-kd.feather	all-events	9	reg:logistic	['rmse', 'logloss']	100000	0.1	100	51.908102897	1750156580.032518	0.2607929459085816	0.29300114193976556
22qllzjl	avid-frost-6997	finished			1150	top_50_percent_dense_binding	-1	100	HepG2_100_all-events_num-peaks-no-kd.feather	all-events	3	reg:logistic	['rmse', 'logloss']	100000	0.4	100	57.238956503	1750156588.2537773	0.2797855722059751	0.272368160604312
db1pi2cl	whole-glitter-6998	finished			1150	top_50_percent_dense_binding	-1	100	K562_100_non-overlapping_num-peaks-no-kd.feather	non-overlapping	5	reg:logistic	['rmse', 'logloss']	100000	0.05	100	17.429709588	1750156549.7715788	0.24211508781253463	0.10439702261414474
ei75lwah	twilight-frog-6999	finished			650	top_50_percent_dense_binding	-1	100	HepG2_100_all-events_num-peaks-no-kd.feather	all-events	3	reg:logistic	['rmse', 'logloss']	100000	0.1	100	114.615218315	1750156647.2609248	0.30221594242709204	0.2920119019685794
7nqd5sad	vocal-butterfly-7002	finished			650	top_50_percent_dense_binding	-1	100	K562_100_non-overlapping_num-peaks-no-kd.feather	non-overlapping	5	reg:logistic	['rmse', 'logloss']	100000	0.05	100	133.573649849	1750156668.0207908	0.18408555590009312	0.15908491393626545
blaov1j7	fancy-surf-7001	finished			1150	top_50_percent_dense_binding	-1	100	K562_100_non-overlapping_num-peaks-no-kd.feather	non-overlapping	7	reg:logistic	['rmse', 'logloss']	100000	0.05	100	16.051695335	1750156550.4308386	0.30251683626515935	0.19407750052670636
mkwuurgy	amber-gorge-7000	finished			650	top_50_percent_dense_binding	-1	100	K562_100_non-overlapping_num-peaks-no-kd.feather	non-overlapping	7	reg:logistic	['rmse', 'logloss']	100000	0.05	100	16.117257643	1750156550.1937096	0.13200953851113306	0.22055659571601371
61ate6oc	eager-wave-7003	finished			150	top_50_percent_dense_binding	-1	100	K562_100_non-overlapping_num-peaks-no-kd.feather	non-overlapping	3	reg:logistic	['rmse', 'logloss']	100000	0.1	100	19.725112232	1750156554.839343	0.15734518810303577	0.2390644081586513
bwzdrq0i	cool-leaf-7004	finished			150	top_50_percent_dense_binding	-1	100	K562_100_non-overlapping_num-peaks-no-kd.feather	non-overlapping	5	reg:logistic	['rmse', 'logloss']	100000	0.05	100	17.729733694	1750156552.8776894	0.2800284512021418	0.2034510851224932
9s14opx0	pleasant-butterfly-7005	finished			150	top_50_percent_dense_binding	-1	100	K562_100_non-overlapping_num-peaks-no-kd.feather	non-overlapping	7	reg:logistic	['rmse', 'logloss']	100000	0.05	100	14.746242161	1750156550.5910685	0.2215528519361557	0.15135791578881153
vprzb2rf	young-valley-7006	finished			1150	top_50_percent_dense_binding	-1	100	K562_100_non-overlapping_num-peaks-no-kd.feather	non-overlapping	3	reg:logistic	['rmse', 'logloss']	100000	0.05	100	34.686597622	1750156570.8215308	0.1832679900551072	0.14233636527003957
itrcltph	peach-lion-7007	finished			150	top_50_percent_dense_binding	-1	100	K562_100_non-overlapping_num-peaks-no-kd.feather	non-overlapping	3	reg:logistic	['rmse', 'logloss']	100000	0.05	100	19.545597751	1750156559.17871	0.15973717186930758	0.2151734087877711
9kuob2mo	lunar-dream-7008	finished			650	top_50_percent_dense_binding	-1	100	K562_100_non-overlapping_num-peaks-no-kd.feather	non-overlapping	3	reg:logistic	['rmse', 'logloss']	100000	0.05	100	41.068114493	1750156581.1961749	0.2107572972676881	0.20916055046062831
tu1yw19r	hearty-snowflake-7009	finished			150	top_50_percent_dense_binding	-1	100	HepG2_100_all-events_num-peaks-no-kd.feather	all-events	3	reg:logistic	['rmse', 'logloss']	100000	0.1	100	166.22854946	1750156707.654786	0.29836408952978044	0.28836452444310623
33kc4x07	revived-totem-7010	finished			150	top_50_percent_dense_binding	-1	100	K562_100_non-overlapping_num-peaks-no-kd.feather	non-overlapping	9	reg:logistic	['rmse', 'logloss']	100000	0.05	100	15.104091275	1750156562.4424422	0.2602758490165076	0.23979769129337625
34nzq881	fearless-universe-7011	finished			650	top_50_percent_dense_binding	-1	100	K562_100_non-overlapping_num-peaks-no-kd.feather	non-overlapping	9	reg:logistic	['rmse', 'logloss']	100000	0.05	100	13.985820176	1750156561.4185512	0.23577822573304297	0.16933704784256132
gdlm1f7t	peach-voice-7012	finished			1150	top_50_percent_dense_binding	-1	100	K562_100_non-overlapping_num-peaks-no-kd.feather	non-overlapping	9	reg:logistic	['rmse', 'logloss']	100000	0.05	100	15.305611087	1750156562.7488906	0.17225894241397444	0.2011315943275668
4cqerhbe	firm-hill-7013	finished			150	top_50_percent_dense_binding	-1	100	HepG2_100_all-events_num-peaks-no-kd.feather	all-events	5	reg:logistic	['rmse', 'logloss']	100000	0.1	100	88.272273511	1750156639.8610096	0.2607411947522077	0.3154685792609573
tzexaxkv	snowy-surf-7013	finished			1150	top_50_percent_dense_binding	-1	100	HepG2_100_all-events_num-peaks-no-kd.feather	all-events	3	reg:logistic	['rmse', 'logloss']	100000	0.1	100	136.448495327	1750156688.0371928	0.26846235500526827	0.2727384468780576
0bwun0fi	breezy-pine-7015	finished			1150	top_50_percent_dense_binding	-1	100	HepG2_100_all-events_num-peaks-no-kd.feather	all-events	5	reg:logistic	['rmse', 'logloss']	100000	0.1	100	91.327372963	1750156646.0664513	0.2954231397931666	0.3048928067213218
gvclpj8r	balmy-cosmos-7016	finished			650	top_50_percent_dense_binding	-1	100	HepG2_100_all-events_num-peaks-no-kd.feather	all-events	5	reg:logistic	['rmse', 'logloss']	100000	0.1	100	265.749923607	1750156821.5335934	0.27402454308380886	0.2808429268584598
jpqx69dn	polar-pine-7017	finished			150	top_50_percent_dense_binding	-1	100	K562_100_non-overlapping_num-peaks-no-kd.feather	non-overlapping	3	reg:logistic	['rmse', 'logloss']	100000	0.2	100	9.831330562	1750156569.2029889	0.20903502498091076	0.19433800209585028
ujf9ayq6	eager-resonance-7018	finished			150	top_50_percent_dense_binding	-1	100	K562_100_non-overlapping_num-peaks-no-kd.feather	non-overlapping	5	reg:logistic	['rmse', 'logloss']	100000	0.1	100	16.353132591	1750156575.730652	0.17997659354794937	0.22174125477791504
r5volvb9	classic-pine-7019	finished			1150	top_50_percent_dense_binding	-1	100	K562_100_non-overlapping_num-peaks-no-kd.feather	non-overlapping	9	reg:logistic	['rmse', 'logloss']	100000	0.1	100	8.909271749	1750156569.224238	0.14771846601906047	0.26197331154975123
00vxxrhc	ruby-plant-7020	finished			650	top_50_percent_dense_binding	-1	100	K562_100_non-overlapping_num-peaks-no-kd.feather	non-overlapping	9	reg:logistic	['rmse', 'logloss']	100000	0.1	100	17.484581368	1750156580.8700805	0.16296055030138634	0.2219746557302784
yq3ezuao	noble-deluge-7020	finished			650	top_50_percent_dense_binding	-1	100	K562_100_non-overlapping_num-peaks-no-kd.feather	non-overlapping	7	reg:logistic	['rmse', 'logloss']	100000	0.1	100	12.219750534	1750156575.6022482	0.16690330359918348	0.17908285164752402
z2y2czj2	devout-voice-7022	finished			150	top_50_percent_dense_binding	-1	100	K562_100_non-overlapping_num-peaks-no-kd.feather	non-overlapping	9	reg:logistic	['rmse', 'logloss']	100000	0.1	100	81.617205856	1750156645.10218	0.1981572612957082	0.15663376952653685
ua852tro	radiant-meadow-7024	finished			1150	top_50_percent_dense_binding	-1	100	K562_100_non-overlapping_num-peaks-no-kd.feather	non-overlapping	7	reg:logistic	['rmse', 'logloss']	100000	0.1	100	11.542414412	1750156575.8346913	0.18463532879207536	0.26655653412305713
zjs8w5ar	flowing-sea-7023	finished			150	top_50_percent_dense_binding	-1	100	HepG2_100_all-events_num-peaks-no-kd.feather	all-events	5	reg:logistic	['rmse', 'logloss']	100000	0.4	100	36.735283776	1750156600.9388056	0.27358725398250716	0.2665736823585313
8b71kp1a	genial-gorge-7025	finished			150	top_50_percent_dense_binding	-1	100	HepG2_100_all-events_num-peaks-no-kd.feather	all-events	7	reg:logistic	['rmse', 'logloss']	100000	0.4	100	35.285974175	1750156602.7861588	0.28842260559714816	0.26787451362595605
rsovt955	genial-snowflake-7025	finished			150	top_50_percent_dense_binding	-1	100	K562_100_non-overlapping_num-peaks-no-kd.feather	non-overlapping	7	reg:logistic	['rmse', 'logloss']	100000	0.1	100	137.050939016	1750156704.5760975	0.22427589383925983	0.19153358018304445
spgptacp	distinctive-star-7027	finished			1150	top_50_percent_dense_binding	-1	100	HepG2_100_all-events_num-peaks-no-kd.feather	all-events	5	reg:logistic	['rmse', 'logloss']	100000	0.4	100	31.493769394	1750156599.2004204	0.27201517023382893	0.28804454270726876
6ej18337	prime-dust-7029	finished			650	top_50_percent_dense_binding	-1	100	HepG2_100_all-events_num-peaks-no-kd.feather	all-events	7	reg:logistic	['rmse', 'logloss']	100000	0.2	100	45.388534603	1750156615.4771366	0.29099782837755295	0.29907460504161654
mcxygc81	deep-puddle-7030	finished			150	top_50_percent_dense_binding	-1	100	HepG2_100_all-events_num-peaks-no-kd.feather	all-events	7	reg:logistic	['rmse', 'logloss']	100000	0.2	100	40.759864768	1750156610.9871228	0.24948017470976147	0.2976682627462628
r7u9x094	comic-rain-7028	finished			650	top_50_percent_dense_binding	-1	100	HepG2_100_all-events_num-peaks-no-kd.feather	all-events	9	reg:logistic	['rmse', 'logloss']	100000	0.4	100	31.306223796	1750156601.351714	0.29142599872617525	0.24793172141512165
vuanxfwd	silver-galaxy-7031	finished			1150	top_50_percent_dense_binding	-1	100	HepG2_100_all-events_num-peaks-no-kd.feather	all-events	9	reg:logistic	['rmse', 'logloss']	100000	0.4	100	30.244726506	1750156601.0807405	0.28814035810777894	0.25663050888751504
ae1yx1ns	lively-leaf-7036	finished			650	top_50_percent_dense_binding	-1	100	K562_100_non-overlapping_num-peaks-no-kd.feather	non-overlapping	5	reg:logistic	['rmse', 'logloss']	100000	0.1	100	12.249988946	1750156584.9784777	0.2312905128476331	0.17589994242074225
kcd64b8j	graceful-totem-7035	finished			650	top_50_percent_dense_binding	-1	100	HepG2_100_all-events_num-peaks-no-kd.feather	all-events	5	reg:logistic	['rmse', 'logloss']	100000	0.4	100	42.703209739	1750156615.412042	0.286653422823711	0.24743486220465316
modkgpfi	rich-dragon-7032	finished			150	top_50_percent_dense_binding	-1	100	HepG2_100_all-events_num-peaks-no-kd.feather	all-events	9	reg:logistic	['rmse', 'logloss']	100000	0.1	100	58.702467523	1750156630.603331	0.26873747598881303	0.2746941893625432
pry1rbh3	proud-star-7033	finished			1150	top_50_percent_dense_binding	-1	100	HepG2_100_all-events_num-peaks-no-kd.feather	all-events	7	reg:logistic	['rmse', 'logloss']	100000	0.1	100	75.092610258	1750156647.1928766	0.299993542368322	0.3265907956558679
t7xgio11	faithful-monkey-7037	finished			650	top_50_percent_dense_binding	-1	100	K562_100_non-overlapping_num-peaks-no-kd.feather	non-overlapping	3	reg:logistic	['rmse', 'logloss']	100000	0.1	100	22.408152004	1750156594.576179	0.22351963240342387	0.17254156217080907
y1y5rsz6	azure-cosmos-7034	finished			1150	top_50_percent_dense_binding	-1	100	K562_100_non-overlapping_num-peaks-no-kd.feather	non-overlapping	5	reg:logistic	['rmse', 'logloss']	100000	0.1	100	131.582827044	1750156704.1696758	0.1241326942258998	0.21975332135205017
c8dy7vvb	magic-universe-7038	finished			1150	top_50_percent_dense_binding	-1	100	K562_100_non-overlapping_num-peaks-no-kd.feather	non-overlapping	3	reg:logistic	['rmse', 'logloss']	100000	0.1	100	22.633012694	1750156595.9971883	0.1871155918791851	0.28466762250279043
z7pn10mp	floral-wind-7039	finished			650	top_50_percent_dense_binding	-1	100	HepG2_100_all-events_num-peaks-no-kd.feather	all-events	3	reg:logistic	['rmse', 'logloss']	100000	0.2	100	77.700043938	1750156655.2652488	0.2764645769049673	0.28974580408480843
i8ttqvmw	wandering-jazz-7041	finished			150	top_50_percent_dense_binding	-1	100	HepG2_100_all-events_num-peaks-no-kd.feather	all-events	5	reg:logistic	['rmse', 'logloss']	100000	0.2	100	52.858715301	1750156631.4225106	0.31652631664923914	0.3134473558243812
ppexo60b	northern-elevator-7040	finished			1150	top_50_percent_dense_binding	-1	100	HepG2_100_all-events_num-peaks-no-kd.feather	all-events	3	reg:logistic	['rmse', 'logloss']	100000	0.2	100	72.824664687	1750156650.904388	0.34024052366757174	0.2775267718562011
0a80drks	jumping-glitter-7042	finished			650	top_50_percent_dense_binding	-1	100	HepG2_100_all-events_num-peaks-no-kd.feather	all-events	7	reg:logistic	['rmse', 'logloss']	100000	0.4	100	40.226109838	1750156619.4695315	0.3212062989656933	0.2706176093434839
