run_id	run_name	state	sweep_name	sweep_id	seed	type	n_jobs	distance	data_file	data_type	max_depth	objective	eval_metric	n_estimators	learning_rate	early_stopping_rounds	_runtime	_timestamp	test_r2	validate_r2
vu9q8frj	graceful-cloud-899	finished			1150	only_include_pos_3_4	-1	100	HepG2_100_non-overlapping_num-peaks-no-kd.feather	non-overlapping	7	reg:logistic	['rmse', 'logloss']	100000	0.2	100	4.754030877	1750120574.7112896	0.04290172840007689	0.15558766071169272
zpj8804l	vital-durian-908	finished			650	only_include_pos_3_4	-1	100	HepG2_100_non-overlapping_num-peaks-no-kd.feather	non-overlapping	3	reg:logistic	['rmse', 'logloss']	100000	0.4	100	4.453119433	1750120574.9138205	0.18259491161591523	0.1299806451122676
bew9lvo5	gallant-gorge-910	finished			650	only_include_pos_3_4	-1	100	HepG2_100_non-overlapping_num-peaks-no-kd.feather	non-overlapping	5	reg:logistic	['rmse', 'logloss']	100000	0.2	100	6.748594291	1750120578.1061532	0.1789821059325355	0.16108337352742952
lbqoawjd	northern-cloud-910	finished			1150	only_include_pos_3_4	-1	100	HepG2_100_non-overlapping_num-peaks-no-kd.feather	non-overlapping	5	reg:logistic	['rmse', 'logloss']	100000	0.2	100	4.885787641	1750120576.2170265	0.15390115442242402	0.16496324006598484
nx583zoq	wild-mountain-910	finished			650	only_include_pos_3_4	-1	100	HepG2_100_non-overlapping_num-peaks-no-kd.feather	non-overlapping	7	reg:logistic	['rmse', 'logloss']	100000	0.2	100	5.654198174	1750120576.9834456	0.1448715807578963	0.14229149767098814
wc4tohvq	visionary-shadow-913	finished			650	only_include_pos_3_4	-1	100	HepG2_100_non-overlapping_num-peaks-no-kd.feather	non-overlapping	7	reg:logistic	['rmse', 'logloss']	100000	0.4	100	4.552099677	1750120575.8447876	0.15721504214745496	0.16161870214266927
z8amnn72	polar-surf-913	finished			150	only_include_pos_3_4	-1	100	HepG2_100_non-overlapping_num-peaks-no-kd.feather	non-overlapping	7	reg:logistic	['rmse', 'logloss']	100000	0.4	100	5.410914199	1750120576.702217	0.1869343958985328	0.18798060024107932
n1i8ssx0	sandy-jazz-915	finished			150	only_include_pos_3_4	-1	100	HepG2_100_non-overlapping_num-peaks-no-kd.feather	non-overlapping	7	reg:logistic	['rmse', 'logloss']	100000	0.2	100	85.112179117	1750120656.9929826	0.17895749060985	0.13989989525041435
7cmpx4gc	eternal-sun-916	finished			1150	only_include_pos_3_4	-1	100	HepG2_100_non-overlapping_num-peaks-no-kd.feather	non-overlapping	5	reg:logistic	['rmse', 'logloss']	100000	0.4	100	8.142108286	1750120583.655802	0.10639812460079	0.1679937528320531
cdas99hh	expert-bush-916	finished			650	only_include_pos_3_4	-1	100	HepG2_100_non-overlapping_num-peaks-no-kd.feather	non-overlapping	5	reg:logistic	['rmse', 'logloss']	100000	0.4	100	6.866775399	1750120582.380865	0.1555201181092961	0.20680582622266175
46ktitdy	honest-monkey-919	finished			150	only_include_pos_3_4	-1	50	HepG2_50_non-overlapping_num-peaks-no-kd.feather	non-overlapping	9	reg:logistic	['rmse', 'logloss']	100000	0.05	100	18.489063652	1750120598.148612	0.14220239596221185	0.16460356030679169
4zwsnsn0	stellar-fog-921	finished			1150	only_include_pos_3_4	-1	50	HepG2_50_non-overlapping_num-peaks-no-kd.feather	non-overlapping	5	reg:logistic	['rmse', 'logloss']	100000	0.05	100	37.67650569	1750120617.679175	0.15781686365112657	0.18142257711761445
mp3iy66w	dazzling-glade-918	finished			1150	only_include_pos_3_4	-1	50	HepG2_50_non-overlapping_num-peaks-no-kd.feather	non-overlapping	7	reg:logistic	['rmse', 'logloss']	100000	0.05	100	31.277238591	1750120610.9349034	0.14251441551863508	0.2038000772109012
vp3e3ptm	effortless-cosmos-918	finished			150	only_include_pos_3_4	-1	50	HepG2_50_non-overlapping_num-peaks-no-kd.feather	non-overlapping	7	reg:logistic	['rmse', 'logloss']	100000	0.05	100	9.722996689	1750120589.38195	0.1391244323206503	0.10889375978807936
wdn79qph	vague-paper-922	finished			150	ignore_pos_1_6	-1	500	K562_500_all-events_num-peaks-no-kd.feather	all-events	3	reg:logistic	['rmse', 'logloss']	100000	0.4	100	1074.749963458	1750121655.7898436	0.20976806243802024	0.27651990878651767
1w2dckzj	fine-jazz-928	finished			150	only_include_pos_3_4	-1	50	HepG2_50_non-overlapping_num-peaks-no-kd.feather	non-overlapping	5	reg:logistic	['rmse', 'logloss']	100000	0.2	100	5.260680917	1750120686.5982866	0.16855442732229098	0.1751192957522535
38slojex	lively-sponge-925	finished			1150	only_include_pos_3_4	-1	50	HepG2_50_non-overlapping_num-peaks-no-kd.feather	non-overlapping	9	reg:logistic	['rmse', 'logloss']	100000	0.4	100	4.815346563	1750120685.8711634	0.13454553979207395	0.16270964865111037
9j7kutzr	fearless-surf-925	finished			650	only_include_pos_3_4	-1	50	HepG2_50_non-overlapping_num-peaks-no-kd.feather	non-overlapping	3	reg:logistic	['rmse', 'logloss']	100000	0.4	100	5.768663081	1750120686.8299425	0.1636505065243734	0.16849475689282245
fqg31mpi	fast-butterfly-923	finished			150	only_include_pos_3_4	-1	50	HepG2_50_non-overlapping_num-peaks-no-kd.feather	non-overlapping	7	reg:logistic	['rmse', 'logloss']	100000	0.4	100	4.832445668	1750120685.8090246	0.17709257303933568	0.16574483636936332
p0mr7c97	divine-hill-929	finished			650	only_include_pos_3_4	-1	50	HepG2_50_non-overlapping_num-peaks-no-kd.feather	non-overlapping	3	reg:logistic	['rmse', 'logloss']	100000	0.2	100	5.921977663	1750120687.2938817	0.14165858499633988	0.09155055938610555
uuw1z868	stellar-water-924	finished			1150	only_include_pos_3_4	-1	50	HepG2_50_non-overlapping_num-peaks-no-kd.feather	non-overlapping	7	reg:logistic	['rmse', 'logloss']	100000	0.2	100	4.73274803	1750120685.7172675	0.18270461246875047	0.15159368180841704
ydwybo7v	noble-sun-927	finished			1150	only_include_pos_3_4	-1	50	HepG2_50_non-overlapping_num-peaks-no-kd.feather	non-overlapping	3	reg:logistic	['rmse', 'logloss']	100000	0.2	100	5.089775277	1750120686.187395	0.15547079462143243	0.13755790663135423
9czzc8dc	peach-elevator-933	finished			1150	only_include_pos_3_4	-1	50	HepG2_50_non-overlapping_num-peaks-no-kd.feather	non-overlapping	9	reg:logistic	['rmse', 'logloss']	100000	0.1	100	5.24661288	1750120688.8448188	0.17340210216339402	0.1417866636189018
9w0na7ag	clear-shadow-930	finished			650	only_include_pos_3_4	-1	50	HepG2_50_non-overlapping_num-peaks-no-kd.feather	non-overlapping	5	reg:logistic	['rmse', 'logloss']	100000	0.1	100	7.172207094	1750120690.3610055	0.13463015545627977	0.14901109436368476
bfv103nr	kind-morning-932	finished			150	only_include_pos_3_4	-1	50	HepG2_50_non-overlapping_num-peaks-no-kd.feather	non-overlapping	3	reg:logistic	['rmse', 'logloss']	100000	0.2	100	11.099672512	1750120694.4577506	0.15111803794724177	0.19271616778016964
xgqj1ovc	generous-music-934	finished			650	only_include_pos_3_4	-1	50	HepG2_50_non-overlapping_num-peaks-no-kd.feather	non-overlapping	9	reg:logistic	['rmse', 'logloss']	100000	0.1	100	4.910957925	1750120688.5100772	0.14487032644750852	0.12873519825392998
yarjychx	true-pyramid-931	finished			150	only_include_pos_3_4	-1	50	HepG2_50_non-overlapping_num-peaks-no-kd.feather	non-overlapping	5	reg:logistic	['rmse', 'logloss']	100000	0.1	100	16.397430782	1750120699.5667088	0.1672395635225914	0.14464323433567983
1vf814jl	azure-sound-939	finished			150	only_include_pos_3_4	-1	50	HepG2_50_non-overlapping_num-peaks-no-kd.feather	non-overlapping	9	reg:logistic	['rmse', 'logloss']	100000	0.2	100	5.483709544	1750120689.7518845	0.1574657454443611	0.16437100975799634
397f0bx4	fancy-glade-935	finished			650	only_include_pos_3_4	-1	50	HepG2_50_non-overlapping_num-peaks-no-kd.feather	non-overlapping	7	reg:logistic	['rmse', 'logloss']	100000	0.4	100	4.041928987	1750120688.1302614	0.1717397761250209	0.1566285567864072
785vaawr	crisp-music-936	finished			1150	only_include_pos_3_4	-1	50	HepG2_50_non-overlapping_num-peaks-no-kd.feather	non-overlapping	7	reg:logistic	['rmse', 'logloss']	100000	0.4	100	4.14646657	1750120688.356648	0.18240288692889484	0.14143939474213774
7y0f04we	cool-water-945	finished			150	only_include_pos_3_4	-1	50	HepG2_50_non-overlapping_num-peaks-no-kd.feather	non-overlapping	3	reg:logistic	['rmse', 'logloss']	100000	0.1	100	9.103578769	1750120693.6777468	0.14319228459902367	0.16159284958000475
92sgmvfb	charmed-wave-941	finished			1150	only_include_pos_3_4	-1	50	HepG2_50_non-overlapping_num-peaks-no-kd.feather	non-overlapping	5	reg:logistic	['rmse', 'logloss']	100000	0.4	100	4.353872677	1750120688.7224376	0.17802408434212813	0.1491190007619484
c1acbh9o	fresh-cosmos-947	finished			1150	only_include_pos_3_4	-1	50	HepG2_50_non-overlapping_num-peaks-no-kd.feather	non-overlapping	9	reg:logistic	['rmse', 'logloss']	100000	0.2	100	49.739433874	1750120734.36404	0.2191149297356035	0.1961999045507199
clz5s48e	stellar-brook-943	finished			150	only_include_pos_3_4	-1	50	HepG2_50_non-overlapping_num-peaks-no-kd.feather	non-overlapping	5	reg:logistic	['rmse', 'logloss']	100000	0.4	100	5.011073918	1750120689.445296	0.1247905754554992	0.1903919877444462
fld13upe	effortless-dawn-936	finished			650	only_include_pos_3_4	-1	50	HepG2_50_non-overlapping_num-peaks-no-kd.feather	non-overlapping	9	reg:logistic	['rmse', 'logloss']	100000	0.4	100	4.110221456	1750120688.3206706	0.17033554839308662	0.1352412731786078
i3dx7rnq	cerulean-morning-949	finished			650	only_include_pos_3_4	-1	50	HepG2_50_non-overlapping_num-peaks-no-kd.feather	non-overlapping	5	reg:logistic	['rmse', 'logloss']	100000	0.4	100	43.741721139	1750120728.4794495	0.11274483467266716	0.16141806575956907
os1z9lor	icy-salad-938	finished			650	only_include_pos_3_4	-1	50	HepG2_50_non-overlapping_num-peaks-no-kd.feather	non-overlapping	9	reg:logistic	['rmse', 'logloss']	100000	0.2	100	4.415645491	1750120688.6608107	0.1721050355773135	0.18445784934518428
pazysaw1	still-dew-945	finished			1150	only_include_pos_3_4	-1	50	HepG2_50_non-overlapping_num-peaks-no-kd.feather	non-overlapping	3	reg:logistic	['rmse', 'logloss']	100000	0.4	100	4.456797523	1750120688.9869957	0.15713140428096706	0.16483573768080972
tfckycme	denim-disco-940	finished			150	only_include_pos_3_4	-1	50	HepG2_50_non-overlapping_num-peaks-no-kd.feather	non-overlapping	3	reg:logistic	['rmse', 'logloss']	100000	0.4	100	3.98392445	1750120688.29545	0.14573984677344798	0.14545692665477206
tr9pt6bb	revived-water-944	finished			1150	only_include_pos_3_4	-1	50	HepG2_50_non-overlapping_num-peaks-no-kd.feather	non-overlapping	3	reg:logistic	['rmse', 'logloss']	100000	0.1	100	10.591510069	1750120695.1278868	0.15946536886364016	0.16505326947927434
vgi8taqn	swept-darkness-948	finished			650	only_include_pos_3_4	-1	50	HepG2_50_non-overlapping_num-peaks-no-kd.feather	non-overlapping	3	reg:logistic	['rmse', 'logloss']	100000	0.1	100	7.74311047	1750120692.3999424	0.15097454931163312	0.1617955615523783
z51o2ne0	colorful-microwave-942	finished			150	only_include_pos_3_4	-1	50	HepG2_50_non-overlapping_num-peaks-no-kd.feather	non-overlapping	9	reg:logistic	['rmse', 'logloss']	100000	0.4	100	85.559172159	1750120769.958429	0.1353228170683919	0.1955073380322402
37r17koy	efficient-music-951	finished			150	only_include_pos_3_4	-1	50	HepG2_50_non-overlapping_num-peaks-no-kd.feather	non-overlapping	7	reg:logistic	['rmse', 'logloss']	100000	0.1	100	5.24415497	1750120690.2086203	0.1464716786103868	0.15802296743657052
9zxes94m	usual-music-956	finished			150	only_include_pos_3_4	-1	50	HepG2_50_non-overlapping_num-peaks-no-kd.feather	non-overlapping	7	reg:logistic	['rmse', 'logloss']	100000	0.2	100	53.079818926	1750120738.681474	0.11523340536105188	0.1866890519564284
bnjc3uyh	apricot-frost-954	finished			1150	only_include_pos_3_4	-1	50	HepG2_50_non-overlapping_num-peaks-no-kd.feather	non-overlapping	5	reg:logistic	['rmse', 'logloss']	100000	0.1	100	15.245961752	1750120700.4367304	0.1881459936667967	0.17321736038999158
emuu8wjl	noble-smoke-950	finished			650	only_include_pos_3_4	-1	50	HepG2_50_non-overlapping_num-peaks-no-kd.feather	non-overlapping	5	reg:logistic	['rmse', 'logloss']	100000	0.2	100	6.512298105	1750120691.3682947	0.14637947192493006	0.14406946633459627
hqon6cvf	fast-smoke-955	finished			1150	only_include_pos_3_4	-1	50	HepG2_50_non-overlapping_num-peaks-no-kd.feather	non-overlapping	9	reg:logistic	['rmse', 'logloss']	100000	0.05	100	160.356300514	1750120845.5938373	0.09934123502295655	0.1700484911243375
ohbcdq7x	likely-music-953	finished			1150	only_include_pos_3_4	-1	50	HepG2_50_non-overlapping_num-peaks-no-kd.feather	non-overlapping	5	reg:logistic	['rmse', 'logloss']	100000	0.2	100	6.418868672	1750120691.5478728	0.19396517448586512	0.1886230256974899
ynedp064	mild-bee-952	finished			650	only_include_pos_3_4	-1	50	HepG2_50_non-overlapping_num-peaks-no-kd.feather	non-overlapping	7	reg:logistic	['rmse', 'logloss']	100000	0.2	100	5.669378006	1750120690.7007847	0.16823465975304397	0.19849615319115255
2i2e8e7b	curious-violet-958	finished			150	only_include_pos_3_4	-1	50	HepG2_50_non-overlapping_num-peaks-no-kd.feather	non-overlapping	9	reg:logistic	['rmse', 'logloss']	100000	0.1	100	5.515999362	1750120691.9564545	0.16274163915991957	0.1305739026904542
8c2zz734	noble-grass-957	finished			650	only_include_pos_3_4	-1	50	HepG2_50_non-overlapping_num-peaks-no-kd.feather	non-overlapping	7	reg:logistic	['rmse', 'logloss']	100000	0.1	100	8.823190381	1750120695.207406	0.12442478193569896	0.22094212580972517
gn0c8qj0	misunderstood-music-959	finished			1150	only_include_pos_3_4	-1	50	HepG2_50_non-overlapping_num-peaks-no-kd.feather	non-overlapping	7	reg:logistic	['rmse', 'logloss']	100000	0.1	100	207.971109694	1750120894.544974	0.20133621239526045	0.1957524674382093
8lrabcha	lunar-lion-960	finished			650	only_include_pos_3_4	-1	50	HepG2_50_non-overlapping_num-peaks-no-kd.feather	non-overlapping	9	reg:logistic	['rmse', 'logloss']	100000	0.05	100	18.083814336	1750120708.477045	0.15133977295212864	0.2038976341622145
5r398pdn	vocal-thunder-961	finished			150	only_include_pos_3_4	-1	100	K562_100_all-events_num-peaks-no-kd.feather	all-events	3	reg:logistic	['rmse', 'logloss']	100000	0.05	100	398.992625887	1750121103.8213787	0.2269274778689433	0.19841554867125025
5d1ke4eu	stellar-armadillo-962	finished			650	only_include_pos_3_4	-1	100	K562_100_all-events_num-peaks-no-kd.feather	all-events	3	reg:logistic	['rmse', 'logloss']	100000	0.05	100	392.744167068	1750121099.8999498	0.22190848342483172	0.1876870245379506
cg7jvqdt	rosy-frost-963	finished			1150	only_include_pos_3_4	-1	100	K562_100_all-events_num-peaks-no-kd.feather	all-events	3	reg:logistic	['rmse', 'logloss']	100000	0.05	100	413.875538726	1750121125.1801715	0.1920873350718646	0.2023844687453321
pti0iv6p	denim-flower-964	finished			150	only_include_pos_3_4	-1	100	K562_100_all-events_num-peaks-no-kd.feather	all-events	5	reg:logistic	['rmse', 'logloss']	100000	0.05	100	136.905499275	1750120853.0738685	0.17491070571849543	0.20140417450100612
rvt8507m	summer-elevator-965	finished			650	only_include_pos_3_4	-1	100	K562_100_all-events_num-peaks-no-kd.feather	all-events	5	reg:logistic	['rmse', 'logloss']	100000	0.05	100	158.653047645	1750120874.9244685	0.18002245955819107	0.18587306631251369
re14ogda	smooth-yogurt-966	finished			1150	only_include_pos_3_4	-1	100	K562_100_all-events_num-peaks-no-kd.feather	all-events	5	reg:logistic	['rmse', 'logloss']	100000	0.05	100	226.333934051	1750120948.4195912	0.19877911329790565	0.2034582557881851
q7c5qxeb	golden-water-967	finished			150	only_include_pos_3_4	-1	100	K562_100_all-events_num-peaks-no-kd.feather	all-events	7	reg:logistic	['rmse', 'logloss']	100000	0.05	100	113.568041041	1750120836.0404356	0.1983462277320568	0.1801593770965415
e3alc9a2	dazzling-star-968	finished			150	only_include_pos_3_4	-1	250	HepG2_250_all-events_num-peaks-no-kd.feather	all-events	9	reg:logistic	['rmse', 'logloss']	100000	0.05	100	310.91800386	1750121038.993251	0.22478668061346652	0.21579406897901288
g5989oki	restful-bush-969	finished			650	only_include_pos_3_4	-1	250	HepG2_250_all-events_num-peaks-no-kd.feather	all-events	5	reg:logistic	['rmse', 'logloss']	100000	0.05	100	109.356046601	1750120837.7986758	0.20965777349413028	0.23566814890462495
o9pxl553	skilled-mountain-970	finished			1150	only_include_pos_3_4	-1	250	HepG2_250_all-events_num-peaks-no-kd.feather	all-events	7	reg:logistic	['rmse', 'logloss']	100000	0.05	100	82.698218822	1750120811.178995	0.21250738121605992	0.22504137635656973
0ldk111w	super-voice-972	finished			650	only_include_pos_3_4	-1	250	HepG2_250_all-events_num-peaks-no-kd.feather	all-events	5	reg:logistic	['rmse', 'logloss']	100000	0.1	100	220.435260253	1750120949.3323762	0.2084503821810194	0.23917796571977057
i0dpczqa	glad-galaxy-971	finished			150	only_include_pos_3_4	-1	250	HepG2_250_all-events_num-peaks-no-kd.feather	all-events	3	reg:logistic	['rmse', 'logloss']	100000	0.05	100	116.685710318	1750120845.5204132	0.21069276654396163	0.21588374566841295
ij6r36vl	unique-deluge-973	finished			650	only_include_pos_3_4	-1	100	K562_100_all-events_num-peaks-no-kd.feather	all-events	3	reg:logistic	['rmse', 'logloss']	100000	0.1	100	175.818938657	1750120906.4755416	0.1993496461500179	0.19849819080360853
ed7u9oya	fiery-waterfall-975	finished			150	only_include_pos_3_4	-1	250	HepG2_250_all-events_num-peaks-no-kd.feather	all-events	3	reg:logistic	['rmse', 'logloss']	100000	0.1	100	250.503614649	1750120981.973126	0.23073330300947725	0.21529705535851415
otopz332	wild-voice-974	finished			150	only_include_pos_3_4	-1	100	K562_100_all-events_num-peaks-no-kd.feather	all-events	3	reg:logistic	['rmse', 'logloss']	100000	0.1	100	176.294658735	1750120907.193276	0.195465729786252	0.20617275513527833
37ufk1tc	fiery-jazz-976	finished			1150	only_include_pos_3_4	-1	100	K562_100_all-events_num-peaks-no-kd.feather	all-events	3	reg:logistic	['rmse', 'logloss']	100000	0.1	100	224.384829426	1750120956.3774652	0.1987436208671366	0.2121346012212323
yuz5r2kb	super-river-977	finished			1150	only_include_pos_3_4	-1	100	K562_100_all-events_num-peaks-no-kd.feather	all-events	5	reg:logistic	['rmse', 'logloss']	100000	0.2	100	605.733391623	1750121339.9140615	0.17586602951192842	0.21770003078823183
76jdqjku	bumbling-meadow-978	finished			1150	only_include_pos_3_4	-1	100	K562_100_all-events_num-peaks-no-kd.feather	all-events	7	reg:logistic	['rmse', 'logloss']	100000	0.1	100	72.326586763	1750120807.1941738	0.19111107411374528	0.18951142072180327
dazdmr5a	skilled-thunder-980	finished			150	only_include_pos_3_4	-1	100	K562_100_all-events_num-peaks-no-kd.feather	all-events	5	reg:logistic	['rmse', 'logloss']	100000	0.2	100	578.086270648	1750121313.7691638	0.18415359459043745	0.1838593463649504
f5ksn8z1	summer-hill-979	finished			150	only_include_pos_3_4	-1	100	K562_100_all-events_num-peaks-no-kd.feather	all-events	9	reg:logistic	['rmse', 'logloss']	100000	0.05	100	364.928122825	1750121099.9926224	0.201523403000877	0.19556583712161144
k0akejtk	fiery-totem-981	finished			650	only_include_pos_3_4	-1	100	K562_100_all-events_num-peaks-no-kd.feather	all-events	9	reg:logistic	['rmse', 'logloss']	100000	0.1	100	59.467695802	1750120795.478243	0.20062987656555387	0.17218934927210072
iwtnm0qu	lunar-armadillo-982	finished			650	only_include_pos_3_4	-1	100	K562_100_all-events_num-peaks-no-kd.feather	all-events	7	reg:logistic	['rmse', 'logloss']	100000	0.1	100	88.575551663	1750120825.4922996	0.1879025955495296	0.20373036004904688
yk8tx4en	rose-oath-983	finished			150	only_include_pos_3_4	-1	100	K562_100_all-events_num-peaks-no-kd.feather	all-events	9	reg:logistic	['rmse', 'logloss']	100000	0.1	100	221.906121416	1750120959.139308	0.20524596699592024	0.18868985083873613
2ol96rkz	fresh-smoke-985	finished			1150	only_include_pos_3_4	-1	100	K562_100_all-events_num-peaks-no-kd.feather	all-events	9	reg:logistic	['rmse', 'logloss']	100000	0.05	100	100.378821365	1750120838.834396	0.19705483918120903	0.1716167278913886
slgknksb	vivid-yogurt-984	finished			1150	only_include_pos_3_4	-1	100	K562_100_all-events_num-peaks-no-kd.feather	all-events	7	reg:logistic	['rmse', 'logloss']	100000	0.4	100	44.22994681	1750120782.655683	0.2142637264992122	0.20695044238387128
ih93pecj	visionary-pine-987	finished			650	only_include_pos_3_4	-1	100	K562_100_all-events_num-peaks-no-kd.feather	all-events	5	reg:logistic	['rmse', 'logloss']	100000	0.4	100	46.907975499	1750120787.4477472	0.2034871156908652	0.20235301560979543
rh37ewjg	logical-totem-986	finished			1150	only_include_pos_3_4	-1	100	K562_100_all-events_num-peaks-no-kd.feather	all-events	3	reg:logistic	['rmse', 'logloss']	100000	0.4	100	59.009117803	1750120799.4526422	0.19166151318557936	0.21558416591937313
2wurj799	still-grass-991	finished			1150	only_include_pos_3_4	-1	250	HepG2_250_all-events_num-peaks-no-kd.feather	all-events	9	reg:logistic	['rmse', 'logloss']	100000	0.05	100	37.451814996	1750120779.2662508	0.2359150848486964	0.2011307172165121
cl5ssj8f	happy-elevator-989	finished			650	only_include_pos_3_4	-1	100	K562_100_all-events_num-peaks-no-kd.feather	all-events	3	reg:logistic	['rmse', 'logloss']	100000	0.2	100	85.343448315	1750120825.5866165	0.20053241610611927	0.1934205523961756
nbe8a9g9	light-oath-990	finished			650	only_include_pos_3_4	-1	100	K562_100_all-events_num-peaks-no-kd.feather	all-events	9	reg:logistic	['rmse', 'logloss']	100000	0.05	100	130.466632043	1750120871.87579	0.20920605319733931	0.19473119211545295
xhnlckv4	fiery-wildflower-988	finished			1150	only_include_pos_3_4	-1	100	K562_100_all-events_num-peaks-no-kd.feather	all-events	3	reg:logistic	['rmse', 'logloss']	100000	0.2	100	142.320470575	1750120882.563568	0.1795293030673394	0.19817410860261664
flfk4ta2	playful-microwave-994	finished			650	only_include_pos_3_4	-1	100	K562_100_all-events_num-peaks-no-kd.feather	all-events	5	reg:logistic	['rmse', 'logloss']	100000	0.2	100	182.019790906	1750120924.4149487	0.21168653177435393	0.2130693107247108
sgqzml59	swept-eon-993	finished			650	only_include_pos_3_4	-1	250	HepG2_250_all-events_num-peaks-no-kd.feather	all-events	9	reg:logistic	['rmse', 'logloss']	100000	0.05	100	70.537316803	1750120812.78598	0.20177524561860383	0.2282496071222594
xzzqid9o	super-wave-992	finished			150	only_include_pos_3_4	-1	100	K562_100_all-events_num-peaks-no-kd.feather	all-events	7	reg:logistic	['rmse', 'logloss']	100000	0.1	100	69.542912441	1750120811.6263616	0.2002860028671981	0.18360807601985296
36t04cnn	youthful-disco-998	finished			650	only_include_pos_3_4	-1	250	HepG2_250_all-events_num-peaks-no-kd.feather	all-events	7	reg:logistic	['rmse', 'logloss']	100000	0.05	100	57.205020504	1750120800.733641	0.2313703993576175	0.2019020920453466
5hsu82go	legendary-dust-998	finished			150	only_include_pos_3_4	-1	250	HepG2_250_all-events_num-peaks-no-kd.feather	all-events	7	reg:logistic	['rmse', 'logloss']	100000	0.05	100	63.358250789	1750120806.886588	0.2383761424993971	0.2198607417559593
7mnrpgfy	kind-microwave-996	finished			150	only_include_pos_3_4	-1	250	HepG2_250_all-events_num-peaks-no-kd.feather	all-events	5	reg:logistic	['rmse', 'logloss']	100000	0.05	100	123.335832459	1750120866.5054176	0.23927630624907748	0.22999738767654332
8ayi3k0f	silver-flower-997	finished			1150	only_include_pos_3_4	-1	250	HepG2_250_all-events_num-peaks-no-kd.feather	all-events	3	reg:logistic	['rmse', 'logloss']	100000	0.05	100	267.209079448	1750121010.6270175	0.2151831881392835	0.2560746945049214
9repjogn	royal-firebrand-995	finished			650	only_include_pos_3_4	-1	250	HepG2_250_all-events_num-peaks-no-kd.feather	all-events	3	reg:logistic	['rmse', 'logloss']	100000	0.05	100	109.98733089	1750120853.0538025	0.24661982492086187	0.2089485020733125
meuj2v0b	absurd-eon-999	finished			1150	only_include_pos_3_4	-1	250	HepG2_250_all-events_num-peaks-no-kd.feather	all-events	5	reg:logistic	['rmse', 'logloss']	100000	0.05	100	127.099205585	1750120870.6560297	0.2390861077494164	0.24535408292249672
bc5dr7jw	lemon-paper-1002	finished			650	only_include_pos_3_4	-1	250	HepG2_250_all-events_num-peaks-no-kd.feather	all-events	3	reg:logistic	['rmse', 'logloss']	100000	0.1	100	101.22694118	1750120845.6649382	0.20739272158541755	0.23157477417293315
gyza3lfu	revived-snowflake-1003	finished			1150	only_include_pos_3_4	-1	250	HepG2_250_all-events_num-peaks-no-kd.feather	all-events	3	reg:logistic	['rmse', 'logloss']	100000	0.1	100	105.726523916	1750120850.2068386	0.2142504016416452	0.21371609024890637
qz1h6ndn	wandering-water-1004	finished			150	only_include_pos_3_4	-1	250	HepG2_250_all-events_num-peaks-no-kd.feather	all-events	5	reg:logistic	['rmse', 'logloss']	100000	0.1	100	81.450693674	1750120826.0632153	0.22093858732753613	0.2240660679232389
s79svh0l	stellar-dragon-1001	finished			1150	only_include_pos_3_4	-1	100	K562_100_all-events_num-peaks-no-kd.feather	all-events	5	reg:logistic	['rmse', 'logloss']	100000	0.1	100	372.048913716	1750121116.3307734	0.2093856590349794	0.21617227658201144
hni8ae6j	noble-galaxy-1005	finished			650	only_include_pos_3_4	-1	100	K562_100_all-events_num-peaks-no-kd.feather	all-events	5	reg:logistic	['rmse', 'logloss']	100000	0.1	100	125.13220385	1750120869.9771256	0.2070278738021104	0.22494939118091983
n0vkqm79	youthful-oath-1006	finished			150	only_include_pos_3_4	-1	100	K562_100_all-events_num-peaks-no-kd.feather	all-events	5	reg:logistic	['rmse', 'logloss']	100000	0.1	100	286.432912532	1750121034.3894217	0.20350252068518992	0.21260047711641772
22yxhuo2	unique-mountain-1007	finished			150	only_include_pos_3_4	-1	100	K562_100_all-events_num-peaks-no-kd.feather	all-events	5	reg:logistic	['rmse', 'logloss']	100000	0.4	100	43.286781303	1750120792.480669	0.1843000913429557	0.20746466147324336
c1eacsdl	cerulean-lake-1008	finished			1150	only_include_pos_3_4	-1	100	K562_100_all-events_num-peaks-no-kd.feather	all-events	7	reg:logistic	['rmse', 'logloss']	100000	0.05	100	142.466002181	1750120893.6654022	0.20754639784899587	0.2000264566413036
t1m3ub7c	generous-durian-1009	finished			650	only_include_pos_3_4	-1	100	K562_100_all-events_num-peaks-no-kd.feather	all-events	7	reg:logistic	['rmse', 'logloss']	100000	0.05	100	135.680785512	1750120886.8256285	0.1818567601593878	0.18089429843383775
z88wa84w	colorful-wave-1010	finished			1150	only_include_pos_3_4	-1	250	HepG2_250_all-events_num-peaks-no-kd.feather	all-events	5	reg:logistic	['rmse', 'logloss']	100000	0.1	100	431.440280335	1750121186.2690046	0.2307554222005904	0.2399647350603319
629ufa7l	honest-cloud-1012	finished			150	only_include_pos_3_4	-1	100	K562_100_all-events_num-peaks-no-kd.feather	all-events	9	reg:logistic	['rmse', 'logloss']	100000	0.2	100	56.954105887	1750120815.324753	0.21652504997958444	0.19303721790685557
w66pbdl4	charmed-star-1011	finished			1150	only_include_pos_3_4	-1	100	K562_100_all-events_num-peaks-no-kd.feather	all-events	7	reg:logistic	['rmse', 'logloss']	100000	0.2	100	83.678191868	1750120842.048778	0.1997675420004461	0.2066978794892156
