run_id	run_name	state	sweep_name	sweep_id	model.name	model.alpha	dataset.name	training.seed	model.l1_ratio	training.loss_fn	platiglib_project	training.batch_size	training.pin_memory	training.num_workers	training.wandb.track	dataset.target_fields	training.wandb.entity	training.profile.plots	training.wandb.project	dataset.fold_filter.seed	dataset.fold_filter.side	training.profile.metrics	training.wandb.save_code	training.wandb.save_model	training.wandb.save_plots	training.data_split.method	training.persistent_workers	dataset.fold_filter.num_folds	training.data_split.num_folds	training.wandb.save_artifacts	dataset.fold_filter.fold_index	training.profile.final_metrics	training.wandb.log_fold_metrics	training.wandb.save_predictions	dataset.fold_filter.group_column	training.data_split.group_column	training.wandb.log_training_plots	training.wandb.log_baseline_metrics	training.wandb.log_training_metrics	dataset.features.binding_matrix.in_silico_kd	dataset.features.binding_matrix.binding_format	dataset.data_source.EncodeRBPBindingDataSource.window	dataset.data_source.EncodeRBPBindingDataSource.cell_line	dataset.data_source.EncodeRBPBindingDataSource.min_read_count	dataset.data_source.EncodeRBPBindingDataSource.three_exon_combos	cv_loss	cv_r2_score	cv_r2_score_std	cv_rmse	cv_rmse_std	cv_sigmoid_r2	cv_sigmoid_r2_std	holdout_loss	holdout_r2_score	holdout_rmse	holdout_sigmoid_r2	outer_loop_holdout_loss	outer_loop_holdout_r2_score	outer_loop_holdout_rmse	outer_loop_holdout_sigmoid_r2
7an8cqfs	expert-sweep-925	finished	ElasticNet	k2unw4uu	ElasticNet	5.0	RBPSEDataset	100	0.1	mean_squared_error	rbpse	1024	True	4	True	['target_psi']	platiglab	['fancy_scatter', 'cumul_resid_dist', ['wandb_faux_pr_curve', {'thresh': 0.5}], ['wandb_faux_roc_curve', {'thresh': 0.5}]]	yogi-linear-models-gencode-v24-v29-matching-exons	17	train	['r2_score', 'rmse', 'sigmoid_r2']	False	False	False	cross_validation	True	5	5	False	1	[]	False	False	ensembl_gene_id	ensembl_gene_id	False	False	True	True	binary	100	HepG2	40	all	0.1149	-0.0003102	0.0003567	0.339	0.00433	-0.1466	0.01517	0.115	-0.0001111	0.3391	-0.1458				
7ba4g2na	distinctive-sweep-53	finished	ElasticNet	k2unw4uu	ElasticNet	0.0005	RBPSEDataset	400	0.25	mean_squared_error	rbpse	1024	True	4	True	['target_psi']	platiglab	['fancy_scatter', 'cumul_resid_dist', ['wandb_faux_pr_curve', {'thresh': 0.5}], ['wandb_faux_roc_curve', {'thresh': 0.5}]]	yogi-linear-models-gencode-v24-v29-matching-exons	17	train	['r2_score', 'rmse', 'sigmoid_r2']	False	False	False	cross_validation	True	5	5	False	1	[]	False	False	ensembl_gene_id	ensembl_gene_id	False	False	True	True	binary	100	K562	40	all	0.08851	0.1835	0.009161	0.2975	0.005962	-0.1073	0.01979	0.08852	0.1838	0.2975	-0.1061				
7f846q0v	vibrant-sweep-887	finished	ElasticNet	k2unw4uu	ElasticNet	1.0	RBPSEDataset	500	0.1	mean_squared_error	rbpse	1024	True	4	True	['target_psi']	platiglab	['fancy_scatter', 'cumul_resid_dist', ['wandb_faux_pr_curve', {'thresh': 0.5}], ['wandb_faux_roc_curve', {'thresh': 0.5}]]	yogi-linear-models-gencode-v24-v29-matching-exons	17	train	['r2_score', 'rmse', 'sigmoid_r2']	False	False	False	cross_validation	True	5	5	False	1	[]	False	False	ensembl_gene_id	ensembl_gene_id	False	False	True	True	binary	100	HepG2	40	all	0.115	-0.0002302	0.0002234	0.339	0.00437	-0.1463	0.01327	0.115	-8.129e-05	0.3391	-0.1458				
7fbqjfji	woven-sweep-211	finished	ElasticNet	k2unw4uu	ElasticNet	0.05	RBPSEDataset	100	0.1	mean_squared_error	rbpse	1024	True	4	True	['target_psi']	platiglab	['fancy_scatter', 'cumul_resid_dist', ['wandb_faux_pr_curve', {'thresh': 0.5}], ['wandb_faux_roc_curve', {'thresh': 0.5}]]	yogi-linear-models-gencode-v24-v29-matching-exons	17	train	['r2_score', 'rmse', 'sigmoid_r2']	False	False	False	cross_validation	True	5	5	False	1	[]	False	False	ensembl_gene_id	ensembl_gene_id	False	False	True	True	binary	100	K562	40	all	0.1025	0.05445	0.003216	0.32	0.006259	-0.1632	0.02526	0.1025	0.05491	0.3201	-0.1615				
7ihiif15	easy-sweep-848	finished	ElasticNet	k2unw4uu	ElasticNet	0.5	RBPSEDataset	100	0.25	mean_squared_error	rbpse	1024	True	4	True	['target_psi']	platiglab	['fancy_scatter', 'cumul_resid_dist', ['wandb_faux_pr_curve', {'thresh': 0.5}], ['wandb_faux_roc_curve', {'thresh': 0.5}]]	yogi-linear-models-gencode-v24-v29-matching-exons	17	train	['r2_score', 'rmse', 'sigmoid_r2']	False	False	False	cross_validation	True	5	5	False	1	[]	False	False	ensembl_gene_id	ensembl_gene_id	False	False	True	True	binary	100	HepG2	40	all	0.1149	-0.0003102	0.0003567	0.339	0.00433	-0.1466	0.01517	0.115	-0.0001111	0.3391	-0.1458				
7itozsls	winter-sweep-116	finished	ElasticNet	k2unw4uu	ElasticNet	0.001	RBPSEDataset	400	0.9	mean_squared_error	rbpse	1024	True	4	True	['target_psi']	platiglab	['fancy_scatter', 'cumul_resid_dist', ['wandb_faux_pr_curve', {'thresh': 0.5}], ['wandb_faux_roc_curve', {'thresh': 0.5}]]	yogi-linear-models-gencode-v24-v29-matching-exons	17	train	['r2_score', 'rmse', 'sigmoid_r2']	False	False	False	cross_validation	True	5	5	False	1	[]	False	False	ensembl_gene_id	ensembl_gene_id	False	False	True	True	binary	100	K562	40	all	0.09079	0.1624	0.00803	0.3013	0.00565	-0.1219	0.02072	0.09081	0.1627	0.3013	-0.1207				
7jbg8bkd	northern-sweep-1040	finished	ElasticNet	k2unw4uu	ElasticNet	50.0	RBPSEDataset	400	0.9	mean_squared_error	rbpse	1024	True	4	True	['target_psi']	platiglab	['fancy_scatter', 'cumul_resid_dist', ['wandb_faux_pr_curve', {'thresh': 0.5}], ['wandb_faux_roc_curve', {'thresh': 0.5}]]	yogi-linear-models-gencode-v24-v29-matching-exons	17	train	['r2_score', 'rmse', 'sigmoid_r2']	False	False	False	cross_validation	True	5	5	False	1	[]	False	False	ensembl_gene_id	ensembl_gene_id	False	False	True	True	binary	100	HepG2	40	all	0.115	-0.0001202	0.0001443	0.3391	0.00391	-0.146	0.01012	0.115	-4.285e-05	0.3391	-0.1458				
7jhde5gz	colorful-sweep-204	finished	ElasticNet	k2unw4uu	ElasticNet	0.01	RBPSEDataset	100	1.0	mean_squared_error	rbpse	1024	True	4	True	['target_psi']	platiglab	['fancy_scatter', 'cumul_resid_dist', ['wandb_faux_pr_curve', {'thresh': 0.5}], ['wandb_faux_roc_curve', {'thresh': 0.5}]]	yogi-linear-models-gencode-v24-v29-matching-exons	17	train	['r2_score', 'rmse', 'sigmoid_r2']	False	False	False	cross_validation	True	5	5	False	1	[]	False	False	ensembl_gene_id	ensembl_gene_id	False	False	True	True	binary	100	K562	40	all	0.1061	0.02103	0.001704	0.3256	0.006413	-0.1714	0.0254	0.1061	0.02149	0.3258	-0.1697				
7l6jy0my	wild-sweep-15	finished	ElasticNet	k2unw4uu	ElasticNet	0.0001	RBPSEDataset	100	0.5	mean_squared_error	rbpse	1024	True	4	True	['target_psi']	platiglab	['fancy_scatter', 'cumul_resid_dist', ['wandb_faux_pr_curve', {'thresh': 0.5}], ['wandb_faux_roc_curve', {'thresh': 0.5}]]	yogi-linear-models-gencode-v24-v29-matching-exons	17	train	['r2_score', 'rmse', 'sigmoid_r2']	False	False	False	cross_validation	True	5	5	False	1	[]	False	False	ensembl_gene_id	ensembl_gene_id	False	False	True	True	binary	100	K562	40	all	0.08861	0.1821	0.01231	0.2976	0.004453	-0.1049	0.02674	0.08862	0.1829	0.2977	-0.1032				
7lxitkpy	copper-sweep-935	finished	ElasticNet	k2unw4uu	ElasticNet	5.0	RBPSEDataset	400	0.25	mean_squared_error	rbpse	1024	True	4	True	['target_psi']	platiglab	['fancy_scatter', 'cumul_resid_dist', ['wandb_faux_pr_curve', {'thresh': 0.5}], ['wandb_faux_roc_curve', {'thresh': 0.5}]]	yogi-linear-models-gencode-v24-v29-matching-exons	17	train	['r2_score', 'rmse', 'sigmoid_r2']	False	False	False	cross_validation	True	5	5	False	1	[]	False	False	ensembl_gene_id	ensembl_gene_id	False	False	True	True	binary	100	HepG2	40	all	0.115	-0.0001202	0.0001443	0.3391	0.00391	-0.146	0.01012	0.115	-4.285e-05	0.3391	-0.1458				
7ngtp2wj	polished-sweep-97	finished	ElasticNet	k2unw4uu	ElasticNet	0.001	RBPSEDataset	600	0.25	mean_squared_error	rbpse	1024	True	4	True	['target_psi']	platiglab	['fancy_scatter', 'cumul_resid_dist', ['wandb_faux_pr_curve', {'thresh': 0.5}], ['wandb_faux_roc_curve', {'thresh': 0.5}]]	yogi-linear-models-gencode-v24-v29-matching-exons	17	train	['r2_score', 'rmse', 'sigmoid_r2']	False	False	False	cross_validation	True	5	5	False	1	[]	False	False	ensembl_gene_id	ensembl_gene_id	False	False	True	True	binary	100	K562	40	all	0.08856	0.1829	0.009978	0.2976	0.001737	-0.11	0.01565	0.08858	0.1833	0.2976	-0.1093				
7niuzgf2	astral-sweep-319	finished	ElasticNet	k2unw4uu	ElasticNet	0.5	RBPSEDataset	400	0.75	mean_squared_error	rbpse	1024	True	4	True	['target_psi']	platiglab	['fancy_scatter', 'cumul_resid_dist', ['wandb_faux_pr_curve', {'thresh': 0.5}], ['wandb_faux_roc_curve', {'thresh': 0.5}]]	yogi-linear-models-gencode-v24-v29-matching-exons	17	train	['r2_score', 'rmse', 'sigmoid_r2']	False	False	False	cross_validation	True	5	5	False	1	[]	False	False	ensembl_gene_id	ensembl_gene_id	False	False	True	True	binary	100	K562	40	all	0.1085	-0.0005593	0.0005494	0.3293	0.005712	-0.1766	0.02335	0.1085	-0.0001906	0.3293	-0.1753				
7p34518r	easy-sweep-952	finished	ElasticNet	k2unw4uu	ElasticNet	5.0	RBPSEDataset	700	0.75	mean_squared_error	rbpse	1024	True	4	True	['target_psi']	platiglab	['fancy_scatter', 'cumul_resid_dist', ['wandb_faux_pr_curve', {'thresh': 0.5}], ['wandb_faux_roc_curve', {'thresh': 0.5}]]	yogi-linear-models-gencode-v24-v29-matching-exons	17	train	['r2_score', 'rmse', 'sigmoid_r2']	False	False	False	cross_validation	True	5	5	False	1	[]	False	False	ensembl_gene_id	ensembl_gene_id	False	False	True	True	binary	100	HepG2	40	all	0.1151	-0.001537	0.001652	0.3391	0.008949	-0.1485	0.03164	0.115	-0.0005903	0.3392	-0.1459				
7qgkrdus	faithful-sweep-564	finished	ElasticNet	k2unw4uu	ElasticNet	0.0001	RBPSEDataset	400	0.5	mean_squared_error	rbpse	1024	True	4	True	['target_psi']	platiglab	['fancy_scatter', 'cumul_resid_dist', ['wandb_faux_pr_curve', {'thresh': 0.5}], ['wandb_faux_roc_curve', {'thresh': 0.5}]]	yogi-linear-models-gencode-v24-v29-matching-exons	17	train	['r2_score', 'rmse', 'sigmoid_r2']	False	False	False	cross_validation	True	5	5	False	1	[]	False	False	ensembl_gene_id	ensembl_gene_id	False	False	True	True	binary	100	HepG2	40	all	0.09383	0.1838	0.01262	0.3063	0.002697	-0.07358	0.01326	0.0938	0.1842	0.3063	-0.07322				
7r2v9nxr	robust-sweep-652	finished	ElasticNet	k2unw4uu	ElasticNet	0.001	RBPSEDataset	100	0.75	mean_squared_error	rbpse	1024	True	4	True	['target_psi']	platiglab	['fancy_scatter', 'cumul_resid_dist', ['wandb_faux_pr_curve', {'thresh': 0.5}], ['wandb_faux_roc_curve', {'thresh': 0.5}]]	yogi-linear-models-gencode-v24-v29-matching-exons	17	train	['r2_score', 'rmse', 'sigmoid_r2']	False	False	False	cross_validation	True	5	5	False	1	[]	False	False	ensembl_gene_id	ensembl_gene_id	False	False	True	True	binary	100	HepG2	40	all	0.09552	0.1684	0.009285	0.3091	0.002808	-0.08851	0.01414	0.09555	0.1689	0.3091	-0.08766				
7s89zao4	valiant-sweep-203	finished	ElasticNet	k2unw4uu	ElasticNet	0.01	RBPSEDataset	700	0.9	mean_squared_error	rbpse	1024	True	4	True	['target_psi']	platiglab	['fancy_scatter', 'cumul_resid_dist', ['wandb_faux_pr_curve', {'thresh': 0.5}], ['wandb_faux_roc_curve', {'thresh': 0.5}]]	yogi-linear-models-gencode-v24-v29-matching-exons	17	train	['r2_score', 'rmse', 'sigmoid_r2']	False	False	False	cross_validation	True	5	5	False	1	[]	False	False	ensembl_gene_id	ensembl_gene_id	False	False	True	True	binary	100	K562	40	all	0.1057	0.02535	0.00113	0.3249	0.006631	-0.1702	0.02481	0.1057	0.02577	0.325	-0.1685				
7sld16gb	tough-sweep-973	finished	ElasticNet	k2unw4uu	ElasticNet	10.0	RBPSEDataset	700	0.1	mean_squared_error	rbpse	1024	True	4	True	['target_psi']	platiglab	['fancy_scatter', 'cumul_resid_dist', ['wandb_faux_pr_curve', {'thresh': 0.5}], ['wandb_faux_roc_curve', {'thresh': 0.5}]]	yogi-linear-models-gencode-v24-v29-matching-exons	17	train	['r2_score', 'rmse', 'sigmoid_r2']	False	False	False	cross_validation	True	5	5	False	1	[]	False	False	ensembl_gene_id	ensembl_gene_id	False	False	True	True	binary	100	HepG2	40	all	0.1151	-0.001537	0.001652	0.3391	0.008949	-0.1485	0.03164	0.115	-0.0005903	0.3392	-0.1459				
7uec0gk6	vague-sweep-249	finished	ElasticNet	k2unw4uu	ElasticNet	0.05	RBPSEDataset	400	1.0	mean_squared_error	rbpse	1024	True	4	True	['target_psi']	platiglab	['fancy_scatter', 'cumul_resid_dist', ['wandb_faux_pr_curve', {'thresh': 0.5}], ['wandb_faux_roc_curve', {'thresh': 0.5}]]	yogi-linear-models-gencode-v24-v29-matching-exons	17	train	['r2_score', 'rmse', 'sigmoid_r2']	False	False	False	cross_validation	True	5	5	False	1	[]	False	False	ensembl_gene_id	ensembl_gene_id	False	False	True	True	binary	100	K562	40	all	0.1085	-0.0005593	0.0005494	0.3293	0.005712	-0.1766	0.02335	0.1085	-0.0001906	0.3293	-0.1753				
7ukuwhwv	sandy-sweep-234	finished	ElasticNet	k2unw4uu	ElasticNet	0.05	RBPSEDataset	300	0.75	mean_squared_error	rbpse	1024	True	4	True	['target_psi']	platiglab	['fancy_scatter', 'cumul_resid_dist', ['wandb_faux_pr_curve', {'thresh': 0.5}], ['wandb_faux_roc_curve', {'thresh': 0.5}]]	yogi-linear-models-gencode-v24-v29-matching-exons	17	train	['r2_score', 'rmse', 'sigmoid_r2']	False	False	False	cross_validation	True	5	5	False	1	[]	False	False	ensembl_gene_id	ensembl_gene_id	False	False	True	True	binary	100	K562	40	all	0.1085	-0.000193	0.0002352	0.3293	0.004473	-0.1758	0.01426	0.1085	-7.051e-05	0.3293	-0.1753				
7v2ppaf1	flowing-sweep-468	finished	ElasticNet	k2unw4uu	ElasticNet	50.0	RBPSEDataset	600	0.1	mean_squared_error	rbpse	1024	True	4	True	['target_psi']	platiglab	['fancy_scatter', 'cumul_resid_dist', ['wandb_faux_pr_curve', {'thresh': 0.5}], ['wandb_faux_roc_curve', {'thresh': 0.5}]]	yogi-linear-models-gencode-v24-v29-matching-exons	17	train	['r2_score', 'rmse', 'sigmoid_r2']	False	False	False	cross_validation	True	5	5	False	1	[]	False	False	ensembl_gene_id	ensembl_gene_id	False	False	True	True	binary	100	K562	40	all	0.1084	-0.0002027	0.0002662	0.3293	0.003399	-0.1758	0.01402	0.1085	-6.88e-05	0.3293	-0.1752				
7vb0g0p3	feasible-sweep-970	finished	ElasticNet	k2unw4uu	ElasticNet	10.0	RBPSEDataset	400	0.1	mean_squared_error	rbpse	1024	True	4	True	['target_psi']	platiglab	['fancy_scatter', 'cumul_resid_dist', ['wandb_faux_pr_curve', {'thresh': 0.5}], ['wandb_faux_roc_curve', {'thresh': 0.5}]]	yogi-linear-models-gencode-v24-v29-matching-exons	17	train	['r2_score', 'rmse', 'sigmoid_r2']	False	False	False	cross_validation	True	5	5	False	1	[]	False	False	ensembl_gene_id	ensembl_gene_id	False	False	True	True	binary	100	HepG2	40	all	0.115	-0.0001202	0.0001443	0.3391	0.00391	-0.146	0.01012	0.115	-4.285e-05	0.3391	-0.1458				
7x4f17dn	radiant-sweep-573	finished	ElasticNet	k2unw4uu	ElasticNet	0.0001	RBPSEDataset	600	0.75	mean_squared_error	rbpse	1024	True	4	True	['target_psi']	platiglab	['fancy_scatter', 'cumul_resid_dist', ['wandb_faux_pr_curve', {'thresh': 0.5}], ['wandb_faux_roc_curve', {'thresh': 0.5}]]	yogi-linear-models-gencode-v24-v29-matching-exons	17	train	['r2_score', 'rmse', 'sigmoid_r2']	False	False	False	cross_validation	True	5	5	False	1	[]	False	False	ensembl_gene_id	ensembl_gene_id	False	False	True	True	binary	100	HepG2	40	all	0.09337	0.1878	0.01167	0.3056	0.002124	-0.07389	0.01776	0.09335	0.188	0.3055	-0.0735				
80sgcrfr	lyric-sweep-94	finished	ElasticNet	k2unw4uu	ElasticNet	0.001	RBPSEDataset	300	0.25	mean_squared_error	rbpse	1024	True	4	True	['target_psi']	platiglab	['fancy_scatter', 'cumul_resid_dist', ['wandb_faux_pr_curve', {'thresh': 0.5}], ['wandb_faux_roc_curve', {'thresh': 0.5}]]	yogi-linear-models-gencode-v24-v29-matching-exons	17	train	['r2_score', 'rmse', 'sigmoid_r2']	False	False	False	cross_validation	True	5	5	False	1	[]	False	False	ensembl_gene_id	ensembl_gene_id	False	False	True	True	binary	100	K562	40	all	0.08872	0.1818	0.008264	0.2978	0.004303	-0.1101	0.01329	0.08872	0.182	0.2979	-0.1097				
83lywa66	bumbling-sweep-194	finished	ElasticNet	k2unw4uu	ElasticNet	0.01	RBPSEDataset	500	0.75	mean_squared_error	rbpse	1024	True	4	True	['target_psi']	platiglab	['fancy_scatter', 'cumul_resid_dist', ['wandb_faux_pr_curve', {'thresh': 0.5}], ['wandb_faux_roc_curve', {'thresh': 0.5}]]	yogi-linear-models-gencode-v24-v29-matching-exons	17	train	['r2_score', 'rmse', 'sigmoid_r2']	False	False	False	cross_validation	True	5	5	False	1	[]	False	False	ensembl_gene_id	ensembl_gene_id	False	False	True	True	binary	100	K562	40	all	0.1041	0.03959	0.00144	0.3226	0.005666	-0.1659	0.02066	0.1041	0.03987	0.3227	-0.165				
84iirbul	peach-sweep-657	finished	ElasticNet	k2unw4uu	ElasticNet	0.001	RBPSEDataset	600	0.75	mean_squared_error	rbpse	1024	True	4	True	['target_psi']	platiglab	['fancy_scatter', 'cumul_resid_dist', ['wandb_faux_pr_curve', {'thresh': 0.5}], ['wandb_faux_roc_curve', {'thresh': 0.5}]]	yogi-linear-models-gencode-v24-v29-matching-exons	17	train	['r2_score', 'rmse', 'sigmoid_r2']	False	False	False	cross_validation	True	5	5	False	1	[]	False	False	ensembl_gene_id	ensembl_gene_id	False	False	True	True	binary	100	HepG2	40	all	0.09554	0.1689	0.009011	0.3091	0.002323	-0.08797	0.01708	0.09552	0.1692	0.3091	-0.0876				
85iev7ma	flowing-sweep-714	finished	ElasticNet	k2unw4uu	ElasticNet	0.005	RBPSEDataset	700	1.0	mean_squared_error	rbpse	1024	True	4	True	['target_psi']	platiglab	['fancy_scatter', 'cumul_resid_dist', ['wandb_faux_pr_curve', {'thresh': 0.5}], ['wandb_faux_roc_curve', {'thresh': 0.5}]]	yogi-linear-models-gencode-v24-v29-matching-exons	17	train	['r2_score', 'rmse', 'sigmoid_r2']	False	False	False	cross_validation	True	5	5	False	1	[]	False	False	ensembl_gene_id	ensembl_gene_id	False	False	True	True	binary	100	HepG2	40	all	0.1042	0.09339	0.002288	0.3226	0.008238	-0.1209	0.03153	0.1041	0.09436	0.3227	-0.1183				
86m81s93	stilted-sweep-692	finished	ElasticNet	k2unw4uu	ElasticNet	0.005	RBPSEDataset	600	0.5	mean_squared_error	rbpse	1024	True	4	True	['target_psi']	platiglab	['fancy_scatter', 'cumul_resid_dist', ['wandb_faux_pr_curve', {'thresh': 0.5}], ['wandb_faux_roc_curve', {'thresh': 0.5}]]	yogi-linear-models-gencode-v24-v29-matching-exons	17	train	['r2_score', 'rmse', 'sigmoid_r2']	False	False	False	cross_validation	True	5	5	False	1	[]	False	False	ensembl_gene_id	ensembl_gene_id	False	False	True	True	binary	100	HepG2	40	all	0.09951	0.1344	0.005461	0.3155	0.002786	-0.105	0.01588	0.09949	0.1346	0.3154	-0.1046				
87vjhah4	usual-sweep-929	finished	ElasticNet	k2unw4uu	ElasticNet	5.0	RBPSEDataset	500	0.1	mean_squared_error	rbpse	1024	True	4	True	['target_psi']	platiglab	['fancy_scatter', 'cumul_resid_dist', ['wandb_faux_pr_curve', {'thresh': 0.5}], ['wandb_faux_roc_curve', {'thresh': 0.5}]]	yogi-linear-models-gencode-v24-v29-matching-exons	17	train	['r2_score', 'rmse', 'sigmoid_r2']	False	False	False	cross_validation	True	5	5	False	1	[]	False	False	ensembl_gene_id	ensembl_gene_id	False	False	True	True	binary	100	HepG2	40	all	0.115	-0.0002302	0.0002234	0.339	0.00437	-0.1463	0.01327	0.115	-8.129e-05	0.3391	-0.1458				
8aahht62	confused-sweep-274	finished	ElasticNet	k2unw4uu	ElasticNet	0.1	RBPSEDataset	100	0.75	mean_squared_error	rbpse	1024	True	4	True	['target_psi']	platiglab	['fancy_scatter', 'cumul_resid_dist', ['wandb_faux_pr_curve', {'thresh': 0.5}], ['wandb_faux_roc_curve', {'thresh': 0.5}]]	yogi-linear-models-gencode-v24-v29-matching-exons	17	train	['r2_score', 'rmse', 'sigmoid_r2']	False	False	False	cross_validation	True	5	5	False	1	[]	False	False	ensembl_gene_id	ensembl_gene_id	False	False	True	True	binary	100	K562	40	all	0.1085	-0.0007643	0.0007282	0.3293	0.006451	-0.177	0.02548	0.1085	-0.0002833	0.3294	-0.1753				
8cygjed2	winter-sweep-152	finished	ElasticNet	k2unw4uu	ElasticNet	0.005	RBPSEDataset	500	0.75	mean_squared_error	rbpse	1024	True	4	True	['target_psi']	platiglab	['fancy_scatter', 'cumul_resid_dist', ['wandb_faux_pr_curve', {'thresh': 0.5}], ['wandb_faux_roc_curve', {'thresh': 0.5}]]	yogi-linear-models-gencode-v24-v29-matching-exons	17	train	['r2_score', 'rmse', 'sigmoid_r2']	False	False	False	cross_validation	True	5	5	False	1	[]	False	False	ensembl_gene_id	ensembl_gene_id	False	False	True	True	binary	100	K562	40	all	0.09758	0.1001	0.003862	0.3123	0.00605	-0.148	0.01963	0.09757	0.1003	0.3124	-0.1471				
8hfseek0	true-sweep-797	finished	ElasticNet	k2unw4uu	ElasticNet	0.05	RBPSEDataset	600	1.0	mean_squared_error	rbpse	1024	True	4	True	['target_psi']	platiglab	['fancy_scatter', 'cumul_resid_dist', ['wandb_faux_pr_curve', {'thresh': 0.5}], ['wandb_faux_roc_curve', {'thresh': 0.5}]]	yogi-linear-models-gencode-v24-v29-matching-exons	17	train	['r2_score', 'rmse', 'sigmoid_r2']	False	False	False	cross_validation	True	5	5	False	1	[]	False	False	ensembl_gene_id	ensembl_gene_id	False	False	True	True	binary	100	HepG2	40	all	0.115	-0.0003761	0.0003875	0.3391	0.003265	-0.1462	0.01542	0.115	-0.0001449	0.3391	-0.1458				
8iigslae	sunny-sweep-253	finished	ElasticNet	k2unw4uu	ElasticNet	0.1	RBPSEDataset	100	0.1	mean_squared_error	rbpse	1024	True	4	True	['target_psi']	platiglab	['fancy_scatter', 'cumul_resid_dist', ['wandb_faux_pr_curve', {'thresh': 0.5}], ['wandb_faux_roc_curve', {'thresh': 0.5}]]	yogi-linear-models-gencode-v24-v29-matching-exons	17	train	['r2_score', 'rmse', 'sigmoid_r2']	False	False	False	cross_validation	True	5	5	False	1	[]	False	False	ensembl_gene_id	ensembl_gene_id	False	False	True	True	binary	100	K562	40	all	0.1068	0.01498	0.001195	0.3267	0.006452	-0.1733	0.02543	0.1068	0.01544	0.3268	-0.1716				
8j8bdauv	copper-sweep-1046	finished	ElasticNet	k2unw4uu	ElasticNet	50.0	RBPSEDataset	300	1.0	mean_squared_error	rbpse	1024	True	4	True	['target_psi']	platiglab	['fancy_scatter', 'cumul_resid_dist', ['wandb_faux_pr_curve', {'thresh': 0.5}], ['wandb_faux_roc_curve', {'thresh': 0.5}]]	yogi-linear-models-gencode-v24-v29-matching-exons	17	train	['r2_score', 'rmse', 'sigmoid_r2']	False	False	False	cross_validation	True	5	5	False	1	[]	False	False	ensembl_gene_id	ensembl_gene_id	False	False	True	True	binary	100	HepG2	40	all	0.115	-0.0001374	0.0001603	0.3391	0.001964	-0.146	0.008829	0.115	-5.042e-05	0.3391	-0.1458				
8jbjtpkv	warm-sweep-278	finished	ElasticNet	k2unw4uu	ElasticNet	0.1	RBPSEDataset	500	0.75	mean_squared_error	rbpse	1024	True	4	True	['target_psi']	platiglab	['fancy_scatter', 'cumul_resid_dist', ['wandb_faux_pr_curve', {'thresh': 0.5}], ['wandb_faux_roc_curve', {'thresh': 0.5}]]	yogi-linear-models-gencode-v24-v29-matching-exons	17	train	['r2_score', 'rmse', 'sigmoid_r2']	False	False	False	cross_validation	True	5	5	False	1	[]	False	False	ensembl_gene_id	ensembl_gene_id	False	False	True	True	binary	100	K562	40	all	0.1085	-0.0004657	0.0004008	0.3293	0.005769	-0.1763	0.02138	0.1085	-0.000166	0.3293	-0.1753				
8mgoab5z	zesty-sweep-280	finished	ElasticNet	k2unw4uu	ElasticNet	0.1	RBPSEDataset	700	0.75	mean_squared_error	rbpse	1024	True	4	True	['target_psi']	platiglab	['fancy_scatter', 'cumul_resid_dist', ['wandb_faux_pr_curve', {'thresh': 0.5}], ['wandb_faux_roc_curve', {'thresh': 0.5}]]	yogi-linear-models-gencode-v24-v29-matching-exons	17	train	['r2_score', 'rmse', 'sigmoid_r2']	False	False	False	cross_validation	True	5	5	False	1	[]	False	False	ensembl_gene_id	ensembl_gene_id	False	False	True	True	binary	100	K562	40	all	0.1085	-0.0006371	0.0006549	0.3293	0.006792	-0.1769	0.02439	0.1085	-0.0002335	0.3294	-0.1753				
8ngifkfd	balmy-sweep-409	finished	ElasticNet	k2unw4uu	ElasticNet	5.0	RBPSEDataset	300	0.9	mean_squared_error	rbpse	1024	True	4	True	['target_psi']	platiglab	['fancy_scatter', 'cumul_resid_dist', ['wandb_faux_pr_curve', {'thresh': 0.5}], ['wandb_faux_roc_curve', {'thresh': 0.5}]]	yogi-linear-models-gencode-v24-v29-matching-exons	17	train	['r2_score', 'rmse', 'sigmoid_r2']	False	False	False	cross_validation	True	5	5	False	1	[]	False	False	ensembl_gene_id	ensembl_gene_id	False	False	True	True	binary	100	K562	40	all	0.1085	-0.000193	0.0002352	0.3293	0.004473	-0.1758	0.01426	0.1085	-7.051e-05	0.3293	-0.1753				
8p3z7k55	noble-sweep-781	finished	ElasticNet	k2unw4uu	ElasticNet	0.05	RBPSEDataset	400	0.75	mean_squared_error	rbpse	1024	True	4	True	['target_psi']	platiglab	['fancy_scatter', 'cumul_resid_dist', ['wandb_faux_pr_curve', {'thresh': 0.5}], ['wandb_faux_roc_curve', {'thresh': 0.5}]]	yogi-linear-models-gencode-v24-v29-matching-exons	17	train	['r2_score', 'rmse', 'sigmoid_r2']	False	False	False	cross_validation	True	5	5	False	1	[]	False	False	ensembl_gene_id	ensembl_gene_id	False	False	True	True	binary	100	HepG2	40	all	0.115	-0.0001202	0.0001443	0.3391	0.00391	-0.146	0.01012	0.115	-4.285e-05	0.3391	-0.1458				
