Data Partition	Cell Line	RBP Pair	Position	# Graphs Used in OLS Reg.	# Rows - PPI Interaction	% Rows - PPI Interaction	# Rows - RBP 1 Bound	% Rows - RBP 1 Bound	# Rows - RBP 2 Bound	% Rows - RBP 2 Bound	Intercept Beta Coefficient	Intercept Param P-value	Intercept Param FDR BH	RBP 1 Beta Coefficient	RBP 1 Param P-value	RBP 1 Param FDR BH	RBP 2 Beta Coefficient	RBP 2 Param P-value	RBP 2 Param FDR BH	Interaction Beta Coefficient	Interaction Param P-value	Interaction Param FDR BH
All	K562	GTF2F1-PCBP1	4	2252043	553	0.024555481400665977	12043	0.5347588833783369	12221	0.5426628177170685	0.7203610873514369	0.0	0.0	0.021992306904431155	1.5561857655140104e-11	2.0749143540186805e-11	0.10723995824335535	1.2179601634757992e-240	3.51728682723385e-240	-0.3095318696782504	1.8702150636964953e-88	4.098556416185936e-88
All	K562	DDX42-RBFOX2	2	2252043	153	0.006793831201269247	655	0.029084702201512137	16181	0.718503154691096	0.7212027472085039	0.0	0.0	-0.3528880061726461	9.783745062197601e-114	2.3121814334371386e-113	-0.022068700540162717	1.4392162212624778e-15	2.0353217957441907e-15	0.6342670313997311	1.0529427806575213e-85	2.3034288086596395e-85
All	HepG2	HNRNPK-PCBP1	3	2083000	1221	0.0586173787806049	21375	1.0261641862698032	3818	0.18329332693230918	0.7058346460077294	0.0	0.0	-0.03700141191029101	2.099738914182556e-49	4.005057558533394e-49	0.09419404093875795	6.931746904976249e-42	1.2636635950664666e-41	-0.2452852602941812	2.4171725965428707e-85	5.278489981143089e-85
All	HepG2	RBFOX2-SF3B4	4	2083000	3850	0.18482957273163705	28995	1.3919827172347576	79134	3.7990398463754205	0.6999278127133647	0.0	0.0	-0.08358122293408271	5.022144074014767e-306	1.5479725874020577e-305	0.1709613669263945	0.0	0.0	0.1214932121254819	1.3165905273621902e-84	2.8649751616543437e-84
All	HepG2	NIP7-QKI	3	2083000	158	0.007585213634181469	4153	0.19937590014402307	23234	1.115410465674508	0.7075439197751123	0.0	0.0	-0.10553127897412322	2.5353764517455887e-79	5.3936752054346774e-79	-0.16952331395089523	0.0	0.0	0.5429948503650717	1.6235773917129544e-79	3.46587505381211e-79
All	HepG2	PCBP1-PTBP1	6	2083000	183	0.008785405664906385	4597	0.22069131060969754	3348	0.16072971675468076	0.7056579582679189	0.0	0.0	0.05099938201301389	1.0853648512880869e-21	1.6440085247451902e-21	-0.15022557280188634	5.928349431820299e-126	1.4395756184145167e-125	-0.5148306745828675	1.164800376758557e-78	2.4694567164212293e-78
All	K562	PTBP1-TARDBP	3	2252043	215	0.009546886982175741	12959	0.5754330623349555	15699	0.697100366200823	0.7222565205072864	0.0	0.0	-0.1544086313045215	0.0	0.0	-0.0610459160123249	1.4964894091343483e-104	3.483353878888992e-104	0.44188872448397987	7.380098962589387e-75	1.5539697304532338e-74
All	K562	PCBP1-RBFOX2	5	2252043	504	0.022379679251239872	8869	0.3938201890461239	21494	0.954422273464583	0.7208698084857057	0.0	0.0	0.05776408272769001	1.229347125587855e-51	2.3630996068842753e-51	-0.004858803245118351	0.044562241790874986	0.048484974342888634	-0.29617984987303025	7.507501672687127e-75	1.5781074944628042e-74
All	HepG2	RBM22-TIA1	3	2083000	1180	0.056649063850216036	19836	0.9522803648583773	11273	0.541190590494479	0.7051945190887206	0.0	0.0	0.09903109197474144	0.0	0.0	-0.09967207779277328	1.6060379093269686e-175	4.2781527067416667e-175	-0.20182938072832565	8.964501503940791e-73	1.8748094515855866e-72
All	K562	CSTF2T-NONO	5	2252043	4866	0.21607047467566118	24146	1.0721820142865834	17984	0.7985637929648768	0.7221867956125644	0.0	0.0	-0.07209639104824055	1.1250324276537738e-179	3.022913218652314e-179	-0.0844654585185016	2.159115726859542e-168	5.630099237127413e-168	0.11355415383086716	5.256263168923148e-71	1.0882313696464006e-70
