Protein A,Protein B,UniProt species A,UniProt species B,UniProt accessions A,UniProt accessions B,UniProt IDs A,UniProt IDs B,Times detected (RIS > 0),avgIS,sumIS,Found in both orientations ,H47_avgIS,H47_sumIS,H47_found in both orientations,H47_times detected (RIS > 0),"Biogrid_all direct evidence (Y2H, reconstituted complex, structure)",Biogrid_all,Hippie,HuRI,Known interaction,Protein A has known interactions,Protein B has known interactions,HPA nuclear A,HPA nuclear B,HPA cytoplasmic A,HPA cytoplasmic B,HPA main locations A,HPA additional locations A,HPA main locations B,HPA additional locations B,HPA shared locations,Youn et al. 2018 (PMID 29395067),NanoBRET,NanoBRET MBU,NanoBRET MBU std ,ENCODE eCLIP data A,ENCODE eCLIP data B,ENCODE eCLIP binding sites A,ENCODE eCLIP binding sites B,Jaccard index,Cobinding prob p(A|B),Cobinding prob p(B|A),Cobinding prob p(A|B) (≤54 nt),Cobinding prob p(B|A) (≤54 nt),Close binding events (≤54 nt) A vs. B,Fraction of close binding events A vs. B,Fraction of close binding events in random data A vs. B,Ratio of fractions A vs. B,Resampling p-value A vs. B,Resampling Wilcoxon p-value A vs. B,Close binding events (≤54 nt) B vs. A,Fraction of close binding events B vs. A,Fraction of close binding events in random data B vs. A,Ratio of fractions B vs. A,Resampling p-value B vs. A,Resampling Wilcoxon p-value B vs. A
NUFIP2,EIF4H,MOUSE,MOUSE,Q5F2E7,Q9WUK2,NUFP2_MOUSE,IF4H_MOUSE,1,0,2.47,0,N/A,N/A,N/A,N/A,0,0,0,0,0,1,1,1,1,1,1,Nucleoplasm,Cytosol;Nuclear bodies,Cytosol;Nuclear bodies;Nucleoplasm,N/A,Cytosol;Nuclear bodies;Nucleoplasm,0,N/A,N/A,N/A,0,0,0,0,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
RBMS2,WTAP,HUMAN,HUMAN,Q15434,Q15007,RBMS2_HUMAN,FL2D_HUMAN,1,0.55,2.47,0,N/A,N/A,N/A,N/A,0,0,0,0,0,1,1,1,1,1,0,Nucleoli fibrillar center,Cytosol;Nucleoplasm,Nuclear speckles,N/A,N/A,0,N/A,N/A,N/A,0,0,0,0,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
ATP5F1B,SF1,HUMAN,HUMAN,P06576,Q15637,ATPB_HUMAN,SF01_HUMAN,1,0,2.47,0,0,0,0,0,0,0,0,0,0,1,1,0,1,1,0,Mitochondria,N/A,Nucleoplasm,N/A,N/A,0,N/A,N/A,N/A,0,0,0,0,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
PRR3,RPS27A,HUMAN,HUMAN,P79522,P62979,PRR3_HUMAN,RS27A_HUMAN,1,0.54,2.47,0,N/A,N/A,N/A,N/A,0,0,0,0,0,1,1,1,1,1,1,Nucleoplasm,Cytosol,Cytosol;Endoplasmic reticulum;Nucleoli,N/A,Cytosol,0,N/A,N/A,N/A,0,0,0,0,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
RPL36AL,RAB4A,HUMAN,HUMAN,Q969Q0,P20338,RL36L_HUMAN,RAB4A_HUMAN,1,0,2.47,0,N/A,N/A,N/A,N/A,0,0,0,0,0,1,0,0,N/A,1,N/A,Cytosol;Endoplasmic reticulum,Plasma membrane,N/A,N/A,N/A,0,N/A,N/A,N/A,0,0,0,0,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
SNRNP70,FEZ2,HUMAN,MOUSE,P08621,Q6TYB5,RU17_HUMAN,FEZ2_MOUSE,1,0.5,2.47,0,N/A,N/A,N/A,N/A,0,0,0,0,0,1,1,1,1,0,1,Nucleoplasm,N/A,Nucleoli,Cytosol;Golgi apparatus,N/A,0,N/A,N/A,N/A,0,0,0,0,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
EXOSC7,PUS7,HUMAN,HUMAN,Q15024,Q96PZ0,EXOS7_HUMAN,PUS7_HUMAN,1,0.64,2.47,0,N/A,N/A,N/A,N/A,0,0,0,0,0,1,0,1,1,0,0,Nuclear speckles,N/A,Nucleoplasm,N/A,N/A,0,N/A,N/A,N/A,0,0,0,0,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
RBM7,NUFIP2,HUMAN,MOUSE,Q9Y580,Q5F2E7,RBM7_HUMAN,NUFP2_MOUSE,5,0,2.47,0,N/A,N/A,N/A,N/A,0,0,0,0,0,1,1,1,1,0,1,Nucleoplasm,N/A,Nucleoplasm,Cytosol;Nuclear bodies,Nucleoplasm,0,N/A,N/A,N/A,0,0,0,0,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
TARBP2,IFIT2,HUMAN,HUMAN,Q15633,P09913,TRBP2_HUMAN,IFIT2_HUMAN,1,0,2.47,0,N/A,N/A,N/A,N/A,0,0,0,0,0,1,0,1,0,0,1,Nucleoplasm,Nuclear bodies,Vesicles,N/A,N/A,0,N/A,N/A,N/A,0,0,0,0,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
NDUFA4,ZCRB1,HUMAN,HUMAN,O00483,Q8TBF4,NDUA4_HUMAN,ZCRB1_HUMAN,1,0,2.47,0,N/A,N/A,N/A,N/A,0,0,0,0,0,0,0,0,N/A,1,N/A,Mitochondria,N/A,N/A,N/A,N/A,0,N/A,N/A,N/A,0,0,0,0,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
POLR2A,RPS28,HUMAN,HUMAN,P24928,P62857,RPB1_HUMAN,RS28_HUMAN,1,0,2.47,0,N/A,N/A,N/A,N/A,0,0,0,0,0,1,0,1,0,0,1,Nucleoplasm,N/A,Cytosol,N/A,N/A,0,N/A,N/A,N/A,0,0,0,0,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
AKAP1,CLK1,MOUSE,HUMAN,O08715,P49759,AKAP1_MOUSE,CLK1_HUMAN,1,0,2.47,0,N/A,N/A,N/A,N/A,0,0,0,0,0,0,1,0,1,1,0,Mitochondria,N/A,Nuclear membrane;Nucleoplasm,N/A,N/A,0,N/A,N/A,N/A,1,0,7438,0,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
RTN4,RBFOX2,HUMAN,HUMAN,Q9NQC3,O43251,RTN4_HUMAN,RFOX2_HUMAN,2,0,2.47,0,0,0,0,0,0,0,0,0,0,1,1,0,1,1,1,Endoplasmic reticulum,N/A,Nucleoplasm,Cytosol,N/A,0,N/A,N/A,N/A,0,1,0,10995,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
RBM14,SNW1,MOUSE,HUMAN,Q8C2Q3,Q13573,RBM14_MOUSE,SNW1_HUMAN,2,0,2.47,0,N/A,N/A,N/A,N/A,0,0,1,0,1,1,1,1,1,0,1,Nuclear speckles,N/A,Nucleoplasm,Cytosol,N/A,0,N/A,N/A,N/A,0,0,0,0,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
EIF4A2,QKI,MOUSE,HUMAN,P10630,Q96PU8,IF4A2_MOUSE,QKI_HUMAN,1,0,2.47,0,N/A,N/A,N/A,N/A,0,0,0,0,0,0,1,0,1,1,0,Cytosol,N/A,Nucleoplasm,N/A,N/A,0,N/A,N/A,N/A,0,1,0,12398,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
PDAP1,KRR1,HUMAN,MOUSE,Q13442,Q8BGA5,HAP28_HUMAN,KRR1_MOUSE,2,0.53,2.47,0,N/A,N/A,N/A,N/A,0,0,0,0,0,0,1,0,1,1,0,Cytosol,Plasma membrane,Nucleoli,Nucleoplasm,N/A,0,N/A,N/A,N/A,0,0,0,0,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
KHDRBS2,FBL,HUMAN,MOUSE,Q5VWX1,P35550,KHDR2_HUMAN,FBRL_MOUSE,1,0.41,2.47,0,N/A,N/A,N/A,N/A,0,0,0,0,0,1,1,N/A,1,N/A,0,N/A,N/A,Nucleoli fibrillar center,N/A,N/A,0,N/A,N/A,N/A,0,0,0,0,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
LUC7L,PGK1,HUMAN,HUMAN,Q9NQ29,P00558,LUC7L_HUMAN,PGK1_HUMAN,1,0.5,2.47,0,0,0,0,2,0,0,0,0,0,1,1,1,N/A,1,N/A,Nucleoplasm,Mitochondria,N/A,N/A,N/A,0,N/A,N/A,N/A,0,0,0,0,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
TMEM214,DDX17,HUMAN,HUMAN,Q6NUQ4,Q92841,TM214_HUMAN,DDX17_HUMAN,1,0,2.47,0,N/A,N/A,N/A,N/A,0,0,0,0,0,0,1,0,1,1,0,Cytosol;Endoplasmic reticulum;Golgi apparatus,N/A,Nuclear speckles,N/A,N/A,0,N/A,N/A,N/A,0,0,0,0,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
DDX21,HSPD1,HUMAN,MOUSE,Q9NR30,P63038,DDX21_HUMAN,CH60_MOUSE,1,0.48,2.47,0,N/A,N/A,N/A,N/A,0,0,0,0,0,1,1,1,0,0,1,Nucleoli,Nucleoplasm,Mitochondria,N/A,N/A,0,N/A,N/A,N/A,1,0,73,0,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
DENND2A,EIF3L,HUMAN,HUMAN,Q9ULE3,Q9Y262,DEN2A_HUMAN,EIF3L_HUMAN,2,0.49,2.47,0,N/A,N/A,N/A,N/A,0,0,0,0,0,0,0,N/A,1,N/A,0,N/A,N/A,Nucleoli,Nucleoplasm,N/A,0,N/A,N/A,N/A,0,0,0,0,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
SREK1,MRPS15,HUMAN,HUMAN,Q8WXA9,P82914,SREK1_HUMAN,RT15_HUMAN,1,0.47,2.46,0,N/A,N/A,N/A,N/A,0,0,0,0,0,1,0,1,0,0,1,Nuclear speckles;Nucleoplasm,N/A,Mitochondria,N/A,N/A,0,N/A,N/A,N/A,0,0,0,0,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
SART3,UBE2I,HUMAN,MOUSE,Q15020,P63280,SART3_HUMAN,UBC9_MOUSE,1,0,2.46,0,N/A,N/A,N/A,N/A,0,0,0,0,0,1,1,1,N/A,0,N/A,Nucleoplasm,N/A,N/A,N/A,N/A,0,N/A,N/A,N/A,0,0,0,0,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
PRPF31,LDHA,HUMAN,HUMAN,Q8WWY3,P00338,PRP31_HUMAN,LDHA_HUMAN,1,0.52,2.46,0,N/A,N/A,N/A,N/A,0,0,0,0,0,1,1,1,0,0,1,Nucleoplasm,N/A,Cytosol,Vesicles,N/A,0,N/A,N/A,N/A,0,0,0,0,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
BAG4,BZW1,HUMAN,HUMAN,O95429,Q7L1Q6,BAG4_HUMAN,BZW1_HUMAN,4,1.3,2.46,0,N/A,N/A,N/A,N/A,0,0,0,0,0,1,1,N/A,0,N/A,1,N/A,N/A,Vesicles,N/A,N/A,0,N/A,N/A,N/A,0,0,0,0,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
RPRD1B,CTTN,HUMAN,HUMAN,Q9NQG5,Q14247,RPR1B_HUMAN,SRC8_HUMAN,1,0,2.46,0,N/A,N/A,N/A,N/A,0,0,0,0,0,1,1,1,0,0,1,Nucleoplasm,N/A,Cytosol;Plasma membrane,Golgi apparatus;Vesicles,N/A,0,N/A,N/A,N/A,0,0,0,0,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
STIP1,PSPC1,HUMAN,MOUSE,P31948,Q8R326,STIP1_HUMAN,PSPC1_MOUSE,2,0,2.46,0,N/A,N/A,N/A,N/A,0,0,0,0,0,1,1,1,1,1,0,Nucleoplasm;Plasma membrane,Cytosol,Nucleoplasm,Nucleoli fibrillar center,Nucleoplasm,0,N/A,N/A,N/A,0,0,0,0,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
PRPF31,EIF3L,HUMAN,HUMAN,Q8WWY3,Q9Y262,PRP31_HUMAN,EIF3L_HUMAN,2,0.51,2.46,0,N/A,N/A,N/A,N/A,0,0,0,0,0,1,0,1,1,0,0,Nucleoplasm,N/A,Nucleoli,Nucleoplasm,Nucleoplasm,0,N/A,N/A,N/A,0,0,0,0,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
SRSF5,PDIA4,MOUSE,HUMAN,O35326,P13667,SRSF5_MOUSE,PDIA4_HUMAN,1,0.49,2.46,0,N/A,N/A,N/A,N/A,0,0,0,0,0,1,1,1,0,1,1,Nucleoplasm,Cytosol;Nucleoli,Endoplasmic reticulum,N/A,N/A,0,N/A,N/A,N/A,0,0,0,0,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
ALDH2,ZMAT3,HUMAN,HUMAN,P05091,Q9HA38,ALDH2_HUMAN,ZMAT3_HUMAN,1,0,2.46,0,N/A,N/A,N/A,N/A,0,0,0,0,0,0,1,N/A,1,N/A,0,N/A,N/A,Nucleoplasm,N/A,N/A,0,N/A,N/A,N/A,0,0,0,0,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
DENND5A,MAP7,HUMAN,HUMAN,Q6IQ26,Q14244,DEN5A_HUMAN,MAP7_HUMAN,2,0,2.46,0,N/A,N/A,N/A,N/A,0,0,0,0,0,0,0,0,0,1,1,Golgi apparatus;Vesicles,N/A,Cytosol;Microtubules,N/A,N/A,0,N/A,N/A,N/A,0,0,0,0,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
GTSE1,CTNND1,HUMAN,HUMAN,Q9NYZ3,O60716,GTSE1_HUMAN,CTND1_HUMAN,1,0.49,2.46,0,N/A,N/A,N/A,N/A,0,0,0,0,0,1,1,0,0,1,1,Centrosome,Plasma membrane,Plasma membrane,N/A,Plasma membrane,0,N/A,N/A,N/A,0,0,0,0,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
CTBP1,REXO4,HUMAN,HUMAN,Q13363,Q9GZR2,CTBP1_HUMAN,REXO4_HUMAN,1,0.51,2.46,0,N/A,N/A,N/A,N/A,0,0,0,0,0,1,1,1,1,0,0,Nucleoplasm,N/A,Nucleoli;Nucleoplasm,N/A,Nucleoplasm,0,N/A,N/A,N/A,0,0,0,0,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
MORF4L1,MMTAG2,HUMAN,HUMAN,Q9UBU8,Q9BU76,MO4L1_HUMAN,MMTA2_HUMAN,1,0,2.46,0,N/A,N/A,N/A,N/A,0,0,0,0,0,1,1,1,N/A,0,N/A,Nuclear speckles,N/A,N/A,N/A,N/A,0,N/A,N/A,N/A,0,0,0,0,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
SFPQ,CASK,HUMAN,MOUSE,P23246,O70589,SFPQ_HUMAN,CSKP_MOUSE,1,0.48,2.46,0,N/A,N/A,N/A,N/A,0,0,0,0,0,1,1,1,1,0,1,Nucleoplasm,N/A,Nucleoplasm,Cytosol,Nucleoplasm,0,N/A,N/A,N/A,1,0,2564,0,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
SNRNP70,CLK2,HUMAN,HUMAN,P08621,P49760,RU17_HUMAN,CLK2_HUMAN,1,0,2.46,0,N/A,N/A,N/A,N/A,1,1,1,1,1,1,1,1,1,0,0,Nucleoplasm,N/A,Nucleoplasm,Nuclear bodies,Nucleoplasm,0,N/A,N/A,N/A,0,0,0,0,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
SRPK2,PRDX6,HUMAN,HUMAN,P78362,P30041,SRPK2_HUMAN,PRDX6_HUMAN,1,0,2.46,0,N/A,N/A,N/A,N/A,0,0,0,0,0,1,0,1,0,1,1,Cytosol;Nucleoplasm,N/A,Cytosol;Plasma membrane,N/A,Cytosol,0,N/A,N/A,N/A,0,0,0,0,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
MRPS7,DMRTB1,HUMAN,HUMAN,Q9Y2R9,Q96MA1,RT07_HUMAN,DMRTB_HUMAN,2,0,2.46,0,N/A,N/A,N/A,N/A,0,0,0,0,0,1,1,0,N/A,1,N/A,Mitochondria,N/A,N/A,N/A,N/A,0,N/A,N/A,N/A,0,0,0,0,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
PRPF6,RBM19,HUMAN,HUMAN,O94906,Q9Y4C8,PRP6_HUMAN,RBM19_HUMAN,1,0,2.46,0,N/A,N/A,N/A,N/A,0,0,0,0,0,1,0,1,1,0,0,Nuclear speckles,N/A,Nucleoli,N/A,N/A,0,N/A,N/A,N/A,0,0,0,0,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
NONO,FBL,MOUSE,MOUSE,Q99K48,P35550,NONO_MOUSE,FBRL_MOUSE,1,0,2.46,0,N/A,N/A,N/A,N/A,0,0,0,0,0,1,1,1,1,0,0,Nucleoplasm,Nuclear speckles;Nucleoli fibrillar center,Nucleoli fibrillar center,N/A,Nucleoli fibrillar center,0,N/A,N/A,N/A,1,0,11426,0,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
SRSF5,RBM17,MOUSE,HUMAN,O35326,Q96I25,SRSF5_MOUSE,SPF45_HUMAN,1,0.58,2.46,0,N/A,N/A,N/A,N/A,0,0,0,0,0,1,1,1,1,1,0,Nucleoplasm,Cytosol;Nucleoli,Nucleoplasm,N/A,Nucleoplasm,0,N/A,N/A,N/A,0,0,0,0,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
DDX49,DPYSL2,HUMAN,HUMAN,Q9Y6V7,Q16555,DDX49_HUMAN,DPYL2_HUMAN,1,0.5,2.46,0,N/A,N/A,N/A,N/A,0,0,0,0,0,1,1,1,0,1,1,Mitochondria,Nucleoli,Cytosol,Plasma membrane,N/A,0,N/A,N/A,N/A,0,0,0,0,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
MRPS24,NCBP3,HUMAN,MOUSE,Q96EL2,Q8BZR9,RT24_HUMAN,NCBP3_MOUSE,2,0,2.46,0,N/A,N/A,N/A,N/A,0,0,0,0,0,0,0,N/A,1,N/A,0,N/A,N/A,Nuclear speckles,N/A,N/A,0,N/A,N/A,N/A,0,0,0,0,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
RPUSD4,TEX10,HUMAN,HUMAN,Q96CM3,Q9NXF1,RUSD4_HUMAN,TEX10_HUMAN,1,0,2.46,0,N/A,N/A,N/A,N/A,0,0,0,0,0,0,1,1,N/A,1,N/A,Nucleoplasm,Mitochondria,N/A,N/A,N/A,0,N/A,N/A,N/A,0,0,0,0,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
SRRM4,TFIP11,HUMAN,HUMAN,A7MD48,Q9UBB9,SRRM4_HUMAN,TFP11_HUMAN,6,0.73,2.46,0,0,0,0,2,0,0,0,0,0,1,1,N/A,1,N/A,1,N/A,N/A,Nucleoplasm,Cytosol,N/A,0,N/A,N/A,N/A,0,0,0,0,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
RPS18,RPP30,HUMAN,HUMAN,P62269,P78346,RS18_HUMAN,RPP30_HUMAN,1,0.52,2.46,0,N/A,N/A,N/A,N/A,0,0,0,0,0,1,0,0,1,1,1,Cytosol,N/A,Nucleoli;Nucleoplasm,Cytosol;Microtubule ends,Cytosol,0,N/A,N/A,N/A,0,0,0,0,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
MRPS30,DDX39A,HUMAN,MOUSE,Q9NP92,Q8VDW0,RT30_HUMAN,DX39A_MOUSE,1,0,2.46,0,N/A,N/A,N/A,N/A,0,0,0,0,0,0,1,N/A,1,N/A,0,N/A,N/A,Nuclear speckles,N/A,N/A,0,N/A,N/A,N/A,0,0,0,0,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
SNRNP48,HDAC6,HUMAN,HUMAN,Q6IEG0,Q9UBN7,SNR48_HUMAN,HDAC6_HUMAN,1,0.53,2.46,0,N/A,N/A,N/A,N/A,0,0,0,0,0,1,1,1,1,1,0,Nucleoplasm,Cytosol,Nucleoplasm,N/A,Nucleoplasm,0,N/A,N/A,N/A,0,0,0,0,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
RPL9,SNRPD1,HUMAN,HUMAN,P32969,P62314,RL9_HUMAN,SMD1_HUMAN,3,0.53,2.46,0,N/A,N/A,N/A,N/A,0,0,0,0,0,1,1,1,N/A,1,N/A,Cytosol;Endoplasmic reticulum,Nucleoli,N/A,N/A,N/A,0,N/A,N/A,N/A,0,0,0,0,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
TDRD3,RPA2,HUMAN,HUMAN,Q9H7E2,P15927,TDRD3_HUMAN,RFA2_HUMAN,1,0,2.46,0,N/A,N/A,N/A,N/A,0,0,0,0,0,0,1,1,1,1,0,Nucleoplasm,Cytosol;Golgi apparatus,Nuclear bodies;Nucleoplasm,N/A,Nucleoplasm,0,N/A,N/A,N/A,0,0,0,0,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
VPS4B,MAPRE2,HUMAN,MOUSE,O75351,Q8R001,VPS4B_HUMAN,MARE2_MOUSE,1,0,2.46,0,N/A,N/A,N/A,N/A,0,0,0,0,0,0,1,0,0,1,0,Vesicles,Intermediate filaments,Nucleoplasm,N/A,N/A,0,N/A,N/A,N/A,0,0,0,0,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
PQBP1,PPM1G,HUMAN,HUMAN,O60828,O15355,PQBP1_HUMAN,PPM1G_HUMAN,1,0.57,2.46,0,N/A,N/A,N/A,N/A,0,0,0,0,0,1,0,1,1,0,0,Nuclear speckles,N/A,Nucleoplasm,N/A,N/A,0,N/A,N/A,N/A,0,0,0,0,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
PURB,DIS3L,HUMAN,HUMAN,Q96QR8,Q8TF46,PURB_HUMAN,DI3L1_HUMAN,1,0,2.46,0,N/A,N/A,N/A,N/A,0,0,0,0,0,1,0,1,0,0,1,Nucleoplasm,N/A,Cytosol;Plasma membrane,Centrosome,N/A,0,N/A,N/A,N/A,0,0,0,0,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
RNPS1,TUBG1,MOUSE,MOUSE,Q99M28,P83887,RNPS1_MOUSE,TBG1_MOUSE,1,0,2.46,0,0,0,0,0,0,0,0,0,0,1,1,1,N/A,0,N/A,Nucleoplasm,N/A,N/A,N/A,N/A,0,N/A,N/A,N/A,0,0,0,0,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
QKI,MYO6,HUMAN,HUMAN,Q96PU8,Q9UM54,QKI_HUMAN,MYO6_HUMAN,1,0,2.46,0,N/A,N/A,N/A,N/A,0,0,0,0,0,1,0,1,1,0,0,Nucleoplasm,N/A,Nucleoplasm,N/A,Nucleoplasm,0,N/A,N/A,N/A,1,0,12398,0,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
FMR1,RBM22,MOUSE,HUMAN,P35922,Q9NW64,FMR1_MOUSE,RBM22_HUMAN,2,0,2.46,0,N/A,N/A,N/A,N/A,0,0,0,0,0,1,1,0,1,1,0,Cytosol,N/A,Nucleoplasm,N/A,N/A,0,N/A,N/A,N/A,1,1,3242,2871,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
VCP,EDF1,HUMAN,MOUSE,P55072,Q9JMG1,TERA_HUMAN,EDF1_MOUSE,1,0.56,2.46,0,N/A,N/A,N/A,N/A,0,0,0,0,0,1,0,1,1,1,1,Cytosol;Nucleoplasm,N/A,Cytosol;Nucleoplasm,N/A,Cytosol;Nucleoplasm,0,N/A,N/A,N/A,0,0,0,0,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
