,Cell Line,Significant Events,dpsi_dshap_concordance,FET OR,FET P-Value
0,HepG2,35,62.857142857142854,2.6666666666666665,0.1870991923393142
1,K562,1257,44.868735083532215,1.2082616179001722,0.1674066843776042
